participant,expName,sex,age (years),dominant hand,file_stim,etnia,etichetta,match,blocco,condizione,risposta.rt,risposta.corr,id_self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,775.8183796,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,651.7080553,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,613.884069,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,600.8603536,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,367.7314725,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1084.858485,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1145.972805,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,826.1017557,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,922.5504044,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,927.5295604,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1108.211217,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,901.1691548,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,845.3629836,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1162.550906,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,555.6764156,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,859.042909,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,968.0053275,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,725.1405753,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,1017.741991,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,876.1013281,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1003.07077,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,1175.389126,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,666.3823631,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,467.2587253,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,356.2753201,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,835.3191819,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1058.193898,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1044.687198,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,963.8937358,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,985.0835018,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1121.163672,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,941.5905662,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,998.3421639,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,621.4822363,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,618.9057752,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,837.9209191,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,900.5401693,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1037.505999,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1068.307534,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,893.0225503,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,631.1878897,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,942.6821582,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,911.3853648,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,733.9446619,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,664.7960767,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,617.6468432,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1095.047681,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,625.7735044,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,674.3942108,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,921.0589062,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,694.0470822,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,817.0820549,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,819.85447,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,654.392764,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1097.372675,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,700.1425587,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,916.7590924,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,724.0264285,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,736.2422105,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,725.9097677,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,514.7597883,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,857.4765436,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,572.1745435,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,847.3923337,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1172.173662,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,606.883591,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,587.3433985,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,844.5077408,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,689.13229,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,669.5402358,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,644.9068431,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,618.030183,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1004.801676,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,777.5196247,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,804.363735,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,753.8481615,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,759.7829252,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,670.5628932,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,813.5566916,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,680.5402804,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,852.0329315,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1014.095664,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,977.3839675,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1003.063081,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1032.001352,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1022.575187,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,903.6329538,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,863.7467101,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,515.1955262,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,562.249627,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,375.125872,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,882.3593333,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,855.0983965,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,665.750226,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,378.5723671,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,541.720029,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,830.6627348,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,757.4189994,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,790.6960361,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1141.378166,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,958.2064115,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,844.9195437,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,977.4596002,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,572.1638352,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,615.2433511,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,665.9011263,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,707.0413288,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,739.8500126,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,950.7189132,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,589.552626,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,920.7167979,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,589.4105937,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,582.5199597,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,735.4422603,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1066.275498,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,802.896725,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,959.8047044,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,710.2609798,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1101.301113,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,941.8906011,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,495.0555749,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,449.4445827,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,454.7898043,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,601.4863513,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,678.6333025,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,421.5237163,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,766.550649,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,939.5610839,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,637.9703619,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,701.0401282,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,893.8168101,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,680.3573743,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,933.4574044,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1096.017525,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,762.5854127,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,767.406987,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1076.161467,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1042.850452,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,591.6518141,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1150.380192,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,908.8755175,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,389.730189,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,1110.754276,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,671.8898583,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,374.9154638,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1145.864131,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,610.2904752,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,637.3797059,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,NA,2,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,1009.363839,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,1030.11102,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,854.5220196,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,769.2464497,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,614.3917944,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,713.1478544,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,672.2003333,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,750.8099582,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,669.5197746,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,854.7399268,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,NA,2,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,915.9597773,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,842.4205668,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,951.2246381,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,si,esperimento,asiatico,725.9042244,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,si,esperimento,asiatico,395.0045258,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,no,esperimento,asiatico,665.8840925,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,no,esperimento,asiatico,746.6913797,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1043.973077,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,896.4462355,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,963.2625952,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,863.977585,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,832.7425588,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,967.3980642,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,972.3303728,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,998.7318479,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,NA,2,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,NA,2,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,898.7439033,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1141.387597,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,749.520801,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,750.764668,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1158.467518,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,756.0809776,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,522.826381,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,976.3685334,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1122.482892,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,999.1318472,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,837.609943,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1164.344486,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1121.021645,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1157.698149,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,1155.985978,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,810.5320726,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1085.697612,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,905.8747683,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1010.53831,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1109.59339,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,957.9199553,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,NA,2,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,951.3251148,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,958.0294155,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,868.7308487,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,821.5467576,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1029.972238,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,1030.577108,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,797.6866774,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1108.285669,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,765.2553786,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,673.4852027,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,840.196766,0,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,805.4159246,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,802.008288,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,678.7490435,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,797.7318782,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1100.250373,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,852.9611863,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,775.9440839,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,938.6154748,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,877.4030916,0,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,1156.140858,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,922.7080457,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,695.4119336,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,570.240479,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,717.5537273,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,868.0363856,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,596.8943369,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,723.6112226,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,672.5880057,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,967.7148554,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,932.0845399,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,694.7365981,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,433.7895457,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,528.8020056,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,573.8951582,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,920.7202811,0,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,750.3112871,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,886.1935772,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,658.9465998,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,630.1502194,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,766.9553962,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,995.5495223,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,729.9577259,0,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,772.9816101,1,other
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,655.9007745,1,self
10,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,498.9043102,1,self
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,685.7508607,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1058.922691,1,other
10,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,517.3760112,1,other
