participant,expName,sex,age (years),dominant hand,file_stim,etnia,etichetta,match,blocco,condizione,risposta.rt,risposta.corr,id_self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1089.402537,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1064.761233,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,712.5999159,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,823.0291561,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,832.6562578,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,852.039038,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,824.590855,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,752.510149,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,975.542123,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,960.1511708,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,972.8200671,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,784.9744442,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,802.3008381,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1050.118159,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,805.248776,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,770.849365,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,822.539696,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,989.0561032,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,789.443867,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,837.4642949,0,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,735.1333629,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,935.3532679,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1002.757904,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,764.742994,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1064.655863,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,834.718453,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,862.503981,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,874.8784398,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,737.282919,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,808.648135,0,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,894.7584522,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,826.232977,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,724.921183,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,673.2600641,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,862.693405,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,863.131287,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,692.034228,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,724.9035488,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,665.0140651,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,700.7910879,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,847.179014,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,749.3055149,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,732.2559839,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,972.7981798,0,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,637.0997569,0,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,843.5193391,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,699.750205,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,690.8690371,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,675.4702921,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,664.4403541,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,784.545477,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,622.532208,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,665.1311601,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,912.2612362,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,1092.724211,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,724.0573789,0,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,629.3735791,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,661.4434409,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,754.7010651,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,NA,2,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,909.646906,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,702.1620581,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,672.756467,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,624.928643,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,724.4687721,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,812.775624,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,610.0798778,0,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,824.6051709,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,622.6117529,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,602.379729,0,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,624.45141,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,767.692863,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,684.1389581,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,924.9455309,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,762.5028011,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,894.8241381,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,945.9183218,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,675.183197,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1013.295742,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,924.60949,0,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,609.3914749,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,632.2025249,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,744.8503189,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,922.514122,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,969.5080081,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,792.5642298,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,889.989652,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,764.655997,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,NA,2,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,1133.042474,0,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,667.314427,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,689.9472061,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,672.3699812,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,682.4803769,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1032.839889,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,744.9055868,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,1003.938522,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,NA,2,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,807.940772,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,547.1809942,0,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,914.928148,0,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,652.5790822,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,570.0745231,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,602.552078,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,624.7825031,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,762.4782929,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1025.106888,0,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,717.082578,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,808.8249571,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,605.059121,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,684.705256,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,822.7858969,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,724.8224989,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,652.665087,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,769.618701,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,728.886497,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,677.3691431,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,747.6451821,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,696.5916289,0,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,757.047228,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,817.5854781,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,657.4306281,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,844.257459,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,642.500689,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,683.777899,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,584.7732062,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,990.9715001,0,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,601.8451189,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,625.1609421,0,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,742.7285551,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,864.998196,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,712.509617,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,744.4460271,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,744.7955429,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,786.929759,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,724.592194,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,827.8305521,0,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,782.653352,1,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,822.7647641,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,1072.485467,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,954.8262588,1,self
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,662.3715961,1,other
12,self_w_b,male,23,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,944.9622519,1,other
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,1082.924662,0,self
12,self_w_b,male,23,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,704.8711739,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,NA,2,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,546.7704237,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,635.0963973,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,794.0930799,0,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,1049.153395,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,565.5399505,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,530.5842087,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,541.5788814,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,782.7257421,0,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,559.3672302,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,822.4415872,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,630.9309993,0,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,622.0621038,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,711.5940917,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,597.7489278,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,708.5875981,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,525.5044959,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,571.0471515,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,621.4301847,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,614.7902831,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,737.5645936,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,636.1118816,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,763.1912362,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,839.866899,0,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,630.5821426,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,613.5722101,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,728.5772245,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,821.2637678,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,669.9660923,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,589.1195759,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,574.1948485,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,704.6794351,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,585.5529942,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,578.6834136,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,517.7345108,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,668.5292106,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,645.720575,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,730.5281162,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,533.270251,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,632.3079653,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,703.3173591,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,584.0745773,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,496.9792664,0,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,468.572598,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,541.0932042,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,646.0997686,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,475.1030337,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,513.895439,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,560.8746391,0,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,621.9155453,0,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,502.9682256,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,551.6227037,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,822.6676416,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,551.6469143,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,582.6305412,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,647.6876047,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,604.4744626,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,561.4353344,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,558.2460631,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,509.196803,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,534.1276117,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,545.1971143,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,578.1598594,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,621.0660804,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,566.0915058,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,514.9427094,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,545.8769985,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,626.814818,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,659.782121,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,830.852937,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,557.910746,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,620.7912546,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,589.5018037,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,670.4107691,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,853.70747,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,559.8641541,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,685.0573812,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,617.7853998,0,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,732.7095289,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,616.4323352,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,554.5862056,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,697.6313703,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,669.1520847,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,533.3225504,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,608.5347813,0,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,621.7588224,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,630.2563138,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,607.2583329,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,579.7914788,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,596.8269221,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,NA,2,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,722.9767218,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,607.7846047,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,636.7250886,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,676.1437897,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,434.3400616,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,561.5264364,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,478.6381517,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,581.8329863,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,670.4850178,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,853.540957,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,544.0537818,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,577.0724136,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,612.3867407,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,446.9349068,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,548.232425,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,805.1279914,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,489.8766745,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,582.7372894,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,535.9984823,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,666.899303,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,491.6906394,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,591.0193864,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Other,no,esperimento,bianco,709.3842626,1,self
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,558.9651037,1,self
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,573.3401142,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Self,no,esperimento,bianco,456.8969347,1,other
13,self_w_b,male,22,right,asian/a_m.jpg,asiatico,Other,si,esperimento,bianco,499.2772844,1,other
13,self_w_b,male,22,right,white/w_m.jpg,bianco,Self,si,esperimento,bianco,494.4492616,1,self
