"","Subject","Matching","Identity","RT_ms","RT_sec","ACC","blocktype"
"153",16127635,"Matching","Stranger",720,0.72,1,1
"154",16127635,"Matching","Stranger",553,0.553,0,1
"155",16127635,"Matching","Stranger",698,0.698,1,1
"156",16127635,"Matching","Stranger",782,0.782,1,1
"157",16127635,"Nonmatching","Self",302,0.302,0,1
"158",16127635,"Nonmatching","Self",1146,1.146,1,1
"159",16127635,"Nonmatching","Self",306,0.306,0,1
"160",16127635,"Nonmatching","Self",268,0.268,0,1
"161",16127635,"Nonmatching","Self",277,0.277,1,1
"162",16127635,"Nonmatching","Self",251,0.251,0,1
"163",16127635,"Nonmatching","Self",934,0.934,1,1
"164",16127635,"Nonmatching","Self",232,0.232,0,1
"165",16127635,"Nonmatching","Self",688,0.688,0,1
"166",16127635,"Nonmatching","Self",711,0.711,1,1
"167",16127635,"Nonmatching","Self",476,0.476,1,1
"168",16127635,"Nonmatching","Self",278,0.278,0,1
"169",16127635,"Nonmatching","Self",326,0.326,0,1
"170",16127635,"Nonmatching","Self",596,0.596,1,2
"171",16127635,"Nonmatching","Self",545,0.545,1,2
"172",16127635,"Nonmatching","Self",402,0.402,1,2
"173",16127635,"Nonmatching","Self",821,0.821,0,2
"174",16127635,"Nonmatching","Self",648,0.648,1,2
"175",16127635,"Nonmatching","Self",591,0.591,1,2
"176",16127635,"Nonmatching","Self",440,0.44,1,2
"177",16127635,"Nonmatching","Self",419,0.419,1,2
"178",16127635,"Nonmatching","Self",457,0.457,1,2
"179",16127635,"Nonmatching","Self",529,0.529,1,2
"180",16127635,"Nonmatching","Self",452,0.452,1,2
"181",16127635,"Nonmatching","Self",687,0.687,1,2
"182",16127635,"Nonmatching","Self",428,0.428,1,2
"183",16127635,"Nonmatching","Self",577,0.577,1,2
"184",16127635,"Nonmatching","Self",452,0.452,1,2
"185",16127635,"Nonmatching","Self",453,0.453,1,2
"186",16127635,"Nonmatching","Self",479,0.479,1,2
"187",16127635,"Nonmatching","Self",563,0.563,1,2
"188",16127635,"Nonmatching","Self",585,0.585,1,2
"189",16127635,"Nonmatching","Self",446,0.446,1,2
"190",16127635,"Nonmatching","Self",497,0.497,1,2
"191",16127635,"Nonmatching","Self",556,0.556,1,2
"192",16127635,"Nonmatching","Self",506,0.506,1,2
"193",16127635,"Nonmatching","Self",631,0.631,1,2
"194",16127635,"Nonmatching","Self",562,0.562,1,2
"195",16127635,"Nonmatching","Self",542,0.542,1,2
"196",16127635,"Nonmatching","Self",525,0.525,1,2
"197",16127635,"Nonmatching","Self",715,0.715,1,2
"198",16127635,"Nonmatching","Self",696,0.696,1,2
"199",16127635,"Nonmatching","Self",547,0.547,1,1
"200",16127635,"Nonmatching","Self",835,0.835,0,1
"201",16127635,"Nonmatching","Self",919,0.919,1,1
"202",16127635,"Nonmatching","Self",480,0.48,1,1
"203",16127635,"Nonmatching","Self",565,0.565,1,1
"204",16127635,"Nonmatching","Self",583,0.583,1,1
"205",16127635,"Nonmatching","Self",591,0.591,0,1
"206",16127635,"Nonmatching","Self",638,0.638,0,1
"207",16127635,"Nonmatching","Friend",244,0.244,1,1
"208",16127635,"Nonmatching","Friend",288,0.288,1,1
"209",16127635,"Nonmatching","Friend",263,0.263,0,1
"210",16127635,"Nonmatching","Friend",263,0.263,1,1
"211",16127635,"Nonmatching","Friend",588,0.588,1,1
"212",16127635,"Nonmatching","Friend",281,0.281,1,1
"213",16127635,"Nonmatching","Friend",282,0.282,0,1
"214",16127635,"Nonmatching","Friend",996,0.996,1,1
"215",16127635,"Nonmatching","Friend",366,0.366,0,1
"216",16127635,"Nonmatching","Friend",311,0.311,0,1
"217",16127635,"Nonmatching","Friend",211,0.211,1,1
"218",16127635,"Nonmatching","Friend",240,0.24,1,1
"219",16127635,"Nonmatching","Friend",545,0.545,1,2
"220",16127635,"Nonmatching","Friend",674,0.674,1,2
"221",16127635,"Nonmatching","Friend",518,0.518,1,2
"222",16127635,"Nonmatching","Friend",648,0.648,1,2
"223",16127635,"Nonmatching","Friend",1178,1.178,1,2
"224",16127635,"Nonmatching","Friend",638,0.638,0,2
"225",16127635,"Nonmatching","Friend",547,0.547,1,2
"226",16127635,"Nonmatching","Friend",621,0.621,0,2
"227",16127635,"Nonmatching","Friend",852,0.852,1,2
"228",16127635,"Nonmatching","Friend",597,0.597,0,2
"229",16127635,"Nonmatching","Friend",694,0.694,1,2
"230",16127635,"Nonmatching","Friend",484,0.484,1,2
"231",16127635,"Nonmatching","Friend",695,0.695,0,2
"232",16127635,"Nonmatching","Friend",257,0.257,1,2
"233",16127635,"Nonmatching","Friend",567,0.567,0,2
"234",16127635,"Nonmatching","Friend",554,0.554,1,2
"235",16127635,"Nonmatching","Friend",643,0.643,1,2
"236",16127635,"Nonmatching","Friend",530,0.53,1,2
"237",16127635,"Nonmatching","Friend",634,0.634,1,2
"238",16127635,"Nonmatching","Friend",447,0.447,1,2
"239",16127635,"Nonmatching","Friend",539,0.539,1,2
"240",16127635,"Nonmatching","Friend",594,0.594,1,2
"241",16127635,"Nonmatching","Friend",399,0.399,1,2
"242",16127635,"Nonmatching","Friend",491,0.491,1,2
"243",16127635,"Nonmatching","Friend",837,0.837,1,2
"244",16127635,"Nonmatching","Friend",607,0.607,1,2
"245",16127635,"Nonmatching","Friend",537,0.537,1,2
"246",16127635,"Nonmatching","Friend",622,0.622,0,2
"247",16127635,"Nonmatching","Friend",758,0.758,1,2
"248",16127635,"Nonmatching","Friend",565,0.565,1,1
"249",16127635,"Nonmatching","Friend",609,0.609,1,1
"250",16127635,"Nonmatching","Friend",673,0.673,0,1
"251",16127635,"Nonmatching","Friend",700,0.7,0,1
"252",16127635,"Nonmatching","Friend",613,0.613,1,1
"253",16127635,"Nonmatching","Friend",742,0.742,1,1
"254",16127635,"Nonmatching","Friend",763,0.763,1,1
"255",16127635,"Nonmatching","Stranger",633,0.633,0,1
"256",16127635,"Nonmatching","Stranger",383,0.383,1,1
"257",16127635,"Nonmatching","Stranger",289,0.289,0,1
"258",16127635,"Nonmatching","Stranger",270,0.27,1,1
"259",16127635,"Nonmatching","Stranger",763,0.763,0,1
"260",16127635,"Nonmatching","Stranger",735,0.735,1,1
"261",16127635,"Nonmatching","Stranger",539,0.539,0,1
"262",16127635,"Nonmatching","Stranger",625,0.625,0,1
"263",16127635,"Nonmatching","Stranger",248,0.248,1,1
"264",16127635,"Nonmatching","Stranger",674,0.674,1,1
"265",16127635,"Nonmatching","Stranger",780,0.78,0,1
"266",16127635,"Nonmatching","Stranger",1118,1.118,0,1
"267",16127635,"Nonmatching","Stranger",221,0.221,1,1
"268",16127635,"Nonmatching","Stranger",245,0.245,0,1
"269",16127635,"Nonmatching","Stranger",1170,1.17,0,2
"270",16127635,"Nonmatching","Stranger",447,0.447,1,2
"271",16127635,"Nonmatching","Stranger",1124,1.124,1,2
"272",16127635,"Nonmatching","Stranger",908,0.908,1,2
"273",16127635,"Nonmatching","Stranger",640,0.64,1,2
"274",16127635,"Nonmatching","Stranger",416,0.416,1,2
"275",16127635,"Nonmatching","Stranger",814,0.814,1,2
"276",16127635,"Nonmatching","Stranger",396,0.396,1,2
"277",16127635,"Nonmatching","Stranger",821,0.821,1,2
"278",16127635,"Nonmatching","Stranger",476,0.476,1,2
"279",16127635,"Nonmatching","Stranger",774,0.774,1,2
"280",16127635,"Nonmatching","Stranger",830,0.83,1,2
"281",16127635,"Nonmatching","Stranger",584,0.584,0,2
"282",16127635,"Nonmatching","Stranger",614,0.614,1,2
"283",16127635,"Nonmatching","Stranger",679,0.679,1,2
"284",16127635,"Nonmatching","Stranger",1098,1.098,1,2
"285",16127635,"Nonmatching","Stranger",578,0.578,1,2
"286",16127635,"Nonmatching","Stranger",577,0.577,1,2
"287",16127635,"Nonmatching","Stranger",379,0.379,1,2
"288",16127635,"Nonmatching","Stranger",615,0.615,0,2
"289",16127635,"Nonmatching","Stranger",949,0.949,1,2
"290",16127635,"Nonmatching","Stranger",544,0.544,1,2
"291",16127635,"Nonmatching","Stranger",565,0.565,1,2
"292",16127635,"Nonmatching","Stranger",677,0.677,1,2
"293",16127635,"Nonmatching","Stranger",695,0.695,1,2
"294",16127635,"Nonmatching","Stranger",467,0.467,1,2
"295",16127635,"Nonmatching","Stranger",288,0.288,1,1
"296",16127635,"Nonmatching","Stranger",808,0.808,0,1
"297",16127635,"Nonmatching","Stranger",681,0.681,1,1
"298",16127635,"Nonmatching","Stranger",638,0.638,0,1
"299",16127635,"Nonmatching","Stranger",717,0.717,1,1
"300",16127635,"Nonmatching","Stranger",568,0.568,1,1
"301",16127635,"Nonmatching","Stranger",898,0.898,1,1
"302",78102783,"Matching","Self",960,0.96,1,1
"303",78102783,"Matching","Self",660,0.66,1,1
"304",78102783,"Matching","Self",696,0.696,1,1
"305",78102783,"Matching","Self",841,0.841,1,1
"306",78102783,"Matching","Self",729,0.729,1,1
"307",78102783,"Matching","Self",594,0.594,1,1
"308",78102783,"Matching","Self",656,0.656,1,1
"309",78102783,"Matching","Self",611,0.611,1,1
"310",78102783,"Matching","Self",681,0.681,1,1
"311",78102783,"Matching","Self",552,0.552,1,1
"312",78102783,"Matching","Self",619,0.619,1,2
"313",78102783,"Matching","Self",767,0.767,0,2
"314",78102783,"Matching","Self",585,0.585,1,2
"315",78102783,"Matching","Self",512,0.512,1,2
"316",78102783,"Matching","Self",490,0.49,1,2
"317",78102783,"Matching","Self",558,0.558,1,2
"318",78102783,"Matching","Self",775,0.775,1,2
"319",78102783,"Matching","Self",522,0.522,1,2
"320",78102783,"Matching","Self",534,0.534,1,2
"321",78102783,"Matching","Self",567,0.567,1,2
"322",78102783,"Matching","Self",463,0.463,1,2
"323",78102783,"Matching","Self",585,0.585,1,2
"324",78102783,"Matching","Self",572,0.572,1,2
"325",78102783,"Matching","Self",474,0.474,1,2
"326",78102783,"Matching","Self",453,0.453,1,2
"327",78102783,"Matching","Self",435,0.435,1,2
"328",78102783,"Matching","Self",343,0.343,1,2
"329",78102783,"Matching","Self",356,0.356,1,2
"330",78102783,"Matching","Self",478,0.478,1,2
"331",78102783,"Matching","Self",456,0.456,1,2
"332",78102783,"Matching","Self",462,0.462,1,2
"333",78102783,"Matching","Self",439,0.439,1,2
"334",78102783,"Matching","Self",510,0.51,1,2
"335",78102783,"Matching","Self",401,0.401,1,2
"336",78102783,"Matching","Self",459,0.459,1,2
"337",78102783,"Matching","Self",449,0.449,1,2
"338",78102783,"Matching","Self",532,0.532,1,2
"339",78102783,"Matching","Self",399,0.399,1,2
"340",78102783,"Matching","Self",442,0.442,1,2
"341",78102783,"Matching","Self",504,0.504,1,2
"342",78102783,"Matching","Self",529,0.529,1,1
"343",78102783,"Matching","Self",606,0.606,1,1
"344",78102783,"Matching","Self",675,0.675,1,1
"345",78102783,"Matching","Self",699,0.699,1,1
"346",78102783,"Matching","Self",741,0.741,1,1
"347",78102783,"Matching","Self",612,0.612,1,1
"348",78102783,"Matching","Self",707,0.707,1,1
"349",78102783,"Matching","Self",712,0.712,1,1
"350",78102783,"Matching","Self",589,0.589,1,1
"351",78102783,"Matching","Self",559,0.559,1,1
"352",78102783,"Matching","Self",862,0.862,1,1
"353",78102783,"Matching","Self",606,0.606,1,1
"354",78102783,"Matching","Self",711,0.711,1,1
"355",78102783,"Matching","Self",672,0.672,1,1
"356",78102783,"Matching","Self",771,0.771,1,1
"357",78102783,"Matching","Self",617,0.617,1,1
"358",78102783,"Matching","Self",499,0.499,0,1
"359",78102783,"Matching","Self",587,0.587,1,1
"360",78102783,"Matching","Self",537,0.537,1,1
"361",78102783,"Matching","Self",826,0.826,1,1
"362",78102783,"Matching","Friend",1238,1.238,1,1
"363",78102783,"Matching","Friend",1129,1.129,0,1
"364",78102783,"Matching","Friend",1078,1.078,1,1
"365",78102783,"Matching","Friend",1128,1.128,1,1
"366",78102783,"Matching","Friend",1073,1.073,1,1
"367",78102783,"Matching","Friend",675,0.675,1,1
"368",78102783,"Matching","Friend",1396,1.396,0,1
"369",78102783,"Matching","Friend",621,0.621,1,1
"370",78102783,"Matching","Friend",1081,1.081,1,1
"371",78102783,"Matching","Friend",1116,1.116,1,1
"372",78102783,"Matching","Friend",1155,1.155,1,1
"373",78102783,"Matching","Friend",835,0.835,1,1
"374",78102783,"Matching","Friend",799,0.799,1,1
"375",78102783,"Matching","Friend",775,0.775,1,1
"376",78102783,"Matching","Friend",598,0.598,1,1
"377",78102783,"Matching","Friend",819,0.819,1,1
"378",78102783,"Matching","Friend",656,0.656,1,1
"379",78102783,"Matching","Friend",529,0.529,1,1
"380",78102783,"Matching","Friend",630,0.63,1,1
"381",78102783,"Matching","Friend",1053,1.053,0,2
"382",78102783,"Matching","Friend",537,0.537,1,2
"383",78102783,"Matching","Friend",533,0.533,1,2
"384",78102783,"Matching","Friend",777,0.777,1,2
"385",78102783,"Matching","Friend",417,0.417,1,2
"386",78102783,"Matching","Friend",440,0.44,1,2
"387",78102783,"Matching","Friend",449,0.449,1,2
"388",78102783,"Matching","Friend",347,0.347,1,2
"389",78102783,"Matching","Friend",390,0.39,1,2
"390",78102783,"Matching","Friend",633,0.633,1,2
"391",78102783,"Matching","Friend",392,0.392,1,2
"392",78102783,"Matching","Friend",380,0.38,1,2
"393",78102783,"Matching","Friend",585,0.585,1,2
"394",78102783,"Matching","Friend",341,0.341,1,2
"395",78102783,"Matching","Friend",329,0.329,1,2
"396",78102783,"Matching","Friend",374,0.374,1,2
"397",78102783,"Matching","Friend",292,0.292,0,2
"398",78102783,"Matching","Friend",389,0.389,1,2
"399",78102783,"Matching","Friend",447,0.447,1,2
"400",78102783,"Matching","Friend",625,0.625,1,2
"401",78102783,"Matching","Friend",577,0.577,1,2
"402",78102783,"Matching","Friend",470,0.47,1,2
"403",78102783,"Matching","Friend",423,0.423,1,2
"404",78102783,"Matching","Friend",471,0.471,1,2
"405",78102783,"Matching","Friend",483,0.483,1,2
"406",78102783,"Matching","Friend",391,0.391,1,2
"407",78102783,"Matching","Friend",567,0.567,1,2
"408",78102783,"Matching","Friend",484,0.484,1,2
"409",78102783,"Matching","Friend",402,0.402,1,2
"410",78102783,"Matching","Friend",606,0.606,1,2
"411",78102783,"Matching","Friend",726,0.726,0,1
"412",78102783,"Matching","Friend",749,0.749,1,1
"413",78102783,"Matching","Friend",749,0.749,1,1
"414",78102783,"Matching","Friend",466,0.466,1,1
"415",78102783,"Matching","Friend",597,0.597,0,1
"416",78102783,"Matching","Friend",642,0.642,1,1
"417",78102783,"Matching","Friend",544,0.544,0,1
"418",78102783,"Matching","Friend",617,0.617,1,1
"419",78102783,"Matching","Friend",561,0.561,1,1
"420",78102783,"Matching","Friend",574,0.574,1,1
"421",78102783,"Matching","Stranger",1381,1.381,1,1
"422",78102783,"Matching","Stranger",889,0.889,1,1
"423",78102783,"Matching","Stranger",727,0.727,1,1
"424",78102783,"Matching","Stranger",811,0.811,1,1
"425",78102783,"Matching","Stranger",808,0.808,1,1
"426",78102783,"Matching","Stranger",810,0.81,1,1
"427",78102783,"Matching","Stranger",753,0.753,1,1
"428",78102783,"Matching","Stranger",984,0.984,1,1
"429",78102783,"Matching","Stranger",925,0.925,0,1
"430",78102783,"Matching","Stranger",855,0.855,1,1
"431",78102783,"Matching","Stranger",1077,1.077,1,1
"432",78102783,"Matching","Stranger",634,0.634,1,1
"433",78102783,"Matching","Stranger",1406,1.406,0,1
"434",78102783,"Matching","Stranger",711,0.711,1,1
"435",78102783,"Matching","Stranger",558,0.558,1,1
"436",78102783,"Matching","Stranger",748,0.748,1,1
"437",78102783,"Matching","Stranger",607,0.607,1,1
"438",78102783,"Matching","Stranger",758,0.758,1,1
"439",78102783,"Matching","Stranger",846,0.846,1,1
"440",78102783,"Matching","Stranger",631,0.631,1,1
"441",78102783,"Matching","Stranger",623,0.623,0,2
"442",78102783,"Matching","Stranger",615,0.615,1,2
"443",78102783,"Matching","Stranger",463,0.463,1,2
"444",78102783,"Matching","Stranger",779,0.779,1,2
"445",78102783,"Matching","Stranger",447,0.447,0,2
"446",78102783,"Matching","Stranger",626,0.626,1,2
"447",78102783,"Matching","Stranger",565,0.565,1,2
"448",78102783,"Matching","Stranger",604,0.604,1,2
"449",78102783,"Matching","Stranger",416,0.416,1,2
"450",78102783,"Matching","Stranger",639,0.639,1,2
"451",78102783,"Matching","Stranger",441,0.441,1,2
"452",78102783,"Matching","Stranger",555,0.555,1,2
"453",78102783,"Matching","Stranger",470,0.47,1,2
"454",78102783,"Matching","Stranger",502,0.502,1,2
"455",78102783,"Matching","Stranger",493,0.493,1,2
"456",78102783,"Matching","Stranger",446,0.446,1,2
"457",78102783,"Matching","Stranger",451,0.451,1,2
"458",78102783,"Matching","Stranger",552,0.552,1,2
"459",78102783,"Matching","Stranger",558,0.558,1,2
"460",78102783,"Matching","Stranger",460,0.46,1,2
"461",78102783,"Matching","Stranger",388,0.388,1,2
"462",78102783,"Matching","Stranger",483,0.483,1,2
"463",78102783,"Matching","Stranger",374,0.374,1,2
"464",78102783,"Matching","Stranger",353,0.353,1,2
"465",78102783,"Matching","Stranger",398,0.398,0,2
"466",78102783,"Matching","Stranger",343,0.343,1,2
"467",78102783,"Matching","Stranger",461,0.461,1,2
"468",78102783,"Matching","Stranger",438,0.438,1,2
"469",78102783,"Matching","Stranger",405,0.405,1,2
"470",78102783,"Matching","Stranger",408,0.408,1,2
"471",78102783,"Matching","Stranger",684,0.684,1,1
"472",78102783,"Matching","Stranger",632,0.632,1,1
"473",78102783,"Matching","Stranger",993,0.993,1,1
"474",78102783,"Matching","Stranger",993,0.993,1,1
"475",78102783,"Matching","Stranger",617,0.617,1,1
"476",78102783,"Matching","Stranger",759,0.759,1,1
"477",78102783,"Matching","Stranger",807,0.807,1,1
"478",78102783,"Matching","Stranger",1035,1.035,1,1
"479",78102783,"Matching","Stranger",733,0.733,1,1
"480",78102783,"Matching","Stranger",622,0.622,1,1
"481",78102783,"Nonmatching","Self",763,0.763,1,1
"482",78102783,"Nonmatching","Self",1178,1.178,1,1
"483",78102783,"Nonmatching","Self",843,0.843,1,1
"484",78102783,"Nonmatching","Self",901,0.901,1,1
"485",78102783,"Nonmatching","Self",819,0.819,1,1
"486",78102783,"Nonmatching","Self",740,0.74,1,1
"487",78102783,"Nonmatching","Self",572,0.572,1,1
"488",78102783,"Nonmatching","Self",1202,1.202,1,1
"489",78102783,"Nonmatching","Self",673,0.673,1,1
"490",78102783,"Nonmatching","Self",942,0.942,1,1
"491",78102783,"Nonmatching","Self",824,0.824,1,2
"492",78102783,"Nonmatching","Self",816,0.816,1,2
"493",78102783,"Nonmatching","Self",533,0.533,1,2
"494",78102783,"Nonmatching","Self",450,0.45,1,2
"495",78102783,"Nonmatching","Self",451,0.451,1,2
"496",78102783,"Nonmatching","Self",504,0.504,1,2
"497",78102783,"Nonmatching","Self",584,0.584,1,2
"498",78102783,"Nonmatching","Self",645,0.645,0,2
"499",78102783,"Nonmatching","Self",591,0.591,1,2
"500",78102783,"Nonmatching","Self",553,0.553,1,2
"501",78102783,"Nonmatching","Self",656,0.656,1,2
"502",78102783,"Nonmatching","Self",454,0.454,1,2
"503",78102783,"Nonmatching","Self",521,0.521,1,2
"504",78102783,"Nonmatching","Self",591,0.591,1,2
"505",78102783,"Nonmatching","Self",432,0.432,1,2
"506",78102783,"Nonmatching","Self",501,0.501,1,2
"507",78102783,"Nonmatching","Self",418,0.418,1,2
"508",78102783,"Nonmatching","Self",446,0.446,1,2
"509",78102783,"Nonmatching","Self",554,0.554,1,2
"510",78102783,"Nonmatching","Self",433,0.433,1,2
"511",78102783,"Nonmatching","Self",598,0.598,1,2
"512",78102783,"Nonmatching","Self",453,0.453,1,2
"513",78102783,"Nonmatching","Self",515,0.515,1,2
