"","Subject","Matching","Identity","RT_ms","RT_sec","ACC","blocktype"
"2866",314311395,"Nonmatching","Self",513,0.513,1,2
"2867",314311395,"Nonmatching","Self",577,0.577,1,2
"2868",314311395,"Nonmatching","Self",585,0.585,1,2
"2869",314311395,"Nonmatching","Self",721,0.721,1,2
"2870",314311395,"Nonmatching","Self",561,0.561,1,2
"2871",314311395,"Nonmatching","Self",669,0.669,1,1
"2872",314311395,"Nonmatching","Self",805,0.805,1,1
"2873",314311395,"Nonmatching","Self",929,0.929,1,1
"2874",314311395,"Nonmatching","Self",1259,1.259,1,1
"2875",314311395,"Nonmatching","Self",993,0.993,1,1
"2876",314311395,"Nonmatching","Self",1007,1.007,1,1
"2877",314311395,"Nonmatching","Self",1020,1.02,1,1
"2878",314311395,"Nonmatching","Self",1012,1.012,0,1
"2879",314311395,"Nonmatching","Self",1118,1.118,1,1
"2880",314311395,"Nonmatching","Self",1026,1.026,1,1
"2881",314311395,"Nonmatching","Self",927,0.927,0,1
"2882",314311395,"Nonmatching","Self",697,0.697,1,1
"2883",314311395,"Nonmatching","Self",1168,1.168,1,1
"2884",314311395,"Nonmatching","Self",941,0.941,1,1
"2885",314311395,"Nonmatching","Self",1038,1.038,1,1
"2886",314311395,"Nonmatching","Self",884,0.884,1,1
"2887",314311395,"Nonmatching","Self",917,0.917,1,1
"2888",314311395,"Nonmatching","Self",952,0.952,1,1
"2889",314311395,"Nonmatching","Self",1024,1.024,1,1
"2890",314311395,"Nonmatching","Friend",751,0.751,0,1
"2891",314311395,"Nonmatching","Friend",755,0.755,0,1
"2892",314311395,"Nonmatching","Friend",896,0.896,1,1
"2893",314311395,"Nonmatching","Friend",1103,1.103,1,1
"2894",314311395,"Nonmatching","Friend",1027,1.027,1,1
"2895",314311395,"Nonmatching","Friend",1228,1.228,1,1
"2896",314311395,"Nonmatching","Friend",796,0.796,1,1
"2897",314311395,"Nonmatching","Friend",958,0.958,1,1
"2898",314311395,"Nonmatching","Friend",771,0.771,1,1
"2899",314311395,"Nonmatching","Friend",797,0.797,1,1
"2900",314311395,"Nonmatching","Friend",883,0.883,1,1
"2901",314311395,"Nonmatching","Friend",1165,1.165,1,1
"2902",314311395,"Nonmatching","Friend",1170,1.17,1,1
"2903",314311395,"Nonmatching","Friend",1120,1.12,1,1
"2904",314311395,"Nonmatching","Friend",924,0.924,1,1
"2905",314311395,"Nonmatching","Friend",886,0.886,1,1
"2906",314311395,"Nonmatching","Friend",1005,1.005,1,1
"2907",314311395,"Nonmatching","Friend",831,0.831,1,1
"2908",314311395,"Nonmatching","Friend",982,0.982,1,2
"2909",314311395,"Nonmatching","Friend",617,0.617,0,2
"2910",314311395,"Nonmatching","Friend",1073,1.073,1,2
"2911",314311395,"Nonmatching","Friend",919,0.919,1,2
"2912",314311395,"Nonmatching","Friend",1137,1.137,1,2
"2913",314311395,"Nonmatching","Friend",1017,1.017,0,2
"2914",314311395,"Nonmatching","Friend",1007,1.007,1,2
"2915",314311395,"Nonmatching","Friend",763,0.763,1,2
"2916",314311395,"Nonmatching","Friend",595,0.595,1,2
"2917",314311395,"Nonmatching","Friend",683,0.683,0,2
"2918",314311395,"Nonmatching","Friend",627,0.627,0,2
"2919",314311395,"Nonmatching","Friend",483,0.483,1,2
"2920",314311395,"Nonmatching","Friend",523,0.523,1,2
"2921",314311395,"Nonmatching","Friend",483,0.483,1,2
"2922",314311395,"Nonmatching","Friend",499,0.499,1,2
"2923",314311395,"Nonmatching","Friend",507,0.507,1,2
"2924",314311395,"Nonmatching","Friend",635,0.635,1,2
"2925",314311395,"Nonmatching","Friend",475,0.475,0,2
"2926",314311395,"Nonmatching","Friend",907,0.907,1,2
"2927",314311395,"Nonmatching","Friend",453,0.453,1,2
"2928",314311395,"Nonmatching","Friend",389,0.389,1,2
"2929",314311395,"Nonmatching","Friend",525,0.525,1,2
"2930",314311395,"Nonmatching","Friend",717,0.717,1,2
"2931",314311395,"Nonmatching","Friend",629,0.629,0,2
"2932",314311395,"Nonmatching","Friend",884,0.884,1,2
"2933",314311395,"Nonmatching","Friend",703,0.703,1,2
"2934",314311395,"Nonmatching","Friend",503,0.503,1,2
"2935",314311395,"Nonmatching","Friend",519,0.519,1,2
"2936",314311395,"Nonmatching","Friend",575,0.575,1,2
"2937",314311395,"Nonmatching","Friend",470,0.47,1,2
"2938",314311395,"Nonmatching","Friend",1113,1.113,0,1
"2939",314311395,"Nonmatching","Friend",1186,1.186,1,1
"2940",314311395,"Nonmatching","Friend",850,0.85,1,1
"2941",314311395,"Nonmatching","Friend",913,0.913,1,1
"2942",314311395,"Nonmatching","Friend",979,0.979,1,1
"2943",314311395,"Nonmatching","Friend",1018,1.018,1,1
"2944",314311395,"Nonmatching","Friend",775,0.775,0,1
"2945",314311395,"Nonmatching","Friend",903,0.903,1,1
"2946",314311395,"Nonmatching","Friend",963,0.963,1,1
"2947",314311395,"Nonmatching","Stranger",919,0.919,1,1
"2948",314311395,"Nonmatching","Stranger",759,0.759,1,1
"2949",314311395,"Nonmatching","Stranger",1282,1.282,1,1
"2950",314311395,"Nonmatching","Stranger",1189,1.189,1,1
"2951",314311395,"Nonmatching","Stranger",981,0.981,0,1
"2952",314311395,"Nonmatching","Stranger",757,0.757,1,1
"2953",314311395,"Nonmatching","Stranger",605,0.605,1,1
"2954",314311395,"Nonmatching","Stranger",559,0.559,0,2
"2955",314311395,"Nonmatching","Stranger",590,0.59,0,2
"2956",314311395,"Nonmatching","Stranger",833,0.833,1,2
"2957",314311395,"Nonmatching","Stranger",838,0.838,1,2
"2958",314311395,"Nonmatching","Stranger",995,0.995,1,2
"2959",314311395,"Nonmatching","Stranger",818,0.818,1,2
"2960",314311395,"Nonmatching","Stranger",743,0.743,1,2
"2961",314311395,"Nonmatching","Stranger",495,0.495,1,2
"2962",314311395,"Nonmatching","Stranger",583,0.583,1,2
"2963",314311395,"Nonmatching","Stranger",775,0.775,1,2
"2964",314311395,"Nonmatching","Stranger",598,0.598,1,2
"2965",314311395,"Nonmatching","Stranger",686,0.686,1,2
"2966",314311395,"Nonmatching","Stranger",598,0.598,1,2
"2967",314311395,"Nonmatching","Stranger",590,0.59,1,2
"2968",314311395,"Nonmatching","Stranger",606,0.606,1,2
"2969",314311395,"Nonmatching","Stranger",478,0.478,1,2
"2970",314311395,"Nonmatching","Stranger",502,0.502,1,2
"2971",314311395,"Nonmatching","Stranger",478,0.478,1,2
"2972",314311395,"Nonmatching","Stranger",582,0.582,0,2
"2973",314311395,"Nonmatching","Stranger",662,0.662,1,2
"2974",314311395,"Nonmatching","Stranger",694,0.694,1,2
"2975",314311395,"Nonmatching","Stranger",526,0.526,1,2
"2976",314311395,"Nonmatching","Stranger",486,0.486,1,2
"2977",314311395,"Nonmatching","Stranger",557,0.557,0,2
"2978",314311395,"Nonmatching","Stranger",597,0.597,0,2
"2979",314311395,"Nonmatching","Stranger",749,0.749,1,2
"2980",314311395,"Nonmatching","Stranger",437,0.437,1,2
"2981",314311395,"Nonmatching","Stranger",599,0.599,0,1
"2982",314311395,"Nonmatching","Stranger",641,0.641,1,1
"2983",314311395,"Nonmatching","Stranger",699,0.699,0,1
"2984",314311395,"Nonmatching","Stranger",981,0.981,1,1
"2985",314311395,"Nonmatching","Stranger",853,0.853,0,1
"2986",314311395,"Nonmatching","Stranger",872,0.872,0,1
"2987",314311395,"Nonmatching","Stranger",719,0.719,1,1
"2988",314311395,"Nonmatching","Stranger",874,0.874,0,1
"2989",314311395,"Nonmatching","Stranger",819,0.819,1,1
"2990",314311395,"Nonmatching","Stranger",856,0.856,1,1
"2991",314311395,"Nonmatching","Stranger",935,0.935,0,1
"2992",314311395,"Nonmatching","Stranger",1138,1.138,1,1
"2993",314311395,"Nonmatching","Stranger",1166,1.166,1,1
"2994",314311395,"Nonmatching","Stranger",1226,1.226,0,1
"2995",314311395,"Nonmatching","Stranger",1057,1.057,0,1
"2996",314311395,"Nonmatching","Stranger",968,0.968,1,1
"2997",314311395,"Nonmatching","Stranger",840,0.84,1,1
"2998",314311395,"Nonmatching","Stranger",1291,1.291,0,1
"2999",314311395,"Nonmatching","Stranger",1118,1.118,1,1
"3000",314311395,"Nonmatching","Stranger",935,0.935,1,1
"3001",384408546,"Matching","Self",601,0.601,1,1
"3002",384408546,"Matching","Self",718,0.718,1,1
"3003",384408546,"Matching","Self",664,0.664,1,1
"3004",384408546,"Matching","Self",497,0.497,1,1
"3005",384408546,"Matching","Self",557,0.557,1,1
"3006",384408546,"Matching","Self",661,0.661,1,1
"3007",384408546,"Matching","Self",591,0.591,1,1
"3008",384408546,"Matching","Self",630,0.63,1,1
"3009",384408546,"Matching","Self",703,0.703,1,1
"3010",384408546,"Matching","Self",683,0.683,1,1
"3011",384408546,"Matching","Self",429,0.429,1,2
"3012",384408546,"Matching","Self",442,0.442,1,2
"3013",384408546,"Matching","Self",537,0.537,1,2
"3014",384408546,"Matching","Self",444,0.444,1,2
"3015",384408546,"Matching","Self",531,0.531,1,2
"3016",384408546,"Matching","Self",814,0.814,1,2
"3017",384408546,"Matching","Self",465,0.465,1,2
"3018",384408546,"Matching","Self",771,0.771,1,2
"3019",384408546,"Matching","Self",523,0.523,1,2
"3020",384408546,"Matching","Self",534,0.534,1,2
"3021",384408546,"Matching","Self",477,0.477,1,2
"3022",384408546,"Matching","Self",433,0.433,1,2
"3023",384408546,"Matching","Self",428,0.428,1,2
"3024",384408546,"Matching","Self",587,0.587,0,2
"3025",384408546,"Matching","Self",445,0.445,1,2
"3026",384408546,"Matching","Self",417,0.417,1,2
"3027",384408546,"Matching","Self",420,0.42,1,2
"3028",384408546,"Matching","Self",584,0.584,1,2
"3029",384408546,"Matching","Self",441,0.441,1,2
"3030",384408546,"Matching","Self",496,0.496,1,2
"3031",384408546,"Matching","Self",476,0.476,1,2
"3032",384408546,"Matching","Self",455,0.455,1,2
"3033",384408546,"Matching","Self",474,0.474,1,2
"3034",384408546,"Matching","Self",469,0.469,1,2
"3035",384408546,"Matching","Self",484,0.484,1,2
"3036",384408546,"Matching","Self",439,0.439,1,2
"3037",384408546,"Matching","Self",489,0.489,1,2
"3038",384408546,"Matching","Self",453,0.453,1,2
"3039",384408546,"Matching","Self",516,0.516,1,2
"3040",384408546,"Matching","Self",384,0.384,1,2
"3041",384408546,"Matching","Self",535,0.535,1,1
"3042",384408546,"Matching","Self",667,0.667,1,1
"3043",384408546,"Matching","Self",618,0.618,1,1
"3044",384408546,"Matching","Self",618,0.618,1,1
"3045",384408546,"Matching","Self",554,0.554,1,1
"3046",384408546,"Matching","Self",537,0.537,1,1
"3047",384408546,"Matching","Self",1178,1.178,1,1
"3048",384408546,"Matching","Self",607,0.607,1,1
"3049",384408546,"Matching","Self",690,0.69,0,1
"3050",384408546,"Matching","Self",480,0.48,1,1
"3051",384408546,"Matching","Self",632,0.632,1,1
"3052",384408546,"Matching","Self",627,0.627,1,1
"3053",384408546,"Matching","Self",664,0.664,1,1
"3054",384408546,"Matching","Self",704,0.704,1,1
"3055",384408546,"Matching","Self",466,0.466,1,1
"3056",384408546,"Matching","Self",668,0.668,1,1
"3057",384408546,"Matching","Self",584,0.584,0,1
"3058",384408546,"Matching","Self",553,0.553,1,1
"3059",384408546,"Matching","Self",654,0.654,1,1
"3060",384408546,"Matching","Self",473,0.473,1,1
"3061",384408546,"Matching","Friend",584,0.584,1,1
"3062",384408546,"Matching","Friend",837,0.837,0,1
"3063",384408546,"Matching","Friend",577,0.577,1,1
"3064",384408546,"Matching","Friend",876,0.876,1,1
"3065",384408546,"Matching","Friend",954,0.954,1,1
"3066",384408546,"Matching","Friend",697,0.697,1,1
"3067",384408546,"Matching","Friend",676,0.676,1,1
"3068",384408546,"Matching","Friend",771,0.771,1,1
"3069",384408546,"Matching","Friend",663,0.663,1,1
"3070",384408546,"Matching","Friend",677,0.677,1,1
"3071",384408546,"Matching","Friend",579,0.579,1,1
"3072",384408546,"Matching","Friend",481,0.481,1,1
"3073",384408546,"Matching","Friend",804,0.804,1,1
"3074",384408546,"Matching","Friend",797,0.797,1,1
"3075",384408546,"Matching","Friend",780,0.78,1,1
"3076",384408546,"Matching","Friend",575,0.575,1,1
"3077",384408546,"Matching","Friend",865,0.865,1,1
"3078",384408546,"Matching","Friend",660,0.66,1,1
"3079",384408546,"Matching","Friend",765,0.765,1,1
"3080",384408546,"Matching","Friend",609,0.609,1,1
"3081",384408546,"Matching","Friend",749,0.749,1,2
"3082",384408546,"Matching","Friend",677,0.677,1,2
"3083",384408546,"Matching","Friend",663,0.663,1,2
"3084",384408546,"Matching","Friend",430,0.43,1,2
"3085",384408546,"Matching","Friend",613,0.613,1,2
"3086",384408546,"Matching","Friend",529,0.529,1,2
"3087",384408546,"Matching","Friend",453,0.453,1,2
"3088",384408546,"Matching","Friend",347,0.347,0,2
"3089",384408546,"Matching","Friend",405,0.405,1,2
"3090",384408546,"Matching","Friend",740,0.74,1,2
"3091",384408546,"Matching","Friend",440,0.44,1,2
"3092",384408546,"Matching","Friend",433,0.433,1,2
"3093",384408546,"Matching","Friend",445,0.445,1,2
"3094",384408546,"Matching","Friend",440,0.44,1,2
"3095",384408546,"Matching","Friend",499,0.499,1,2
"3096",384408546,"Matching","Friend",494,0.494,1,2
"3097",384408546,"Matching","Friend",448,0.448,1,2
"3098",384408546,"Matching","Friend",811,0.811,1,2
"3099",384408546,"Matching","Friend",503,0.503,1,2
"3100",384408546,"Matching","Friend",394,0.394,1,2
"3101",384408546,"Matching","Friend",350,0.35,1,2
"3102",384408546,"Matching","Friend",465,0.465,1,2
"3103",384408546,"Matching","Friend",547,0.547,1,2
"3104",384408546,"Matching","Friend",390,0.39,1,2
"3105",384408546,"Matching","Friend",445,0.445,1,2
"3106",384408546,"Matching","Friend",453,0.453,1,2
"3107",384408546,"Matching","Friend",647,0.647,1,2
"3108",384408546,"Matching","Friend",564,0.564,1,2
"3109",384408546,"Matching","Friend",451,0.451,1,2
"3110",384408546,"Matching","Friend",422,0.422,1,2
"3111",384408546,"Matching","Friend",872,0.872,1,1
"3112",384408546,"Matching","Friend",854,0.854,1,1
"3113",384408546,"Matching","Friend",425,0.425,1,1
"3114",384408546,"Matching","Friend",676,0.676,1,1
"3115",384408546,"Matching","Friend",590,0.59,1,1
"3116",384408546,"Matching","Friend",511,0.511,1,1
"3117",384408546,"Matching","Friend",462,0.462,1,1
"3118",384408546,"Matching","Friend",666,0.666,1,1
"3119",384408546,"Matching","Friend",621,0.621,1,1
"3120",384408546,"Matching","Friend",595,0.595,1,1
"3121",384408546,"Matching","Stranger",1147,1.147,1,1
"3122",384408546,"Matching","Stranger",903,0.903,1,1
"3123",384408546,"Matching","Stranger",618,0.618,0,1
"3124",384408546,"Matching","Stranger",680,0.68,0,1
"3125",384408546,"Matching","Stranger",570,0.57,0,1
"3126",384408546,"Matching","Stranger",537,0.537,0,1
"3127",384408546,"Matching","Stranger",696,0.696,1,1
"3128",384408546,"Matching","Stranger",876,0.876,1,1
"3129",384408546,"Matching","Stranger",577,0.577,1,1
"3130",384408546,"Matching","Stranger",668,0.668,1,1
"3131",384408546,"Matching","Stranger",772,0.772,0,1
"3132",384408546,"Matching","Stranger",805,0.805,1,1
"3133",384408546,"Matching","Stranger",609,0.609,1,1
"3134",384408546,"Matching","Stranger",853,0.853,1,1
"3135",384408546,"Matching","Stranger",511,0.511,1,1
"3136",384408546,"Matching","Stranger",637,0.637,1,1
"3137",384408546,"Matching","Stranger",783,0.783,1,1
"3138",384408546,"Matching","Stranger",660,0.66,0,1
"3139",384408546,"Matching","Stranger",536,0.536,1,1
"3140",384408546,"Matching","Stranger",607,0.607,1,1
"3141",384408546,"Matching","Stranger",611,0.611,0,2
"3142",384408546,"Matching","Stranger",527,0.527,1,2
"3143",384408546,"Matching","Stranger",419,0.419,1,2
"3144",384408546,"Matching","Stranger",522,0.522,1,2
"3145",384408546,"Matching","Stranger",497,0.497,1,2
"3146",384408546,"Matching","Stranger",397,0.397,1,2
"3147",384408546,"Matching","Stranger",387,0.387,0,2
"3148",384408546,"Matching","Stranger",486,0.486,1,2
"3149",384408546,"Matching","Stranger",437,0.437,1,2
"3150",384408546,"Matching","Stranger",506,0.506,1,2
"3151",384408546,"Matching","Stranger",452,0.452,1,2
"3152",384408546,"Matching","Stranger",459,0.459,1,2
"3153",384408546,"Matching","Stranger",503,0.503,1,2
"3154",384408546,"Matching","Stranger",494,0.494,0,2
"3155",384408546,"Matching","Stranger",381,0.381,1,2
"3156",384408546,"Matching","Stranger",396,0.396,1,2
"3157",384408546,"Matching","Stranger",562,0.562,1,2
"3158",384408546,"Matching","Stranger",429,0.429,1,2
"3159",384408546,"Matching","Stranger",376,0.376,1,2
"3160",384408546,"Matching","Stranger",458,0.458,1,2
"3161",384408546,"Matching","Stranger",654,0.654,1,2
"3162",384408546,"Matching","Stranger",459,0.459,1,2
"3163",384408546,"Matching","Stranger",379,0.379,1,2
"3164",384408546,"Matching","Stranger",438,0.438,1,2
"3165",384408546,"Matching","Stranger",458,0.458,1,2
"3166",384408546,"Matching","Stranger",433,0.433,1,2
"3167",384408546,"Matching","Stranger",383,0.383,1,2
"3168",384408546,"Matching","Stranger",522,0.522,1,2
"3169",384408546,"Matching","Stranger",486,0.486,1,2
"3170",384408546,"Matching","Stranger",401,0.401,1,2
"3171",384408546,"Matching","Stranger",657,0.657,0,1
"3172",384408546,"Matching","Stranger",526,0.526,1,1
"3173",384408546,"Matching","Stranger",492,0.492,0,1
"3174",384408546,"Matching","Stranger",605,0.605,1,1
"3175",384408546,"Matching","Stranger",704,0.704,1,1
"3176",384408546,"Matching","Stranger",727,0.727,1,1
"3177",384408546,"Matching","Stranger",690,0.69,1,1
"3178",384408546,"Matching","Stranger",815,0.815,1,1
"3179",384408546,"Matching","Stranger",620,0.62,1,1
"3180",384408546,"Matching","Stranger",644,0.644,1,1
"3181",384408546,"Nonmatching","Self",799,0.799,1,1
"3182",384408546,"Nonmatching","Self",906,0.906,1,1
"3183",384408546,"Nonmatching","Self",765,0.765,1,1
"3184",384408546,"Nonmatching","Self",872,0.872,1,1
"3185",384408546,"Nonmatching","Self",868,0.868,1,1
"3186",384408546,"Nonmatching","Self",503,0.503,0,1
"3187",384408546,"Nonmatching","Self",674,0.674,1,1
"3188",384408546,"Nonmatching","Self",764,0.764,1,1
"3189",384408546,"Nonmatching","Self",648,0.648,1,1
"3190",384408546,"Nonmatching","Self",649,0.649,1,1
"3191",384408546,"Nonmatching","Self",573,0.573,1,2
"3192",384408546,"Nonmatching","Self",584,0.584,1,2
"3193",384408546,"Nonmatching","Self",679,0.679,1,2
"3194",384408546,"Nonmatching","Self",714,0.714,1,2
"3195",384408546,"Nonmatching","Self",810,0.81,1,2
"3196",384408546,"Nonmatching","Self",621,0.621,1,2
"3197",384408546,"Nonmatching","Self",524,0.524,1,2
"3198",384408546,"Nonmatching","Self",571,0.571,1,2
"3199",384408546,"Nonmatching","Self",438,0.438,1,2
"3200",384408546,"Nonmatching","Self",465,0.465,1,2
"3201",384408546,"Nonmatching","Self",696,0.696,1,2
"3202",384408546,"Nonmatching","Self",719,0.719,1,2
"3203",384408546,"Nonmatching","Self",555,0.555,1,2
"3204",384408546,"Nonmatching","Self",518,0.518,1,2
"3205",384408546,"Nonmatching","Self",474,0.474,1,2
"3206",384408546,"Nonmatching","Self",451,0.451,1,2
"3207",384408546,"Nonmatching","Self",591,0.591,1,2
"3208",384408546,"Nonmatching","Self",538,0.538,1,2
"3209",384408546,"Nonmatching","Self",534,0.534,1,2
"3210",384408546,"Nonmatching","Self",477,0.477,1,2
"3211",384408546,"Nonmatching","Self",376,0.376,1,2
"3212",384408546,"Nonmatching","Self",411,0.411,1,2
"3213",384408546,"Nonmatching","Self",417,0.417,1,2
"3214",384408546,"Nonmatching","Self",821,0.821,1,2
"3215",384408546,"Nonmatching","Self",496,0.496,1,2
"3216",384408546,"Nonmatching","Self",451,0.451,1,2
"3217",384408546,"Nonmatching","Self",470,0.47,1,2
"3218",384408546,"Nonmatching","Self",458,0.458,1,2
"3219",384408546,"Nonmatching","Self",501,0.501,1,2
"3220",384408546,"Nonmatching","Self",480,0.48,1,2
"3221",384408546,"Nonmatching","Self",841,0.841,1,1
"3222",384408546,"Nonmatching","Self",792,0.792,1,1
"3223",384408546,"Nonmatching","Self",653,0.653,1,1
"3224",384408546,"Nonmatching","Self",663,0.663,1,1
"3225",384408546,"Nonmatching","Self",630,0.63,1,1
"3226",384408546,"Nonmatching","Self",844,0.844,1,1
"3227",384408546,"Nonmatching","Self",768,0.768,1,1
"3228",384408546,"Nonmatching","Self",741,0.741,1,1
"3229",384408546,"Nonmatching","Self",1048,1.048,1,1
"3230",384408546,"Nonmatching","Self",555,0.555,1,1
"3231",384408546,"Nonmatching","Self",461,0.461,1,1
"3232",384408546,"Nonmatching","Self",562,0.562,1,1
"3233",384408546,"Nonmatching","Self",837,0.837,1,1
"3234",384408546,"Nonmatching","Self",708,0.708,1,1
"3235",384408546,"Nonmatching","Self",708,0.708,1,1
"3236",384408546,"Nonmatching","Self",677,0.677,1,1
"3237",384408546,"Nonmatching","Self",667,0.667,1,1
"3238",384408546,"Nonmatching","Self",938,0.938,1,1
"3239",384408546,"Nonmatching","Self",812,0.812,1,1
"3240",384408546,"Nonmatching","Self",705,0.705,1,1
"3241",384408546,"Nonmatching","Friend",852,0.852,1,1
"3242",384408546,"Nonmatching","Friend",1156,1.156,1,1
"3243",384408546,"Nonmatching","Friend",764,0.764,1,1
"3244",384408546,"Nonmatching","Friend",723,0.723,1,1
"3245",384408546,"Nonmatching","Friend",708,0.708,1,1
"3246",384408546,"Nonmatching","Friend",762,0.762,1,1
"3247",384408546,"Nonmatching","Friend",1054,1.054,1,1
"3248",384408546,"Nonmatching","Friend",874,0.874,1,1
"3249",384408546,"Nonmatching","Friend",645,0.645,1,1
"3250",384408546,"Nonmatching","Friend",670,0.67,0,1
"3251",384408546,"Nonmatching","Friend",735,0.735,1,1
"3252",384408546,"Nonmatching","Friend",792,0.792,1,1
"3253",384408546,"Nonmatching","Friend",654,0.654,1,1
"3254",384408546,"Nonmatching","Friend",687,0.687,1,1
"3255",384408546,"Nonmatching","Friend",851,0.851,0,1
"3256",384408546,"Nonmatching","Friend",645,0.645,1,1
"3257",384408546,"Nonmatching","Friend",556,0.556,1,1
"3258",384408546,"Nonmatching","Friend",903,0.903,1,1
"3259",384408546,"Nonmatching","Friend",861,0.861,1,1
"3260",384408546,"Nonmatching","Friend",563,0.563,1,1
"3261",384408546,"Nonmatching","Friend",576,0.576,1,2
"3262",384408546,"Nonmatching","Friend",616,0.616,1,2
"3263",384408546,"Nonmatching","Friend",547,0.547,1,2
"3264",384408546,"Nonmatching","Friend",467,0.467,1,2
"3265",384408546,"Nonmatching","Friend",426,0.426,1,2
"3266",384408546,"Nonmatching","Friend",408,0.408,1,2
"3267",384408546,"Nonmatching","Friend",431,0.431,1,2
"3268",384408546,"Nonmatching","Friend",426,0.426,1,2
"3269",384408546,"Nonmatching","Friend",393,0.393,1,2
"3270",384408546,"Nonmatching","Friend",753,0.753,1,2
"3271",384408546,"Nonmatching","Friend",332,0.332,1,2
"3272",384408546,"Nonmatching","Friend",403,0.403,1,2
"3273",384408546,"Nonmatching","Friend",463,0.463,0,2
"3274",384408546,"Nonmatching","Friend",602,0.602,1,2
"3275",384408546,"Nonmatching","Friend",606,0.606,1,2
"3276",384408546,"Nonmatching","Friend",352,0.352,1,2
"3277",384408546,"Nonmatching","Friend",372,0.372,1,2
"3278",384408546,"Nonmatching","Friend",810,0.81,1,2
"3279",384408546,"Nonmatching","Friend",526,0.526,1,2
"3280",384408546,"Nonmatching","Friend",369,0.369,1,2
"3281",384408546,"Nonmatching","Friend",389,0.389,1,2
"3282",384408546,"Nonmatching","Friend",418,0.418,1,2
"3283",384408546,"Nonmatching","Friend",389,0.389,1,2
"3284",384408546,"Nonmatching","Friend",465,0.465,1,2
"3285",384408546,"Nonmatching","Friend",484,0.484,1,2
"3286",384408546,"Nonmatching","Friend",423,0.423,1,2
"3287",384408546,"Nonmatching","Friend",642,0.642,1,2
"3288",384408546,"Nonmatching","Friend",449,0.449,1,2
"3289",384408546,"Nonmatching","Friend",441,0.441,1,2
"3290",384408546,"Nonmatching","Friend",511,0.511,1,2
"3291",384408546,"Nonmatching","Friend",714,0.714,1,1
"3292",384408546,"Nonmatching","Friend",652,0.652,1,1
"3293",384408546,"Nonmatching","Friend",513,0.513,0,1
"3294",384408546,"Nonmatching","Friend",649,0.649,1,1
"3295",384408546,"Nonmatching","Friend",766,0.766,0,1
"3296",384408546,"Nonmatching","Friend",956,0.956,1,1
"3297",384408546,"Nonmatching","Friend",571,0.571,1,1
"3298",384408546,"Nonmatching","Friend",696,0.696,1,1
"3299",384408546,"Nonmatching","Friend",454,0.454,0,1
"3300",384408546,"Nonmatching","Friend",663,0.663,1,1
"3301",384408546,"Nonmatching","Stranger",1063,1.063,1,1
"3302",384408546,"Nonmatching","Stranger",938,0.938,1,1
"3303",384408546,"Nonmatching","Stranger",865,0.865,1,1
"3304",384408546,"Nonmatching","Stranger",619,0.619,1,1
"3305",384408546,"Nonmatching","Stranger",822,0.822,1,1
"3306",384408546,"Nonmatching","Stranger",516,0.516,1,1
"3307",384408546,"Nonmatching","Stranger",551,0.551,1,1
"3308",384408546,"Nonmatching","Stranger",651,0.651,0,1
"3309",384408546,"Nonmatching","Stranger",778,0.778,1,1
"3310",384408546,"Nonmatching","Stranger",809,0.809,1,1
"3311",384408546,"Nonmatching","Stranger",987,0.987,1,1
"3312",384408546,"Nonmatching","Stranger",622,0.622,1,1
"3313",384408546,"Nonmatching","Stranger",669,0.669,1,1
"3314",384408546,"Nonmatching","Stranger",712,0.712,1,1
"3315",384408546,"Nonmatching","Stranger",835,0.835,1,1
"3316",384408546,"Nonmatching","Stranger",564,0.564,1,1
"3317",384408546,"Nonmatching","Stranger",875,0.875,0,1
"3318",384408546,"Nonmatching","Stranger",825,0.825,1,1
"3319",384408546,"Nonmatching","Stranger",752,0.752,1,1
"3320",384408546,"Nonmatching","Stranger",801,0.801,1,1
"3321",384408546,"Nonmatching","Stranger",694,0.694,1,2
"3322",384408546,"Nonmatching","Stranger",605,0.605,1,2
"3323",384408546,"Nonmatching","Stranger",496,0.496,1,2
"3324",384408546,"Nonmatching","Stranger",452,0.452,1,2
"3325",384408546,"Nonmatching","Stranger",423,0.423,1,2
"3326",384408546,"Nonmatching","Stranger",650,0.65,1,2
"3327",384408546,"Nonmatching","Stranger",408,0.408,1,2
"3328",384408546,"Nonmatching","Stranger",943,0.943,1,2
"3329",384408546,"Nonmatching","Stranger",514,0.514,1,2
"3330",384408546,"Nonmatching","Stranger",505,0.505,0,2
"3331",384408546,"Nonmatching","Stranger",353,0.353,1,2
"3332",384408546,"Nonmatching","Stranger",415,0.415,1,2
"3333",384408546,"Nonmatching","Stranger",459,0.459,1,2
"3334",384408546,"Nonmatching","Stranger",431,0.431,1,2
"3335",384408546,"Nonmatching","Stranger",366,0.366,1,2
"3336",384408546,"Nonmatching","Stranger",377,0.377,1,2
"3337",384408546,"Nonmatching","Stranger",484,0.484,1,2
"3338",384408546,"Nonmatching","Stranger",519,0.519,1,2
"3339",384408546,"Nonmatching","Stranger",619,0.619,1,2
"3340",384408546,"Nonmatching","Stranger",422,0.422,1,2
"3341",384408546,"Nonmatching","Stranger",474,0.474,1,2
"3342",384408546,"Nonmatching","Stranger",341,0.341,1,2
"3343",384408546,"Nonmatching","Stranger",465,0.465,1,2
"3344",384408546,"Nonmatching","Stranger",340,0.34,1,2
"3345",384408546,"Nonmatching","Stranger",488,0.488,1,2
"3346",384408546,"Nonmatching","Stranger",354,0.354,1,2
