participant,Matching,rt,corr
25,Nonmatching,734.5852144,1
25,Nonmatching,526.1316486,1
25,Nonmatching,562.5375528,1
25,Nonmatching,619.3446368,1
26,Matching,789.9714042,1
26,Matching,581.7351881,1
26,Matching,1232.105895,1
26,Matching,930.7125532,0
26,Matching,801.2099643,1
26,Matching,1138.288076,1
26,Matching,520.8808798,1
26,Matching,860.381566,1
26,Matching,559.4159262,1
26,Matching,983.1974311,1
26,Matching,625.1828419,1
26,Matching,590.2375891,1
26,Matching,492.521476,1
26,Matching,442.8691012,0
26,Matching,541.165032,1
26,Matching,702.8488368,1
26,Matching,623.0948162,1
26,Matching,702.0636359,1
26,Matching,577.2233019,1
26,Matching,489.2841233,1
26,Nonmatching,763.0151073,1
26,Nonmatching,630.8050943,1
26,Nonmatching,651.227966,1
26,Nonmatching,840.9992559,1
26,Nonmatching,556.8870748,1
26,Nonmatching,694.8426589,1
26,Nonmatching,1006.949524,1
26,Nonmatching,528.5498658,1
26,Nonmatching,590.7523097,1
26,Nonmatching,718.244012,1
26,Nonmatching,792.1774611,1
26,Nonmatching,569.6215332,1
26,Nonmatching,499.0640208,1
26,Nonmatching,619.5803219,1
26,Nonmatching,507.105134,1
26,Nonmatching,1010.890121,1
26,Nonmatching,651.0868538,1
26,Nonmatching,589.7147302,1
26,Nonmatching,530.1332558,1
26,Nonmatching,498.8290281,0
27,Matching,1240.230331,1
27,Matching,530.6141321,1
27,Matching,593.2644298,1
27,Matching,1999.774982,1
27,Matching,639.9190929,1
27,Matching,526.4352141,1
27,Matching,562.2878699,1
27,Matching,602.8335011,1
27,Matching,441.9708741,1
27,Matching,429.871514,1
27,Matching,559.1184818,1
27,Matching,406.471652,1
27,Matching,427.8806392,0
27,Matching,620.1423081,1
27,Matching,522.4796641,1
27,Matching,452.9072153,1
27,Matching,377.8343038,0
27,Matching,472.2383958,1
27,Matching,607.1290718,1
27,Matching,501.0967762,1
27,Nonmatching,567.5265752,1
27,Nonmatching,507.9148631,1
27,Nonmatching,860.8971452,1
27,Nonmatching,650.7538436,1
27,Nonmatching,519.9063048,1
27,Nonmatching,507.9981498,1
27,Nonmatching,467.8726643,1
27,Nonmatching,518.6790321,0
27,Nonmatching,527.844931,1
27,Nonmatching,592.1145608,1
27,Nonmatching,558.4635623,1
27,Nonmatching,681.315124,1
27,Nonmatching,447.4071348,1
27,Nonmatching,552.6112281,1
27,Nonmatching,523.102351,1
27,Nonmatching,411.2160997,1
27,Nonmatching,432.7393966,1
27,Nonmatching,581.4953852,1
27,Nonmatching,534.9889747,1
27,Nonmatching,598.0344573,1
28,Matching,685.0240449,1
28,Matching,540.1907912,1
28,Matching,550.9066689,1
28,Matching,560.7771371,1
28,Matching,436.72047,1
28,Matching,490.7418666,1
28,Matching,551.6601959,1
28,Matching,647.2641672,1
28,Matching,622.8714772,0
28,Matching,514.4296177,1
28,Matching,517.0502043,1
28,Matching,578.1993312,1
28,Matching,519.0097988,1
28,Matching,629.5284159,1
28,Matching,522.1522143,1
28,Matching,599.0577559,1
28,Matching,573.836687,1
28,Matching,541.9613123,1
28,Matching,680.8890132,1
28,Matching,540.5257042,1
28,Nonmatching,637.76686,1
28,Nonmatching,538.2132619,1
28,Nonmatching,617.2297508,1
28,Nonmatching,520.4342813,1
28,Nonmatching,928.1623601,1
28,Nonmatching,518.7384309,1
28,Nonmatching,500.53749,1
28,Nonmatching,631.8859188,1
28,Nonmatching,509.7587751,1
28,Nonmatching,544.2348579,1
28,Nonmatching,501.1861818,1
28,Nonmatching,562.8377143,1
28,Nonmatching,509.2340647,1
28,Nonmatching,542.4817591,1
28,Nonmatching,541.0899841,1
28,Nonmatching,508.5571827,1
28,Nonmatching,532.305893,1
28,Nonmatching,572.6079699,1
28,Nonmatching,499.620819,1
28,Nonmatching,539.3481669,1
29,Nonmatching,775.2962029,1
29,Nonmatching,658.8425948,1
29,Nonmatching,638.3988042,1
29,Nonmatching,709.0704222,1
29,Nonmatching,622.3789607,1
29,Nonmatching,751.819456,1
29,Nonmatching,770.5005538,1
29,Nonmatching,935.5941331,1
29,Nonmatching,579.8724834,1
29,Nonmatching,561.470421,1
29,Nonmatching,636.651848,1
29,Nonmatching,507.3530027,1
29,Nonmatching,478.0796538,1
29,Nonmatching,732.70472,1
29,Nonmatching,600.7478451,1
29,Nonmatching,509.9221463,1
29,Nonmatching,630.4191742,1
29,Nonmatching,696.6078063,1
29,Nonmatching,567.9010628,1
29,Nonmatching,590.7760323,1
29,Matching,781.4595476,1
29,Matching,1324.290555,0
29,Matching,1200.402273,1
29,Matching,850.5468881,1
29,Matching,631.0058776,1
29,Matching,690.5774497,0
29,Matching,629.3527251,1
29,Matching,496.5806422,1
29,Matching,826.6586368,1
29,Matching,638.0406171,1
29,Matching,619.6109131,1
29,Matching,735.2053463,1
29,Matching,627.1111527,1
29,Matching,593.1014409,1
29,Matching,592.4797598,1
29,Matching,541.9390909,1
29,Matching,770.6563282,1
29,Matching,677.1198749,1
29,Matching,550.2659059,1
29,Matching,569.9602356,1
2,Matching,565.5115843,1
2,Matching,525.4875291,1
2,Matching,530.9849288,1
2,Matching,535.6348921,1
2,Matching,560.7129801,1
2,Matching,476.4443394,1
2,Matching,685.9955192,1
2,Matching,661.9643662,1
2,Matching,566.5776022,1
2,Matching,575.6977219,1
2,Matching,545.7489733,1
2,Matching,531.4402077,0
2,Matching,642.1538163,1
2,Matching,736.4598084,1
2,Matching,581.6262607,1
2,Matching,574.9848858,1
2,Matching,536.2545475,1
2,Matching,585.2921605,1
2,Matching,505.3802766,1
2,Matching,530.6903105,1
2,Nonmatching,665.4919907,1
2,Nonmatching,915.3127093,1
2,Nonmatching,646.2062355,1
2,Nonmatching,670.9234435,1
2,Nonmatching,2262.476467,1
2,Nonmatching,756.4946394,1
2,Nonmatching,602.128882,1
2,Nonmatching,595.0444955,1
2,Nonmatching,691.3710814,1
2,Nonmatching,560.4637191,1
2,Nonmatching,566.0081115,1
2,Nonmatching,685.8512666,1
2,Nonmatching,651.319284,1
2,Nonmatching,656.0439877,1
2,Nonmatching,615.5998856,1
2,Nonmatching,742.0591712,1
2,Nonmatching,655.5045545,1
2,Nonmatching,575.5928382,1
2,Nonmatching,681.5462857,1
2,Nonmatching,526.2915045,1
30,Nonmatching,2002.363639,1
30,Nonmatching,1907.556513,1
30,Nonmatching,561.5814906,1
30,Nonmatching,505.0270781,1
30,Nonmatching,2173.0543,1
30,Nonmatching,1691.7204,1
30,Nonmatching,595.2928457,1
30,Nonmatching,364.9173863,1
30,Nonmatching,630.8356542,1
30,Nonmatching,626.2995712,1
30,Nonmatching,731.8954319,0
30,Nonmatching,561.9355403,1
30,Nonmatching,526.3923611,1
30,Nonmatching,765.2946189,1
30,Nonmatching,715.9207258,1
30,Nonmatching,845.9058478,1
30,Nonmatching,1405.844212,1
30,Nonmatching,445.2415351,1
30,Nonmatching,646.1447068,1
30,Nonmatching,1446.872881,1
30,Matching,1206.944956,1
30,Matching,575.1914643,1
30,Matching,655.1130395,1
30,Matching,395.761475,1
30,Matching,455.6128047,1
30,Matching,600.624295,1
30,Matching,505.4878239,1
30,Matching,576.4324516,1
