"","Subject","Age","Gender","Handedness","Shape","Label","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
"3241",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","m",781,0.781,0
"3242",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",636,0.636,1
"3243",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",725,0.725,1
"3244",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",617,0.617,1
"3245",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",743,0.743,1
"3246",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",916,0.916,1
"3247",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","m",718,0.718,0
"3248",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",735,0.735,1
"3249",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",753,0.753,1
"3250",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",717,0.717,1
"3251",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",756,0.756,1
"3252",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",616,0.616,1
"3253",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",675,0.675,1
"3254",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",521,0.521,1
"3255",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",730,0.73,1
"3256",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","m",757,0.757,0
"3257",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","m",894,0.894,0
"3258",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",855,0.855,1
"3259",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",655,0.655,1
"3260",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",888,0.888,1
"3261",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",649,0.649,1
"3262",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",690,0.69,1
"3263",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",528,0.528,1
"3264",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",692,0.692,1
"3265",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",534,0.534,1
"3266",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",710,0.71,1
"3267",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",669,0.669,1
"3268",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",746,0.746,1
"3269",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",785,0.785,1
"3270",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",650,0.65,1
"3271",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",783,0.783,1
"3272",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",664,0.664,1
"3273",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",749,0.749,1
"3274",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",746,0.746,1
"3275",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",667,0.667,1
"3276",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",684,0.684,1
"3277",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",693,0.693,1
"3278",9,25,"female","right","O.bmp","friend","Friend","Friend","Close","Matching","n",694,0.694,1
"3279",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",828,0.828,1
"3280",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",861,0.861,1
"3281",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","",0,0,0
"3282",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","",0,0,0
"3283",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",751,0.751,1
"3284",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",870,0.87,1
"3285",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",682,0.682,0
"3286",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",769,0.769,0
"3287",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",897,0.897,1
"3288",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",738,0.738,1
"3289",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",680,0.68,0
"3290",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",862,0.862,1
"3291",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",901,0.901,1
"3292",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",735,0.735,1
"3293",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",713,0.713,1
"3294",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",753,0.753,1
"3295",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",1008,1.008,0
"3296",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",723,0.723,1
"3297",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",884,0.884,1
"3298",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","",0,0,0
"3299",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",710,0.71,0
"3300",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",699,0.699,0
"3301",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",712,0.712,0
"3302",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",909,0.909,0
"3303",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",665,0.665,1
"3304",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",655,0.655,0
"3305",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",850,0.85,1
"3306",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",815,0.815,1
"3307",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",841,0.841,1
"3308",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",724,0.724,0
"3309",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",762,0.762,0
"3310",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",738,0.738,1
"3311",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",687,0.687,1
"3312",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",677,0.677,1
"3313",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",676,0.676,0
"3314",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",666,0.666,0
"3315",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","m",861,0.861,1
"3316",9,25,"female","right","O.bmp","self","Friend","Friend","Close","Nonmatching","n",675,0.675,0
"3317",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",908,0.908,0
"3318",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",1033,1.033,0
"3319",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3320",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3321",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3322",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",789,0.789,0
"3323",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",973,0.973,0
"3324",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",602,0.602,0
"3325",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",940,0.94,0
"3326",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3327",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",783,0.783,0
"3328",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",958,0.958,1
"3329",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",654,0.654,0
"3330",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",786,0.786,0
"3331",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",573,0.573,0
"3332",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",687,0.687,0
"3333",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",794,0.794,0
"3334",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",608,0.608,1
"3335",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",611,0.611,0
"3336",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",802,0.802,0
"3337",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3338",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",769,0.769,1
"3339",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",703,0.703,0
"3340",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",627,0.627,0
"3341",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",875,0.875,0
"3342",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",868,0.868,1
"3343",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",827,0.827,0
"3344",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3345",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",593,0.593,0
"3346",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",487,0.487,0
"3347",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",396,0.396,0
"3348",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",878,0.878,1
"3349",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",758,0.758,1
"3350",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",898,0.898,0
"3351",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","n",515,0.515,0
"3352",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",873,0.873,1
"3353",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","",0,0,0
"3354",9,25,"female","right","O.bmp","stranger","Friend","Friend","Close","Nonmatching","m",862,0.862,1
"3355",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",975,0.975,1
"3356",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",1042,1.042,0
"3357",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",897,0.897,1
"3358",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",975,0.975,0
"3359",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",1029,1.029,0
"3360",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",807,0.807,0
"3361",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
"3362",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",955,0.955,0
"3363",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",845,0.845,0
"3364",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",748,0.748,0
"3365",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",757,0.757,0
"3366",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
"3367",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",833,0.833,1
"3368",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",859,0.859,0
"3369",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",765,0.765,0
"3370",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",648,0.648,0
"3371",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",1015,1.015,0
"3372",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",730,0.73,0
"3373",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",764,0.764,0
"3374",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",619,0.619,0
"3375",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",758,0.758,0
"3376",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
"3377",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",845,0.845,1
"3378",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",743,0.743,0
"3379",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",683,0.683,1
"3380",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",1008,1.008,1
"3381",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",689,0.689,0
"3382",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",654,0.654,0
"3383",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",744,0.744,0
"3384",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",743,0.743,0
"3385",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","",0,0,0
"3386",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","n",637,0.637,0
"3387",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",956,0.956,1
"3388",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",807,0.807,1
"3389",9,25,"female","right","P.bmp","friend","Stranger","Stranger","Stranger","Nonmatching","m",662,0.662,1
"3390",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",840,0.84,1
"3391",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",754,0.754,1
"3392",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",769,0.769,1
"3393",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",706,0.706,1
"3394",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",932,0.932,1
"3395",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",821,0.821,1
"3396",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",590,0.59,1
"3397",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",650,0.65,1
"3398",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",1082,1.082,0
"3399",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",823,0.823,1
"3400",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",761,0.761,0
"3401",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",736,0.736,1
"3402",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",706,0.706,1
"3403",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",950,0.95,1
"3404",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",912,0.912,1
"3405",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",659,0.659,1
"3406",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",968,0.968,0
"3407",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",877,0.877,1
"3408",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",739,0.739,0
"3409",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",780,0.78,1
"3410",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",623,0.623,1
"3411",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",964,0.964,0
"3412",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",657,0.657,0
"3413",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",563,0.563,0
"3414",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",906,0.906,1
"3415",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",771,0.771,1
"3416",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",755,0.755,1
"3417",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",537,0.537,0
"3418",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",727,0.727,1
"3419",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",784,0.784,0
"3420",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","n",670,0.67,0
"3421",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",875,0.875,1
"3422",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",936,0.936,1
"3423",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",740,0.74,1
"3424",9,25,"female","right","P.bmp","self","Stranger","Stranger","Stranger","Nonmatching","m",839,0.839,1
"3425",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",643,0.643,1
"3426",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
"3427",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",845,0.845,1
"3428",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",875,0.875,0
"3429",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",988,0.988,1
"3430",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",1019,1.019,0
"3431",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",988,0.988,1
"3432",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
"3433",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",809,0.809,1
"3434",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
"3435",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",911,0.911,0
"3436",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",936,0.936,1
"3437",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",872,0.872,1
"3438",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",1000,1,1
"3439",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",844,0.844,1
"3440",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",681,0.681,1
"3441",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",1098,1.098,1
"3442",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",876,0.876,1
"3443",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",776,0.776,1
"3444",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",599,0.599,1
"3445",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",619,0.619,0
"3446",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",1075,1.075,1
"3447",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","",0,0,0
"3448",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",1067,1.067,1
"3449",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",584,0.584,1
"3450",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",745,0.745,1
"3451",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",842,0.842,1
"3452",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",715,0.715,1
"3453",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",701,0.701,1
"3454",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",694,0.694,1
"3455",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",903,0.903,1
"3456",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",632,0.632,1
"3457",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",793,0.793,0
"3458",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",626,0.626,1
"3459",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",609,0.609,1
"3460",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",918,0.918,1
"3461",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",640,0.64,1
"3462",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",905,0.905,0
"3463",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",838,0.838,1
"3464",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",699,0.699,1
"3465",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",607,0.607,1
"3466",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",721,0.721,1
"3467",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",674,0.674,1
"3468",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",664,0.664,1
"3469",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",714,0.714,1
"3470",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",701,0.701,1
"3471",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",653,0.653,1
"3472",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",710,0.71,1
"3473",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",888,0.888,1
"3474",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",740,0.74,1
"3475",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",504,0.504,1
"3476",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",657,0.657,1
"3477",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",742,0.742,1
"3478",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",678,0.678,1
"3479",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",487,0.487,1
"3480",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",844,0.844,1
"3481",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",637,0.637,1
"3482",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",627,0.627,1
"3483",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",927,0.927,1
"3484",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",754,0.754,1
"3485",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",779,0.779,1
"3486",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",725,0.725,1
"3487",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",643,0.643,1
"3488",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",1002,1.002,1
"3489",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",750,0.75,0
"3490",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",796,0.796,1
"3491",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",656,0.656,0
"3492",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",869,0.869,1
"3493",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",866,0.866,1
"3494",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",663,0.663,0
"3495",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",776,0.776,1
"3496",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","n",817,0.817,1
"3497",9,25,"female","right","P.bmp","stranger","Stranger","Stranger","Stranger","Matching","m",737,0.737,0
"3498",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","n",1032,1.032,0
"3499",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",949,0.949,1
"3500",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",730,0.73,1
"3501",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",637,0.637,1
"3502",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",942,0.942,1
"3503",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",877,0.877,1
"3504",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","n",964,0.964,0
"3505",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",873,0.873,1
"3506",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","n",991,0.991,0
"3507",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","n",905,0.905,0
"3508",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",731,0.731,1
"3509",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",731,0.731,1
"3510",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",793,0.793,1
"3511",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",1050,1.05,1
"3512",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",686,0.686,1
"3513",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",703,0.703,1
"3514",9,25,"female","right","S.bmp","friend","Self","Self","Self","Nonmatching","m",843,0.843,1
