Shape,Label,Condition,ShapeLoc,resp,rt,WeShape,TheyShape,AloneShape,SelfShape,corr,trialinBlock,Block,Handedness,First Language,Participant Number,Gender,Age,Training/Experiment,Outlier,Self/Other,Identity Label,Shapetype,Pronountype
You,You,Match,Bottom,n,0.916820735,Triangle,Circle,Star,Diamond,1,89,2,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,m,0.683518077,Triangle,Circle,Star,Diamond,1,90,2,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,You,Mismatch,Bottom,m,0.866826716,Triangle,Circle,Star,Diamond,1,91,2,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,m,0.616845568,Triangle,Circle,Star,Diamond,1,92,2,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,m,0.86679158,Triangle,Circle,Star,Diamond,1,93,2,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.850152174,Triangle,Circle,Star,Diamond,1,94,2,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,m,0.616835698,Triangle,Circle,Star,Diamond,1,95,2,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.68350426,Triangle,Circle,Star,Diamond,1,96,2,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,m,0.81680901,Triangle,Circle,Star,Diamond,1,1,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.616835698,Triangle,Circle,Star,Diamond,1,2,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,m,0.566841679,Triangle,Circle,Star,Diamond,0,3,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.433484421,Triangle,Circle,Star,Diamond,1,4,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,m,0.633504319,Triangle,Circle,Star,Diamond,1,5,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Top,m,0.95019943,Triangle,Circle,Star,Diamond,1,6,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,m,0.68354295,Triangle,Circle,Star,Diamond,1,7,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.666818268,Triangle,Circle,Star,Diamond,1,8,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,m,0.800159734,Triangle,Circle,Star,Diamond,1,9,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.58352925,Triangle,Circle,Star,Diamond,1,10,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,m,0.566856286,Triangle,Circle,Star,Diamond,1,11,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,m,0.666819847,Triangle,Circle,Star,Diamond,1,12,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,m,0.466838244,Triangle,Circle,Star,Diamond,1,13,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.900182908,Triangle,Circle,Star,Diamond,1,14,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,m,0.63354143,Triangle,Circle,Star,Diamond,0,15,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.916806128,Triangle,Circle,Star,Diamond,0,16,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.816822038,Triangle,Circle,Star,Diamond,1,17,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.816851648,Triangle,Circle,Star,Diamond,1,18,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,m,0.766828414,Triangle,Circle,Star,Diamond,0,19,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Top,m,0.78347769,Triangle,Circle,Star,Diamond,1,20,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.916837317,Triangle,Circle,Star,Diamond,1,21,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,m,0.916822314,Triangle,Circle,Star,Diamond,1,22,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.683517683,Triangle,Circle,Star,Diamond,1,23,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.683476624,Triangle,Circle,Star,Diamond,1,24,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.750177954,Triangle,Circle,Star,Diamond,1,25,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.683459648,Triangle,Circle,Star,Diamond,1,26,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,m,0.716841896,Triangle,Circle,Star,Diamond,1,27,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,m,0.900210149,Triangle,Circle,Star,Diamond,1,28,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.683535448,Triangle,Circle,Star,Diamond,1,29,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,m,0.783513221,Triangle,Circle,Star,Diamond,1,30,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,We,Mismatch,Top,m,0.666842745,Triangle,Circle,Star,Diamond,1,31,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,n,0.56689695,Triangle,Circle,Star,Diamond,0,32,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.833500924,Triangle,Circle,Star,Diamond,1,33,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,m,0.700168933,Triangle,Circle,Star,Diamond,1,34,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,m,0.650182415,Triangle,Circle,Star,Diamond,1,35,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.000174499,Triangle,Circle,Star,Diamond,1,36,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,m,0.650175309,Triangle,Circle,Star,Diamond,0,37,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,m,0.583509116,Triangle,Circle,Star,Diamond,0,38,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Bottom,m,0.650202549,Triangle,Circle,Star,Diamond,1,39,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Top,m,0.750172821,Triangle,Circle,Star,Diamond,1,40,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Top,m,0.683494785,Triangle,Circle,Star,Diamond,1,41,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,We,Mismatch,Top,m,0.766831178,Triangle,Circle,Star,Diamond,1,42,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.700274343,Triangle,Circle,Star,Diamond,1,43,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Bottom,m,0.616872809,Triangle,Circle,Star,Diamond,1,44,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,0.500162458,Triangle,Circle,Star,Diamond,1,45,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Top,m,0.666892489,Triangle,Circle,Star,Diamond,1,46,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,m,0.733512491,Triangle,Circle,Star,Diamond,1,47,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,m,0.866801055,Triangle,Circle,Star,Diamond,1,48,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,m,0.633514584,Triangle,Circle,Star,Diamond,1,49,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,1.050214709,Triangle,Circle,Star,Diamond,1,50,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.833524611,Triangle,Circle,Star,Diamond,1,51,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Top,m,0.866838165,Triangle,Circle,Star,Diamond,1,52,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,We,Mismatch,Bottom,m,0.800217374,Triangle,Circle,Star,Diamond,1,53,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,1.016860096,Triangle,Circle,Star,Diamond,0,54,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,m,1.316809207,Triangle,Circle,Star,Diamond,1,55,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,m,1.53344206,Triangle,Circle,Star,Diamond,1,56,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.700184724,Triangle,Circle,Star,Diamond,1,57,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,0.633505503,Triangle,Circle,Star,Diamond,1,58,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,m,0.850182178,Triangle,Circle,Star,Diamond,1,59,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.966798962,Triangle,Circle,Star,Diamond,1,60,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,1.000150022,Triangle,Circle,Star,Diamond,1,61,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.883498496,Triangle,Circle,Star,Diamond,1,62,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.866823163,Triangle,Circle,Star,Diamond,1,63,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.716851371,Triangle,Circle,Star,Diamond,1,64,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,m,1.066801607,Triangle,Circle,Star,Diamond,1,65,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,1.000153575,Triangle,Circle,Star,Diamond,1,66,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Top,m,0.733503806,Triangle,Circle,Star,Diamond,1,67,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Bottom,n,1.383450133,Triangle,Circle,Star,Diamond,1,68,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.766619568,Triangle,Circle,Star,Diamond,1,69,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,0.700134585,Triangle,Circle,Star,Diamond,1,70,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,m,1.566790356,Triangle,Circle,Star,Diamond,1,71,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Top,m,1.483450804,Triangle,Circle,Star,Diamond,1,72,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.916780861,Triangle,Circle,Star,Diamond,1,73,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.76688408,Triangle,Circle,Star,Diamond,1,74,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.98344587,Triangle,Circle,Star,Diamond,1,75,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,m,0.683515314,Triangle,Circle,Star,Diamond,1,76,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.98348298,Triangle,Circle,Star,Diamond,1,77,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,m,0.833484342,Triangle,Circle,Star,Diamond,1,78,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.750161767,Triangle,Circle,Star,Diamond,1,79,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.850219683,Triangle,Circle,Star,Diamond,1,80,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.866823953,Triangle,Circle,Star,Diamond,1,81,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Bottom,m,0.950130736,Triangle,Circle,Star,Diamond,1,82,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,m,1.183517485,Triangle,Circle,Star,Diamond,1,83,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,1.016806404,Triangle,Circle,Star,Diamond,1,84,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.700165379,Triangle,Circle,Star,Diamond,1,85,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,1.200143863,Triangle,Circle,Star,Diamond,1,86,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,m,0.866876855,Triangle,Circle,Star,Diamond,1,87,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,n,0.800136441,Triangle,Circle,Star,Diamond,0,88,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,0.950298919,Triangle,Circle,Star,Diamond,1,89,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,n,0.833502108,Triangle,Circle,Star,Diamond,1,90,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,1.133499779,Triangle,Circle,Star,Diamond,1,91,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,1.400142047,Triangle,Circle,Star,Diamond,1,92,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.666860906,Triangle,Circle,Star,Diamond,1,93,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.866848035,Triangle,Circle,Star,Diamond,1,94,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.883533238,Triangle,Circle,Star,Diamond,1,95,3,r,h,6,Female,25,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Top,m,0.850147436,Triangle,Circle,Star,Diamond,1,96,3,r,h,6,Female,25,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,None,None,Diamond,Star,Circle,Triangle,3,1,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,1.016817458,Diamond,Star,Circle,Triangle,1,2,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Top,n,0.866833823,Diamond,Star,Circle,Triangle,1,3,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,n,0.833463813,Diamond,Star,Circle,Triangle,1,4,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,m,1.016795745,Diamond,Star,Circle,Triangle,1,5,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.966828572,Diamond,Star,Circle,Triangle,1,6,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,n,1.1668386,Diamond,Star,Circle,Triangle,1,7,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,n,1.049828995,Diamond,Star,Circle,Triangle,1,8,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Top,n,0.81682875,Diamond,Star,Circle,Triangle,1,9,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,1.433475341,Diamond,Star,Circle,Triangle,0,10,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,1.583583337,Diamond,Star,Circle,Triangle,0,11,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,1.083493126,Diamond,Star,Circle,Triangle,1,12,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,We,Mismatch,Top,None,None,Diamond,Star,Circle,Triangle,3,13,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Top,m,1.65012438,Diamond,Star,Circle,Triangle,1,14,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,n,1.466819294,Diamond,Star,Circle,Triangle,1,15,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,n,0.90013198,Diamond,Star,Circle,Triangle,1,16,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Top,n,0.98342613,Diamond,Star,Circle,Triangle,1,17,0,l,h,7,Male,27,TRAINING,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,n,1.35015395,Diamond,Star,Circle,Triangle,1,18,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Bottom,m,1.133444113,Diamond,Star,Circle,Triangle,1,19,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Top,n,0.716823341,Diamond,Star,Circle,Triangle,1,20,0,l,h,7,Male,27,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,n,0.983467583,Diamond,Star,Circle,Triangle,1,1,1,l,h,7,Male,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,n,0.983487718,Diamond,Star,Circle,Triangle,1,2,1,l,h,7,Male,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,m,0.666818663,Diamond,Star,Circle,Triangle,1,3,1,l,h,7,Male,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Top,n,0.666855378,Diamond,Star,Circle,Triangle,1,4,1,l,h,7,Male,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.666851036,Diamond,Star,Circle,Triangle,1,5,1,l,h,7,Male,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,n,1.100158984,Diamond,Star,Circle,Triangle,1,6,1,l,h,7,Male,27,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Top,n,0.783482033,Diamond,Star,Circle,Triangle,1,7,1,l,h,7,Male,27,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,m,1.250100377,Diamond,Star,Circle,Triangle,1,8,1,l,h,7,Male,27,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,m,1.150185771,Diamond,Star,Circle,Triangle,1,9,1,l,h,7,Male,27,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
