Shape,Label,Condition,ShapeLoc,resp,rt,WeShape,TheyShape,AloneShape,SelfShape,corr,trialinBlock,Block,Handedness,First Language,Participant Number,Gender,Age,Training/Experiment,Outlier,Self/Other,Identity Label,Shapetype,Pronountype
We,We,Match,Bottom,None,None,Diamond,Circle,Star,Triangle,3,1,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,2,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,You,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,3,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,4,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,5,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,You,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,6,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,None,None,Diamond,Circle,Star,Triangle,3,7,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,n,0.55024574,Diamond,Circle,Star,Triangle,1,8,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.516859912,Diamond,Circle,Star,Triangle,0,9,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,None,None,Diamond,Circle,Star,Triangle,3,10,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Top,n,0.416867453,Diamond,Circle,Star,Triangle,1,11,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.433523453,Diamond,Circle,Star,Triangle,0,12,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.283538515,Diamond,Circle,Star,Triangle,0,13,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,n,0.400145521,Diamond,Circle,Star,Triangle,1,14,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.616844476,Diamond,Circle,Star,Triangle,0,15,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,0.433512004,Diamond,Circle,Star,Triangle,1,16,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.36691169,Diamond,Circle,Star,Triangle,1,17,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.50015851,Diamond,Circle,Star,Triangle,0,18,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.4668548,Diamond,Circle,Star,Triangle,1,19,0,r,h,1,Female,31,TRAINING,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,m,0.500169959,Diamond,Circle,Star,Triangle,0,20,0,r,h,1,Female,31,TRAINING,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.083456871,Diamond,Circle,Star,Triangle,0,1,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.533541574,Diamond,Circle,Star,Triangle,0,2,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Bottom,n,0.750167492,Diamond,Circle,Star,Triangle,0,3,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,n,0.400207109,Diamond,Circle,Star,Triangle,1,4,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.550195206,Diamond,Circle,Star,Triangle,0,5,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Top,n,0.45017827,Diamond,Circle,Star,Triangle,1,6,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,n,0.350142383,Diamond,Circle,Star,Triangle,1,7,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,n,0.43350174,Diamond,Circle,Star,Triangle,1,8,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,Self,Mismatch,Bottom,n,0.366851286,Diamond,Circle,Star,Triangle,1,9,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,0.283511274,Diamond,Circle,Star,Triangle,1,10,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.400210663,Diamond,Circle,Star,Triangle,0,11,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,n,0.300205964,Diamond,Circle,Star,Triangle,1,12,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.366860366,Diamond,Circle,Star,Triangle,0,13,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Bottom,n,0.466852826,Diamond,Circle,Star,Triangle,1,14,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.483532909,Diamond,Circle,Star,Triangle,0,15,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,n,0.516853595,Diamond,Circle,Star,Triangle,1,16,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,n,0.400165261,Diamond,Circle,Star,Triangle,0,17,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.316866308,Diamond,Circle,Star,Triangle,0,18,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,n,0.366865498,Diamond,Circle,Star,Triangle,1,19,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.400164077,Diamond,Circle,Star,Triangle,1,20,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,n,0.416862715,Diamond,Circle,Star,Triangle,1,21,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.43352069,Diamond,Circle,Star,Triangle,0,22,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.516865834,Diamond,Circle,Star,Triangle,0,23,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.350153042,Diamond,Circle,Star,Triangle,0,24,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.266858432,Diamond,Circle,Star,Triangle,0,25,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.450208669,Diamond,Circle,Star,Triangle,0,26,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,n,0.450171558,Diamond,Circle,Star,Triangle,1,27,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,They,Mismatch,Top,n,0.583530501,Diamond,Circle,Star,Triangle,1,28,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,m,0.300191357,Diamond,Circle,Star,Triangle,0,29,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.35020476,Diamond,Circle,Star,Triangle,0,30,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.266855273,Diamond,Circle,Star,Triangle,0,31,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Top,n,0.333541259,Diamond,Circle,Star,Triangle,1,32,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,n,0.266863169,Diamond,Circle,Star,Triangle,0,33,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,m,0.316863544,Diamond,Circle,Star,Triangle,1,34,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Top,n,0.216932673,Diamond,Circle,Star,Triangle,1,35,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Bottom,m,0.350173966,Diamond,Circle,Star,Triangle,0,36,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,We,Mismatch,Bottom,n,0.600212558,Diamond,Circle,Star,Triangle,1,37,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,n,1.083462004,Diamond,Circle,Star,Triangle,0,38,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.366855629,Diamond,Circle,Star,Triangle,0,39,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,n,0.300198463,Diamond,Circle,Star,Triangle,1,40,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.283532593,Diamond,Circle,Star,Triangle,0,41,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,m,0.46685401,Diamond,Circle,Star,Triangle,1,42,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Top,n,0.233587884,Diamond,Circle,Star,Triangle,1,43,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.433509241,Diamond,Circle,Star,Triangle,0,44,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Top,n,0.600175052,Diamond,Circle,Star,Triangle,1,45,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,We,Match,Top,n,0.383518735,Diamond,Circle,Star,Triangle,0,46,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,m,0.333540864,Diamond,Circle,Star,Triangle,0,47,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,You,Mismatch,Bottom,n,0.283506142,Diamond,Circle,Star,Triangle,1,48,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,n,0.35018581,Diamond,Circle,Star,Triangle,1,49,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.500161274,Diamond,Circle,Star,Triangle,0,50,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,n,0.433485158,Diamond,Circle,Star,Triangle,1,51,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,m,0.4335199,Diamond,Circle,Star,Triangle,1,52,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.55013954,Diamond,Circle,Star,Triangle,1,53,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.450178664,Diamond,Circle,Star,Triangle,1,54,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.533508806,Diamond,Circle,Star,Triangle,0,55,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,m,0.450150634,Diamond,Circle,Star,Triangle,1,56,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,m,0.400187764,Diamond,Circle,Star,Triangle,0,57,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.833511057,Diamond,Circle,Star,Triangle,0,58,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.433555827,Diamond,Circle,Star,Triangle,0,59,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,m,0.366828783,Diamond,Circle,Star,Triangle,0,60,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,m,0.583509577,Diamond,Circle,Star,Triangle,1,61,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.533509201,Diamond,Circle,Star,Triangle,0,62,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,m,1.233469051,Diamond,Circle,Star,Triangle,1,63,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,m,0.550179414,Diamond,Circle,Star,Triangle,1,64,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,n,0.583489047,Diamond,Circle,Star,Triangle,1,65,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,None,None,Diamond,Circle,Star,Triangle,3,66,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.850199825,Diamond,Circle,Star,Triangle,1,67,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,n,0.70019041,Diamond,Circle,Star,Triangle,1,68,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,m,0.53352144,Diamond,Circle,Star,Triangle,1,69,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,m,0.433542799,Diamond,Circle,Star,Triangle,0,70,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,m,1.066853378,Diamond,Circle,Star,Triangle,1,71,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,m,0.550205866,Diamond,Circle,Star,Triangle,1,72,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,m,0.516873335,Diamond,Circle,Star,Triangle,1,73,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.983498364,Diamond,Circle,Star,Triangle,0,74,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,n,0.783483836,Diamond,Circle,Star,Triangle,0,75,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,m,0.466815715,Diamond,Circle,Star,Triangle,0,76,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Top,n,0.866833718,Diamond,Circle,Star,Triangle,1,77,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,78,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,n,1.116847042,Diamond,Circle,Star,Triangle,1,79,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,They,Mismatch,Bottom,None,None,Diamond,Circle,Star,Triangle,3,80,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,n,1.433446863,Diamond,Circle,Star,Triangle,1,81,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,m,1.083466346,Diamond,Circle,Star,Triangle,1,82,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.116818617,Diamond,Circle,Star,Triangle,0,83,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Top,n,1.700163564,Diamond,Circle,Star,Triangle,1,84,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,You,Mismatch,Top,n,1.566806595,Diamond,Circle,Star,Triangle,1,85,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Top,n,1.216820156,Diamond,Circle,Star,Triangle,0,86,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,n,1.200144811,Diamond,Circle,Star,Triangle,1,87,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,n,1.383547556,Diamond,Circle,Star,Triangle,1,88,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,n,0.916775268,Diamond,Circle,Star,Triangle,1,89,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Bottom,n,1.450136421,Diamond,Circle,Star,Triangle,1,90,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,We,Mismatch,Top,n,0.91682975,Diamond,Circle,Star,Triangle,1,91,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,1.38346307,Diamond,Circle,Star,Triangle,1,92,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,n,1.550138356,Diamond,Circle,Star,Triangle,1,93,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,94,1,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,n,1.100236048,Diamond,Circle,Star,Triangle,1,95,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Top,None,None,Diamond,Circle,Star,Triangle,3,96,1,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Top,m,0.750152095,Diamond,Circle,Star,Triangle,1,1,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Top,n,0.966844338,Diamond,Circle,Star,Triangle,1,2,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,1.250155845,Diamond,Circle,Star,Triangle,1,3,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,m,1.216833974,Diamond,Circle,Star,Triangle,1,4,2,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,n,1.333477302,Diamond,Circle,Star,Triangle,1,5,2,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,n,1.100172091,Diamond,Circle,Star,Triangle,1,6,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,n,1.016822999,Diamond,Circle,Star,Triangle,1,7,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,You,Mismatch,Bottom,n,1.266810267,Diamond,Circle,Star,Triangle,1,8,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,n,1.216830421,Diamond,Circle,Star,Triangle,1,9,2,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,m,1.583510761,Diamond,Circle,Star,Triangle,1,10,2,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Top,n,1.150182336,Diamond,Circle,Star,Triangle,1,11,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,You,Mismatch,Top,n,1.366794436,Diamond,Circle,Star,Triangle,1,12,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,Self,Mismatch,Bottom,n,1.016623628,Diamond,Circle,Star,Triangle,1,13,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,1.533478407,Diamond,Circle,Star,Triangle,0,14,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Top,n,1.216805154,Diamond,Circle,Star,Triangle,1,15,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,n,1.466788869,Diamond,Circle,Star,Triangle,1,16,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Bottom,n,1.650103574,Diamond,Circle,Star,Triangle,1,17,2,r,h,1,Female,31,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Top,n,1.216844239,Diamond,Circle,Star,Triangle,1,18,2,r,h,1,Female,31,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
