"","Subject","Age","Gender","Handedness","Shape","Label","Matching","Identity","Response","RT_ms","RT_sec","ACC"
"131",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,771,0.771,1
"132",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,523,0.523,1
"133",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,595,0.595,1
"134",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,531,0.531,1
"135",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,588,0.588,1
"136",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,516,0.516,1
"137",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,660,0.66,1
"138",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,435,0.435,1
"139",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,586,0.586,1
"140",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,537,0.537,1
"141",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,527,0.527,1
"142",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,400,0.4,1
"143",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,479,0.479,1
"144",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,527,0.527,1
"145",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,527,0.527,1
"146",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,511,0.511,1
"147",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,503,0.503,1
"148",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,487,0.487,1
"149",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,703,0.703,1
"150",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,479,0.479,1
"151",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,503,0.503,1
"152",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,536,0.536,1
"153",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,448,0.448,1
"154",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,656,0.656,1
"155",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,513,0.513,1
"156",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,608,0.608,1
"157",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,512,0.512,1
"158",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,585,0.585,1
"159",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,497,0.497,1
"160",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,561,0.561,1
"161",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,649,0.649,1
"162",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,481,0.481,1
"163",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,481,0.481,1
"164",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,537,0.537,1
"165",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,625,0.625,1
"166",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,617,0.617,1
"167",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,545,0.545,1
"168",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,641,0.641,1
"169",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,666,0.666,1
"170",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,528,0.528,1
"171",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,456,0.456,1
"172",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,472,0.472,1
"173",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,584,0.584,1
"174",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,513,0.513,1
"175",15,21,"female","right","S.bmp","￥16","Matching","￥16",1,585,0.585,1
"176",15,21,"female","right","T.bmp","￥1","Matching","￥1",1,513,0.513,1
"177",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",NA,0,0,0
"178",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,899,0.899,1
"179",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,691,0.691,1
"180",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,803,0.803,1
"181",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,786,0.786,1
"182",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,745,0.745,1
"183",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,576,0.576,1
"184",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,666,0.666,1
"185",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,673,0.673,1
"186",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,666,0.666,1
"187",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,610,0.61,1
"188",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,530,0.53,1
"189",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,642,0.642,1
"190",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,787,0.787,1
"191",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,572,0.572,1
"192",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,604,0.604,1
"193",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,495,0.495,1
"194",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,703,0.703,1
"195",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,679,0.679,1
"196",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,744,0.744,1
"197",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,553,0.553,1
"198",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,641,0.641,1
"199",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,913,0.913,1
"200",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,705,0.705,1
"201",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,746,0.746,1
"202",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,560,0.56,1
"203",15,21,"female","right","S.bmp","￥1","Nonmatching","￥16",2,592,0.592,1
"204",15,21,"female","right","T.bmp","￥16","Nonmatching","￥1",2,512,0.512,1
"205",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,919,0.919,1
"206",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,823,0.823,1
"207",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,429,0.429,1
"208",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,485,0.485,1
"209",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,773,0.773,1
"210",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,733,0.733,1
"211",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,517,0.517,1
"212",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,1045,1.045,1
"213",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,781,0.781,1
"214",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,645,0.645,1
"215",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,493,0.493,1
"216",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,485,0.485,1
"217",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,725,0.725,1
"218",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,445,0.445,1
"219",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,469,0.469,1
"220",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,685,0.685,1
"221",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,549,0.549,1
"222",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,389,0.389,1
"223",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,541,0.541,1
"224",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,941,0.941,1
"225",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,509,0.509,1
"226",16,24,"male","left","T.bmp","￥1","Matching","￥1",1,581,0.581,0
"227",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,739,0.739,1
"228",16,24,"male","left","T.bmp","￥1","Matching","￥1",1,1059,1.059,0
"229",16,24,"male","left","T.bmp","￥1","Matching","￥1",NA,0,0,0
"230",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,999,0.999,1
"231",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,631,0.631,1
"232",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,607,0.607,1
"233",16,24,"male","left","T.bmp","￥1","Matching","￥1",1,895,0.895,0
"234",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,1049,1.049,1
"235",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,729,0.729,1
"236",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,587,0.587,1
"237",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,939,0.939,1
"238",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,651,0.651,1
"239",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,587,0.587,1
"240",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,563,0.563,1
"241",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,900,0.9,1
"242",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,564,0.564,1
"243",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,586,0.586,1
"244",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,809,0.809,1
"245",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,457,0.457,1
"246",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,865,0.865,1
"247",16,24,"male","left","T.bmp","￥1","Matching","￥1",NA,0,0,0
"248",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,1051,1.051,1
"249",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,523,0.523,1
"250",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,579,0.579,1
"251",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,659,0.659,1
"252",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,691,0.691,1
"253",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,555,0.555,1
"254",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,603,0.603,1
"255",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,563,0.563,1
"256",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,667,0.667,1
"257",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,539,0.539,1
"258",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,547,0.547,1
"259",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,844,0.844,1
"260",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,612,0.612,1
"261",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,644,0.644,1
"262",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,524,0.524,1
"263",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,796,0.796,1
"264",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,732,0.732,1
"265",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,476,0.476,1
"266",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,572,0.572,1
"267",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,1038,1.038,1
"268",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,678,0.678,1
"269",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,454,0.454,1
"270",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,542,0.542,1
"271",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,421,0.421,1
"272",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,735,0.735,1
"273",16,24,"male","left","T.bmp","￥1","Matching","￥1",2,839,0.839,1
"274",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,567,0.567,1
"275",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,671,0.671,1
"276",16,24,"male","left","T.bmp","￥1","Matching","￥1",1,679,0.679,0
"277",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,521,0.521,1
"278",16,24,"male","left","C.bmp","￥16","Matching","￥16",2,505,0.505,1
"279",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,735,0.735,1
"280",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,983,0.983,1
"281",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,741,0.741,1
"282",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,685,0.685,1
"283",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,773,0.773,1
"284",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,805,0.805,1
"285",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,797,0.797,1
"286",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",NA,0,0,0
"287",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",NA,0,0,0
"288",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,1091,1.091,1
"289",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,935,0.935,1
"290",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,881,0.881,1
"291",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",NA,0,0,0
"292",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,684,0.684,1
"293",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",2,400,0.4,0
"294",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,769,0.769,1
"295",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,771,0.771,1
"296",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,747,0.747,1
"297",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,771,0.771,1
"298",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,884,0.884,1
"299",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,860,0.86,1
"300",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,732,0.732,1
"301",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",2,564,0.564,0
"302",16,24,"male","left","C.bmp","￥1","Nonmatching","￥16",1,845,0.845,1
"303",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",NA,0,0,0
"304",16,24,"male","left","T.bmp","￥16","Nonmatching","￥1",1,679,0.679,1
"305",17,19,"male","right","D.bmp","￥1","Matching","￥1",2,999,0.999,0
"306",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,487,0.487,1
"307",17,19,"male","right","D.bmp","￥1","Matching","￥1",2,986,0.986,0
"308",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,650,0.65,1
"309",17,19,"male","right","D.bmp","￥1","Matching","￥1",2,875,0.875,0
"310",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,851,0.851,1
"311",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,483,0.483,1
"312",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,580,0.58,1
"313",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,612,0.612,1
"314",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,603,0.603,1
"315",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,889,0.889,1
"316",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,785,0.785,1
"317",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,523,0.523,1
"318",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,612,0.612,1
"319",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,538,0.538,1
"320",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,558,0.558,1
"321",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,582,0.582,1
"322",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,452,0.452,1
"323",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,459,0.459,1
"324",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,825,0.825,1
"325",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,685,0.685,1
"326",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,467,0.467,1
"327",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,673,0.673,1
"328",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,869,0.869,1
"329",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,533,0.533,1
"330",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,509,0.509,1
"331",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,565,0.565,1
"332",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,581,0.581,1
"333",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,685,0.685,1
"334",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,653,0.653,1
"335",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,422,0.422,1
"336",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,823,0.823,1
"337",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,574,0.574,1
"338",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,510,0.51,1
"339",17,19,"male","right","C.bmp","￥16","Matching","￥16",1,486,0.486,1
"340",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,654,0.654,1
"341",17,19,"male","right","D.bmp","￥1","Matching","￥1",1,638,0.638,1
