"","Subject","Age","Gender","Handedness","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"4116",56,25,"male","right",6,84,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",2,565,0.565,0
"4117",56,25,"male","right",6,85,"Tra.bmp","你","Matching","你","Self","Self",2,509,0.509,1
"4118",56,25,"male","right",6,86,"Tra.bmp","你","Matching","你","Self","Self",2,397,0.397,1
"4119",56,25,"male","right",6,87,"Tra.bmp","你","Matching","你","Self","Self",2,469,0.469,1
"4120",56,25,"male","right",6,88,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,613,0.613,1
"4121",56,25,"male","right",6,89,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,365,0.365,1
"4122",56,25,"male","right",6,90,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,429,0.429,1
"4123",56,25,"male","right",6,91,"Tra.bmp","你","Matching","你","Self","Self",2,742,0.742,1
"4124",56,25,"male","right",6,92,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,799,0.799,1
"4125",56,25,"male","right",6,93,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,464,0.464,1
"4126",56,25,"male","right",6,94,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,520,0.52,1
"4127",56,25,"male","right",6,95,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,376,0.376,1
"4128",56,25,"male","right",6,96,"Tra.bmp","你","Matching","你","Self","Self",2,552,0.552,1
"4129",57,29,"male","right",1,1,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,719,0.719,0
"4130",57,29,"male","right",1,2,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,802,0.802,1
"4131",57,29,"male","right",1,3,"Tra.bmp","你","Matching","你","Self","Self",1,612,0.612,1
"4132",57,29,"male","right",1,4,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,724,0.724,0
"4133",57,29,"male","right",1,5,"Tra.bmp","你","Matching","你","Self","Self",1,748,0.748,1
"4134",57,29,"male","right",1,6,"Tra.bmp","你","Matching","你","Self","Self",1,596,0.596,1
"4135",57,29,"male","right",1,7,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,756,0.756,1
"4136",57,29,"male","right",1,8,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,932,0.932,1
"4137",57,29,"male","right",1,9,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,788,0.788,0
"4138",57,29,"male","right",1,10,"Tra.bmp","你","Matching","你","Self","Self",1,549,0.549,1
"4139",57,29,"male","right",1,11,"Tra.bmp","你","Matching","你","Self","Self",1,511,0.511,1
"4140",57,29,"male","right",1,12,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,855,0.855,0
"4141",57,29,"male","right",1,13,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,879,0.879,0
"4142",57,29,"male","right",1,14,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,743,0.743,1
"4143",57,29,"male","right",1,15,"Tra.bmp","你","Matching","你","Self","Self",1,639,0.639,1
"4144",57,29,"male","right",1,16,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,943,0.943,0
"4145",57,29,"male","right",2,17,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,735,0.735,1
"4146",57,29,"male","right",2,18,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,583,0.583,1
"4147",57,29,"male","right",2,19,"Tra.bmp","你","Matching","你","Self","Self",1,745,0.745,1
"4148",57,29,"male","right",2,20,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,986,0.986,1
"4149",57,29,"male","right",2,21,"Tra.bmp","你","Matching","你","Self","Self",1,770,0.77,1
"4150",57,29,"male","right",2,22,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,842,0.842,1
"4151",57,29,"male","right",2,23,"Tra.bmp","你","Matching","你","Self","Self",1,858,0.858,1
"4152",57,29,"male","right",2,24,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,978,0.978,1
"4153",57,29,"male","right",2,25,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,1002,1.002,1
"4154",57,29,"male","right",2,26,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,810,0.81,1
"4155",57,29,"male","right",2,27,"Tra.bmp","你","Matching","你","Self","Self",1,618,0.618,1
"4156",57,29,"male","right",2,28,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,580,0.58,1
"4157",57,29,"male","right",2,29,"Tra.bmp","你","Matching","你","Self","Self",1,564,0.564,1
"4158",57,29,"male","right",2,30,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,1084,1.084,1
"4159",57,29,"male","right",2,31,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"4160",57,29,"male","right",2,32,"Tra.bmp","你","Matching","你","Self","Self",1,804,0.804,1
"4161",57,29,"male","right",3,33,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"4162",57,29,"male","right",3,34,"Tra.bmp","你","Matching","你","Self","Self",1,580,0.58,1
"4163",57,29,"male","right",3,35,"Tra.bmp","你","Matching","你","Self","Self",1,972,0.972,1
"4164",57,29,"male","right",3,36,"Tra.bmp","你","Matching","你","Self","Self",1,598,0.598,1
"4165",57,29,"male","right",3,37,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,1063,1.063,1
"4166",57,29,"male","right",3,38,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,727,0.727,1
"4167",57,29,"male","right",3,39,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,623,0.623,1
"4168",57,29,"male","right",3,40,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,911,0.911,1
"4169",57,29,"male","right",3,41,"Tra.bmp","生人","Nonmatching","你","Self","Self",NA,0,0,0
"4170",57,29,"male","right",3,42,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,719,0.719,0
"4171",57,29,"male","right",3,43,"Tra.bmp","你","Matching","你","Self","Self",1,599,0.599,1
"4172",57,29,"male","right",3,44,"Tra.bmp","你","Matching","你","Self","Self",1,649,0.649,1
"4173",57,29,"male","right",3,45,"Tra.bmp","你","Matching","你","Self","Self",1,611,0.611,1
"4174",57,29,"male","right",3,46,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,804,0.804,1
"4175",57,29,"male","right",3,47,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,836,0.836,1
"4176",57,29,"male","right",3,48,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,756,0.756,0
"4177",57,29,"male","right",4,49,"Tra.bmp","你","Matching","你","Self","Self",1,796,0.796,1
"4178",57,29,"male","right",4,50,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,988,0.988,1
"4179",57,29,"male","right",4,51,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,574,0.574,1
"4180",57,29,"male","right",4,52,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,631,0.631,0
"4181",57,29,"male","right",4,53,"Tra.bmp","你","Matching","你","Self","Self",1,679,0.679,1
"4182",57,29,"male","right",4,54,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,767,0.767,1
"4183",57,29,"male","right",4,55,"Tra.bmp","你","Matching","你","Self","Self",1,934,0.934,1
"4184",57,29,"male","right",4,56,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,766,0.766,1
"4185",57,29,"male","right",4,57,"Tra.bmp","你","Matching","你","Self","Self",1,734,0.734,1
"4186",57,29,"male","right",4,58,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,1094,1.094,1
"4187",57,29,"male","right",4,59,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,816,0.816,1
"4188",57,29,"male","right",4,60,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,753,0.753,1
"4189",57,29,"male","right",4,61,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,673,0.673,0
"4190",57,29,"male","right",4,62,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"4191",57,29,"male","right",4,63,"Tra.bmp","你","Matching","你","Self","Self",1,641,0.641,1
"4192",57,29,"male","right",4,64,"Tra.bmp","你","Matching","你","Self","Self",1,537,0.537,1
"4193",57,29,"male","right",5,65,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,961,0.961,1
"4194",57,29,"male","right",5,66,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,777,0.777,1
"4195",57,29,"male","right",5,67,"Tra.bmp","你","Matching","你","Self","Self",1,690,0.69,1
"4196",57,29,"male","right",5,68,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,731,0.731,1
"4197",57,29,"male","right",5,69,"Tra.bmp","你","Matching","你","Self","Self",1,540,0.54,1
"4198",57,29,"male","right",5,70,"Tra.bmp","你","Matching","你","Self","Self",1,524,0.524,1
"4199",57,29,"male","right",5,71,"Tra.bmp","你","Matching","你","Self","Self",1,596,0.596,1
"4200",57,29,"male","right",5,72,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,692,0.692,1
"4201",57,29,"male","right",5,73,"Tra.bmp","你","Matching","你","Self","Self",1,620,0.62,1
"4202",57,29,"male","right",5,74,"Tra.bmp","你","Matching","你","Self","Self",1,492,0.492,1
"4203",57,29,"male","right",5,75,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,740,0.74,0
"4204",57,29,"male","right",5,76,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,775,0.775,1
"4205",57,29,"male","right",5,77,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,871,0.871,1
"4206",57,29,"male","right",5,78,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,879,0.879,1
"4207",57,29,"male","right",5,79,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,991,0.991,1
"4208",57,29,"male","right",5,80,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,871,0.871,1
"4209",57,29,"male","right",6,81,"Tra.bmp","你","Matching","你","Self","Self",1,567,0.567,1
"4210",57,29,"male","right",6,82,"Tra.bmp","你","Matching","你","Self","Self",1,415,0.415,1
"4211",57,29,"male","right",6,83,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,647,0.647,0
"4212",57,29,"male","right",6,84,"Tra.bmp","你","Matching","你","Self","Self",1,656,0.656,1
"4213",57,29,"male","right",6,85,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,840,0.84,1
"4214",57,29,"male","right",6,86,"Tra.bmp","你","Matching","你","Self","Self",1,785,0.785,1
"4215",57,29,"male","right",6,87,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,913,0.913,1
"4216",57,29,"male","right",6,88,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,729,0.729,1
"4217",57,29,"male","right",6,89,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,633,0.633,1
"4218",57,29,"male","right",6,90,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,785,0.785,1
"4219",57,29,"male","right",6,91,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,729,0.729,1
"4220",57,29,"male","right",6,92,"Tra.bmp","你","Matching","你","Self","Self",1,569,0.569,1
"4221",57,29,"male","right",6,93,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,923,0.923,1
"4222",57,29,"male","right",6,94,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,1076,1.076,1
"4223",57,29,"male","right",6,95,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,756,0.756,1
"4224",57,29,"male","right",6,96,"Tra.bmp","你","Matching","你","Self","Self",1,556,0.556,1
"4225",58,21,"female","right",1,1,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,808,0.808,1
"4226",58,21,"female","right",1,2,"S.bmp","你","Matching","你","Self","Self",2,458,0.458,1
"4227",58,21,"female","right",1,3,"S.bmp","你","Matching","你","Self","Self",2,692,0.692,1
"4228",58,21,"female","right",1,4,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,430,0.43,1
"4229",58,21,"female","right",1,5,"S.bmp","生人","Nonmatching","你","Self","Self",1,656,0.656,1
"4230",58,21,"female","right",1,6,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,786,0.786,1
"4231",58,21,"female","right",1,7,"S.bmp","你","Matching","你","Self","Self",2,500,0.5,1
"4232",58,21,"female","right",1,8,"S.bmp","你","Matching","你","Self","Self",2,454,0.454,1
"4233",58,21,"female","right",1,9,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,663,0.663,1
"4234",58,21,"female","right",1,10,"S.bmp","你","Matching","你","Self","Self",2,537,0.537,1
"4235",58,21,"female","right",1,11,"S.bmp","你","Matching","你","Self","Self",2,524,0.524,1
"4236",58,21,"female","right",1,12,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,614,0.614,0
"4237",58,21,"female","right",1,13,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,632,0.632,0
"4238",58,21,"female","right",1,14,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,802,0.802,1
"4239",58,21,"female","right",1,15,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,788,0.788,1
"4240",58,21,"female","right",1,16,"S.bmp","生人","Nonmatching","你","Self","Self",2,630,0.63,0
"4241",58,21,"female","right",2,17,"S.bmp","你","Matching","你","Self","Self",2,648,0.648,1
"4242",58,21,"female","right",2,18,"S.bmp","你","Matching","你","Self","Self",2,634,0.634,1
"4243",58,21,"female","right",2,19,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,732,0.732,1
"4244",58,21,"female","right",2,20,"S.bmp","你","Matching","你","Self","Self",2,590,0.59,1
"4245",58,21,"female","right",2,21,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,608,0.608,1
"4246",58,21,"female","right",2,22,"S.bmp","生人","Nonmatching","你","Self","Self",1,498,0.498,1
"4247",58,21,"female","right",2,23,"S.bmp","你","Matching","你","Self","Self",2,604,0.604,1
"4248",58,21,"female","right",2,24,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,470,0.47,1
"4249",58,21,"female","right",2,25,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,384,0.384,1
"4250",58,21,"female","right",2,26,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,498,0.498,1
"4251",58,21,"female","right",2,27,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,620,0.62,1
"4252",58,21,"female","right",2,28,"S.bmp","你","Matching","你","Self","Self",2,550,0.55,1
"4253",58,21,"female","right",2,29,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,728,0.728,1
"4254",58,21,"female","right",2,30,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,531,0.531,1
"4255",58,21,"female","right",2,31,"S.bmp","你","Matching","你","Self","Self",2,517,0.517,1
"4256",58,21,"female","right",2,32,"S.bmp","生人","Nonmatching","你","Self","Self",2,526,0.526,0
"4257",58,21,"female","right",3,33,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,720,0.72,1
"4258",58,21,"female","right",3,34,"S.bmp","你","Matching","你","Self","Self",2,522,0.522,1
"4259",58,21,"female","right",3,35,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,692,0.692,1
"4260",58,21,"female","right",3,36,"S.bmp","生人","Nonmatching","你","Self","Self",2,654,0.654,0
"4261",58,21,"female","right",3,37,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,744,0.744,1
"4262",58,21,"female","right",3,38,"S.bmp","生人","Nonmatching","你","Self","Self",1,730,0.73,1
"4263",58,21,"female","right",3,39,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,740,0.74,1
"4264",58,21,"female","right",3,40,"S.bmp","你","Matching","你","Self","Self",2,670,0.67,1
"4265",58,21,"female","right",3,41,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,576,0.576,1
"4266",58,21,"female","right",3,42,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,666,0.666,1
"4267",58,21,"female","right",3,43,"S.bmp","你","Matching","你","Self","Self",2,380,0.38,1
"4268",58,21,"female","right",3,44,"S.bmp","你","Matching","你","Self","Self",2,430,0.43,1
"4269",58,21,"female","right",3,45,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,704,0.704,1
"4270",58,21,"female","right",3,46,"S.bmp","你","Matching","你","Self","Self",2,578,0.578,1
"4271",58,21,"female","right",3,47,"S.bmp","你","Matching","你","Self","Self",2,556,0.556,1
"4272",58,21,"female","right",3,48,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,494,0.494,1
"4273",58,21,"female","right",4,49,"S.bmp","你","Matching","你","Self","Self",2,573,0.573,1
"4274",58,21,"female","right",4,50,"S.bmp","你","Matching","你","Self","Self",2,423,0.423,1
"4275",58,21,"female","right",4,51,"S.bmp","生人","Nonmatching","你","Self","Self",1,801,0.801,1
"4276",58,21,"female","right",4,52,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,667,0.667,1
"4277",58,21,"female","right",4,53,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,564,0.564,1
"4278",58,21,"female","right",4,54,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,510,0.51,1
"4279",58,21,"female","right",4,55,"S.bmp","你","Matching","你","Self","Self",2,352,0.352,1
"4280",58,21,"female","right",4,56,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,890,0.89,1
"4281",58,21,"female","right",4,57,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,612,0.612,0
"4282",58,21,"female","right",4,58,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,646,0.646,1
"4283",58,21,"female","right",4,59,"S.bmp","你","Matching","你","Self","Self",2,808,0.808,1
"4284",58,21,"female","right",4,60,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,698,0.698,1
"4285",58,21,"female","right",4,61,"S.bmp","你","Matching","你","Self","Self",2,580,0.58,1
"4286",58,21,"female","right",4,62,"S.bmp","你","Matching","你","Self","Self",2,846,0.846,1
"4287",58,21,"female","right",4,63,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,856,0.856,1
"4288",58,21,"female","right",4,64,"S.bmp","生人","Nonmatching","你","Self","Self",1,778,0.778,1
"4289",58,21,"female","right",5,65,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,612,0.612,1
"4290",58,21,"female","right",5,66,"S.bmp","你","Matching","你","Self","Self",2,551,0.551,1
"4291",58,21,"female","right",5,67,"S.bmp","你","Matching","你","Self","Self",2,593,0.593,1
"4292",58,21,"female","right",5,68,"S.bmp","你","Matching","你","Self","Self",2,715,0.715,1
"4293",58,21,"female","right",5,69,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,405,0.405,1
"4294",58,21,"female","right",5,70,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,727,0.727,1
"4295",58,21,"female","right",5,71,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,921,0.921,1
"4296",58,21,"female","right",5,72,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,763,0.763,0
"4297",58,21,"female","right",5,73,"S.bmp","你","Matching","你","Self","Self",2,517,0.517,1
"4298",58,21,"female","right",5,74,"S.bmp","你","Matching","你","Self","Self",2,503,0.503,1
"4299",58,21,"female","right",5,75,"S.bmp","生人","Nonmatching","你","Self","Self",2,401,0.401,0
"4300",58,21,"female","right",5,76,"S.bmp","生人","Nonmatching","你","Self","Self",1,762,0.762,1
"4301",58,21,"female","right",5,77,"S.bmp","你","Matching","你","Self","Self",2,564,0.564,1
"4302",58,21,"female","right",5,78,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,566,0.566,1
"4303",58,21,"female","right",5,79,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,784,0.784,1
"4304",58,21,"female","right",5,80,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,442,0.442,1
"4305",58,21,"female","right",6,81,"S.bmp","你","Matching","你","Self","Self",2,556,0.556,1
"4306",58,21,"female","right",6,82,"S.bmp","你","Matching","你","Self","Self",2,558,0.558,1
"4307",58,21,"female","right",6,83,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,560,0.56,1
"4308",58,21,"female","right",6,84,"S.bmp","你","Matching","你","Self","Self",2,482,0.482,1
"4309",58,21,"female","right",6,85,"S.bmp","你","Matching","你","Self","Self",2,453,0.453,1
"4310",58,21,"female","right",6,86,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,519,0.519,0
"4311",58,21,"female","right",6,87,"S.bmp","你","Matching","你","Self","Self",2,625,0.625,1
"4312",58,21,"female","right",6,88,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,715,0.715,1
"4313",58,21,"female","right",6,89,"S.bmp","生人","Nonmatching","你","Self","Self",NA,0,0,0
"4314",58,21,"female","right",6,90,"S.bmp","你","Matching","你","Self","Self",2,1015,1.015,1
"4315",58,21,"female","right",6,91,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,593,0.593,1
"4316",58,21,"female","right",6,92,"S.bmp","生人","Nonmatching","你","Self","Self",1,755,0.755,1
"4317",58,21,"female","right",6,93,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,621,0.621,1
"4318",58,21,"female","right",6,94,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,743,0.743,1
"4319",58,21,"female","right",6,95,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,593,0.593,1
"4320",58,21,"female","right",6,96,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,475,0.475,1
"4321",59,27,"male","right",1,1,"S.bmp","你","Matching","你","Self","Self",1,596,0.596,1
"4322",59,27,"male","right",1,2,"S.bmp","生人","Nonmatching","你","Self","Self",2,550,0.55,1
"4323",59,27,"male","right",1,3,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,927,0.927,1
"4324",59,27,"male","right",1,4,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,745,0.745,1
"4325",59,27,"male","right",1,5,"S.bmp","你","Matching","你","Self","Self",1,539,0.539,1
"4326",59,27,"male","right",1,6,"S.bmp","你","Matching","你","Self","Self",1,709,0.709,1
"4327",59,27,"male","right",1,7,"T.bmp","生人","Matching","生人","Stranger","Stranger",2,727,0.727,0
"4328",59,27,"male","right",1,8,"S.bmp","生人","Nonmatching","你","Self","Self",2,777,0.777,1
"4329",59,27,"male","right",1,9,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,923,0.923,1
"4330",59,27,"male","right",1,10,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,669,0.669,1
"4331",59,27,"male","right",1,11,"S.bmp","你","Matching","你","Self","Self",1,559,0.559,1
"4332",59,27,"male","right",1,12,"T.bmp","生人","Matching","生人","Stranger","Stranger",2,753,0.753,0
"4333",59,27,"male","right",1,13,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,635,0.635,1
"4334",59,27,"male","right",1,14,"S.bmp","你","Matching","你","Self","Self",1,629,0.629,1
"4335",59,27,"male","right",1,15,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,719,0.719,1
"4336",59,27,"male","right",1,16,"S.bmp","你","Matching","你","Self","Self",1,521,0.521,1
"4337",59,27,"male","right",2,17,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,691,0.691,1
"4338",59,27,"male","right",2,18,"S.bmp","你","Matching","你","Self","Self",1,758,0.758,1
"4339",59,27,"male","right",2,19,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,760,0.76,1
"4340",59,27,"male","right",2,20,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,626,0.626,1
"4341",59,27,"male","right",2,21,"S.bmp","生人","Nonmatching","你","Self","Self",2,796,0.796,1
"4342",59,27,"male","right",2,22,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,790,0.79,1
"4343",59,27,"male","right",2,23,"S.bmp","你","Matching","你","Self","Self",1,712,0.712,1
"4344",59,27,"male","right",2,24,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,706,0.706,1
"4345",59,27,"male","right",2,25,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,772,0.772,1
"4346",59,27,"male","right",2,26,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,717,0.717,1
"4347",59,27,"male","right",2,27,"S.bmp","你","Matching","你","Self","Self",1,615,0.615,1
"4348",59,27,"male","right",2,28,"S.bmp","你","Matching","你","Self","Self",1,641,0.641,1
"4349",59,27,"male","right",2,29,"S.bmp","你","Matching","你","Self","Self",1,611,0.611,1
"4350",59,27,"male","right",2,30,"S.bmp","生人","Nonmatching","你","Self","Self",2,725,0.725,1
"4351",59,27,"male","right",2,31,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,655,0.655,1
"4352",59,27,"male","right",2,32,"S.bmp","你","Matching","你","Self","Self",1,705,0.705,1
"4353",59,27,"male","right",3,33,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,819,0.819,1
"4354",59,27,"male","right",3,34,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,773,0.773,1
"4355",59,27,"male","right",3,35,"S.bmp","生人","Nonmatching","你","Self","Self",2,991,0.991,1
"4356",59,27,"male","right",3,36,"S.bmp","你","Matching","你","Self","Self",1,857,0.857,1
"4357",59,27,"male","right",3,37,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",2,852,0.852,1
"4358",59,27,"male","right",3,38,"S.bmp","生人","Nonmatching","你","Self","Self",1,758,0.758,0
"4359",59,27,"male","right",3,39,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,592,0.592,1
"4360",59,27,"male","right",3,40,"S.bmp","你","Matching","你","Self","Self",1,730,0.73,1
"4361",59,27,"male","right",3,41,"S.bmp","你","Matching","你","Self","Self",1,692,0.692,1
"4362",59,27,"male","right",3,42,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,814,0.814,1
"4363",59,27,"male","right",3,43,"S.bmp","你","Matching","你","Self","Self",1,672,0.672,1
"4364",59,27,"male","right",3,44,"S.bmp","你","Matching","你","Self","Self",1,610,0.61,1
"4365",59,27,"male","right",3,45,"S.bmp","你","Matching","你","Self","Self",1,668,0.668,1
"4366",59,27,"male","right",3,46,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,654,0.654,1
"4367",59,27,"male","right",3,47,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,688,0.688,1
"4368",59,27,"male","right",3,48,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,626,0.626,1
"4369",59,27,"male","right",4,49,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,749,0.749,1
"4370",59,27,"male","right",4,50,"S.bmp","你","Matching","你","Self","Self",1,671,0.671,1
"4371",59,27,"male","right",4,51,"S.bmp","生人","Nonmatching","你","Self","Self",2,777,0.777,1
"4372",59,27,"male","right",4,52,"S.bmp","生人","Nonmatching","你","Self","Self",2,963,0.963,1
"4373",59,27,"male","right",4,53,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,691,0.691,1
"4374",59,27,"male","right",4,54,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,638,0.638,1
"4375",59,27,"male","right",4,55,"S.bmp","你","Matching","你","Self","Self",1,712,0.712,1
"4376",59,27,"male","right",4,56,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,802,0.802,1
"4377",59,27,"male","right",4,57,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,660,0.66,1
"4378",59,27,"male","right",4,58,"T.bmp","你","Nonmatching","生人","Stranger","Stranger",1,670,0.67,0
"4379",59,27,"male","right",4,59,"S.bmp","你","Matching","你","Self","Self",1,672,0.672,1
"4380",59,27,"male","right",4,60,"T.bmp","生人","Matching","生人","Stranger","Stranger",1,762,0.762,1
"4381",59,27,"male","right",4,61,"S.bmp","你","Matching","你","Self","Self",1,612,0.612,1
