"","Subject","Age","Gender","Handedness","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"1",14,25,"male","right",1,1,"Tra.bmp","你","Matching","你","Self","Self",2,914,0.914,1
"2",14,25,"male","right",1,2,"D.bmp","生人","Matching","生人","Stranger","Stranger",1,882,0.882,0
"3",14,25,"male","right",1,3,"D.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"4",14,25,"male","right",1,4,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,892,0.892,1
"5",14,25,"male","right",1,5,"Tra.bmp","你","Matching","你","Self","Self",2,685,0.685,1
"6",14,25,"male","right",1,6,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,829,0.829,1
"7",14,25,"male","right",1,7,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,950,0.95,1
"8",14,25,"male","right",1,8,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",NA,0,0,0
"9",14,25,"male","right",1,9,"Tra.bmp","你","Matching","你","Self","Self",2,684,0.684,1
"10",14,25,"male","right",1,10,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,892,0.892,1
"11",14,25,"male","right",1,11,"Tra.bmp","你","Matching","你","Self","Self",2,702,0.702,1
"12",14,25,"male","right",1,12,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,863,0.863,1
"13",14,25,"male","right",1,13,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,783,0.783,1
"14",14,25,"male","right",1,14,"Tra.bmp","你","Matching","你","Self","Self",2,671,0.671,1
"15",14,25,"male","right",1,15,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,959,0.959,1
"16",14,25,"male","right",1,16,"Tra.bmp","你","Matching","你","Self","Self",2,583,0.583,1
"17",14,25,"male","right",2,17,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,887,0.887,1
"18",14,25,"male","right",2,18,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,721,0.721,1
"19",14,25,"male","right",2,19,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,706,0.706,1
"20",14,25,"male","right",2,20,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,962,0.962,1
"21",14,25,"male","right",2,21,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,794,0.794,1
"22",14,25,"male","right",2,22,"Tra.bmp","你","Matching","你","Self","Self",2,514,0.514,1
"23",14,25,"male","right",2,23,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,858,0.858,1
"24",14,25,"male","right",2,24,"Tra.bmp","你","Matching","你","Self","Self",2,698,0.698,1
"25",14,25,"male","right",2,25,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,899,0.899,1
"26",14,25,"male","right",2,26,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,795,0.795,1
"27",14,25,"male","right",2,27,"Tra.bmp","你","Matching","你","Self","Self",2,755,0.755,1
"28",14,25,"male","right",2,28,"Tra.bmp","你","Matching","你","Self","Self",2,570,0.57,1
"29",14,25,"male","right",2,29,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,882,0.882,1
"30",14,25,"male","right",2,30,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,850,0.85,1
"31",14,25,"male","right",2,31,"Tra.bmp","你","Matching","你","Self","Self",2,698,0.698,1
"32",14,25,"male","right",2,32,"Tra.bmp","你","Matching","你","Self","Self",2,962,0.962,1
"33",14,25,"male","right",3,33,"Tra.bmp","你","Matching","你","Self","Self",2,604,0.604,1
"34",14,25,"male","right",3,34,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,749,0.749,1
"35",14,25,"male","right",3,35,"Tra.bmp","你","Matching","你","Self","Self",2,677,0.677,1
"36",14,25,"male","right",3,36,"Tra.bmp","你","Matching","你","Self","Self",2,653,0.653,1
"37",14,25,"male","right",3,37,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,805,0.805,1
"38",14,25,"male","right",3,38,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,1053,1.053,1
"39",14,25,"male","right",3,39,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,517,0.517,1
"40",14,25,"male","right",3,40,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,615,0.615,1
"41",14,25,"male","right",3,41,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",2,592,0.592,0
"42",14,25,"male","right",3,42,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,848,0.848,1
"43",14,25,"male","right",3,43,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,808,0.808,1
"44",14,25,"male","right",3,44,"Tra.bmp","你","Matching","你","Self","Self",2,712,0.712,1
"45",14,25,"male","right",3,45,"Tra.bmp","你","Matching","你","Self","Self",2,496,0.496,1
"46",14,25,"male","right",3,46,"Tra.bmp","你","Matching","你","Self","Self",2,559,0.559,1
"47",14,25,"male","right",3,47,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,832,0.832,1
"48",14,25,"male","right",3,48,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",2,504,0.504,0
"49",14,25,"male","right",4,49,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,842,0.842,1
"50",14,25,"male","right",4,50,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,874,0.874,1
"51",14,25,"male","right",4,51,"Tra.bmp","你","Matching","你","Self","Self",2,594,0.594,1
"52",14,25,"male","right",4,52,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,740,0.74,1
"53",14,25,"male","right",4,53,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,685,0.685,1
"54",14,25,"male","right",4,54,"Tra.bmp","你","Matching","你","Self","Self",2,789,0.789,1
"55",14,25,"male","right",4,55,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,661,0.661,1
"56",14,25,"male","right",4,56,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,789,0.789,1
"57",14,25,"male","right",4,57,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,773,0.773,1
"58",14,25,"male","right",4,58,"Tra.bmp","你","Matching","你","Self","Self",2,565,0.565,1
"59",14,25,"male","right",4,59,"Tra.bmp","你","Matching","你","Self","Self",2,726,0.726,1
"60",14,25,"male","right",4,60,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,1007,1.007,1
"61",14,25,"male","right",4,61,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,592,0.592,1
"62",14,25,"male","right",4,62,"Tra.bmp","你","Matching","你","Self","Self",2,680,0.68,1
"63",14,25,"male","right",4,63,"Tra.bmp","你","Matching","你","Self","Self",2,577,0.577,1
"64",14,25,"male","right",4,64,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,855,0.855,1
"65",14,25,"male","right",5,65,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,591,0.591,1
"66",14,25,"male","right",5,66,"Tra.bmp","你","Matching","你","Self","Self",2,479,0.479,1
"67",14,25,"male","right",5,67,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,721,0.721,1
"68",14,25,"male","right",5,68,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,730,0.73,1
"69",14,25,"male","right",5,69,"Tra.bmp","你","Matching","你","Self","Self",2,546,0.546,1
"70",14,25,"male","right",5,70,"Tra.bmp","你","Matching","你","Self","Self",2,538,0.538,1
"71",14,25,"male","right",5,71,"Tra.bmp","你","Matching","你","Self","Self",2,482,0.482,1
"72",14,25,"male","right",5,72,"D.bmp","生人","Matching","生人","Stranger","Stranger",1,730,0.73,0
"73",14,25,"male","right",5,73,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,946,0.946,1
"74",14,25,"male","right",5,74,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,812,0.812,1
"75",14,25,"male","right",5,75,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",2,655,0.655,0
"76",14,25,"male","right",5,76,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,743,0.743,1
"77",14,25,"male","right",5,77,"Tra.bmp","你","Matching","你","Self","Self",2,607,0.607,1
"78",14,25,"male","right",5,78,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,783,0.783,1
"79",14,25,"male","right",5,79,"Tra.bmp","你","Matching","你","Self","Self",2,639,0.639,1
"80",14,25,"male","right",5,80,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,823,0.823,1
"81",14,25,"male","right",6,81,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,712,0.712,1
"82",14,25,"male","right",6,82,"Tra.bmp","你","Matching","你","Self","Self",2,655,0.655,1
"83",14,25,"male","right",6,83,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,679,0.679,1
"84",14,25,"male","right",6,84,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,615,0.615,1
"85",14,25,"male","right",6,85,"Tra.bmp","你","Matching","你","Self","Self",2,671,0.671,1
"86",14,25,"male","right",6,86,"Tra.bmp","你","Matching","你","Self","Self",2,567,0.567,1
"87",14,25,"male","right",6,87,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,775,0.775,1
"88",14,25,"male","right",6,88,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,888,0.888,1
"89",14,25,"male","right",6,89,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,737,0.737,1
"90",14,25,"male","right",6,90,"D.bmp","生人","Matching","生人","Stranger","Stranger",2,570,0.57,1
"91",14,25,"male","right",6,91,"D.bmp","你","Nonmatching","生人","Stranger","Stranger",1,810,0.81,1
"92",14,25,"male","right",6,92,"Tra.bmp","你","Matching","你","Self","Self",2,594,0.594,1
"93",14,25,"male","right",6,93,"Tra.bmp","生人","Nonmatching","你","Self","Self",NA,0,0,0
"94",14,25,"male","right",6,94,"Tra.bmp","你","Matching","你","Self","Self",2,530,0.53,1
"95",14,25,"male","right",6,95,"Tra.bmp","你","Matching","你","Self","Self",2,482,0.482,1
"96",14,25,"male","right",6,96,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,883,0.883,1
"97",15,21,"female","right",1,1,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,753,0.753,1
"98",15,21,"female","right",1,2,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,1089,1.089,1
"99",15,21,"female","right",1,3,"Tra.bmp","你","Matching","你","Self","Self",1,601,0.601,1
"100",15,21,"female","right",1,4,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,779,0.779,1
"101",15,21,"female","right",1,5,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",NA,0,0,0
"102",15,21,"female","right",1,6,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",NA,0,0,0
"103",15,21,"female","right",1,7,"Tra.bmp","你","Matching","你","Self","Self",1,561,0.561,1
"104",15,21,"female","right",1,8,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,563,0.563,1
"105",15,21,"female","right",1,9,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,812,0.812,1
"106",15,21,"female","right",1,10,"Tra.bmp","你","Matching","你","Self","Self",1,732,0.732,1
"107",15,21,"female","right",1,11,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,516,0.516,1
"108",15,21,"female","right",1,12,"Tra.bmp","你","Matching","你","Self","Self",1,476,0.476,1
"109",15,21,"female","right",1,13,"Tra.bmp","你","Matching","你","Self","Self",1,812,0.812,1
"110",15,21,"female","right",1,14,"Tra.bmp","你","Matching","你","Self","Self",1,644,0.644,1
"111",15,21,"female","right",1,15,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,526,0.526,1
"112",15,21,"female","right",1,16,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,591,0.591,1
"113",15,21,"female","right",2,17,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,486,0.486,1
"114",15,21,"female","right",2,18,"Tra.bmp","你","Matching","你","Self","Self",1,766,0.766,1
"115",15,21,"female","right",2,19,"Tra.bmp","你","Matching","你","Self","Self",1,518,0.518,1
"116",15,21,"female","right",2,20,"Tra.bmp","你","Matching","你","Self","Self",2,622,0.622,0
"117",15,21,"female","right",2,21,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,654,0.654,1
"118",15,21,"female","right",2,22,"Tra.bmp","你","Matching","你","Self","Self",1,712,0.712,1
"119",15,21,"female","right",2,23,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,961,0.961,1
"120",15,21,"female","right",2,24,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,793,0.793,1
"121",15,21,"female","right",2,25,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,665,0.665,1
"122",15,21,"female","right",2,26,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,569,0.569,1
"123",15,21,"female","right",2,27,"Tra.bmp","你","Matching","你","Self","Self",1,593,0.593,1
"124",15,21,"female","right",2,28,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,649,0.649,1
"125",15,21,"female","right",2,29,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,714,0.714,1
"126",15,21,"female","right",2,30,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,738,0.738,1
"127",15,21,"female","right",2,31,"Tra.bmp","你","Matching","你","Self","Self",1,482,0.482,1
"128",15,21,"female","right",2,32,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,714,0.714,1
"129",15,21,"female","right",3,33,"Tra.bmp","你","Matching","你","Self","Self",1,586,0.586,1
"130",15,21,"female","right",3,34,"Tra.bmp","你","Matching","你","Self","Self",1,602,0.602,1
"131",15,21,"female","right",3,35,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,921,0.921,1
"132",15,21,"female","right",3,36,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,649,0.649,1
"133",15,21,"female","right",3,37,"Tra.bmp","你","Matching","你","Self","Self",1,660,0.66,1
"134",15,21,"female","right",3,38,"Tra.bmp","你","Matching","你","Self","Self",1,684,0.684,1
"135",15,21,"female","right",3,39,"Tra.bmp","你","Matching","你","Self","Self",1,508,0.508,1
"136",15,21,"female","right",3,40,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,924,0.924,1
"137",15,21,"female","right",3,41,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,604,0.604,1
"138",15,21,"female","right",3,42,"Tra.bmp","你","Matching","你","Self","Self",1,644,0.644,1
"139",15,21,"female","right",3,43,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,724,0.724,1
"140",15,21,"female","right",3,44,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,829,0.829,1
"141",15,21,"female","right",3,45,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,733,0.733,1
"142",15,21,"female","right",3,46,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,709,0.709,1
"143",15,21,"female","right",3,47,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,837,0.837,1
"144",15,21,"female","right",3,48,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,781,0.781,1
"145",15,21,"female","right",4,49,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,633,0.633,1
"146",15,21,"female","right",4,50,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,777,0.777,1
"147",15,21,"female","right",4,51,"Tra.bmp","你","Matching","你","Self","Self",1,425,0.425,1
"148",15,21,"female","right",4,52,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,547,0.547,1
"149",15,21,"female","right",4,53,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,716,0.716,1
"150",15,21,"female","right",4,54,"Tra.bmp","你","Matching","你","Self","Self",1,588,0.588,1
"151",15,21,"female","right",4,55,"Tra.bmp","你","Matching","你","Self","Self",1,532,0.532,1
"152",15,21,"female","right",4,56,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,492,0.492,1
"153",15,21,"female","right",4,57,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,564,0.564,1
"154",15,21,"female","right",4,58,"Tra.bmp","你","Matching","你","Self","Self",1,732,0.732,1
"155",15,21,"female","right",4,59,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,526,0.526,1
"156",15,21,"female","right",4,60,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,647,0.647,0
"157",15,21,"female","right",4,61,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,679,0.679,1
"158",15,21,"female","right",4,62,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,623,0.623,0
"159",15,21,"female","right",4,63,"Tra.bmp","你","Matching","你","Self","Self",1,959,0.959,1
"160",15,21,"female","right",4,64,"Tra.bmp","你","Matching","你","Self","Self",1,655,0.655,1
"161",15,21,"female","right",5,65,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,783,0.783,1
"162",15,21,"female","right",5,66,"Tra.bmp","你","Matching","你","Self","Self",1,489,0.489,1
"163",15,21,"female","right",5,67,"Tra.bmp","你","Matching","你","Self","Self",1,539,0.539,1
"164",15,21,"female","right",5,68,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,675,0.675,1
"165",15,21,"female","right",5,69,"Tra.bmp","你","Matching","你","Self","Self",1,547,0.547,1
"166",15,21,"female","right",5,70,"Tra.bmp","你","Matching","你","Self","Self",1,755,0.755,1
"167",15,21,"female","right",5,71,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,483,0.483,1
"168",15,21,"female","right",5,72,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,763,0.763,1
"169",15,21,"female","right",5,73,"Tra.bmp","你","Matching","你","Self","Self",1,572,0.572,1
"170",15,21,"female","right",5,74,"Tra.bmp","你","Matching","你","Self","Self",1,589,0.589,1
"171",15,21,"female","right",5,75,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,542,0.542,0
"172",15,21,"female","right",5,76,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,750,0.75,1
"173",15,21,"female","right",5,77,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,574,0.574,1
"174",15,21,"female","right",5,78,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,1086,1.086,1
"175",15,21,"female","right",5,79,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,670,0.67,1
"176",15,21,"female","right",5,80,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,678,0.678,1
"177",15,21,"female","right",6,81,"Tra.bmp","你","Matching","你","Self","Self",1,513,0.513,1
"178",15,21,"female","right",6,82,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,641,0.641,1
"179",15,21,"female","right",6,83,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,793,0.793,1
"180",15,21,"female","right",6,84,"Tra.bmp","你","Matching","你","Self","Self",1,465,0.465,1
"181",15,21,"female","right",6,85,"Tra.bmp","生人","Nonmatching","你","Self","Self",1,512,0.512,0
"182",15,21,"female","right",6,86,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,720,0.72,1
"183",15,21,"female","right",6,87,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,761,0.761,1
"184",15,21,"female","right",6,88,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,530,0.53,1
"185",15,21,"female","right",6,89,"Tra.bmp","你","Matching","你","Self","Self",1,805,0.805,1
"186",15,21,"female","right",6,90,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,541,0.541,1
"187",15,21,"female","right",6,91,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",2,621,0.621,1
"188",15,21,"female","right",6,92,"Tra.bmp","你","Matching","你","Self","Self",1,525,0.525,1
"189",15,21,"female","right",6,93,"Tra.bmp","你","Matching","你","Self","Self",1,981,0.981,1
"190",15,21,"female","right",6,94,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,437,0.437,1
"191",15,21,"female","right",6,95,"Tra.bmp","你","Matching","你","Self","Self",1,526,0.526,1
"192",15,21,"female","right",6,96,"Tra.bmp","生人","Nonmatching","你","Self","Self",2,582,0.582,1
"193",16,24,"male","left",1,1,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"194",16,24,"male","left",1,2,"S.bmp","你","Matching","你","Self","Self",2,16,0.016,1
"195",16,24,"male","left",1,3,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"196",16,24,"male","left",1,4,"S.bmp","你","Matching","你","Self","Self",2,668,0.668,1
"197",16,24,"male","left",1,5,"S.bmp","你","Matching","你","Self","Self",2,462,0.462,1
"198",16,24,"male","left",1,6,"S.bmp","你","Matching","你","Self","Self",2,464,0.464,1
"199",16,24,"male","left",1,7,"P.bmp","生人","Matching","生人","Stranger","Stranger",1,922,0.922,0
"200",16,24,"male","left",1,8,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,916,0.916,1
"201",16,24,"male","left",1,9,"S.bmp","生人","Nonmatching","你","Self","Self",1,830,0.83,1
"202",16,24,"male","left",1,10,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,1000,1,1
"203",16,24,"male","left",1,11,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,779,0.779,1
"204",16,24,"male","left",1,12,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,1011,1.011,1
"205",16,24,"male","left",1,13,"S.bmp","你","Matching","你","Self","Self",2,581,0.581,1
"206",16,24,"male","left",1,14,"S.bmp","生人","Nonmatching","你","Self","Self",1,767,0.767,1
"207",16,24,"male","left",1,15,"S.bmp","你","Matching","你","Self","Self",2,657,0.657,1
"208",16,24,"male","left",1,16,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,843,0.843,1
"209",16,24,"male","left",2,17,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,997,0.997,1
"210",16,24,"male","left",2,18,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,767,0.767,1
"211",16,24,"male","left",2,19,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,609,0.609,1
"212",16,24,"male","left",2,20,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,819,0.819,1
"213",16,24,"male","left",2,21,"S.bmp","你","Matching","你","Self","Self",2,525,0.525,1
"214",16,24,"male","left",2,22,"S.bmp","生人","Nonmatching","你","Self","Self",1,584,0.584,1
"215",16,24,"male","left",2,23,"S.bmp","你","Matching","你","Self","Self",2,650,0.65,1
"216",16,24,"male","left",2,24,"S.bmp","你","Matching","你","Self","Self",2,380,0.38,1
"217",16,24,"male","left",2,25,"S.bmp","你","Matching","你","Self","Self",2,366,0.366,1
"218",16,24,"male","left",2,26,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,1096,1.096,1
"219",16,24,"male","left",2,27,"S.bmp","你","Matching","你","Self","Self",2,386,0.386,1
"220",16,24,"male","left",2,28,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,700,0.7,1
"221",16,24,"male","left",2,29,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,630,0.63,1
"222",16,24,"male","left",2,30,"S.bmp","你","Matching","你","Self","Self",2,376,0.376,1
"223",16,24,"male","left",2,31,"S.bmp","生人","Nonmatching","你","Self","Self",1,770,0.77,1
"224",16,24,"male","left",2,32,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,1068,1.068,1
"225",16,24,"male","left",3,33,"S.bmp","你","Matching","你","Self","Self",2,478,0.478,1
"226",16,24,"male","left",3,34,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,920,0.92,1
"227",16,24,"male","left",3,35,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,810,0.81,1
"228",16,24,"male","left",3,36,"S.bmp","生人","Nonmatching","你","Self","Self",1,652,0.652,1
"229",16,24,"male","left",3,37,"S.bmp","你","Matching","你","Self","Self",2,374,0.374,1
"230",16,24,"male","left",3,38,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,760,0.76,1
"231",16,24,"male","left",3,39,"S.bmp","你","Matching","你","Self","Self",2,474,0.474,1
"232",16,24,"male","left",3,40,"S.bmp","你","Matching","你","Self","Self",2,380,0.38,1
"233",16,24,"male","left",3,41,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,534,0.534,1
"234",16,24,"male","left",3,42,"S.bmp","你","Matching","你","Self","Self",2,352,0.352,1
"235",16,24,"male","left",3,43,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,674,0.674,1
"236",16,24,"male","left",3,44,"S.bmp","生人","Nonmatching","你","Self","Self",2,420,0.42,0
"237",16,24,"male","left",3,45,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",NA,0,0,0
"238",16,24,"male","left",3,46,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"239",16,24,"male","left",3,47,"P.bmp","生人","Matching","生人","Stranger","Stranger",NA,0,0,0
"240",16,24,"male","left",3,48,"S.bmp","你","Matching","你","Self","Self",2,939,0.939,1
"241",16,24,"male","left",4,49,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,908,0.908,1
"242",16,24,"male","left",4,50,"S.bmp","生人","Nonmatching","你","Self","Self",1,630,0.63,1
"243",16,24,"male","left",4,51,"S.bmp","你","Matching","你","Self","Self",2,448,0.448,1
"244",16,24,"male","left",4,52,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,714,0.714,1
"245",16,24,"male","left",4,53,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,820,0.82,1
"246",16,24,"male","left",4,54,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,910,0.91,1
"247",16,24,"male","left",4,55,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,593,0.593,1
"248",16,24,"male","left",4,56,"S.bmp","你","Matching","你","Self","Self",2,650,0.65,1
"249",16,24,"male","left",4,57,"S.bmp","你","Matching","你","Self","Self",2,348,0.348,1
"250",16,24,"male","left",4,58,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,558,0.558,1
"251",16,24,"male","left",4,59,"S.bmp","你","Matching","你","Self","Self",2,464,0.464,1
"252",16,24,"male","left",4,60,"S.bmp","你","Matching","你","Self","Self",2,594,0.594,1
"253",16,24,"male","left",4,61,"S.bmp","你","Matching","你","Self","Self",2,556,0.556,1
"254",16,24,"male","left",4,62,"P.bmp","你","Nonmatching","生人","Stranger","Stranger",1,758,0.758,1
"255",16,24,"male","left",4,63,"S.bmp","生人","Nonmatching","你","Self","Self",1,1048,1.048,1
"256",16,24,"male","left",4,64,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,882,0.882,1
"257",16,24,"male","left",5,65,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,996,0.996,1
"258",16,24,"male","left",5,66,"S.bmp","你","Matching","你","Self","Self",2,558,0.558,1
"259",16,24,"male","left",5,67,"S.bmp","你","Matching","你","Self","Self",2,416,0.416,1
"260",16,24,"male","left",5,68,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,554,0.554,1
"261",16,24,"male","left",5,69,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,748,0.748,1
"262",16,24,"male","left",5,70,"S.bmp","生人","Nonmatching","你","Self","Self",1,670,0.67,1
"263",16,24,"male","left",5,71,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,832,0.832,1
"264",16,24,"male","left",5,72,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,746,0.746,1
"265",16,24,"male","left",5,73,"S.bmp","你","Matching","你","Self","Self",2,525,0.525,1
"266",16,24,"male","left",5,74,"S.bmp","生人","Nonmatching","你","Self","Self",1,919,0.919,1
"267",16,24,"male","left",5,75,"P.bmp","生人","Matching","生人","Stranger","Stranger",2,545,0.545,1
"268",16,24,"male","left",5,76,"S.bmp","你","Matching","你","Self","Self",2,499,0.499,1
"269",16,24,"male","left",5,77,"S.bmp","你","Matching","你","Self","Self",2,365,0.365,1
"270",16,24,"male","left",5,78,"S.bmp","你","Matching","你","Self","Self",2,455,0.455,1
