"","Subject","Block","Trial","Gender","Age","Handedness","First_Language","Matching","Origin_Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","English_Identity","Standarlized_Identity"
"2545",9,1,61,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.600150654,1,600.150654,"Self","Self"
"2546",9,1,62,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.833500661,1,833.500661,"Self","Self"
"2547",9,1,63,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","Self","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.93351136,1,933.51136,"They","Group-Stranger"
"2548",9,1,64,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.783482086,1,783.482086,"They","Group-Stranger"
"2549",9,1,65,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.783517617,1,783.517617,"We","Group-Self"
"2550",9,1,66,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.716836712,1,716.836712,"You","Stranger"
"2551",9,1,67,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.683589825,1,683.589825,"You","Stranger"
"2552",9,1,68,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.933536627,1,933.536627,"Self","Self"
"2553",9,1,69,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.933489646,1,933.489646,"You","Stranger"
"2554",9,1,70,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.916815866,1,916.815866,"You","Stranger"
"2555",9,1,71,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.816847016,1,816.847016,"We","Group-Self"
"2556",9,1,72,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.583555833,1,583.555833,"We","Group-Self"
"2557",9,1,73,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.600190528,0,600.190528,"We","Group-Self"
"2558",9,1,74,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.200157602,1,1200.157602,"You","Stranger"
"2559",9,1,75,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.7668391,1,766.8391,"Self","Self"
"2560",9,1,76,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.9835098,1,983.5098,"You","Stranger"
"2561",9,1,77,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.98349085,1,983.49085,"You","Stranger"
"2562",9,1,78,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.700218598,1,700.218598,"We","Group-Self"
"2563",9,1,79,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.083498391,1,1083.498391,"We","Group-Self"
"2564",9,1,80,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.733494304,1,733.494304,"Self","Self"
"2565",9,1,81,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.866858879,1,866.858879,"We","Group-Self"
"2566",9,1,82,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.800144021,1,800.144021,"You","Stranger"
"2567",9,1,83,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.95018277,1,950.18277,"They","Group-Stranger"
"2568",9,1,84,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.416788033,1,1416.788033,"You","Stranger"
"2569",9,1,85,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.966820229,1,966.820229,"They","Group-Stranger"
"2570",9,1,86,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.616845357,1,616.845357,"They","Group-Stranger"
"2571",9,1,87,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.250225132,1,1250.225132,"Self","Self"
"2572",9,1,88,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.100170196,1,1100.170196,"They","Group-Stranger"
"2573",9,1,89,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.783451686,1,783.451686,"We","Group-Self"
"2574",9,1,90,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.766828046,1,766.828046,"You","Stranger"
"2575",9,1,91,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.600195266,1,600.195266,"We","Group-Self"
"2576",9,1,92,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.666865117,1,666.865117,"They","Group-Stranger"
"2577",9,1,93,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",1.450130065,1,1450.130065,"They","Group-Stranger"
"2578",9,1,94,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.583529777,1,583.529777,"You","Stranger"
"2579",9,1,95,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.316832606,1,1316.832606,"They","Group-Stranger"
"2580",9,1,96,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.666870644,1,666.870644,"Self","Self"
"2581",9,2,1,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.383495351,1,1383.495351,"They","Group-Stranger"
"2582",9,2,2,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.966828914,1,966.828914,"They","Group-Stranger"
"2583",9,2,3,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","Self","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.550155372,1,550.155372,"They","Group-Stranger"
"2584",9,2,4,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.466974791,1,466.974791,"They","Group-Stranger"
"2585",9,2,5,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.616848121,1,616.848121,"You","Stranger"
"2586",9,2,6,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.566848891,1,566.848891,"You","Stranger"
"2587",9,2,7,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",1.25015249,1,1250.15249,"You","Stranger"
"2588",9,2,8,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.75016611,1,750.16611,"Self","Self"
"2589",9,2,9,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.583512801,0,583.512801,"Self","Self"
"2590",9,2,10,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.716854477,1,716.854477,"We","Group-Self"
"2591",9,2,11,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.616847726,1,616.847726,"Self","Self"
"2592",9,2,12,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.066796581,1,1066.796581,"You","Stranger"
"2593",9,2,13,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.883484889,1,883.484889,"Self","Self"
"2594",9,2,14,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.133501963,1,1133.501963,"We","Group-Self"
"2595",9,2,15,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.716893167,1,716.893167,"They","Group-Stranger"
"2596",9,2,16,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.916835606,1,916.835606,"We","Group-Self"
"2597",9,2,17,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.83349158,1,833.49158,"Self","Self"
"2598",9,2,18,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.81679056,1,816.79056,"You","Stranger"
"2599",9,2,19,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.816834777,1,816.834777,"Self","Self"
"2600",9,2,20,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","You","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.866852563,1,866.852563,"We","Group-Self"
"2601",9,2,21,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",1.150197852,1,1150.197852,"They","Group-Stranger"
"2602",9,2,22,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.866849009,1,866.849009,"You","Stranger"
"2603",9,2,23,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.650176335,1,650.176335,"They","Group-Stranger"
"2604",9,2,24,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.966821413,1,966.821413,"You","Stranger"
"2605",9,2,25,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.016855385,1,1016.855385,"We","Group-Self"
"2606",9,2,26,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.633508083,1,633.508083,"Self","Self"
"2607",9,2,27,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.850179967,1,850.179967,"Self","Self"
"2608",9,2,28,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.666837087,1,666.837087,"We","Group-Self"
"2609",9,2,29,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.650165676,1,650.165676,"Self","Self"
"2610",9,2,30,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.633518742,1,633.518742,"Self","Self"
"2611",9,2,31,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.666823269,1,666.823269,"We","Group-Self"
"2612",9,2,32,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.933477012,1,933.477012,"You","Stranger"
"2613",9,2,33,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.766847391,1,766.847391,"We","Group-Self"
"2614",9,2,34,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.850149173,1,850.149173,"Self","Self"
"2615",9,2,35,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.966834441,1,966.834441,"They","Group-Stranger"
"2616",9,2,36,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.783489587,1,783.489587,"You","Stranger"
"2617",9,2,37,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.750183481,1,750.183481,"We","Group-Self"
"2618",9,2,38,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.70020557,1,700.20557,"They","Group-Stranger"
"2619",9,2,39,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.750167294,1,750.167294,"You","Stranger"
"2620",9,2,40,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.983489666,1,983.489666,"They","Group-Stranger"
"2621",9,2,41,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.983552043,1,983.552043,"You","Stranger"
"2622",9,2,42,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.550196036,1,550.196036,"Self","Self"
"2623",9,2,43,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.866853352,1,866.853352,"You","Stranger"
"2624",9,2,44,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.166841627,1,1166.841627,"Self","Self"
"2625",9,2,45,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.583464241,1,1583.464241,"They","Group-Stranger"
"2626",9,2,46,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.81688689,1,816.88689,"We","Group-Self"
"2627",9,2,47,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.783518012,1,783.518012,"You","Stranger"
"2628",9,2,48,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.816853332,1,816.853332,"Self","Self"
"2629",9,2,49,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.716832369,1,716.832369,"Self","Self"
"2630",9,2,50,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.950170137,1,950.170137,"They","Group-Stranger"
"2631",9,2,51,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.783469057,1,783.469057,"We","Group-Self"
"2632",9,2,52,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.700150299,1,700.150299,"You","Stranger"
"2633",9,2,53,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.833517637,1,833.517637,"We","Group-Self"
"2634",9,2,54,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.73347338,1,733.47338,"You","Stranger"
"2635",9,2,55,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.700169644,1,700.169644,"We","Group-Self"
"2636",9,2,56,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",1.150174164,1,1150.174164,"You","Stranger"
"2637",9,2,57,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.83350224,1,833.50224,"Self","Self"
"2638",9,2,58,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.800164945,1,800.164945,"They","Group-Stranger"
"2639",9,2,59,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.233478315,1,1233.478315,"They","Group-Stranger"
"2640",9,2,60,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","Self","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.700160563,1,700.160563,"They","Group-Stranger"
"2641",9,2,61,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.850164965,1,850.164965,"We","Group-Self"
"2642",9,2,62,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.616790876,1,616.790876,"Self","Self"
"2643",9,2,63,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","You","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.900171696,1,900.171696,"We","Group-Self"
"2644",9,2,64,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",1.666768392,1,1666.768392,"They","Group-Stranger"
"2645",9,2,65,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.016868019,1,1016.868019,"We","Group-Self"
"2646",9,2,66,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.700185435,1,700.185435,"We","Group-Self"
"2647",9,2,67,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.733571684,1,733.571684,"You","Stranger"
"2648",9,2,68,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","Self","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.716875796,1,716.875796,"They","Group-Stranger"
"2649",9,2,69,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.533508438,1,533.508438,"Self","Self"
"2650",9,2,70,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","They","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.63350295,1,633.50295,"Self","Self"
"2651",9,2,71,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.650181073,1,650.181073,"You","Stranger"
"2652",9,2,72,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","Self","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.616816537,1,616.816537,"They","Group-Stranger"
"2653",9,2,73,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.583503325,0,583.503325,"You","Stranger"
"2654",9,2,74,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.700169249,1,700.169249,"We","Group-Self"
"2655",9,2,75,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","We","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.749964764,1,749.964764,"You","Stranger"
"2656",9,2,76,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.650024339,1,650.024339,"We","Group-Self"
"2657",9,2,77,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.816847805,1,816.847805,"You","Stranger"
"2658",9,2,78,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","You","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.666805503,1,666.805503,"We","Group-Self"
"2659",9,2,79,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.783489192,1,783.489192,"They","Group-Stranger"
"2660",9,2,80,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","Self","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.000162261,1,1000.162261,"We","Group-Self"
"2661",9,2,81,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.666827612,1,666.827612,"They","Group-Stranger"
"2662",9,2,82,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","Self","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.916801259,1,916.801259,"You","Stranger"
"2663",9,2,83,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","They","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.766807911,1,766.807911,"We","Group-Self"
"2664",9,2,84,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.600194081,1,600.194081,"Self","Self"
"2665",9,2,85,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","You","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.683511261,1,683.511261,"They","Group-Stranger"
"2666",9,2,86,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.516846502,1,516.846502,"They","Group-Stranger"
"2667",9,2,87,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.650178309,1,650.178309,"We","Group-Self"
"2668",9,2,88,"Female",21,"r","Hungarian-b","Match","They","EXPERIMENT","They","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.766899504,1,766.899504,"They","Group-Stranger"
"2669",9,2,89,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.950152371,1,950.152371,"You","Stranger"
"2670",9,2,90,"Female",21,"r","Hungarian-b","Mismatch","You","EXPERIMENT","They","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.650221342,1,650.221342,"You","Stranger"
"2671",9,2,91,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","We","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.783485639,1,783.485639,"Self","Self"
"2672",9,2,92,"Female",21,"r","Hungarian-b","Mismatch","They","EXPERIMENT","We","They","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.866889673,1,866.889673,"They","Group-Stranger"
"2673",9,2,93,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.683550346,1,683.550346,"Self","Self"
"2674",9,2,94,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","m",0.633510452,0,633.510452,"Self","Self"
"2675",9,2,95,"Female",21,"r","Hungarian-b","Match","Self","EXPERIMENT","Self","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Top","n",0.516866637,1,516.866637,"Self","Self"
"2676",9,2,96,"Female",21,"r","Hungarian-b","Mismatch","We","EXPERIMENT","You","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",1.06680645,1,1066.80645,"We","Group-Self"
"2677",9,3,1,"Female",21,"r","Hungarian-b","Mismatch","Self","EXPERIMENT","You","Self","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","m",0.683519157,1,683.519157,"Self","Self"
"2678",9,3,2,"Female",21,"r","Hungarian-b","Match","You","EXPERIMENT","You","You","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",1.016834066,1,1016.834066,"You","Stranger"
"2679",9,3,3,"Female",21,"r","Hungarian-b","Match","We","EXPERIMENT","We","We","STAR","CIRCLE","TRIANGLE","DIAMOND","Bottom","n",0.583517933,1,583.517933,"We","Group-Self"
