"","Subject","Gender","Age","Handedness","First_Language","Matching","Identity","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Shape","Label","Response","RT_sec","ACC","Subjcet"
"601",3,"Female",24,"r","Hungarian","Match","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","Self","n",0.817,1,3
"602",3,"Female",24,"r","Hungarian","Match","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","Self","n",0.55,1,3
"603",3,"Female",24,"r","Hungarian","Match","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","Self","n",0.6,1,3
"604",3,"Female",24,"r","Hungarian","Match","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","Self","n",0.583,1,3
"605",3,"Female",24,"r","Hungarian","Match","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","Self","n",0.5,1,3
"606",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.833,1,3
"607",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.85,1,3
"608",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.717,1,3
"609",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","m",0.583,0,3
"610",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.6,1,3
"611",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.683,1,3
"612",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.634,1,3
"613",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.983,1,3
"614",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.583,1,3
"615",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.55,1,3
"616",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.667,1,3
"617",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.65,1,3
"618",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.584,1,3
"619",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.6,1,3
"620",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.684,1,3
"621",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.65,1,3
"622",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.7,1,3
"623",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.667,1,3
"624",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.683,1,3
"625",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.65,1,3
"626",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.634,1,3
"627",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.6,1,3
"628",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.633,1,3
"629",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.55,1,3
"630",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.584,1,3
"631",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.717,1,3
"632",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.617,1,3
"633",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.584,1,3
"634",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.667,1,3
"635",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.6,1,3
"636",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.634,1,3
"637",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.584,1,3
"638",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.584,1,3
"639",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.783,1,3
"640",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","They","n",0.434,1,3
"641",3,"Female",24,"r","Hungarian","Match","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","They","n",0.65,1,3
"642",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.883,1,3
"643",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.633,1,3
"644",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.65,1,3
"645",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.767,1,3
"646",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.617,1,3
"647",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.567,1,3
"648",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.617,1,3
"649",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.583,1,3
"650",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.417,1,3
"651",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.7,1,3
"652",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.617,1,3
"653",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.667,1,3
"654",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.717,1,3
"655",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.55,1,3
"656",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.75,1,3
"657",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.75,1,3
"658",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.584,1,3
"659",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.667,1,3
"660",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.633,1,3
"661",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.534,1,3
"662",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.583,1,3
"663",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.634,1,3
"664",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.667,1,3
"665",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.55,1,3
"666",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.783,1,3
"667",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.617,1,3
"668",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.583,1,3
"669",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.567,1,3
"670",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","m",0.567,0,3
"671",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.534,1,3
"672",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.634,1,3
"673",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","We","n",0.567,1,3
"674",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.667,1,3
"675",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.584,1,3
"676",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.633,1,3
"677",3,"Female",24,"r","Hungarian","Match","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","We","n",0.583,1,3
"678",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.767,1,3
"679",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.667,1,3
"680",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.667,1,3
"681",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.567,1,3
"682",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.567,1,3
"683",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.634,1,3
"684",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","m",0.584,0,3
"685",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.784,1,3
"686",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.883,1,3
"687",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.717,1,3
"688",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.667,1,3
"689",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.683,1,3
"690",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.717,1,3
"691",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.634,1,3
"692",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.733,1,3
"693",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.7,1,3
"694",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.867,1,3
"695",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","m",0.684,0,3
"696",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.667,1,3
"697",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.617,1,3
"698",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.7,1,3
"699",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.65,1,3
"700",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.817,1,3
"701",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.65,1,3
"702",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.617,1,3
"703",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.55,1,3
"704",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.584,1,3
"705",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.717,1,3
"706",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.417,1,3
"707",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.867,1,3
"708",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","m",0.617,0,3
"709",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.617,1,3
"710",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.6,1,3
"711",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","You","You","n",0.65,1,3
"712",3,"Female",24,"r","Hungarian","Match","You","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","You","You","n",0.534,1,3
"713",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","m",0.584,1,3
"714",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.7,1,3
"715",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.883,1,3
"716",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.85,1,3
"717",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.767,1,3
"718",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.734,1,3
"719",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.6,1,3
"720",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.7,1,3
"721",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","n",0.717,0,3
"722",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.8,1,3
"723",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.567,1,3
"724",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.567,1,3
"725",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.633,1,3
"726",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.717,1,3
"727",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","m",0.833,1,3
"728",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.817,1,3
"729",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.9,1,3
"730",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.683,1,3
"731",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.65,1,3
"732",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.767,1,3
"733",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.634,1,3
"734",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","m",0.667,1,3
"735",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.667,1,3
"736",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.884,1,3
"737",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.65,1,3
"738",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.734,1,3
"739",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","m",0.7,1,3
"740",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.667,1,3
"741",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.567,1,3
"742",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","You","m",0.634,1,3
"743",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","We","m",0.734,1,3
"744",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.883,1,3
"745",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","They","m",0.667,1,3
"746",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","They","m",0.6,1,3
"747",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","Self","We","m",0.567,1,3
"748",3,"Female",24,"r","Hungarian","Mismatch","Self","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","Self","You","m",0.817,1,3
"749",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.85,1,3
"750",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.634,1,3
"751",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.817,1,3
"752",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.65,1,3
"753",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.6,1,3
"754",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.817,1,3
"755",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.684,1,3
"756",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.7,1,3
"757",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.783,1,3
"758",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.6,1,3
"759",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.65,1,3
"760",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.634,1,3
"761",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.667,1,3
"762",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.917,1,3
"763",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.667,1,3
"764",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.633,1,3
"765",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.784,1,3
"766",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.567,1,3
"767",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.667,1,3
"768",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.617,1,3
"769",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.717,1,3
"770",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.667,1,3
"771",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.7,1,3
"772",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.8,1,3
"773",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.634,1,3
"774",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.917,1,3
"775",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.683,1,3
"776",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.617,1,3
"777",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","You","m",0.667,1,3
"778",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","We","m",0.55,1,3
"779",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","Self","m",0.534,1,3
"780",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.65,1,3
"781",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.6,1,3
"782",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","They","Self","m",0.584,1,3
"783",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","We","m",0.9,1,3
"784",3,"Female",24,"r","Hungarian","Mismatch","They","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","They","You","m",0.7,1,3
"785",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","They","m",0.85,1,3
"786",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","Self","m",0.567,1,3
"787",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","They","m",0.684,1,3
"788",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","They","m",0.617,1,3
"789",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","Self","n",0.617,0,3
"790",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","You","m",0.684,1,3
"791",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","They","m",0.75,1,3
"792",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","You","m",0.634,1,3
"793",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","You","m",0.867,1,3
"794",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","Self","m",0.783,1,3
"795",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Bottom","We","Self","m",0.683,1,3
"796",3,"Female",24,"r","Hungarian","Mismatch","We","CIRCLE","DIAMOND","STAR","TRIANGLE","Top","We","You","m",0.734,1,3
