responseKey,respCorr,match,block,participant_id,age,sex,handedness,respRt,shape
l,0,yes,selfS,CR99,20,f,right,0.400105,stranger-related
a,0,no,selfS,CR99,20,f,right,0.216715,self-related
l,1,no,selfS,CR99,20,f,right,0.13908,self-related
l,1,no,selfS,CR99,20,f,right,0.242555,stranger-related
missed,missed,no,selfS,CR99,20,f,right,,self-related
a,0,no,selfS,CR99,20,f,right,0.225045,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.159765,self-related
a,0,no,selfS,CR99,20,f,right,0.025765,self-related
a,1,yes,selfS,CR99,20,f,right,0.129235,stranger-related
a,0,no,selfS,CR99,20,f,right,0.005285,stranger-related
a,0,no,selfS,CR99,20,f,right,0.226165,self-related
a,0,no,selfS,CR99,20,f,right,0.80844,stranger-related
missed,missed,no,selfS,CR99,20,f,right,,stranger-related
l,1,no,selfS,CR99,20,f,right,0.242315,stranger-related
a,0,no,selfS,CR99,20,f,right,0.28239,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.21536,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.20338,self-related
l,0,yes,selfS,CR99,20,f,right,0.145145,self-related
l,1,no,selfS,CR99,20,f,right,0.26478,self-related
a,0,no,selfS,CR99,20,f,right,0.1667,self-related
a,1,yes,selfS,CR99,20,f,right,0.143775,self-related
l,0,yes,selfS,CR99,20,f,right,0.23815,stranger-related
l,1,no,selfS,CR99,20,f,right,0.14868,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.083315,self-related
l,0,yes,selfS,CR99,20,f,right,0.09899,self-related
l,0,yes,selfS,CR99,20,f,right,0.27643,stranger-related
a,1,yes,selfS,CR99,20,f,right,1.084855,stranger-related
l,1,no,selfS,CR99,20,f,right,0.000595,self-related
l,1,no,selfS,CR99,20,f,right,0.00065,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.248125,stranger-related
missed,missed,yes,selfS,CR99,20,f,right,,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.26544,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.210595,self-related
l,0,yes,selfS,CR99,20,f,right,0.175355,stranger-related
a,0,no,selfS,CR99,20,f,right,1.26313,self-related
a,1,yes,selfS,CR99,20,f,right,0.25485,stranger-related
l,1,no,selfS,CR99,20,f,right,0.00966,self-related
a,0,no,selfS,CR99,20,f,right,0.135905,self-related
l,1,no,selfS,CR99,20,f,right,0.86999,self-related
l,1,no,selfS,CR99,20,f,right,0.219735,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.060895,self-related
a,1,yes,selfS,CR99,20,f,right,0.121565,self-related
a,1,yes,selfS,CR99,20,f,right,0.045525,stranger-related
a,0,no,selfS,CR99,20,f,right,0.055685,stranger-related
l,1,no,selfS,CR99,20,f,right,0.242855,self-related
a,0,no,selfS,CR99,20,f,right,0.11848,stranger-related
missed,missed,yes,selfS,CR99,20,f,right,,self-related
missed,missed,yes,selfS,CR99,20,f,right,,stranger-related
l,1,no,selfS,CR99,20,f,right,0.286135,stranger-related
a,0,no,selfS,CR99,20,f,right,0.242545,self-related
l,0,yes,selfS,CR99,20,f,right,0.213775,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.24331,self-related
a,1,yes,selfS,CR99,20,f,right,0.21271,stranger-related
a,0,no,selfS,CR99,20,f,right,0.294075,self-related
a,1,yes,selfS,CR99,20,f,right,0.259545,stranger-related
l,1,no,selfS,CR99,20,f,right,0.42977,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.312005,self-related
l,0,yes,selfS,CR99,20,f,right,0.22684,stranger-related
l,1,no,selfS,CR99,20,f,right,0.30935,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.2551,self-related
a,0,no,selfS,CR99,20,f,right,0.22527,self-related
a,1,yes,selfS,CR99,20,f,right,0.258885,self-related
l,0,yes,selfS,CR99,20,f,right,0.24882,stranger-related
l,1,no,selfS,CR99,20,f,right,0.243855,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.233585,self-related
a,0,no,selfS,CR99,20,f,right,0.318875,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.26569,stranger-related
l,1,no,selfS,CR99,20,f,right,0.038495,self-related
a,0,no,selfS,CR99,20,f,right,0.291965,self-related
l,0,yes,selfS,CR99,20,f,right,0.155295,self-related
l,0,yes,selfS,CR99,20,f,right,0.19694,self-related
a,0,no,selfS,CR99,20,f,right,0.90549,self-related
l,0,yes,selfS,CR99,20,f,right,0.275025,self-related
l,1,no,selfS,CR99,20,f,right,0.30024,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.19419,self-related
l,0,yes,selfS,CR99,20,f,right,0.286135,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.23778,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.24555,self-related
a,0,no,selfS,CR99,20,f,right,0.14211,self-related
l,1,no,selfS,CR99,20,f,right,0.217665,self-related
a,0,no,selfS,CR99,20,f,right,0.258185,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.54177,stranger-related
l,1,no,selfS,CR99,20,f,right,0.4105,self-related
a,0,no,selfS,CR99,20,f,right,0.22772,self-related
a,0,no,selfS,CR99,20,f,right,0.43532,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.22852,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.240635,self-related
a,0,no,selfS,CR99,20,f,right,0.311245,stranger-related
l,1,no,selfS,CR99,20,f,right,0.252955,stranger-related
l,1,no,selfS,CR99,20,f,right,0.26533,stranger-related
l,1,no,selfS,CR99,20,f,right,0.18576,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.18792,self-related
l,1,no,selfS,CR99,20,f,right,0.064975,self-related
a,1,yes,selfS,CR99,20,f,right,0.172525,self-related
l,1,no,selfS,CR99,20,f,right,0.97431,stranger-related
a,0,no,selfS,CR99,20,f,right,0.21609,self-related
l,1,no,selfS,CR99,20,f,right,0.025675,stranger-related
l,1,no,selfS,CR99,20,f,right,0.1269,stranger-related
missed,missed,no,selfS,CR99,20,f,right,,self-related
missed,missed,no,selfS,CR99,20,f,right,,self-related
a,0,no,selfS,CR99,20,f,right,0.70876,self-related
missed,missed,no,selfS,CR99,20,f,right,,self-related
l,0,yes,selfS,CR99,20,f,right,0.59204,self-related
a,1,yes,selfS,CR99,20,f,right,0.24593,stranger-related
l,1,no,selfS,CR99,20,f,right,0.22544,self-related
a,0,no,selfS,CR99,20,f,right,0.066815,self-related
a,0,no,selfS,CR99,20,f,right,0.284115,stranger-related
l,1,no,selfS,CR99,20,f,right,0.962345,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.24215,self-related
l,1,no,selfS,CR99,20,f,right,0.07597,stranger-related
l,1,no,selfS,CR99,20,f,right,0.02931,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.30916,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.731115,self-related
l,1,no,selfS,CR99,20,f,right,0.890825,stranger-related
a,0,no,selfS,CR99,20,f,right,0.30257,self-related
a,0,no,selfS,CR99,20,f,right,0.50905,self-related
l,1,no,selfS,CR99,20,f,right,0.48099,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.167865,stranger-related
a,0,no,selfS,CR99,20,f,right,0.12633,stranger-related
l,1,no,selfS,CR99,20,f,right,0.575155,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.35221,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.341695,self-related
l,0,yes,selfS,CR99,20,f,right,0.208985,self-related
l,1,no,selfS,CR99,20,f,right,0.25043,stranger-related
a,0,no,selfS,CR99,20,f,right,0.19615,stranger-related
a,0,no,selfS,CR99,20,f,right,0.234115,stranger-related
l,1,no,selfS,CR99,20,f,right,0.175515,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.262125,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.217085,self-related
l,1,no,selfS,CR99,20,f,right,0.07583,self-related
a,1,yes,selfS,CR99,20,f,right,0.10504,self-related
a,0,no,selfS,CR99,20,f,right,0.225175,self-related
a,1,yes,selfS,CR99,20,f,right,0.11579,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.16004,self-related
l,1,no,selfS,CR99,20,f,right,0.22684,stranger-related
a,0,no,selfS,CR99,20,f,right,0.24381,self-related
l,1,no,selfS,CR99,20,f,right,0.16648,stranger-related
l,1,no,selfS,CR99,20,f,right,0.14798,self-related
a,1,yes,selfS,CR99,20,f,right,0.08032,stranger-related
a,0,no,selfS,CR99,20,f,right,0.20168,self-related
l,0,yes,selfS,CR99,20,f,right,0.05918,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.949975,stranger-related
l,1,no,selfS,CR99,20,f,right,0.125435,self-related
l,0,yes,selfS,CR99,20,f,right,0.22462,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.13292,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.1263,stranger-related
missed,missed,yes,selfS,CR99,20,f,right,,self-related
l,0,yes,selfS,CR99,20,f,right,0.360705,self-related
a,1,yes,selfS,CR99,20,f,right,0.06087,self-related
a,1,yes,selfS,CR99,20,f,right,0.69816,self-related
a,0,no,selfS,CR99,20,f,right,0.90213,self-related
a,0,no,selfS,CR99,20,f,right,0.90813,stranger-related
l,0,yes,selfS,CR99,20,f,right,1.16968,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.39723,self-related
a,0,no,selfS,CR99,20,f,right,0.094045,self-related
l,1,no,selfS,CR99,20,f,right,0.23628,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.231565,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.16888,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.225675,stranger-related
a,0,no,selfS,CR99,20,f,right,0.242085,stranger-related
a,0,no,selfS,CR99,20,f,right,0.326795,self-related
a,1,yes,selfS,CR99,20,f,right,0.149405,self-related
a,0,no,selfS,CR99,20,f,right,0.225285,self-related
l,1,no,selfS,CR99,20,f,right,0.98392,self-related
l,0,yes,selfS,CR99,20,f,right,0.026205,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.1704,stranger-related
missed,missed,yes,selfS,CR99,20,f,right,,stranger-related
l,1,no,selfS,CR99,20,f,right,1.09186,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.619495,stranger-related
l,1,no,selfS,CR99,20,f,right,0.67789,self-related
l,0,yes,selfS,CR99,20,f,right,0.414905,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.311755,stranger-related
a,0,no,selfS,CR99,20,f,right,0.425735,stranger-related
l,1,no,selfS,CR99,20,f,right,0.34352,stranger-related
l,1,no,selfS,CR99,20,f,right,0.252825,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.264315,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.318485,self-related
l,0,yes,selfS,CR99,20,f,right,0.436645,self-related
a,1,yes,selfS,CR99,20,f,right,0.31996,self-related
a,1,yes,selfS,CR99,20,f,right,0.29368,self-related
a,1,yes,selfS,CR99,20,f,right,0.558465,self-related
l,1,no,selfS,CR99,20,f,right,0.55091,self-related
a,1,yes,selfS,CR99,20,f,right,0.34173,self-related
a,0,no,selfS,CR99,20,f,right,0.60892,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.3796,self-related
l,0,yes,selfS,CR99,20,f,right,0.266745,self-related
l,1,no,selfS,CR99,20,f,right,0.392855,self-related
a,1,yes,selfS,CR99,20,f,right,0.27996,self-related
l,0,yes,selfS,CR99,20,f,right,0.608435,stranger-related
a,1,yes,selfS,CR99,20,f,right,1.19233,stranger-related
l,1,no,selfS,CR99,20,f,right,1.02965,self-related
a,0,no,selfS,CR99,20,f,right,0.64748,stranger-related
l,1,no,selfS,CR99,20,f,right,0.864955,self-related
l,1,no,selfS,CR99,20,f,right,0.75151,self-related
l,1,no,selfS,CR99,20,f,right,0.560325,self-related
a,1,yes,selfS,CR99,20,f,right,0.66725,self-related
l,0,yes,selfS,CR99,20,f,right,0.67821,stranger-related
a,0,no,selfS,CR99,20,f,right,0.84246,stranger-related
l,1,no,selfS,CR99,20,f,right,0.698615,self-related
l,0,yes,selfS,CR99,20,f,right,0.89224,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.804215,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.72668,self-related
l,1,no,selfS,CR99,20,f,right,1.01178,stranger-related
a,0,no,selfS,CR99,20,f,right,0.993285,self-related
l,1,no,selfS,CR99,20,f,right,0.58133,stranger-related
l,1,no,selfS,CR99,20,f,right,0.810385,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.85993,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.76021,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.665795,self-related
a,1,yes,selfS,CR99,20,f,right,1.04147,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.634045,self-related
l,1,no,selfS,CR99,20,f,right,0.65384,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.62955,self-related
a,0,no,selfS,CR99,20,f,right,0.67804,stranger-related
l,1,no,selfS,CR99,20,f,right,0.65915,stranger-related
a,0,no,selfS,CR99,20,f,right,0.97782,self-related
l,0,yes,selfS,CR99,20,f,right,0.535225,stranger-related
a,0,no,selfS,CR99,20,f,right,0.63231,self-related
l,0,yes,selfS,CR99,20,f,right,0.74166,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.90957,self-related
a,0,no,selfS,CR99,20,f,right,0.870225,self-related
l,1,no,selfS,CR99,20,f,right,0.227615,self-related
l,0,yes,selfS,CR99,20,f,right,0.85957,stranger-related
a,1,yes,selfS,CR99,20,f,right,0.57621,self-related
a,1,yes,selfS,CR99,20,f,right,1.04335,self-related
a,0,no,selfS,CR99,20,f,right,0.87725,stranger-related
missed,missed,no,selfS,CR99,20,f,right,,self-related
l,1,no,selfS,CR99,20,f,right,0.627085,self-related
missed,missed,yes,selfS,CR99,20,f,right,,self-related
l,0,yes,selfS,CR99,20,f,right,0.29298,self-related
a,1,yes,selfS,CR99,20,f,right,0.39748,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.32927,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.942,self-related
a,0,no,selfS,CR99,20,f,right,0.247155,stranger-related
l,0,yes,selfS,CR99,20,f,right,0.39568,self-related
a,0,no,selfS,CR99,20,f,right,0.24239,stranger-related
l,1,no,selfS,CR99,20,f,right,0.88231,self-related
a,1,yes,selfS,CR99,20,f,right,0.92932,self-related
a,1,yes,selfS,CR99,20,f,right,0.803645,self-related
a,1,yes,selfS,CR99,20,f,right,0.37221,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.606085,self-related
l,1,no,selfS,LS99,20,f,right,0.839325,self-related
a,1,yes,selfS,LS99,20,f,right,1.02291,self-related
l,1,no,selfS,LS99,20,f,right,0.805915,stranger-related
a,0,no,selfS,LS99,20,f,right,0.80979,self-related
l,1,no,selfS,LS99,20,f,right,1.062855,self-related
l,1,no,selfS,LS99,20,f,right,0.874185,self-related
l,1,no,selfS,LS99,20,f,right,1.273585,self-related
l,1,no,selfS,LS99,20,f,right,0.93005,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.5578,self-related
l,1,no,selfS,LS99,20,f,right,0.904845,self-related
a,1,yes,selfS,LS99,20,f,right,0.82519,self-related
l,1,no,selfS,LS99,20,f,right,0.70022,stranger-related
l,1,no,selfS,LS99,20,f,right,0.730785,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.86633,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.885105,self-related
a,1,yes,selfS,LS99,20,f,right,0.79699,self-related
l,1,no,selfS,LS99,20,f,right,0.7149,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.72564,self-related
l,1,no,selfS,LS99,20,f,right,1.261655,self-related
l,1,no,selfS,LS99,20,f,right,0.87527,self-related
a,1,yes,selfS,LS99,20,f,right,0.85435,self-related
a,1,yes,selfS,LS99,20,f,right,0.644115,self-related
l,1,no,selfS,LS99,20,f,right,1.209205,self-related
l,1,no,selfS,LS99,20,f,right,0.888675,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.998955,stranger-related
l,1,no,selfS,LS99,20,f,right,0.861,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.710625,self-related
a,1,yes,selfS,LS99,20,f,right,0.69023,stranger-related
l,1,no,selfS,LS99,20,f,right,0.70925,stranger-related
l,1,no,selfS,LS99,20,f,right,0.838315,stranger-related
a,1,yes,selfS,LS99,20,f,right,1.18927,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.56371,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.37199,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.52427,stranger-related
l,1,no,selfS,LS99,20,f,right,0.77783,self-related
a,1,yes,selfS,LS99,20,f,right,0.85847,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.81811,self-related
l,1,no,selfS,LS99,20,f,right,0.633085,stranger-related
l,1,no,selfS,LS99,20,f,right,1.216565,self-related
a,1,yes,selfS,LS99,20,f,right,1.05647,self-related
l,0,yes,selfS,LS99,20,f,right,0.879845,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.636865,stranger-related
l,1,no,selfS,LS99,20,f,right,0.855825,self-related
a,1,yes,selfS,LS99,20,f,right,1.03173,self-related
a,1,yes,selfS,LS99,20,f,right,0.719085,stranger-related
l,1,no,selfS,LS99,20,f,right,0.844995,self-related
a,0,no,selfS,LS99,20,f,right,0.89659,stranger-related
l,1,no,selfS,LS99,20,f,right,0.780285,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.879595,stranger-related
a,0,no,selfS,LS99,20,f,right,1.08109,stranger-related
l,1,no,selfS,LS99,20,f,right,0.97346,self-related
l,1,no,selfS,LS99,20,f,right,1.007155,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.88616,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.624385,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.66432,stranger-related
l,1,no,selfS,LS99,20,f,right,0.67136,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.69777,stranger-related
l,1,no,selfS,LS99,20,f,right,0.96815,self-related
a,1,yes,selfS,LS99,20,f,right,0.802925,stranger-related
missed,missed,no,selfS,LS99,20,f,right,,stranger-related
l,1,no,selfS,LS99,20,f,right,1.21629,stranger-related
l,1,no,selfS,LS99,20,f,right,0.84705,self-related
a,0,no,selfS,LS99,20,f,right,1.05929,self-related
l,1,no,selfS,LS99,20,f,right,0.67429,stranger-related
l,1,no,selfS,LS99,20,f,right,0.80556,self-related
l,1,no,selfS,LS99,20,f,right,0.675495,stranger-related
l,1,no,selfS,LS99,20,f,right,0.801135,self-related
a,1,yes,selfS,LS99,20,f,right,0.730275,self-related
l,1,no,selfS,LS99,20,f,right,0.6382,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.7476,self-related
a,1,yes,selfS,LS99,20,f,right,0.70647,self-related
l,1,no,selfS,LS99,20,f,right,0.683345,self-related
l,1,no,selfS,LS99,20,f,right,0.762335,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.6991,stranger-related
l,1,no,selfS,LS99,20,f,right,0.69105,self-related
a,1,yes,selfS,LS99,20,f,right,0.828675,stranger-related
l,1,no,selfS,LS99,20,f,right,0.611575,self-related
l,1,no,selfS,LS99,20,f,right,0.69014,stranger-related
l,1,no,selfS,LS99,20,f,right,0.751685,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.52933,self-related
l,1,no,selfS,LS99,20,f,right,0.645675,self-related
l,1,no,selfS,LS99,20,f,right,0.849715,self-related
l,1,no,selfS,LS99,20,f,right,0.646355,stranger-related
l,1,no,selfS,LS99,20,f,right,0.705465,self-related
l,1,no,selfS,LS99,20,f,right,0.690845,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.55684,self-related
l,1,no,selfS,LS99,20,f,right,0.59132,self-related
a,0,no,selfS,LS99,20,f,right,0.710405,self-related
l,0,yes,selfS,LS99,20,f,right,0.843075,self-related
l,1,no,selfS,LS99,20,f,right,0.72097,stranger-related
l,1,no,selfS,LS99,20,f,right,1.02235,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.76073,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.67481,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.555545,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.65414,stranger-related
l,1,no,selfS,LS99,20,f,right,0.73844,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.57174,self-related
l,1,no,selfS,LS99,20,f,right,0.51345,stranger-related
l,1,no,selfS,LS99,20,f,right,0.62119,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.574145,self-related
l,1,no,selfS,LS99,20,f,right,0.578685,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.71646,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.414015,self-related
a,1,yes,selfS,LS99,20,f,right,0.546745,self-related
l,1,no,selfS,LS99,20,f,right,0.67937,self-related
l,1,no,selfS,LS99,20,f,right,0.66367,self-related
a,1,yes,selfS,LS99,20,f,right,0.648465,self-related
l,1,no,selfS,LS99,20,f,right,0.537775,self-related
a,0,no,selfS,LS99,20,f,right,0.38806,self-related
l,1,no,selfS,LS99,20,f,right,0.550905,self-related
a,1,yes,selfS,LS99,20,f,right,0.912695,self-related
l,1,no,selfS,LS99,20,f,right,0.553685,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.67413,stranger-related
l,1,no,selfS,LS99,20,f,right,0.561475,self-related
a,0,no,selfS,LS99,20,f,right,0.66891,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.62911,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.56675,self-related
l,1,no,selfS,LS99,20,f,right,0.46855,stranger-related
l,1,no,selfS,LS99,20,f,right,0.787795,stranger-related
l,1,no,selfS,LS99,20,f,right,0.50925,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.67794,stranger-related
l,1,no,selfS,LS99,20,f,right,0.801495,self-related
a,0,no,selfS,LS99,20,f,right,0.643105,self-related
l,0,yes,selfS,LS99,20,f,right,0.518295,stranger-related
l,1,no,selfS,LS99,20,f,right,0.758235,self-related
a,1,yes,selfS,LS99,20,f,right,0.54564,stranger-related
l,1,no,selfS,LS99,20,f,right,0.625995,stranger-related
l,1,no,selfS,LS99,20,f,right,0.795825,self-related
a,1,yes,selfS,LS99,20,f,right,0.97833,stranger-related
l,1,no,selfS,LS99,20,f,right,0.62544,self-related
l,1,no,selfS,LS99,20,f,right,0.56144,stranger-related
l,1,no,selfS,LS99,20,f,right,0.55723,stranger-related
l,1,no,selfS,LS99,20,f,right,0.83225,self-related
l,1,no,selfS,LS99,20,f,right,0.65953,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.68413,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.74932,stranger-related
l,1,no,selfS,LS99,20,f,right,0.6032,stranger-related
a,1,yes,selfS,LS99,20,f,right,1.029385,self-related
a,1,yes,selfS,LS99,20,f,right,0.646185,self-related
a,1,yes,selfS,LS99,20,f,right,0.64884,self-related
a,1,yes,selfS,LS99,20,f,right,0.77679,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.65469,stranger-related
l,1,no,selfS,LS99,20,f,right,0.790275,self-related
l,1,no,selfS,LS99,20,f,right,0.66001,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.749285,stranger-related
l,1,no,selfS,LS99,20,f,right,0.6367,self-related
l,0,yes,selfS,LS99,20,f,right,1.332485,stranger-related
l,1,no,selfS,LS99,20,f,right,1.38202,self-related
a,1,yes,selfS,LS99,20,f,right,0.7828,self-related
a,1,yes,selfS,LS99,20,f,right,0.78077,stranger-related
l,1,no,selfS,LS99,20,f,right,0.5855,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.779755,stranger-related
l,1,no,selfS,LS99,20,f,right,0.812955,self-related
a,1,yes,selfS,LS99,20,f,right,0.64797,self-related
a,1,yes,selfS,LS99,20,f,right,0.787145,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.71505,self-related
a,1,yes,selfS,LS99,20,f,right,0.777795,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.635985,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.69788,self-related
a,1,yes,selfS,LS99,20,f,right,0.75545,self-related
a,1,yes,selfS,LS99,20,f,right,0.675475,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.654795,stranger-related
l,1,no,selfS,LS99,20,f,right,0.565075,stranger-related
l,1,no,selfS,LS99,20,f,right,0.71272,stranger-related
l,1,no,selfS,LS99,20,f,right,0.71687,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.672935,self-related
a,0,no,selfS,LS99,20,f,right,0.672505,self-related
a,1,yes,selfS,LS99,20,f,right,0.555575,self-related
l,1,no,selfS,LS99,20,f,right,0.60047,stranger-related
l,1,no,selfS,LS99,20,f,right,1.014855,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.58901,self-related
a,1,yes,selfS,LS99,20,f,right,0.614055,self-related
a,1,yes,selfS,LS99,20,f,right,0.60052,self-related
a,1,yes,selfS,LS99,20,f,right,0.515245,self-related
l,1,no,selfS,LS99,20,f,right,0.43054,self-related
l,0,yes,selfS,LS99,20,f,right,0.40527,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.530305,self-related
l,0,yes,selfS,LS99,20,f,right,0.413835,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.956975,stranger-related
missed,missed,no,selfS,LS99,20,f,right,,self-related
a,1,yes,selfS,LS99,20,f,right,0.545925,self-related
a,1,yes,selfS,LS99,20,f,right,0.55031,self-related
l,1,no,selfS,LS99,20,f,right,0.49513,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.7143,self-related
a,1,yes,selfS,LS99,20,f,right,0.92183,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.465095,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.54152,self-related
a,0,no,selfS,LS99,20,f,right,0.58479,self-related
a,1,yes,selfS,LS99,20,f,right,0.519095,self-related
l,1,no,selfS,LS99,20,f,right,0.786045,self-related
l,1,no,selfS,LS99,20,f,right,1.0795,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.663055,self-related
a,1,yes,selfS,LS99,20,f,right,0.60255,self-related
l,1,no,selfS,LS99,20,f,right,0.63032,self-related
a,1,yes,selfS,LS99,20,f,right,0.545765,self-related
a,1,yes,selfS,LS99,20,f,right,0.55781,self-related
l,1,no,selfS,LS99,20,f,right,0.420135,self-related
a,1,yes,selfS,LS99,20,f,right,0.57024,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.65182,stranger-related
l,1,no,selfS,LS99,20,f,right,0.71438,stranger-related
a,1,yes,selfS,LS99,20,f,right,0.511245,self-related
a,1,yes,selfS,LS99,20,f,right,0.676045,self-related
a,1,yes,selfS,LS99,20,f,right,0.528565,self-related
l,1,no,selfS,LS99,20,f,right,0.792325,self-related
l,1,no,selfS,LS99,20,f,right,0.79236,stranger-related
l,1,no,selfS,LS99,20,f,right,0.759675,stranger-related
a,0,no,selfS,LS99,20,f,right,0.627545,self-related
l,0,yes,selfS,LS99,20,f,right,0.515335,stranger-related
l,1,no,selfS,LS99,20,f,right,0.695945,self-related
l,1,no,selfS,LS99,20,f,right,0.669325,self-related
l,1,no,selfS,LS99,20,f,right,0.87699,stranger-related
a,1,yes,selfS,LS99,20,f,right,1.212495,stranger-related
l,0,yes,selfS,LS99,20,f,right,0.901705,self-related
a,1,yes,selfS,LS99,20,f,right,0.58298,self-related
a,1,yes,selfS,LS99,20,f,right,0.679525,stranger-related
l,1,no,selfS,LS99,20,f,right,0.868715,self-related
l,1,no,selfS,LS99,20,f,right,0.775905,self-related
a,1,yes,selfS,LS99,20,f,right,0.815925,self-related
