responseKey,respCorr,match,block,participant_id,age,sex,handedness,respRt,shape
l,0,yes,selfA,GL99,21,f,right,1.47557,self-related
l,1,no,selfA,GL99,21,f,right,1.05229,self-related
a,1,yes,selfA,GL99,21,f,right,0.844365,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.44038,self-related
a,0,no,selfA,GL99,21,f,right,0.975625,self-related
a,1,yes,selfA,GL99,21,f,right,1.024745,self-related
a,0,no,selfA,GL99,21,f,right,0.926455,self-related
l,1,no,selfA,GL99,21,f,right,0.64148,self-related
l,1,no,selfA,GL99,21,f,right,0.62542,self-related
l,1,no,selfA,GL99,21,f,right,0.664605,self-related
l,1,no,selfA,GL99,21,f,right,0.60832,self-related
a,1,yes,selfA,GL99,21,f,right,0.522475,self-related
a,1,yes,selfA,GL99,21,f,right,0.50884,self-related
l,1,no,selfA,GL99,21,f,right,1.38023,self-related
l,1,no,selfA,GL99,21,f,right,0.69278,self-related
a,1,yes,selfA,GL99,21,f,right,0.664435,stranger-related
l,1,no,selfA,GL99,21,f,right,1.015315,stranger-related
l,1,no,selfA,GL99,21,f,right,0.892025,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.54612,self-related
l,0,yes,selfA,GL99,21,f,right,0.843185,stranger-related
l,1,no,selfA,GL99,21,f,right,1.203855,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.05967,self-related
l,1,no,selfA,GL99,21,f,right,0.968525,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.847865,self-related
l,1,no,selfA,GL99,21,f,right,1.12522,self-related
l,1,no,selfA,GL99,21,f,right,0.94039,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.87673,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.77543,self-related
l,1,no,selfA,GL99,21,f,right,0.79112,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.04313,stranger-related
l,1,no,selfA,GL99,21,f,right,0.569035,self-related
l,1,no,selfA,GL99,21,f,right,0.909525,self-related
a,1,yes,selfA,GL99,21,f,right,0.82462,self-related
l,1,no,selfA,GL99,21,f,right,0.78407,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.323115,stranger-related
l,1,no,selfA,GL99,21,f,right,0.86126,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.38275,stranger-related
l,1,no,selfA,GL99,21,f,right,0.891235,stranger-related
l,1,no,selfA,GL99,21,f,right,1.103075,stranger-related
l,1,no,selfA,GL99,21,f,right,0.72528,stranger-related
l,1,no,selfA,GL99,21,f,right,0.76203,stranger-related
a,0,no,selfA,GL99,21,f,right,0.74399,self-related
l,1,no,selfA,GL99,21,f,right,1.35816,self-related
l,1,no,selfA,GL99,21,f,right,1.04359,stranger-related
l,1,no,selfA,GL99,21,f,right,1.030695,self-related
a,1,yes,selfA,GL99,21,f,right,0.80841,self-related
a,1,yes,selfA,GL99,21,f,right,1.16319,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.663725,self-related
l,1,no,selfA,GL99,21,f,right,1.057905,stranger-related
l,0,yes,selfA,GL99,21,f,right,1.359665,stranger-related
a,0,no,selfA,GL99,21,f,right,1.01123,self-related
l,1,no,selfA,GL99,21,f,right,1.159995,self-related
a,1,yes,selfA,GL99,21,f,right,0.721725,self-related
l,1,no,selfA,GL99,21,f,right,1.077155,self-related
a,1,yes,selfA,GL99,21,f,right,1.35858,self-related
a,1,yes,selfA,GL99,21,f,right,0.84137,stranger-related
a,0,no,selfA,GL99,21,f,right,0.703085,self-related
missed,missed,no,selfA,GL99,21,f,right,,self-related
a,1,yes,selfA,GL99,21,f,right,1.009115,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.83646,self-related
l,1,no,selfA,GL99,21,f,right,0.94112,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.23329,stranger-related
l,0,yes,selfA,GL99,21,f,right,1.124675,stranger-related
a,0,no,selfA,GL99,21,f,right,0.504345,self-related
l,1,no,selfA,GL99,21,f,right,0.97466,self-related
a,1,yes,selfA,GL99,21,f,right,0.61124,self-related
l,1,no,selfA,GL99,21,f,right,0.996755,self-related
l,0,yes,selfA,GL99,21,f,right,0.608385,stranger-related
l,1,no,selfA,GL99,21,f,right,1.1143,stranger-related
l,0,yes,selfA,GL99,21,f,right,0.79307,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.758965,stranger-related
l,1,no,selfA,GL99,21,f,right,0.9734,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.869035,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.758445,stranger-related
l,1,no,selfA,GL99,21,f,right,0.9194,stranger-related
a,0,no,selfA,GL99,21,f,right,0.692805,stranger-related
l,1,no,selfA,GL99,21,f,right,0.735385,self-related
l,1,no,selfA,GL99,21,f,right,1.00926,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.037195,self-related
a,1,yes,selfA,GL99,21,f,right,1.29395,stranger-related
l,1,no,selfA,GL99,21,f,right,0.674545,self-related
a,0,no,selfA,GL99,21,f,right,1.04415,stranger-related
l,1,no,selfA,GL99,21,f,right,1.158445,stranger-related
a,0,no,selfA,GL99,21,f,right,0.940115,self-related
a,1,yes,selfA,GL99,21,f,right,1.048205,self-related
a,1,yes,selfA,GL99,21,f,right,0.576655,self-related
l,1,no,selfA,GL99,21,f,right,1.062005,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.19377,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.659705,self-related
a,0,no,selfA,GL99,21,f,right,0.664235,self-related
l,1,no,selfA,GL99,21,f,right,1.159575,self-related
a,1,yes,selfA,GL99,21,f,right,1.450655,stranger-related
l,1,no,selfA,GL99,21,f,right,1.294825,stranger-related
l,1,no,selfA,GL99,21,f,right,1.342725,stranger-related
a,0,no,selfA,GL99,21,f,right,1.29377,stranger-related
missed,missed,yes,selfA,GL99,21,f,right,,stranger-related
a,1,yes,selfA,GL99,21,f,right,1.071955,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.63643,stranger-related
l,0,yes,selfA,GL99,21,f,right,1.14284,stranger-related
a,0,no,selfA,GL99,21,f,right,0.852945,stranger-related
missed,missed,no,selfA,GL99,21,f,right,,self-related
l,1,no,selfA,GL99,21,f,right,0.694935,stranger-related
missed,missed,yes,selfA,GL99,21,f,right,,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.714395,self-related
l,1,no,selfA,GL99,21,f,right,1.02425,self-related
a,1,yes,selfA,GL99,21,f,right,1.477705,self-related
l,1,no,selfA,GL99,21,f,right,0.74514,self-related
a,1,yes,selfA,GL99,21,f,right,0.49294,self-related
a,0,no,selfA,GL99,21,f,right,0.565085,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.49376,self-related
l,1,no,selfA,GL99,21,f,right,0.77004,stranger-related
l,1,no,selfA,GL99,21,f,right,0.695125,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.657935,self-related
l,1,no,selfA,GL99,21,f,right,0.695195,self-related
a,1,yes,selfA,GL99,21,f,right,0.326295,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.707925,stranger-related
l,0,yes,selfA,GL99,21,f,right,0.59077,self-related
l,1,no,selfA,GL99,21,f,right,0.94506,self-related
a,0,no,selfA,GL99,21,f,right,0.326035,self-related
l,1,no,selfA,GL99,21,f,right,0.949065,stranger-related
l,1,no,selfA,GL99,21,f,right,0.940625,self-related
a,0,no,selfA,GL99,21,f,right,0.45706,stranger-related
l,1,no,selfA,GL99,21,f,right,0.8725,stranger-related
a,1,yes,selfA,GL99,21,f,right,0.600285,self-related
l,1,no,selfA,AP99,21,f,right,1.28899,self-related
a,1,yes,selfA,AP99,21,f,right,1.172635,self-related
l,1,no,selfA,AP99,21,f,right,0.9271,stranger-related
l,1,no,selfA,AP99,21,f,right,1.324985,self-related
l,1,no,selfA,AP99,21,f,right,0.747525,stranger-related
l,1,no,selfA,AP99,21,f,right,1.435675,self-related
l,1,no,selfA,AP99,21,f,right,0.78363,stranger-related
l,1,no,selfA,AP99,21,f,right,0.82911,stranger-related
l,1,no,selfA,AP99,21,f,right,0.639195,stranger-related
l,1,no,selfA,AP99,21,f,right,0.47857,stranger-related
a,0,no,selfA,AP99,21,f,right,1.01615,self-related
a,1,yes,selfA,AP99,21,f,right,0.955225,self-related
a,1,yes,selfA,AP99,21,f,right,0.719385,self-related
l,0,yes,selfA,AP99,21,f,right,0.607465,stranger-related
l,1,no,selfA,AP99,21,f,right,1.198575,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.194825,self-related
a,1,yes,selfA,AP99,21,f,right,0.6473,self-related
a,1,yes,selfA,AP99,21,f,right,0.58642,self-related
a,1,yes,selfA,AP99,21,f,right,0.498045,self-related
l,1,no,selfA,AP99,21,f,right,1.018885,self-related
l,1,no,selfA,AP99,21,f,right,1.03154,self-related
a,1,yes,selfA,AP99,21,f,right,0.70275,stranger-related
l,1,no,selfA,AP99,21,f,right,0.785595,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.937495,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.30239,self-related
a,1,yes,selfA,AP99,21,f,right,0.733765,self-related
l,1,no,selfA,AP99,21,f,right,0.893575,self-related
a,1,yes,selfA,AP99,21,f,right,1.229745,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.995665,self-related
missed,missed,no,selfA,AP99,21,f,right,,self-related
a,1,yes,selfA,AP99,21,f,right,0.701105,self-related
l,0,yes,selfA,AP99,21,f,right,1.09744,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.79675,stranger-related
a,0,no,selfA,AP99,21,f,right,1.18304,self-related
l,1,no,selfA,AP99,21,f,right,1.349855,self-related
l,1,no,selfA,AP99,21,f,right,1.20445,stranger-related
l,1,no,selfA,AP99,21,f,right,1.460225,self-related
l,0,yes,selfA,AP99,21,f,right,1.04411,self-related
missed,missed,yes,selfA,AP99,21,f,right,,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.85622,self-related
l,1,no,selfA,AP99,21,f,right,0.805065,self-related
a,1,yes,selfA,AP99,21,f,right,0.569045,self-related
a,1,yes,selfA,AP99,21,f,right,0.96232,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.561765,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.46586,stranger-related
a,0,no,selfA,AP99,21,f,right,0.352155,self-related
a,1,yes,selfA,AP99,21,f,right,0.783515,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.515455,stranger-related
a,0,no,selfA,AP99,21,f,right,0.53334,stranger-related
a,0,no,selfA,AP99,21,f,right,0.89917,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.979575,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.47928,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.795905,self-related
l,1,no,selfA,AP99,21,f,right,1.129675,stranger-related
l,1,no,selfA,AP99,21,f,right,1.144405,self-related
a,0,no,selfA,AP99,21,f,right,0.672015,stranger-related
l,1,no,selfA,AP99,21,f,right,0.57635,self-related
a,1,yes,selfA,AP99,21,f,right,0.745455,stranger-related
l,1,no,selfA,AP99,21,f,right,1.115985,self-related
l,1,no,selfA,AP99,21,f,right,0.618,self-related
a,1,yes,selfA,AP99,21,f,right,0.98719,self-related
a,0,no,selfA,AP99,21,f,right,0.79259,stranger-related
l,0,yes,selfA,AP99,21,f,right,1.38331,stranger-related
l,1,no,selfA,AP99,21,f,right,0.698875,self-related
a,0,no,selfA,AP99,21,f,right,1.34083,stranger-related
missed,missed,yes,selfA,AP99,21,f,right,,stranger-related
l,1,no,selfA,AP99,21,f,right,0.91951,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.709615,self-related
a,1,yes,selfA,AP99,21,f,right,1.14546,stranger-related
l,1,no,selfA,AP99,21,f,right,0.749545,self-related
a,1,yes,selfA,AP99,21,f,right,0.86599,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.08237,self-related
a,1,yes,selfA,AP99,21,f,right,0.62008,self-related
a,1,yes,selfA,AP99,21,f,right,0.555915,self-related
a,1,yes,selfA,AP99,21,f,right,0.480365,self-related
l,1,no,selfA,AP99,21,f,right,0.706525,self-related
a,1,yes,selfA,AP99,21,f,right,1.01179,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.782465,stranger-related
l,1,no,selfA,AP99,21,f,right,0.73281,self-related
a,1,yes,selfA,AP99,21,f,right,1.0192,self-related
l,0,yes,selfA,AP99,21,f,right,0.69796,stranger-related
l,1,no,selfA,AP99,21,f,right,1.140415,stranger-related
l,1,no,selfA,AP99,21,f,right,0.974105,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.67007,self-related
a,1,yes,selfA,AP99,21,f,right,0.926935,self-related
l,1,no,selfA,AP99,21,f,right,0.66581,self-related
l,0,yes,selfA,AP99,21,f,right,0.486305,self-related
a,1,yes,selfA,AP99,21,f,right,0.756285,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.795265,self-related
a,0,no,selfA,AP99,21,f,right,1.359905,self-related
a,0,no,selfA,AP99,21,f,right,0.73326,stranger-related
l,1,no,selfA,AP99,21,f,right,1.208625,self-related
a,1,yes,selfA,AP99,21,f,right,0.823335,self-related
a,1,yes,selfA,AP99,21,f,right,0.62673,self-related
a,0,no,selfA,AP99,21,f,right,0.808215,stranger-related
l,1,no,selfA,AP99,21,f,right,0.896345,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.15128,stranger-related
l,1,no,selfA,AP99,21,f,right,0.920975,stranger-related
l,1,no,selfA,AP99,21,f,right,0.83056,stranger-related
a,0,no,selfA,AP99,21,f,right,1.27093,self-related
a,1,yes,selfA,AP99,21,f,right,0.899405,stranger-related
l,1,no,selfA,AP99,21,f,right,0.76333,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.83383,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.86286,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.69449,self-related
l,1,no,selfA,AP99,21,f,right,1.012925,stranger-related
a,0,no,selfA,AP99,21,f,right,0.658065,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.77567,self-related
l,1,no,selfA,AP99,21,f,right,1.38304,self-related
a,1,yes,selfA,AP99,21,f,right,0.78279,self-related
a,1,yes,selfA,AP99,21,f,right,0.982965,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.126265,self-related
a,1,yes,selfA,AP99,21,f,right,0.63898,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.621965,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.075515,self-related
a,1,yes,selfA,AP99,21,f,right,0.60758,self-related
a,1,yes,selfA,AP99,21,f,right,0.84817,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.11456,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.646735,self-related
a,1,yes,selfA,AP99,21,f,right,0.724095,stranger-related
a,0,no,selfA,AP99,21,f,right,0.765165,self-related
missed,missed,no,selfA,AP99,21,f,right,,self-related
a,1,yes,selfA,AP99,21,f,right,0.72938,self-related
a,0,no,selfA,AP99,21,f,right,0.671245,self-related
l,1,no,selfA,AP99,21,f,right,0.980675,self-related
a,1,yes,selfA,AP99,21,f,right,0.83302,stranger-related
a,0,no,selfA,AP99,21,f,right,0.90055,self-related
l,1,no,selfA,AP99,21,f,right,1.33391,self-related
l,1,no,selfA,AP99,21,f,right,0.88352,stranger-related
l,1,no,selfA,AP99,21,f,right,0.758385,stranger-related
l,1,no,selfA,AP99,21,f,right,1.03463,self-related
l,1,no,selfA,AP99,21,f,right,0.564565,self-related
l,1,no,selfA,AP99,21,f,right,0.616955,self-related
l,1,no,selfA,AP99,21,f,right,0.40647,self-related
a,1,yes,selfA,AP99,21,f,right,0.782415,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.6949,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.446825,stranger-related
l,1,no,selfA,AP99,21,f,right,1.39566,self-related
a,1,yes,selfA,AP99,21,f,right,1.031575,self-related
l,1,no,selfA,AP99,21,f,right,0.9183,self-related
missed,missed,yes,selfA,AP99,21,f,right,,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.0456,self-related
a,1,yes,selfA,AP99,21,f,right,0.822665,stranger-related
l,1,no,selfA,AP99,21,f,right,0.832995,self-related
l,1,no,selfA,AP99,21,f,right,0.74833,self-related
a,0,no,selfA,AP99,21,f,right,0.70886,stranger-related
l,1,no,selfA,AP99,21,f,right,0.88345,self-related
l,1,no,selfA,AP99,21,f,right,1.08811,self-related
l,1,no,selfA,AP99,21,f,right,0.62521,self-related
a,1,yes,selfA,AP99,21,f,right,0.85722,stranger-related
l,1,no,selfA,AP99,21,f,right,0.91749,stranger-related
l,1,no,selfA,AP99,21,f,right,1.017915,self-related
l,0,yes,selfA,AP99,21,f,right,0.755505,self-related
a,1,yes,selfA,AP99,21,f,right,0.76673,self-related
a,1,yes,selfA,AP99,21,f,right,0.67446,self-related
l,0,yes,selfA,AP99,21,f,right,1.02485,stranger-related
l,1,no,selfA,AP99,21,f,right,1.09689,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.81087,self-related
l,1,no,selfA,AP99,21,f,right,0.76518,stranger-related
l,1,no,selfA,AP99,21,f,right,0.950325,stranger-related
l,1,no,selfA,AP99,21,f,right,1.08961,self-related
missed,missed,no,selfA,AP99,21,f,right,,stranger-related
missed,missed,yes,selfA,AP99,21,f,right,,stranger-related
missed,missed,no,selfA,AP99,21,f,right,,stranger-related
l,0,yes,selfA,AP99,21,f,right,1.151935,stranger-related
missed,missed,no,selfA,AP99,21,f,right,,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.334635,self-related
a,1,yes,selfA,AP99,21,f,right,1.220045,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.80123,self-related
l,1,no,selfA,AP99,21,f,right,1.100595,stranger-related
a,0,no,selfA,AP99,21,f,right,0.85421,stranger-related
l,1,no,selfA,AP99,21,f,right,0.79769,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.733155,self-related
l,0,yes,selfA,AP99,21,f,right,0.526685,self-related
a,1,yes,selfA,AP99,21,f,right,0.792205,self-related
l,1,no,selfA,AP99,21,f,right,0.73549,stranger-related
l,1,no,selfA,AP99,21,f,right,1.04745,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.797195,self-related
a,1,yes,selfA,AP99,21,f,right,0.98336,stranger-related
l,1,no,selfA,AP99,21,f,right,0.95921,self-related
l,0,yes,selfA,AP99,21,f,right,1.24719,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.903735,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.670395,stranger-related
l,1,no,selfA,AP99,21,f,right,0.78579,stranger-related
l,1,no,selfA,AP99,21,f,right,1.04883,stranger-related
l,1,no,selfA,AP99,21,f,right,0.96885,self-related
l,0,yes,selfA,AP99,21,f,right,0.71294,self-related
missed,missed,yes,selfA,AP99,21,f,right,,self-related
a,1,yes,selfA,AP99,21,f,right,1.06561,self-related
l,1,no,selfA,AP99,21,f,right,0.74487,stranger-related
l,1,no,selfA,AP99,21,f,right,1.0043,self-related
a,1,yes,selfA,AP99,21,f,right,0.88841,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.572045,stranger-related
l,1,no,selfA,AP99,21,f,right,0.68016,self-related
a,0,no,selfA,AP99,21,f,right,0.884,stranger-related
missed,missed,yes,selfA,AP99,21,f,right,,stranger-related
l,1,no,selfA,AP99,21,f,right,0.94786,self-related
a,1,yes,selfA,AP99,21,f,right,1.05713,self-related
l,0,yes,selfA,AP99,21,f,right,1.260585,stranger-related
l,1,no,selfA,AP99,21,f,right,0.995115,stranger-related
l,1,no,selfA,AP99,21,f,right,0.82456,stranger-related
a,1,yes,selfA,AP99,21,f,right,1.068425,stranger-related
l,1,no,selfA,AP99,21,f,right,1.183335,stranger-related
l,1,no,selfA,AP99,21,f,right,1.343735,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.897295,stranger-related
l,1,no,selfA,AP99,21,f,right,0.799525,self-related
l,1,no,selfA,AP99,21,f,right,0.864095,self-related
l,1,no,selfA,AP99,21,f,right,1.199755,stranger-related
missed,missed,no,selfA,AP99,21,f,right,,self-related
missed,missed,yes,selfA,AP99,21,f,right,,self-related
l,0,yes,selfA,AP99,21,f,right,1.403575,stranger-related
l,1,no,selfA,AP99,21,f,right,1.107045,self-related
l,1,no,selfA,AP99,21,f,right,0.642545,self-related
l,1,no,selfA,AP99,21,f,right,0.668895,self-related
l,1,no,selfA,AP99,21,f,right,1.01113,stranger-related
l,1,no,selfA,AP99,21,f,right,0.71396,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.86996,stranger-related
l,1,no,selfA,AP99,21,f,right,0.920765,stranger-related
l,1,no,selfA,AP99,21,f,right,0.66443,stranger-related
l,1,no,selfA,AP99,21,f,right,0.847575,self-related
l,1,no,selfA,AP99,21,f,right,0.648645,stranger-related
l,1,no,selfA,AP99,21,f,right,0.702765,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.450515,self-related
l,1,no,selfA,AP99,21,f,right,0.744315,self-related
l,0,yes,selfA,AP99,21,f,right,0.67982,self-related
l,1,no,selfA,AP99,21,f,right,0.821435,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.72642,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.75524,self-related
l,1,no,selfA,AP99,21,f,right,0.693835,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.59966,stranger-related
l,1,no,selfA,AP99,21,f,right,0.7263,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.84311,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.88272,self-related
l,1,no,selfA,AP99,21,f,right,0.77285,self-related
a,1,yes,selfA,AP99,21,f,right,0.854615,self-related
a,1,yes,selfA,AP99,21,f,right,0.55485,self-related
l,1,no,selfA,AP99,21,f,right,0.711345,self-related
l,1,no,selfA,AP99,21,f,right,0.86559,stranger-related
l,0,yes,selfA,AP99,21,f,right,0.933335,stranger-related
a,1,yes,selfA,AP99,21,f,right,0.78432,self-related
l,1,no,selfA,SI97,23,f,right,0.97161,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.80331,stranger-related
l,1,no,selfA,SI97,23,f,right,0.781745,self-related
l,1,no,selfA,SI97,23,f,right,0.898915,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.029155,self-related
l,1,no,selfA,SI97,23,f,right,1.248415,self-related
l,1,no,selfA,SI97,23,f,right,0.776845,self-related
a,0,no,selfA,SI97,23,f,right,0.68291,stranger-related
a,0,no,selfA,SI97,23,f,right,0.82345,self-related
l,0,yes,selfA,SI97,23,f,right,0.796275,self-related
l,1,no,selfA,SI97,23,f,right,1.230395,stranger-related
l,1,no,selfA,SI97,23,f,right,1.091465,self-related
a,1,yes,selfA,SI97,23,f,right,1.048425,self-related
a,1,yes,selfA,SI97,23,f,right,0.840495,self-related
a,1,yes,selfA,SI97,23,f,right,1.08199,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.87017,stranger-related
l,0,yes,selfA,SI97,23,f,right,0.972875,self-related
l,1,no,selfA,SI97,23,f,right,1.06983,self-related
l,1,no,selfA,SI97,23,f,right,0.83164,self-related
l,1,no,selfA,SI97,23,f,right,0.646425,self-related
l,1,no,selfA,SI97,23,f,right,0.774585,stranger-related
l,1,no,selfA,SI97,23,f,right,1.065345,self-related
l,1,no,selfA,SI97,23,f,right,0.733245,self-related
l,1,no,selfA,SI97,23,f,right,0.65592,self-related
l,1,no,selfA,SI97,23,f,right,0.5966,self-related
l,1,no,selfA,SI97,23,f,right,0.77005,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.82047,self-related
a,1,yes,selfA,SI97,23,f,right,0.703445,self-related
a,1,yes,selfA,SI97,23,f,right,0.9974,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.694625,stranger-related
l,0,yes,selfA,SI97,23,f,right,0.661255,self-related
a,1,yes,selfA,SI97,23,f,right,0.59419,self-related
a,1,yes,selfA,SI97,23,f,right,0.937785,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.726325,stranger-related
l,1,no,selfA,SI97,23,f,right,0.81147,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.78043,self-related
a,1,yes,selfA,SI97,23,f,right,1.061745,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.81637,self-related
a,1,yes,selfA,SI97,23,f,right,0.937705,stranger-related
l,1,no,selfA,SI97,23,f,right,1.032935,self-related
a,1,yes,selfA,SI97,23,f,right,0.88218,self-related
l,1,no,selfA,SI97,23,f,right,0.990635,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.81867,self-related
l,1,no,selfA,SI97,23,f,right,0.91534,self-related
a,1,yes,selfA,SI97,23,f,right,0.90656,stranger-related
l,1,no,selfA,SI97,23,f,right,0.697265,self-related
a,1,yes,selfA,SI97,23,f,right,0.808935,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.83205,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.6721,stranger-related
l,1,no,selfA,SI97,23,f,right,0.77949,stranger-related
l,1,no,selfA,SI97,23,f,right,0.997775,self-related
a,0,no,selfA,SI97,23,f,right,0.844885,self-related
l,1,no,selfA,SI97,23,f,right,0.79754,stranger-related
l,1,no,selfA,SI97,23,f,right,1.03957,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.036215,stranger-related
l,1,no,selfA,SI97,23,f,right,0.684375,stranger-related
l,1,no,selfA,SI97,23,f,right,1.350835,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.8033,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.961785,self-related
l,0,yes,selfA,SI97,23,f,right,0.97758,self-related
l,1,no,selfA,SI97,23,f,right,0.810905,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.05042,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.278715,self-related
l,1,no,selfA,SI97,23,f,right,0.669685,self-related
l,1,no,selfA,SI97,23,f,right,0.90886,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.73376,self-related
a,1,yes,selfA,SI97,23,f,right,0.73601,self-related
a,1,yes,selfA,SI97,23,f,right,0.749645,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.56082,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.503485,stranger-related
l,0,yes,selfA,SI97,23,f,right,0.53287,self-related
a,1,yes,selfA,SI97,23,f,right,0.78757,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.883345,self-related
a,1,yes,selfA,SI97,23,f,right,0.5593,self-related
l,1,no,selfA,SI97,23,f,right,0.58924,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.169265,self-related
l,1,no,selfA,SI97,23,f,right,0.84842,self-related
a,1,yes,selfA,SI97,23,f,right,0.653665,stranger-related
l,0,yes,selfA,SI97,23,f,right,0.90273,self-related
a,1,yes,selfA,SI97,23,f,right,0.68431,self-related
l,0,yes,selfA,SI97,23,f,right,0.694465,stranger-related
a,1,yes,selfA,SI97,23,f,right,1.16032,self-related
a,0,no,selfA,SI97,23,f,right,0.623745,self-related
missed,missed,no,selfA,SI97,23,f,right,,self-related
a,1,yes,selfA,SI97,23,f,right,0.851215,stranger-related
l,1,no,selfA,SI97,23,f,right,0.893355,self-related
a,0,no,selfA,SI97,23,f,right,0.737325,stranger-related
l,1,no,selfA,SI97,23,f,right,0.77094,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.805975,stranger-related
l,1,no,selfA,SI97,23,f,right,0.80452,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.819795,stranger-related
a,1,yes,selfA,SI97,23,f,right,0.87383,self-related
a,1,yes,selfA,SI97,23,f,right,0.562465,self-related
l,1,no,selfA,SI97,23,f,right,0.71258,stranger-related
l,1,no,selfA,SI97,23,f,right,1.491945,self-related
