"","Subject","Age","Gender","Handedness","Shape","Identity","Matching","Response","RT_ms","ACC","RT_sec","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"1107",23061227,20,"Mujer","Diestro","circulo","extrano","Nonmatching",1,418,1,0.418,"1920*1080",NA,NA,NA,"black","60cm",NA
"1108",23061227,20,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,346,1,0.346,"1920*1080",NA,NA,NA,"black","60cm",NA
"1109",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",5,219,1,0.219,"1920*1080",NA,NA,NA,"black","60cm",NA
"1110",23061227,20,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,453,1,0.453,"1920*1080",NA,NA,NA,"black","60cm",NA
"1111",23061227,20,"Mujer","Diestro","circulo","extrano","Nonmatching",1,413,1,0.413,"1920*1080",NA,NA,NA,"black","60cm",NA
"1112",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",5,532,1,0.532,"1920*1080",NA,NA,NA,"black","60cm",NA
"1113",23061227,20,"Mujer","Diestro","circulo","extrano","Nonmatching",1,426,1,0.426,"1920*1080",NA,NA,NA,"black","60cm",NA
"1114",23061227,20,"Mujer","Diestro","cuadrado","extrano","Nonmatching",5,529,0,0.529,"1920*1080",NA,NA,NA,"black","60cm",NA
"1115",23061227,20,"Mujer","Diestro","cuadrado","extrano","Nonmatching",1,380,1,0.38,"1920*1080",NA,NA,NA,"black","60cm",NA
"1116",23061227,20,"Mujer","Diestro","circulo","extrano","Nonmatching",1,435,1,0.435,"1920*1080",NA,NA,NA,"black","60cm",NA
"1117",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",1,329,0,0.329,"1920*1080",NA,NA,NA,"black","60cm",NA
"1118",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",5,489,1,0.489,"1920*1080",NA,NA,NA,"black","60cm",NA
"1119",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",5,613,1,0.613,"1920*1080",NA,NA,NA,"black","60cm",NA
"1120",23061227,20,"Mujer","Diestro","triangulo","extrano","Matching",1,431,0,0.431,"1920*1080",NA,NA,NA,"black","60cm",NA
"1121",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,515,1,0.515,"1920*1080",NA,NA,NA,"black","60cm",NA
"1122",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,358,1,0.358,"1920*1080",NA,NA,NA,"black","60cm",NA
"1123",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,236,0,0.236,"1920*1080",NA,NA,NA,"black","60cm",NA
"1124",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,481,1,0.481,"1920*1080",NA,NA,NA,"black","60cm",NA
"1125",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,359,0,0.359,"1920*1080",NA,NA,NA,"black","60cm",NA
"1126",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,356,1,0.356,"1920*1080",NA,NA,NA,"black","60cm",NA
"1127",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,378,0,0.378,"1920*1080",NA,NA,NA,"black","60cm",NA
"1128",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,481,1,0.481,"1920*1080",NA,NA,NA,"black","60cm",NA
"1129",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,337,1,0.337,"1920*1080",NA,NA,NA,"black","60cm",NA
"1130",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,401,1,0.401,"1920*1080",NA,NA,NA,"black","60cm",NA
"1131",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,410,0,0.41,"1920*1080",NA,NA,NA,"black","60cm",NA
"1132",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,418,1,0.418,"1920*1080",NA,NA,NA,"black","60cm",NA
"1133",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,401,1,0.401,"1920*1080",NA,NA,NA,"black","60cm",NA
"1134",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",5,264,0,0.264,"1920*1080",NA,NA,NA,"black","60cm",NA
"1135",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,625,1,0.625,"1920*1080",NA,NA,NA,"black","60cm",NA
"1136",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,505,1,0.505,"1920*1080",NA,NA,NA,"black","60cm",NA
"1137",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,337,0,0.337,"1920*1080",NA,NA,NA,"black","60cm",NA
"1138",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,275,1,0.275,"1920*1080",NA,NA,NA,"black","60cm",NA
"1139",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,339,1,0.339,"1920*1080",NA,NA,NA,"black","60cm",NA
"1140",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,435,1,0.435,"1920*1080",NA,NA,NA,"black","60cm",NA
"1141",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,383,0,0.383,"1920*1080",NA,NA,NA,"black","60cm",NA
"1142",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,443,1,0.443,"1920*1080",NA,NA,NA,"black","60cm",NA
"1143",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,248,0,0.248,"1920*1080",NA,NA,NA,"black","60cm",NA
"1144",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,294,0,0.294,"1920*1080",NA,NA,NA,"black","60cm",NA
"1145",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,290,0,0.29,"1920*1080",NA,NA,NA,"black","60cm",NA
"1146",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,480,1,0.48,"1920*1080",NA,NA,NA,"black","60cm",NA
"1147",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,378,1,0.378,"1920*1080",NA,NA,NA,"black","60cm",NA
"1148",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,390,1,0.39,"1920*1080",NA,NA,NA,"black","60cm",NA
"1149",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,336,1,0.336,"1920*1080",NA,NA,NA,"black","60cm",NA
"1150",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,234,1,0.234,"1920*1080",NA,NA,NA,"black","60cm",NA
"1151",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,746,0,0.746,"1920*1080",NA,NA,NA,"black","60cm",NA
"1152",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,343,1,0.343,"1920*1080",NA,NA,NA,"black","60cm",NA
"1153",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,435,1,0.435,"1920*1080",NA,NA,NA,"black","60cm",NA
"1154",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,341,1,0.341,"1920*1080",NA,NA,NA,"black","60cm",NA
"1155",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,458,1,0.458,"1920*1080",NA,NA,NA,"black","60cm",NA
"1156",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,290,0,0.29,"1920*1080",NA,NA,NA,"black","60cm",NA
"1157",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,396,1,0.396,"1920*1080",NA,NA,NA,"black","60cm",NA
"1158",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,413,0,0.413,"1920*1080",NA,NA,NA,"black","60cm",NA
"1159",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,577,1,0.577,"1920*1080",NA,NA,NA,"black","60cm",NA
"1160",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,668,1,0.668,"1920*1080",NA,NA,NA,"black","60cm",NA
"1161",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,490,1,0.49,"1920*1080",NA,NA,NA,"black","60cm",NA
"1162",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,467,1,0.467,"1920*1080",NA,NA,NA,"black","60cm",NA
"1163",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,645,1,0.645,"1920*1080",NA,NA,NA,"black","60cm",NA
"1164",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,436,1,0.436,"1920*1080",NA,NA,NA,"black","60cm",NA
"1165",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,887,1,0.887,"1920*1080",NA,NA,NA,"black","60cm",NA
"1166",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,397,1,0.397,"1920*1080",NA,NA,NA,"black","60cm",NA
"1167",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,510,1,0.51,"1920*1080",NA,NA,NA,"black","60cm",NA
"1168",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,428,1,0.428,"1920*1080",NA,NA,NA,"black","60cm",NA
"1169",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,573,1,0.573,"1920*1080",NA,NA,NA,"black","60cm",NA
"1170",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,359,1,0.359,"1920*1080",NA,NA,NA,"black","60cm",NA
"1171",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,346,1,0.346,"1920*1080",NA,NA,NA,"black","60cm",NA
"1172",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,270,1,0.27,"1920*1080",NA,NA,NA,"black","60cm",NA
"1173",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,347,0,0.347,"1920*1080",NA,NA,NA,"black","60cm",NA
"1174",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,157,1,0.157,"1920*1080",NA,NA,NA,"black","60cm",NA
"1175",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,256,1,0.256,"1920*1080",NA,NA,NA,"black","60cm",NA
"1176",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,720,1,0.72,"1920*1080",NA,NA,NA,"black","60cm",NA
"1177",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,494,1,0.494,"1920*1080",NA,NA,NA,"black","60cm",NA
"1178",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,357,0,0.357,"1920*1080",NA,NA,NA,"black","60cm",NA
"1179",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,498,1,0.498,"1920*1080",NA,NA,NA,"black","60cm",NA
"1180",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,344,1,0.344,"1920*1080",NA,NA,NA,"black","60cm",NA
"1181",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,284,1,0.284,"1920*1080",NA,NA,NA,"black","60cm",NA
"1182",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,364,0,0.364,"1920*1080",NA,NA,NA,"black","60cm",NA
"1183",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,539,1,0.539,"1920*1080",NA,NA,NA,"black","60cm",NA
"1184",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,598,1,0.598,"1920*1080",NA,NA,NA,"black","60cm",NA
"1185",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,453,1,0.453,"1920*1080",NA,NA,NA,"black","60cm",NA
"1186",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,421,1,0.421,"1920*1080",NA,NA,NA,"black","60cm",NA
"1187",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,376,0,0.376,"1920*1080",NA,NA,NA,"black","60cm",NA
"1188",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,710,1,0.71,"1920*1080",NA,NA,NA,"black","60cm",NA
"1189",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,290,0,0.29,"1920*1080",NA,NA,NA,"black","60cm",NA
"1190",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,503,1,0.503,"1920*1080",NA,NA,NA,"black","60cm",NA
"1191",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,466,1,0.466,"1920*1080",NA,NA,NA,"black","60cm",NA
"1192",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,545,0,0.545,"1920*1080",NA,NA,NA,"black","60cm",NA
"1193",23061227,20,"Mujer","Diestro","circulo","tu","Matching",1,267,0,0.267,"1920*1080",NA,NA,NA,"black","60cm",NA
"1194",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",5,584,0,0.584,"1920*1080",NA,NA,NA,"black","60cm",NA
"1195",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,422,0,0.422,"1920*1080",NA,NA,NA,"black","60cm",NA
"1196",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,432,1,0.432,"1920*1080",NA,NA,NA,"black","60cm",NA
"1197",23061227,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,654,1,0.654,"1920*1080",NA,NA,NA,"black","60cm",NA
"1198",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,607,1,0.607,"1920*1080",NA,NA,NA,"black","60cm",NA
"1199",23061227,20,"Mujer","Diestro","circulo","tu","Matching",5,418,1,0.418,"1920*1080",NA,NA,NA,"black","60cm",NA
"1200",23061227,20,"Mujer","Diestro","triangulo","tu","Nonmatching",1,458,1,0.458,"1920*1080",NA,NA,NA,"black","60cm",NA
"1201",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,747,0,0.747,"1920*1080",NA,NA,NA,"black","60cm",NA
"1202",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,538,1,0.538,"1920*1080",NA,NA,NA,"black","60cm",NA
"1203",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,536,1,0.536,"1920*1080",NA,NA,NA,"black","60cm",NA
"1204",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,466,1,0.466,"1920*1080",NA,NA,NA,"black","60cm",NA
"1205",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,352,1,0.352,"1920*1080",NA,NA,NA,"black","60cm",NA
"1206",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,484,1,0.484,"1920*1080",NA,NA,NA,"black","60cm",NA
"1207",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,515,1,0.515,"1920*1080",NA,NA,NA,"black","60cm",NA
"1208",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,410,1,0.41,"1920*1080",NA,NA,NA,"black","60cm",NA
"1209",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,491,1,0.491,"1920*1080",NA,NA,NA,"black","60cm",NA
"1210",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,674,1,0.674,"1920*1080",NA,NA,NA,"black","60cm",NA
"1211",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,443,1,0.443,"1920*1080",NA,NA,NA,"black","60cm",NA
"1212",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,489,1,0.489,"1920*1080",NA,NA,NA,"black","60cm",NA
"1213",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,541,1,0.541,"1920*1080",NA,NA,NA,"black","60cm",NA
"1214",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,384,1,0.384,"1920*1080",NA,NA,NA,"black","60cm",NA
"1215",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,422,1,0.422,"1920*1080",NA,NA,NA,"black","60cm",NA
"1216",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,431,1,0.431,"1920*1080",NA,NA,NA,"black","60cm",NA
"1217",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,701,1,0.701,"1920*1080",NA,NA,NA,"black","60cm",NA
"1218",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,345,0,0.345,"1920*1080",NA,NA,NA,"black","60cm",NA
"1219",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,486,1,0.486,"1920*1080",NA,NA,NA,"black","60cm",NA
"1220",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,856,1,0.856,"1920*1080",NA,NA,NA,"black","60cm",NA
"1221",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,700,1,0.7,"1920*1080",NA,NA,NA,"black","60cm",NA
"1222",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,244,1,0.244,"1920*1080",NA,NA,NA,"black","60cm",NA
"1223",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,861,1,0.861,"1920*1080",NA,NA,NA,"black","60cm",NA
"1224",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,447,1,0.447,"1920*1080",NA,NA,NA,"black","60cm",NA
"1225",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,473,0,0.473,"1920*1080",NA,NA,NA,"black","60cm",NA
"1226",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,562,1,0.562,"1920*1080",NA,NA,NA,"black","60cm",NA
"1227",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,952,1,0.952,"1920*1080",NA,NA,NA,"black","60cm",NA
"1228",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,513,1,0.513,"1920*1080",NA,NA,NA,"black","60cm",NA
"1229",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,537,1,0.537,"1920*1080",NA,NA,NA,"black","60cm",NA
"1230",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,367,1,0.367,"1920*1080",NA,NA,NA,"black","60cm",NA
"1231",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",5,335,0,0.335,"1920*1080",NA,NA,NA,"black","60cm",NA
"1232",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,683,1,0.683,"1920*1080",NA,NA,NA,"black","60cm",NA
"1233",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,789,1,0.789,"1920*1080",NA,NA,NA,"black","60cm",NA
"1234",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,470,1,0.47,"1920*1080",NA,NA,NA,"black","60cm",NA
"1235",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,480,1,0.48,"1920*1080",NA,NA,NA,"black","60cm",NA
"1236",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,760,1,0.76,"1920*1080",NA,NA,NA,"black","60cm",NA
"1237",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,490,1,0.49,"1920*1080",NA,NA,NA,"black","60cm",NA
"1238",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,549,0,0.549,"1920*1080",NA,NA,NA,"black","60cm",NA
"1239",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,935,1,0.935,"1920*1080",NA,NA,NA,"black","60cm",NA
"1240",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,412,1,0.412,"1920*1080",NA,NA,NA,"black","60cm",NA
"1241",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,420,1,0.42,"1920*1080",NA,NA,NA,"black","60cm",NA
"1242",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,319,1,0.319,"1920*1080",NA,NA,NA,"black","60cm",NA
"1243",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,420,1,0.42,"1920*1080",NA,NA,NA,"black","60cm",NA
"1244",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,439,1,0.439,"1920*1080",NA,NA,NA,"black","60cm",NA
"1245",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",5,390,0,0.39,"1920*1080",NA,NA,NA,"black","60cm",NA
"1246",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,483,1,0.483,"1920*1080",NA,NA,NA,"black","60cm",NA
"1247",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,401,1,0.401,"1920*1080",NA,NA,NA,"black","60cm",NA
"1248",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,799,1,0.799,"1920*1080",NA,NA,NA,"black","60cm",NA
"1249",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,604,1,0.604,"1920*1080",NA,NA,NA,"black","60cm",NA
"1250",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,328,1,0.328,"1920*1080",NA,NA,NA,"black","60cm",NA
"1251",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,725,1,0.725,"1920*1080",NA,NA,NA,"black","60cm",NA
"1252",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,863,1,0.863,"1920*1080",NA,NA,NA,"black","60cm",NA
"1253",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,646,1,0.646,"1920*1080",NA,NA,NA,"black","60cm",NA
"1254",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,383,1,0.383,"1920*1080",NA,NA,NA,"black","60cm",NA
"1255",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,252,1,0.252,"1920*1080",NA,NA,NA,"black","60cm",NA
"1256",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,400,1,0.4,"1920*1080",NA,NA,NA,"black","60cm",NA
"1257",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,450,1,0.45,"1920*1080",NA,NA,NA,"black","60cm",NA
"1258",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,400,1,0.4,"1920*1080",NA,NA,NA,"black","60cm",NA
"1259",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,338,1,0.338,"1920*1080",NA,NA,NA,"black","60cm",NA
"1260",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,397,1,0.397,"1920*1080",NA,NA,NA,"black","60cm",NA
"1261",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,699,1,0.699,"1920*1080",NA,NA,NA,"black","60cm",NA
"1262",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",5,474,0,0.474,"1920*1080",NA,NA,NA,"black","60cm",NA
"1263",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",5,517,0,0.517,"1920*1080",NA,NA,NA,"black","60cm",NA
"1264",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,482,1,0.482,"1920*1080",NA,NA,NA,"black","60cm",NA
"1265",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,529,1,0.529,"1920*1080",NA,NA,NA,"black","60cm",NA
"1266",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,564,1,0.564,"1920*1080",NA,NA,NA,"black","60cm",NA
"1267",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,642,1,0.642,"1920*1080",NA,NA,NA,"black","60cm",NA
"1268",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,720,1,0.72,"1920*1080",NA,NA,NA,"black","60cm",NA
"1269",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,718,1,0.718,"1920*1080",NA,NA,NA,"black","60cm",NA
"1270",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,566,1,0.566,"1920*1080",NA,NA,NA,"black","60cm",NA
"1271",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,447,1,0.447,"1920*1080",NA,NA,NA,"black","60cm",NA
"1272",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,467,1,0.467,"1920*1080",NA,NA,NA,"black","60cm",NA
"1273",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",1,501,1,0.501,"1920*1080",NA,NA,NA,"black","60cm",NA
"1274",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,483,1,0.483,"1920*1080",NA,NA,NA,"black","60cm",NA
"1275",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,419,1,0.419,"1920*1080",NA,NA,NA,"black","60cm",NA
"1276",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",1,663,1,0.663,"1920*1080",NA,NA,NA,"black","60cm",NA
"1277",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",NA,0,0,0,"1920*1080",NA,NA,NA,"black","60cm",NA
"1278",23334772,21,"Hombre","Diestro","cuadrado","amigo","Matching",5,450,1,0.45,"1920*1080",NA,NA,NA,"black","60cm",NA
"1279",23334772,21,"Hombre","Diestro","circulo","amigo","Nonmatching",5,290,0,0.29,"1920*1080",NA,NA,NA,"black","60cm",NA
"1280",23334772,21,"Hombre","Diestro","triangulo","amigo","Nonmatching",5,88,0,0.088,"1920*1080",NA,NA,NA,"black","60cm",NA
"1281",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,506,1,0.506,"1920*1080",NA,NA,NA,"black","60cm",NA
"1282",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",1,549,1,0.549,"1920*1080",NA,NA,NA,"black","60cm",NA
"1283",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",1,409,1,0.409,"1920*1080",NA,NA,NA,"black","60cm",NA
"1284",23334772,21,"Hombre","Diestro","cuadrado","extrano","Nonmatching",1,568,1,0.568,"1920*1080",NA,NA,NA,"black","60cm",NA
"1285",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,898,1,0.898,"1920*1080",NA,NA,NA,"black","60cm",NA
"1286",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",1,517,1,0.517,"1920*1080",NA,NA,NA,"black","60cm",NA
"1287",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,472,1,0.472,"1920*1080",NA,NA,NA,"black","60cm",NA
"1288",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",1,380,0,0.38,"1920*1080",NA,NA,NA,"black","60cm",NA
"1289",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",1,364,1,0.364,"1920*1080",NA,NA,NA,"black","60cm",NA
"1290",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,388,1,0.388,"1920*1080",NA,NA,NA,"black","60cm",NA
"1291",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,509,1,0.509,"1920*1080",NA,NA,NA,"black","60cm",NA
"1292",23334772,21,"Hombre","Diestro","cuadrado","extrano","Nonmatching",1,415,1,0.415,"1920*1080",NA,NA,NA,"black","60cm",NA
"1293",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",1,444,0,0.444,"1920*1080",NA,NA,NA,"black","60cm",NA
"1294",23334772,21,"Hombre","Diestro","cuadrado","extrano","Nonmatching",1,514,1,0.514,"1920*1080",NA,NA,NA,"black","60cm",NA
"1295",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",1,496,0,0.496,"1920*1080",NA,NA,NA,"black","60cm",NA
"1296",23334772,21,"Hombre","Diestro","cuadrado","extrano","Nonmatching",1,379,1,0.379,"1920*1080",NA,NA,NA,"black","60cm",NA
"1297",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,428,1,0.428,"1920*1080",NA,NA,NA,"black","60cm",NA
"1298",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,605,1,0.605,"1920*1080",NA,NA,NA,"black","60cm",NA
"1299",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",5,526,0,0.526,"1920*1080",NA,NA,NA,"black","60cm",NA
"1300",23334772,21,"Hombre","Diestro","circulo","extrano","Nonmatching",5,499,0,0.499,"1920*1080",NA,NA,NA,"black","60cm",NA
"1301",23334772,21,"Hombre","Diestro","triangulo","extrano","Matching",5,637,1,0.637,"1920*1080",NA,NA,NA,"black","60cm",NA
