"Subject","Age","Gender","Handedness","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Session","RT_ms","RT_sec","ACC"
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",569,0.569,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",748,0.748,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",620,0.62,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",434,0.434,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",451,0.451,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",620,0.62,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",475,0.475,0
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",609,0.609,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",528,0.528,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",475,0.475,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",683,0.683,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",591,0.591,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",490,0.49,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",431,0.431,0
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",519,0.519,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",494,0.494,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",606,0.606,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",669,0.669,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",617,0.617,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",560,0.56,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",460,0.46,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",473,0.473,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",464,0.464,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",520,0.52,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",465,0.465,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",468,0.468,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",532,0.532,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",594,0.594,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",581,0.581,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",400,0.4,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",447,0.447,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",458,0.458,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",573,0.573,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",471,0.471,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",461,0.461,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",463,0.463,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",533,0.533,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",498,0.498,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",745,0.745,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",531,0.531,0
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",510,0.51,0
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",413,0.413,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",714,0.714,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",583,0.583,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",768,0.768,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",579,0.579,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",724,0.724,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",535,0.535,0
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",369,0.369,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",723,0.723,0
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",918,0.918,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",515,0.515,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",618,0.618,0
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","1",477,0.477,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",608,0.608,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",669,0.669,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",536,0.536,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",481,0.481,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",487,0.487,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",487,0.487,0
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",498,0.498,0
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",636,0.636,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",603,0.603,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","1",507,0.507,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","1",616,0.616,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",467,0.467,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",442,0.442,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",421,0.421,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",814,0.814,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",543,0.543,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",399,0.399,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","1",826,0.826,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",371,0.371,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",488,0.488,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",559,0.559,1
9,"21","m","R","Matching","Self","Self","Self","Self","1",415,0.415,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","1",555,0.555,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",699,0.699,0
9,"21","m","R","Nonmatching","Close","Self","Self","Self","1",735,0.735,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",462,0.462,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",571,0.571,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",992,0.992,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",488,0.488,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",554,0.554,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",739,0.739,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",503,0.503,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",530,0.53,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",555,0.555,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",532,0.532,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","1",618,0.618,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","1",739,0.739,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",516,0.516,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","1",549,0.549,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","1",473,0.473,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",690,0.69,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",649,0.649,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",429,0.429,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",463,0.463,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",511,0.511,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",767,0.767,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",538,0.538,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",747,0.747,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",801,0.801,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",479,0.479,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",491,0.491,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",507,0.507,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",601,0.601,0
9,"21","m","R","Matching","Self","Self","Self","Self","2",523,0.523,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",639,0.639,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",471,0.471,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",808,0.808,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",446,0.446,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",597,0.597,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",651,0.651,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",446,0.446,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",500,0.5,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",764,0.764,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",801,0.801,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",691,0.691,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",478,0.478,0
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",493,0.493,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",736,0.736,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",663,0.663,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",426,0.426,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",632,0.632,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",633,0.633,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",468,0.468,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",303,0.303,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",749,0.749,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",711,0.711,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",321,0.321,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",393,0.393,0
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",615,0.615,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",569,0.569,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",483,0.483,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",619,0.619,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",501,0.501,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",777,0.777,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",757,0.757,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",521,0.521,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",567,0.567,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",546,0.546,0
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",613,0.613,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",579,0.579,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",487,0.487,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",715,0.715,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",637,0.637,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",458,0.458,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",690,0.69,0
9,"21","m","R","Matching","Self","Self","Self","Self","2",293,0.293,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",883,0.883,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",542,0.542,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",725,0.725,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",615,0.615,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",711,0.711,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",583,0.583,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",711,0.711,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",718,0.718,0
9,"21","m","R","Matching","Self","Self","Self","Self","2",545,0.545,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",573,0.573,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",665,0.665,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",591,0.591,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",843,0.843,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",539,0.539,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",470,0.47,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",543,0.543,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",610,0.61,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",549,0.549,0
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",707,0.707,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",704,0.704,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",434,0.434,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",397,0.397,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",621,0.621,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",850,0.85,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",896,0.896,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",509,0.509,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",556,0.556,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",735,0.735,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",659,0.659,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",481,0.481,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",820,0.82,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",943,0.943,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",663,0.663,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",580,0.58,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",699,0.699,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",1087,1.087,3
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",725,0.725,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",507,0.507,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",645,0.645,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",457,0.457,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",958,0.958,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",653,0.653,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",562,0.562,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",501,0.501,0
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",614,0.614,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",537,0.537,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",553,0.553,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",567,0.567,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",611,0.611,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",729,0.729,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",394,0.394,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",671,0.671,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",625,0.625,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",723,0.723,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",487,0.487,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",617,0.617,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",736,0.736,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",797,0.797,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",563,0.563,0
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",583,0.583,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",545,0.545,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",716,0.716,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",514,0.514,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",469,0.469,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",571,0.571,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",406,0.406,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",475,0.475,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",481,0.481,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",699,0.699,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",884,0.884,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",663,0.663,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",381,0.381,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",471,0.471,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",800,0.8,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",835,0.835,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",541,0.541,0
9,"21","m","R","Matching","Self","Self","Self","Self","2",538,0.538,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",831,0.831,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",496,0.496,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",639,0.639,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",883,0.883,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",605,0.605,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",619,0.619,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",597,0.597,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",590,0.59,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",884,0.884,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",473,0.473,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",475,0.475,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",517,0.517,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",631,0.631,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",611,0.611,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",599,0.599,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",503,0.503,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",517,0.517,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",825,0.825,0
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",533,0.533,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",499,0.499,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",477,0.477,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",415,0.415,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",653,0.653,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",510,0.51,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",553,0.553,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",613,0.613,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",610,0.61,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",457,0.457,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",578,0.578,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",379,0.379,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",609,0.609,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",639,0.639,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",818,0.818,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",497,0.497,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",679,0.679,0
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",659,0.659,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",680,0.68,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",348,0.348,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",835,0.835,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",497,0.497,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",772,0.772,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",516,0.516,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",640,0.64,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",875,0.875,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",499,0.499,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",542,0.542,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",541,0.541,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",706,0.706,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",943,0.943,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",903,0.903,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",694,0.694,0
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",1044,1.044,3
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",656,0.656,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",570,0.57,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",449,0.449,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",777,0.777,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",605,0.605,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",457,0.457,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",551,0.551,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",608,0.608,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",709,0.709,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",781,0.781,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",543,0.543,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",439,0.439,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",624,0.624,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",436,0.436,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",649,0.649,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",556,0.556,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",455,0.455,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",538,0.538,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",701,0.701,0
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",533,0.533,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",1012,1.012,3
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",554,0.554,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",643,0.643,1
9,"21","m","R","Nonmatching","Close","Stranger","Stranger","Stranger","2",685,0.685,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",530,0.53,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",450,0.45,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",607,0.607,1
9,"21","m","R","Matching","Self","Self","Self","Self","2",520,0.52,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",708,0.708,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",702,0.702,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",605,0.605,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",578,0.578,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",654,0.654,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",534,0.534,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",395,0.395,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",424,0.424,1
9,"21","m","R","Nonmatching","Stranger","Friend","Friend","Close","2",450,0.45,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",423,0.423,0
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",586,0.586,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",646,0.646,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",599,0.599,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",759,0.759,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",705,0.705,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",586,0.586,1
9,"21","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","2",702,0.702,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",591,0.591,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",883,0.883,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",593,0.593,1
9,"21","m","R","Nonmatching","Stranger","Self","Self","Self","2",657,0.657,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",518,0.518,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",749,0.749,1
9,"21","m","R","Matching","Close","Friend","Friend","Close","2",439,0.439,1
9,"21","m","R","Matching","Stranger","Stranger","Stranger","Stranger","2",598,0.598,1
9,"21","m","R","Nonmatching","Close","Self","Self","Self","2",608,0.608,1
9,"21","m","R","Nonmatching","Self","Friend","Friend","Close","2",645,0.645,1
10,"22","m","R","Matching","Close","Friend","Friend","Close","1",607,0.607,1
10,"22","m","R","Matching","Close","Friend","Friend","Close","1",752,0.752,0
10,"22","m","R","Matching","Self","Self","Self","Self","1",410,0.41,1
10,"22","m","R","Matching","Self","Self","Self","Self","1",435,0.435,1
10,"22","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",486,0.486,0
10,"22","m","R","Matching","Self","Self","Self","Self","1",609,0.609,1
10,"22","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",425,0.425,1
10,"22","m","R","Nonmatching","Stranger","Self","Self","Self","1",409,0.409,1
10,"22","m","R","Nonmatching","Self","Stranger","Stranger","Stranger","1",497,0.497,1
10,"22","m","R","Matching","Close","Friend","Friend","Close","1",352,0.352,1
10,"22","m","R","Matching","Self","Self","Self","Self","1",430,0.43,1
10,"22","m","R","Matching","Stranger","Stranger","Stranger","Stranger","1",471,0.471,0
10,"22","m","R","Nonmatching","Stranger","Self","Self","Self","1",916,0.916,1
10,"22","m","R","Nonmatching","Stranger","Self","Self","Self","1",577,0.577,1
10,"22","m","R","Nonmatching","Stranger","Self","Self","Self","1",588,0.588,1
