Shape,Label,Condition,ShapeLoc,resp,rt,WeShape,TheyShape,AloneShape,SelfShape,corr,trialinBlock,Block,Handedness,First Language,Participant Number,Gender,Age,Training/Experiment,Outlier,Self/Other,Identity Label,Shapetype,Pronountype
Self,They,Mismatch,Top,m,0.983508234,STAR,CIRCLE,DIAMOND,TRIANGLE,1,59,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,Self,Mismatch,Top,m,1.266847377,STAR,CIRCLE,DIAMOND,TRIANGLE,1,60,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.766889818,STAR,CIRCLE,DIAMOND,TRIANGLE,1,61,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,m,1.016817077,STAR,CIRCLE,DIAMOND,TRIANGLE,1,62,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,m,1.033456101,STAR,CIRCLE,DIAMOND,TRIANGLE,1,63,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,We,Mismatch,Bottom,m,1.050156714,STAR,CIRCLE,DIAMOND,TRIANGLE,1,64,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.800176158,STAR,CIRCLE,DIAMOND,TRIANGLE,1,65,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Top,n,1.066832454,STAR,CIRCLE,DIAMOND,TRIANGLE,0,66,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,0.85011455,STAR,CIRCLE,DIAMOND,TRIANGLE,1,67,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.750165518,STAR,CIRCLE,DIAMOND,TRIANGLE,1,68,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,You,Mismatch,Bottom,m,0.800118123,STAR,CIRCLE,DIAMOND,TRIANGLE,1,69,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.683478348,STAR,CIRCLE,DIAMOND,TRIANGLE,1,70,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,m,0.73351386,STAR,CIRCLE,DIAMOND,TRIANGLE,1,71,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.766785592,STAR,CIRCLE,DIAMOND,TRIANGLE,1,72,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Top,m,0.966819071,STAR,CIRCLE,DIAMOND,TRIANGLE,1,73,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Top,m,1.266832375,STAR,CIRCLE,DIAMOND,TRIANGLE,0,74,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.716825091,STAR,CIRCLE,DIAMOND,TRIANGLE,1,75,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.866821084,STAR,CIRCLE,DIAMOND,TRIANGLE,1,76,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,They,Mismatch,Bottom,m,0.950167018,STAR,CIRCLE,DIAMOND,TRIANGLE,1,77,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.750174993,STAR,CIRCLE,DIAMOND,TRIANGLE,1,78,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.950152411,STAR,CIRCLE,DIAMOND,TRIANGLE,1,79,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.683515064,STAR,CIRCLE,DIAMOND,TRIANGLE,1,80,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,m,0.766828625,STAR,CIRCLE,DIAMOND,TRIANGLE,1,81,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.666830243,STAR,CIRCLE,DIAMOND,TRIANGLE,1,82,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.666840903,STAR,CIRCLE,DIAMOND,TRIANGLE,1,83,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.750165518,STAR,CIRCLE,DIAMOND,TRIANGLE,1,84,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Bottom,m,0.750171045,STAR,CIRCLE,DIAMOND,TRIANGLE,1,85,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.800137468,STAR,CIRCLE,DIAMOND,TRIANGLE,1,86,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.983512577,STAR,CIRCLE,DIAMOND,TRIANGLE,1,87,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,They,Mismatch,Bottom,m,0.81680847,STAR,CIRCLE,DIAMOND,TRIANGLE,1,88,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,Self,Mismatch,Bottom,m,0.749952723,STAR,CIRCLE,DIAMOND,TRIANGLE,1,89,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Bottom,m,0.983465991,STAR,CIRCLE,DIAMOND,TRIANGLE,1,90,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Top,m,0.850156793,STAR,CIRCLE,DIAMOND,TRIANGLE,1,91,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,They,Mismatch,Bottom,m,1.066822979,STAR,CIRCLE,DIAMOND,TRIANGLE,1,92,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,m,0.883506694,STAR,CIRCLE,DIAMOND,TRIANGLE,1,93,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,We,Mismatch,Top,m,1.033485711,STAR,CIRCLE,DIAMOND,TRIANGLE,1,94,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.950154779,STAR,CIRCLE,DIAMOND,TRIANGLE,1,95,2,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.783471597,STAR,CIRCLE,DIAMOND,TRIANGLE,1,96,2,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,Self,Mismatch,Top,None,None,STAR,CIRCLE,DIAMOND,TRIANGLE,3,1,3,l,Hungarian,12,Male,22,EXPERIMENT,1,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,You,Mismatch,Top,m,1.050162241,STAR,CIRCLE,DIAMOND,TRIANGLE,1,2,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,1.283473768,STAR,CIRCLE,DIAMOND,TRIANGLE,1,3,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.233289024,STAR,CIRCLE,DIAMOND,TRIANGLE,1,4,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Bottom,m,0.816830579,STAR,CIRCLE,DIAMOND,TRIANGLE,1,5,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.900137823,STAR,CIRCLE,DIAMOND,TRIANGLE,1,6,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.816840449,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Bottom,n,1.083477006,STAR,CIRCLE,DIAMOND,TRIANGLE,0,8,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.666809714,STAR,CIRCLE,DIAMOND,TRIANGLE,1,9,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.900229415,STAR,CIRCLE,DIAMOND,TRIANGLE,1,10,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,They,Match,Top,None,None,STAR,CIRCLE,DIAMOND,TRIANGLE,3,11,3,l,Hungarian,12,Male,22,EXPERIMENT,1,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,m,1.516786875,STAR,CIRCLE,DIAMOND,TRIANGLE,0,12,3,l,Hungarian,12,Male,22,EXPERIMENT,1,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,1.000129493,STAR,CIRCLE,DIAMOND,TRIANGLE,1,13,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,We,Mismatch,Top,m,0.966780381,STAR,CIRCLE,DIAMOND,TRIANGLE,1,14,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,They,Mismatch,Bottom,m,0.916827381,STAR,CIRCLE,DIAMOND,TRIANGLE,1,15,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,You,Mismatch,Top,m,0.950152411,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Bottom,n,0.633489817,STAR,CIRCLE,DIAMOND,TRIANGLE,1,17,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Top,m,0.833501977,STAR,CIRCLE,DIAMOND,TRIANGLE,1,18,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.716810089,STAR,CIRCLE,DIAMOND,TRIANGLE,1,19,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Bottom,n,0.850161925,STAR,CIRCLE,DIAMOND,TRIANGLE,1,20,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Bottom,m,0.766806121,STAR,CIRCLE,DIAMOND,TRIANGLE,1,21,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Bottom,m,1.566790409,STAR,CIRCLE,DIAMOND,TRIANGLE,0,22,3,l,Hungarian,12,Male,22,EXPERIMENT,1,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,We,Mismatch,Top,m,0.850148107,STAR,CIRCLE,DIAMOND,TRIANGLE,1,23,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.683510326,STAR,CIRCLE,DIAMOND,TRIANGLE,1,24,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.766841653,STAR,CIRCLE,DIAMOND,TRIANGLE,1,25,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,1.333450851,STAR,CIRCLE,DIAMOND,TRIANGLE,1,26,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.750161965,STAR,CIRCLE,DIAMOND,TRIANGLE,1,27,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,m,0.883512221,STAR,CIRCLE,DIAMOND,TRIANGLE,0,28,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,You,Mismatch,Top,m,0.766802173,STAR,CIRCLE,DIAMOND,TRIANGLE,1,29,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,m,1.133525546,STAR,CIRCLE,DIAMOND,TRIANGLE,1,30,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,m,0.866795422,STAR,CIRCLE,DIAMOND,TRIANGLE,1,31,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.91687673,STAR,CIRCLE,DIAMOND,TRIANGLE,1,32,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,Self,Mismatch,Top,m,1.100142876,STAR,CIRCLE,DIAMOND,TRIANGLE,1,33,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,You,Mismatch,Top,m,0.716801404,STAR,CIRCLE,DIAMOND,TRIANGLE,1,34,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.933501542,STAR,CIRCLE,DIAMOND,TRIANGLE,1,35,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.583511156,STAR,CIRCLE,DIAMOND,TRIANGLE,1,36,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,m,0.750162754,STAR,CIRCLE,DIAMOND,TRIANGLE,1,37,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,You,Mismatch,Bottom,m,1.116800851,STAR,CIRCLE,DIAMOND,TRIANGLE,1,38,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.700153694,STAR,CIRCLE,DIAMOND,TRIANGLE,1,39,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.650182533,STAR,CIRCLE,DIAMOND,TRIANGLE,1,40,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,m,0.833476315,STAR,CIRCLE,DIAMOND,TRIANGLE,0,41,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
They,You,Mismatch,Bottom,m,0.766817176,STAR,CIRCLE,DIAMOND,TRIANGLE,1,42,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,SINGULARLABEL
You,They,Mismatch,Top,m,0.800176157,STAR,CIRCLE,DIAMOND,TRIANGLE,1,43,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
They,They,Match,Top,n,0.733472801,STAR,CIRCLE,DIAMOND,TRIANGLE,1,44,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.550175072,STAR,CIRCLE,DIAMOND,TRIANGLE,1,45,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Top,m,0.766840863,STAR,CIRCLE,DIAMOND,TRIANGLE,1,46,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,1.250154661,STAR,CIRCLE,DIAMOND,TRIANGLE,1,47,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.750135513,STAR,CIRCLE,DIAMOND,TRIANGLE,1,48,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Bottom,n,0.750148147,STAR,CIRCLE,DIAMOND,TRIANGLE,1,49,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Top,m,0.700148956,STAR,CIRCLE,DIAMOND,TRIANGLE,1,50,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
We,They,Mismatch,Top,n,0.683526908,STAR,CIRCLE,DIAMOND,TRIANGLE,0,51,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Bottom,n,0.700168301,STAR,CIRCLE,DIAMOND,TRIANGLE,1,52,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
We,We,Match,Top,n,0.683517038,STAR,CIRCLE,DIAMOND,TRIANGLE,1,53,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,We,Mismatch,Bottom,m,0.833516979,STAR,CIRCLE,DIAMOND,TRIANGLE,1,54,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Top,n,0.716800614,STAR,CIRCLE,DIAMOND,TRIANGLE,1,55,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
Self,You,Mismatch,Top,n,1.150136935,STAR,CIRCLE,DIAMOND,TRIANGLE,0,56,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Top,m,0.883533146,STAR,CIRCLE,DIAMOND,TRIANGLE,1,57,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,They,Mismatch,Bottom,m,0.983500338,STAR,CIRCLE,DIAMOND,TRIANGLE,1,58,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
You,You,Match,Top,n,1.266867907,STAR,CIRCLE,DIAMOND,TRIANGLE,1,59,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,0.783502391,STAR,CIRCLE,DIAMOND,TRIANGLE,1,60,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
You,Self,Mismatch,Bottom,m,0.750182099,STAR,CIRCLE,DIAMOND,TRIANGLE,1,61,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,We,Match,Top,n,0.533509596,STAR,CIRCLE,DIAMOND,TRIANGLE,1,62,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,PLURALLABEL
They,They,Match,Bottom,n,0.56683581,STAR,CIRCLE,DIAMOND,TRIANGLE,1,63,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.083451344,STAR,CIRCLE,DIAMOND,TRIANGLE,1,64,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,They,Mismatch,Top,m,0.933474301,STAR,CIRCLE,DIAMOND,TRIANGLE,1,65,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
We,Self,Mismatch,Bottom,m,0.850169821,STAR,CIRCLE,DIAMOND,TRIANGLE,1,66,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
You,You,Match,Top,n,0.86685859,STAR,CIRCLE,DIAMOND,TRIANGLE,1,67,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Top,n,1.03352598,STAR,CIRCLE,DIAMOND,TRIANGLE,1,68,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
We,They,Mismatch,Top,m,0.716827855,STAR,CIRCLE,DIAMOND,TRIANGLE,1,69,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,They,Mismatch,Top,m,1.033461628,STAR,CIRCLE,DIAMOND,TRIANGLE,1,70,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,PLURALLABEL
Self,Self,Match,Top,n,0.850178901,STAR,CIRCLE,DIAMOND,TRIANGLE,1,71,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
They,Self,Mismatch,Top,m,0.800157207,STAR,CIRCLE,DIAMOND,TRIANGLE,1,72,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
Self,We,Mismatch,Top,m,1.100118399,STAR,CIRCLE,DIAMOND,TRIANGLE,1,73,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
We,They,Mismatch,Bottom,m,0.750125643,STAR,CIRCLE,DIAMOND,TRIANGLE,1,74,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
We,Self,Mismatch,Top,n,1.400114727,STAR,CIRCLE,DIAMOND,TRIANGLE,0,75,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,PLURALSHAPE,SINGULARLABEL
They,They,Match,Top,n,0.800161945,STAR,CIRCLE,DIAMOND,TRIANGLE,1,76,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,PLURALSHAPE,PLURALLABEL
You,You,Match,Bottom,n,1.416786915,STAR,CIRCLE,DIAMOND,TRIANGLE,1,77,3,l,Hungarian,12,Male,22,EXPERIMENT,0,OTHERSHAPE,OTHERLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.700167511,STAR,CIRCLE,DIAMOND,TRIANGLE,1,78,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,Self,Match,Bottom,n,0.866825032,STAR,CIRCLE,DIAMOND,TRIANGLE,1,79,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,SINGULARLABEL
Self,We,Mismatch,Top,m,0.850159556,STAR,CIRCLE,DIAMOND,TRIANGLE,1,80,3,l,Hungarian,12,Male,22,EXPERIMENT,0,SELFSHAPE,SELFLABEL,SINGULARSHAPE,PLURALLABEL
