VP,age,sex,exp,Studie,SPErt1,SPErt2,SPErt,SPEd,SPEd1,SPEd2,ime1,ine1,mme1,mne1,bme1,bne1,ime2,ine2,mme2,mne2,bme2,bne2,RTim1,RTin1,RTmm1,RTmn1,RTbm1,RTbn1,RTim2,RTin2,RTmm2,RTmn2,RTbm2,RTbn2,SPEreduction,RTin,RTbn,RTmn,ine,bne,mne
63,19,0,1,2,60.8004385964912,86.3616600790513,73.5810493377713,.269995254392657,.674113346800686,-.134122838015371,0,7,3,6,6,2,1,5,7,3,2,0,515.625,634.764705882353,560.166666666667,624.7,592.684210526316,627.666666666667,543.95652173913,619.142857142857,622,610.05,638.636363636364,638.521739130435,25.5612214825601,626.953781512605,633.094202898551,617.375,6,1,4.5
64,19,0,0,2,27.5188405797101,26.2938596491228,26.9063501144165,.426790240484298,.618042659908902,.235537821059694,0,3,1,3,6,1,2,5,5,4,5,3,565.333333333333,658.47619047619,576.304347826087,665.272727272727,609.4,640.238095238095,564.416666666667,620.947368421053,582.526315789474,617.555555555556,598.894736842105,637.772727272727,-1.22498093058732,639.711779448622,639.005411255411,641.414141414141,4,2,3.5
65,20,0,1,2,103.466911764706,60.0041866028708,81.7355491837884,.692985322818001,.57658265453634,.809387991099662,2,7,8,4,8,8,5,4,15,4,16,5,510.5,612.666666666667,592.875,614.095238095238,635.058823529412,609.470588235294,514.052631578947,590.52380952381,604.363636363636,621.05,543.75,582.263157894737,-43.462725161835,601.595238095238,595.866873065016,617.572619047619,5.5,6.5,4
66,21,0,0,2,106.928571428571,34.3079365079365,70.618253968254,.0964486060864057,.196463294136144,-.00356608196333252,4,4,3,4,12,3,11,10,9,11,10,12,637.095238095238,818.05,667.380952380952,827.952380952381,820.666666666667,760.571428571429,577.214285714286,653,574.6,600.272727272727,648.444444444444,556.909090909091,-72.6206349206349,735.525,658.74025974026,714.112554112554,7,7.5,7.5
67,20,0,1,2,122.803787878788,49.8904573687182,86.3471226237531,-.211775828771823,-.319422554044897,-.104129103498749,1,7,2,3,3,1,2,2,4,3,2,0,646.041666666667,839.058823529412,746.590909090909,791.809523809524,791.1,757.090909090909,662.590909090909,744.478260869565,711.571428571429,772.75,713.391304347826,696.038461538462,-72.9133305100697,791.768542199488,726.564685314685,782.279761904762,4.5,.5,3
68,19,1,0,2,106.170099160946,13.3705096073517,59.7703043841487,.474518263777543,.577378177659989,.371658349895096,3,2,7,6,1,7,7,2,6,7,5,5,760.333333333333,840.260869565217,850.789473684211,858.368421052632,882.217391304348,867.333333333333,784.526315789474,810.818181818182,803.222222222222,945,792.571428571429,817.789473684211,-92.7995895535942,825.5395256917,842.561403508772,901.684210526316,2,6,6.5
69,19,0,1,2,149.119047619048,14.3516399694889,81.7353437942683,.240740235196356,.117537617321589,.363942853071124,1,3,2,3,1,3,1,6,3,2,6,7,560.625,754.25,679.904761904762,743.857142857143,739.583333333333,771.045454545455,670.086956521739,738.777777777778,618.666666666667,744.238095238095,750.210526315789,710.882352941176,-134.767407649559,746.513888888889,740.963903743316,744.047619047619,4.5,5,2.5
70,24,0,0,2,-51.8652173913043,-15.5353754940712,-33.7002964426878,-.25400504045912,-.222129307236855,-.285880773681384,1,0,0,0,0,1,3,1,1,1,1,2,694.565217391304,727.291666666667,625,712.68,660.4,712.52380952381,658.15,734.136363636364,618.272727272727,761.304347826087,666.95652173913,746.181818181818,36.3298418972331,730.714015151515,729.352813852814,736.992173913043,.5,1.5,.5
71,19,0,1,2,97.4416666666667,88.3923611111111,92.9170138888889,.766950712900683,.759064476621714,.774836949179652,1,3,1,4,11,5,1,6,6,5,9,5,480.958333333333,579.947368421053,528.8,587.842105263158,628,584.368421052632,486.791666666667,593.1875,535.555555555556,609.888888888889,614.8125,599.25,-9.04930555555558,586.567434210526,591.809210526316,598.865497076023,4.5,5,4.5
72,25,0,0,2,77.9848484848484,33.2726190476191,55.6287337662338,.960191459051571,.645967809975194,1.27441510812795,2,0,1,2,3,2,0,2,5,4,4,3,610.083333333333,738.625,685.409090909091,739.260869565217,690.727272727273,677.954545454545,585.958333333333,682.565217391304,597.761904761905,680.714285714286,640.7,678.5,-44.7122294372293,710.595108695652,678.227272727273,709.987577639752,1,2.5,3
73,19,0,1,2,-17.4008771929825,33.7682318541451,8.1836773305813,.550168602333292,.84546095066493,.254876254001654,5,1,5,7,6,6,8,4,6,9,7,7,642.684210526316,730.913043478261,617.4,698.444444444444,633.166666666667,797.5,554.882352941176,693.25,577.722222222222,680.615384615385,599.578947368421,644.529411764706,51.1691090471277,712.08152173913,721.014705882353,689.529914529915,2.5,6.5,8
74,22,0,1,2,-11.9093358395991,18.6570048309179,3.37383449565942,.179105369895042,.00319139933134327,.35501934045874,7,4,4,8,5,5,6,1,5,3,2,8,677.210526315789,741.380952380952,653.952380952381,776.1875,676.65,798.7,719.611111111111,723.315789473684,756.666666666667,775.181818181818,719.869565217391,751.411764705882,30.566340670517,732.348370927318,775.055882352941,775.684659090909,2.5,6.5,5.5
75,22,0,0,2,95.5940815477428,83.5159595959595,89.5550205718512,.840665091602577,.601678802102215,1.07965138110294,1,4,3,10,3,3,0,4,2,5,8,4,755.04347826087,927.111111111111,817.590909090909,934.066666666667,883.684210526316,905.136363636364,740.08,852.428571428571,796.136363636364,811.235294117647,851.055555555556,930.631578947368,-12.0781219517833,889.769841269841,917.883971291866,872.650980392157,4,3.5,7.5
76,23,0,0,2,54.2081339712918,38.8629807692307,46.5355573702612,-.0236713929185692,.196282669887042,-.243625455724181,3,7,6,7,6,4,8,15,9,11,11,7,635.818181818182,860.25,676.105263157895,810.315789473684,703.947368421053,801.263157894737,606.5,751.090909090909,639.1875,663,651.538461538462,780.066666666667,-15.3451532020611,805.670454545455,790.664912280702,736.657894736842,11,5.5,9
77,23,1,0,2,79.1729249011858,43.8582251082252,61.5155750047055,.0113930207860011,-.175354754272323,.198140795844326,1,1,0,4,1,0,1,2,2,4,4,0,788.25,945.285714285714,860.454545454545,933.45,874.391304347826,808.8,787.333333333333,922.904761904762,762.428571428571,849.428571428571,899.954545454545,848.583333333333,-35.3146997929606,934.095238095238,828.691666666667,891.439285714286,1.5,0,4
78,20,0,0,2,131.175,89.7877777777778,110.481388888889,.295778539778784,.309568342450298,.281988737107271,0,7,4,2,3,2,1,9,6,5,8,2,530.375,668.777777777778,656.1,638.45,667,666.47619047619,484.64,571.5,551.388888888889,559.25,597.466666666667,595.318181818182,-41.3872222222221,620.138888888889,630.897186147186,598.85,8,2,3.5
79,22,1,0,2,98.8410628019324,70.8214285714286,84.8312456866805,.30369012572017,.118143765745307,.489236485695033,5,9,3,11,9,9,6,3,4,7,10,7,646.944444444444,724.733333333333,654.304347826087,752.916666666667,837.266666666667,762.714285714286,599.6,670,632.2,655.157894736842,708.642857142857,686.944444444444,-28.0196342305038,697.366666666667,724.829365079365,704.037280701754,6,8,9
80,27,1,0,2,69.8746118012423,-46.0411255411257,11.9167431300583,.201646594800589,.0333660391416899,.369927150459488,1,3,1,2,3,2,2,3,3,4,4,4,590.652173913043,739.428571428571,637.958333333333,736.130434782609,683.095238095238,721.826086956522,684.454545454545,688.608695652174,604.636363636364,688.6,672.190476190476,705.35,-115.915737342368,714.018633540373,713.588043478261,712.365217391304,3,3,3
81,21,0,0,2,64.8053069053708,-27.8576555023924,18.4738257014892,.355542741367561,1.21322585658162,-.502140373846497,1,0,5,5,1,2,3,6,6,9,0,1,623.875,771.2,687.882352941176,752,689.478260869565,745,672.590909090909,648.294117647059,642.421052631579,668.666666666667,647.045454545455,709.954545454545,-92.6629624077632,709.747058823529,727.477272727273,710.333333333333,3,1.5,7
