"","Subject","Age","Gender","Handedness","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"1",6201,21,"male","right",1,1,"S.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",605,0.605,1
"2",6201,21,"male","right",1,2,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",537,0.537,1
"3",6201,21,"male","right",1,3,"C.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",517,0.517,1
"4",6201,21,"male","right",1,4,"C.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",728,0.728,1
"5",6201,21,"male","right",1,5,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",624,0.624,0
"6",6201,21,"male","right",1,6,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",643,0.643,1
"7",6201,21,"male","right",1,7,"P.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",671,0.671,0
"8",6201,21,"male","right",1,8,"T.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",771,0.771,0
"9",6201,21,"male","right",1,9,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",623,0.623,1
"10",6201,21,"male","right",1,10,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",347,0.347,1
"11",6201,21,"male","right",1,11,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",431,0.431,1
"12",6201,21,"male","right",1,12,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",627,0.627,1
"13",6201,21,"male","right",1,13,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",807,0.807,0
"14",6201,21,"male","right",1,14,"Tra.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",595,0.595,0
"15",6201,21,"male","right",1,15,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",511,0.511,1
"16",6201,21,"male","right",1,16,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",801,0.801,1
"17",6201,21,"male","right",1,17,"T.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",499,0.499,1
"18",6201,21,"male","right",1,18,"D.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",727,0.727,1
"19",6201,21,"male","right",1,19,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",411,0.411,1
"20",6201,21,"male","right",1,20,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",727,0.727,1
"21",6201,21,"male","right",1,21,"S.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",531,0.531,1
"22",6201,21,"male","right",1,22,"D.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",655,0.655,1
"23",6201,21,"male","right",1,23,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",331,0.331,1
"24",6201,21,"male","right",1,24,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",863,0.863,0
"25",6201,21,"male","right",1,25,"S.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",931,0.931,1
"26",6201,21,"male","right",1,26,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",759,0.759,1
"27",6201,21,"male","right",1,27,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",857,0.857,1
"28",6201,21,"male","right",1,28,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",916,0.916,1
"29",6201,21,"male","right",1,29,"T.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",840,0.84,1
"30",6201,21,"male","right",1,30,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",923,0.923,1
"31",6201,21,"male","right",1,31,"P.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",767,0.767,0
"32",6201,21,"male","right",1,32,"Tra.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",859,0.859,1
"33",6201,21,"male","right",1,33,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",607,0.607,1
"34",6201,21,"male","right",1,34,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",1051,1.051,1
"35",6201,21,"male","right",1,35,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",895,0.895,1
"36",6201,21,"male","right",1,36,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",395,0.395,1
"37",6201,21,"male","right",1,37,"S.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",471,0.471,1
"38",6201,21,"male","right",1,38,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",121,0.121,1
"39",6201,21,"male","right",1,39,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",602,0.602,1
"40",6201,21,"male","right",1,40,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",470,0.47,1
"41",6201,21,"male","right",1,41,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",338,0.338,1
"42",6201,21,"male","right",1,42,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",413,0.413,1
"43",6201,21,"male","right",1,43,"C.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",473,0.473,0
"44",6201,21,"male","right",1,44,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",469,0.469,1
"45",6201,21,"male","right",1,45,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",521,0.521,1
"46",6201,21,"male","right",1,46,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",0,0,0
"47",6201,21,"male","right",1,47,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",748,0.748,1
"48",6201,21,"male","right",1,48,"C.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",456,0.456,0
"49",6201,21,"male","right",1,49,"Tra.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",540,0.54,1
"50",6201,21,"male","right",1,50,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",567,0.567,1
"51",6201,21,"male","right",1,51,"D.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",0,0,0
"52",6201,21,"male","right",1,52,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",767,0.767,1
"53",6201,21,"male","right",1,53,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",459,0.459,1
"54",6201,21,"male","right",1,54,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",751,0.751,1
"55",6201,21,"male","right",1,55,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",601,0.601,1
"56",6201,21,"male","right",1,56,"D.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",1097,1.097,1
"57",6201,21,"male","right",1,57,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",766,0.766,1
"58",6201,21,"male","right",1,58,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",978,0.978,0
"59",6201,21,"male","right",1,59,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",670,0.67,1
"60",6201,21,"male","right",1,60,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",682,0.682,1
"61",6201,21,"male","right",1,61,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",326,0.326,1
"62",6201,21,"male","right",1,62,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",546,0.546,0
"63",6201,21,"male","right",1,63,"T.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",485,0.485,1
"64",6201,21,"male","right",1,64,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",649,0.649,1
"65",6201,21,"male","right",1,65,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",493,0.493,1
"66",6201,21,"male","right",1,66,"Tra.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",575,0.575,1
"67",6201,21,"male","right",1,67,"C.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",735,0.735,1
"68",6201,21,"male","right",1,68,"S.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",740,0.74,0
"69",6201,21,"male","right",1,69,"P.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",0,0,0
"70",6201,21,"male","right",1,70,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",668,0.668,1
"71",6201,21,"male","right",1,71,"P.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",880,0.88,1
"72",6201,21,"male","right",1,72,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",692,0.692,1
"73",6201,21,"male","right",1,73,"Tra.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",856,0.856,1
"74",6201,21,"male","right",1,74,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",340,0.34,1
"75",6201,21,"male","right",1,75,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",384,0.384,1
"76",6201,21,"male","right",1,76,"T.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",723,0.723,1
"77",6201,21,"male","right",1,77,"D.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",1093,1.093,1
"78",6201,21,"male","right",1,78,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",885,0.885,1
"79",6201,21,"male","right",1,79,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",674,0.674,1
"80",6201,21,"male","right",1,80,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",390,0.39,1
"81",6201,21,"male","right",1,81,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",554,0.554,1
"82",6201,21,"male","right",1,82,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",662,0.662,1
"83",6201,21,"male","right",1,83,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",746,0.746,1
"84",6201,21,"male","right",1,84,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",654,0.654,1
"85",6201,21,"male","right",1,85,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",978,0.978,0
"86",6201,21,"male","right",1,86,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",486,0.486,1
"87",6201,21,"male","right",1,87,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",0,0,0
"88",6201,21,"male","right",1,88,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",411,0.411,1
"89",6201,21,"male","right",1,89,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",379,0.379,1
"90",6201,21,"male","right",1,90,"P.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",712,0.712,0
"91",6201,21,"male","right",2,1,"T.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",894,0.894,1
"92",6201,21,"male","right",2,2,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",426,0.426,1
"93",6201,21,"male","right",2,3,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",702,0.702,1
"94",6201,21,"male","right",2,4,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",302,0.302,1
"95",6201,21,"male","right",2,5,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",531,0.531,1
"96",6201,21,"male","right",2,6,"P.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",926,0.926,0
"97",6201,21,"male","right",2,7,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",738,0.738,1
"98",6201,21,"male","right",2,8,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",838,0.838,1
"99",6201,21,"male","right",2,9,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",554,0.554,1
"100",6201,21,"male","right",2,10,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",430,0.43,1
"101",6201,21,"male","right",2,11,"T.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",978,0.978,1
"102",6201,21,"male","right",2,12,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",398,0.398,1
"103",6201,21,"male","right",2,13,"T.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",618,0.618,1
"104",6201,21,"male","right",2,14,"T.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",950,0.95,1
"105",6201,21,"male","right",2,15,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",278,0.278,1
"106",6201,21,"male","right",2,16,"Tra.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",667,0.667,1
"107",6201,21,"male","right",2,17,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",719,0.719,1
"108",6201,21,"male","right",2,18,"S.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",427,0.427,1
"109",6201,21,"male","right",2,19,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",726,0.726,1
"110",6201,21,"male","right",2,20,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",970,0.97,0
"111",6201,21,"male","right",2,21,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",350,0.35,1
"112",6201,21,"male","right",2,22,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",554,0.554,1
"113",6201,21,"male","right",2,23,"Tra.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",502,0.502,0
"114",6201,21,"male","right",2,24,"D.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",530,0.53,1
"115",6201,21,"male","right",2,25,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",628,0.628,1
"116",6201,21,"male","right",2,26,"D.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",0,0,0
"117",6201,21,"male","right",2,27,"C.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",361,0.361,0
"118",6201,21,"male","right",2,28,"Tra.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",933,0.933,0
"119",6201,21,"male","right",2,29,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",841,0.841,1
"120",6201,21,"male","right",2,30,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",517,0.517,1
"121",6201,21,"male","right",2,31,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",720,0.72,1
"122",6201,21,"male","right",2,32,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",740,0.74,1
"123",6201,21,"male","right",2,33,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",608,0.608,1
"124",6201,21,"male","right",2,34,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",0,0,0
"125",6201,21,"male","right",2,35,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",992,0.992,1
"126",6201,21,"male","right",2,36,"T.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",412,0.412,1
"127",6201,21,"male","right",2,37,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",604,0.604,1
"128",6201,21,"male","right",2,38,"S.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",1049,1.049,0
"129",6201,21,"male","right",2,39,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",1077,1.077,1
"130",6201,21,"male","right",2,40,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",393,0.393,1
"131",6201,21,"male","right",2,41,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",357,0.357,1
"132",6201,21,"male","right",2,42,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",585,0.585,1
"133",6201,21,"male","right",2,43,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",773,0.773,0
"134",6201,21,"male","right",2,44,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",512,0.512,1
"135",6201,21,"male","right",2,45,"S.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",412,0.412,1
"136",6201,21,"male","right",2,46,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",824,0.824,1
"137",6201,21,"male","right",2,47,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",748,0.748,1
"138",6201,21,"male","right",2,48,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",428,0.428,1
"139",6201,21,"male","right",2,49,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",497,0.497,1
"140",6201,21,"male","right",2,50,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",853,0.853,1
"141",6201,21,"male","right",2,51,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",513,0.513,1
"142",6201,21,"male","right",2,52,"Tra.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",301,0.301,0
"143",6201,21,"male","right",2,53,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",929,0.929,1
"144",6201,21,"male","right",2,54,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",365,0.365,1
"145",6201,21,"male","right",2,55,"P.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",833,0.833,1
"146",6201,21,"male","right",2,56,"C.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",708,0.708,1
"147",6201,21,"male","right",2,57,"P.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",536,0.536,1
"148",6201,21,"male","right",2,58,"D.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",556,0.556,1
"149",6201,21,"male","right",2,59,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",844,0.844,1
"150",6201,21,"male","right",2,60,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",361,0.361,1
"151",6201,21,"male","right",2,61,"S.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",1061,1.061,1
"152",6201,21,"male","right",2,62,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",409,0.409,1
"153",6201,21,"male","right",2,63,"C.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",893,0.893,1
"154",6201,21,"male","right",2,64,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",449,0.449,1
"155",6201,21,"male","right",2,65,"D.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",749,0.749,1
"156",6201,21,"male","right",2,66,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",593,0.593,1
"157",6201,21,"male","right",2,67,"D.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",0,0,0
"158",6201,21,"male","right",2,68,"C.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",697,0.697,1
"159",6201,21,"male","right",2,69,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",788,0.788,1
"160",6201,21,"male","right",2,70,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",0,0,0
"161",6201,21,"male","right",2,71,"S.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",433,0.433,1
"162",6201,21,"male","right",2,72,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",581,0.581,1
"163",6201,21,"male","right",2,73,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",721,0.721,1
"164",6201,21,"male","right",2,74,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",981,0.981,1
"165",6201,21,"male","right",2,75,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",873,0.873,1
"166",6201,21,"male","right",2,76,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",333,0.333,1
"167",6201,21,"male","right",2,77,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",681,0.681,1
"168",6201,21,"male","right",2,78,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",349,0.349,1
"169",6201,21,"male","right",2,79,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",721,0.721,1
"170",6201,21,"male","right",2,80,"C.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",597,0.597,0
"171",6201,21,"male","right",2,81,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",846,0.846,1
"172",6201,21,"male","right",2,82,"Tra.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",499,0.499,1
"173",6201,21,"male","right",2,83,"P.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",1047,1.047,1
"174",6201,21,"male","right",2,84,"P.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",1051,1.051,1
"175",6201,21,"male","right",2,85,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",327,0.327,1
"176",6201,21,"male","right",2,86,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",331,0.331,1
"177",6201,21,"male","right",2,87,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",511,0.511,1
"178",6201,21,"male","right",2,88,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",659,0.659,0
"179",6201,21,"male","right",2,89,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",631,0.631,1
"180",6201,21,"male","right",2,90,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",339,0.339,1
"181",6201,21,"male","right",3,1,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",975,0.975,1
"182",6201,21,"male","right",3,2,"P.bmp","BadOther.bmp","Nonmatching","Stranger","Stranger","Stranger",0,0,0
"183",6201,21,"male","right",3,3,"T.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",599,0.599,1
"184",6201,21,"male","right",3,4,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",603,0.603,1
"185",6201,21,"male","right",3,5,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",319,0.319,1
"186",6201,21,"male","right",3,6,"D.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",563,0.563,1
"187",6201,21,"male","right",3,7,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",485,0.485,1
"188",6201,21,"male","right",3,8,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",766,0.766,0
"189",6201,21,"male","right",3,9,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",626,0.626,1
"190",6201,21,"male","right",3,10,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",782,0.782,1
"191",6201,21,"male","right",3,11,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",354,0.354,1
"192",6201,21,"male","right",3,12,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",638,0.638,1
"193",6201,21,"male","right",3,13,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",609,0.609,1
"194",6201,21,"male","right",3,14,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",397,0.397,1
"195",6201,21,"male","right",3,15,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",409,0.409,1
"196",6201,21,"male","right",3,16,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",309,0.309,1
"197",6201,21,"male","right",3,17,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",753,0.753,1
"198",6201,21,"male","right",3,18,"S.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",673,0.673,0
"199",6201,21,"male","right",3,19,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",722,0.722,1
"200",6201,21,"male","right",3,20,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",374,0.374,1
"201",6201,21,"male","right",3,21,"C.bmp","BadSelf.bmp","Nonmatching","Self","Self","Self",778,0.778,1
"202",6201,21,"male","right",3,22,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",758,0.758,1
"203",6201,21,"male","right",3,23,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",738,0.738,1
"204",6201,21,"male","right",3,24,"C.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",710,0.71,0
"205",6201,21,"male","right",3,25,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",897,0.897,1
"206",6201,21,"male","right",3,26,"D.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",533,0.533,1
"207",6201,21,"male","right",3,27,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",457,0.457,1
"208",6201,21,"male","right",3,28,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",437,0.437,1
"209",6201,21,"male","right",3,29,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",809,0.809,1
"210",6201,21,"male","right",3,30,"C.bmp","NormalSelf.bmp","Nonmatching","Self","Self","Self",506,0.506,1
"211",6201,21,"male","right",3,31,"Tra.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",798,0.798,1
"212",6201,21,"male","right",3,32,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",874,0.874,1
"213",6201,21,"male","right",3,33,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",358,0.358,1
"214",6201,21,"male","right",3,34,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",338,0.338,1
"215",6201,21,"male","right",3,35,"T.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",654,0.654,1
"216",6201,21,"male","right",3,36,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",682,0.682,1
"217",6201,21,"male","right",3,37,"P.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",845,0.845,1
"218",6201,21,"male","right",3,38,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",585,0.585,1
"219",6201,21,"male","right",3,39,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",565,0.565,1
"220",6201,21,"male","right",3,40,"D.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",733,0.733,1
"221",6201,21,"male","right",3,41,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",334,0.334,1
"222",6201,21,"male","right",3,42,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",514,0.514,1
"223",6201,21,"male","right",3,43,"D.bmp","BadSelf.bmp","Matching","Self","Self","Self",422,0.422,1
"224",6201,21,"male","right",3,44,"T.bmp","BadOther.bmp","Matching","Stranger","Stranger","Stranger",770,0.77,1
"225",6201,21,"male","right",3,45,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",1062,1.062,1
"226",6201,21,"male","right",3,46,"Tra.bmp","NormalSelf.bmp","Matching","Self","Self","Self",306,0.306,1
"227",6201,21,"male","right",3,47,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",534,0.534,1
"228",6201,21,"male","right",3,48,"S.bmp","GoodSelf.bmp","Nonmatching","Self","Self","Self",386,0.386,0
"229",6201,21,"male","right",3,49,"Tra.bmp","NormalOther.bmp","Nonmatching","Stranger","Stranger","Stranger",478,0.478,0
"230",6201,21,"male","right",3,50,"S.bmp","NormalOther.bmp","Matching","Stranger","Stranger","Stranger",505,0.505,1
"231",6201,21,"male","right",3,51,"C.bmp","GoodSelf.bmp","Matching","Self","Self","Self",781,0.781,1
"232",6201,21,"male","right",3,52,"P.bmp","GoodOther.bmp","Matching","Stranger","Stranger","Stranger",718,0.718,1
"233",6201,21,"male","right",3,53,"D.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",546,0.546,1
"234",6201,21,"male","right",3,54,"C.bmp","GoodOther.bmp","Nonmatching","Stranger","Stranger","Stranger",622,0.622,1
