"Subject","Block","Bin","Trial","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Morality","Response","RT_ms","RT_sec","ACC"
7331,1,2,8,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",651.6,0.6516,1
7331,1,2,8,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",681.9,0.6819,1
7331,1,2,9,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",678.2,0.6782,1
7331,1,2,9,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",933.2,0.9332,1
7331,1,2,9,19,"male","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",771.5,0.7715,1
7331,1,2,9,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",682.6,0.6826,1
7331,1,2,9,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",746.3,0.7463,1
7331,1,2,9,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",717.4,0.7174,1
7331,1,2,10,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",901.4,0.9014,1
7331,1,2,10,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",937.4,0.9374,1
7331,1,2,10,19,"male","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",828.5,0.8285,1
7331,1,2,10,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good",NA,1023.1,1.0231,-1
7331,1,2,10,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",890.8,0.8908,0
7331,1,2,10,19,"male","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",885.4,0.8854,1
7331,1,2,11,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",845,0.845,1
7331,1,2,11,19,"male","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",941.7,0.9417,1
7331,1,2,11,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",842.8,0.8428,1
7331,1,2,11,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",892.2,0.8922,1
7331,1,2,11,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",958.2,0.9582,1
7331,1,2,11,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good",NA,1023.1,1.0231,-1
7331,1,2,12,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",883.6,0.8836,1
7331,1,2,12,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",702.3,0.7023,1
7331,1,2,12,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",733.1,0.7331,1
7331,1,2,12,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",747.8,0.7478,1
7331,1,2,12,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",915,0.915,1
7331,1,2,12,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",814.9,0.8149,1
7331,1,2,13,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",679.1,0.6791,1
7331,1,2,13,19,"male","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",829.9,0.8299,1
7331,1,2,13,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad",NA,1023.1,1.0231,-1
7331,1,2,13,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",860.3,0.8603,1
7331,1,2,13,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",859.1,0.8591,1
7331,1,2,13,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",808.9,0.8089,1
7331,1,2,14,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",566.3,0.5663,0
7331,1,2,14,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",932.1,0.9321,1
7331,1,2,14,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",943.7,0.9437,1
7331,1,2,14,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",847.3,0.8473,1
7331,1,2,14,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",822,0.822,1
7331,1,2,14,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",810.9,0.8109,1
7331,1,2,15,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",839.2,0.8392,1
7331,1,2,15,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",1008.4,1.0084,1
7331,1,2,15,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",608.3,0.6083,1
7331,1,2,15,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",662,0.662,1
7331,1,2,15,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",996.1,0.9961,1
7331,1,2,15,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",868.8,0.8688,1
7331,1,2,16,19,"male","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",665.7,0.6657,1
7331,1,2,16,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",798.2,0.7982,0
7331,1,2,16,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",917.9,0.9179,1
7331,1,2,16,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",896.9,0.8969,1
7331,1,2,16,19,"male","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",765.7,0.7657,0
7331,1,2,16,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",980,0.98,1
7331,1,2,17,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",772.5,0.7725,1
7331,1,2,17,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",627.9,0.6279,1
7331,1,2,17,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",782.1,0.7821,0
7331,1,2,17,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",728.6,0.7286,0
7331,1,2,17,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",926.7,0.9267,1
7331,1,2,17,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",841.2,0.8412,1
7331,1,2,18,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",709.6,0.7096,1
7331,1,2,18,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",754.1,0.7541,1
7331,1,2,18,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad",NA,1023.1,1.0231,-1
7331,1,2,18,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",836.8,0.8368,0
7331,1,2,18,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",891,0.891,1
7331,1,2,18,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",739.8,0.7398,1
7331,1,2,19,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",817.4,0.8174,1
7331,1,2,19,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",783,0.783,1
7331,1,2,19,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",833.6,0.8336,1
7331,1,2,19,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",599.3,0.5993,1
7331,1,2,19,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",906.8,0.9068,1
7331,1,2,19,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",892.3,0.8923,1
7331,1,2,20,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",635.4,0.6354,1
7331,1,2,20,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad",NA,1023.1,1.0231,-1
7331,1,2,20,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",804,0.804,1
7331,1,2,20,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",669,0.669,1
7331,1,2,20,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",710.5,0.7105,1
7331,1,2,20,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",731.9,0.7319,1
7331,1,2,21,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",573.9,0.5739,1
7331,1,2,21,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",714.4,0.7144,1
7331,1,2,21,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",921.7,0.9217,1
7331,1,2,21,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",996.2,0.9962,1
7331,1,2,21,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",954.4,0.9544,1
7331,1,2,21,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",928.2,0.9282,1
7331,1,2,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",683.1,0.6831,1
7331,1,2,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",534.2,0.5342,1
7331,1,2,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",825.8,0.8258,1
7331,1,2,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",837.6,0.8376,1
7331,1,2,22,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",791.1,0.7911,1
7331,1,2,22,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",540.5,0.5405,1
7331,1,2,23,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",646.5,0.6465,0
7331,1,2,23,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",642.6,0.6426,1
7331,1,2,23,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",704,0.704,1
7331,1,2,23,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad",NA,1023.1,1.0231,-1
7331,1,2,23,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",656.7,0.6567,1
7331,1,2,23,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",893.1,0.8931,1
7331,1,2,24,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",573.2,0.5732,1
7331,1,2,24,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",637,0.637,1
7331,1,2,24,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",779.9,0.7799,1
7331,1,2,24,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",550.3,0.5503,1
7331,1,2,24,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",763.6,0.7636,1
7331,1,2,24,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",564.7,0.5647,1
7331,1,3,1,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",710.2,0.7102,1
7331,1,3,2,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",490.1,0.4901,1
7331,1,3,3,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",757.4,0.7574,1
7331,1,3,4,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",498.1,0.4981,1
7331,1,3,5,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",697.7,0.6977,0
7331,1,3,6,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",649.4,0.6494,1
7331,1,3,7,19,"male","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",728.1,0.7281,0
7331,1,3,8,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",604.5,0.6045,1
7331,1,3,9,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",738.1,0.7381,1
7331,1,3,10,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",694.4,0.6944,1
7331,1,3,11,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",558.1,0.5581,1
7331,1,3,12,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",578.8,0.5788,0
7331,1,3,13,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",432.1,0.4321,1
7331,1,3,14,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",758.3,0.7583,1
7331,1,3,15,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",723.1,0.7231,0
7331,1,3,16,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",691.1,0.6911,0
7331,1,3,17,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",666.8,0.6668,1
7331,1,3,18,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",693.6,0.6936,1
7331,1,3,19,19,"male","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",909.3,0.9093,1
7331,1,3,20,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",729.1,0.7291,1
7331,1,3,21,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",917.4,0.9174,1
7331,1,3,22,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",925.6,0.9256,0
7331,1,3,23,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",709.6,0.7096,1
7331,1,3,24,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",505.5,0.5055,0
7331,1,4,1,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",649.8,0.6498,1
7331,1,4,2,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",808.4,0.8084,1
7331,1,4,3,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",454.3,0.4543,1
7331,1,4,4,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",604.9,0.6049,1
7331,1,4,5,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",770.6,0.7706,1
7331,1,4,6,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",739.7,0.7397,1
7331,1,4,7,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",940.2,0.9402,1
7331,1,4,8,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",588.8,0.5888,1
7331,1,4,9,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",534.2,0.5342,0
7331,1,4,10,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",602.6,0.6026,1
7331,1,4,11,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",640.3,0.6403,1
7331,1,4,12,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",450.7,0.4507,0
7331,1,4,13,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",601.4,0.6014,0
7331,1,4,14,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",759.1,0.7591,1
7331,1,4,15,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",1003.8,1.0038,1
7331,1,4,16,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",569.7,0.5697,1
7331,1,4,17,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad",NA,1023.1,1.0231,-1
7331,1,4,18,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",633,0.633,0
7331,1,4,19,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",531.4,0.5314,1
7331,1,4,20,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",535.6,0.5356,0
7331,1,4,21,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",532,0.532,0
7331,1,4,22,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",720.2,0.7202,1
7331,1,4,23,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",568.3,0.5683,1
7331,1,4,24,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",721.4,0.7214,1
7331,1,5,1,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",705.4,0.7054,1
7331,1,5,2,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",717.3,0.7173,1
7331,1,5,3,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",757.4,0.7574,1
7331,1,5,4,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad",NA,1023.1,1.0231,-1
7331,1,5,5,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",928.4,0.9284,1
7331,1,5,6,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",668.7,0.6687,1
7331,1,5,7,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",819.9,0.8199,1
7331,1,5,8,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",557.8,0.5578,1
7331,1,5,9,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",674.6,0.6746,0
7331,1,5,10,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",657.8,0.6578,1
7331,1,5,11,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",780.7,0.7807,1
7331,1,5,12,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",585.9,0.5859,1
7331,1,5,13,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",563.4,0.5634,1
7331,1,5,14,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",732.4,0.7324,1
7331,1,5,15,19,"male","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",712.7,0.7127,0
7331,1,5,16,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good",NA,1023.1,1.0231,-1
7331,1,5,17,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",514.8,0.5148,1
7331,1,5,18,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",746.9,0.7469,0
7331,1,5,19,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",755.4,0.7554,1
7331,1,5,20,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",520.2,0.5202,1
7331,1,5,21,19,"male","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",488.3,0.4883,0
7331,1,5,22,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",699.7,0.6997,1
7331,1,5,23,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",779.3,0.7793,1
7331,1,5,24,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",664.6,0.6646,1
7331,2,1,1,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good",NA,1023.1,1.0231,-1
7331,2,1,2,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",542.5,0.5425,1
7331,2,1,3,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",575,0.575,1
7331,2,1,4,19,"male","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",564.3,0.5643,0
7331,2,1,5,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",653.4,0.6534,0
7331,2,1,6,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",635.9,0.6359,1
7331,2,1,7,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",638.4,0.6384,1
7331,2,1,8,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",552.8,0.5528,1
7331,2,1,9,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",573.7,0.5737,0
7331,2,1,10,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",746.9,0.7469,1
7331,2,1,11,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",747.4,0.7474,1
7331,2,1,12,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",556,0.556,1
7331,2,1,13,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",528.8,0.5288,0
7331,2,1,14,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",541,0.541,1
7331,2,1,15,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",669.6,0.6696,1
7331,2,1,16,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",780.8,0.7808,1
7331,2,1,17,19,"male","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",610,0.61,0
7331,2,1,18,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",844,0.844,1
7331,2,1,19,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",742.4,0.7424,1
7331,2,1,20,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",727,0.727,1
7331,2,1,21,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",619.3,0.6193,1
7331,2,1,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",573.3,0.5733,0
7331,2,1,23,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",558.2,0.5582,1
7331,2,1,24,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",715,0.715,1
7331,2,2,1,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",739.1,0.7391,1
7331,2,2,2,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",731.7,0.7317,1
7331,2,2,3,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",832.1,0.8321,0
7331,2,2,4,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad",NA,1023.1,1.0231,-1
7331,2,2,5,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",700.4,0.7004,1
7331,2,2,6,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",524.1,0.5241,1
7331,2,2,7,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",692.1,0.6921,1
7331,2,2,8,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",627.7,0.6277,0
7331,2,2,9,19,"male","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",826,0.826,0
7331,2,2,10,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",848.2,0.8482,1
7331,2,2,11,19,"male","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",606.8,0.6068,1
7331,2,2,12,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",772.5,0.7725,1
7331,2,2,13,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",677.6,0.6776,0
7331,2,2,14,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",604.8,0.6048,0
7331,2,2,15,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",794.5,0.7945,1
7331,2,2,16,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",532,0.532,1
7331,2,2,17,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",856.2,0.8562,0
7331,2,2,18,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",651.2,0.6512,0
7331,2,2,19,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",721.8,0.7218,1
7331,2,2,20,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",506,0.506,1
7331,2,2,21,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",917.8,0.9178,1
7331,2,2,22,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",565.7,0.5657,0
7331,2,2,23,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",718.9,0.7189,1
7331,2,2,24,19,"male","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",710.9,0.7109,1
7331,2,3,1,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",906.8,0.9068,1
7331,2,3,2,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",798.7,0.7987,1
7331,2,3,3,19,"male","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",652.4,0.6524,1
7331,2,3,4,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",723,0.723,0
7331,2,3,5,19,"male","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",683.1,0.6831,1
7331,2,3,6,19,"male","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",782.5,0.7825,1
7331,2,3,7,19,"male","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",651.8,0.6518,1
7331,2,3,8,19,"male","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",978.4,0.9784,1
7331,2,3,9,19,"male","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",871.7,0.8717,1
7331,2,3,10,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",582.9,0.5829,1
7331,2,3,11,19,"male","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",588.1,0.5881,1
7331,2,3,12,19,"male","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",565.6,0.5656,1
7331,2,3,13,19,"male","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",726.6,0.7266,1
7331,2,3,14,19,"male","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",730.9,0.7309,1
