"Subject","Block","Bin","Trial","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Morality","Response","RT_ms","RT_sec","ACC"
7302,1,1,1,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",756.1,0.7561,0
7302,1,1,2,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",704.3,0.7043,1
7302,1,1,3,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",990.3,0.9903,1
7302,1,1,4,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good",NA,1042,1.042,-1
7302,1,1,5,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",820.7,0.8207,1
7302,1,1,6,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",754.7,0.7547,1
7302,1,1,7,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",542.9,0.5429,1
7302,1,1,8,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",900.9,0.9009,1
7302,1,1,9,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",955.1,0.9551,1
7302,1,1,10,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",695.2,0.6952,1
7302,1,1,11,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",759.3,0.7593,1
7302,1,1,12,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",713.5,0.7135,1
7302,1,1,13,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",565.6,0.5656,1
7302,1,1,14,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",535.7,0.5357,0
7302,1,1,15,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",807.8,0.8078,1
7302,1,1,16,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",960,0.96,1
7302,1,1,17,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",666.1,0.6661,1
7302,1,1,18,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",696.2,0.6962,1
7302,1,1,19,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",880.3,0.8803,0
7302,1,1,20,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",578.5,0.5785,1
7302,1,1,21,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",784.5,0.7845,1
7302,1,1,22,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",814.6,0.8146,1
7302,1,1,23,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",654.8,0.6548,1
7302,1,1,24,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",878.9,0.8789,1
7302,1,2,1,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",713.1,0.7131,1
7302,1,2,2,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",821.1,0.8211,0
7302,1,2,3,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",803.3,0.8033,1
7302,1,2,4,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",629.4,0.6294,0
7302,1,2,5,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",809.5,0.8095,1
7302,1,2,6,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",617.6,0.6176,1
7302,1,2,7,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",791.7,0.7917,1
7302,1,2,8,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",555.9,0.5559,1
7302,1,2,9,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",960,0.96,0
7302,1,2,10,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",538.1,0.5381,1
7302,1,2,11,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad",NA,1042,1.042,-1
7302,1,2,12,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",826.4,0.8264,0
7302,1,2,13,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",712.5,0.7125,1
7302,1,2,14,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",460.9,0.4609,0
7302,1,2,15,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",802.7,0.8027,1
7302,1,2,16,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",780.8,0.7808,1
7302,1,2,17,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",874.9,0.8749,1
7302,1,2,18,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",871,0.871,0
7302,1,2,19,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",651.2,0.6512,1
7302,1,2,20,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",755.4,0.7554,1
7302,1,2,21,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",671.5,0.6715,1
7302,1,2,22,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",907.6,0.9076,1
7302,1,2,23,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",599.7,0.5997,1
7302,1,2,24,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",521.8,0.5218,1
7302,1,3,1,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",731.9,0.7319,1
7302,1,3,2,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",764,0.764,1
7302,1,3,3,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good",NA,1042,1.042,-1
7302,1,3,4,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",744.3,0.7443,1
7302,1,3,5,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",510.4,0.5104,1
7302,1,3,6,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",770.6,0.7706,1
7302,1,3,7,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",602.6,0.6026,1
7302,1,3,8,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",764.8,0.7648,1
7302,1,3,9,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",710.9,0.7109,1
7302,1,3,10,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",827,0.827,1
7302,1,3,11,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",857.1,0.8571,1
7302,1,3,12,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",809.2,0.8092,0
7302,1,3,13,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",721.3,0.7213,1
7302,1,3,14,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",819.5,0.8195,1
7302,1,3,15,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",889.6,0.8896,1
7302,1,3,16,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",577.8,0.5778,1
7302,1,3,17,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",879.9,0.8799,0
7302,1,3,18,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",666,0.666,1
7302,1,3,19,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",1008.1,1.0081,1
7302,1,3,20,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",856.2,0.8562,1
7302,1,3,21,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",544.4,0.5444,1
7302,1,3,22,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",662.5,0.6625,1
7302,1,3,23,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",684.6,0.6846,0
7302,1,3,24,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",902.7,0.9027,1
7302,1,4,1,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",823.6,0.8236,1
7302,1,4,2,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",613.7,0.6137,1
7302,1,4,3,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",733.8,0.7338,0
7302,1,4,4,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",741.9,0.7419,0
7302,1,4,5,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",684,0.684,1
7302,1,4,6,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",606.2,0.6062,1
7302,1,4,7,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",784.2,0.7842,1
7302,1,4,8,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",582.4,0.5824,1
7302,1,4,9,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",412.6,0.4126,1
7302,1,4,10,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",500.6,0.5006,1
7302,1,4,11,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",850.7,0.8507,1
7302,1,4,12,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",906.9,0.9069,1
7302,1,4,13,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",721,0.721,1
7302,1,4,14,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",635.1,0.6351,1
7302,1,4,15,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",855.3,0.8553,1
7302,1,4,16,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",719.4,0.7194,1
7302,1,4,17,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",521.4,0.5214,0
7302,1,4,18,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",659.7,0.6597,1
7302,1,4,19,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",809.7,0.8097,1
7302,1,4,20,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",673.8,0.6738,1
7302,1,4,21,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",534,0.534,1
7302,1,4,22,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",614.1,0.6141,1
7302,1,4,23,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",646.2,0.6462,1
7302,1,4,24,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",776.3,0.7763,1
7302,1,5,1,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",696.4,0.6964,1
7302,1,5,2,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",880.5,0.8805,0
7302,1,5,3,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",554.6,0.5546,1
7302,1,5,4,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",974.7,0.9747,1
7302,1,5,5,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",614.9,0.6149,1
7302,1,5,6,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",615,0.615,1
7302,1,5,7,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",655.2,0.6552,0
7302,1,5,8,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",655.2,0.6552,1
7302,1,5,9,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",599.4,0.5994,1
7302,1,5,10,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",649.5,0.6495,0
7302,1,5,11,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",673.6,0.6736,1
7302,1,5,12,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",773.7,0.7737,1
7302,1,5,13,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",733.8,0.7338,1
7302,1,5,14,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",734,0.734,1
7302,1,5,15,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",622.1,0.6221,1
7302,1,5,16,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",548.2,0.5482,1
7302,1,5,17,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",592.3,0.5923,1
7302,1,5,18,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",644.5,0.6445,1
7302,1,5,19,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",438.5,0.4385,1
7302,1,5,20,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",776.6,0.7766,1
7302,1,5,21,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",752.7,0.7527,1
7302,1,5,22,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",516.9,0.5169,1
7302,1,5,23,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",657,0.657,1
7302,1,5,24,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",809.1,0.8091,1
7302,2,1,1,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",723.3,0.7233,1
7302,2,1,2,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",917.5,0.9175,1
7302,2,1,3,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",703.6,0.7036,1
7302,2,1,4,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",677.7,0.6777,1
7302,2,1,5,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",727.8,0.7278,1
7302,2,1,6,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",696,0.696,1
7302,2,1,7,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",840.1,0.8401,1
7302,2,1,8,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",754.3,0.7543,1
7302,2,1,9,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",630.4,0.6304,1
7302,2,1,10,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",522.4,0.5224,1
7302,2,1,11,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",644.6,0.6446,0
7302,2,1,12,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",886.7,0.8867,1
7302,2,1,13,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",704.8,0.7048,1
7302,2,1,14,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",703,0.703,0
7302,2,1,15,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",669,0.669,1
7302,2,1,16,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",617.2,0.6172,1
7302,2,1,17,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",623.3,0.6233,1
7302,2,1,18,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",573.5,0.5735,1
7302,2,1,19,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",693.6,0.6936,1
7302,2,1,20,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",1013.6,1.0136,0
7302,2,1,21,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",821.8,0.8218,1
7302,2,1,22,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",643.9,0.6439,1
7302,2,1,23,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",710,0.71,0
7302,2,1,24,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",914.1,0.9141,1
7302,2,2,1,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",734.3,0.7343,1
7302,2,2,2,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",646.4,0.6464,1
7302,2,2,3,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",576.5,0.5765,0
7302,2,2,4,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",656.6,0.6566,1
7302,2,2,5,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",808.9,0.8089,1
7302,2,2,6,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",624.8,0.6248,1
7302,2,2,7,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",710.9,0.7109,1
7302,2,2,8,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",619.1,0.6191,1
7302,2,2,9,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",417.1,0.4171,1
7302,2,2,10,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",433.3,0.4333,1
7302,2,2,11,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",693.4,0.6934,1
7302,2,2,12,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",701.5,0.7015,1
7302,2,2,13,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",571.7,0.5717,1
7302,2,2,14,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",955.7,0.9557,1
7302,2,2,15,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",783.8,0.7838,1
7302,2,2,16,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",854,0.854,1
7302,2,2,17,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",950.1,0.9501,0
7302,2,2,18,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",706.2,0.7062,1
7302,2,2,19,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",664.4,0.6644,1
7302,2,2,20,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",766.4,0.7664,1
7302,2,2,21,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",640.6,0.6406,1
7302,2,2,22,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",682.7,0.6827,1
7302,2,2,23,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",884.8,0.8848,1
7302,2,2,24,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",646.9,0.6469,1
7302,2,3,1,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",473.1,0.4731,1
7302,2,3,2,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",381.2,0.3812,0
7302,2,3,3,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",595.2,0.5952,1
7302,2,3,4,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",807.4,0.8074,1
7302,2,3,5,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",567.5,0.5675,1
7302,2,3,6,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",847.6,0.8476,1
7302,2,3,7,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",727.8,0.7278,1
7302,2,3,8,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",607.9,0.6079,1
7302,2,3,9,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad",NA,1042,1.042,-1
7302,2,3,10,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",690.1,0.6901,1
7302,2,3,11,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",986.2,0.9862,1
7302,2,3,12,22,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",792.4,0.7924,1
7302,2,3,13,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",732.5,0.7325,1
7302,2,3,14,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",572.7,0.5727,0
7302,2,3,15,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",804.8,0.8048,1
7302,2,3,16,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",654.9,0.6549,1
7302,2,3,17,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",663.1,0.6631,1
7302,2,3,18,22,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad",NA,1042,1.042,-1
7302,2,3,19,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",767.2,0.7672,1
7302,2,3,20,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",735.3,0.7353,1
7302,2,3,21,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",551.5,0.5515,1
7302,2,3,22,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",627.6,0.6276,1
7302,2,3,23,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",527.7,0.5277,1
7302,2,3,24,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",487.8,0.4878,1
7302,2,4,1,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",532.7,0.5327,1
7302,2,4,2,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",684.8,0.6848,1
7302,2,4,3,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",454.9,0.4549,1
7302,2,4,4,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",535,0.535,1
7302,2,4,5,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",583.1,0.5831,1
7302,2,4,6,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",797.3,0.7973,1
7302,2,4,7,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",543.3,0.5433,1
7302,2,4,8,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",597.4,0.5974,1
7302,2,4,9,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",679.6,0.6796,1
7302,2,4,10,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",833.7,0.8337,1
7302,2,4,11,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",589.8,0.5898,0
7302,2,4,12,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",625.9,0.6259,1
7302,2,4,13,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",760,0.76,1
7302,2,4,14,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",666.2,0.6662,1
7302,2,4,15,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",600.3,0.6003,1
7302,2,4,16,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",714.4,0.7144,0
7302,2,4,17,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",702.5,0.7025,1
7302,2,4,18,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",676.6,0.6766,1
7302,2,4,19,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",832.7,0.8327,1
7302,2,4,20,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",764.9,0.7649,1
7302,2,4,21,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",799.1,0.7991,1
7302,2,4,22,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",641.1,0.6411,1
7302,2,4,23,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",691.2,0.6912,1
7302,2,4,24,22,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","n",643.4,0.6434,1
7302,2,5,1,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",821.5,0.8215,1
7302,2,5,2,22,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",747.6,0.7476,1
7302,2,5,3,22,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","n",879.7,0.8797,1
7302,2,5,4,22,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",625.8,0.6258,1
7302,2,5,5,22,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",616,0.616,0
7302,2,5,6,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",904.1,0.9041,0
7302,2,5,7,22,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","n",670.2,0.6702,1
7302,2,5,8,22,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",642.3,0.6423,1
7302,2,5,9,22,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",716.4,0.7164,1
7302,2,5,10,22,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","n",824.5,0.8245,1
7302,2,5,11,22,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","n",694.7,0.6947,1
7302,2,5,12,22,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",622.9,0.6229,0
7302,2,5,13,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",684.9,0.6849,1
7302,2,5,14,22,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",751,0.751,1
7302,2,5,15,22,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",811.1,0.8111,1
7302,2,5,16,22,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",723.3,0.7233,1
