"","Subject","Block","Bin","Trial","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Morality","Response","RT_ms","RT_sec","ACC"
"7352",7315,1,1,6,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",564.2,0.5642,1
"7353",7315,1,1,6,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",882.2,0.8822,0
"7354",7315,1,1,6,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",561.9,0.5619,1
"7355",7315,1,1,6,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",509.2,0.5092,1
"7356",7315,1,1,6,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",684,0.684,1
"7357",7315,1,1,7,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"7358",7315,1,1,7,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",588.3,0.5883,0
"7359",7315,1,1,7,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",460.6,0.4606,1
"7360",7315,1,1,7,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",385.9,0.3859,1
"7361",7315,1,1,7,20,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",752.2,0.7522,1
"7362",7315,1,1,7,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",574.4,0.5744,1
"7363",7315,1,1,8,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",199.1,0.1991,1
"7364",7315,1,1,8,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",700.8,0.7008,1
"7365",7315,1,1,8,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",710.6,0.7106,1
"7366",7315,1,1,8,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",378.4,0.3784,1
"7367",7315,1,1,8,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",724.1,0.7241,1
"7368",7315,1,1,8,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",570.8,0.5708,1
"7369",7315,1,1,9,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",427.9,0.4279,1
"7370",7315,1,1,9,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",803.5,0.8035,1
"7371",7315,1,1,9,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",841.6,0.8416,1
"7372",7315,1,1,9,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",926.8,0.9268,1
"7373",7315,1,1,9,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",587.2,0.5872,1
"7374",7315,1,1,9,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",979,0.979,1
"7375",7315,1,1,10,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",529.1,0.5291,1
"7376",7315,1,1,10,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",752.3,0.7523,1
"7377",7315,1,1,10,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"7378",7315,1,1,10,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",586.1,0.5861,1
"7379",7315,1,1,10,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",635.8,0.6358,0
"7380",7315,1,1,10,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",575.3,0.5753,1
"7381",7315,1,1,11,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",604.5,0.6045,0
"7382",7315,1,1,11,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",732.2,0.7322,1
"7383",7315,1,1,11,20,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",805.5,0.8055,1
"7384",7315,1,1,11,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",610.7,0.6107,1
"7385",7315,1,1,11,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",453.2,0.4532,1
"7386",7315,1,1,11,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",523.6,0.5236,1
"7387",7315,1,1,12,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",681.3,0.6813,1
"7388",7315,1,1,12,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","n",535.5,0.5355,0
"7389",7315,1,1,12,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",698.3,0.6983,1
"7390",7315,1,1,12,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",755.7,0.7557,1
"7391",7315,1,1,12,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",675.1,0.6751,1
"7392",7315,1,1,12,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",450.8,0.4508,1
"7393",7315,1,1,13,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",523.7,0.5237,0
"7394",7315,1,1,13,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",803,0.803,1
"7395",7315,1,1,13,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",665,0.665,1
"7396",7315,1,1,13,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good",NA,1084.1,1.0841,-1
"7397",7315,1,1,13,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",665.2,0.6652,1
"7398",7315,1,1,13,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",920.5,0.9205,1
"7399",7315,1,1,14,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","n",538.8,0.5388,0
"7400",7315,1,1,14,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",759.8,0.7598,1
"7401",7315,1,1,14,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",795,0.795,1
"7402",7315,1,1,14,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",834,0.834,1
"7403",7315,1,1,14,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",603.2,0.6032,1
"7404",7315,1,1,14,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",471.6,0.4716,1
"7405",7315,1,1,15,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","m",658.5,0.6585,0
"7406",7315,1,1,15,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",731.6,0.7316,1
"7407",7315,1,1,15,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",643.5,0.6435,1
"7408",7315,1,1,15,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",539.5,0.5395,1
"7409",7315,1,1,15,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",752,0.752,1
"7410",7315,1,1,15,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",701.9,0.7019,1
"7411",7315,1,1,16,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",932.4,0.9324,1
"7412",7315,1,1,16,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",543.1,0.5431,1
"7413",7315,1,1,16,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",693,0.693,1
"7414",7315,1,1,16,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",955.2,0.9552,1
"7415",7315,1,1,16,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",739.8,0.7398,1
"7416",7315,1,1,16,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",732.6,0.7326,1
"7417",7315,1,1,17,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",935.9,0.9359,1
"7418",7315,1,1,17,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",638.6,0.6386,1
"7419",7315,1,1,17,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",835.7,0.8357,1
"7420",7315,1,1,17,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",527.1,0.5271,1
"7421",7315,1,1,17,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",787.5,0.7875,1
"7422",7315,1,1,17,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",527.9,0.5279,1
"7423",7315,1,1,18,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",619.2,0.6192,0
"7424",7315,1,1,18,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",720.1,0.7201,1
"7425",7315,1,1,18,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",829.3,0.8293,1
"7426",7315,1,1,18,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",762.4,0.7624,1
"7427",7315,1,1,18,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",580.1,0.5801,1
"7428",7315,1,1,18,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",627.3,0.6273,1
"7429",7315,1,1,19,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",724.3,0.7243,1
"7430",7315,1,1,19,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",799.3,0.7993,1
"7431",7315,1,1,19,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",706.6,0.7066,1
"7432",7315,1,1,19,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",522.5,0.5225,1
"7433",7315,1,1,19,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",728.4,0.7284,1
"7434",7315,1,1,19,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",688.6,0.6886,1
"7435",7315,1,1,20,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",355.4,0.3554,1
"7436",7315,1,1,20,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",604.1,0.6041,1
"7437",7315,1,1,20,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",733.5,0.7335,1
"7438",7315,1,1,20,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",497.7,0.4977,1
"7439",7315,1,1,20,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",787.8,0.7878,1
"7440",7315,1,1,20,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",611,0.611,1
"7441",7315,1,1,21,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",791.3,0.7913,1
"7442",7315,1,1,21,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",457,0.457,1
"7443",7315,1,1,21,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",584.8,0.5848,1
"7444",7315,1,1,21,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",824.4,0.8244,1
"7445",7315,1,1,21,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",764.3,0.7643,1
"7446",7315,1,1,21,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",780,0.78,1
"7447",7315,1,1,22,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",503.9,0.5039,0
"7448",7315,1,1,22,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","m",634.9,0.6349,0
"7449",7315,1,1,22,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",605.2,0.6052,1
"7450",7315,1,1,22,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",589.6,0.5896,0
"7451",7315,1,1,22,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",596.5,0.5965,1
"7452",7315,1,1,22,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",640.4,0.6404,1
"7453",7315,1,1,23,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","n",458.8,0.4588,0
"7454",7315,1,1,23,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",396.3,0.3963,1
"7455",7315,1,1,23,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",562,0.562,1
"7456",7315,1,1,23,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",574.2,0.5742,1
"7457",7315,1,1,23,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",733.1,0.7331,1
"7458",7315,1,1,23,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",529.9,0.5299,1
"7459",7315,1,1,24,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",564.7,0.5647,1
"7460",7315,1,1,24,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",708.9,0.7089,1
"7461",7315,1,1,24,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",922,0.922,1
"7462",7315,1,1,24,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",602.5,0.6025,1
"7463",7315,1,1,24,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",744.4,0.7444,1
"7464",7315,1,1,24,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",557.3,0.5573,1
"7465",7315,1,2,1,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",532.8,0.5328,1
"7466",7315,1,2,1,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",711.9,0.7119,1
"7467",7315,1,2,1,20,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","m",657.2,0.6572,1
"7468",7315,1,2,1,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",623.3,0.6233,1
"7469",7315,1,2,1,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",752.1,0.7521,1
"7470",7315,1,2,1,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",545.1,0.5451,1
"7471",7315,1,2,2,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",896.2,0.8962,1
"7472",7315,1,2,2,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",602.7,0.6027,1
"7473",7315,1,2,2,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",739.3,0.7393,1
"7474",7315,1,2,2,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",588.6,0.5886,1
"7475",7315,1,2,2,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",635.9,0.6359,1
"7476",7315,1,2,2,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",504.8,0.5048,1
"7477",7315,1,2,3,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",670.9,0.6709,1
"7478",7315,1,2,3,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good",NA,1084.1,1.0841,-1
"7479",7315,1,2,3,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",546.8,0.5468,0
"7480",7315,1,2,3,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",605.2,0.6052,1
"7481",7315,1,2,3,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",573.4,0.5734,1
"7482",7315,1,2,3,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",523.7,0.5237,1
"7483",7315,1,2,4,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",477.1,0.4771,1
"7484",7315,1,2,4,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",706,0.706,1
"7485",7315,1,2,4,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",594.5,0.5945,1
"7486",7315,1,2,4,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",490,0.49,1
"7487",7315,1,2,4,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",725.5,0.7255,1
"7488",7315,1,2,4,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",578.9,0.5789,1
"7489",7315,1,2,5,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",515.4,0.5154,1
"7490",7315,1,2,5,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",549,0.549,1
"7491",7315,1,2,5,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",675.1,0.6751,1
"7492",7315,1,2,5,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",500.4,0.5004,1
"7493",7315,1,2,5,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",588.6,0.5886,1
"7494",7315,1,2,5,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",751.1,0.7511,1
"7495",7315,1,2,6,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",458.5,0.4585,1
"7496",7315,1,2,6,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",628.6,0.6286,1
"7497",7315,1,2,6,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",769.3,0.7693,1
"7498",7315,1,2,6,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",779.1,0.7791,1
"7499",7315,1,2,6,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",845.2,0.8452,1
"7500",7315,1,2,6,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",675,0.675,0
"7501",7315,1,2,7,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",732.4,0.7324,1
"7502",7315,1,2,7,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",505.8,0.5058,1
"7503",7315,1,2,7,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",665.4,0.6654,1
"7504",7315,1,2,7,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",767.4,0.7674,1
"7505",7315,1,2,7,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",642.9,0.6429,1
"7506",7315,1,2,7,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",785.2,0.7852,1
"7507",7315,1,2,8,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",495.8,0.4958,0
"7508",7315,1,2,8,20,"female","R","immoralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Bad","n",940.7,0.9407,0
"7509",7315,1,2,8,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",979.3,0.9793,1
"7510",7315,1,2,8,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",767.5,0.7675,1
"7511",7315,1,2,8,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",828.4,0.8284,1
"7512",7315,1,2,8,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",549.5,0.5495,1
"7513",7315,1,2,9,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",694.5,0.6945,1
"7514",7315,1,2,9,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",580.3,0.5803,1
"7515",7315,1,2,9,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",703.7,0.7037,1
"7516",7315,1,2,9,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",527.7,0.5277,0
"7517",7315,1,2,9,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",489.7,0.4897,1
"7518",7315,1,2,9,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",781.1,0.7811,1
"7519",7315,1,2,10,20,"female","R","immoralSelf","moralOther","Nonmatching","Self","Self","Self","Bad","m",533.1,0.5331,1
"7520",7315,1,2,10,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",520.7,0.5207,1
"7521",7315,1,2,10,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",634.5,0.6345,1
"7522",7315,1,2,10,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",707,0.707,1
"7523",7315,1,2,10,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",860.2,0.8602,1
"7524",7315,1,2,10,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",761.5,0.7615,1
"7525",7315,1,2,11,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",536.6,0.5366,1
"7526",7315,1,2,11,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",663.9,0.6639,1
"7527",7315,1,2,11,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",588,0.588,1
"7528",7315,1,2,11,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",437.9,0.4379,1
"7529",7315,1,2,11,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",622.2,0.6222,1
"7530",7315,1,2,11,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",661.4,0.6614,1
"7531",7315,1,2,12,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",716,0.716,1
"7532",7315,1,2,12,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","m",561.8,0.5618,1
"7533",7315,1,2,12,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",564.6,0.5646,1
"7534",7315,1,2,12,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",591.5,0.5915,1
"7535",7315,1,2,12,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",699.4,0.6994,1
"7536",7315,1,2,12,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",599.3,0.5993,1
"7537",7315,1,2,13,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",923.1,0.9231,1
"7538",7315,1,2,13,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",521.9,0.5219,1
"7539",7315,1,2,13,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",828.7,0.8287,1
"7540",7315,1,2,13,20,"female","R","moralSelf","moralOther","Nonmatching","Self","Self","Self","Good","m",623.9,0.6239,1
"7541",7315,1,2,13,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",754.1,0.7541,1
"7542",7315,1,2,13,20,"female","R","immoralSelf","moralSelf","Nonmatching","Self","Self","Self","Bad","n",636.1,0.6361,0
"7543",7315,1,2,14,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",994.3,0.9943,1
"7544",7315,1,2,14,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",649,0.649,1
"7545",7315,1,2,14,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",770,0.77,1
"7546",7315,1,2,14,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",597.3,0.5973,1
"7547",7315,1,2,14,20,"female","R","moralSelf","immoralOther","Nonmatching","Self","Self","Self","Good","m",726,0.726,1
"7548",7315,1,2,14,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","n",669.6,0.6696,0
"7549",7315,1,2,15,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",522.9,0.5229,1
"7550",7315,1,2,15,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",622.8,0.6228,1
"7551",7315,1,2,15,20,"female","R","moralOther","immoralOther","Nonmatching","Other","Other","Stranger","Good","m",626.1,0.6261,1
"7552",7315,1,2,15,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",778,0.778,1
"7553",7315,1,2,15,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","n",789.1,0.7891,0
"7554",7315,1,2,15,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",619.9,0.6199,1
"7555",7315,1,2,16,20,"female","R","moralSelf","immoralSelf","Nonmatching","Self","Self","Self","Good","m",722,0.722,1
"7556",7315,1,2,16,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",476.1,0.4761,1
"7557",7315,1,2,16,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","n",519.4,0.5194,1
"7558",7315,1,2,16,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",878.4,0.8784,1
"7559",7315,1,2,16,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",653.7,0.6537,1
"7560",7315,1,2,16,20,"female","R","immoralOther","moralOther","Nonmatching","Other","Other","Stranger","Bad","m",788.9,0.7889,1
"7561",7315,1,2,17,20,"female","R","immoralSelf","immoralSelf","Matching","Self","Self","Self","Bad","n",1009.2,1.0092,1
"7562",7315,1,2,17,20,"female","R","moralOther","moralSelf","Nonmatching","Other","Other","Stranger","Good","m",706.3,0.7063,1
"7563",7315,1,2,17,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","m",606.5,0.6065,0
"7564",7315,1,2,17,20,"female","R","immoralOther","moralSelf","Nonmatching","Other","Other","Stranger","Bad","m",580.6,0.5806,1
"7565",7315,1,2,17,20,"female","R","moralOther","immoralSelf","Nonmatching","Other","Other","Stranger","Good","m",619.4,0.6194,1
"7566",7315,1,2,17,20,"female","R","moralOther","moralOther","Matching","Other","Other","Stranger","Good","n",637.5,0.6375,1
"7567",7315,1,2,18,20,"female","R","immoralOther","immoralOther","Matching","Other","Other","Stranger","Bad","m",578.3,0.5783,0
"7568",7315,1,2,18,20,"female","R","moralSelf","moralSelf","Matching","Self","Self","Self","Good","n",373.3,0.3733,1
"7569",7315,1,2,18,20,"female","R","immoralSelf","immoralOther","Nonmatching","Self","Self","Self","Bad","m",531.2,0.5312,1
