"","Subject","Label","Matching","Origin_Identity","English_Identity","Standardized_Idnetity","RT_ms","RT_sec","ACC"
"4130",12,"Friend","Nonmatching","Self","Self","Self",693,0.693,1
"4131",12,"Friend","Nonmatching","Self","Self","Self",491,0.491,1
"4132",12,"Friend","Nonmatching","Self","Self","Self",1020,1.02,1
"4133",12,"Friend","Nonmatching","Self","Self","Self",733,0.733,1
"4134",12,"Friend","Nonmatching","Self","Self","Self",573,0.573,1
"4135",12,"Friend","Nonmatching","Self","Self","Self",697,0.697,1
"4136",12,"Friend","Nonmatching","Self","Self","Self",559,0.559,1
"4137",12,"Friend","Nonmatching","Self","Self","Self",347,0.347,0
"4138",12,"Friend","Nonmatching","Self","Self","Self",617,0.617,1
"4139",12,"Friend","Nonmatching","Self","Self","Self",539,0.539,1
"4140",12,"Friend","Nonmatching","Self","Self","Self",699,0.699,0
"4141",12,"Friend","Nonmatching","Self","Self","Self",734,0.734,1
"4142",12,"Friend","Nonmatching","Self","Self","Self",819,0.819,1
"4143",12,"Friend","Nonmatching","Self","Self","Self",801,0.801,0
"4144",12,"Friend","Nonmatching","Self","Self","Self",643,0.643,0
"4145",12,"Friend","Nonmatching","Self","Self","Self",729,0.729,0
"4146",12,"Friend","Nonmatching","Self","Self","Self",786,0.786,1
"4147",12,"Friend","Nonmatching","Self","Self","Self",690,0.69,1
"4148",13,"Friend","Matching","Friend","Friend","Close",285,0.285,0
"4149",13,"Friend","Matching","Friend","Friend","Close",434,0.434,1
"4150",13,"Friend","Matching","Friend","Friend","Close",234,0.234,0
"4151",13,"Friend","Matching","Friend","Friend","Close",318,0.318,1
"4152",13,"Friend","Matching","Friend","Friend","Close",335,0.335,1
"4153",13,"Friend","Matching","Friend","Friend","Close",255,0.255,1
"4154",13,"Friend","Matching","Friend","Friend","Close",611,0.611,0
"4155",13,"Friend","Matching","Friend","Friend","Close",445,0.445,0
"4156",13,"Friend","Matching","Friend","Friend","Close",220,0.22,1
"4157",13,"Friend","Matching","Friend","Friend","Close",266,0.266,0
"4158",13,"Friend","Matching","Friend","Friend","Close",324,0.324,1
"4159",13,"Friend","Matching","Friend","Friend","Close",214,0.214,0
"4160",13,"Friend","Matching","Friend","Friend","Close",229,0.229,1
"4161",13,"Friend","Matching","Friend","Friend","Close",281,0.281,1
"4162",13,"Friend","Matching","Friend","Friend","Close",251,0.251,0
"4163",13,"Friend","Matching","Friend","Friend","Close",258,0.258,0
"4164",13,"Friend","Matching","Friend","Friend","Close",228,0.228,1
"4165",13,"Friend","Matching","Friend","Friend","Close",210,0.21,0
"4166",13,"Friend","Matching","Friend","Friend","Close",247,0.247,0
"4167",13,"Friend","Matching","Friend","Friend","Close",271,0.271,0
"4168",13,"Friend","Matching","Friend","Friend","Close",292,0.292,0
"4169",13,"Friend","Matching","Friend","Friend","Close",282,0.282,1
"4170",13,"Friend","Matching","Friend","Friend","Close",245,0.245,0
"4171",13,"Friend","Matching","Friend","Friend","Close",210,0.21,0
"4172",13,"Friend","Matching","Friend","Friend","Close",264,0.264,1
"4173",13,"Friend","Matching","Friend","Friend","Close",260,0.26,1
"4174",13,"Friend","Matching","Friend","Friend","Close",216,0.216,1
"4175",13,"Friend","Matching","Friend","Friend","Close",363,0.363,1
"4176",13,"Friend","Matching","Friend","Friend","Close",292,0.292,1
"4177",13,"Friend","Matching","Friend","Friend","Close",244,0.244,1
"4178",13,"Friend","Matching","Friend","Friend","Close",335,0.335,0
"4179",13,"Friend","Matching","Friend","Friend","Close",219,0.219,1
"4180",13,"Friend","Matching","Friend","Friend","Close",289,0.289,0
"4181",13,"Friend","Matching","Friend","Friend","Close",451,0.451,0
"4182",13,"Friend","Matching","Friend","Friend","Close",305,0.305,0
"4183",13,"Friend","Matching","Friend","Friend","Close",251,0.251,0
"4184",13,"Friend","Matching","Friend","Friend","Close",245,0.245,0
"4185",13,"Friend","Matching","Friend","Friend","Close",401,0.401,1
"4186",13,"Friend","Matching","Friend","Friend","Close",403,0.403,0
"4187",13,"Friend","Matching","Friend","Friend","Close",407,0.407,0
"4188",13,"Friend","Matching","Friend","Friend","Close",256,0.256,0
"4189",13,"Friend","Matching","Friend","Friend","Close",305,0.305,0
"4190",13,"Friend","Matching","Friend","Friend","Close",354,0.354,1
"4191",13,"Friend","Matching","Friend","Friend","Close",550,0.55,1
"4192",13,"Friend","Matching","Friend","Friend","Close",201,0.201,0
"4193",13,"Friend","Matching","Friend","Friend","Close",232,0.232,1
"4194",13,"Friend","Matching","Friend","Friend","Close",402,0.402,0
"4195",13,"Friend","Matching","Friend","Friend","Close",646,0.646,0
"4196",13,"Friend","Matching","Friend","Friend","Close",510,0.51,1
"4197",13,"Friend","Matching","Friend","Friend","Close",296,0.296,1
"4198",13,"Friend","Matching","Friend","Friend","Close",310,0.31,1
"4199",13,"Friend","Matching","Friend","Friend","Close",335,0.335,0
"4200",13,"Friend","Matching","Friend","Friend","Close",610,0.61,0
"4201",13,"Friend","Matching","Friend","Friend","Close",702,0.702,0
"4202",13,"Friend","Matching","Friend","Friend","Close",450,0.45,1
"4203",13,"Friend","Matching","Friend","Friend","Close",588,0.588,1
"4204",13,"Friend","Matching","Friend","Friend","Close",305,0.305,0
"4205",13,"Friend","Matching","Friend","Friend","Close",421,0.421,0
"4206",13,"Friend","Matching","Friend","Friend","Close",305,0.305,0
"4207",13,"Friend","Matching","Friend","Friend","Close",474,0.474,1
"4208",13,"Friend","Matching","Friend","Friend","Close",266,0.266,0
"4209",13,"Self","Matching","Friend","Friend","Close",787,0.787,0
"4210",13,"Self","Matching","Friend","Friend","Close",397,0.397,1
"4211",13,"Self","Matching","Friend","Friend","Close",366,0.366,1
"4212",13,"Self","Matching","Friend","Friend","Close",247,0.247,1
"4213",13,"Self","Matching","Friend","Friend","Close",252,0.252,1
"4214",13,"Self","Matching","Friend","Friend","Close",365,0.365,0
"4215",13,"Self","Matching","Friend","Friend","Close",235,0.235,1
"4216",13,"Self","Matching","Friend","Friend","Close",264,0.264,0
"4217",13,"Self","Matching","Friend","Friend","Close",214,0.214,0
"4218",13,"Self","Matching","Friend","Friend","Close",378,0.378,1
"4219",13,"Self","Matching","Friend","Friend","Close",283,0.283,1
"4220",13,"Self","Matching","Friend","Friend","Close",270,0.27,0
"4221",13,"Self","Matching","Friend","Friend","Close",324,0.324,1
"4222",13,"Self","Matching","Friend","Friend","Close",305,0.305,1
"4223",13,"Self","Matching","Friend","Friend","Close",376,0.376,1
"4224",13,"Self","Matching","Friend","Friend","Close",342,0.342,1
"4225",13,"Self","Matching","Friend","Friend","Close",339,0.339,0
"4226",13,"Self","Matching","Friend","Friend","Close",290,0.29,1
"4227",13,"Self","Matching","Friend","Friend","Close",291,0.291,1
"4228",13,"Self","Matching","Friend","Friend","Close",252,0.252,1
"4229",13,"Self","Matching","Friend","Friend","Close",239,0.239,1
"4230",13,"Self","Matching","Friend","Friend","Close",208,0.208,1
"4231",13,"Friend","Matching","Self","Self","Self",268,0.268,1
"4232",13,"Friend","Matching","Self","Self","Self",556,0.556,1
"4233",13,"Friend","Matching","Self","Self","Self",267,0.267,0
"4234",13,"Friend","Matching","Self","Self","Self",311,0.311,1
"4235",13,"Friend","Matching","Self","Self","Self",220,0.22,0
"4236",13,"Friend","Matching","Self","Self","Self",310,0.31,0
"4237",13,"Friend","Matching","Self","Self","Self",362,0.362,1
"4238",13,"Friend","Matching","Self","Self","Self",366,0.366,1
"4239",13,"Friend","Matching","Self","Self","Self",571,0.571,0
"4240",13,"Friend","Matching","Self","Self","Self",201,0.201,0
"4241",13,"Friend","Matching","Self","Self","Self",382,0.382,0
"4242",13,"Friend","Matching","Self","Self","Self",297,0.297,1
"4243",13,"Friend","Matching","Self","Self","Self",240,0.24,1
"4244",13,"Friend","Matching","Self","Self","Self",203,0.203,0
"4245",13,"Friend","Matching","Self","Self","Self",479,0.479,0
"4246",13,"Friend","Matching","Self","Self","Self",534,0.534,1
"4247",13,"Friend","Matching","Self","Self","Self",317,0.317,0
"4248",13,"Friend","Matching","Self","Self","Self",292,0.292,1
"4249",13,"Friend","Matching","Self","Self","Self",388,0.388,1
"4250",13,"Friend","Matching","Self","Self","Self",383,0.383,1
"4251",13,"Friend","Matching","Self","Self","Self",305,0.305,0
"4252",13,"Self","Matching","Self","Self","Self",827,0.827,1
"4253",13,"Self","Matching","Self","Self","Self",642,0.642,1
"4254",13,"Self","Matching","Self","Self","Self",760,0.76,1
"4255",13,"Self","Matching","Self","Self","Self",699,0.699,1
"4256",13,"Self","Matching","Self","Self","Self",658,0.658,1
"4257",13,"Self","Matching","Self","Self","Self",379,0.379,1
"4258",13,"Self","Matching","Self","Self","Self",607,0.607,0
"4259",13,"Self","Matching","Self","Self","Self",369,0.369,0
"4260",13,"Self","Matching","Self","Self","Self",663,0.663,1
"4261",13,"Self","Matching","Self","Self","Self",601,0.601,1
"4262",13,"Self","Matching","Self","Self","Self",548,0.548,1
"4263",13,"Self","Matching","Self","Self","Self",568,0.568,1
"4264",13,"Self","Matching","Self","Self","Self",771,0.771,1
"4265",13,"Self","Matching","Self","Self","Self",732,0.732,1
"4266",13,"Self","Matching","Self","Self","Self",657,0.657,1
"4267",13,"Self","Matching","Self","Self","Self",583,0.583,1
"4268",13,"Self","Matching","Self","Self","Self",680,0.68,1
"4269",13,"Self","Matching","Self","Self","Self",708,0.708,1
"4270",13,"Self","Matching","Self","Self","Self",291,0.291,0
"4271",13,"Self","Matching","Self","Self","Self",264,0.264,0
"4272",13,"Self","Matching","Self","Self","Self",322,0.322,0
"4273",13,"Self","Matching","Self","Self","Self",723,0.723,1
"4274",13,"Self","Matching","Self","Self","Self",331,0.331,0
"4275",13,"Self","Matching","Self","Self","Self",544,0.544,1
"4276",13,"Self","Matching","Self","Self","Self",319,0.319,1
"4277",13,"Self","Matching","Self","Self","Self",338,0.338,0
"4278",13,"Self","Matching","Self","Self","Self",342,0.342,0
"4279",13,"Self","Matching","Self","Self","Self",595,0.595,0
"4280",13,"Self","Matching","Self","Self","Self",737,0.737,1
"4281",13,"Self","Matching","Self","Self","Self",511,0.511,1
"4282",13,"Self","Matching","Self","Self","Self",489,0.489,1
"4283",13,"Self","Matching","Self","Self","Self",974,0.974,1
"4284",13,"Self","Matching","Self","Self","Self",646,0.646,0
"4285",13,"Self","Matching","Self","Self","Self",269,0.269,0
"4286",13,"Self","Matching","Self","Self","Self",408,0.408,1
"4287",13,"Self","Matching","Self","Self","Self",449,0.449,0
"4288",13,"Self","Matching","Self","Self","Self",265,0.265,0
"4289",13,"Self","Matching","Self","Self","Self",377,0.377,1
"4290",13,"Self","Matching","Self","Self","Self",317,0.317,1
"4291",13,"Self","Matching","Self","Self","Self",241,0.241,0
"4292",13,"Self","Matching","Self","Self","Self",267,0.267,0
"4293",13,"Self","Matching","Self","Self","Self",314,0.314,1
"4294",13,"Self","Matching","Self","Self","Self",230,0.23,1
"4295",13,"Self","Matching","Self","Self","Self",313,0.313,1
"4296",13,"Self","Matching","Self","Self","Self",261,0.261,1
"4297",13,"Self","Matching","Self","Self","Self",313,0.313,1
"4298",13,"Self","Matching","Self","Self","Self",263,0.263,1
"4299",13,"Self","Matching","Self","Self","Self",350,0.35,1
"4300",13,"Self","Matching","Self","Self","Self",314,0.314,1
"4301",13,"Self","Matching","Self","Self","Self",383,0.383,1
"4302",13,"Self","Matching","Self","Self","Self",240,0.24,1
"4303",13,"Self","Matching","Self","Self","Self",307,0.307,0
"4304",13,"Self","Matching","Self","Self","Self",388,0.388,1
"4305",13,"Self","Matching","Self","Self","Self",267,0.267,0
"4306",13,"Self","Matching","Self","Self","Self",330,0.33,0
"4307",13,"Self","Matching","Self","Self","Self",260,0.26,1
"4308",13,"Self","Matching","Self","Self","Self",252,0.252,1
"4309",13,"Self","Matching","Self","Self","Self",212,0.212,1
"4310",13,"Self","Matching","Self","Self","Self",210,0.21,0
"4311",13,"Self","Matching","Self","Self","Self",271,0.271,0
"4312",13,"Self","Matching","Self","Self","Self",275,0.275,1
"4313",13,"Friend","Nonmatching","Friend","Friend","Close",353,0.353,0
"4314",13,"Friend","Nonmatching","Friend","Friend","Close",262,0.262,1
"4315",13,"Friend","Nonmatching","Friend","Friend","Close",419,0.419,0
"4316",13,"Friend","Nonmatching","Friend","Friend","Close",248,0.248,0
"4317",13,"Friend","Nonmatching","Friend","Friend","Close",234,0.234,1
"4318",13,"Friend","Nonmatching","Friend","Friend","Close",214,0.214,0
"4319",13,"Friend","Nonmatching","Friend","Friend","Close",262,0.262,0
"4320",13,"Friend","Nonmatching","Friend","Friend","Close",413,0.413,0
"4321",13,"Friend","Nonmatching","Friend","Friend","Close",397,0.397,0
"4322",13,"Friend","Nonmatching","Friend","Friend","Close",407,0.407,1
"4323",13,"Friend","Nonmatching","Friend","Friend","Close",262,0.262,1
"4324",13,"Friend","Nonmatching","Friend","Friend","Close",360,0.36,1
"4325",13,"Friend","Nonmatching","Friend","Friend","Close",345,0.345,0
"4326",13,"Friend","Nonmatching","Friend","Friend","Close",242,0.242,1
"4327",13,"Friend","Nonmatching","Friend","Friend","Close",209,0.209,1
"4328",13,"Friend","Nonmatching","Friend","Friend","Close",343,0.343,1
"4329",13,"Friend","Nonmatching","Friend","Friend","Close",266,0.266,0
"4330",13,"Friend","Nonmatching","Friend","Friend","Close",204,0.204,0
"4331",13,"Friend","Nonmatching","Friend","Friend","Close",458,0.458,1
"4332",13,"Friend","Nonmatching","Friend","Friend","Close",466,0.466,0
"4333",13,"Friend","Nonmatching","Friend","Friend","Close",238,0.238,1
"4334",13,"Friend","Nonmatching","Friend","Friend","Close",264,0.264,0
"4335",13,"Friend","Nonmatching","Friend","Friend","Close",240,0.24,0
"4336",13,"Friend","Nonmatching","Friend","Friend","Close",319,0.319,1
"4337",13,"Friend","Nonmatching","Friend","Friend","Close",345,0.345,0
"4338",13,"Friend","Nonmatching","Friend","Friend","Close",302,0.302,0
"4339",13,"Friend","Nonmatching","Friend","Friend","Close",434,0.434,0
"4340",13,"Friend","Nonmatching","Friend","Friend","Close",412,0.412,0
"4341",13,"Friend","Nonmatching","Friend","Friend","Close",299,0.299,0
"4342",13,"Friend","Nonmatching","Friend","Friend","Close",251,0.251,0
"4343",13,"Friend","Nonmatching","Friend","Friend","Close",273,0.273,0
"4344",13,"Friend","Nonmatching","Friend","Friend","Close",247,0.247,1
"4345",13,"Friend","Nonmatching","Friend","Friend","Close",315,0.315,1
"4346",13,"Friend","Nonmatching","Friend","Friend","Close",259,0.259,1
"4347",13,"Friend","Nonmatching","Friend","Friend","Close",240,0.24,0
"4348",13,"Friend","Nonmatching","Friend","Friend","Close",265,0.265,1
"4349",13,"Friend","Nonmatching","Friend","Friend","Close",208,0.208,1
"4350",13,"Friend","Nonmatching","Friend","Friend","Close",647,0.647,0
"4351",13,"Friend","Nonmatching","Friend","Friend","Close",237,0.237,1
"4352",13,"Friend","Nonmatching","Friend","Friend","Close",356,0.356,1
"4353",13,"Friend","Nonmatching","Friend","Friend","Close",250,0.25,1
"4354",13,"Friend","Nonmatching","Friend","Friend","Close",287,0.287,0
"4355",13,"Friend","Nonmatching","Friend","Friend","Close",402,0.402,1
"4356",13,"Friend","Nonmatching","Friend","Friend","Close",641,0.641,1
"4357",13,"Friend","Nonmatching","Friend","Friend","Close",261,0.261,1
"4358",13,"Friend","Nonmatching","Friend","Friend","Close",270,0.27,0
"4359",13,"Friend","Nonmatching","Friend","Friend","Close",270,0.27,0
"4360",13,"Friend","Nonmatching","Friend","Friend","Close",663,0.663,0
"4361",13,"Friend","Nonmatching","Friend","Friend","Close",447,0.447,1
"4362",13,"Friend","Nonmatching","Friend","Friend","Close",222,0.222,1
"4363",13,"Friend","Nonmatching","Friend","Friend","Close",346,0.346,1
"4364",13,"Friend","Nonmatching","Friend","Friend","Close",357,0.357,0
"4365",13,"Friend","Nonmatching","Friend","Friend","Close",393,0.393,1
"4366",13,"Friend","Nonmatching","Friend","Friend","Close",675,0.675,1
"4367",13,"Friend","Nonmatching","Friend","Friend","Close",481,0.481,1
"4368",13,"Friend","Nonmatching","Friend","Friend","Close",358,0.358,1
"4369",13,"Friend","Nonmatching","Friend","Friend","Close",288,0.288,1
"4370",13,"Friend","Nonmatching","Friend","Friend","Close",348,0.348,0
"4371",13,"Friend","Nonmatching","Friend","Friend","Close",257,0.257,1
"4372",13,"Friend","Nonmatching","Friend","Friend","Close",350,0.35,0
"4373",13,"Friend","Nonmatching","Friend","Friend","Close",1085,1.085,1
"4374",13,"Friend","Nonmatching","Friend","Friend","Close",921,0.921,1
"4375",13,"Friend","Nonmatching","Friend","Friend","Close",208,0.208,1
"4376",13,"Friend","Nonmatching","Friend","Friend","Close",483,0.483,0
"4377",13,"Self","Nonmatching","Friend","Friend","Close",1036,1.036,1
"4378",13,"Self","Nonmatching","Friend","Friend","Close",748,0.748,1
"4379",13,"Self","Nonmatching","Friend","Friend","Close",448,0.448,0
"4380",13,"Self","Nonmatching","Friend","Friend","Close",504,0.504,1
"4381",13,"Self","Nonmatching","Friend","Friend","Close",558,0.558,0
"4382",13,"Self","Nonmatching","Friend","Friend","Close",551,0.551,1
"4383",13,"Self","Nonmatching","Friend","Friend","Close",355,0.355,1
"4384",13,"Self","Nonmatching","Friend","Friend","Close",453,0.453,0
"4385",13,"Self","Nonmatching","Friend","Friend","Close",236,0.236,1
"4386",13,"Self","Nonmatching","Friend","Friend","Close",421,0.421,0
"4387",13,"Self","Nonmatching","Friend","Friend","Close",314,0.314,0
"4388",13,"Self","Nonmatching","Friend","Friend","Close",506,0.506,1
"4389",13,"Self","Nonmatching","Friend","Friend","Close",251,0.251,1
"4390",13,"Self","Nonmatching","Friend","Friend","Close",316,0.316,1
"4391",13,"Self","Nonmatching","Friend","Friend","Close",390,0.39,0
"4392",13,"Self","Nonmatching","Friend","Friend","Close",234,0.234,0
"4393",13,"Self","Nonmatching","Friend","Friend","Close",201,0.201,0
"4394",13,"Self","Nonmatching","Friend","Friend","Close",340,0.34,1
"4395",13,"Self","Nonmatching","Friend","Friend","Close",284,0.284,0
"4396",13,"Self","Nonmatching","Friend","Friend","Close",307,0.307,0
"4397",13,"Self","Nonmatching","Friend","Friend","Close",217,0.217,1
"4398",13,"Self","Nonmatching","Friend","Friend","Close",216,0.216,0
"4399",13,"Friend","Nonmatching","Self","Self","Self",475,0.475,0
"4400",13,"Friend","Nonmatching","Self","Self","Self",230,0.23,1
"4401",13,"Friend","Nonmatching","Self","Self","Self",268,0.268,1
"4402",13,"Friend","Nonmatching","Self","Self","Self",281,0.281,1
"4403",13,"Friend","Nonmatching","Self","Self","Self",272,0.272,1
"4404",13,"Friend","Nonmatching","Self","Self","Self",390,0.39,1
"4405",13,"Friend","Nonmatching","Self","Self","Self",417,0.417,0
"4406",13,"Friend","Nonmatching","Self","Self","Self",294,0.294,0
"4407",13,"Friend","Nonmatching","Self","Self","Self",272,0.272,1
"4408",13,"Friend","Nonmatching","Self","Self","Self",220,0.22,0
"4409",13,"Friend","Nonmatching","Self","Self","Self",307,0.307,0
"4410",13,"Friend","Nonmatching","Self","Self","Self",412,0.412,0
"4411",13,"Friend","Nonmatching","Self","Self","Self",237,0.237,1
"4412",13,"Friend","Nonmatching","Self","Self","Self",530,0.53,0
"4413",13,"Friend","Nonmatching","Self","Self","Self",314,0.314,1
"4414",13,"Friend","Nonmatching","Self","Self","Self",342,0.342,0
"4415",13,"Friend","Nonmatching","Self","Self","Self",236,0.236,0
"4416",13,"Friend","Nonmatching","Self","Self","Self",200,0.2,1
"4417",13,"Friend","Nonmatching","Self","Self","Self",294,0.294,0
"4418",13,"Friend","Nonmatching","Self","Self","Self",292,0.292,0
"4419",13,"Friend","Nonmatching","Self","Self","Self",974,0.974,1
"4420",13,"Friend","Nonmatching","Self","Self","Self",294,0.294,1
"4421",13,"Self","Nonmatching","Self","Self","Self",1080,1.08,1
"4422",13,"Self","Nonmatching","Self","Self","Self",779,0.779,1
"4423",13,"Self","Nonmatching","Self","Self","Self",726,0.726,1
"4424",13,"Self","Nonmatching","Self","Self","Self",947,0.947,1
"4425",13,"Self","Nonmatching","Self","Self","Self",772,0.772,1
"4426",13,"Self","Nonmatching","Self","Self","Self",943,0.943,1
"4427",13,"Self","Nonmatching","Self","Self","Self",414,0.414,1
"4428",13,"Self","Nonmatching","Self","Self","Self",215,0.215,1
"4429",13,"Self","Nonmatching","Self","Self","Self",298,0.298,0
"4430",13,"Self","Nonmatching","Self","Self","Self",325,0.325,0
"4431",13,"Self","Nonmatching","Self","Self","Self",266,0.266,1
"4432",13,"Self","Nonmatching","Self","Self","Self",646,0.646,1
"4433",13,"Self","Nonmatching","Self","Self","Self",601,0.601,1
"4434",13,"Self","Nonmatching","Self","Self","Self",1078,1.078,1
"4435",13,"Self","Nonmatching","Self","Self","Self",758,0.758,1
"4436",13,"Self","Nonmatching","Self","Self","Self",881,0.881,1
"4437",13,"Self","Nonmatching","Self","Self","Self",685,0.685,1
"4438",13,"Self","Nonmatching","Self","Self","Self",754,0.754,0
"4439",13,"Self","Nonmatching","Self","Self","Self",474,0.474,0
"4440",13,"Self","Nonmatching","Self","Self","Self",317,0.317,1
"4441",13,"Self","Nonmatching","Self","Self","Self",230,0.23,1
"4442",13,"Self","Nonmatching","Self","Self","Self",854,0.854,1
"4443",13,"Self","Nonmatching","Self","Self","Self",399,0.399,1
"4444",13,"Self","Nonmatching","Self","Self","Self",341,0.341,0
"4445",13,"Self","Nonmatching","Self","Self","Self",448,0.448,1
"4446",13,"Self","Nonmatching","Self","Self","Self",369,0.369,0
"4447",13,"Self","Nonmatching","Self","Self","Self",324,0.324,1
"4448",13,"Self","Nonmatching","Self","Self","Self",290,0.29,0
"4449",13,"Self","Nonmatching","Self","Self","Self",255,0.255,0
"4450",13,"Self","Nonmatching","Self","Self","Self",347,0.347,1
"4451",13,"Self","Nonmatching","Self","Self","Self",363,0.363,1
"4452",13,"Self","Nonmatching","Self","Self","Self",396,0.396,0
"4453",13,"Self","Nonmatching","Self","Self","Self",546,0.546,1
"4454",13,"Self","Nonmatching","Self","Self","Self",1055,1.055,1
"4455",13,"Self","Nonmatching","Self","Self","Self",521,0.521,1
"4456",13,"Self","Nonmatching","Self","Self","Self",377,0.377,0
"4457",13,"Self","Nonmatching","Self","Self","Self",525,0.525,0
"4458",13,"Self","Nonmatching","Self","Self","Self",383,0.383,1
"4459",13,"Self","Nonmatching","Self","Self","Self",272,0.272,1
"4460",13,"Self","Nonmatching","Self","Self","Self",442,0.442,0
"4461",13,"Self","Nonmatching","Self","Self","Self",345,0.345,1
"4462",13,"Self","Nonmatching","Self","Self","Self",1078,1.078,0
"4463",13,"Self","Nonmatching","Self","Self","Self",293,0.293,1
"4464",13,"Self","Nonmatching","Self","Self","Self",305,0.305,0
"4465",13,"Self","Nonmatching","Self","Self","Self",264,0.264,1
"4466",13,"Self","Nonmatching","Self","Self","Self",422,0.422,1
"4467",13,"Self","Nonmatching","Self","Self","Self",211,0.211,1
"4468",13,"Self","Nonmatching","Self","Self","Self",342,0.342,0
"4469",13,"Self","Nonmatching","Self","Self","Self",276,0.276,0
"4470",13,"Self","Nonmatching","Self","Self","Self",259,0.259,0
"4471",13,"Self","Nonmatching","Self","Self","Self",243,0.243,0
"4472",13,"Self","Nonmatching","Self","Self","Self",1027,1.027,0
"4473",13,"Self","Nonmatching","Self","Self","Self",325,0.325,0
"4474",13,"Self","Nonmatching","Self","Self","Self",299,0.299,0
"4475",13,"Self","Nonmatching","Self","Self","Self",266,0.266,0
"4476",13,"Self","Nonmatching","Self","Self","Self",252,0.252,0
"4477",13,"Self","Nonmatching","Self","Self","Self",378,0.378,0
"4478",13,"Self","Nonmatching","Self","Self","Self",269,0.269,1
"4479",13,"Self","Nonmatching","Self","Self","Self",231,0.231,1
"4480",14,"Friend","Matching","Friend","Friend","Close",1046,1.046,0
"4481",14,"Friend","Matching","Friend","Friend","Close",889,0.889,1
"4482",14,"Friend","Matching","Friend","Friend","Close",956,0.956,1
"4483",14,"Friend","Matching","Friend","Friend","Close",828,0.828,1
"4484",14,"Friend","Matching","Friend","Friend","Close",627,0.627,1
"4485",14,"Friend","Matching","Friend","Friend","Close",829,0.829,1
"4486",14,"Friend","Matching","Friend","Friend","Close",839,0.839,1
"4487",14,"Friend","Matching","Friend","Friend","Close",714,0.714,1
"4488",14,"Friend","Matching","Friend","Friend","Close",759,0.759,1
"4489",14,"Friend","Matching","Friend","Friend","Close",755,0.755,1
"4490",14,"Friend","Matching","Friend","Friend","Close",659,0.659,1
"4491",14,"Friend","Matching","Friend","Friend","Close",1018,1.018,1
"4492",14,"Friend","Matching","Friend","Friend","Close",797,0.797,1
"4493",14,"Friend","Matching","Friend","Friend","Close",673,0.673,1
"4494",14,"Friend","Matching","Friend","Friend","Close",625,0.625,1
"4495",14,"Friend","Matching","Friend","Friend","Close",468,0.468,1
"4496",14,"Friend","Matching","Friend","Friend","Close",686,0.686,1
"4497",14,"Friend","Matching","Friend","Friend","Close",480,0.48,1
"4498",14,"Friend","Matching","Friend","Friend","Close",591,0.591,1
"4499",14,"Friend","Matching","Friend","Friend","Close",574,0.574,1
"4500",14,"Friend","Matching","Friend","Friend","Close",586,0.586,1
"4501",14,"Friend","Matching","Friend","Friend","Close",484,0.484,1
"4502",14,"Friend","Matching","Friend","Friend","Close",558,0.558,1
"4503",14,"Friend","Matching","Friend","Friend","Close",772,0.772,0
"4504",14,"Friend","Matching","Friend","Friend","Close",521,0.521,1
"4505",14,"Friend","Matching","Friend","Friend","Close",657,0.657,1
"4506",14,"Friend","Matching","Friend","Friend","Close",856,0.856,1
"4507",14,"Friend","Matching","Friend","Friend","Close",493,0.493,1
"4508",14,"Friend","Matching","Friend","Friend","Close",643,0.643,1
"4509",14,"Friend","Matching","Friend","Friend","Close",668,0.668,1
"4510",14,"Friend","Matching","Friend","Friend","Close",804,0.804,1
"4511",14,"Friend","Matching","Friend","Friend","Close",690,0.69,1
"4512",14,"Friend","Matching","Friend","Friend","Close",699,0.699,1
"4513",14,"Friend","Matching","Friend","Friend","Close",712,0.712,1
"4514",14,"Friend","Matching","Friend","Friend","Close",627,0.627,1
"4515",14,"Friend","Matching","Friend","Friend","Close",628,0.628,1
"4516",14,"Friend","Matching","Friend","Friend","Close",727,0.727,1
"4517",14,"Friend","Matching","Friend","Friend","Close",845,0.845,1
"4518",14,"Friend","Matching","Friend","Friend","Close",514,0.514,1
"4519",14,"Friend","Matching","Friend","Friend","Close",397,0.397,1
"4520",14,"Friend","Matching","Friend","Friend","Close",444,0.444,1
"4521",14,"Friend","Matching","Friend","Friend","Close",554,0.554,1
"4522",14,"Friend","Matching","Friend","Friend","Close",772,0.772,1
"4523",14,"Friend","Matching","Friend","Friend","Close",944,0.944,1
"4524",14,"Friend","Matching","Friend","Friend","Close",485,0.485,1
"4525",14,"Friend","Matching","Friend","Friend","Close",877,0.877,1
"4526",14,"Friend","Matching","Friend","Friend","Close",383,0.383,1
"4527",14,"Friend","Matching","Friend","Friend","Close",526,0.526,1
"4528",14,"Friend","Matching","Friend","Friend","Close",653,0.653,1
"4529",14,"Friend","Matching","Friend","Friend","Close",714,0.714,1
"4530",14,"Friend","Matching","Friend","Friend","Close",441,0.441,1
"4531",14,"Friend","Matching","Friend","Friend","Close",343,0.343,1
"4532",14,"Friend","Matching","Friend","Friend","Close",556,0.556,1
"4533",14,"Friend","Matching","Friend","Friend","Close",511,0.511,1
"4534",14,"Friend","Matching","Friend","Friend","Close",493,0.493,1
"4535",14,"Friend","Matching","Friend","Friend","Close",597,0.597,1
"4536",14,"Friend","Matching","Friend","Friend","Close",406,0.406,1
"4537",14,"Friend","Matching","Friend","Friend","Close",541,0.541,1
"4538",14,"Friend","Matching","Friend","Friend","Close",543,0.543,1
