"","Subject","Label","Shape","Matching","Origin_Identity","English_Identity","Standardized_Idnetity","RT_ms","RT_sec","ACC"
"1926",6,"Friend","Self","Matching","Self","Self","Self",418,0.418,1
"1927",6,"Friend","Self","Matching","Self","Self","Self",383,0.383,1
"1928",6,"Friend","Self","Matching","Self","Self","Self",540,0.54,1
"1929",6,"Friend","Self","Matching","Self","Self","Self",340,0.34,1
"1930",6,"Friend","Self","Matching","Self","Self","Self",421,0.421,1
"1931",6,"Friend","Self","Matching","Self","Self","Self",462,0.462,1
"1932",6,"Self","Friend","Nonmatching","Friend","Friend","Close",532,0.532,0
"1933",6,"Self","Friend","Nonmatching","Friend","Friend","Close",511,0.511,0
"1934",6,"Self","Friend","Nonmatching","Friend","Friend","Close",600,0.6,0
"1935",6,"Self","Friend","Nonmatching","Friend","Friend","Close",630,0.63,0
"1936",6,"Self","Friend","Nonmatching","Friend","Friend","Close",638,0.638,0
"1937",6,"Self","Friend","Nonmatching","Friend","Friend","Close",801,0.801,0
"1938",6,"Self","Friend","Nonmatching","Friend","Friend","Close",510,0.51,0
"1939",6,"Self","Friend","Nonmatching","Friend","Friend","Close",627,0.627,0
"1940",6,"Self","Friend","Nonmatching","Friend","Friend","Close",962,0.962,0
"1941",6,"Self","Friend","Nonmatching","Friend","Friend","Close",563,0.563,0
"1942",6,"Self","Friend","Nonmatching","Friend","Friend","Close",553,0.553,0
"1943",6,"Self","Friend","Nonmatching","Friend","Friend","Close",777,0.777,0
"1944",6,"Self","Friend","Nonmatching","Friend","Friend","Close",968,0.968,0
"1945",6,"Self","Friend","Nonmatching","Friend","Friend","Close",601,0.601,0
"1946",6,"Self","Friend","Nonmatching","Friend","Friend","Close",449,0.449,0
"1947",6,"Self","Friend","Nonmatching","Friend","Friend","Close",449,0.449,0
"1948",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",513,0.513,0
"1949",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",368,0.368,0
"1950",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",649,0.649,0
"1951",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",390,0.39,0
"1952",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",393,0.393,0
"1953",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",406,0.406,0
"1954",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",619,0.619,0
"1955",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",709,0.709,0
"1956",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",439,0.439,0
"1957",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",360,0.36,0
"1958",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",463,0.463,0
"1959",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",478,0.478,0
"1960",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",393,0.393,0
"1961",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",573,0.573,0
"1962",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",459,0.459,0
"1963",6,"Self","Friend","Nonmatching","Friend","Friend","Close",650,0.65,1
"1964",6,"Self","Friend","Nonmatching","Friend","Friend","Close",704,0.704,1
"1965",6,"Self","Friend","Nonmatching","Friend","Friend","Close",726,0.726,1
"1966",6,"Self","Friend","Nonmatching","Friend","Friend","Close",623,0.623,1
"1967",6,"Self","Friend","Nonmatching","Friend","Friend","Close",718,0.718,1
"1968",6,"Self","Friend","Nonmatching","Friend","Friend","Close",626,0.626,1
"1969",6,"Self","Friend","Nonmatching","Friend","Friend","Close",596,0.596,1
"1970",6,"Self","Friend","Nonmatching","Friend","Friend","Close",581,0.581,1
"1971",6,"Self","Friend","Nonmatching","Friend","Friend","Close",619,0.619,1
"1972",6,"Self","Friend","Nonmatching","Friend","Friend","Close",514,0.514,1
"1973",6,"Self","Friend","Nonmatching","Friend","Friend","Close",704,0.704,1
"1974",6,"Self","Friend","Nonmatching","Friend","Friend","Close",588,0.588,1
"1975",6,"Self","Friend","Nonmatching","Friend","Friend","Close",455,0.455,1
"1976",6,"Self","Friend","Nonmatching","Friend","Friend","Close",600,0.6,1
"1977",6,"Self","Friend","Nonmatching","Friend","Friend","Close",534,0.534,1
"1978",6,"Self","Friend","Nonmatching","Friend","Friend","Close",835,0.835,1
"1979",6,"Self","Friend","Nonmatching","Friend","Friend","Close",613,0.613,1
"1980",6,"Self","Friend","Nonmatching","Friend","Friend","Close",565,0.565,1
"1981",6,"Self","Friend","Nonmatching","Friend","Friend","Close",575,0.575,1
"1982",6,"Self","Friend","Nonmatching","Friend","Friend","Close",421,0.421,1
"1983",6,"Self","Friend","Nonmatching","Friend","Friend","Close",393,0.393,1
"1984",6,"Self","Friend","Nonmatching","Friend","Friend","Close",564,0.564,1
"1985",6,"Self","Friend","Nonmatching","Friend","Friend","Close",808,0.808,1
"1986",6,"Self","Friend","Nonmatching","Friend","Friend","Close",694,0.694,1
"1987",6,"Self","Friend","Nonmatching","Friend","Friend","Close",721,0.721,1
"1988",6,"Self","Friend","Nonmatching","Friend","Friend","Close",691,0.691,1
"1989",6,"Self","Friend","Nonmatching","Friend","Friend","Close",749,0.749,1
"1990",6,"Self","Friend","Nonmatching","Friend","Friend","Close",508,0.508,1
"1991",6,"Self","Friend","Nonmatching","Friend","Friend","Close",521,0.521,1
"1992",6,"Self","Friend","Nonmatching","Friend","Friend","Close",1083,1.083,1
"1993",6,"Self","Friend","Nonmatching","Friend","Friend","Close",683,0.683,1
"1994",6,"Self","Friend","Nonmatching","Friend","Friend","Close",857,0.857,1
"1995",6,"Self","Friend","Nonmatching","Friend","Friend","Close",742,0.742,1
"1996",6,"Self","Friend","Nonmatching","Friend","Friend","Close",602,0.602,1
"1997",6,"Self","Friend","Nonmatching","Friend","Friend","Close",568,0.568,1
"1998",6,"Self","Friend","Nonmatching","Friend","Friend","Close",747,0.747,1
"1999",6,"Self","Friend","Nonmatching","Friend","Friend","Close",698,0.698,1
"2000",6,"Self","Friend","Nonmatching","Friend","Friend","Close",901,0.901,1
"2001",6,"Self","Friend","Nonmatching","Friend","Friend","Close",702,0.702,1
"2002",6,"Self","Friend","Nonmatching","Friend","Friend","Close",576,0.576,1
"2003",6,"Self","Friend","Nonmatching","Friend","Friend","Close",701,0.701,1
"2004",6,"Self","Friend","Nonmatching","Friend","Friend","Close",630,0.63,1
"2005",6,"Self","Friend","Nonmatching","Friend","Friend","Close",636,0.636,1
"2006",6,"Self","Friend","Nonmatching","Friend","Friend","Close",830,0.83,1
"2007",6,"Self","Friend","Nonmatching","Friend","Friend","Close",557,0.557,1
"2008",6,"Self","Friend","Nonmatching","Friend","Friend","Close",632,0.632,1
"2009",6,"Self","Friend","Nonmatching","Friend","Friend","Close",511,0.511,1
"2010",6,"Self","Friend","Nonmatching","Friend","Friend","Close",797,0.797,1
"2011",6,"Self","Friend","Nonmatching","Friend","Friend","Close",574,0.574,1
"2012",6,"Self","Friend","Nonmatching","Friend","Friend","Close",604,0.604,1
"2013",6,"Self","Friend","Nonmatching","Friend","Friend","Close",505,0.505,1
"2014",6,"Self","Friend","Nonmatching","Friend","Friend","Close",607,0.607,1
"2015",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",526,0.526,1
"2016",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",656,0.656,1
"2017",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",540,0.54,1
"2018",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",755,0.755,1
"2019",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",581,0.581,1
"2020",6,"Friend","Friend","Nonmatching","Friend","Friend","Close",465,0.465,1
"2021",6,"Self","Self","Nonmatching","Self","Self","Self",529,0.529,0
"2022",6,"Self","Self","Nonmatching","Self","Self","Self",818,0.818,0
"2023",6,"Self","Self","Nonmatching","Self","Self","Self",481,0.481,0
"2024",6,"Self","Self","Nonmatching","Self","Self","Self",761,0.761,0
"2025",6,"Self","Self","Nonmatching","Self","Self","Self",609,0.609,0
"2026",6,"Self","Self","Nonmatching","Self","Self","Self",658,0.658,0
"2027",6,"Self","Self","Nonmatching","Self","Self","Self",574,0.574,0
"2028",6,"Friend","Self","Nonmatching","Self","Self","Self",551,0.551,0
"2029",6,"Friend","Self","Nonmatching","Self","Self","Self",552,0.552,0
"2030",6,"Friend","Self","Nonmatching","Self","Self","Self",588,0.588,0
"2031",6,"Friend","Self","Nonmatching","Self","Self","Self",709,0.709,0
"2032",6,"Friend","Self","Nonmatching","Self","Self","Self",450,0.45,0
"2033",6,"Friend","Self","Nonmatching","Self","Self","Self",490,0.49,0
"2034",6,"Friend","Self","Nonmatching","Self","Self","Self",437,0.437,0
"2035",6,"Friend","Self","Nonmatching","Self","Self","Self",429,0.429,0
"2036",6,"Friend","Self","Nonmatching","Self","Self","Self",466,0.466,0
"2037",6,"Self","Self","Nonmatching","Self","Self","Self",650,0.65,1
"2038",6,"Self","Self","Nonmatching","Self","Self","Self",760,0.76,1
"2039",6,"Self","Self","Nonmatching","Self","Self","Self",680,0.68,1
"2040",6,"Self","Self","Nonmatching","Self","Self","Self",451,0.451,1
"2041",6,"Self","Self","Nonmatching","Self","Self","Self",559,0.559,1
"2042",6,"Self","Self","Nonmatching","Self","Self","Self",626,0.626,1
"2043",6,"Self","Self","Nonmatching","Self","Self","Self",431,0.431,1
"2044",6,"Self","Self","Nonmatching","Self","Self","Self",578,0.578,1
"2045",6,"Self","Self","Nonmatching","Self","Self","Self",513,0.513,1
"2046",6,"Self","Self","Nonmatching","Self","Self","Self",604,0.604,1
"2047",6,"Self","Self","Nonmatching","Self","Self","Self",578,0.578,1
"2048",6,"Self","Self","Nonmatching","Self","Self","Self",746,0.746,1
"2049",6,"Self","Self","Nonmatching","Self","Self","Self",802,0.802,1
"2050",6,"Self","Self","Nonmatching","Self","Self","Self",803,0.803,1
"2051",6,"Self","Self","Nonmatching","Self","Self","Self",763,0.763,1
"2052",6,"Self","Self","Nonmatching","Self","Self","Self",740,0.74,1
"2053",6,"Self","Self","Nonmatching","Self","Self","Self",740,0.74,1
"2054",6,"Self","Self","Nonmatching","Self","Self","Self",940,0.94,1
"2055",6,"Friend","Self","Nonmatching","Self","Self","Self",576,0.576,1
"2056",6,"Friend","Self","Nonmatching","Self","Self","Self",534,0.534,1
"2057",6,"Friend","Self","Nonmatching","Self","Self","Self",677,0.677,1
"2058",6,"Friend","Self","Nonmatching","Self","Self","Self",704,0.704,1
"2059",6,"Friend","Self","Nonmatching","Self","Self","Self",521,0.521,1
"2060",6,"Friend","Self","Nonmatching","Self","Self","Self",737,0.737,1
"2061",6,"Friend","Self","Nonmatching","Self","Self","Self",595,0.595,1
"2062",6,"Friend","Self","Nonmatching","Self","Self","Self",543,0.543,1
"2063",6,"Friend","Self","Nonmatching","Self","Self","Self",475,0.475,1
"2064",6,"Friend","Self","Nonmatching","Self","Self","Self",597,0.597,1
"2065",6,"Friend","Self","Nonmatching","Self","Self","Self",550,0.55,1
"2066",6,"Friend","Self","Nonmatching","Self","Self","Self",461,0.461,1
"2067",6,"Friend","Self","Nonmatching","Self","Self","Self",547,0.547,1
"2068",6,"Friend","Self","Nonmatching","Self","Self","Self",653,0.653,1
"2069",6,"Friend","Self","Nonmatching","Self","Self","Self",475,0.475,1
"2070",6,"Friend","Self","Nonmatching","Self","Self","Self",514,0.514,1
"2071",6,"Friend","Self","Nonmatching","Self","Self","Self",404,0.404,1
"2072",6,"Friend","Self","Nonmatching","Self","Self","Self",535,0.535,1
"2073",6,"Friend","Self","Nonmatching","Self","Self","Self",539,0.539,1
"2074",6,"Friend","Self","Nonmatching","Self","Self","Self",550,0.55,1
"2075",6,"Friend","Self","Nonmatching","Self","Self","Self",644,0.644,1
"2076",6,"Friend","Self","Nonmatching","Self","Self","Self",474,0.474,1
"2077",6,"Friend","Self","Nonmatching","Self","Self","Self",541,0.541,1
"2078",6,"Friend","Self","Nonmatching","Self","Self","Self",484,0.484,1
"2079",6,"Friend","Self","Nonmatching","Self","Self","Self",576,0.576,1
"2080",6,"Friend","Self","Nonmatching","Self","Self","Self",584,0.584,1
"2081",6,"Friend","Self","Nonmatching","Self","Self","Self",475,0.475,1
"2082",6,"Friend","Self","Nonmatching","Self","Self","Self",520,0.52,1
"2083",6,"Friend","Self","Nonmatching","Self","Self","Self",492,0.492,1
"2084",6,"Friend","Self","Nonmatching","Self","Self","Self",763,0.763,1
"2085",6,"Friend","Self","Nonmatching","Self","Self","Self",382,0.382,1
"2086",6,"Friend","Self","Nonmatching","Self","Self","Self",517,0.517,1
"2087",6,"Friend","Self","Nonmatching","Self","Self","Self",585,0.585,1
"2088",6,"Friend","Self","Nonmatching","Self","Self","Self",515,0.515,1
"2089",6,"Friend","Self","Nonmatching","Self","Self","Self",613,0.613,1
"2090",6,"Friend","Self","Nonmatching","Self","Self","Self",742,0.742,1
"2091",6,"Friend","Self","Nonmatching","Self","Self","Self",504,0.504,1
"2092",6,"Friend","Self","Nonmatching","Self","Self","Self",368,0.368,1
"2093",6,"Friend","Self","Nonmatching","Self","Self","Self",499,0.499,1
"2094",6,"Friend","Self","Nonmatching","Self","Self","Self",425,0.425,1
"2095",6,"Friend","Self","Nonmatching","Self","Self","Self",660,0.66,1
"2096",6,"Friend","Self","Nonmatching","Self","Self","Self",612,0.612,1
"2097",6,"Friend","Self","Nonmatching","Self","Self","Self",462,0.462,1
"2098",6,"Friend","Self","Nonmatching","Self","Self","Self",435,0.435,1
"2099",6,"Friend","Self","Nonmatching","Self","Self","Self",468,0.468,1
"2100",6,"Friend","Self","Nonmatching","Self","Self","Self",612,0.612,1
"2101",6,"Friend","Self","Nonmatching","Self","Self","Self",495,0.495,1
"2102",7,"Self","Friend","Matching","Friend","Friend","Close",639,0.639,0
"2103",7,"Self","Friend","Matching","Friend","Friend","Close",684,0.684,0
"2104",7,"Self","Friend","Matching","Friend","Friend","Close",391,0.391,0
"2105",7,"Self","Friend","Matching","Friend","Friend","Close",756,0.756,0
"2106",7,"Self","Friend","Matching","Friend","Friend","Close",593,0.593,0
"2107",7,"Self","Friend","Matching","Friend","Friend","Close",449,0.449,0
"2108",7,"Self","Friend","Matching","Friend","Friend","Close",445,0.445,0
"2109",7,"Self","Friend","Matching","Friend","Friend","Close",853,0.853,0
"2110",7,"Self","Friend","Matching","Friend","Friend","Close",765,0.765,0
"2111",7,"Self","Friend","Matching","Friend","Friend","Close",426,0.426,0
"2112",7,"Self","Friend","Matching","Friend","Friend","Close",447,0.447,0
"2113",7,"Self","Friend","Matching","Friend","Friend","Close",892,0.892,0
"2114",7,"Self","Friend","Matching","Friend","Friend","Close",426,0.426,0
"2115",7,"Friend","Friend","Matching","Friend","Friend","Close",656,0.656,0
"2116",7,"Friend","Friend","Matching","Friend","Friend","Close",376,0.376,0
"2117",7,"Friend","Friend","Matching","Friend","Friend","Close",468,0.468,0
"2118",7,"Friend","Friend","Matching","Friend","Friend","Close",701,0.701,0
"2119",7,"Friend","Friend","Matching","Friend","Friend","Close",333,0.333,0
"2120",7,"Friend","Friend","Matching","Friend","Friend","Close",444,0.444,0
"2121",7,"Friend","Friend","Matching","Friend","Friend","Close",570,0.57,0
"2122",7,"Friend","Friend","Matching","Friend","Friend","Close",456,0.456,0
"2123",7,"Friend","Friend","Matching","Friend","Friend","Close",509,0.509,0
"2124",7,"Self","Friend","Matching","Friend","Friend","Close",622,0.622,1
"2125",7,"Self","Friend","Matching","Friend","Friend","Close",654,0.654,1
"2126",7,"Self","Friend","Matching","Friend","Friend","Close",722,0.722,1
"2127",7,"Self","Friend","Matching","Friend","Friend","Close",522,0.522,1
"2128",7,"Self","Friend","Matching","Friend","Friend","Close",503,0.503,1
"2129",7,"Self","Friend","Matching","Friend","Friend","Close",457,0.457,1
"2130",7,"Self","Friend","Matching","Friend","Friend","Close",502,0.502,1
"2131",7,"Self","Friend","Matching","Friend","Friend","Close",630,0.63,1
"2132",7,"Self","Friend","Matching","Friend","Friend","Close",540,0.54,1
"2133",7,"Self","Friend","Matching","Friend","Friend","Close",629,0.629,1
"2134",7,"Self","Friend","Matching","Friend","Friend","Close",515,0.515,1
"2135",7,"Self","Friend","Matching","Friend","Friend","Close",711,0.711,1
"2136",7,"Self","Friend","Matching","Friend","Friend","Close",551,0.551,1
"2137",7,"Self","Friend","Matching","Friend","Friend","Close",516,0.516,1
"2138",7,"Self","Friend","Matching","Friend","Friend","Close",551,0.551,1
"2139",7,"Self","Friend","Matching","Friend","Friend","Close",434,0.434,1
"2140",7,"Self","Friend","Matching","Friend","Friend","Close",533,0.533,1
"2141",7,"Self","Friend","Matching","Friend","Friend","Close",469,0.469,1
"2142",7,"Self","Friend","Matching","Friend","Friend","Close",609,0.609,1
"2143",7,"Self","Friend","Matching","Friend","Friend","Close",436,0.436,1
"2144",7,"Self","Friend","Matching","Friend","Friend","Close",477,0.477,1
"2145",7,"Self","Friend","Matching","Friend","Friend","Close",721,0.721,1
"2146",7,"Self","Friend","Matching","Friend","Friend","Close",582,0.582,1
"2147",7,"Self","Friend","Matching","Friend","Friend","Close",610,0.61,1
"2148",7,"Self","Friend","Matching","Friend","Friend","Close",581,0.581,1
"2149",7,"Self","Friend","Matching","Friend","Friend","Close",388,0.388,1
"2150",7,"Self","Friend","Matching","Friend","Friend","Close",402,0.402,1
"2151",7,"Self","Friend","Matching","Friend","Friend","Close",438,0.438,1
"2152",7,"Self","Friend","Matching","Friend","Friend","Close",521,0.521,1
"2153",7,"Self","Friend","Matching","Friend","Friend","Close",978,0.978,1
"2154",7,"Self","Friend","Matching","Friend","Friend","Close",680,0.68,1
"2155",7,"Self","Friend","Matching","Friend","Friend","Close",543,0.543,1
"2156",7,"Self","Friend","Matching","Friend","Friend","Close",881,0.881,1
"2157",7,"Self","Friend","Matching","Friend","Friend","Close",527,0.527,1
"2158",7,"Self","Friend","Matching","Friend","Friend","Close",643,0.643,1
"2159",7,"Self","Friend","Matching","Friend","Friend","Close",578,0.578,1
"2160",7,"Self","Friend","Matching","Friend","Friend","Close",387,0.387,1
"2161",7,"Self","Friend","Matching","Friend","Friend","Close",600,0.6,1
"2162",7,"Self","Friend","Matching","Friend","Friend","Close",764,0.764,1
"2163",7,"Self","Friend","Matching","Friend","Friend","Close",737,0.737,1
"2164",7,"Self","Friend","Matching","Friend","Friend","Close",625,0.625,1
"2165",7,"Self","Friend","Matching","Friend","Friend","Close",531,0.531,1
"2166",7,"Self","Friend","Matching","Friend","Friend","Close",465,0.465,1
"2167",7,"Self","Friend","Matching","Friend","Friend","Close",454,0.454,1
"2168",7,"Self","Friend","Matching","Friend","Friend","Close",543,0.543,1
"2169",7,"Self","Friend","Matching","Friend","Friend","Close",378,0.378,1
"2170",7,"Self","Friend","Matching","Friend","Friend","Close",310,0.31,1
"2171",7,"Self","Friend","Matching","Friend","Friend","Close",398,0.398,1
"2172",7,"Self","Friend","Matching","Friend","Friend","Close",584,0.584,1
"2173",7,"Self","Friend","Matching","Friend","Friend","Close",345,0.345,1
"2174",7,"Self","Friend","Matching","Friend","Friend","Close",792,0.792,1
"2175",7,"Self","Friend","Matching","Friend","Friend","Close",753,0.753,1
"2176",7,"Self","Friend","Matching","Friend","Friend","Close",441,0.441,1
"2177",7,"Self","Friend","Matching","Friend","Friend","Close",651,0.651,1
"2178",7,"Self","Friend","Matching","Friend","Friend","Close",382,0.382,1
"2179",7,"Self","Friend","Matching","Friend","Friend","Close",447,0.447,1
"2180",7,"Self","Friend","Matching","Friend","Friend","Close",507,0.507,1
"2181",7,"Friend","Friend","Matching","Friend","Friend","Close",594,0.594,1
"2182",7,"Friend","Friend","Matching","Friend","Friend","Close",606,0.606,1
"2183",7,"Friend","Friend","Matching","Friend","Friend","Close",504,0.504,1
"2184",7,"Friend","Friend","Matching","Friend","Friend","Close",445,0.445,1
"2185",7,"Friend","Friend","Matching","Friend","Friend","Close",439,0.439,1
"2186",7,"Friend","Friend","Matching","Friend","Friend","Close",288,0.288,1
"2187",7,"Friend","Friend","Matching","Friend","Friend","Close",782,0.782,1
"2188",7,"Friend","Friend","Matching","Friend","Friend","Close",821,0.821,1
"2189",7,"Friend","Friend","Matching","Friend","Friend","Close",690,0.69,1
"2190",7,"Friend","Friend","Matching","Friend","Friend","Close",548,0.548,1
"2191",7,"Friend","Friend","Matching","Friend","Friend","Close",720,0.72,1
"2192",7,"Friend","Friend","Matching","Friend","Friend","Close",355,0.355,1
"2193",7,"Friend","Friend","Matching","Friend","Friend","Close",610,0.61,1
"2194",7,"Self","Self","Matching","Self","Self","Self",538,0.538,0
"2195",7,"Self","Self","Matching","Self","Self","Self",636,0.636,0
"2196",7,"Self","Self","Matching","Self","Self","Self",549,0.549,0
"2197",7,"Self","Self","Matching","Self","Self","Self",402,0.402,0
"2198",7,"Self","Self","Matching","Self","Self","Self",606,0.606,0
"2199",7,"Self","Self","Matching","Self","Self","Self",647,0.647,0
"2200",7,"Self","Self","Matching","Self","Self","Self",524,0.524,0
"2201",7,"Self","Self","Matching","Self","Self","Self",426,0.426,0
"2202",7,"Self","Self","Matching","Self","Self","Self",570,0.57,0
"2203",7,"Self","Self","Matching","Self","Self","Self",553,0.553,0
"2204",7,"Self","Self","Matching","Self","Self","Self",476,0.476,0
"2205",7,"Self","Self","Matching","Self","Self","Self",596,0.596,0
"2206",7,"Self","Self","Matching","Self","Self","Self",360,0.36,0
"2207",7,"Friend","Self","Matching","Self","Self","Self",690,0.69,0
"2208",7,"Friend","Self","Matching","Self","Self","Self",502,0.502,0
"2209",7,"Friend","Self","Matching","Self","Self","Self",257,0.257,0
"2210",7,"Friend","Self","Matching","Self","Self","Self",710,0.71,0
"2211",7,"Friend","Self","Matching","Self","Self","Self",400,0.4,0
"2212",7,"Friend","Self","Matching","Self","Self","Self",492,0.492,0
"2213",7,"Friend","Self","Matching","Self","Self","Self",369,0.369,0
"2214",7,"Friend","Self","Matching","Self","Self","Self",256,0.256,0
"2215",7,"Friend","Self","Matching","Self","Self","Self",446,0.446,0
"2216",7,"Friend","Self","Matching","Self","Self","Self",425,0.425,0
"2217",7,"Friend","Self","Matching","Self","Self","Self",566,0.566,0
"2218",7,"Friend","Self","Matching","Self","Self","Self",424,0.424,0
"2219",7,"Friend","Self","Matching","Self","Self","Self",550,0.55,0
"2220",7,"Friend","Self","Matching","Self","Self","Self",678,0.678,0
"2221",7,"Friend","Self","Matching","Self","Self","Self",423,0.423,0
"2222",7,"Friend","Self","Matching","Self","Self","Self",387,0.387,0
"2223",7,"Friend","Self","Matching","Self","Self","Self",551,0.551,0
"2224",7,"Friend","Self","Matching","Self","Self","Self",629,0.629,0
"2225",7,"Self","Self","Matching","Self","Self","Self",629,0.629,1
"2226",7,"Self","Self","Matching","Self","Self","Self",542,0.542,1
"2227",7,"Self","Self","Matching","Self","Self","Self",738,0.738,1
"2228",7,"Self","Self","Matching","Self","Self","Self",480,0.48,1
"2229",7,"Self","Self","Matching","Self","Self","Self",619,0.619,1
"2230",7,"Self","Self","Matching","Self","Self","Self",741,0.741,1
"2231",7,"Self","Self","Matching","Self","Self","Self",685,0.685,1
"2232",7,"Self","Self","Matching","Self","Self","Self",671,0.671,1
"2233",7,"Self","Self","Matching","Self","Self","Self",564,0.564,1
"2234",7,"Self","Self","Matching","Self","Self","Self",680,0.68,1
"2235",7,"Self","Self","Matching","Self","Self","Self",383,0.383,1
"2236",7,"Self","Self","Matching","Self","Self","Self",536,0.536,1
"2237",7,"Friend","Self","Matching","Self","Self","Self",952,0.952,1
"2238",7,"Friend","Self","Matching","Self","Self","Self",439,0.439,1
"2239",7,"Friend","Self","Matching","Self","Self","Self",397,0.397,1
"2240",7,"Friend","Self","Matching","Self","Self","Self",369,0.369,1
"2241",7,"Friend","Self","Matching","Self","Self","Self",613,0.613,1
"2242",7,"Friend","Self","Matching","Self","Self","Self",588,0.588,1
"2243",7,"Friend","Self","Matching","Self","Self","Self",458,0.458,1
"2244",7,"Friend","Self","Matching","Self","Self","Self",350,0.35,1
"2245",7,"Friend","Self","Matching","Self","Self","Self",328,0.328,1
"2246",7,"Friend","Self","Matching","Self","Self","Self",563,0.563,1
"2247",7,"Friend","Self","Matching","Self","Self","Self",791,0.791,1
"2248",7,"Friend","Self","Matching","Self","Self","Self",425,0.425,1
"2249",7,"Friend","Self","Matching","Self","Self","Self",468,0.468,1
"2250",7,"Friend","Self","Matching","Self","Self","Self",449,0.449,1
"2251",7,"Friend","Self","Matching","Self","Self","Self",323,0.323,1
"2252",7,"Friend","Self","Matching","Self","Self","Self",408,0.408,1
"2253",7,"Friend","Self","Matching","Self","Self","Self",376,0.376,1
"2254",7,"Friend","Self","Matching","Self","Self","Self",314,0.314,1
"2255",7,"Friend","Self","Matching","Self","Self","Self",534,0.534,1
"2256",7,"Friend","Self","Matching","Self","Self","Self",394,0.394,1
"2257",7,"Friend","Self","Matching","Self","Self","Self",406,0.406,1
"2258",7,"Friend","Self","Matching","Self","Self","Self",301,0.301,1
"2259",7,"Friend","Self","Matching","Self","Self","Self",379,0.379,1
"2260",7,"Friend","Self","Matching","Self","Self","Self",325,0.325,1
"2261",7,"Friend","Self","Matching","Self","Self","Self",442,0.442,1
"2262",7,"Friend","Self","Matching","Self","Self","Self",354,0.354,1
"2263",7,"Friend","Self","Matching","Self","Self","Self",620,0.62,1
"2264",7,"Friend","Self","Matching","Self","Self","Self",415,0.415,1
"2265",7,"Friend","Self","Matching","Self","Self","Self",550,0.55,1
"2266",7,"Friend","Self","Matching","Self","Self","Self",497,0.497,1
"2267",7,"Friend","Self","Matching","Self","Self","Self",850,0.85,1
"2268",7,"Friend","Self","Matching","Self","Self","Self",461,0.461,1
"2269",7,"Friend","Self","Matching","Self","Self","Self",433,0.433,1
"2270",7,"Friend","Self","Matching","Self","Self","Self",613,0.613,1
"2271",7,"Friend","Self","Matching","Self","Self","Self",397,0.397,1
"2272",7,"Friend","Self","Matching","Self","Self","Self",856,0.856,1
"2273",7,"Friend","Self","Matching","Self","Self","Self",360,0.36,1
"2274",7,"Friend","Self","Matching","Self","Self","Self",418,0.418,1
"2275",7,"Friend","Self","Matching","Self","Self","Self",349,0.349,1
"2276",7,"Friend","Self","Matching","Self","Self","Self",656,0.656,1
"2277",7,"Friend","Self","Matching","Self","Self","Self",705,0.705,1
"2278",7,"Friend","Self","Matching","Self","Self","Self",399,0.399,1
"2279",7,"Friend","Self","Matching","Self","Self","Self",475,0.475,1
"2280",7,"Friend","Self","Matching","Self","Self","Self",561,0.561,1
"2281",7,"Friend","Self","Matching","Self","Self","Self",286,0.286,1
"2282",7,"Friend","Self","Matching","Self","Self","Self",474,0.474,1
"2283",7,"Friend","Self","Matching","Self","Self","Self",511,0.511,1
"2284",7,"Friend","Self","Matching","Self","Self","Self",441,0.441,1
"2285",7,"Friend","Self","Matching","Self","Self","Self",599,0.599,1
"2286",7,"Friend","Self","Matching","Self","Self","Self",406,0.406,1
"2287",7,"Friend","Self","Matching","Self","Self","Self",535,0.535,1
"2288",7,"Self","Friend","Nonmatching","Friend","Friend","Close",720,0.72,0
"2289",7,"Self","Friend","Nonmatching","Friend","Friend","Close",1007,1.007,0
"2290",7,"Self","Friend","Nonmatching","Friend","Friend","Close",510,0.51,0
"2291",7,"Self","Friend","Nonmatching","Friend","Friend","Close",587,0.587,0
"2292",7,"Self","Friend","Nonmatching","Friend","Friend","Close",706,0.706,0
"2293",7,"Self","Friend","Nonmatching","Friend","Friend","Close",766,0.766,0
"2294",7,"Self","Friend","Nonmatching","Friend","Friend","Close",564,0.564,0
"2295",7,"Self","Friend","Nonmatching","Friend","Friend","Close",420,0.42,0
"2296",7,"Self","Friend","Nonmatching","Friend","Friend","Close",703,0.703,0
"2297",7,"Self","Friend","Nonmatching","Friend","Friend","Close",598,0.598,0
