"","Subject","Label","Shape","Matching","Origin_Identity","English_Identity","Standardized_Idnetity","RT_ms","RT_sec","ACC"
"4496",13,"Friend","Self","Nonmatching","Self","Self","Self",544,0.544,1
"4497",13,"Friend","Self","Nonmatching","Self","Self","Self",844,0.844,1
"4498",13,"Friend","Self","Nonmatching","Self","Self","Self",688,0.688,1
"4499",13,"Friend","Self","Nonmatching","Self","Self","Self",565,0.565,1
"4500",13,"Friend","Self","Nonmatching","Self","Self","Self",740,0.74,1
"4501",13,"Friend","Self","Nonmatching","Self","Self","Self",501,0.501,1
"4502",13,"Friend","Self","Nonmatching","Self","Self","Self",621,0.621,1
"4503",13,"Friend","Self","Nonmatching","Self","Self","Self",604,0.604,1
"4504",13,"Friend","Self","Nonmatching","Self","Self","Self",459,0.459,1
"4505",13,"Friend","Self","Nonmatching","Self","Self","Self",458,0.458,1
"4506",13,"Friend","Self","Nonmatching","Self","Self","Self",450,0.45,1
"4507",13,"Friend","Self","Nonmatching","Self","Self","Self",867,0.867,1
"4508",13,"Friend","Self","Nonmatching","Self","Self","Self",854,0.854,1
"4509",13,"Friend","Self","Nonmatching","Self","Self","Self",548,0.548,1
"4510",13,"Friend","Self","Nonmatching","Self","Self","Self",410,0.41,1
"4511",13,"Friend","Self","Nonmatching","Self","Self","Self",396,0.396,1
"4512",13,"Friend","Self","Nonmatching","Self","Self","Self",487,0.487,1
"4513",13,"Friend","Self","Nonmatching","Self","Self","Self",658,0.658,1
"4514",13,"Friend","Self","Nonmatching","Self","Self","Self",383,0.383,1
"4515",13,"Friend","Self","Nonmatching","Self","Self","Self",730,0.73,1
"4516",13,"Friend","Self","Nonmatching","Self","Self","Self",489,0.489,1
"4517",13,"Friend","Self","Nonmatching","Self","Self","Self",881,0.881,1
"4518",13,"Friend","Self","Nonmatching","Self","Self","Self",1026,1.026,1
"4519",13,"Friend","Self","Nonmatching","Self","Self","Self",550,0.55,1
"4520",13,"Friend","Self","Nonmatching","Self","Self","Self",638,0.638,1
"4521",13,"Friend","Self","Nonmatching","Self","Self","Self",846,0.846,1
"4522",13,"Friend","Self","Nonmatching","Self","Self","Self",627,0.627,1
"4523",13,"Friend","Self","Nonmatching","Self","Self","Self",439,0.439,1
"4524",13,"Friend","Self","Nonmatching","Self","Self","Self",816,0.816,1
"4525",13,"Friend","Self","Nonmatching","Self","Self","Self",385,0.385,1
"4526",13,"Friend","Self","Nonmatching","Self","Self","Self",443,0.443,1
"4527",13,"Friend","Self","Nonmatching","Self","Self","Self",841,0.841,1
"4528",13,"Friend","Self","Nonmatching","Self","Self","Self",504,0.504,1
"4529",13,"Friend","Self","Nonmatching","Self","Self","Self",941,0.941,1
"4530",13,"Friend","Self","Nonmatching","Self","Self","Self",530,0.53,1
"4531",13,"Friend","Self","Nonmatching","Self","Self","Self",466,0.466,1
"4532",13,"Friend","Self","Nonmatching","Self","Self","Self",608,0.608,1
"4533",13,"Friend","Self","Nonmatching","Self","Self","Self",563,0.563,1
"4534",13,"Friend","Self","Nonmatching","Self","Self","Self",735,0.735,1
"4535",13,"Friend","Self","Nonmatching","Self","Self","Self",614,0.614,1
"4536",13,"Friend","Self","Nonmatching","Self","Self","Self",998,0.998,1
"4537",13,"Friend","Self","Nonmatching","Self","Self","Self",854,0.854,1
"4538",13,"Friend","Self","Nonmatching","Self","Self","Self",873,0.873,1
"4539",13,"Friend","Self","Nonmatching","Self","Self","Self",605,0.605,1
"4540",13,"Friend","Self","Nonmatching","Self","Self","Self",753,0.753,1
"4541",13,"Friend","Self","Nonmatching","Self","Self","Self",574,0.574,1
"4542",13,"Self","Self","Nonmatching","Self","Self","Self",711,0.711,1
"4543",13,"Self","Self","Nonmatching","Self","Self","Self",972,0.972,1
"4544",13,"Self","Self","Nonmatching","Self","Self","Self",680,0.68,1
"4545",13,"Self","Self","Nonmatching","Self","Self","Self",709,0.709,1
"4546",13,"Self","Self","Nonmatching","Self","Self","Self",748,0.748,1
"4547",13,"Self","Self","Nonmatching","Self","Self","Self",606,0.606,1
"4548",13,"Self","Self","Nonmatching","Self","Self","Self",499,0.499,1
"4549",13,"Self","Self","Nonmatching","Self","Self","Self",415,0.415,1
"4550",13,"Self","Self","Nonmatching","Self","Self","Self",550,0.55,1
"4551",13,"Self","Self","Nonmatching","Self","Self","Self",459,0.459,1
"4552",13,"Self","Self","Nonmatching","Self","Self","Self",834,0.834,1
"4553",13,"Self","Self","Nonmatching","Self","Self","Self",686,0.686,1
"4554",13,"Self","Self","Nonmatching","Self","Self","Self",663,0.663,1
"4555",13,"Self","Self","Nonmatching","Self","Self","Self",766,0.766,1
"4556",13,"Self","Self","Nonmatching","Self","Self","Self",636,0.636,1
"4557",13,"Self","Self","Nonmatching","Self","Self","Self",574,0.574,1
"4558",13,"Self","Self","Nonmatching","Self","Self","Self",468,0.468,1
"4559",13,"Friend","Self","Nonmatching","Self","Self","Self",492,0.492,0
"4560",13,"Friend","Self","Nonmatching","Self","Self","Self",743,0.743,0
"4561",13,"Friend","Self","Nonmatching","Self","Self","Self",467,0.467,0
"4562",13,"Friend","Self","Nonmatching","Self","Self","Self",490,0.49,0
"4563",13,"Friend","Self","Nonmatching","Self","Self","Self",752,0.752,0
"4564",13,"Friend","Self","Nonmatching","Self","Self","Self",600,0.6,0
"4565",13,"Friend","Self","Nonmatching","Self","Self","Self",497,0.497,0
"4566",13,"Friend","Self","Nonmatching","Self","Self","Self",431,0.431,0
"4567",13,"Friend","Self","Nonmatching","Self","Self","Self",730,0.73,0
"4568",13,"Friend","Self","Nonmatching","Self","Self","Self",870,0.87,0
"4569",13,"Friend","Self","Nonmatching","Self","Self","Self",445,0.445,0
"4570",13,"Friend","Self","Nonmatching","Self","Self","Self",520,0.52,0
"4571",13,"Self","Self","Nonmatching","Self","Self","Self",441,0.441,0
"4572",13,"Self","Self","Nonmatching","Self","Self","Self",692,0.692,0
"4573",13,"Self","Self","Nonmatching","Self","Self","Self",542,0.542,0
"4574",13,"Self","Self","Nonmatching","Self","Self","Self",639,0.639,0
"4575",13,"Self","Self","Nonmatching","Self","Self","Self",456,0.456,0
"4576",13,"Self","Self","Nonmatching","Self","Self","Self",596,0.596,0
"4577",13,"Self","Self","Nonmatching","Self","Self","Self",552,0.552,0
"4578",14,"Self","Friend","Matching","Friend","Friend","Close",553,0.553,0
"4579",14,"Self","Friend","Matching","Friend","Friend","Close",491,0.491,0
"4580",14,"Self","Friend","Matching","Friend","Friend","Close",708,0.708,0
"4581",14,"Self","Friend","Matching","Friend","Friend","Close",679,0.679,0
"4582",14,"Self","Friend","Matching","Friend","Friend","Close",775,0.775,0
"4583",14,"Self","Friend","Matching","Friend","Friend","Close",432,0.432,0
"4584",14,"Self","Friend","Matching","Friend","Friend","Close",556,0.556,0
"4585",14,"Self","Friend","Matching","Friend","Friend","Close",700,0.7,0
"4586",14,"Self","Friend","Matching","Friend","Friend","Close",667,0.667,0
"4587",14,"Self","Friend","Matching","Friend","Friend","Close",662,0.662,0
"4588",14,"Self","Friend","Matching","Friend","Friend","Close",1011,1.011,0
"4589",14,"Self","Friend","Matching","Friend","Friend","Close",751,0.751,0
"4590",14,"Self","Friend","Matching","Friend","Friend","Close",726,0.726,0
"4591",14,"Self","Friend","Matching","Friend","Friend","Close",577,0.577,0
"4592",14,"Self","Friend","Matching","Friend","Friend","Close",706,0.706,0
"4593",14,"Self","Friend","Matching","Friend","Friend","Close",372,0.372,0
"4594",14,"Self","Friend","Matching","Friend","Friend","Close",512,0.512,0
"4595",14,"Friend","Friend","Matching","Friend","Friend","Close",490,0.49,0
"4596",14,"Self","Friend","Matching","Friend","Friend","Close",396,0.396,1
"4597",14,"Friend","Friend","Matching","Friend","Friend","Close",497,0.497,0
"4598",14,"Self","Friend","Matching","Friend","Friend","Close",428,0.428,1
"4599",14,"Self","Friend","Matching","Friend","Friend","Close",323,0.323,1
"4600",14,"Friend","Friend","Matching","Friend","Friend","Close",613,0.613,0
"4601",14,"Self","Friend","Matching","Friend","Friend","Close",615,0.615,1
"4602",14,"Self","Friend","Matching","Friend","Friend","Close",449,0.449,1
"4603",14,"Self","Friend","Matching","Friend","Friend","Close",459,0.459,1
"4604",14,"Self","Friend","Matching","Friend","Friend","Close",417,0.417,1
"4605",14,"Self","Friend","Matching","Friend","Friend","Close",430,0.43,1
"4606",14,"Self","Friend","Matching","Friend","Friend","Close",516,0.516,1
"4607",14,"Self","Friend","Matching","Friend","Friend","Close",488,0.488,1
"4608",14,"Self","Friend","Matching","Friend","Friend","Close",397,0.397,1
"4609",14,"Friend","Friend","Matching","Friend","Friend","Close",607,0.607,0
"4610",14,"Self","Friend","Matching","Friend","Friend","Close",673,0.673,1
"4611",14,"Self","Friend","Matching","Friend","Friend","Close",518,0.518,1
"4612",14,"Self","Friend","Matching","Friend","Friend","Close",479,0.479,1
"4613",14,"Self","Friend","Matching","Friend","Friend","Close",355,0.355,1
"4614",14,"Self","Friend","Matching","Friend","Friend","Close",336,0.336,1
"4615",14,"Self","Friend","Matching","Friend","Friend","Close",286,0.286,1
"4616",14,"Self","Friend","Matching","Friend","Friend","Close",311,0.311,1
"4617",14,"Self","Friend","Matching","Friend","Friend","Close",272,0.272,1
"4618",14,"Self","Friend","Matching","Friend","Friend","Close",624,0.624,1
"4619",14,"Self","Friend","Matching","Friend","Friend","Close",379,0.379,1
"4620",14,"Self","Friend","Matching","Friend","Friend","Close",652,0.652,1
"4621",14,"Self","Friend","Matching","Friend","Friend","Close",533,0.533,1
"4622",14,"Self","Friend","Matching","Friend","Friend","Close",453,0.453,1
"4623",14,"Self","Friend","Matching","Friend","Friend","Close",559,0.559,1
"4624",14,"Friend","Friend","Matching","Friend","Friend","Close",394,0.394,0
"4625",14,"Self","Friend","Matching","Friend","Friend","Close",621,0.621,1
"4626",14,"Self","Friend","Matching","Friend","Friend","Close",335,0.335,1
"4627",14,"Friend","Friend","Matching","Friend","Friend","Close",356,0.356,0
"4628",14,"Self","Friend","Matching","Friend","Friend","Close",586,0.586,1
"4629",14,"Self","Friend","Matching","Friend","Friend","Close",811,0.811,1
"4630",14,"Self","Friend","Matching","Friend","Friend","Close",444,0.444,1
"4631",14,"Self","Friend","Matching","Friend","Friend","Close",485,0.485,1
"4632",14,"Friend","Friend","Matching","Friend","Friend","Close",527,0.527,0
"4633",14,"Self","Friend","Matching","Friend","Friend","Close",432,0.432,1
"4634",14,"Self","Friend","Matching","Friend","Friend","Close",373,0.373,1
"4635",14,"Self","Friend","Matching","Friend","Friend","Close",379,0.379,1
"4636",14,"Self","Friend","Matching","Friend","Friend","Close",444,0.444,1
"4637",14,"Self","Friend","Matching","Friend","Friend","Close",566,0.566,1
"4638",14,"Self","Friend","Matching","Friend","Friend","Close",431,0.431,1
"4639",14,"Self","Friend","Matching","Friend","Friend","Close",360,0.36,1
"4640",14,"Self","Friend","Matching","Friend","Friend","Close",454,0.454,1
"4641",14,"Self","Friend","Matching","Friend","Friend","Close",998,0.998,1
"4642",14,"Self","Friend","Matching","Friend","Friend","Close",664,0.664,1
"4643",14,"Self","Friend","Matching","Friend","Friend","Close",774,0.774,1
"4644",14,"Self","Friend","Matching","Friend","Friend","Close",345,0.345,1
"4645",14,"Self","Friend","Matching","Friend","Friend","Close",590,0.59,1
"4646",14,"Self","Friend","Matching","Friend","Friend","Close",710,0.71,1
"4647",14,"Self","Friend","Matching","Friend","Friend","Close",418,0.418,1
"4648",14,"Self","Friend","Matching","Friend","Friend","Close",652,0.652,1
"4649",14,"Self","Friend","Matching","Friend","Friend","Close",539,0.539,1
"4650",14,"Self","Friend","Matching","Friend","Friend","Close",540,0.54,1
"4651",14,"Self","Friend","Matching","Friend","Friend","Close",638,0.638,1
"4652",14,"Self","Friend","Matching","Friend","Friend","Close",666,0.666,1
"4653",14,"Self","Friend","Matching","Friend","Friend","Close",493,0.493,1
"4654",14,"Self","Friend","Matching","Friend","Friend","Close",671,0.671,1
"4655",14,"Self","Friend","Matching","Friend","Friend","Close",450,0.45,1
"4656",14,"Self","Friend","Matching","Friend","Friend","Close",492,0.492,1
"4657",14,"Friend","Friend","Matching","Friend","Friend","Close",391,0.391,1
"4658",14,"Friend","Friend","Matching","Friend","Friend","Close",817,0.817,1
"4659",14,"Friend","Friend","Matching","Friend","Friend","Close",362,0.362,1
"4660",14,"Friend","Friend","Matching","Friend","Friend","Close",686,0.686,1
"4661",14,"Friend","Friend","Matching","Friend","Friend","Close",491,0.491,1
"4662",14,"Friend","Friend","Matching","Friend","Friend","Close",481,0.481,1
"4663",14,"Friend","Friend","Matching","Friend","Friend","Close",537,0.537,1
"4664",14,"Friend","Friend","Matching","Friend","Friend","Close",442,0.442,1
"4665",14,"Friend","Friend","Matching","Friend","Friend","Close",618,0.618,1
"4666",14,"Friend","Friend","Matching","Friend","Friend","Close",372,0.372,1
"4667",14,"Friend","Friend","Matching","Friend","Friend","Close",737,0.737,1
"4668",14,"Friend","Friend","Matching","Friend","Friend","Close",390,0.39,1
"4669",14,"Friend","Friend","Matching","Friend","Friend","Close",694,0.694,1
"4670",14,"Friend","Friend","Matching","Friend","Friend","Close",644,0.644,1
"4671",14,"Friend","Friend","Matching","Friend","Friend","Close",667,0.667,1
"4672",14,"Friend","Friend","Matching","Friend","Friend","Close",421,0.421,1
"4673",14,"Self","Self","Matching","Self","Self","Self",997,0.997,0
"4674",14,"Self","Self","Matching","Self","Self","Self",582,0.582,0
"4675",14,"Friend","Self","Matching","Self","Self","Self",1058,1.058,0
"4676",14,"Friend","Self","Matching","Self","Self","Self",753,0.753,0
"4677",14,"Self","Self","Matching","Self","Self","Self",500,0.5,1
"4678",14,"Self","Self","Matching","Self","Self","Self",472,0.472,1
"4679",14,"Self","Self","Matching","Self","Self","Self",574,0.574,1
"4680",14,"Self","Self","Matching","Self","Self","Self",624,0.624,1
"4681",14,"Friend","Self","Matching","Self","Self","Self",390,0.39,0
"4682",14,"Self","Self","Matching","Self","Self","Self",574,0.574,1
"4683",14,"Self","Self","Matching","Self","Self","Self",439,0.439,1
"4684",14,"Self","Self","Matching","Self","Self","Self",719,0.719,1
"4685",14,"Friend","Self","Matching","Self","Self","Self",577,0.577,0
"4686",14,"Friend","Self","Matching","Self","Self","Self",266,0.266,0
"4687",14,"Self","Self","Matching","Self","Self","Self",497,0.497,1
"4688",14,"Friend","Self","Matching","Self","Self","Self",528,0.528,0
"4689",14,"Self","Self","Matching","Self","Self","Self",490,0.49,1
"4690",14,"Friend","Self","Matching","Self","Self","Self",383,0.383,0
"4691",14,"Self","Self","Matching","Self","Self","Self",455,0.455,1
"4692",14,"Self","Self","Matching","Self","Self","Self",925,0.925,1
"4693",14,"Self","Self","Matching","Self","Self","Self",1046,1.046,1
"4694",14,"Friend","Self","Matching","Self","Self","Self",373,0.373,0
"4695",14,"Friend","Self","Matching","Self","Self","Self",474,0.474,0
"4696",14,"Self","Self","Matching","Self","Self","Self",492,0.492,1
"4697",14,"Self","Self","Matching","Self","Self","Self",258,0.258,1
"4698",14,"Self","Self","Matching","Self","Self","Self",763,0.763,1
"4699",14,"Self","Self","Matching","Self","Self","Self",327,0.327,1
"4700",14,"Self","Self","Matching","Self","Self","Self",407,0.407,1
"4701",14,"Self","Self","Matching","Self","Self","Self",627,0.627,1
"4702",14,"Self","Self","Matching","Self","Self","Self",534,0.534,1
"4703",14,"Self","Self","Matching","Self","Self","Self",454,0.454,1
"4704",14,"Self","Self","Matching","Self","Self","Self",575,0.575,1
"4705",14,"Friend","Self","Matching","Self","Self","Self",690,0.69,1
"4706",14,"Friend","Self","Matching","Self","Self","Self",449,0.449,1
"4707",14,"Friend","Self","Matching","Self","Self","Self",540,0.54,1
"4708",14,"Friend","Self","Matching","Self","Self","Self",386,0.386,1
"4709",14,"Friend","Self","Matching","Self","Self","Self",219,0.219,1
"4710",14,"Friend","Self","Matching","Self","Self","Self",349,0.349,1
"4711",14,"Friend","Self","Matching","Self","Self","Self",600,0.6,1
"4712",14,"Friend","Self","Matching","Self","Self","Self",575,0.575,1
"4713",14,"Friend","Self","Matching","Self","Self","Self",323,0.323,1
"4714",14,"Friend","Self","Matching","Self","Self","Self",448,0.448,1
"4715",14,"Friend","Self","Matching","Self","Self","Self",652,0.652,1
"4716",14,"Friend","Self","Matching","Self","Self","Self",670,0.67,1
"4717",14,"Friend","Self","Matching","Self","Self","Self",412,0.412,1
"4718",14,"Friend","Self","Matching","Self","Self","Self",288,0.288,1
"4719",14,"Friend","Self","Matching","Self","Self","Self",565,0.565,1
"4720",14,"Friend","Self","Matching","Self","Self","Self",379,0.379,1
"4721",14,"Friend","Self","Matching","Self","Self","Self",462,0.462,1
"4722",14,"Friend","Self","Matching","Self","Self","Self",347,0.347,1
"4723",14,"Friend","Self","Matching","Self","Self","Self",577,0.577,1
"4724",14,"Friend","Self","Matching","Self","Self","Self",595,0.595,1
"4725",14,"Friend","Self","Matching","Self","Self","Self",551,0.551,1
"4726",14,"Friend","Self","Matching","Self","Self","Self",539,0.539,1
"4727",14,"Friend","Self","Matching","Self","Self","Self",426,0.426,1
"4728",14,"Friend","Self","Matching","Self","Self","Self",351,0.351,1
"4729",14,"Friend","Self","Matching","Self","Self","Self",735,0.735,1
"4730",14,"Friend","Self","Matching","Self","Self","Self",462,0.462,1
"4731",14,"Friend","Self","Matching","Self","Self","Self",288,0.288,1
"4732",14,"Friend","Self","Matching","Self","Self","Self",768,0.768,1
"4733",14,"Friend","Self","Matching","Self","Self","Self",574,0.574,1
"4734",14,"Friend","Self","Matching","Self","Self","Self",377,0.377,1
"4735",14,"Friend","Self","Matching","Self","Self","Self",374,0.374,1
"4736",14,"Friend","Self","Matching","Self","Self","Self",433,0.433,1
"4737",14,"Friend","Self","Matching","Self","Self","Self",446,0.446,1
"4738",14,"Friend","Self","Matching","Self","Self","Self",265,0.265,1
"4739",14,"Friend","Self","Matching","Self","Self","Self",341,0.341,1
"4740",14,"Friend","Self","Matching","Self","Self","Self",334,0.334,1
"4741",14,"Friend","Self","Matching","Self","Self","Self",524,0.524,1
"4742",14,"Friend","Self","Matching","Self","Self","Self",825,0.825,1
"4743",14,"Friend","Self","Matching","Self","Self","Self",363,0.363,1
"4744",14,"Friend","Self","Matching","Self","Self","Self",491,0.491,1
"4745",14,"Friend","Self","Matching","Self","Self","Self",509,0.509,1
"4746",14,"Friend","Self","Matching","Self","Self","Self",843,0.843,1
"4747",14,"Friend","Self","Matching","Self","Self","Self",510,0.51,1
"4748",14,"Friend","Self","Matching","Self","Self","Self",678,0.678,1
"4749",14,"Friend","Self","Matching","Self","Self","Self",1000,1,1
"4750",14,"Friend","Self","Matching","Self","Self","Self",556,0.556,1
"4751",14,"Friend","Self","Matching","Self","Self","Self",437,0.437,1
"4752",14,"Friend","Self","Matching","Self","Self","Self",396,0.396,1
"4753",14,"Friend","Self","Matching","Self","Self","Self",365,0.365,1
"4754",14,"Friend","Self","Matching","Self","Self","Self",317,0.317,1
"4755",14,"Friend","Self","Matching","Self","Self","Self",336,0.336,1
"4756",14,"Friend","Self","Matching","Self","Self","Self",493,0.493,1
"4757",14,"Friend","Self","Matching","Self","Self","Self",432,0.432,1
"4758",14,"Friend","Self","Matching","Self","Self","Self",292,0.292,1
"4759",14,"Friend","Self","Matching","Self","Self","Self",345,0.345,1
"4760",14,"Friend","Self","Matching","Self","Self","Self",401,0.401,1
"4761",14,"Friend","Self","Matching","Self","Self","Self",408,0.408,1
"4762",14,"Friend","Self","Matching","Self","Self","Self",257,0.257,1
"4763",14,"Friend","Self","Matching","Self","Self","Self",286,0.286,1
"4764",14,"Friend","Self","Matching","Self","Self","Self",558,0.558,1
"4765",14,"Friend","Self","Matching","Self","Self","Self",533,0.533,1
"4766",14,"Friend","Self","Matching","Self","Self","Self",565,0.565,1
"4767",14,"Friend","Self","Matching","Self","Self","Self",367,0.367,1
"4768",14,"Friend","Self","Matching","Self","Self","Self",286,0.286,1
"4769",14,"Friend","Self","Matching","Self","Self","Self",316,0.316,1
"4770",14,"Self","Friend","Nonmatching","Friend","Friend","Close",421,0.421,0
"4771",14,"Self","Friend","Nonmatching","Friend","Friend","Close",410,0.41,0
"4772",14,"Self","Friend","Nonmatching","Friend","Friend","Close",464,0.464,0
"4773",14,"Self","Friend","Nonmatching","Friend","Friend","Close",361,0.361,0
"4774",14,"Self","Friend","Nonmatching","Friend","Friend","Close",375,0.375,0
"4775",14,"Self","Friend","Nonmatching","Friend","Friend","Close",1005,1.005,0
"4776",14,"Self","Friend","Nonmatching","Friend","Friend","Close",271,0.271,0
"4777",14,"Self","Friend","Nonmatching","Friend","Friend","Close",782,0.782,0
"4778",14,"Self","Friend","Nonmatching","Friend","Friend","Close",614,0.614,0
"4779",14,"Self","Friend","Nonmatching","Friend","Friend","Close",711,0.711,0
"4780",14,"Self","Friend","Nonmatching","Friend","Friend","Close",766,0.766,0
"4781",14,"Self","Friend","Nonmatching","Friend","Friend","Close",610,0.61,0
"4782",14,"Self","Friend","Nonmatching","Friend","Friend","Close",382,0.382,0
"4783",14,"Self","Friend","Nonmatching","Friend","Friend","Close",686,0.686,0
"4784",14,"Self","Friend","Nonmatching","Friend","Friend","Close",717,0.717,0
"4785",14,"Self","Friend","Nonmatching","Friend","Friend","Close",593,0.593,0
"4786",14,"Self","Friend","Nonmatching","Friend","Friend","Close",480,0.48,0
"4787",14,"Self","Friend","Nonmatching","Friend","Friend","Close",502,0.502,0
"4788",14,"Self","Friend","Nonmatching","Friend","Friend","Close",488,0.488,0
"4789",14,"Self","Friend","Nonmatching","Friend","Friend","Close",734,0.734,0
"4790",14,"Self","Friend","Nonmatching","Friend","Friend","Close",555,0.555,0
"4791",14,"Self","Friend","Nonmatching","Friend","Friend","Close",658,0.658,0
"4792",14,"Self","Friend","Nonmatching","Friend","Friend","Close",472,0.472,0
"4793",14,"Self","Friend","Nonmatching","Friend","Friend","Close",629,0.629,0
"4794",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",498,0.498,0
"4795",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",584,0.584,0
"4796",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",536,0.536,0
"4797",14,"Self","Friend","Nonmatching","Friend","Friend","Close",690,0.69,1
"4798",14,"Self","Friend","Nonmatching","Friend","Friend","Close",698,0.698,1
"4799",14,"Self","Friend","Nonmatching","Friend","Friend","Close",323,0.323,1
"4800",14,"Self","Friend","Nonmatching","Friend","Friend","Close",411,0.411,1
"4801",14,"Self","Friend","Nonmatching","Friend","Friend","Close",352,0.352,1
"4802",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",390,0.39,0
"4803",14,"Self","Friend","Nonmatching","Friend","Friend","Close",697,0.697,1
"4804",14,"Self","Friend","Nonmatching","Friend","Friend","Close",304,0.304,1
"4805",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",223,0.223,0
"4806",14,"Self","Friend","Nonmatching","Friend","Friend","Close",381,0.381,1
"4807",14,"Self","Friend","Nonmatching","Friend","Friend","Close",613,0.613,1
"4808",14,"Self","Friend","Nonmatching","Friend","Friend","Close",628,0.628,1
"4809",14,"Self","Friend","Nonmatching","Friend","Friend","Close",411,0.411,1
"4810",14,"Self","Friend","Nonmatching","Friend","Friend","Close",958,0.958,1
"4811",14,"Self","Friend","Nonmatching","Friend","Friend","Close",527,0.527,1
"4812",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",783,0.783,0
"4813",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",538,0.538,0
"4814",14,"Self","Friend","Nonmatching","Friend","Friend","Close",887,0.887,1
"4815",14,"Self","Friend","Nonmatching","Friend","Friend","Close",457,0.457,1
"4816",14,"Self","Friend","Nonmatching","Friend","Friend","Close",714,0.714,1
"4817",14,"Self","Friend","Nonmatching","Friend","Friend","Close",415,0.415,1
"4818",14,"Self","Friend","Nonmatching","Friend","Friend","Close",644,0.644,1
"4819",14,"Self","Friend","Nonmatching","Friend","Friend","Close",932,0.932,1
"4820",14,"Self","Friend","Nonmatching","Friend","Friend","Close",865,0.865,1
"4821",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",508,0.508,0
"4822",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",413,0.413,0
"4823",14,"Self","Friend","Nonmatching","Friend","Friend","Close",637,0.637,1
"4824",14,"Self","Friend","Nonmatching","Friend","Friend","Close",637,0.637,1
"4825",14,"Self","Friend","Nonmatching","Friend","Friend","Close",658,0.658,1
"4826",14,"Self","Friend","Nonmatching","Friend","Friend","Close",671,0.671,1
"4827",14,"Self","Friend","Nonmatching","Friend","Friend","Close",554,0.554,1
"4828",14,"Self","Friend","Nonmatching","Friend","Friend","Close",829,0.829,1
"4829",14,"Self","Friend","Nonmatching","Friend","Friend","Close",626,0.626,1
"4830",14,"Self","Friend","Nonmatching","Friend","Friend","Close",671,0.671,1
"4831",14,"Self","Friend","Nonmatching","Friend","Friend","Close",494,0.494,1
"4832",14,"Self","Friend","Nonmatching","Friend","Friend","Close",681,0.681,1
"4833",14,"Self","Friend","Nonmatching","Friend","Friend","Close",370,0.37,1
"4834",14,"Self","Friend","Nonmatching","Friend","Friend","Close",390,0.39,1
"4835",14,"Self","Friend","Nonmatching","Friend","Friend","Close",380,0.38,1
"4836",14,"Self","Friend","Nonmatching","Friend","Friend","Close",644,0.644,1
"4837",14,"Self","Friend","Nonmatching","Friend","Friend","Close",880,0.88,1
"4838",14,"Self","Friend","Nonmatching","Friend","Friend","Close",632,0.632,1
"4839",14,"Self","Friend","Nonmatching","Friend","Friend","Close",641,0.641,1
"4840",14,"Self","Friend","Nonmatching","Friend","Friend","Close",412,0.412,1
"4841",14,"Self","Friend","Nonmatching","Friend","Friend","Close",684,0.684,1
"4842",14,"Self","Friend","Nonmatching","Friend","Friend","Close",334,0.334,1
"4843",14,"Self","Friend","Nonmatching","Friend","Friend","Close",349,0.349,1
"4844",14,"Self","Friend","Nonmatching","Friend","Friend","Close",635,0.635,1
"4845",14,"Self","Friend","Nonmatching","Friend","Friend","Close",572,0.572,1
"4846",14,"Self","Friend","Nonmatching","Friend","Friend","Close",907,0.907,1
"4847",14,"Self","Friend","Nonmatching","Friend","Friend","Close",495,0.495,1
"4848",14,"Self","Friend","Nonmatching","Friend","Friend","Close",438,0.438,1
"4849",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",705,0.705,1
"4850",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",989,0.989,1
"4851",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",488,0.488,1
"4852",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",523,0.523,1
"4853",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",450,0.45,1
"4854",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",399,0.399,1
"4855",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",586,0.586,1
"4856",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",768,0.768,1
"4857",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",964,0.964,1
"4858",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",741,0.741,1
"4859",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",509,0.509,1
"4860",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",860,0.86,1
"4861",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",644,0.644,1
"4862",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",504,0.504,1
"4863",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",750,0.75,1
"4864",14,"Friend","Friend","Nonmatching","Friend","Friend","Close",858,0.858,1
"4865",14,"Self","Self","Nonmatching","Self","Self","Self",674,0.674,0
"4866",14,"Self","Self","Nonmatching","Self","Self","Self",443,0.443,0
