"","Subject","Word","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"843",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",957,0.957,1
"844",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",619,0.619,0
"845",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",1139,1.139,0
"846",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",851,0.851,1
"847",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",898,0.898,1
"848",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",229,0.229,0
"849",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",784,0.784,1
"850",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",649,0.649,1
"851",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",536,0.536,0
"852",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",633,0.633,1
"853",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",627,0.627,1
"854",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",848,0.848,1
"855",5,"YOU","Friend","Nonmatching","Friend","Friend","Close",836,0.836,1
"856",5,"FRIEND","Self","Nonmatching","Self","Self","Self",797,0.797,1
"857",5,"FRIEND","Self","Nonmatching","Self","Self","Self",785,0.785,1
"858",5,"FRIEND","Self","Nonmatching","Self","Self","Self",765,0.765,1
"859",5,"FRIEND","Self","Nonmatching","Self","Self","Self",595,0.595,1
"860",5,"FRIEND","Self","Nonmatching","Self","Self","Self",972,0.972,1
"861",5,"FRIEND","Self","Nonmatching","Self","Self","Self",841,0.841,1
"862",5,"FRIEND","Self","Nonmatching","Self","Self","Self",797,0.797,1
"863",5,"FRIEND","Self","Nonmatching","Self","Self","Self",818,0.818,1
"864",5,"FRIEND","Self","Nonmatching","Self","Self","Self",794,0.794,1
"865",5,"FRIEND","Self","Nonmatching","Self","Self","Self",867,0.867,1
"866",5,"FRIEND","Self","Nonmatching","Self","Self","Self",1078,1.078,1
"867",5,"FRIEND","Self","Nonmatching","Self","Self","Self",753,0.753,1
"868",5,"FRIEND","Self","Nonmatching","Self","Self","Self",610,0.61,1
"869",5,"FRIEND","Self","Nonmatching","Self","Self","Self",836,0.836,1
"870",5,"FRIEND","Self","Nonmatching","Self","Self","Self",445,0.445,0
"871",5,"FRIEND","Self","Nonmatching","Self","Self","Self",646,0.646,0
"872",5,"FRIEND","Self","Nonmatching","Self","Self","Self",634,0.634,1
"873",5,"FRIEND","Self","Nonmatching","Self","Self","Self",658,0.658,1
"874",5,"FRIEND","Self","Nonmatching","Self","Self","Self",886,0.886,1
"875",5,"FRIEND","Self","Nonmatching","Self","Self","Self",1155,1.155,1
"876",5,"FRIEND","Self","Nonmatching","Self","Self","Self",646,0.646,0
"877",5,"FRIEND","Self","Nonmatching","Self","Self","Self",651,0.651,1
"878",5,"FRIEND","Self","Nonmatching","Self","Self","Self",882,0.882,0
"879",5,"FRIEND","Self","Nonmatching","Self","Self","Self",894,0.894,1
"880",5,"FRIEND","Self","Nonmatching","Self","Self","Self",644,0.644,1
"881",5,"FRIEND","Self","Nonmatching","Self","Self","Self",845,0.845,1
"882",5,"FRIEND","Self","Nonmatching","Self","Self","Self",1157,1.157,0
"883",5,"FRIEND","Self","Nonmatching","Self","Self","Self",916,0.916,1
"884",5,"FRIEND","Self","Nonmatching","Self","Self","Self",940,0.94,0
"885",5,"FRIEND","Self","Nonmatching","Self","Self","Self",1035,1.035,1
"886",5,"FRIEND","Self","Nonmatching","Self","Self","Self",661,0.661,1
"887",5,"FRIEND","Self","Nonmatching","Self","Self","Self",683,0.683,1
"888",5,"FRIEND","Self","Nonmatching","Self","Self","Self",841,0.841,1
"889",5,"FRIEND","Self","Nonmatching","Self","Self","Self",764,0.764,1
"890",5,"FRIEND","Self","Nonmatching","Self","Self","Self",702,0.702,1
"891",5,"FRIEND","Self","Nonmatching","Self","Self","Self",1074,1.074,1
"892",5,"FRIEND","Self","Nonmatching","Self","Self","Self",988,0.988,1
"893",5,"FRIEND","Self","Nonmatching","Self","Self","Self",723,0.723,1
"894",5,"FRIEND","Self","Nonmatching","Self","Self","Self",523,0.523,1
"895",5,"FRIEND","Self","Nonmatching","Self","Self","Self",777,0.777,1
"896",6,"FRIEND","Friend","Matching","Friend","Friend","Close",720,0.72,1
"897",6,"FRIEND","Friend","Matching","Friend","Friend","Close",843,0.843,1
"898",6,"FRIEND","Friend","Matching","Friend","Friend","Close",776,0.776,1
"899",6,"FRIEND","Friend","Matching","Friend","Friend","Close",1112,1.112,1
"900",6,"FRIEND","Friend","Matching","Friend","Friend","Close",1050,1.05,1
"901",6,"FRIEND","Friend","Matching","Friend","Friend","Close",569,0.569,1
"902",6,"FRIEND","Friend","Matching","Friend","Friend","Close",761,0.761,1
"903",6,"FRIEND","Friend","Matching","Friend","Friend","Close",661,0.661,1
"904",6,"FRIEND","Friend","Matching","Friend","Friend","Close",736,0.736,1
"905",6,"FRIEND","Friend","Matching","Friend","Friend","Close",1048,1.048,0
"906",6,"FRIEND","Friend","Matching","Friend","Friend","Close",683,0.683,1
"907",6,"FRIEND","Friend","Matching","Friend","Friend","Close",837,0.837,1
"908",6,"FRIEND","Friend","Matching","Friend","Friend","Close",437,0.437,1
"909",6,"FRIEND","Friend","Matching","Friend","Friend","Close",827,0.827,1
"910",6,"FRIEND","Friend","Matching","Friend","Friend","Close",729,0.729,1
"911",6,"FRIEND","Friend","Matching","Friend","Friend","Close",579,0.579,1
"912",6,"FRIEND","Friend","Matching","Friend","Friend","Close",868,0.868,1
"913",6,"FRIEND","Friend","Matching","Friend","Friend","Close",815,0.815,1
"914",6,"FRIEND","Friend","Matching","Friend","Friend","Close",897,0.897,1
"915",6,"FRIEND","Friend","Matching","Friend","Friend","Close",978,0.978,1
"916",6,"FRIEND","Friend","Matching","Friend","Friend","Close",869,0.869,1
"917",6,"FRIEND","Friend","Matching","Friend","Friend","Close",844,0.844,1
"918",6,"FRIEND","Friend","Matching","Friend","Friend","Close",432,0.432,1
"919",6,"FRIEND","Friend","Matching","Friend","Friend","Close",823,0.823,1
"920",6,"FRIEND","Friend","Matching","Friend","Friend","Close",766,0.766,1
"921",6,"FRIEND","Friend","Matching","Friend","Friend","Close",669,0.669,1
"922",6,"FRIEND","Friend","Matching","Friend","Friend","Close",747,0.747,1
"923",6,"FRIEND","Friend","Matching","Friend","Friend","Close",1026,1.026,1
"924",6,"FRIEND","Friend","Matching","Friend","Friend","Close",925,0.925,0
"925",6,"FRIEND","Friend","Matching","Friend","Friend","Close",829,0.829,1
"926",6,"FRIEND","Friend","Matching","Friend","Friend","Close",955,0.955,1
"927",6,"FRIEND","Friend","Matching","Friend","Friend","Close",644,0.644,1
"928",6,"FRIEND","Friend","Matching","Friend","Friend","Close",744,0.744,1
"929",6,"FRIEND","Friend","Matching","Friend","Friend","Close",643,0.643,1
"930",6,"FRIEND","Friend","Matching","Friend","Friend","Close",743,0.743,1
"931",6,"FRIEND","Friend","Matching","Friend","Friend","Close",838,0.838,1
"932",6,"FRIEND","Friend","Matching","Friend","Friend","Close",899,0.899,1
"933",6,"YOU","Self","Matching","Self","Self","Self",795,0.795,1
"934",6,"YOU","Self","Matching","Self","Self","Self",913,0.913,0
"935",6,"YOU","Self","Matching","Self","Self","Self",558,0.558,1
"936",6,"YOU","Self","Matching","Self","Self","Self",795,0.795,1
"937",6,"YOU","Self","Matching","Self","Self","Self",524,0.524,1
"938",6,"YOU","Self","Matching","Self","Self","Self",429,0.429,1
"939",6,"YOU","Self","Matching","Self","Self","Self",501,0.501,1
"940",6,"YOU","Self","Matching","Self","Self","Self",667,0.667,1
"941",6,"YOU","Self","Matching","Self","Self","Self",629,0.629,1
"942",6,"YOU","Self","Matching","Self","Self","Self",651,0.651,1
"943",6,"YOU","Self","Matching","Self","Self","Self",606,0.606,1
"944",6,"YOU","Self","Matching","Self","Self","Self",830,0.83,1
"945",6,"YOU","Self","Matching","Self","Self","Self",815,0.815,1
"946",6,"YOU","Self","Matching","Self","Self","Self",1030,1.03,1
"947",6,"YOU","Self","Matching","Self","Self","Self",623,0.623,1
"948",6,"YOU","Self","Matching","Self","Self","Self",624,0.624,1
"949",6,"YOU","Self","Matching","Self","Self","Self",673,0.673,1
"950",6,"YOU","Self","Matching","Self","Self","Self",891,0.891,1
"951",6,"YOU","Self","Matching","Self","Self","Self",509,0.509,0
"952",6,"YOU","Self","Matching","Self","Self","Self",372,0.372,1
"953",6,"YOU","Self","Matching","Self","Self","Self",549,0.549,1
"954",6,"YOU","Self","Matching","Self","Self","Self",859,0.859,1
"955",6,"YOU","Self","Matching","Self","Self","Self",543,0.543,1
"956",6,"YOU","Self","Matching","Self","Self","Self",387,0.387,1
"957",6,"YOU","Self","Matching","Self","Self","Self",574,0.574,1
"958",6,"YOU","Self","Matching","Self","Self","Self",789,0.789,1
"959",6,"YOU","Self","Matching","Self","Self","Self",625,0.625,1
"960",6,"YOU","Self","Matching","Self","Self","Self",737,0.737,1
"961",6,"YOU","Self","Matching","Self","Self","Self",865,0.865,0
"962",6,"YOU","Self","Matching","Self","Self","Self",694,0.694,1
"963",6,"YOU","Self","Matching","Self","Self","Self",947,0.947,1
"964",6,"YOU","Self","Matching","Self","Self","Self",551,0.551,1
"965",6,"YOU","Self","Matching","Self","Self","Self",722,0.722,1
"966",6,"YOU","Self","Matching","Self","Self","Self",642,0.642,1
"967",6,"YOU","Self","Matching","Self","Self","Self",612,0.612,1
"968",6,"YOU","Self","Matching","Self","Self","Self",655,0.655,1
"969",6,"YOU","Self","Matching","Self","Self","Self",543,0.543,1
"970",6,"YOU","Self","Matching","Self","Self","Self",507,0.507,1
"971",6,"YOU","Self","Matching","Self","Self","Self",939,0.939,0
"972",6,"YOU","Self","Matching","Self","Self","Self",475,0.475,1
"973",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",729,0.729,1
"974",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",900,0.9,1
"975",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",882,0.882,1
"976",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",653,0.653,1
"977",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",757,0.757,1
"978",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",451,0.451,1
"979",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",668,0.668,0
"980",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",667,0.667,1
"981",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",810,0.81,1
"982",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",950,0.95,1
"983",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",619,0.619,0
"984",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",735,0.735,1
"985",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",671,0.671,1
"986",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",588,0.588,1
"987",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",833,0.833,1
"988",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",792,0.792,1
"989",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",872,0.872,1
"990",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",727,0.727,1
"991",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",806,0.806,0
"992",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",738,0.738,0
"993",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",680,0.68,1
"994",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",602,0.602,1
"995",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",598,0.598,1
"996",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",915,0.915,1
"997",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",801,0.801,0
"998",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",267,0.267,0
"999",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",732,0.732,1
"1000",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",532,0.532,1
"1001",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",594,0.594,0
"1002",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",657,0.657,1
"1003",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",909,0.909,1
"1004",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",835,0.835,1
"1005",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",651,0.651,1
"1006",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",749,0.749,1
"1007",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",582,0.582,1
"1008",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",775,0.775,0
"1009",6,"YOU","Friend","Nonmatching","Friend","Friend","Close",872,0.872,1
"1010",6,"FRIEND","Self","Nonmatching","Self","Self","Self",916,0.916,1
"1011",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1000,1,0
"1012",6,"FRIEND","Self","Nonmatching","Self","Self","Self",962,0.962,1
"1013",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1086,1.086,1
"1014",6,"FRIEND","Self","Nonmatching","Self","Self","Self",631,0.631,1
"1015",6,"FRIEND","Self","Nonmatching","Self","Self","Self",611,0.611,0
"1016",6,"FRIEND","Self","Nonmatching","Self","Self","Self",704,0.704,1
"1017",6,"FRIEND","Self","Nonmatching","Self","Self","Self",519,0.519,1
"1018",6,"FRIEND","Self","Nonmatching","Self","Self","Self",633,0.633,1
"1019",6,"FRIEND","Self","Nonmatching","Self","Self","Self",838,0.838,0
"1020",6,"FRIEND","Self","Nonmatching","Self","Self","Self",742,0.742,1
"1021",6,"FRIEND","Self","Nonmatching","Self","Self","Self",546,0.546,1
"1022",6,"FRIEND","Self","Nonmatching","Self","Self","Self",899,0.899,1
"1023",6,"FRIEND","Self","Nonmatching","Self","Self","Self",541,0.541,1
"1024",6,"FRIEND","Self","Nonmatching","Self","Self","Self",682,0.682,0
"1025",6,"FRIEND","Self","Nonmatching","Self","Self","Self",636,0.636,1
"1026",6,"FRIEND","Self","Nonmatching","Self","Self","Self",700,0.7,1
"1027",6,"FRIEND","Self","Nonmatching","Self","Self","Self",581,0.581,1
"1028",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1087,1.087,1
"1029",6,"FRIEND","Self","Nonmatching","Self","Self","Self",691,0.691,1
"1030",6,"FRIEND","Self","Nonmatching","Self","Self","Self",764,0.764,1
"1031",6,"FRIEND","Self","Nonmatching","Self","Self","Self",797,0.797,0
"1032",6,"FRIEND","Self","Nonmatching","Self","Self","Self",609,0.609,1
"1033",6,"FRIEND","Self","Nonmatching","Self","Self","Self",592,0.592,1
"1034",6,"FRIEND","Self","Nonmatching","Self","Self","Self",674,0.674,1
"1035",6,"FRIEND","Self","Nonmatching","Self","Self","Self",714,0.714,1
"1036",6,"FRIEND","Self","Nonmatching","Self","Self","Self",770,0.77,1
"1037",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1006,1.006,0
"1038",6,"FRIEND","Self","Nonmatching","Self","Self","Self",576,0.576,1
"1039",6,"FRIEND","Self","Nonmatching","Self","Self","Self",871,0.871,1
"1040",6,"FRIEND","Self","Nonmatching","Self","Self","Self",848,0.848,1
"1041",6,"FRIEND","Self","Nonmatching","Self","Self","Self",708,0.708,0
"1042",6,"FRIEND","Self","Nonmatching","Self","Self","Self",915,0.915,1
"1043",6,"FRIEND","Self","Nonmatching","Self","Self","Self",946,0.946,1
"1044",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1075,1.075,1
"1045",6,"FRIEND","Self","Nonmatching","Self","Self","Self",708,0.708,1
"1046",6,"FRIEND","Self","Nonmatching","Self","Self","Self",736,0.736,1
"1047",6,"FRIEND","Self","Nonmatching","Self","Self","Self",777,0.777,1
"1048",6,"FRIEND","Self","Nonmatching","Self","Self","Self",1058,1.058,1
"1049",7,"FRIEND","Friend","Matching","Friend","Friend","Close",555,0.555,0
"1050",7,"FRIEND","Friend","Matching","Friend","Friend","Close",568,0.568,0
"1051",7,"FRIEND","Friend","Matching","Friend","Friend","Close",618,0.618,0
"1052",7,"FRIEND","Friend","Matching","Friend","Friend","Close",714,0.714,1
"1053",7,"FRIEND","Friend","Matching","Friend","Friend","Close",643,0.643,1
"1054",7,"FRIEND","Friend","Matching","Friend","Friend","Close",607,0.607,0
"1055",7,"FRIEND","Friend","Matching","Friend","Friend","Close",1020,1.02,1
"1056",7,"FRIEND","Friend","Matching","Friend","Friend","Close",414,0.414,0
"1057",7,"FRIEND","Friend","Matching","Friend","Friend","Close",806,0.806,0
"1058",7,"FRIEND","Friend","Matching","Friend","Friend","Close",540,0.54,0
"1059",7,"FRIEND","Friend","Matching","Friend","Friend","Close",342,0.342,1
"1060",7,"FRIEND","Friend","Matching","Friend","Friend","Close",407,0.407,0
"1061",7,"FRIEND","Friend","Matching","Friend","Friend","Close",591,0.591,0
"1062",7,"FRIEND","Friend","Matching","Friend","Friend","Close",743,0.743,1
"1063",7,"FRIEND","Friend","Matching","Friend","Friend","Close",656,0.656,0
"1064",7,"FRIEND","Friend","Matching","Friend","Friend","Close",507,0.507,1
"1065",7,"FRIEND","Friend","Matching","Friend","Friend","Close",472,0.472,1
"1066",7,"FRIEND","Friend","Matching","Friend","Friend","Close",203,0.203,1
"1067",7,"FRIEND","Friend","Matching","Friend","Friend","Close",544,0.544,0
"1068",7,"FRIEND","Friend","Matching","Friend","Friend","Close",479,0.479,0
"1069",7,"FRIEND","Friend","Matching","Friend","Friend","Close",535,0.535,0
"1070",7,"FRIEND","Friend","Matching","Friend","Friend","Close",691,0.691,1
"1071",7,"FRIEND","Friend","Matching","Friend","Friend","Close",888,0.888,0
"1072",7,"FRIEND","Friend","Matching","Friend","Friend","Close",433,0.433,1
"1073",7,"FRIEND","Friend","Matching","Friend","Friend","Close",300,0.3,1
"1074",7,"FRIEND","Friend","Matching","Friend","Friend","Close",327,0.327,0
"1075",7,"FRIEND","Friend","Matching","Friend","Friend","Close",587,0.587,0
"1076",7,"FRIEND","Friend","Matching","Friend","Friend","Close",911,0.911,1
"1077",7,"FRIEND","Friend","Matching","Friend","Friend","Close",810,0.81,1
"1078",7,"YOU","Self","Matching","Self","Self","Self",603,0.603,1
"1079",7,"YOU","Self","Matching","Self","Self","Self",657,0.657,1
"1080",7,"YOU","Self","Matching","Self","Self","Self",695,0.695,1
"1081",7,"YOU","Self","Matching","Self","Self","Self",703,0.703,1
"1082",7,"YOU","Self","Matching","Self","Self","Self",664,0.664,1
"1083",7,"YOU","Self","Matching","Self","Self","Self",656,0.656,1
"1084",7,"YOU","Self","Matching","Self","Self","Self",302,0.302,1
"1085",7,"YOU","Self","Matching","Self","Self","Self",525,0.525,1
"1086",7,"YOU","Self","Matching","Self","Self","Self",560,0.56,1
"1087",7,"YOU","Self","Matching","Self","Self","Self",247,0.247,1
"1088",7,"YOU","Self","Matching","Self","Self","Self",204,0.204,1
"1089",7,"YOU","Self","Matching","Self","Self","Self",365,0.365,1
"1090",7,"YOU","Self","Matching","Self","Self","Self",376,0.376,1
"1091",7,"YOU","Self","Matching","Self","Self","Self",240,0.24,1
"1092",7,"YOU","Self","Matching","Self","Self","Self",500,0.5,1
"1093",7,"YOU","Self","Matching","Self","Self","Self",344,0.344,0
"1094",7,"YOU","Self","Matching","Self","Self","Self",420,0.42,0
"1095",7,"YOU","Self","Matching","Self","Self","Self",388,0.388,1
"1096",7,"YOU","Self","Matching","Self","Self","Self",259,0.259,1
"1097",7,"YOU","Self","Matching","Self","Self","Self",335,0.335,0
"1098",7,"YOU","Self","Matching","Self","Self","Self",307,0.307,1
"1099",7,"YOU","Self","Matching","Self","Self","Self",394,0.394,1
"1100",7,"YOU","Self","Matching","Self","Self","Self",329,0.329,1
"1101",7,"YOU","Self","Matching","Self","Self","Self",264,0.264,0
"1102",7,"YOU","Self","Matching","Self","Self","Self",667,0.667,1
"1103",7,"YOU","Self","Matching","Self","Self","Self",758,0.758,1
"1104",7,"YOU","Self","Matching","Self","Self","Self",371,0.371,1
"1105",7,"YOU","Self","Matching","Self","Self","Self",421,0.421,0
"1106",7,"YOU","Self","Matching","Self","Self","Self",450,0.45,1
"1107",7,"YOU","Self","Matching","Self","Self","Self",597,0.597,1
"1108",7,"YOU","Self","Matching","Self","Self","Self",561,0.561,1
"1109",7,"YOU","Self","Matching","Self","Self","Self",596,0.596,1
"1110",7,"YOU","Self","Matching","Self","Self","Self",763,0.763,1
"1111",7,"YOU","Self","Matching","Self","Self","Self",516,0.516,1
"1112",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",635,0.635,0
"1113",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",740,0.74,1
"1114",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",455,0.455,1
"1115",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",495,0.495,1
"1116",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",860,0.86,1
"1117",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",946,0.946,1
"1118",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",562,0.562,1
"1119",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",781,0.781,1
"1120",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",1096,1.096,1
"1121",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",813,0.813,1
"1122",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",319,0.319,0
"1123",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",218,0.218,1
"1124",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",596,0.596,0
"1125",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",656,0.656,0
"1126",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",519,0.519,1
"1127",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",225,0.225,1
"1128",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",694,0.694,1
"1129",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",284,0.284,1
"1130",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",258,0.258,0
"1131",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",355,0.355,1
"1132",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",470,0.47,1
"1133",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",660,0.66,1
"1134",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",357,0.357,1
"1135",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",418,0.418,1
"1136",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",340,0.34,1
"1137",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",334,0.334,0
"1138",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",244,0.244,1
"1139",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",330,0.33,0
"1140",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",549,0.549,0
"1141",7,"YOU","Friend","Nonmatching","Friend","Friend","Close",440,0.44,0
"1142",7,"FRIEND","Self","Nonmatching","Self","Self","Self",533,0.533,1
"1143",7,"FRIEND","Self","Nonmatching","Self","Self","Self",669,0.669,1
"1144",7,"FRIEND","Self","Nonmatching","Self","Self","Self",436,0.436,1
"1145",7,"FRIEND","Self","Nonmatching","Self","Self","Self",331,0.331,0
"1146",7,"FRIEND","Self","Nonmatching","Self","Self","Self",331,0.331,0
"1147",7,"FRIEND","Self","Nonmatching","Self","Self","Self",252,0.252,0
"1148",7,"FRIEND","Self","Nonmatching","Self","Self","Self",620,0.62,1
"1149",7,"FRIEND","Self","Nonmatching","Self","Self","Self",406,0.406,1
"1150",7,"FRIEND","Self","Nonmatching","Self","Self","Self",328,0.328,1
"1151",7,"FRIEND","Self","Nonmatching","Self","Self","Self",658,0.658,1
"1152",7,"FRIEND","Self","Nonmatching","Self","Self","Self",356,0.356,0
"1153",7,"FRIEND","Self","Nonmatching","Self","Self","Self",905,0.905,1
"1154",7,"FRIEND","Self","Nonmatching","Self","Self","Self",466,0.466,1
"1155",7,"FRIEND","Self","Nonmatching","Self","Self","Self",345,0.345,0
"1156",7,"FRIEND","Self","Nonmatching","Self","Self","Self",458,0.458,1
"1157",7,"FRIEND","Self","Nonmatching","Self","Self","Self",219,0.219,0
"1158",7,"FRIEND","Self","Nonmatching","Self","Self","Self",296,0.296,1
"1159",7,"FRIEND","Self","Nonmatching","Self","Self","Self",373,0.373,0
"1160",7,"FRIEND","Self","Nonmatching","Self","Self","Self",257,0.257,1
"1161",7,"FRIEND","Self","Nonmatching","Self","Self","Self",402,0.402,0
"1162",7,"FRIEND","Self","Nonmatching","Self","Self","Self",267,0.267,1
"1163",7,"FRIEND","Self","Nonmatching","Self","Self","Self",356,0.356,1
"1164",7,"FRIEND","Self","Nonmatching","Self","Self","Self",301,0.301,1
"1165",7,"FRIEND","Self","Nonmatching","Self","Self","Self",532,0.532,1
"1166",7,"FRIEND","Self","Nonmatching","Self","Self","Self",674,0.674,1
"1167",8,"FRIEND","Friend","Matching","Friend","Friend","Close",735,0.735,1
"1168",8,"FRIEND","Friend","Matching","Friend","Friend","Close",660,0.66,1
"1169",8,"FRIEND","Friend","Matching","Friend","Friend","Close",700,0.7,1
"1170",8,"FRIEND","Friend","Matching","Friend","Friend","Close",545,0.545,1
"1171",8,"FRIEND","Friend","Matching","Friend","Friend","Close",533,0.533,1
"1172",8,"FRIEND","Friend","Matching","Friend","Friend","Close",747,0.747,0
"1173",8,"FRIEND","Friend","Matching","Friend","Friend","Close",561,0.561,1
"1174",8,"FRIEND","Friend","Matching","Friend","Friend","Close",482,0.482,1
"1175",8,"FRIEND","Friend","Matching","Friend","Friend","Close",514,0.514,1
"1176",8,"FRIEND","Friend","Matching","Friend","Friend","Close",741,0.741,1
"1177",8,"FRIEND","Friend","Matching","Friend","Friend","Close",627,0.627,1
"1178",8,"FRIEND","Friend","Matching","Friend","Friend","Close",604,0.604,1
"1179",8,"FRIEND","Friend","Matching","Friend","Friend","Close",427,0.427,0
"1180",8,"FRIEND","Friend","Matching","Friend","Friend","Close",517,0.517,1
"1181",8,"FRIEND","Friend","Matching","Friend","Friend","Close",407,0.407,1
"1182",8,"FRIEND","Friend","Matching","Friend","Friend","Close",428,0.428,1
"1183",8,"FRIEND","Friend","Matching","Friend","Friend","Close",608,0.608,0
"1184",8,"FRIEND","Friend","Matching","Friend","Friend","Close",424,0.424,1
"1185",8,"FRIEND","Friend","Matching","Friend","Friend","Close",387,0.387,0
"1186",8,"FRIEND","Friend","Matching","Friend","Friend","Close",461,0.461,0
"1187",8,"FRIEND","Friend","Matching","Friend","Friend","Close",553,0.553,0
"1188",8,"FRIEND","Friend","Matching","Friend","Friend","Close",531,0.531,1
"1189",8,"FRIEND","Friend","Matching","Friend","Friend","Close",736,0.736,1
"1190",8,"FRIEND","Friend","Matching","Friend","Friend","Close",454,0.454,1
"1191",8,"FRIEND","Friend","Matching","Friend","Friend","Close",438,0.438,1
"1192",8,"FRIEND","Friend","Matching","Friend","Friend","Close",565,0.565,1
"1193",8,"FRIEND","Friend","Matching","Friend","Friend","Close",485,0.485,1
"1194",8,"FRIEND","Friend","Matching","Friend","Friend","Close",431,0.431,1
"1195",8,"FRIEND","Friend","Matching","Friend","Friend","Close",435,0.435,1
"1196",8,"FRIEND","Friend","Matching","Friend","Friend","Close",973,0.973,0
"1197",8,"FRIEND","Friend","Matching","Friend","Friend","Close",446,0.446,1
"1198",8,"FRIEND","Friend","Matching","Friend","Friend","Close",624,0.624,0
"1199",8,"FRIEND","Friend","Matching","Friend","Friend","Close",271,0.271,0
"1200",8,"FRIEND","Friend","Matching","Friend","Friend","Close",282,0.282,1
"1201",8,"FRIEND","Friend","Matching","Friend","Friend","Close",772,0.772,1
