"","Subject","Word","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"1695",11,"FRIEND","Friend","Matching","Friend","Friend","Close",890,0.89,1
"1696",11,"FRIEND","Friend","Matching","Friend","Friend","Close",554,0.554,0
"1697",11,"FRIEND","Friend","Matching","Friend","Friend","Close",802,0.802,1
"1698",11,"FRIEND","Friend","Matching","Friend","Friend","Close",534,0.534,1
"1699",11,"FRIEND","Friend","Matching","Friend","Friend","Close",605,0.605,0
"1700",11,"FRIEND","Friend","Matching","Friend","Friend","Close",1095,1.095,1
"1701",11,"FRIEND","Friend","Matching","Friend","Friend","Close",796,0.796,1
"1702",11,"FRIEND","Friend","Matching","Friend","Friend","Close",956,0.956,1
"1703",11,"FRIEND","Friend","Matching","Friend","Friend","Close",1055,1.055,1
"1704",11,"FRIEND","Friend","Matching","Friend","Friend","Close",762,0.762,1
"1705",11,"FRIEND","Friend","Matching","Friend","Friend","Close",434,0.434,1
"1706",11,"FRIEND","Friend","Matching","Friend","Friend","Close",843,0.843,1
"1707",11,"FRIEND","Friend","Matching","Friend","Friend","Close",424,0.424,1
"1708",11,"FRIEND","Friend","Matching","Friend","Friend","Close",546,0.546,1
"1709",11,"FRIEND","Friend","Matching","Friend","Friend","Close",745,0.745,0
"1710",11,"FRIEND","Friend","Matching","Friend","Friend","Close",497,0.497,0
"1711",11,"FRIEND","Friend","Matching","Friend","Friend","Close",911,0.911,1
"1712",11,"FRIEND","Friend","Matching","Friend","Friend","Close",624,0.624,1
"1713",11,"FRIEND","Friend","Matching","Friend","Friend","Close",1041,1.041,0
"1714",11,"FRIEND","Friend","Matching","Friend","Friend","Close",684,0.684,1
"1715",11,"YOU","Self","Matching","Self","Self","Self",835,0.835,1
"1716",11,"YOU","Self","Matching","Self","Self","Self",682,0.682,1
"1717",11,"YOU","Self","Matching","Self","Self","Self",858,0.858,1
"1718",11,"YOU","Self","Matching","Self","Self","Self",850,0.85,0
"1719",11,"YOU","Self","Matching","Self","Self","Self",600,0.6,0
"1720",11,"YOU","Self","Matching","Self","Self","Self",348,0.348,0
"1721",11,"YOU","Self","Matching","Self","Self","Self",913,0.913,0
"1722",11,"YOU","Self","Matching","Self","Self","Self",960,0.96,1
"1723",11,"YOU","Self","Matching","Self","Self","Self",484,0.484,1
"1724",11,"YOU","Self","Matching","Self","Self","Self",433,0.433,1
"1725",11,"YOU","Self","Matching","Self","Self","Self",639,0.639,0
"1726",11,"YOU","Self","Matching","Self","Self","Self",631,0.631,1
"1727",11,"YOU","Self","Matching","Self","Self","Self",709,0.709,1
"1728",11,"YOU","Self","Matching","Self","Self","Self",709,0.709,1
"1729",11,"YOU","Self","Matching","Self","Self","Self",559,0.559,0
"1730",11,"YOU","Self","Matching","Self","Self","Self",725,0.725,1
"1731",11,"YOU","Self","Matching","Self","Self","Self",518,0.518,1
"1732",11,"YOU","Self","Matching","Self","Self","Self",811,0.811,1
"1733",11,"YOU","Self","Matching","Self","Self","Self",776,0.776,1
"1734",11,"YOU","Self","Matching","Self","Self","Self",635,0.635,0
"1735",11,"YOU","Self","Matching","Self","Self","Self",797,0.797,1
"1736",11,"YOU","Self","Matching","Self","Self","Self",438,0.438,1
"1737",11,"YOU","Self","Matching","Self","Self","Self",430,0.43,1
"1738",11,"YOU","Self","Matching","Self","Self","Self",325,0.325,1
"1739",11,"YOU","Self","Matching","Self","Self","Self",270,0.27,0
"1740",11,"YOU","Self","Matching","Self","Self","Self",704,0.704,1
"1741",11,"YOU","Self","Matching","Self","Self","Self",794,0.794,0
"1742",11,"YOU","Self","Matching","Self","Self","Self",420,0.42,1
"1743",11,"YOU","Self","Matching","Self","Self","Self",445,0.445,0
"1744",11,"YOU","Self","Matching","Self","Self","Self",370,0.37,0
"1745",11,"YOU","Self","Matching","Self","Self","Self",1020,1.02,1
"1746",11,"YOU","Self","Matching","Self","Self","Self",478,0.478,1
"1747",11,"YOU","Self","Matching","Self","Self","Self",1019,1.019,0
"1748",11,"YOU","Self","Matching","Self","Self","Self",410,0.41,0
"1749",11,"YOU","Self","Matching","Self","Self","Self",714,0.714,1
"1750",11,"YOU","Self","Matching","Self","Self","Self",276,0.276,1
"1751",11,"YOU","Self","Matching","Self","Self","Self",299,0.299,1
"1752",11,"YOU","Self","Matching","Self","Self","Self",732,0.732,1
"1753",11,"YOU","Self","Matching","Self","Self","Self",780,0.78,1
"1754",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",876,0.876,0
"1755",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",727,0.727,1
"1756",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",809,0.809,1
"1757",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",282,0.282,1
"1758",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",599,0.599,1
"1759",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",1016,1.016,1
"1760",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",798,0.798,0
"1761",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",517,0.517,1
"1762",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",299,0.299,1
"1763",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",328,0.328,1
"1764",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",406,0.406,1
"1765",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",497,0.497,0
"1766",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",704,0.704,1
"1767",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",925,0.925,1
"1768",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",228,0.228,1
"1769",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",841,0.841,1
"1770",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",688,0.688,0
"1771",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",683,0.683,0
"1772",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",350,0.35,1
"1773",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",996,0.996,0
"1774",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",351,0.351,1
"1775",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",853,0.853,0
"1776",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",365,0.365,1
"1777",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",902,0.902,1
"1778",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",573,0.573,1
"1779",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",867,0.867,0
"1780",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",460,0.46,0
"1781",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",772,0.772,0
"1782",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",816,0.816,0
"1783",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",986,0.986,0
"1784",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",703,0.703,0
"1785",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",815,0.815,1
"1786",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",1059,1.059,1
"1787",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",1011,1.011,1
"1788",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",489,0.489,0
"1789",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",617,0.617,0
"1790",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",771,0.771,0
"1791",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",533,0.533,0
"1792",11,"YOU","Friend","Nonmatching","Friend","Friend","Close",694,0.694,0
"1793",11,"FRIEND","Self","Nonmatching","Self","Self","Self",876,0.876,1
"1794",11,"FRIEND","Self","Nonmatching","Self","Self","Self",929,0.929,0
"1795",11,"FRIEND","Self","Nonmatching","Self","Self","Self",708,0.708,1
"1796",11,"FRIEND","Self","Nonmatching","Self","Self","Self",674,0.674,1
"1797",11,"FRIEND","Self","Nonmatching","Self","Self","Self",702,0.702,0
"1798",11,"FRIEND","Self","Nonmatching","Self","Self","Self",433,0.433,1
"1799",11,"FRIEND","Self","Nonmatching","Self","Self","Self",1054,1.054,0
"1800",11,"FRIEND","Self","Nonmatching","Self","Self","Self",664,0.664,0
"1801",11,"FRIEND","Self","Nonmatching","Self","Self","Self",647,0.647,1
"1802",11,"FRIEND","Self","Nonmatching","Self","Self","Self",868,0.868,1
"1803",11,"FRIEND","Self","Nonmatching","Self","Self","Self",252,0.252,0
"1804",11,"FRIEND","Self","Nonmatching","Self","Self","Self",1015,1.015,1
"1805",11,"FRIEND","Self","Nonmatching","Self","Self","Self",764,0.764,0
"1806",11,"FRIEND","Self","Nonmatching","Self","Self","Self",601,0.601,0
"1807",11,"FRIEND","Self","Nonmatching","Self","Self","Self",484,0.484,0
"1808",11,"FRIEND","Self","Nonmatching","Self","Self","Self",826,0.826,0
"1809",11,"FRIEND","Self","Nonmatching","Self","Self","Self",977,0.977,1
"1810",11,"FRIEND","Self","Nonmatching","Self","Self","Self",690,0.69,1
"1811",11,"FRIEND","Self","Nonmatching","Self","Self","Self",851,0.851,1
"1812",11,"FRIEND","Self","Nonmatching","Self","Self","Self",856,0.856,1
"1813",11,"FRIEND","Self","Nonmatching","Self","Self","Self",817,0.817,0
"1814",11,"FRIEND","Self","Nonmatching","Self","Self","Self",425,0.425,0
"1815",11,"FRIEND","Self","Nonmatching","Self","Self","Self",283,0.283,1
"1816",11,"FRIEND","Self","Nonmatching","Self","Self","Self",818,0.818,1
"1817",11,"FRIEND","Self","Nonmatching","Self","Self","Self",627,0.627,1
"1818",11,"FRIEND","Self","Nonmatching","Self","Self","Self",435,0.435,1
"1819",11,"FRIEND","Self","Nonmatching","Self","Self","Self",325,0.325,0
"1820",11,"FRIEND","Self","Nonmatching","Self","Self","Self",679,0.679,1
"1821",11,"FRIEND","Self","Nonmatching","Self","Self","Self",792,0.792,1
"1822",11,"FRIEND","Self","Nonmatching","Self","Self","Self",878,0.878,1
"1823",11,"FRIEND","Self","Nonmatching","Self","Self","Self",837,0.837,0
"1824",11,"FRIEND","Self","Nonmatching","Self","Self","Self",607,0.607,0
"1825",11,"FRIEND","Self","Nonmatching","Self","Self","Self",486,0.486,1
"1826",11,"FRIEND","Self","Nonmatching","Self","Self","Self",552,0.552,1
"1827",11,"FRIEND","Self","Nonmatching","Self","Self","Self",640,0.64,1
"1828",11,"FRIEND","Self","Nonmatching","Self","Self","Self",795,0.795,1
"1829",11,"FRIEND","Self","Nonmatching","Self","Self","Self",488,0.488,0
"1830",11,"FRIEND","Self","Nonmatching","Self","Self","Self",561,0.561,0
"1831",11,"FRIEND","Self","Nonmatching","Self","Self","Self",918,0.918,1
"1832",12,"FRIEND","Friend","Matching","Friend","Friend","Close",652,0.652,1
"1833",12,"FRIEND","Friend","Matching","Friend","Friend","Close",868,0.868,1
"1834",12,"FRIEND","Friend","Matching","Friend","Friend","Close",983,0.983,1
"1835",12,"FRIEND","Friend","Matching","Friend","Friend","Close",608,0.608,1
"1836",12,"FRIEND","Friend","Matching","Friend","Friend","Close",858,0.858,1
"1837",12,"FRIEND","Friend","Matching","Friend","Friend","Close",706,0.706,0
"1838",12,"FRIEND","Friend","Matching","Friend","Friend","Close",809,0.809,1
"1839",12,"FRIEND","Friend","Matching","Friend","Friend","Close",811,0.811,0
"1840",12,"FRIEND","Friend","Matching","Friend","Friend","Close",974,0.974,0
"1841",12,"FRIEND","Friend","Matching","Friend","Friend","Close",709,0.709,0
"1842",12,"FRIEND","Friend","Matching","Friend","Friend","Close",821,0.821,1
"1843",12,"FRIEND","Friend","Matching","Friend","Friend","Close",889,0.889,1
"1844",12,"FRIEND","Friend","Matching","Friend","Friend","Close",1058,1.058,1
"1845",12,"FRIEND","Friend","Matching","Friend","Friend","Close",901,0.901,1
"1846",12,"FRIEND","Friend","Matching","Friend","Friend","Close",788,0.788,1
"1847",12,"FRIEND","Friend","Matching","Friend","Friend","Close",979,0.979,1
"1848",12,"FRIEND","Friend","Matching","Friend","Friend","Close",645,0.645,1
"1849",12,"FRIEND","Friend","Matching","Friend","Friend","Close",738,0.738,1
"1850",12,"FRIEND","Friend","Matching","Friend","Friend","Close",671,0.671,0
"1851",12,"FRIEND","Friend","Matching","Friend","Friend","Close",720,0.72,1
"1852",12,"FRIEND","Friend","Matching","Friend","Friend","Close",633,0.633,1
"1853",12,"FRIEND","Friend","Matching","Friend","Friend","Close",649,0.649,1
"1854",12,"FRIEND","Friend","Matching","Friend","Friend","Close",393,0.393,1
"1855",12,"FRIEND","Friend","Matching","Friend","Friend","Close",526,0.526,1
"1856",12,"FRIEND","Friend","Matching","Friend","Friend","Close",567,0.567,1
"1857",12,"FRIEND","Friend","Matching","Friend","Friend","Close",569,0.569,1
"1858",12,"FRIEND","Friend","Matching","Friend","Friend","Close",848,0.848,1
"1859",12,"FRIEND","Friend","Matching","Friend","Friend","Close",750,0.75,1
"1860",12,"FRIEND","Friend","Matching","Friend","Friend","Close",686,0.686,0
"1861",12,"FRIEND","Friend","Matching","Friend","Friend","Close",789,0.789,0
"1862",12,"FRIEND","Friend","Matching","Friend","Friend","Close",809,0.809,1
"1863",12,"FRIEND","Friend","Matching","Friend","Friend","Close",691,0.691,1
"1864",12,"FRIEND","Friend","Matching","Friend","Friend","Close",920,0.92,1
"1865",12,"FRIEND","Friend","Matching","Friend","Friend","Close",676,0.676,1
"1866",12,"FRIEND","Friend","Matching","Friend","Friend","Close",913,0.913,1
"1867",12,"FRIEND","Friend","Matching","Friend","Friend","Close",677,0.677,1
"1868",12,"FRIEND","Friend","Matching","Friend","Friend","Close",821,0.821,1
"1869",12,"FRIEND","Friend","Matching","Friend","Friend","Close",892,0.892,0
"1870",12,"FRIEND","Friend","Matching","Friend","Friend","Close",970,0.97,0
"1871",12,"FRIEND","Friend","Matching","Friend","Friend","Close",656,0.656,0
"1872",12,"FRIEND","Friend","Matching","Friend","Friend","Close",767,0.767,0
"1873",12,"FRIEND","Friend","Matching","Friend","Friend","Close",793,0.793,1
"1874",12,"YOU","Self","Matching","Self","Self","Self",698,0.698,0
"1875",12,"YOU","Self","Matching","Self","Self","Self",662,0.662,1
"1876",12,"YOU","Self","Matching","Self","Self","Self",659,0.659,0
"1877",12,"YOU","Self","Matching","Self","Self","Self",817,0.817,1
"1878",12,"YOU","Self","Matching","Self","Self","Self",678,0.678,1
"1879",12,"YOU","Self","Matching","Self","Self","Self",541,0.541,1
"1880",12,"YOU","Self","Matching","Self","Self","Self",667,0.667,1
"1881",12,"YOU","Self","Matching","Self","Self","Self",1044,1.044,1
"1882",12,"YOU","Self","Matching","Self","Self","Self",810,0.81,1
"1883",12,"YOU","Self","Matching","Self","Self","Self",595,0.595,1
"1884",12,"YOU","Self","Matching","Self","Self","Self",649,0.649,1
"1885",12,"YOU","Self","Matching","Self","Self","Self",721,0.721,0
"1886",12,"YOU","Self","Matching","Self","Self","Self",1060,1.06,1
"1887",12,"YOU","Self","Matching","Self","Self","Self",532,0.532,0
"1888",12,"YOU","Self","Matching","Self","Self","Self",777,0.777,1
"1889",12,"YOU","Self","Matching","Self","Self","Self",686,0.686,1
"1890",12,"YOU","Self","Matching","Self","Self","Self",438,0.438,1
"1891",12,"YOU","Self","Matching","Self","Self","Self",569,0.569,1
"1892",12,"YOU","Self","Matching","Self","Self","Self",921,0.921,1
"1893",12,"YOU","Self","Matching","Self","Self","Self",729,0.729,1
"1894",12,"YOU","Self","Matching","Self","Self","Self",782,0.782,1
"1895",12,"YOU","Self","Matching","Self","Self","Self",532,0.532,1
"1896",12,"YOU","Self","Matching","Self","Self","Self",541,0.541,0
"1897",12,"YOU","Self","Matching","Self","Self","Self",994,0.994,1
"1898",12,"YOU","Self","Matching","Self","Self","Self",633,0.633,1
"1899",12,"YOU","Self","Matching","Self","Self","Self",783,0.783,1
"1900",12,"YOU","Self","Matching","Self","Self","Self",459,0.459,1
"1901",12,"YOU","Self","Matching","Self","Self","Self",838,0.838,1
"1902",12,"YOU","Self","Matching","Self","Self","Self",523,0.523,1
"1903",12,"YOU","Self","Matching","Self","Self","Self",653,0.653,1
"1904",12,"YOU","Self","Matching","Self","Self","Self",824,0.824,0
"1905",12,"YOU","Self","Matching","Self","Self","Self",707,0.707,1
"1906",12,"YOU","Self","Matching","Self","Self","Self",686,0.686,1
"1907",12,"YOU","Self","Matching","Self","Self","Self",907,0.907,1
"1908",12,"YOU","Self","Matching","Self","Self","Self",564,0.564,1
"1909",12,"YOU","Self","Matching","Self","Self","Self",217,0.217,1
"1910",12,"YOU","Self","Matching","Self","Self","Self",870,0.87,1
"1911",12,"YOU","Self","Matching","Self","Self","Self",639,0.639,1
"1912",12,"YOU","Self","Matching","Self","Self","Self",460,0.46,1
"1913",12,"YOU","Self","Matching","Self","Self","Self",311,0.311,1
"1914",12,"YOU","Self","Matching","Self","Self","Self",650,0.65,1
"1915",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",824,0.824,0
"1916",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",628,0.628,1
"1917",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",849,0.849,1
"1918",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",1030,1.03,1
"1919",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",847,0.847,1
"1920",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",810,0.81,1
"1921",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",886,0.886,1
"1922",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",667,0.667,1
"1923",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",677,0.677,0
"1924",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",780,0.78,1
"1925",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",646,0.646,1
"1926",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",893,0.893,1
"1927",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",853,0.853,1
"1928",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",631,0.631,1
"1929",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",822,0.822,1
"1930",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",734,0.734,0
"1931",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",854,0.854,1
"1932",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",567,0.567,1
"1933",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",566,0.566,1
"1934",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",615,0.615,1
"1935",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",756,0.756,1
"1936",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",758,0.758,1
"1937",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",710,0.71,1
"1938",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",658,0.658,1
"1939",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",823,0.823,1
"1940",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",596,0.596,0
"1941",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",940,0.94,1
"1942",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",720,0.72,1
"1943",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",864,0.864,1
"1944",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",854,0.854,0
"1945",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",527,0.527,1
"1946",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",632,0.632,1
"1947",12,"YOU","Friend","Nonmatching","Friend","Friend","Close",853,0.853,1
"1948",12,"FRIEND","Self","Nonmatching","Self","Self","Self",341,0.341,0
"1949",12,"FRIEND","Self","Nonmatching","Self","Self","Self",710,0.71,1
"1950",12,"FRIEND","Self","Nonmatching","Self","Self","Self",1096,1.096,1
"1951",12,"FRIEND","Self","Nonmatching","Self","Self","Self",1032,1.032,1
"1952",12,"FRIEND","Self","Nonmatching","Self","Self","Self",580,0.58,0
"1953",12,"FRIEND","Self","Nonmatching","Self","Self","Self",628,0.628,1
"1954",12,"FRIEND","Self","Nonmatching","Self","Self","Self",788,0.788,0
"1955",12,"FRIEND","Self","Nonmatching","Self","Self","Self",880,0.88,1
"1956",12,"FRIEND","Self","Nonmatching","Self","Self","Self",1000,1,1
"1957",12,"FRIEND","Self","Nonmatching","Self","Self","Self",738,0.738,1
"1958",12,"FRIEND","Self","Nonmatching","Self","Self","Self",513,0.513,0
"1959",12,"FRIEND","Self","Nonmatching","Self","Self","Self",1042,1.042,1
"1960",12,"FRIEND","Self","Nonmatching","Self","Self","Self",562,0.562,1
"1961",12,"FRIEND","Self","Nonmatching","Self","Self","Self",809,0.809,0
"1962",12,"FRIEND","Self","Nonmatching","Self","Self","Self",1059,1.059,1
"1963",12,"FRIEND","Self","Nonmatching","Self","Self","Self",829,0.829,1
"1964",12,"FRIEND","Self","Nonmatching","Self","Self","Self",753,0.753,1
"1965",12,"FRIEND","Self","Nonmatching","Self","Self","Self",692,0.692,1
"1966",12,"FRIEND","Self","Nonmatching","Self","Self","Self",630,0.63,1
"1967",12,"FRIEND","Self","Nonmatching","Self","Self","Self",429,0.429,0
"1968",12,"FRIEND","Self","Nonmatching","Self","Self","Self",200,0.2,1
"1969",12,"FRIEND","Self","Nonmatching","Self","Self","Self",810,0.81,1
"1970",12,"FRIEND","Self","Nonmatching","Self","Self","Self",503,0.503,0
"1971",12,"FRIEND","Self","Nonmatching","Self","Self","Self",599,0.599,1
"1972",12,"FRIEND","Self","Nonmatching","Self","Self","Self",566,0.566,1
"1973",12,"FRIEND","Self","Nonmatching","Self","Self","Self",830,0.83,1
"1974",12,"FRIEND","Self","Nonmatching","Self","Self","Self",947,0.947,0
"1975",12,"FRIEND","Self","Nonmatching","Self","Self","Self",879,0.879,0
"1976",12,"FRIEND","Self","Nonmatching","Self","Self","Self",699,0.699,1
"1977",12,"FRIEND","Self","Nonmatching","Self","Self","Self",644,0.644,0
"1978",12,"FRIEND","Self","Nonmatching","Self","Self","Self",916,0.916,1
"1979",12,"FRIEND","Self","Nonmatching","Self","Self","Self",786,0.786,1
"1980",12,"FRIEND","Self","Nonmatching","Self","Self","Self",931,0.931,1
"1981",12,"FRIEND","Self","Nonmatching","Self","Self","Self",660,0.66,1
"1982",12,"FRIEND","Self","Nonmatching","Self","Self","Self",530,0.53,1
"1983",12,"FRIEND","Self","Nonmatching","Self","Self","Self",449,0.449,1
"1984",13,"FRIEND","Friend","Matching","Friend","Friend","Close",446,0.446,1
"1985",13,"FRIEND","Friend","Matching","Friend","Friend","Close",263,0.263,0
"1986",13,"FRIEND","Friend","Matching","Friend","Friend","Close",358,0.358,0
"1987",13,"FRIEND","Friend","Matching","Friend","Friend","Close",842,0.842,0
"1988",13,"FRIEND","Friend","Matching","Friend","Friend","Close",299,0.299,0
"1989",13,"FRIEND","Friend","Matching","Friend","Friend","Close",327,0.327,1
"1990",13,"FRIEND","Friend","Matching","Friend","Friend","Close",357,0.357,0
"1991",13,"FRIEND","Friend","Matching","Friend","Friend","Close",463,0.463,0
"1992",13,"FRIEND","Friend","Matching","Friend","Friend","Close",1031,1.031,1
"1993",13,"FRIEND","Friend","Matching","Friend","Friend","Close",974,0.974,1
"1994",13,"FRIEND","Friend","Matching","Friend","Friend","Close",462,0.462,1
"1995",13,"FRIEND","Friend","Matching","Friend","Friend","Close",800,0.8,1
"1996",13,"FRIEND","Friend","Matching","Friend","Friend","Close",722,0.722,0
"1997",13,"FRIEND","Friend","Matching","Friend","Friend","Close",722,0.722,0
"1998",13,"FRIEND","Friend","Matching","Friend","Friend","Close",839,0.839,0
"1999",13,"FRIEND","Friend","Matching","Friend","Friend","Close",551,0.551,1
"2000",13,"FRIEND","Friend","Matching","Friend","Friend","Close",464,0.464,1
"2001",13,"FRIEND","Friend","Matching","Friend","Friend","Close",299,0.299,1
"2002",13,"FRIEND","Friend","Matching","Friend","Friend","Close",264,0.264,1
"2003",13,"FRIEND","Friend","Matching","Friend","Friend","Close",607,0.607,0
"2004",13,"FRIEND","Friend","Matching","Friend","Friend","Close",619,0.619,1
"2005",13,"FRIEND","Friend","Matching","Friend","Friend","Close",394,0.394,1
"2006",13,"FRIEND","Friend","Matching","Friend","Friend","Close",506,0.506,0
"2007",13,"FRIEND","Friend","Matching","Friend","Friend","Close",1086,1.086,1
"2008",13,"FRIEND","Friend","Matching","Friend","Friend","Close",845,0.845,0
"2009",13,"FRIEND","Friend","Matching","Friend","Friend","Close",294,0.294,1
"2010",13,"FRIEND","Friend","Matching","Friend","Friend","Close",394,0.394,1
"2011",13,"FRIEND","Friend","Matching","Friend","Friend","Close",1051,1.051,1
"2012",13,"FRIEND","Friend","Matching","Friend","Friend","Close",327,0.327,1
"2013",13,"FRIEND","Friend","Matching","Friend","Friend","Close",298,0.298,0
"2014",13,"FRIEND","Friend","Matching","Friend","Friend","Close",314,0.314,0
"2015",13,"FRIEND","Friend","Matching","Friend","Friend","Close",252,0.252,0
"2016",13,"FRIEND","Friend","Matching","Friend","Friend","Close",344,0.344,1
"2017",13,"FRIEND","Friend","Matching","Friend","Friend","Close",275,0.275,1
"2018",13,"YOU","Self","Matching","Self","Self","Self",490,0.49,1
"2019",13,"YOU","Self","Matching","Self","Self","Self",697,0.697,1
"2020",13,"YOU","Self","Matching","Self","Self","Self",781,0.781,1
"2021",13,"YOU","Self","Matching","Self","Self","Self",862,0.862,0
"2022",13,"YOU","Self","Matching","Self","Self","Self",380,0.38,0
"2023",13,"YOU","Self","Matching","Self","Self","Self",252,0.252,1
"2024",13,"YOU","Self","Matching","Self","Self","Self",417,0.417,1
"2025",13,"YOU","Self","Matching","Self","Self","Self",1020,1.02,1
"2026",13,"YOU","Self","Matching","Self","Self","Self",980,0.98,1
"2027",13,"YOU","Self","Matching","Self","Self","Self",814,0.814,0
"2028",13,"YOU","Self","Matching","Self","Self","Self",733,0.733,1
"2029",13,"YOU","Self","Matching","Self","Self","Self",582,0.582,0
"2030",13,"YOU","Self","Matching","Self","Self","Self",308,0.308,0
"2031",13,"YOU","Self","Matching","Self","Self","Self",316,0.316,0
"2032",13,"YOU","Self","Matching","Self","Self","Self",597,0.597,0
"2033",13,"YOU","Self","Matching","Self","Self","Self",681,0.681,1
"2034",13,"YOU","Self","Matching","Self","Self","Self",1038,1.038,0
"2035",13,"YOU","Self","Matching","Self","Self","Self",746,0.746,1
"2036",13,"YOU","Self","Matching","Self","Self","Self",284,0.284,1
"2037",13,"YOU","Self","Matching","Self","Self","Self",274,0.274,1
"2038",13,"YOU","Self","Matching","Self","Self","Self",378,0.378,1
"2039",13,"YOU","Self","Matching","Self","Self","Self",381,0.381,1
"2040",13,"YOU","Self","Matching","Self","Self","Self",257,0.257,0
"2041",13,"YOU","Self","Matching","Self","Self","Self",238,0.238,1
"2042",13,"YOU","Self","Matching","Self","Self","Self",588,0.588,1
"2043",13,"YOU","Self","Matching","Self","Self","Self",652,0.652,1
"2044",13,"YOU","Self","Matching","Self","Self","Self",486,0.486,1
"2045",13,"YOU","Self","Matching","Self","Self","Self",759,0.759,1
"2046",13,"YOU","Self","Matching","Self","Self","Self",986,0.986,1
"2047",13,"YOU","Self","Matching","Self","Self","Self",941,0.941,1
"2048",13,"YOU","Self","Matching","Self","Self","Self",941,0.941,1
"2049",13,"YOU","Self","Matching","Self","Self","Self",381,0.381,1
"2050",13,"YOU","Self","Matching","Self","Self","Self",254,0.254,1
"2051",13,"YOU","Self","Matching","Self","Self","Self",376,0.376,1
"2052",13,"YOU","Self","Matching","Self","Self","Self",322,0.322,1
"2053",13,"YOU","Self","Matching","Self","Self","Self",247,0.247,1
"2054",13,"YOU","Self","Matching","Self","Self","Self",360,0.36,0
