age,handedness,participant_id,sex,block_order,shape,match,block,responseKey,respRt,respCorr
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1559107,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.1498936,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,missed,1.5000988,missed
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1926235,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.0906691,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2570026,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2202136,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1794861,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1121624,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1972486,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2600944,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2014491,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.2143015,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.1229847,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,missed,1.5001118,missed
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.25337,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.0978883,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.3219113,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1709384,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.2085167,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1039693,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1675787,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1563405,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1452534,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1796259,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1549781,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1442975,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1264005,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,missed,1.5001205,missed
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.2545512,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2258652,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1643086,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1759858,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2052889,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1434764,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.1104125,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2522512,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.0937218,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,missed,1.5001088,missed
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2584219,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.1772586,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1839456,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1959783,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.2198359,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1395903,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2424088,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.2986894,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1755323,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1765982,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2998332,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2883011,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.4700489,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1951783,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1467071,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2570138,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.269529,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1673224,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.305569,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1309868,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2320155,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2312416,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1637421,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1651051,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2900084,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.3454771,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1290801,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1807678,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2184204,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.135461,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1482254,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.5427674,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2154911,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1517794,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1462983,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.199848,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,missed,1.5001041,missed
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.3710377,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.8135699,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.3428304,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.164786,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.5801717,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.2084233,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.2029007,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2531852,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.1208516,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2496213,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1434628,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.3063184,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,missed,1.5001024,missed
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.3445629,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.3739233,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2441744,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.6035506,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2918584,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.2877829,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1470466,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,missed,1.5005013,missed
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.6620395,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.461747,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.5923541,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.6926431,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2482128,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2647379,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.3138381,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.5095661,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.23338,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2097114,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2811477,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.4342174,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.2774623,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.7103908,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.6969435,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,missed,1.5001221,missed
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.5841983,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.6476933,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.3831544,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.6316064,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.6714586,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.8279305,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.6289069,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.4608039,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.7899085,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.319772,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.2295277,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.549517,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.3252949,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.6893425,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,missed,1.500109,missed
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.1242329,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.5320248,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.7019614,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.453281,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.4183265,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.206491,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.5835759,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.3363392,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.297192,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,missed,1.5001003,missed
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,1.1000395,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.3234842,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.3027393,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.2995733,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.4900614,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1898896,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.183221,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.378633,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1974343,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.2285044,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.2438489,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.2603875,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1664602,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1523663,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.2899001,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.8341958,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,1.1088676,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.5752197,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.2844494,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.2303318,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.5862877,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1410736,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.1891653,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.1220504,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.1526657,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.1684529,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.175936,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.2789284,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.2550033,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.1641891,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.199804,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.1264459,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.126925,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.0985758,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1008776,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.126963,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.1262613,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,l,0.1194455,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfS,a,0.5894723,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.207069,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,a,0.5958073,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.5700907,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.4021604,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.3739253,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.3892403,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,missed,1.5001113,missed
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.8993826,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.4146252,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.4895646,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.5874456,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.318719,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.631872,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,a,0.9366814,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,l,0.5356638,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.4668802,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfS,a,0.3250022,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfS,l,0.221124,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.6717825,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfS,l,0.5463571,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,missed,1.5000778,missed
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.8316739,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,1.0552949,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.760894,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,1.4306513,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.4851768,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.5024048,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,1.224701,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,1.0047387,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.7500334,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.9790723,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.0708982,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,0.7528462,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.2087037,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,missed,1.500093,missed
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.4015609,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,0.3760123,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.1625955,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.2889121,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.204415,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.7291181,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4544082,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.6410672,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.830261,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.8369566,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.7273019,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.9006795,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.575116,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.7317869,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.4913012,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.3703099,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.5858052,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.682545,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.7885187,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.8287324,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.3311696,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.8503627,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.7688304,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.5721248,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,1.169675,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.8155035,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.7452759,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.7505579,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.6292804,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.4504125,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.401729,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4999873,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.2636013,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4189264,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4221325,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.3995163,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.2648291,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.4474515,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.5496671,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.4964632,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.2936335,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.2175574,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.9000409,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4527344,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.3762521,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.7400592,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.4840388,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.6032198,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.2747198,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.5385305,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.4659221,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.2818431,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.1690833,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.1804929,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.5030616,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.242872,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.4024807,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.6077052,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.5889897,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.5917,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.5939134,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.614862,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.8925662,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.6002814,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,1.0517997,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.3680112,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4471958,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.5272849,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.9576628,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.5168333,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.8981465,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.6722024,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.7392354,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.6152205,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.4329628,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.7252753,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.5109065,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.3467887,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.4683789,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.6493671,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.4386828,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.5650761,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.6491951,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.5023991,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.5340721,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.5355997,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.4812317,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4229924,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.6607655,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.4762814,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.8302064,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,1.1116534,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.5912502,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.439567,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,a,0.5918539,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.7105905,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.4158511,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,0.6918562,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.668429,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4687602,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.8653915,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.5831175,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.6242284,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.1319657,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,missed,1.5001051,missed
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,0.7425781,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.6448894,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4589515,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,a,0.4917445,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.545457,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.1934659,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.4747355,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.5346525,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.3599581,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.353206,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.5355146,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,1.3718932,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.6982264,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.5900219,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.5576576,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.5567452,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,l,0.7552131,0
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.7710782,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,l,0.3879558,1
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.4132428,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.4221611,0
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.1905194,0
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.4084269,1
20,right,7,f,selfSym_selfAsym,stranger-related,yes,selfA,l,0.215787,1
20,right,7,f,selfSym_selfAsym,self-related,yes,selfA,a,0.5265311,0
20,right,7,f,selfSym_selfAsym,stranger-related,no,selfA,a,0.4919554,1
20,right,7,f,selfSym_selfAsym,self-related,no,selfA,l,0.1928132,0
