"Subject","Gender","Age","Condition","RT_ms","RT_sec","ACC"
6,"female",22,"bn",966,0.966,1
6,"female",22,"bn",0,0,0
6,"female",22,"bn",572,0.572,1
6,"female",22,"bn",679,0.679,1
6,"female",22,"bn",882,0.882,1
6,"female",22,"bn",657,0.657,0
6,"female",22,"bn",662,0.662,1
6,"female",22,"bn",637,0.637,1
6,"female",22,"bn",830,0.83,1
6,"female",22,"bn",557,0.557,1
6,"female",22,"bn",605,0.605,1
6,"female",22,"bn",508,0.508,1
6,"female",22,"bn",873,0.873,1
6,"female",22,"bn",701,0.701,1
6,"female",22,"bn",729,0.729,1
6,"female",22,"bn",587,0.587,1
6,"female",22,"im",1209,1.209,1
6,"female",22,"im",846,0.846,1
6,"female",22,"im",634,0.634,1
6,"female",22,"im",952,0.952,1
6,"female",22,"im",736,0.736,1
6,"female",22,"im",684,0.684,0
6,"female",22,"im",556,0.556,1
6,"female",22,"im",693,0.693,0
6,"female",22,"im",1398,1.398,1
6,"female",22,"im",566,0.566,1
6,"female",22,"im",847,0.847,1
6,"female",22,"im",544,0.544,1
6,"female",22,"im",321,0.321,1
6,"female",22,"im",642,0.642,1
6,"female",22,"im",562,0.562,1
6,"female",22,"im",537,0.537,1
6,"female",22,"im",799,0.799,1
6,"female",22,"im",542,0.542,1
6,"female",22,"im",992,0.992,1
6,"female",22,"im",749,0.749,0
6,"female",22,"im",463,0.463,1
6,"female",22,"im",608,0.608,1
6,"female",22,"im",423,0.423,1
6,"female",22,"im",400,0.4,1
6,"female",22,"in",838,0.838,1
6,"female",22,"in",561,0.561,1
6,"female",22,"in",825,0.825,1
6,"female",22,"in",559,0.559,0
6,"female",22,"in",877,0.877,1
6,"female",22,"in",713,0.713,1
6,"female",22,"in",659,0.659,0
6,"female",22,"in",879,0.879,1
6,"female",22,"in",703,0.703,1
6,"female",22,"in",532,0.532,0
6,"female",22,"in",711,0.711,1
6,"female",22,"in",698,0.698,1
6,"female",22,"mm",1163,1.163,1
6,"female",22,"mm",545,0.545,1
6,"female",22,"mm",500,0.5,1
6,"female",22,"mm",512,0.512,0
6,"female",22,"mm",474,0.474,1
6,"female",22,"mm",628,0.628,1
6,"female",22,"mm",923,0.923,1
6,"female",22,"mm",476,0.476,0
6,"female",22,"mm",667,0.667,1
6,"female",22,"mm",570,0.57,1
6,"female",22,"mm",652,0.652,1
6,"female",22,"mm",426,0.426,1
6,"female",22,"mm",771,0.771,1
6,"female",22,"mm",730,0.73,1
6,"female",22,"mm",570,0.57,1
6,"female",22,"mm",631,0.631,1
6,"female",22,"mm",580,0.58,1
6,"female",22,"mm",808,0.808,1
6,"female",22,"mn",1022,1.022,1
6,"female",22,"mn",823,0.823,1
6,"female",22,"mn",919,0.919,1
6,"female",22,"mn",795,0.795,1
6,"female",22,"mn",1081,1.081,1
6,"female",22,"mn",871,0.871,1
6,"female",22,"mn",650,0.65,1
6,"female",22,"mn",884,0.884,1
6,"female",22,"mn",632,0.632,1
6,"female",22,"mn",382,0.382,0
6,"female",22,"mn",676,0.676,1
6,"female",22,"mn",601,0.601,1
6,"female",22,"mn",663,0.663,1
6,"female",22,"mn",762,0.762,1
6,"female",22,"mn",827,0.827,1
6,"female",22,"mn",779,0.779,1
6,"female",22,"mn",924,0.924,1
6,"female",22,"mn",720,0.72,1
6,"female",22,"nm",891,0.891,1
6,"female",22,"nm",866,0.866,0
6,"female",22,"nm",918,0.918,1
6,"female",22,"nm",0,0,0
6,"female",22,"nm",762,0.762,0
6,"female",22,"nm",755,0.755,0
6,"female",22,"nm",879,0.879,1
6,"female",22,"nm",761,0.761,0
6,"female",22,"nm",785,0.785,1
6,"female",22,"nm",983,0.983,1
6,"female",22,"nm",479,0.479,1
6,"female",22,"nm",568,0.568,0
6,"female",22,"nm",884,0.884,1
6,"female",22,"nm",1329,1.329,1
6,"female",22,"nm",862,0.862,1
6,"female",22,"nm",403,0.403,0
6,"female",22,"nm",643,0.643,1
6,"female",22,"nm",610,0.61,1
6,"female",22,"nn",1194,1.194,1
6,"female",22,"nn",1117,1.117,1
6,"female",22,"nn",1062,1.062,1
6,"female",22,"nn",860,0.86,1
6,"female",22,"nn",1414,1.414,1
6,"female",22,"nn",570,0.57,1
6,"female",22,"nn",809,0.809,1
6,"female",22,"nn",889,0.889,1
6,"female",22,"nn",724,0.724,1
6,"female",22,"nn",945,0.945,1
6,"female",22,"nn",330,0.33,1
6,"female",22,"nn",718,0.718,1
6,"female",22,"nn",660,0.66,1
6,"female",22,"nn",998,0.998,1
6,"female",22,"nn",781,0.781,1
6,"female",22,"nn",574,0.574,1
6,"female",22,"nn",769,0.769,1
6,"female",22,"nn",626,0.626,1
7,"male",19,"bm",1085,1.085,1
7,"male",19,"bm",1066,1.066,0
7,"male",19,"bm",0,0,0
7,"male",19,"bm",682,0.682,1
7,"male",19,"bm",787,0.787,1
7,"male",19,"bm",619,0.619,1
7,"male",19,"bm",1227,1.227,1
7,"male",19,"bm",822,0.822,1
7,"male",19,"bm",1088,1.088,1
7,"male",19,"bm",654,0.654,1
7,"male",19,"bm",461,0.461,1
7,"male",19,"bm",952,0.952,1
7,"male",19,"bm",801,0.801,1
7,"male",19,"bm",772,0.772,1
7,"male",19,"bm",1181,1.181,1
7,"male",19,"bm",633,0.633,1
7,"male",19,"bm",726,0.726,1
7,"male",19,"bm",427,0.427,0
7,"male",19,"bn",1380,1.38,1
7,"male",19,"bn",667,0.667,0
7,"male",19,"bn",827,0.827,1
7,"male",19,"bn",728,0.728,1
7,"male",19,"bn",795,0.795,1
7,"male",19,"bn",656,0.656,0
7,"male",19,"bn",1271,1.271,1
7,"male",19,"bn",948,0.948,1
7,"male",19,"bn",746,0.746,1
7,"male",19,"bn",1078,1.078,1
7,"male",19,"bn",1243,1.243,1
7,"male",19,"bn",899,0.899,1
7,"male",19,"bn",955,0.955,1
7,"male",19,"bn",1183,1.183,1
7,"male",19,"bn",1195,1.195,1
7,"male",19,"bn",768,0.768,1
7,"male",19,"bn",1109,1.109,1
7,"male",19,"bn",619,0.619,1
7,"male",19,"im",988,0.988,0
7,"male",19,"im",753,0.753,1
7,"male",19,"im",1096,1.096,1
7,"male",19,"im",1169,1.169,1
7,"male",19,"im",623,0.623,1
7,"male",19,"im",558,0.558,1
7,"male",19,"im",475,0.475,0
7,"male",19,"im",887,0.887,1
7,"male",19,"im",769,0.769,0
7,"male",19,"im",843,0.843,1
7,"male",19,"im",951,0.951,1
7,"male",19,"im",697,0.697,1
7,"male",19,"im",639,0.639,1
7,"male",19,"im",570,0.57,1
7,"male",19,"im",620,0.62,1
7,"male",19,"im",569,0.569,1
7,"male",19,"im",742,0.742,1
7,"male",19,"im",1352,1.352,1
7,"male",19,"im",677,0.677,1
7,"male",19,"im",571,0.571,1
7,"male",19,"im",699,0.699,1
7,"male",19,"im",532,0.532,1
7,"male",19,"im",562,0.562,1
7,"male",19,"im",349,0.349,1
7,"male",19,"in",880,0.88,1
7,"male",19,"in",880,0.88,1
7,"male",19,"in",775,0.775,1
7,"male",19,"in",695,0.695,0
7,"male",19,"in",942,0.942,1
7,"male",19,"in",780,0.78,1
7,"male",19,"in",860,0.86,1
7,"male",19,"in",485,0.485,0
7,"male",19,"in",1348,1.348,1
7,"male",19,"in",847,0.847,1
7,"male",19,"in",725,0.725,1
7,"male",19,"in",995,0.995,1
7,"male",19,"mm",1097,1.097,1
7,"male",19,"mm",840,0.84,1
7,"male",19,"mm",590,0.59,1
7,"male",19,"mm",733,0.733,1
7,"male",19,"mm",744,0.744,1
7,"male",19,"mm",524,0.524,1
7,"male",19,"mm",697,0.697,1
7,"male",19,"mm",611,0.611,1
7,"male",19,"mm",796,0.796,1
7,"male",19,"mm",628,0.628,1
7,"male",19,"mm",602,0.602,1
7,"male",19,"mm",548,0.548,1
7,"male",19,"mm",716,0.716,1
7,"male",19,"mm",740,0.74,1
7,"male",19,"mm",519,0.519,1
7,"male",19,"mm",704,0.704,1
7,"male",19,"mm",566,0.566,1
7,"male",19,"mm",496,0.496,1
7,"male",19,"mn",1433,1.433,1
7,"male",19,"mn",885,0.885,1
7,"male",19,"mn",0,0,0
7,"male",19,"mn",644,0.644,1
7,"male",19,"mn",690,0.69,1
7,"male",19,"mn",960,0.96,1
7,"male",19,"mn",1230,1.23,1
7,"male",19,"mn",721,0.721,1
7,"male",19,"mn",1027,1.027,1
7,"male",19,"mn",789,0.789,1
7,"male",19,"mn",1013,1.013,0
7,"male",19,"mn",814,0.814,1
7,"male",19,"mn",865,0.865,0
7,"male",19,"mn",0,0,0
7,"male",19,"mn",817,0.817,1
7,"male",19,"mn",745,0.745,1
7,"male",19,"mn",678,0.678,1
7,"male",19,"mn",731,0.731,1
7,"male",19,"nm",796,0.796,1
7,"male",19,"nm",1189,1.189,1
7,"male",19,"nm",859,0.859,1
7,"male",19,"nm",944,0.944,1
7,"male",19,"nm",593,0.593,1
7,"male",19,"nm",747,0.747,1
7,"male",19,"nm",1364,1.364,1
7,"male",19,"nm",708,0.708,1
7,"male",19,"nm",1037,1.037,1
7,"male",19,"nm",827,0.827,1
7,"male",19,"nm",962,0.962,1
7,"male",19,"nm",653,0.653,1
7,"male",19,"nm",0,0,0
7,"male",19,"nm",1022,1.022,1
7,"male",19,"nm",547,0.547,0
7,"male",19,"nm",932,0.932,1
7,"male",19,"nm",678,0.678,1
7,"male",19,"nm",792,0.792,1
7,"male",19,"nn",1033,1.033,0
7,"male",19,"nn",0,0,0
7,"male",19,"nn",811,0.811,1
7,"male",19,"nn",756,0.756,1
7,"male",19,"nn",653,0.653,1
7,"male",19,"nn",860,0.86,1
7,"male",19,"nn",918,0.918,1
7,"male",19,"nn",1192,1.192,1
7,"male",19,"nn",1138,1.138,1
7,"male",19,"nn",925,0.925,0
7,"male",19,"nn",595,0.595,1
7,"male",19,"nn",1240,1.24,0
7,"male",19,"nn",641,0.641,1
7,"male",19,"nn",637,0.637,1
7,"male",19,"nn",560,0.56,0
7,"male",19,"nn",505,0.505,0
7,"male",19,"nn",1081,1.081,1
7,"male",19,"nn",636,0.636,1
8,"female",27,"bm",468,0.468,0
8,"female",27,"bm",481,0.481,0
8,"female",27,"bm",807,0.807,1
8,"female",27,"bm",532,0.532,1
8,"female",27,"bm",501,0.501,1
8,"female",27,"bm",608,0.608,1
8,"female",27,"bm",558,0.558,1
8,"female",27,"bm",575,0.575,1
8,"female",27,"bm",809,0.809,0
8,"female",27,"bm",534,0.534,0
8,"female",27,"bm",681,0.681,1
8,"female",27,"bm",423,0.423,1
8,"female",27,"bm",730,0.73,1
8,"female",27,"bm",571,0.571,1
8,"female",27,"bm",544,0.544,1
8,"female",27,"bm",487,0.487,1
8,"female",27,"bm",484,0.484,1
8,"female",27,"bm",523,0.523,1
8,"female",27,"bn",758,0.758,0
8,"female",27,"bn",1043,1.043,1
8,"female",27,"bn",596,0.596,1
8,"female",27,"bn",620,0.62,1
8,"female",27,"bn",570,0.57,1
8,"female",27,"bn",609,0.609,1
8,"female",27,"bn",490,0.49,1
8,"female",27,"bn",480,0.48,0
8,"female",27,"bn",576,0.576,1
8,"female",27,"bn",630,0.63,1
8,"female",27,"bn",351,0.351,1
8,"female",27,"bn",318,0.318,0
8,"female",27,"bn",599,0.599,1
8,"female",27,"bn",692,0.692,1
8,"female",27,"bn",638,0.638,1
8,"female",27,"bn",620,0.62,1
8,"female",27,"bn",576,0.576,1
8,"female",27,"bn",685,0.685,1
8,"female",27,"im",361,0.361,1
8,"female",27,"im",434,0.434,0
8,"female",27,"im",438,0.438,1
8,"female",27,"im",434,0.434,1
8,"female",27,"im",540,0.54,1
8,"female",27,"im",447,0.447,1
8,"female",27,"im",521,0.521,1
8,"female",27,"im",357,0.357,1
8,"female",27,"im",408,0.408,1
8,"female",27,"im",378,0.378,1
8,"female",27,"im",666,0.666,1
8,"female",27,"im",421,0.421,1
8,"female",27,"im",588,0.588,1
8,"female",27,"im",405,0.405,1
8,"female",27,"im",324,0.324,0
8,"female",27,"im",461,0.461,1
8,"female",27,"im",328,0.328,1
8,"female",27,"im",452,0.452,1
8,"female",27,"im",486,0.486,1
8,"female",27,"im",377,0.377,1
8,"female",27,"im",448,0.448,1
8,"female",27,"im",519,0.519,1
8,"female",27,"im",409,0.409,1
8,"female",27,"im",885,0.885,1
8,"female",27,"in",720,0.72,1
8,"female",27,"in",683,0.683,1
8,"female",27,"in",544,0.544,1
8,"female",27,"in",582,0.582,1
8,"female",27,"in",679,0.679,1
8,"female",27,"in",661,0.661,1
8,"female",27,"in",653,0.653,1
8,"female",27,"in",521,0.521,1
8,"female",27,"in",641,0.641,1
8,"female",27,"in",489,0.489,1
8,"female",27,"in",500,0.5,0
8,"female",27,"in",549,0.549,1
8,"female",27,"mm",513,0.513,1
8,"female",27,"mm",438,0.438,1
8,"female",27,"mm",480,0.48,1
8,"female",27,"mm",480,0.48,1
8,"female",27,"mm",478,0.478,1
8,"female",27,"mm",458,0.458,1
8,"female",27,"mm",472,0.472,1
8,"female",27,"mm",615,0.615,1
8,"female",27,"mm",520,0.52,1
8,"female",27,"mm",499,0.499,1
8,"female",27,"mm",496,0.496,1
8,"female",27,"mm",516,0.516,1
8,"female",27,"mm",709,0.709,1
8,"female",27,"mm",597,0.597,1
8,"female",27,"mm",532,0.532,1
8,"female",27,"mm",638,0.638,1
8,"female",27,"mm",1048,1.048,0
8,"female",27,"mm",562,0.562,1
8,"female",27,"mn",712,0.712,1
8,"female",27,"mn",549,0.549,1
8,"female",27,"mn",435,0.435,1
8,"female",27,"mn",544,0.544,1
8,"female",27,"mn",487,0.487,1
8,"female",27,"mn",424,0.424,0
8,"female",27,"mn",748,0.748,1
8,"female",27,"mn",531,0.531,0
8,"female",27,"mn",503,0.503,1
8,"female",27,"mn",500,0.5,1
8,"female",27,"mn",513,0.513,1
8,"female",27,"mn",516,0.516,1
8,"female",27,"mn",702,0.702,0
8,"female",27,"mn",829,0.829,1
8,"female",27,"mn",427,0.427,0
8,"female",27,"mn",418,0.418,0
8,"female",27,"mn",419,0.419,1
8,"female",27,"mn",685,0.685,1
8,"female",27,"nm",560,0.56,0
8,"female",27,"nm",534,0.534,0
8,"female",27,"nm",0,0,0
8,"female",27,"nm",575,0.575,1
8,"female",27,"nm",580,0.58,1
8,"female",27,"nm",559,0.559,0
8,"female",27,"nm",449,0.449,0
8,"female",27,"nm",546,0.546,1
8,"female",27,"nm",374,0.374,1
8,"female",27,"nm",436,0.436,0
8,"female",27,"nm",547,0.547,1
8,"female",27,"nm",537,0.537,1
8,"female",27,"nm",454,0.454,0
8,"female",27,"nm",429,0.429,0
8,"female",27,"nm",477,0.477,0
8,"female",27,"nm",708,0.708,1
8,"female",27,"nm",563,0.563,1
8,"female",27,"nm",604,0.604,1
8,"female",27,"nn",852,0.852,1
8,"female",27,"nn",509,0.509,1
8,"female",27,"nn",683,0.683,1
8,"female",27,"nn",498,0.498,1
8,"female",27,"nn",737,0.737,1
8,"female",27,"nn",548,0.548,1
8,"female",27,"nn",508,0.508,1
8,"female",27,"nn",430,0.43,1
8,"female",27,"nn",649,0.649,1
8,"female",27,"nn",478,0.478,1
8,"female",27,"nn",368,0.368,1
8,"female",27,"nn",487,0.487,1
8,"female",27,"nn",612,0.612,1
8,"female",27,"nn",421,0.421,1
8,"female",27,"nn",518,0.518,1
8,"female",27,"nn",649,0.649,1
8,"female",27,"nn",635,0.635,1
8,"female",27,"nn",826,0.826,1
9,"female",20,"bm",1118,1.118,1
9,"female",20,"bm",838,0.838,1
9,"female",20,"bm",668,0.668,1
9,"female",20,"bm",825,0.825,1
9,"female",20,"bm",901,0.901,1
9,"female",20,"bm",745,0.745,1
9,"female",20,"bm",831,0.831,1
9,"female",20,"bm",638,0.638,1
9,"female",20,"bm",1117,1.117,1
9,"female",20,"bm",858,0.858,1
9,"female",20,"bm",504,0.504,1
9,"female",20,"bm",828,0.828,1
9,"female",20,"bm",822,0.822,1
9,"female",20,"bm",838,0.838,1
9,"female",20,"bm",532,0.532,1
9,"female",20,"bm",637,0.637,1
9,"female",20,"bm",791,0.791,1
9,"female",20,"bm",634,0.634,1
9,"female",20,"bn",0,0,0
9,"female",20,"bn",1212,1.212,0
9,"female",20,"bn",857,0.857,1
9,"female",20,"bn",1099,1.099,1
9,"female",20,"bn",990,0.99,1
9,"female",20,"bn",977,0.977,1
9,"female",20,"bn",1291,1.291,1
9,"female",20,"bn",837,0.837,1
9,"female",20,"bn",767,0.767,1
9,"female",20,"bn",971,0.971,1
9,"female",20,"bn",655,0.655,1
9,"female",20,"bn",1089,1.089,1
9,"female",20,"bn",1080,1.08,1
9,"female",20,"bn",837,0.837,1
9,"female",20,"bn",897,0.897,1
9,"female",20,"bn",688,0.688,1
9,"female",20,"bn",617,0.617,0
9,"female",20,"bn",681,0.681,1
9,"female",20,"im",1313,1.313,1
9,"female",20,"im",669,0.669,1
9,"female",20,"im",1332,1.332,1
9,"female",20,"im",723,0.723,1
9,"female",20,"im",843,0.843,1
9,"female",20,"im",904,0.904,1
9,"female",20,"im",580,0.58,1
9,"female",20,"im",806,0.806,0
9,"female",20,"im",657,0.657,1
9,"female",20,"im",655,0.655,1
9,"female",20,"im",707,0.707,1
9,"female",20,"im",708,0.708,1
9,"female",20,"im",620,0.62,1
9,"female",20,"im",699,0.699,1
9,"female",20,"im",825,0.825,1
9,"female",20,"im",591,0.591,1
9,"female",20,"im",679,0.679,1
9,"female",20,"im",627,0.627,1
9,"female",20,"im",574,0.574,1
9,"female",20,"im",464,0.464,0
9,"female",20,"im",756,0.756,1
9,"female",20,"im",670,0.67,0
9,"female",20,"im",312,0.312,1
9,"female",20,"im",640,0.64,1
9,"female",20,"in",954,0.954,1
9,"female",20,"in",758,0.758,1
9,"female",20,"in",936,0.936,1
9,"female",20,"in",722,0.722,1
9,"female",20,"in",738,0.738,1
9,"female",20,"in",830,0.83,1
9,"female",20,"in",661,0.661,1
9,"female",20,"in",822,0.822,1
9,"female",20,"in",715,0.715,1
9,"female",20,"in",883,0.883,1
9,"female",20,"in",767,0.767,1
9,"female",20,"in",611,0.611,1
9,"female",20,"mm",0,0,0
9,"female",20,"mm",1488,1.488,1
9,"female",20,"mm",784,0.784,1
9,"female",20,"mm",678,0.678,0
9,"female",20,"mm",624,0.624,1
9,"female",20,"mm",608,0.608,1
9,"female",20,"mm",684,0.684,1
9,"female",20,"mm",885,0.885,0
9,"female",20,"mm",680,0.68,1
9,"female",20,"mm",619,0.619,1
9,"female",20,"mm",523,0.523,1
9,"female",20,"mm",572,0.572,1
9,"female",20,"mm",713,0.713,1
9,"female",20,"mm",778,0.778,1
9,"female",20,"mm",725,0.725,1
9,"female",20,"mm",540,0.54,1
9,"female",20,"mm",436,0.436,1
9,"female",20,"mm",548,0.548,1
9,"female",20,"mn",1007,1.007,1
9,"female",20,"mn",760,0.76,1
9,"female",20,"mn",752,0.752,1
9,"female",20,"mn",951,0.951,1
9,"female",20,"mn",835,0.835,1
9,"female",20,"mn",702,0.702,1
9,"female",20,"mn",915,0.915,1
9,"female",20,"mn",816,0.816,1
9,"female",20,"mn",928,0.928,1
9,"female",20,"mn",578,0.578,1
9,"female",20,"mn",542,0.542,0
9,"female",20,"mn",785,0.785,1
9,"female",20,"mn",706,0.706,1
9,"female",20,"mn",539,0.539,1
9,"female",20,"mn",751,0.751,0
9,"female",20,"mn",813,0.813,1
9,"female",20,"mn",637,0.637,1
9,"female",20,"mn",650,0.65,1
9,"female",20,"nm",0,0,0
9,"female",20,"nm",955,0.955,0
9,"female",20,"nm",1226,1.226,1
9,"female",20,"nm",1121,1.121,1
9,"female",20,"nm",618,0.618,1
9,"female",20,"nm",782,0.782,1
9,"female",20,"nm",912,0.912,0
9,"female",20,"nm",629,0.629,1
9,"female",20,"nm",509,0.509,1
9,"female",20,"nm",803,0.803,1
9,"female",20,"nm",595,0.595,1
9,"female",20,"nm",493,0.493,0
9,"female",20,"nm",875,0.875,1
9,"female",20,"nm",659,0.659,1
9,"female",20,"nm",755,0.755,1
9,"female",20,"nm",661,0.661,1
9,"female",20,"nm",545,0.545,1
9,"female",20,"nm",919,0.919,1
9,"female",20,"nn",1050,1.05,1
9,"female",20,"nn",918,0.918,1
9,"female",20,"nn",907,0.907,1
9,"female",20,"nn",770,0.77,1
9,"female",20,"nn",705,0.705,1
9,"female",20,"nn",1181,1.181,1
9,"female",20,"nn",1056,1.056,1
9,"female",20,"nn",1189,1.189,1
9,"female",20,"nn",1314,1.314,1
9,"female",20,"nn",880,0.88,1
9,"female",20,"nn",644,0.644,1
9,"female",20,"nn",803,0.803,1
9,"female",20,"nn",1021,1.021,1
9,"female",20,"nn",1088,1.088,1
9,"female",20,"nn",545,0.545,0
9,"female",20,"nn",988,0.988,1
9,"female",20,"nn",759,0.759,1
9,"female",20,"nn",847,0.847,1
10,"female",19,"bm",607,0.607,1
10,"female",19,"bm",800,0.8,0
10,"female",19,"bm",806,0.806,1
10,"female",19,"bm",719,0.719,1
10,"female",19,"bm",640,0.64,1
10,"female",19,"bm",586,0.586,1
10,"female",19,"bm",579,0.579,0
10,"female",19,"bm",453,0.453,1
10,"female",19,"bm",509,0.509,0
10,"female",19,"bm",549,0.549,1
10,"female",19,"bm",572,0.572,1
10,"female",19,"bm",616,0.616,1
10,"female",19,"bm",565,0.565,1
10,"female",19,"bm",461,0.461,1
10,"female",19,"bm",597,0.597,1
10,"female",19,"bm",395,0.395,1
10,"female",19,"bm",495,0.495,1
10,"female",19,"bm",565,0.565,1
10,"female",19,"bn",656,0.656,1
10,"female",19,"bn",570,0.57,0
10,"female",19,"bn",506,0.506,0
10,"female",19,"bn",531,0.531,1
10,"female",19,"bn",364,0.364,0
10,"female",19,"bn",958,0.958,0
10,"female",19,"bn",704,0.704,1
10,"female",19,"bn",656,0.656,0
10,"female",19,"bn",678,0.678,0
10,"female",19,"bn",328,0.328,0
10,"female",19,"bn",566,0.566,1
10,"female",19,"bn",749,0.749,1
10,"female",19,"bn",859,0.859,1
10,"female",19,"bn",560,0.56,1
10,"female",19,"bn",579,0.579,1
10,"female",19,"bn",941,0.941,1
10,"female",19,"bn",706,0.706,1
10,"female",19,"bn",565,0.565,1
10,"female",19,"im",590,0.59,0
10,"female",19,"im",701,0.701,1
10,"female",19,"im",161,0.161,1
10,"female",19,"im",254,0.254,0
10,"female",19,"im",216,0.216,0
10,"female",19,"im",466,0.466,1
10,"female",19,"im",675,0.675,1
10,"female",19,"im",685,0.685,1
10,"female",19,"im",408,0.408,1
10,"female",19,"im",428,0.428,1
10,"female",19,"im",709,0.709,1
10,"female",19,"im",529,0.529,1
10,"female",19,"im",931,0.931,1
10,"female",19,"im",790,0.79,1
10,"female",19,"im",653,0.653,1
10,"female",19,"im",454,0.454,1
10,"female",19,"im",561,0.561,1
10,"female",19,"im",562,0.562,1
10,"female",19,"im",748,0.748,1
10,"female",19,"im",459,0.459,1
10,"female",19,"im",438,0.438,1
10,"female",19,"im",601,0.601,1
10,"female",19,"im",518,0.518,1
10,"female",19,"im",656,0.656,1
10,"female",19,"in",655,0.655,0
10,"female",19,"in",183,0.183,0
10,"female",19,"in",313,0.313,0
10,"female",19,"in",519,0.519,0
10,"female",19,"in",797,0.797,1
10,"female",19,"in",686,0.686,1
10,"female",19,"in",622,0.622,1
10,"female",19,"in",1009,1.009,1
10,"female",19,"in",642,0.642,1
10,"female",19,"in",676,0.676,1
10,"female",19,"in",741,0.741,1
10,"female",19,"in",678,0.678,1
10,"female",19,"mm",540,0.54,0
10,"female",19,"mm",934,0.934,0
10,"female",19,"mm",231,0.231,1
10,"female",19,"mm",578,0.578,0
10,"female",19,"mm",685,0.685,1
10,"female",19,"mm",871,0.871,1
10,"female",19,"mm",451,0.451,1
10,"female",19,"mm",610,0.61,1
10,"female",19,"mm",707,0.707,1
10,"female",19,"mm",613,0.613,1
10,"female",19,"mm",649,0.649,1
10,"female",19,"mm",631,0.631,0
10,"female",19,"mm",509,0.509,1
10,"female",19,"mm",624,0.624,1
10,"female",19,"mm",935,0.935,0
10,"female",19,"mm",591,0.591,1
10,"female",19,"mm",495,0.495,1
10,"female",19,"mm",554,0.554,0
10,"female",19,"mn",173,0.173,1
10,"female",19,"mn",1024,1.024,0
10,"female",19,"mn",226,0.226,1
10,"female",19,"mn",651,0.651,1
10,"female",19,"mn",612,0.612,1
10,"female",19,"mn",770,0.77,1
10,"female",19,"mn",666,0.666,1
10,"female",19,"mn",1302,1.302,1
10,"female",19,"mn",775,0.775,1
10,"female",19,"mn",569,0.569,0
10,"female",19,"mn",491,0.491,1
10,"female",19,"mn",731,0.731,1
10,"female",19,"mn",752,0.752,1
10,"female",19,"mn",702,0.702,1
10,"female",19,"mn",761,0.761,1
10,"female",19,"mn",646,0.646,1
10,"female",19,"mn",859,0.859,0
10,"female",19,"mn",626,0.626,1
10,"female",19,"nm",364,0.364,1
10,"female",19,"nm",0,0,0
10,"female",19,"nm",756,0.756,1
10,"female",19,"nm",643,0.643,1
10,"female",19,"nm",408,0.408,1
10,"female",19,"nm",923,0.923,1
10,"female",19,"nm",666,0.666,1
10,"female",19,"nm",1183,1.183,1
10,"female",19,"nm",478,0.478,1
10,"female",19,"nm",616,0.616,1
10,"female",19,"nm",712,0.712,0
10,"female",19,"nm",695,0.695,0
10,"female",19,"nm",618,0.618,1
10,"female",19,"nm",464,0.464,1
10,"female",19,"nm",632,0.632,1
10,"female",19,"nm",638,0.638,0
10,"female",19,"nm",614,0.614,1
10,"female",19,"nm",585,0.585,1
10,"female",19,"nn",1391,1.391,0
10,"female",19,"nn",702,0.702,0
10,"female",19,"nn",597,0.597,1
10,"female",19,"nn",577,0.577,1
10,"female",19,"nn",882,0.882,1
10,"female",19,"nn",692,0.692,1
10,"female",19,"nn",911,0.911,1
10,"female",19,"nn",777,0.777,0
10,"female",19,"nn",707,0.707,1
10,"female",19,"nn",646,0.646,1
10,"female",19,"nn",1224,1.224,0
10,"female",19,"nn",646,0.646,1
10,"female",19,"nn",772,0.772,1
10,"female",19,"nn",1106,1.106,1
10,"female",19,"nn",1346,1.346,1
10,"female",19,"nn",492,0.492,0
10,"female",19,"nn",639,0.639,1
10,"female",19,"nn",768,0.768,0
11,"female",18,"bm",0,0,0
11,"female",18,"bm",602,0.602,1
11,"female",18,"bm",737,0.737,1
11,"female",18,"bm",705,0.705,1
11,"female",18,"bm",686,0.686,1
11,"female",18,"bm",413,0.413,1
11,"female",18,"bm",612,0.612,1
11,"female",18,"bm",491,0.491,1
11,"female",18,"bm",653,0.653,1
11,"female",18,"bm",692,0.692,1
11,"female",18,"bm",602,0.602,1
11,"female",18,"bm",730,0.73,1
11,"female",18,"bm",1001,1.001,1
11,"female",18,"bm",854,0.854,1
11,"female",18,"bm",1123,1.123,1
11,"female",18,"bm",612,0.612,1
11,"female",18,"bm",571,0.571,1
11,"female",18,"bm",522,0.522,1
11,"female",18,"bn",0,0,0
11,"female",18,"bn",614,0.614,1
11,"female",18,"bn",708,0.708,1
11,"female",18,"bn",654,0.654,1
11,"female",18,"bn",530,0.53,1
11,"female",18,"bn",637,0.637,1
11,"female",18,"bn",493,0.493,0
11,"female",18,"bn",738,0.738,0
11,"female",18,"bn",493,0.493,1
11,"female",18,"bn",579,0.579,1
11,"female",18,"bn",517,0.517,1
11,"female",18,"bn",731,0.731,1
11,"female",18,"bn",1153,1.153,1
11,"female",18,"bn",565,0.565,1
11,"female",18,"bn",624,0.624,1
11,"female",18,"bn",663,0.663,1
11,"female",18,"bn",717,0.717,1
11,"female",18,"bn",921,0.921,1
11,"female",18,"im",470,0.47,1
11,"female",18,"im",632,0.632,1
11,"female",18,"im",798,0.798,1
11,"female",18,"im",725,0.725,1
11,"female",18,"im",806,0.806,1
11,"female",18,"im",421,0.421,1
