"Subject","Gender","Age","Condition","RT_ms","RT_sec","ACC"
11,"female",18,"im",533,0.533,1
11,"female",18,"im",698,0.698,1
11,"female",18,"im",626,0.626,1
11,"female",18,"im",729,0.729,1
11,"female",18,"im",583,0.583,1
11,"female",18,"im",560,0.56,1
11,"female",18,"im",628,0.628,1
11,"female",18,"im",601,0.601,1
11,"female",18,"im",791,0.791,1
11,"female",18,"im",532,0.532,1
11,"female",18,"im",440,0.44,0
11,"female",18,"im",555,0.555,1
11,"female",18,"im",582,0.582,1
11,"female",18,"im",595,0.595,1
11,"female",18,"im",549,0.549,1
11,"female",18,"im",344,0.344,1
11,"female",18,"im",702,0.702,1
11,"female",18,"im",514,0.514,1
11,"female",18,"in",610,0.61,0
11,"female",18,"in",787,0.787,1
11,"female",18,"in",577,0.577,1
11,"female",18,"in",559,0.559,1
11,"female",18,"in",746,0.746,1
11,"female",18,"in",685,0.685,1
11,"female",18,"in",816,0.816,1
11,"female",18,"in",696,0.696,1
11,"female",18,"in",679,0.679,1
11,"female",18,"in",663,0.663,1
11,"female",18,"in",619,0.619,1
11,"female",18,"in",566,0.566,1
11,"female",18,"mm",621,0.621,1
11,"female",18,"mm",542,0.542,1
11,"female",18,"mm",0,0,0
11,"female",18,"mm",583,0.583,1
11,"female",18,"mm",483,0.483,1
11,"female",18,"mm",519,0.519,1
11,"female",18,"mm",545,0.545,1
11,"female",18,"mm",477,0.477,1
11,"female",18,"mm",556,0.556,1
11,"female",18,"mm",593,0.593,1
11,"female",18,"mm",623,0.623,1
11,"female",18,"mm",574,0.574,1
11,"female",18,"mm",513,0.513,1
11,"female",18,"mm",464,0.464,1
11,"female",18,"mm",590,0.59,1
11,"female",18,"mm",517,0.517,1
11,"female",18,"mm",471,0.471,0
11,"female",18,"mm",495,0.495,1
11,"female",18,"mn",487,0.487,1
11,"female",18,"mn",881,0.881,1
11,"female",18,"mn",860,0.86,1
11,"female",18,"mn",840,0.84,1
11,"female",18,"mn",1214,1.214,0
11,"female",18,"mn",358,0.358,1
11,"female",18,"mn",580,0.58,1
11,"female",18,"mn",475,0.475,1
11,"female",18,"mn",696,0.696,1
11,"female",18,"mn",658,0.658,1
11,"female",18,"mn",883,0.883,0
11,"female",18,"mn",951,0.951,1
11,"female",18,"mn",548,0.548,1
11,"female",18,"mn",540,0.54,1
11,"female",18,"mn",509,0.509,0
11,"female",18,"mn",517,0.517,0
11,"female",18,"mn",564,0.564,1
11,"female",18,"mn",785,0.785,1
11,"female",18,"nm",613,0.613,0
11,"female",18,"nm",656,0.656,0
11,"female",18,"nm",630,0.63,1
11,"female",18,"nm",867,0.867,1
11,"female",18,"nm",865,0.865,1
11,"female",18,"nm",467,0.467,0
11,"female",18,"nm",449,0.449,1
11,"female",18,"nm",686,0.686,1
11,"female",18,"nm",626,0.626,1
11,"female",18,"nm",547,0.547,1
11,"female",18,"nm",711,0.711,0
11,"female",18,"nm",761,0.761,1
11,"female",18,"nm",528,0.528,1
11,"female",18,"nm",638,0.638,1
11,"female",18,"nm",645,0.645,1
11,"female",18,"nm",707,0.707,1
11,"female",18,"nm",494,0.494,1
11,"female",18,"nm",648,0.648,1
11,"female",18,"nn",789,0.789,0
11,"female",18,"nn",646,0.646,1
11,"female",18,"nn",932,0.932,1
11,"female",18,"nn",852,0.852,1
11,"female",18,"nn",898,0.898,1
11,"female",18,"nn",457,0.457,0
11,"female",18,"nn",681,0.681,1
11,"female",18,"nn",599,0.599,0
11,"female",18,"nn",594,0.594,1
11,"female",18,"nn",893,0.893,1
11,"female",18,"nn",569,0.569,1
11,"female",18,"nn",805,0.805,1
11,"female",18,"nn",443,0.443,0
11,"female",18,"nn",808,0.808,1
11,"female",18,"nn",680,0.68,1
11,"female",18,"nn",589,0.589,1
11,"female",18,"nn",686,0.686,1
11,"female",18,"nn",471,0.471,1
12,"female",24,"bm",919,0.919,1
12,"female",24,"bm",633,0.633,1
12,"female",24,"bm",759,0.759,1
12,"female",24,"bm",918,0.918,1
12,"female",24,"bm",698,0.698,1
12,"female",24,"bm",701,0.701,1
12,"female",24,"bm",527,0.527,1
12,"female",24,"bm",650,0.65,1
12,"female",24,"bm",632,0.632,1
12,"female",24,"bm",866,0.866,0
12,"female",24,"bm",597,0.597,0
12,"female",24,"bm",470,0.47,0
12,"female",24,"bm",677,0.677,1
12,"female",24,"bm",567,0.567,1
12,"female",24,"bm",619,0.619,0
12,"female",24,"bm",537,0.537,1
12,"female",24,"bm",553,0.553,0
12,"female",24,"bm",659,0.659,1
12,"female",24,"bn",1144,1.144,1
12,"female",24,"bn",705,0.705,1
12,"female",24,"bn",965,0.965,1
12,"female",24,"bn",566,0.566,1
12,"female",24,"bn",715,0.715,0
12,"female",24,"bn",1067,1.067,1
12,"female",24,"bn",585,0.585,0
12,"female",24,"bn",763,0.763,1
12,"female",24,"bn",621,0.621,0
12,"female",24,"bn",0,0,0
12,"female",24,"bn",606,0.606,1
12,"female",24,"bn",711,0.711,1
12,"female",24,"bn",618,0.618,1
12,"female",24,"bn",653,0.653,1
12,"female",24,"bn",580,0.58,1
12,"female",24,"bn",589,0.589,0
12,"female",24,"bn",753,0.753,1
12,"female",24,"bn",779,0.779,1
12,"female",24,"im",753,0.753,1
12,"female",24,"im",700,0.7,1
12,"female",24,"im",944,0.944,1
12,"female",24,"im",714,0.714,1
12,"female",24,"im",686,0.686,1
12,"female",24,"im",870,0.87,1
12,"female",24,"im",695,0.695,1
12,"female",24,"im",646,0.646,1
12,"female",24,"im",732,0.732,1
12,"female",24,"im",437,0.437,1
12,"female",24,"im",556,0.556,1
12,"female",24,"im",503,0.503,1
12,"female",24,"im",706,0.706,1
12,"female",24,"im",414,0.414,1
12,"female",24,"im",841,0.841,1
12,"female",24,"im",595,0.595,1
12,"female",24,"im",601,0.601,1
12,"female",24,"im",650,0.65,1
12,"female",24,"im",656,0.656,1
12,"female",24,"im",521,0.521,0
12,"female",24,"im",751,0.751,1
12,"female",24,"im",628,0.628,1
12,"female",24,"im",686,0.686,1
12,"female",24,"im",453,0.453,1
12,"female",24,"in",1294,1.294,1
12,"female",24,"in",1222,1.222,1
12,"female",24,"in",714,0.714,0
12,"female",24,"in",861,0.861,1
12,"female",24,"in",652,0.652,1
12,"female",24,"in",964,0.964,1
12,"female",24,"in",720,0.72,1
12,"female",24,"in",544,0.544,1
12,"female",24,"in",826,0.826,1
12,"female",24,"in",453,0.453,1
12,"female",24,"in",703,0.703,1
12,"female",24,"in",509,0.509,1
12,"female",24,"mm",1033,1.033,1
12,"female",24,"mm",599,0.599,1
12,"female",24,"mm",561,0.561,1
12,"female",24,"mm",656,0.656,1
12,"female",24,"mm",630,0.63,1
12,"female",24,"mm",585,0.585,1
12,"female",24,"mm",575,0.575,0
12,"female",24,"mm",787,0.787,1
12,"female",24,"mm",578,0.578,0
12,"female",24,"mm",832,0.832,1
12,"female",24,"mm",627,0.627,1
12,"female",24,"mm",565,0.565,1
12,"female",24,"mm",509,0.509,1
12,"female",24,"mm",571,0.571,1
12,"female",24,"mm",595,0.595,1
12,"female",24,"mm",653,0.653,0
12,"female",24,"mm",668,0.668,1
12,"female",24,"mm",441,0.441,1
12,"female",24,"mn",967,0.967,1
12,"female",24,"mn",641,0.641,1
12,"female",24,"mn",1342,1.342,0
12,"female",24,"mn",691,0.691,1
12,"female",24,"mn",1064,1.064,1
12,"female",24,"mn",836,0.836,1
12,"female",24,"mn",629,0.629,1
12,"female",24,"mn",662,0.662,1
12,"female",24,"mn",557,0.557,0
12,"female",24,"mn",719,0.719,1
12,"female",24,"mn",691,0.691,1
12,"female",24,"mn",622,0.622,1
12,"female",24,"mn",632,0.632,1
12,"female",24,"mn",686,0.686,1
12,"female",24,"mn",502,0.502,1
12,"female",24,"mn",747,0.747,1
12,"female",24,"mn",499,0.499,0
12,"female",24,"mn",756,0.756,1
12,"female",24,"nm",899,0.899,1
12,"female",24,"nm",973,0.973,1
12,"female",24,"nm",741,0.741,1
12,"female",24,"nm",953,0.953,0
12,"female",24,"nm",521,0.521,1
12,"female",24,"nm",832,0.832,1
12,"female",24,"nm",706,0.706,1
12,"female",24,"nm",695,0.695,1
12,"female",24,"nm",685,0.685,1
12,"female",24,"nm",720,0.72,1
12,"female",24,"nm",725,0.725,1
12,"female",24,"nm",587,0.587,1
12,"female",24,"nm",362,0.362,1
12,"female",24,"nm",454,0.454,0
12,"female",24,"nm",438,0.438,1
12,"female",24,"nm",922,0.922,1
12,"female",24,"nm",553,0.553,1
12,"female",24,"nm",516,0.516,0
12,"female",24,"nn",827,0.827,1
12,"female",24,"nn",719,0.719,1
12,"female",24,"nn",882,0.882,0
12,"female",24,"nn",727,0.727,1
12,"female",24,"nn",740,0.74,1
12,"female",24,"nn",617,0.617,1
12,"female",24,"nn",946,0.946,1
12,"female",24,"nn",676,0.676,1
12,"female",24,"nn",695,0.695,1
12,"female",24,"nn",728,0.728,1
12,"female",24,"nn",515,0.515,0
12,"female",24,"nn",648,0.648,1
12,"female",24,"nn",827,0.827,1
12,"female",24,"nn",1164,1.164,1
12,"female",24,"nn",698,0.698,1
12,"female",24,"nn",735,0.735,1
12,"female",24,"nn",724,0.724,1
12,"female",24,"nn",721,0.721,1
13,"female",24,"bm",0,0,0
13,"female",24,"bm",1151,1.151,1
13,"female",24,"bm",875,0.875,0
13,"female",24,"bm",1092,1.092,1
13,"female",24,"bm",1486,1.486,1
13,"female",24,"bm",1104,1.104,1
13,"female",24,"bm",951,0.951,1
13,"female",24,"bm",0,0,0
13,"female",24,"bm",1298,1.298,1
13,"female",24,"bm",1138,1.138,1
13,"female",24,"bm",1450,1.45,1
13,"female",24,"bm",1015,1.015,1
13,"female",24,"bm",1291,1.291,1
13,"female",24,"bm",846,0.846,1
13,"female",24,"bm",835,0.835,1
13,"female",24,"bm",972,0.972,1
13,"female",24,"bm",1322,1.322,0
13,"female",24,"bm",906,0.906,0
13,"female",24,"bn",960,0.96,0
13,"female",24,"bn",1374,1.374,1
13,"female",24,"bn",896,0.896,1
13,"female",24,"bn",0,0,0
13,"female",24,"bn",1200,1.2,1
13,"female",24,"bn",1305,1.305,1
13,"female",24,"bn",1023,1.023,1
13,"female",24,"bn",1331,1.331,0
13,"female",24,"bn",938,0.938,1
13,"female",24,"bn",1329,1.329,1
13,"female",24,"bn",1143,1.143,1
13,"female",24,"bn",1008,1.008,0
13,"female",24,"bn",929,0.929,1
13,"female",24,"bn",1008,1.008,1
13,"female",24,"bn",949,0.949,1
13,"female",24,"bn",1115,1.115,1
13,"female",24,"bn",961,0.961,1
13,"female",24,"bn",1102,1.102,1
13,"female",24,"im",478,0.478,0
13,"female",24,"im",1384,1.384,1
13,"female",24,"im",872,0.872,1
13,"female",24,"im",975,0.975,1
13,"female",24,"im",687,0.687,0
13,"female",24,"im",1068,1.068,1
13,"female",24,"im",881,0.881,1
13,"female",24,"im",826,0.826,1
13,"female",24,"im",1250,1.25,1
13,"female",24,"im",777,0.777,1
13,"female",24,"im",1228,1.228,1
13,"female",24,"im",1088,1.088,1
13,"female",24,"im",824,0.824,1
13,"female",24,"im",959,0.959,1
13,"female",24,"im",753,0.753,1
13,"female",24,"im",915,0.915,1
13,"female",24,"im",1144,1.144,1
13,"female",24,"im",856,0.856,1
13,"female",24,"im",731,0.731,0
13,"female",24,"im",870,0.87,1
13,"female",24,"im",788,0.788,1
13,"female",24,"im",856,0.856,1
13,"female",24,"im",751,0.751,1
13,"female",24,"im",838,0.838,1
13,"female",24,"in",1298,1.298,1
13,"female",24,"in",0,0,0
13,"female",24,"in",1134,1.134,1
13,"female",24,"in",1145,1.145,1
13,"female",24,"in",899,0.899,1
13,"female",24,"in",843,0.843,1
13,"female",24,"in",886,0.886,1
13,"female",24,"in",1172,1.172,1
13,"female",24,"in",756,0.756,1
13,"female",24,"in",1166,1.166,1
13,"female",24,"in",1116,1.116,1
13,"female",24,"in",737,0.737,1
13,"female",24,"mm",0,0,0
13,"female",24,"mm",1454,1.454,0
13,"female",24,"mm",1043,1.043,1
13,"female",24,"mm",1085,1.085,0
13,"female",24,"mm",1207,1.207,1
13,"female",24,"mm",1428,1.428,0
13,"female",24,"mm",876,0.876,1
13,"female",24,"mm",1000,1,0
13,"female",24,"mm",1045,1.045,1
13,"female",24,"mm",970,0.97,0
13,"female",24,"mm",805,0.805,1
13,"female",24,"mm",1256,1.256,1
13,"female",24,"mm",1494,1.494,1
13,"female",24,"mm",1060,1.06,1
13,"female",24,"mm",996,0.996,0
13,"female",24,"mm",1355,1.355,0
13,"female",24,"mm",1436,1.436,0
13,"female",24,"mm",768,0.768,1
13,"female",24,"mn",1104,1.104,0
13,"female",24,"mn",1437,1.437,1
13,"female",24,"mn",1303,1.303,1
13,"female",24,"mn",1372,1.372,0
13,"female",24,"mn",0,0,0
13,"female",24,"mn",1085,1.085,1
13,"female",24,"mn",669,0.669,1
13,"female",24,"mn",1117,1.117,1
13,"female",24,"mn",922,0.922,1
13,"female",24,"mn",1044,1.044,1
13,"female",24,"mn",1002,1.002,1
13,"female",24,"mn",1428,1.428,1
13,"female",24,"mn",1117,1.117,1
13,"female",24,"mn",734,0.734,1
13,"female",24,"mn",847,0.847,1
13,"female",24,"mn",1045,1.045,1
13,"female",24,"mn",945,0.945,1
13,"female",24,"mn",1121,1.121,1
13,"female",24,"nm",1209,1.209,1
13,"female",24,"nm",479,0.479,1
13,"female",24,"nm",1018,1.018,1
13,"female",24,"nm",1031,1.031,1
13,"female",24,"nm",1070,1.07,1
13,"female",24,"nm",1266,1.266,1
13,"female",24,"nm",1055,1.055,0
13,"female",24,"nm",763,0.763,0
13,"female",24,"nm",1306,1.306,1
13,"female",24,"nm",931,0.931,1
13,"female",24,"nm",1119,1.119,1
13,"female",24,"nm",666,0.666,0
13,"female",24,"nm",827,0.827,1
13,"female",24,"nm",838,0.838,1
13,"female",24,"nm",929,0.929,1
13,"female",24,"nm",913,0.913,1
13,"female",24,"nm",1152,1.152,1
13,"female",24,"nm",0,0,0
13,"female",24,"nn",925,0.925,0
13,"female",24,"nn",0,0,0
13,"female",24,"nn",958,0.958,1
13,"female",24,"nn",1234,1.234,1
13,"female",24,"nn",1272,1.272,0
13,"female",24,"nn",978,0.978,1
13,"female",24,"nn",866,0.866,1
13,"female",24,"nn",959,0.959,1
13,"female",24,"nn",792,0.792,1
13,"female",24,"nn",844,0.844,1
13,"female",24,"nn",0,0,0
13,"female",24,"nn",1240,1.24,0
13,"female",24,"nn",1202,1.202,1
13,"female",24,"nn",1149,1.149,1
13,"female",24,"nn",766,0.766,1
13,"female",24,"nn",1158,1.158,1
13,"female",24,"nn",901,0.901,1
13,"female",24,"nn",708,0.708,1
14,"female",22,"bm",1188,1.188,0
14,"female",22,"bm",538,0.538,1
14,"female",22,"bm",496,0.496,1
14,"female",22,"bm",639,0.639,1
14,"female",22,"bm",502,0.502,1
14,"female",22,"bm",596,0.596,1
14,"female",22,"bm",497,0.497,1
14,"female",22,"bm",587,0.587,1
14,"female",22,"bm",636,0.636,1
14,"female",22,"bm",502,0.502,1
14,"female",22,"bm",624,0.624,1
14,"female",22,"bm",445,0.445,1
14,"female",22,"bm",501,0.501,1
14,"female",22,"bm",467,0.467,0
14,"female",22,"bm",474,0.474,1
14,"female",22,"bm",429,0.429,1
14,"female",22,"bm",525,0.525,1
14,"female",22,"bm",595,0.595,1
14,"female",22,"bn",972,0.972,1
14,"female",22,"bn",573,0.573,1
14,"female",22,"bn",881,0.881,1
14,"female",22,"bn",551,0.551,1
14,"female",22,"bn",554,0.554,1
14,"female",22,"bn",557,0.557,1
14,"female",22,"bn",595,0.595,1
14,"female",22,"bn",559,0.559,1
14,"female",22,"bn",645,0.645,1
14,"female",22,"bn",602,0.602,1
14,"female",22,"bn",640,0.64,1
14,"female",22,"bn",616,0.616,1
14,"female",22,"bn",724,0.724,1
14,"female",22,"bn",514,0.514,1
14,"female",22,"bn",504,0.504,1
14,"female",22,"bn",602,0.602,1
14,"female",22,"bn",472,0.472,1
14,"female",22,"bn",577,0.577,1
14,"female",22,"im",721,0.721,1
14,"female",22,"im",478,0.478,1
14,"female",22,"im",341,0.341,1
14,"female",22,"im",637,0.637,0
14,"female",22,"im",429,0.429,1
14,"female",22,"im",525,0.525,1
14,"female",22,"im",602,0.602,1
14,"female",22,"im",344,0.344,1
14,"female",22,"im",372,0.372,1
14,"female",22,"im",418,0.418,1
14,"female",22,"im",0,0,0
14,"female",22,"im",564,0.564,1
14,"female",22,"im",443,0.443,0
14,"female",22,"im",448,0.448,1
14,"female",22,"im",554,0.554,1
14,"female",22,"im",725,0.725,1
14,"female",22,"im",524,0.524,1
14,"female",22,"im",440,0.44,1
14,"female",22,"im",397,0.397,1
14,"female",22,"im",383,0.383,1
14,"female",22,"im",431,0.431,1
14,"female",22,"im",599,0.599,1
14,"female",22,"im",422,0.422,1
14,"female",22,"im",286,0.286,1
14,"female",22,"in",660,0.66,1
14,"female",22,"in",615,0.615,1
14,"female",22,"in",948,0.948,1
14,"female",22,"in",597,0.597,1
14,"female",22,"in",460,0.46,1
14,"female",22,"in",466,0.466,0
14,"female",22,"in",651,0.651,1
14,"female",22,"in",545,0.545,1
14,"female",22,"in",633,0.633,1
14,"female",22,"in",392,0.392,0
14,"female",22,"in",592,0.592,1
14,"female",22,"in",702,0.702,1
14,"female",22,"mm",743,0.743,0
14,"female",22,"mm",766,0.766,1
14,"female",22,"mm",470,0.47,0
14,"female",22,"mm",761,0.761,1
14,"female",22,"mm",354,0.354,1
14,"female",22,"mm",604,0.604,0
14,"female",22,"mm",435,0.435,1
14,"female",22,"mm",602,0.602,0
14,"female",22,"mm",637,0.637,1
14,"female",22,"mm",589,0.589,1
14,"female",22,"mm",509,0.509,1
14,"female",22,"mm",962,0.962,1
14,"female",22,"mm",402,0.402,0
14,"female",22,"mm",721,0.721,1
14,"female",22,"mm",726,0.726,1
14,"female",22,"mm",346,0.346,1
14,"female",22,"mm",471,0.471,1
14,"female",22,"mm",487,0.487,1
14,"female",22,"mn",603,0.603,1
14,"female",22,"mn",476,0.476,1
14,"female",22,"mn",666,0.666,1
14,"female",22,"mn",653,0.653,1
14,"female",22,"mn",667,0.667,0
14,"female",22,"mn",438,0.438,1
14,"female",22,"mn",468,0.468,1
14,"female",22,"mn",519,0.519,1
14,"female",22,"mn",651,0.651,1
14,"female",22,"mn",615,0.615,1
14,"female",22,"mn",483,0.483,1
14,"female",22,"mn",546,0.546,1
14,"female",22,"mn",537,0.537,1
14,"female",22,"mn",549,0.549,1
14,"female",22,"mn",629,0.629,1
14,"female",22,"mn",656,0.656,1
14,"female",22,"mn",571,0.571,1
14,"female",22,"mn",658,0.658,1
14,"female",22,"nm",658,0.658,1
14,"female",22,"nm",353,0.353,1
14,"female",22,"nm",479,0.479,1
14,"female",22,"nm",822,0.822,0
14,"female",22,"nm",1006,1.006,1
14,"female",22,"nm",712,0.712,1
14,"female",22,"nm",655,0.655,0
14,"female",22,"nm",595,0.595,0
14,"female",22,"nm",437,0.437,1
14,"female",22,"nm",591,0.591,0
14,"female",22,"nm",454,0.454,0
14,"female",22,"nm",601,0.601,1
14,"female",22,"nm",461,0.461,1
14,"female",22,"nm",857,0.857,1
14,"female",22,"nm",656,0.656,1
14,"female",22,"nm",514,0.514,0
14,"female",22,"nm",712,0.712,1
14,"female",22,"nm",493,0.493,1
14,"female",22,"nn",1002,1.002,1
14,"female",22,"nn",478,0.478,1
14,"female",22,"nn",517,0.517,1
14,"female",22,"nn",942,0.942,1
14,"female",22,"nn",634,0.634,1
14,"female",22,"nn",621,0.621,1
14,"female",22,"nn",619,0.619,1
14,"female",22,"nn",316,0.316,1
14,"female",22,"nn",620,0.62,1
14,"female",22,"nn",699,0.699,1
14,"female",22,"nn",609,0.609,1
14,"female",22,"nn",593,0.593,1
14,"female",22,"nn",440,0.44,0
14,"female",22,"nn",654,0.654,1
14,"female",22,"nn",605,0.605,1
14,"female",22,"nn",626,0.626,1
14,"female",22,"nn",573,0.573,1
14,"female",22,"nn",607,0.607,1
15,"male",24,"bm",737,0.737,0
15,"male",24,"bm",646,0.646,0
15,"male",24,"bm",789,0.789,1
15,"male",24,"bm",763,0.763,0
15,"male",24,"bm",466,0.466,0
15,"male",24,"bm",473,0.473,0
15,"male",24,"bm",544,0.544,1
15,"male",24,"bm",702,0.702,1
15,"male",24,"bm",608,0.608,1
15,"male",24,"bm",462,0.462,1
15,"male",24,"bm",538,0.538,1
15,"male",24,"bm",454,0.454,1
15,"male",24,"bm",554,0.554,1
15,"male",24,"bm",557,0.557,1
15,"male",24,"bm",489,0.489,1
15,"male",24,"bm",881,0.881,1
15,"male",24,"bm",473,0.473,1
15,"male",24,"bm",463,0.463,1
15,"male",24,"bn",617,0.617,1
15,"male",24,"bn",762,0.762,1
15,"male",24,"bn",686,0.686,1
15,"male",24,"bn",570,0.57,1
15,"male",24,"bn",557,0.557,0
15,"male",24,"bn",568,0.568,1
15,"male",24,"bn",516,0.516,1
15,"male",24,"bn",669,0.669,1
15,"male",24,"bn",637,0.637,1
15,"male",24,"bn",585,0.585,1
15,"male",24,"bn",517,0.517,1
15,"male",24,"bn",693,0.693,1
15,"male",24,"bn",899,0.899,1
15,"male",24,"bn",492,0.492,1
15,"male",24,"bn",735,0.735,1
15,"male",24,"bn",610,0.61,1
15,"male",24,"bn",566,0.566,1
15,"male",24,"bn",535,0.535,1
15,"male",24,"im",635,0.635,1
15,"male",24,"im",525,0.525,1
15,"male",24,"im",528,0.528,1
15,"male",24,"im",613,0.613,0
15,"male",24,"im",637,0.637,1
15,"male",24,"im",489,0.489,1
15,"male",24,"im",664,0.664,1
15,"male",24,"im",581,0.581,1
15,"male",24,"im",467,0.467,0
15,"male",24,"im",617,0.617,1
15,"male",24,"im",486,0.486,1
15,"male",24,"im",680,0.68,1
15,"male",24,"im",607,0.607,1
15,"male",24,"im",526,0.526,1
15,"male",24,"im",512,0.512,1
15,"male",24,"im",629,0.629,1
15,"male",24,"im",542,0.542,1
15,"male",24,"im",525,0.525,1
15,"male",24,"im",338,0.338,1
15,"male",24,"im",295,0.295,1
15,"male",24,"im",568,0.568,1
15,"male",24,"im",456,0.456,0
15,"male",24,"im",484,0.484,0
15,"male",24,"im",499,0.499,1
15,"male",24,"in",412,0.412,0
15,"male",24,"in",543,0.543,1
15,"male",24,"in",475,0.475,1
15,"male",24,"in",450,0.45,0
15,"male",24,"in",809,0.809,1
15,"male",24,"in",539,0.539,1
15,"male",24,"in",548,0.548,1
15,"male",24,"in",564,0.564,1
15,"male",24,"in",642,0.642,1
15,"male",24,"in",500,0.5,0
15,"male",24,"in",615,0.615,1
15,"male",24,"in",561,0.561,1
15,"male",24,"mm",477,0.477,1
15,"male",24,"mm",592,0.592,1
15,"male",24,"mm",547,0.547,1
15,"male",24,"mm",432,0.432,1
15,"male",24,"mm",336,0.336,0
15,"male",24,"mm",423,0.423,1
15,"male",24,"mm",762,0.762,1
15,"male",24,"mm",563,0.563,1
15,"male",24,"mm",609,0.609,1
15,"male",24,"mm",529,0.529,1
15,"male",24,"mm",470,0.47,1
15,"male",24,"mm",637,0.637,1
15,"male",24,"mm",460,0.46,1
15,"male",24,"mm",445,0.445,1
15,"male",24,"mm",505,0.505,1
15,"male",24,"mm",573,0.573,1
15,"male",24,"mm",480,0.48,1
15,"male",24,"mm",464,0.464,1
15,"male",24,"mn",780,0.78,1
15,"male",24,"mn",526,0.526,1
15,"male",24,"mn",738,0.738,1
15,"male",24,"mn",452,0.452,1
15,"male",24,"mn",498,0.498,0
15,"male",24,"mn",425,0.425,1
15,"male",24,"mn",570,0.57,1
15,"male",24,"mn",504,0.504,0
15,"male",24,"mn",565,0.565,1
15,"male",24,"mn",743,0.743,1
15,"male",24,"mn",595,0.595,1
15,"male",24,"mn",772,0.772,1
15,"male",24,"mn",484,0.484,1
15,"male",24,"mn",617,0.617,1
15,"male",24,"mn",463,0.463,1
15,"male",24,"mn",609,0.609,1
15,"male",24,"mn",523,0.523,1
15,"male",24,"mn",617,0.617,1
15,"male",24,"nm",517,0.517,1
15,"male",24,"nm",514,0.514,1
15,"male",24,"nm",539,0.539,1
15,"male",24,"nm",402,0.402,1
15,"male",24,"nm",599,0.599,1
15,"male",24,"nm",558,0.558,1
15,"male",24,"nm",541,0.541,1
15,"male",24,"nm",552,0.552,1
15,"male",24,"nm",457,0.457,1
15,"male",24,"nm",672,0.672,1
15,"male",24,"nm",494,0.494,1
15,"male",24,"nm",480,0.48,1
15,"male",24,"nm",544,0.544,1
15,"male",24,"nm",562,0.562,1
15,"male",24,"nm",494,0.494,1
15,"male",24,"nm",566,0.566,1
15,"male",24,"nm",571,0.571,1
15,"male",24,"nm",568,0.568,1
15,"male",24,"nn",524,0.524,1
15,"male",24,"nn",805,0.805,1
15,"male",24,"nn",415,0.415,1
15,"male",24,"nn",508,0.508,1
15,"male",24,"nn",491,0.491,1
15,"male",24,"nn",295,0.295,1
15,"male",24,"nn",490,0.49,1
15,"male",24,"nn",548,0.548,1
15,"male",24,"nn",498,0.498,0
15,"male",24,"nn",614,0.614,1
15,"male",24,"nn",1202,1.202,1
15,"male",24,"nn",510,0.51,1
15,"male",24,"nn",569,0.569,1
15,"male",24,"nn",444,0.444,1
15,"male",24,"nn",829,0.829,1
15,"male",24,"nn",622,0.622,1
15,"male",24,"nn",600,0.6,1
15,"male",24,"nn",640,0.64,1
16,"male",27,"bm",922,0.922,1
16,"male",27,"bm",967,0.967,1
16,"male",27,"bm",1398,1.398,1
16,"male",27,"bm",723,0.723,1
16,"male",27,"bm",828,0.828,1
16,"male",27,"bm",993,0.993,0
16,"male",27,"bm",960,0.96,1
16,"male",27,"bm",924,0.924,1
16,"male",27,"bm",721,0.721,1
16,"male",27,"bm",570,0.57,1
16,"male",27,"bm",509,0.509,1
16,"male",27,"bm",570,0.57,1
16,"male",27,"bm",1106,1.106,1
16,"male",27,"bm",667,0.667,1
16,"male",27,"bm",673,0.673,1
16,"male",27,"bm",526,0.526,1
16,"male",27,"bm",403,0.403,1
16,"male",27,"bm",1045,1.045,1
16,"male",27,"bn",650,0.65,1
16,"male",27,"bn",663,0.663,1
16,"male",27,"bn",582,0.582,1
16,"male",27,"bn",1039,1.039,1
16,"male",27,"bn",622,0.622,1
16,"male",27,"bn",806,0.806,1
16,"male",27,"bn",838,0.838,1
16,"male",27,"bn",595,0.595,1
16,"male",27,"bn",794,0.794,1
16,"male",27,"bn",769,0.769,1
16,"male",27,"bn",626,0.626,1
16,"male",27,"bn",573,0.573,1
16,"male",27,"bn",496,0.496,1
16,"male",27,"bn",550,0.55,1
16,"male",27,"bn",754,0.754,1
16,"male",27,"bn",573,0.573,1
16,"male",27,"bn",801,0.801,1
16,"male",27,"bn",686,0.686,1
16,"male",27,"im",1041,1.041,1
16,"male",27,"im",763,0.763,1
16,"male",27,"im",573,0.573,0
16,"male",27,"im",651,0.651,1
16,"male",27,"im",746,0.746,1
16,"male",27,"im",493,0.493,1
16,"male",27,"im",566,0.566,1
16,"male",27,"im",552,0.552,1
16,"male",27,"im",696,0.696,1
16,"male",27,"im",809,0.809,1
16,"male",27,"im",432,0.432,1
16,"male",27,"im",617,0.617,1
16,"male",27,"im",394,0.394,1
16,"male",27,"im",516,0.516,1
16,"male",27,"im",649,0.649,1
16,"male",27,"im",488,0.488,1
16,"male",27,"im",516,0.516,1
16,"male",27,"im",496,0.496,1
16,"male",27,"im",491,0.491,1
16,"male",27,"im",492,0.492,1
16,"male",27,"im",546,0.546,1
16,"male",27,"im",580,0.58,1
16,"male",27,"im",685,0.685,1
16,"male",27,"im",545,0.545,0
16,"male",27,"in",818,0.818,1
16,"male",27,"in",639,0.639,1
16,"male",27,"in",922,0.922,1
16,"male",27,"in",709,0.709,1
