"Subject","Gender","Age","Handedness","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
9,"female",20,"right","Matching","none","none","NonPerson",653,0.653,1
9,"female",20,"right","Nonmatching","Ich","Self","Self",517,0.517,1
9,"female",20,"right","Nonmatching","Mutter","Mother","Close",498,0.498,1
9,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",504,0.504,1
9,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",415,0.415,1
9,"female",20,"right","Nonmatching","Mutter","Mother","Close",553,0.553,1
9,"female",20,"right","Matching","Mutter","Mother","Close",790,0.79,1
9,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",711,0.711,1
9,"female",20,"right","Nonmatching","Ich","Self","Self",533,0.533,1
9,"female",20,"right","Nonmatching","none","none","NonPerson",506,0.506,1
9,"female",20,"right","Nonmatching","Mutter","Mother","Close",584,0.584,1
9,"female",20,"right","Matching","none","none","NonPerson",419,0.419,1
9,"female",20,"right","Matching","Mutter","Mother","Close",1358,1.358,1
9,"female",20,"right","Nonmatching","Ich","Self","Self",1085,1.085,0
9,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",713,0.713,1
9,"female",20,"right","Matching","Ich","Self","Self",694,0.694,1
9,"female",20,"right","Matching","none","none","NonPerson",476,0.476,1
9,"female",20,"right","Nonmatching","none","none","NonPerson",413,0.413,1
9,"female",20,"right","Matching","Ich","Self","Self",512,0.512,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",559,0.559,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",179,0.179,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",32,0.032,0
10,"female",20,"right","Matching","none","none","NonPerson",213,0.213,0
10,"female",20,"right","Matching","Ich","Self","Self",1464,1.464,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",291,0.291,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",1595,1.595,1
10,"female",20,"right","Matching","Mutter","Mother","Close",15,0.015,1
10,"female",20,"right","Matching","none","none","NonPerson",284,0.284,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",373,0.373,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",106,0.106,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",747,0.747,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",54,0.054,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",417,0.417,0
10,"female",20,"right","Matching","Ich","Self","Self",236,0.236,1
10,"female",20,"right","Matching","Mutter","Mother","Close",319,0.319,0
10,"female",20,"right","Matching","Ich","Self","Self",150,0.15,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",93,0.093,0
10,"female",20,"right","Matching","none","none","NonPerson",142,0.142,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",29,0.029,0
10,"female",20,"right","Matching","none","none","NonPerson",865,0.865,0
10,"female",20,"right","Matching","Mutter","Mother","Close",1271,1.271,0
10,"female",20,"right","Matching","Mutter","Mother","Close",410,0.41,0
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",414,0.414,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",200,0.2,1
10,"female",20,"right","Matching","Ich","Self","Self",125,0.125,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",60,0.06,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",391,0.391,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",107,0.107,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",324,0.324,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",12,0.012,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",49,0.049,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",36,0.036,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",24,0.024,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",133,0.133,0
10,"female",20,"right","Matching","Ich","Self","Self",165,0.165,1
10,"female",20,"right","Matching","none","none","NonPerson",179,0.179,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",176,0.176,0
10,"female",20,"right","Matching","none","none","NonPerson",102,0.102,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",295,0.295,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",200,0.2,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",228,0.228,0
10,"female",20,"right","Matching","Mutter","Mother","Close",1104,1.104,0
10,"female",20,"right","Matching","Mutter","Mother","Close",67,0.067,0
10,"female",20,"right","Matching","Ich","Self","Self",837,0.837,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",101,0.101,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",342,0.342,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",196,0.196,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",575,0.575,1
10,"female",20,"right","Matching","Mutter","Mother","Close",362,0.362,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",359,0.359,1
10,"female",20,"right","Matching","Ich","Self","Self",324,0.324,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",459,0.459,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",1100,1.1,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",352,0.352,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",4486,4.486,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",3198,3.198,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",41,0.041,1
10,"female",20,"right","Matching","Mutter","Mother","Close",101,0.101,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",70,0.07,1
10,"female",20,"right","Matching","none","none","NonPerson",81,0.081,1
10,"female",20,"right","Matching","Ich","Self","Self",2906,2.906,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",115,0.115,0
10,"female",20,"right","Matching","none","none","NonPerson",786,0.786,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",540,0.54,1
10,"female",20,"right","Matching","Ich","Self","Self",1769,1.769,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",3310,3.31,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",3964,3.964,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",2325,2.325,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",2520,2.52,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",5409,5.409,1
10,"female",20,"right","Matching","Ich","Self","Self",1216,1.216,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",5350,5.35,1
10,"female",20,"right","Matching","Mutter","Mother","Close",3374,3.374,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",233,0.233,0
10,"female",20,"right","Matching","none","none","NonPerson",1700,1.7,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",516,0.516,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",1410,1.41,0
10,"female",20,"right","Matching","Mutter","Mother","Close",671,0.671,0
10,"female",20,"right","Matching","none","none","NonPerson",1366,1.366,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",181,0.181,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",250,0.25,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",252,0.252,0
10,"female",20,"right","Matching","Ich","Self","Self",134,0.134,1
10,"female",20,"right","Matching","none","none","NonPerson",7446,7.446,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",2862,2.862,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",136,0.136,1
10,"female",20,"right","Matching","Mutter","Mother","Close",552,0.552,0
10,"female",20,"right","Matching","none","none","NonPerson",460,0.46,1
10,"female",20,"right","Matching","Mutter","Mother","Close",1517,1.517,0
10,"female",20,"right","Matching","Ich","Self","Self",630,0.63,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",63,0.063,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",177,0.177,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",311,0.311,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",86,0.086,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1680,1.68,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",698,0.698,0
10,"female",20,"right","Matching","Ich","Self","Self",232,0.232,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",539,0.539,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",1280,1.28,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1259,1.259,0
10,"female",20,"right","Matching","Mutter","Mother","Close",959,0.959,0
10,"female",20,"right","Matching","Mutter","Mother","Close",473,0.473,0
10,"female",20,"right","Matching","Ich","Self","Self",3425,3.425,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",41,0.041,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",1029,1.029,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",3028,3.028,1
10,"female",20,"right","Matching","none","none","NonPerson",4311,4.311,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",567,0.567,0
10,"female",20,"right","Matching","none","none","NonPerson",2683,2.683,0
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",350,0.35,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",555,0.555,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",2127,2.127,0
10,"female",20,"right","Nonmatching","Ich","Self","Self",171,0.171,0
10,"female",20,"right","Matching","none","none","NonPerson",25,0.025,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",157,0.157,1
10,"female",20,"right","Matching","Ich","Self","Self",164,0.164,0
10,"female",20,"right","Matching","Mutter","Mother","Close",6594,6.594,1
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",26,0.026,1
10,"female",20,"right","Matching","none","none","NonPerson",2583,2.583,0
10,"female",20,"right","Matching","Mutter","Mother","Close",1750,1.75,1
10,"female",20,"right","Matching","Ich","Self","Self",116,0.116,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",76,0.076,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",583,0.583,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",545,0.545,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",1927,1.927,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",6851,6.851,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",247,0.247,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",4169,4.169,1
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",184,0.184,1
10,"female",20,"right","Nonmatching","none","none","NonPerson",37,0.037,0
10,"female",20,"right","Matching","none","none","NonPerson",425,0.425,0
10,"female",20,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",356,0.356,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",425,0.425,0
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",300,0.3,1
10,"female",20,"right","Matching","Ich","Self","Self",132,0.132,0
10,"female",20,"right","Matching","Mutter","Mother","Close",3,0.003,1
10,"female",20,"right","Matching","Mutter","Mother","Close",9,0.009,1
10,"female",20,"right","Nonmatching","Ich","Self","Self",295,0.295,0
10,"female",20,"right","Matching","Ich","Self","Self",3766,3.766,0
10,"female",20,"right","Nonmatching","none","none","NonPerson",2279,2.279,0
10,"female",20,"right","Nonmatching","Mutter","Mother","Close",68,0.068,1
10,"female",20,"right","Matching","Bekannter","Acquaintance","Acquaintance",263,0.263,1
10,"female",20,"right","Matching","none","none","NonPerson",464,0.464,0
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",1691,1.691,1
11,"female",21,"right","Matching","Ich","Self","Self",11570,11.57,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",2646,2.646,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",1866,1.866,1
11,"female",21,"right","Matching","none","none","NonPerson",1034,1.034,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",1352,1.352,1
11,"female",21,"right","Matching","Mutter","Mother","Close",2832,2.832,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",1787,1.787,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",3064,3.064,1
11,"female",21,"right","Matching","none","none","NonPerson",3031,3.031,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",3722,3.722,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",1461,1.461,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",680,0.68,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1495,1.495,1
11,"female",21,"right","Matching","Ich","Self","Self",1176,1.176,1
11,"female",21,"right","Matching","Mutter","Mother","Close",3200,3.2,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",1867,1.867,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",2802,2.802,0
11,"female",21,"right","Nonmatching","Ich","Self","Self",4391,4.391,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",2188,2.188,1
11,"female",21,"right","Matching","Mutter","Mother","Close",701,0.701,1
11,"female",21,"right","Matching","Ich","Self","Self",643,0.643,1
11,"female",21,"right","Matching","Ich","Self","Self",771,0.771,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",1022,1.022,1
11,"female",21,"right","Matching","Mutter","Mother","Close",2012,2.012,1
11,"female",21,"right","Matching","none","none","NonPerson",718,0.718,1
11,"female",21,"right","Matching","none","none","NonPerson",571,0.571,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",573,0.573,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",537,0.537,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",5838,5.838,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",2288,2.288,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",493,0.493,1
11,"female",21,"right","Matching","Mutter","Mother","Close",2996,2.996,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",3793,3.793,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",848,0.848,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",583,0.583,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",730,0.73,1
11,"female",21,"right","Matching","none","none","NonPerson",566,0.566,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",434,0.434,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",419,0.419,1
11,"female",21,"right","Matching","Ich","Self","Self",406,0.406,0
11,"female",21,"right","Matching","Mutter","Mother","Close",889,0.889,1
11,"female",21,"right","Matching","none","none","NonPerson",1182,1.182,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",758,0.758,1
11,"female",21,"right","Matching","Ich","Self","Self",689,0.689,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",607,0.607,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",721,0.721,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",590,0.59,1
11,"female",21,"right","Matching","Ich","Self","Self",2372,2.372,1
11,"female",21,"right","Matching","Mutter","Mother","Close",1045,1.045,1
11,"female",21,"right","Matching","none","none","NonPerson",907,0.907,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",1031,1.031,1
11,"female",21,"right","Matching","none","none","NonPerson",742,0.742,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1042,1.042,1
11,"female",21,"right","Matching","Ich","Self","Self",600,0.6,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",610,0.61,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",748,0.748,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",696,0.696,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",598,0.598,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",936,0.936,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",490,0.49,0
11,"female",21,"right","Matching","Mutter","Mother","Close",729,0.729,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",766,0.766,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",848,0.848,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",367,0.367,1
11,"female",21,"right","Matching","none","none","NonPerson",523,0.523,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",393,0.393,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",493,0.493,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",541,0.541,1
11,"female",21,"right","Matching","Mutter","Mother","Close",602,0.602,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",548,0.548,1
11,"female",21,"right","Matching","Mutter","Mother","Close",624,0.624,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",569,0.569,1
11,"female",21,"right","Matching","none","none","NonPerson",589,0.589,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",328,0.328,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",503,0.503,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",638,0.638,1
11,"female",21,"right","Matching","Ich","Self","Self",597,0.597,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",487,0.487,1
11,"female",21,"right","Matching","Ich","Self","Self",630,0.63,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",648,0.648,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",815,0.815,1
11,"female",21,"right","Matching","Ich","Self","Self",655,0.655,1
11,"female",21,"right","Matching","Mutter","Mother","Close",743,0.743,1
11,"female",21,"right","Matching","Mutter","Mother","Close",523,0.523,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",617,0.617,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",866,0.866,1
11,"female",21,"right","Matching","Ich","Self","Self",592,0.592,1
11,"female",21,"right","Matching","none","none","NonPerson",763,0.763,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",534,0.534,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1483,1.483,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",557,0.557,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",424,0.424,1
11,"female",21,"right","Matching","none","none","NonPerson",1611,1.611,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",695,0.695,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",621,0.621,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",1018,1.018,1
11,"female",21,"right","Matching","none","none","NonPerson",497,0.497,1
11,"female",21,"right","Matching","Mutter","Mother","Close",856,0.856,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",718,0.718,1
11,"female",21,"right","Matching","none","none","NonPerson",635,0.635,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",787,0.787,1
11,"female",21,"right","Matching","Ich","Self","Self",405,0.405,0
11,"female",21,"right","Nonmatching","Ich","Self","Self",472,0.472,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",512,0.512,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",479,0.479,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",775,0.775,1
11,"female",21,"right","Matching","Mutter","Mother","Close",433,0.433,0
11,"female",21,"right","Nonmatching","Ich","Self","Self",539,0.539,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",608,0.608,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",610,0.61,1
11,"female",21,"right","Matching","Ich","Self","Self",396,0.396,1
11,"female",21,"right","Matching","none","none","NonPerson",583,0.583,1
11,"female",21,"right","Matching","Mutter","Mother","Close",578,0.578,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",550,0.55,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",1306,1.306,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",652,0.652,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",596,0.596,1
11,"female",21,"right","Matching","Ich","Self","Self",326,0.326,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",469,0.469,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",326,0.326,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",509,0.509,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",531,0.531,1
11,"female",21,"right","Matching","Ich","Self","Self",408,0.408,1
11,"female",21,"right","Matching","none","none","NonPerson",564,0.564,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",568,0.568,1
11,"female",21,"right","Matching","Mutter","Mother","Close",596,0.596,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",598,0.598,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",607,0.607,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",601,0.601,1
11,"female",21,"right","Matching","Ich","Self","Self",387,0.387,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",607,0.607,1
11,"female",21,"right","Matching","Mutter","Mother","Close",810,0.81,1
11,"female",21,"right","Matching","Mutter","Mother","Close",482,0.482,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",634,0.634,1
11,"female",21,"right","Nonmatching","Ich","Self","Self",482,0.482,1
11,"female",21,"right","Matching","Bekannter","Acquaintance","Acquaintance",418,0.418,1
11,"female",21,"right","Matching","none","none","NonPerson",620,0.62,1
11,"female",21,"right","Nonmatching","none","none","NonPerson",405,0.405,1
11,"female",21,"right","Matching","Ich","Self","Self",545,0.545,1
11,"female",21,"right","Nonmatching","Mutter","Mother","Close",614,0.614,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",488,0.488,1
11,"female",21,"right","Matching","none","none","NonPerson",575,0.575,1
11,"female",21,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",427,0.427,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1255,1.255,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",1611,1.611,0
12,"female",22,"right","Nonmatching","none","none","NonPerson",495,0.495,1
12,"female",22,"right","Matching","Mutter","Mother","Close",646,0.646,0
12,"female",22,"right","Matching","Ich","Self","Self",495,0.495,0
12,"female",22,"right","Nonmatching","Ich","Self","Self",454,0.454,0
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",423,0.423,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",353,0.353,0
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",687,0.687,0
12,"female",22,"right","Matching","none","none","NonPerson",525,0.525,1
12,"female",22,"right","Matching","Mutter","Mother","Close",411,0.411,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",630,0.63,1
12,"female",22,"right","Matching","none","none","NonPerson",583,0.583,1
12,"female",22,"right","Matching","Ich","Self","Self",714,0.714,0
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",1335,1.335,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",822,0.822,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",1078,1.078,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1195,1.195,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",642,0.642,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",818,0.818,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",514,0.514,0
12,"female",22,"right","Nonmatching","Ich","Self","Self",784,0.784,0
12,"female",22,"right","Nonmatching","none","none","NonPerson",1898,1.898,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",856,0.856,0
12,"female",22,"right","Matching","none","none","NonPerson",783,0.783,1
12,"female",22,"right","Matching","none","none","NonPerson",5409,5.409,1
12,"female",22,"right","Matching","Ich","Self","Self",2342,2.342,1
12,"female",22,"right","Matching","Mutter","Mother","Close",1200,1.2,0
12,"female",22,"right","Matching","Mutter","Mother","Close",439,0.439,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",1056,1.056,1
12,"female",22,"right","Matching","Ich","Self","Self",1670,1.67,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",1191,1.191,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",1334,1.334,1
12,"female",22,"right","Matching","Mutter","Mother","Close",1503,1.503,1
12,"female",22,"right","Matching","Ich","Self","Self",760,0.76,1
12,"female",22,"right","Matching","Ich","Self","Self",747,0.747,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",679,0.679,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",790,0.79,1
12,"female",22,"right","Matching","none","none","NonPerson",527,0.527,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",701,0.701,1
12,"female",22,"right","Matching","Mutter","Mother","Close",347,0.347,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",1335,1.335,1
12,"female",22,"right","Matching","none","none","NonPerson",703,0.703,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",693,0.693,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",659,0.659,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",1091,1.091,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",638,0.638,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",847,0.847,1
12,"female",22,"right","Matching","none","none","NonPerson",584,0.584,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",419,0.419,1
12,"female",22,"right","Matching","Ich","Self","Self",845,0.845,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",404,0.404,1
12,"female",22,"right","Matching","Mutter","Mother","Close",575,0.575,1
12,"female",22,"right","Matching","none","none","NonPerson",483,0.483,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",450,0.45,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",731,0.731,1
12,"female",22,"right","Matching","Ich","Self","Self",480,0.48,1
12,"female",22,"right","Matching","Mutter","Mother","Close",751,0.751,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",539,0.539,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",672,0.672,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",551,0.551,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",547,0.547,1
12,"female",22,"right","Matching","Bekannter","Acquaintance","Acquaintance",1104,1.104,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",563,0.563,1
12,"female",22,"right","Matching","Ich","Self","Self",774,0.774,1
12,"female",22,"right","Nonmatching","Ich","Self","Self",441,0.441,1
12,"female",22,"right","Matching","none","none","NonPerson",594,0.594,1
12,"female",22,"right","Matching","Mutter","Mother","Close",477,0.477,1
12,"female",22,"right","Nonmatching","none","none","NonPerson",477,0.477,1
12,"female",22,"right","Nonmatching","Mutter","Mother","Close",669,0.669,1
12,"female",22,"right","Nonmatching","Bekannter","Acquaintance","Acquaintance",436,0.436,1
12,"female",22,"right","Matching","Ich","Self","Self",1006,1.006,1
