"Participant.Public.ID ""Trial.Number"" ""Reaction.Time"" ""Response"" ""Correct"" ""Incorrect"" ""Label"" ""Model"" ""P_Group"" ""P_Orginal"" ""ACC_Mat"""
"1350 ""6124e48c386ab4df50aeedb1"" 6 3605.90000000224 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.78125"
"1351 ""6124e48c386ab4df50aeedb1"" 7 1645 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.78125"
"1352 ""6124e48c386ab4df50aeedb1"" 8 1180.39999999851 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.78125"
"1353 ""6124e48c386ab4df50aeedb1"" 9 683.099999997765 ""right"" 0 1 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.78125"
"1354 ""6124e48c386ab4df50aeedb1"" 10 995.900000002235 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.78125"
"1355 ""6124e48c386ab4df50aeedb1"" 11 1073.40000000224 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.78125"
"1356 ""6124e48c386ab4df50aeedb1"" 12 1199.89999999851 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.78125"
"1357 ""6124e48c386ab4df50aeedb1"" 13 200.5 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.78125"
"1358 ""6124e48c386ab4df50aeedb1"" 14 397.10000000149 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.78125"
"1359 ""6124e48c386ab4df50aeedb1"" 15 2799.90000000224 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.78125"
"1360 ""6124e48c386ab4df50aeedb1"" 16 932.39999999851 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.78125"
"1361 ""6124e48c386ab4df50aeedb1"" 17 2841.10000000149 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.78125"
"1362 ""6124e48c386ab4df50aeedb1"" 18 670.699999999255 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.78125"
"1363 ""6124e48c386ab4df50aeedb1"" 19 1751.60000000149 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.78125"
"1364 ""6124e48c386ab4df50aeedb1"" 20 1510.40000000224 ""right"" 0 1 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.78125"
"1365 ""6124e48c386ab4df50aeedb1"" 21 867.10000000149 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.78125"
"1366 ""6124e48c386ab4df50aeedb1"" 22 205.400000002235 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""JA"" 0.78125"
"1367 ""6124e48c386ab4df50aeedb1"" 23 1154 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.78125"
"1368 ""6124e48c386ab4df50aeedb1"" 24 320 ""left"" 0 1 ""Me"" ""f4"" ""User"" ""NEIN"" 0.78125"
"1369 ""6124e48c386ab4df50aeedb1"" 25 665.10000000149 ""left"" 0 1 ""Me"" ""f4"" ""User"" ""JA"" 0.78125"
"1370 ""6124e48c386ab4df50aeedb1"" 26 781.89999999851 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.78125"
"1371 ""6124e48c386ab4df50aeedb1"" 27 2191.60000000149 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.78125"
"1372 ""6124e48c386ab4df50aeedb1"" 28 813 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.78125"
"1373 ""6124e48c386ab4df50aeedb1"" 29 856.5 ""right"" 0 1 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.78125"
"1374 ""6124e48c386ab4df50aeedb1"" 30 1883.80000000075 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.78125"
"1375 ""6124e48c386ab4df50aeedb1"" 31 1308.09999999776 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.78125"
"1376 ""6124e48c386ab4df50aeedb1"" 32 1839.5 ""right"" 0 1 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.78125"
"1377 ""6124e48c386ab4df50aeedb1"" 33 3511.19999999925 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.78125"
"1378 ""6124e48c386ab4df50aeedb1"" 34 615.29999999702 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.78125"
"1379 ""6124e48c386ab4df50aeedb1"" 35 509.300000000745 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.78125"
"1380 ""6124e48c386ab4df50aeedb1"" 36 405.900000002235 ""right"" 0 1 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.78125"
"1381 ""6124e48c386ab4df50aeedb1"" 37 2195.19999999925 ""right"" 0 1 ""Me"" ""f15"" ""Other"" ""JA"" 0.78125"
"1382 ""6124e48c386ab4df50aeedb1"" 38 1464.19999999925 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.78125"
"1383 ""6124e48c386ab4df50aeedb1"" 39 1220.19999999925 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.78125"
"1384 ""6124e48c386ab4df50aeedb1"" 40 579.800000000745 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.78125"
"1385 ""6124e48c386ab4df50aeedb1"" 41 1787.30000000075 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.78125"
"1386 ""6124e48c386ab4df50aeedb1"" 42 763.39999999851 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.78125"
"1387 ""6124e48c386ab4df50aeedb1"" 43 597.199999999255 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.78125"
"1388 ""6124e48c386ab4df50aeedb1"" 44 558.199999999255 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.78125"
"1389 ""6124e48c386ab4df50aeedb1"" 45 524.699999999255 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.78125"
"1390 ""6124e48c386ab4df50aeedb1"" 46 1878 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.78125"
"1391 ""6124e48c386ab4df50aeedb1"" 47 301.89999999851 ""right"" 0 1 ""Me"" ""m35"" ""Other"" ""JA"" 0.78125"
"1392 ""6124e48c386ab4df50aeedb1"" 48 1305.39999999851 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.78125"
"1393 ""6124e48c386ab4df50aeedb1"" 49 1368.40000000224 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.78125"
"1394 ""6124e48c386ab4df50aeedb1"" 50 692.900000002235 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.78125"
"1395 ""6124e48c386ab4df50aeedb1"" 51 2631.70000000298 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.78125"
"1396 ""6124e48c386ab4df50aeedb1"" 52 1969.5 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.78125"
"1397 ""6124e48c386ab4df50aeedb1"" 53 1732 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.78125"
"1398 ""6124e48c386ab4df50aeedb1"" 54 594.900000002235 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.78125"
"1399 ""6124e48c386ab4df50aeedb1"" 55 660.300000000745 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.78125"
"1400 ""6124e48c386ab4df50aeedb1"" 56 1764.10000000149 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.78125"
"1401 ""6124e48c386ab4df50aeedb1"" 57 585.400000002235 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.78125"
"1402 ""6124e48c386ab4df50aeedb1"" 58 658 ""right"" 0 1 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.78125"
"1403 ""6124e48c386ab4df50aeedb1"" 59 4003.09999999776 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.78125"
"1404 ""6124e48c386ab4df50aeedb1"" 60 2361.29999999702 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.78125"
"1405 ""6124e48c386ab4df50aeedb1"" 61 551.900000002235 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.78125"
"1406 ""6124e48c386ab4df50aeedb1"" 62 1856.09999999776 ""right"" 0 1 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.78125"
"1407 ""6124e48c386ab4df50aeedb1"" 63 746.800000000745 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.78125"
"1408 ""6124e48c386ab4df50aeedb1"" 64 867.800000000745 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.78125"
"1409 ""6096bab8c7231f61bb54dd29"" 1 5746.39999961853 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.890625"
"1410 ""6096bab8c7231f61bb54dd29"" 2 1899.7999997139 ""left"" 0 1 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1411 ""6096bab8c7231f61bb54dd29"" 3 2304.40000009537 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1412 ""6096bab8c7231f61bb54dd29"" 4 2364.09999990463 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1413 ""6096bab8c7231f61bb54dd29"" 5 1501.90000009537 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.890625"
"1414 ""6096bab8c7231f61bb54dd29"" 6 4724.69999980927 ""right"" 0 1 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1415 ""6096bab8c7231f61bb54dd29"" 7 824.099999904633 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1416 ""6096bab8c7231f61bb54dd29"" 8 4397.09999990463 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.890625"
"1417 ""6096bab8c7231f61bb54dd29"" 9 1320.59999990463 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1418 ""6096bab8c7231f61bb54dd29"" 10 950.89999961853 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.890625"
"1419 ""6096bab8c7231f61bb54dd29"" 11 2729.19999980927 ""right"" 0 1 ""Stranger"" ""f27"" ""User"" ""JA"" 0.890625"
"1420 ""6096bab8c7231f61bb54dd29"" 12 1208.39999961853 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1421 ""6096bab8c7231f61bb54dd29"" 13 1182.80000019073 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1422 ""6096bab8c7231f61bb54dd29"" 14 802.900000095367 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1423 ""6096bab8c7231f61bb54dd29"" 15 1089.90000009537 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1424 ""6096bab8c7231f61bb54dd29"" 16 2858 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.890625"
"1425 ""6096bab8c7231f61bb54dd29"" 17 1011.40000009537 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1426 ""6096bab8c7231f61bb54dd29"" 18 836.300000190735 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.890625"
"1427 ""6096bab8c7231f61bb54dd29"" 19 1122.30000019073 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.890625"
"1428 ""6096bab8c7231f61bb54dd29"" 20 1228 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1429 ""6096bab8c7231f61bb54dd29"" 21 1867.2000002861 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.890625"
"1430 ""6096bab8c7231f61bb54dd29"" 22 1080.40000009537 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.890625"
"1431 ""6096bab8c7231f61bb54dd29"" 23 640.5 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1432 ""6096bab8c7231f61bb54dd29"" 24 780.5 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1433 ""6096bab8c7231f61bb54dd29"" 25 1232.2999997139 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1434 ""6096bab8c7231f61bb54dd29"" 26 752 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.890625"
"1435 ""6096bab8c7231f61bb54dd29"" 27 1719.09999990463 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.890625"
"1436 ""6096bab8c7231f61bb54dd29"" 28 1179.39999961853 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.890625"
"1437 ""6096bab8c7231f61bb54dd29"" 29 2449.5 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.890625"
"1438 ""6096bab8c7231f61bb54dd29"" 30 1228 ""left"" 0 1 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1439 ""6096bab8c7231f61bb54dd29"" 31 736.400000095367 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1440 ""6096bab8c7231f61bb54dd29"" 32 545.599999904633 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.890625"
"1441 ""6096bab8c7231f61bb54dd29"" 33 1869 ""right"" 0 1 ""Me"" ""m34"" ""Other"" ""JA"" 0.890625"
"1442 ""6096bab8c7231f61bb54dd29"" 34 1016.69999980927 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.890625"
"1443 ""6096bab8c7231f61bb54dd29"" 35 922.299999713898 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.890625"
"1444 ""6096bab8c7231f61bb54dd29"" 36 856.200000286102 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.890625"
"1445 ""6096bab8c7231f61bb54dd29"" 37 637.400000095367 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.890625"
"1446 ""6096bab8c7231f61bb54dd29"" 38 1821.09999990463 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1447 ""6096bab8c7231f61bb54dd29"" 39 2217.90000009537 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1448 ""6096bab8c7231f61bb54dd29"" 40 1240.60000038147 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.890625"
"1449 ""6096bab8c7231f61bb54dd29"" 41 920 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1450 ""6096bab8c7231f61bb54dd29"" 42 651.700000286102 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1451 ""6096bab8c7231f61bb54dd29"" 43 5296.69999980927 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.890625"
"1452 ""6096bab8c7231f61bb54dd29"" 44 1812.69999980927 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.890625"
"1453 ""6096bab8c7231f61bb54dd29"" 45 1037.59999990463 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.890625"
"1454 ""6096bab8c7231f61bb54dd29"" 46 809.10000038147 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1455 ""6096bab8c7231f61bb54dd29"" 47 608.400000095367 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1456 ""6096bab8c7231f61bb54dd29"" 48 854.900000095367 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.890625"
"1457 ""6096bab8c7231f61bb54dd29"" 49 1850.2000002861 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1458 ""6096bab8c7231f61bb54dd29"" 50 645.599999904633 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1459 ""6096bab8c7231f61bb54dd29"" 51 656.799999713898 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1460 ""6096bab8c7231f61bb54dd29"" 52 1786.60000038147 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.890625"
"1461 ""6096bab8c7231f61bb54dd29"" 53 1360.59999990463 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1462 ""6096bab8c7231f61bb54dd29"" 54 710.400000095367 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1463 ""6096bab8c7231f61bb54dd29"" 55 1223.7999997139 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.890625"
"1464 ""6096bab8c7231f61bb54dd29"" 56 868.60000038147 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1465 ""6096bab8c7231f61bb54dd29"" 57 449.700000286102 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1466 ""6096bab8c7231f61bb54dd29"" 58 1605.19999980927 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.890625"
"1467 ""6096bab8c7231f61bb54dd29"" 59 1283 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.890625"
"1468 ""6096bab8c7231f61bb54dd29"" 60 860.200000286102 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.890625"
"1469 ""6096bab8c7231f61bb54dd29"" 61 2462.2999997139 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.890625"
"1470 ""6096bab8c7231f61bb54dd29"" 62 624.200000286102 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.890625"
"1471 ""6096bab8c7231f61bb54dd29"" 63 1876.80000019073 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1472 ""6096bab8c7231f61bb54dd29"" 64 544.199999809265 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1473 ""6101c77c0484a237e64b6d97"" 1 2469.59999999404 ""right"" 0 1 ""Me"" ""f15"" ""Other"" ""JA"" 0.890625"
"1474 ""6101c77c0484a237e64b6d97"" 2 1433.5 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1475 ""6101c77c0484a237e64b6d97"" 3 599.300000011921 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.890625"
"1476 ""6101c77c0484a237e64b6d97"" 4 556.59999999404 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.890625"
"1477 ""6101c77c0484a237e64b6d97"" 5 431.20000000298 ""left"" 0 1 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.890625"
"1478 ""6101c77c0484a237e64b6d97"" 6 1820.89999999106 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.890625"
"1479 ""6101c77c0484a237e64b6d97"" 7 803 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1480 ""6101c77c0484a237e64b6d97"" 8 1415.40000000596 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1481 ""6101c77c0484a237e64b6d97"" 9 2042 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1482 ""6101c77c0484a237e64b6d97"" 10 1337.70000000298 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1483 ""6101c77c0484a237e64b6d97"" 11 1346.20000000298 ""right"" 0 1 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1484 ""6101c77c0484a237e64b6d97"" 12 815.79999999702 ""left"" 0 1 ""Stranger"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1485 ""6101c77c0484a237e64b6d97"" 13 844.70000000298 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1486 ""6101c77c0484a237e64b6d97"" 14 784.5 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""JA"" 0.890625"
"1487 ""6101c77c0484a237e64b6d97"" 15 902.70000000298 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1488 ""6101c77c0484a237e64b6d97"" 16 785 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""JA"" 0.890625"
"1489 ""6101c77c0484a237e64b6d97"" 17 663.29999999702 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""JA"" 0.890625"
"1490 ""6101c77c0484a237e64b6d97"" 18 1511.29999999702 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.890625"
"1491 ""6101c77c0484a237e64b6d97"" 19 1001.09999999404 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.890625"
"1492 ""6101c77c0484a237e64b6d97"" 20 728.09999999404 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.890625"
"1493 ""6101c77c0484a237e64b6d97"" 21 712.09999999404 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1494 ""6101c77c0484a237e64b6d97"" 22 972.699999988079 ""right"" 0 1 ""Stranger"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1495 ""6101c77c0484a237e64b6d97"" 23 874.40000000596 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1496 ""6101c77c0484a237e64b6d97"" 24 747.90000000596 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.890625"
"1497 ""6101c77c0484a237e64b6d97"" 25 832.29999999702 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1498 ""6101c77c0484a237e64b6d97"" 26 727.5 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.890625"
"1499 ""6101c77c0484a237e64b6d97"" 27 879.40000000596 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.890625"
"1500 ""6101c77c0484a237e64b6d97"" 28 525.600000008941 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1501 ""6101c77c0484a237e64b6d97"" 29 999.90000000596 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.890625"
"1502 ""6101c77c0484a237e64b6d97"" 30 904.09999999404 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""JA"" 0.890625"
"1503 ""6101c77c0484a237e64b6d97"" 31 1671.10000000894 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""JA"" 0.890625"
"1504 ""6101c77c0484a237e64b6d97"" 32 581.70000000298 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""JA"" 0.890625"
"1505 ""6101c77c0484a237e64b6d97"" 33 805 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""JA"" 0.890625"
"1506 ""6101c77c0484a237e64b6d97"" 34 614 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""NEIN"" 0.890625"
"1507 ""6101c77c0484a237e64b6d97"" 35 1300.09999999404 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1508 ""6101c77c0484a237e64b6d97"" 36 679 ""right"" 1 0 ""Me"" ""f27"" ""User"" ""JA"" 0.890625"
"1509 ""6101c77c0484a237e64b6d97"" 37 759.100000008941 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.890625"
"1510 ""6101c77c0484a237e64b6d97"" 38 732.79999999702 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""JA"" 0.890625"
"1511 ""6101c77c0484a237e64b6d97"" 39 692.29999999702 ""left"" 1 0 ""Stranger"" ""m33"" ""User"" ""JA"" 0.890625"
"1512 ""6101c77c0484a237e64b6d97"" 40 580.90000000596 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.890625"
"1513 ""6101c77c0484a237e64b6d97"" 41 577.5 ""right"" 1 0 ""Stranger"" ""m35"" ""Other"" ""JA"" 0.890625"
"1514 ""6101c77c0484a237e64b6d97"" 42 949.199999988079 ""right"" 0 1 ""Stranger"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1515 ""6101c77c0484a237e64b6d97"" 43 639.399999991059 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""JA"" 0.890625"
"1516 ""6101c77c0484a237e64b6d97"" 44 2126.39999999106 ""left"" 1 0 ""Me"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1517 ""6101c77c0484a237e64b6d97"" 45 1235.40000000596 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.890625"
"1518 ""6101c77c0484a237e64b6d97"" 46 659.70000000298 ""left"" 1 0 ""Me"" ""m34"" ""Other"" ""NEIN"" 0.890625"
"1519 ""6101c77c0484a237e64b6d97"" 47 899.5 ""left"" 1 0 ""Me"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1520 ""6101c77c0484a237e64b6d97"" 48 693.399999991059 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1521 ""6101c77c0484a237e64b6d97"" 49 536.100000008941 ""right"" 1 0 ""Me"" ""m33"" ""User"" ""NEIN"" 0.890625"
"1522 ""6101c77c0484a237e64b6d97"" 50 2549.30000001192 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""NEIN"" 0.890625"
"1523 ""6101c77c0484a237e64b6d97"" 51 866.699999988079 ""left"" 1 0 ""Stranger"" ""f4"" ""User"" ""JA"" 0.890625"
"1524 ""6101c77c0484a237e64b6d97"" 52 733 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1525 ""6101c77c0484a237e64b6d97"" 53 697.600000008941 ""right"" 1 0 ""Me"" ""f4"" ""User"" ""JA"" 0.890625"
"1526 ""6101c77c0484a237e64b6d97"" 54 1024.59999999404 ""left"" 1 0 ""Me"" ""m35"" ""Other"" ""NEIN"" 0.890625"
"1527 ""6101c77c0484a237e64b6d97"" 55 818.59999999404 ""right"" 1 0 ""Stranger"" ""f18"" ""Other"" ""JA"" 0.890625"
"1528 ""6101c77c0484a237e64b6d97"" 56 518 ""right"" 1 0 ""Me"" ""m38"" ""User"" ""NEIN"" 0.890625"
"1529 ""6101c77c0484a237e64b6d97"" 57 677 ""right"" 1 0 ""Stranger"" ""m34"" ""Other"" ""JA"" 0.890625"
"1530 ""6101c77c0484a237e64b6d97"" 58 893.79999999702 ""left"" 1 0 ""Stranger"" ""f27"" ""User"" ""NEIN"" 0.890625"
"1531 ""6101c77c0484a237e64b6d97"" 59 829.699999988079 ""right"" 1 0 ""Stranger"" ""f15"" ""Other"" ""NEIN"" 0.890625"
"1532 ""6101c77c0484a237e64b6d97"" 60 582.5 ""left"" 1 0 ""Stranger"" ""m38"" ""User"" ""NEIN"" 0.890625"
