"","Subject","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Group","RT_ms","RT_sec","ACC"
"9076",26,"Self","Nonmatching","Self","Self","Self","2",554,0.554,1
"9077",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9078",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9079",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9080",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9081",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9082",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9083",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9084",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",NA,NA,NA
"9085",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",707,0.707,0
"9086",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",800,0.8,1
"9087",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",761,0.761,0
"9088",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",967,0.967,1
"9089",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",800,0.8,0
"9090",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",798,0.798,1
"9091",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",722,0.722,1
"9092",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",975,0.975,1
"9093",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",668,0.668,0
"9094",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",737,0.737,1
"9095",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",708,0.708,1
"9096",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",677,0.677,1
"9097",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",743,0.743,0
"9098",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",694,0.694,1
"9099",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",774,0.774,0
"9100",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",609,0.609,0
"9101",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",539,0.539,1
"9102",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",664,0.664,0
"9103",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",612,0.612,0
"9104",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",686,0.686,1
"9105",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",624,0.624,1
"9106",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",696,0.696,1
"9107",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",740,0.74,0
"9108",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",620,0.62,1
"9109",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",861,0.861,1
"9110",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",677,0.677,1
"9111",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",787,0.787,1
"9112",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",482,0.482,1
"9113",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",642,0.642,1
"9114",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",873,0.873,1
"9115",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",798,0.798,1
"9116",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",784,0.784,0
"9117",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",0,0,0
"9118",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",549,0.549,1
"9119",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",848,0.848,1
"9120",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",876,0.876,1
"9121",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",766,0.766,1
"9122",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",694,0.694,0
"9123",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",626,0.626,1
"9124",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",690,0.69,1
"9125",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",826,0.826,1
"9126",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",450,0.45,1
"9127",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",568,0.568,1
"9128",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",599,0.599,0
"9129",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",661,0.661,1
"9130",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",774,0.774,1
"9131",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",663,0.663,1
"9132",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",553,0.553,1
"9133",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",608,0.608,0
"9134",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",701,0.701,1
"9135",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",750,0.75,1
"9136",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",640,0.64,0
"9137",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",751,0.751,1
"9138",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",626,0.626,1
"9139",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",613,0.613,1
"9140",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",750,0.75,1
"9141",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",700,0.7,1
"9142",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",0,0,0
"9143",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",768,0.768,0
"9144",26,"Stranger","Nonmatching","Stranger","Stranger","Stranger","2",542,0.542,1
"9145",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9146",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9147",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9148",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9149",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9150",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9151",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9152",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9153",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9154",27,"Friend","Matching","Friend","Friend","Close","1",NA,NA,NA
"9155",27,"Friend","Matching","Friend","Friend","Close","1",843,0.843,0
"9156",27,"Friend","Matching","Friend","Friend","Close","1",897,0.897,0
"9157",27,"Friend","Matching","Friend","Friend","Close","1",541,0.541,0
"9158",27,"Friend","Matching","Friend","Friend","Close","1",877,0.877,0
"9159",27,"Friend","Matching","Friend","Friend","Close","1",748,0.748,1
"9160",27,"Friend","Matching","Friend","Friend","Close","1",722,0.722,1
"9161",27,"Friend","Matching","Friend","Friend","Close","1",698,0.698,1
"9162",27,"Friend","Matching","Friend","Friend","Close","1",608,0.608,0
"9163",27,"Friend","Matching","Friend","Friend","Close","1",709,0.709,0
"9164",27,"Friend","Matching","Friend","Friend","Close","1",523,0.523,1
"9165",27,"Friend","Matching","Friend","Friend","Close","1",679,0.679,1
"9166",27,"Friend","Matching","Friend","Friend","Close","1",591,0.591,1
"9167",27,"Friend","Matching","Friend","Friend","Close","1",694,0.694,0
"9168",27,"Friend","Matching","Friend","Friend","Close","1",534,0.534,1
"9169",27,"Friend","Matching","Friend","Friend","Close","1",711,0.711,1
"9170",27,"Friend","Matching","Friend","Friend","Close","1",750,0.75,1
"9171",27,"Friend","Matching","Friend","Friend","Close","1",625,0.625,0
"9172",27,"Friend","Matching","Friend","Friend","Close","1",653,0.653,1
"9173",27,"Friend","Matching","Friend","Friend","Close","1",510,0.51,1
"9174",27,"Friend","Matching","Friend","Friend","Close","1",594,0.594,1
"9175",27,"Friend","Matching","Friend","Friend","Close","1",625,0.625,1
"9176",27,"Friend","Matching","Friend","Friend","Close","1",770,0.77,1
"9177",27,"Friend","Matching","Friend","Friend","Close","1",618,0.618,0
"9178",27,"Friend","Matching","Friend","Friend","Close","1",604,0.604,1
"9179",27,"Friend","Matching","Friend","Friend","Close","1",565,0.565,1
"9180",27,"Friend","Matching","Friend","Friend","Close","1",648,0.648,1
"9181",27,"Friend","Matching","Friend","Friend","Close","1",560,0.56,1
"9182",27,"Friend","Matching","Friend","Friend","Close","1",457,0.457,1
"9183",27,"Friend","Matching","Friend","Friend","Close","1",705,0.705,1
"9184",27,"Friend","Matching","Friend","Friend","Close","1",665,0.665,0
"9185",27,"Friend","Matching","Friend","Friend","Close","1",641,0.641,1
"9186",27,"Friend","Matching","Friend","Friend","Close","1",784,0.784,1
"9187",27,"Friend","Matching","Friend","Friend","Close","1",543,0.543,1
"9188",27,"Friend","Matching","Friend","Friend","Close","1",590,0.59,1
"9189",27,"Friend","Matching","Friend","Friend","Close","1",555,0.555,1
"9190",27,"Friend","Matching","Friend","Friend","Close","1",0,0,0
"9191",27,"Friend","Matching","Friend","Friend","Close","1",657,0.657,0
"9192",27,"Friend","Matching","Friend","Friend","Close","1",869,0.869,1
"9193",27,"Friend","Matching","Friend","Friend","Close","1",780,0.78,1
"9194",27,"Friend","Matching","Friend","Friend","Close","1",689,0.689,1
"9195",27,"Friend","Matching","Friend","Friend","Close","1",584,0.584,1
"9196",27,"Friend","Matching","Friend","Friend","Close","1",498,0.498,1
"9197",27,"Friend","Matching","Friend","Friend","Close","1",445,0.445,0
"9198",27,"Friend","Matching","Friend","Friend","Close","1",683,0.683,1
"9199",27,"Friend","Matching","Friend","Friend","Close","1",616,0.616,1
"9200",27,"Friend","Matching","Friend","Friend","Close","1",656,0.656,1
"9201",27,"Friend","Matching","Friend","Friend","Close","1",671,0.671,1
"9202",27,"Friend","Matching","Friend","Friend","Close","1",635,0.635,1
"9203",27,"Friend","Matching","Friend","Friend","Close","1",548,0.548,1
"9204",27,"Friend","Matching","Friend","Friend","Close","1",804,0.804,1
"9205",27,"Friend","Matching","Friend","Friend","Close","1",567,0.567,1
"9206",27,"Friend","Matching","Friend","Friend","Close","1",664,0.664,1
"9207",27,"Friend","Matching","Friend","Friend","Close","1",610,0.61,1
"9208",27,"Friend","Matching","Friend","Friend","Close","1",735,0.735,1
"9209",27,"Friend","Matching","Friend","Friend","Close","1",564,0.564,1
"9210",27,"Friend","Matching","Friend","Friend","Close","1",790,0.79,1
"9211",27,"Friend","Matching","Friend","Friend","Close","1",720,0.72,1
"9212",27,"Friend","Matching","Friend","Friend","Close","1",751,0.751,0
"9213",27,"Friend","Matching","Friend","Friend","Close","1",749,0.749,1
"9214",27,"Friend","Matching","Friend","Friend","Close","1",472,0.472,0
"9215",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9216",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9217",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9218",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9219",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9220",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9221",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9222",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9223",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9224",27,"Self","Matching","Self","Self","Self","1",NA,NA,NA
"9225",27,"Self","Matching","Self","Self","Self","1",368,0.368,1
"9226",27,"Self","Matching","Self","Self","Self","1",354,0.354,1
"9227",27,"Self","Matching","Self","Self","Self","1",500,0.5,1
"9228",27,"Self","Matching","Self","Self","Self","1",376,0.376,1
"9229",27,"Self","Matching","Self","Self","Self","1",347,0.347,1
"9230",27,"Self","Matching","Self","Self","Self","1",480,0.48,1
"9231",27,"Self","Matching","Self","Self","Self","1",838,0.838,1
"9232",27,"Self","Matching","Self","Self","Self","1",629,0.629,1
"9233",27,"Self","Matching","Self","Self","Self","1",938,0.938,0
"9234",27,"Self","Matching","Self","Self","Self","1",559,0.559,1
"9235",27,"Self","Matching","Self","Self","Self","1",523,0.523,1
"9236",27,"Self","Matching","Self","Self","Self","1",519,0.519,1
"9237",27,"Self","Matching","Self","Self","Self","1",541,0.541,1
"9238",27,"Self","Matching","Self","Self","Self","1",428,0.428,1
"9239",27,"Self","Matching","Self","Self","Self","1",559,0.559,1
"9240",27,"Self","Matching","Self","Self","Self","1",373,0.373,1
"9241",27,"Self","Matching","Self","Self","Self","1",368,0.368,1
"9242",27,"Self","Matching","Self","Self","Self","1",377,0.377,1
"9243",27,"Self","Matching","Self","Self","Self","1",458,0.458,1
"9244",27,"Self","Matching","Self","Self","Self","1",393,0.393,1
"9245",27,"Self","Matching","Self","Self","Self","1",372,0.372,1
"9246",27,"Self","Matching","Self","Self","Self","1",406,0.406,1
"9247",27,"Self","Matching","Self","Self","Self","1",390,0.39,1
"9248",27,"Self","Matching","Self","Self","Self","1",363,0.363,1
"9249",27,"Self","Matching","Self","Self","Self","1",422,0.422,1
"9250",27,"Self","Matching","Self","Self","Self","1",678,0.678,1
"9251",27,"Self","Matching","Self","Self","Self","1",771,0.771,1
"9252",27,"Self","Matching","Self","Self","Self","1",384,0.384,1
"9253",27,"Self","Matching","Self","Self","Self","1",442,0.442,1
"9254",27,"Self","Matching","Self","Self","Self","1",495,0.495,1
"9255",27,"Self","Matching","Self","Self","Self","1",501,0.501,1
"9256",27,"Self","Matching","Self","Self","Self","1",460,0.46,1
"9257",27,"Self","Matching","Self","Self","Self","1",426,0.426,1
"9258",27,"Self","Matching","Self","Self","Self","1",492,0.492,1
"9259",27,"Self","Matching","Self","Self","Self","1",464,0.464,1
"9260",27,"Self","Matching","Self","Self","Self","1",468,0.468,1
"9261",27,"Self","Matching","Self","Self","Self","1",401,0.401,1
"9262",27,"Self","Matching","Self","Self","Self","1",566,0.566,1
"9263",27,"Self","Matching","Self","Self","Self","1",630,0.63,1
"9264",27,"Self","Matching","Self","Self","Self","1",585,0.585,1
"9265",27,"Self","Matching","Self","Self","Self","1",401,0.401,1
"9266",27,"Self","Matching","Self","Self","Self","1",475,0.475,1
"9267",27,"Self","Matching","Self","Self","Self","1",560,0.56,1
"9268",27,"Self","Matching","Self","Self","Self","1",587,0.587,1
"9269",27,"Self","Matching","Self","Self","Self","1",479,0.479,1
"9270",27,"Self","Matching","Self","Self","Self","1",614,0.614,1
"9271",27,"Self","Matching","Self","Self","Self","1",494,0.494,1
"9272",27,"Self","Matching","Self","Self","Self","1",463,0.463,1
"9273",27,"Self","Matching","Self","Self","Self","1",440,0.44,1
"9274",27,"Self","Matching","Self","Self","Self","1",409,0.409,1
"9275",27,"Self","Matching","Self","Self","Self","1",514,0.514,1
"9276",27,"Self","Matching","Self","Self","Self","1",465,0.465,1
"9277",27,"Self","Matching","Self","Self","Self","1",438,0.438,1
"9278",27,"Self","Matching","Self","Self","Self","1",452,0.452,1
"9279",27,"Self","Matching","Self","Self","Self","1",460,0.46,1
"9280",27,"Self","Matching","Self","Self","Self","1",832,0.832,1
"9281",27,"Self","Matching","Self","Self","Self","1",407,0.407,1
"9282",27,"Self","Matching","Self","Self","Self","1",424,0.424,1
"9283",27,"Self","Matching","Self","Self","Self","1",455,0.455,1
"9284",27,"Self","Matching","Self","Self","Self","1",597,0.597,1
"9285",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9286",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9287",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9288",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9289",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9290",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9291",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9292",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9293",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9294",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",NA,NA,NA
"9295",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",489,0.489,1
"9296",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",945,0.945,1
"9297",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",739,0.739,1
"9298",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",690,0.69,1
"9299",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",558,0.558,1
"9300",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",600,0.6,1
"9301",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",696,0.696,1
"9302",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",678,0.678,1
"9303",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",692,0.692,1
"9304",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",663,0.663,1
"9305",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",594,0.594,0
"9306",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",680,0.68,1
"9307",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",653,0.653,1
"9308",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",494,0.494,1
"9309",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",703,0.703,1
"9310",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",616,0.616,1
"9311",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",454,0.454,1
"9312",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",549,0.549,1
"9313",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",451,0.451,0
"9314",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",564,0.564,1
"9315",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",434,0.434,1
"9316",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",503,0.503,1
"9317",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",476,0.476,1
"9318",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",477,0.477,1
"9319",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",529,0.529,1
"9320",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",481,0.481,1
"9321",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",482,0.482,1
"9322",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",399,0.399,1
"9323",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",736,0.736,1
"9324",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",717,0.717,1
"9325",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",469,0.469,0
"9326",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",472,0.472,1
"9327",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",564,0.564,1
"9328",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",544,0.544,1
"9329",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",728,0.728,1
"9330",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",782,0.782,1
"9331",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",798,0.798,0
"9332",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",495,0.495,0
"9333",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",602,0.602,1
"9334",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",797,0.797,1
"9335",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",836,0.836,1
"9336",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",585,0.585,1
"9337",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",443,0.443,0
"9338",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",633,0.633,1
"9339",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",536,0.536,1
"9340",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",598,0.598,1
"9341",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",536,0.536,1
"9342",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",550,0.55,1
"9343",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",632,0.632,0
"9344",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",684,0.684,1
"9345",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",542,0.542,1
"9346",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",623,0.623,0
"9347",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",531,0.531,0
"9348",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",446,0.446,0
"9349",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",549,0.549,1
"9350",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",467,0.467,1
"9351",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",458,0.458,0
"9352",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",542,0.542,1
"9353",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",704,0.704,1
"9354",27,"Stranger","Matching","Stranger","Stranger","Stranger","1",623,0.623,1
"9355",27,"Self","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9356",27,"Stranger","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9357",27,"Stranger","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9358",27,"Self","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9359",27,"Stranger","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9360",27,"Self","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9361",27,"Self","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9362",27,"Stranger","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9363",27,"Stranger","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9364",27,"Self","Nonmatching","Friend","Friend","Close","1",NA,NA,NA
"9365",27,"Stranger","Nonmatching","Friend","Friend","Close","1",842,0.842,1
"9366",27,"Self","Nonmatching","Friend","Friend","Close","1",624,0.624,1
"9367",27,"Stranger","Nonmatching","Friend","Friend","Close","1",526,0.526,1
"9368",27,"Self","Nonmatching","Friend","Friend","Close","1",1034,1.034,1
"9369",27,"Stranger","Nonmatching","Friend","Friend","Close","1",697,0.697,1
"9370",27,"Self","Nonmatching","Friend","Friend","Close","1",658,0.658,1
"9371",27,"Stranger","Nonmatching","Friend","Friend","Close","1",600,0.6,1
"9372",27,"Self","Nonmatching","Friend","Friend","Close","1",0,0,0
"9373",27,"Self","Nonmatching","Friend","Friend","Close","1",598,0.598,1
"9374",27,"Stranger","Nonmatching","Friend","Friend","Close","1",613,0.613,1
"9375",27,"Stranger","Nonmatching","Friend","Friend","Close","1",724,0.724,1
"9376",27,"Self","Nonmatching","Friend","Friend","Close","1",562,0.562,1
"9377",27,"Stranger","Nonmatching","Friend","Friend","Close","1",798,0.798,1
"9378",27,"Self","Nonmatching","Friend","Friend","Close","1",561,0.561,1
"9379",27,"Stranger","Nonmatching","Friend","Friend","Close","1",504,0.504,0
"9380",27,"Self","Nonmatching","Friend","Friend","Close","1",605,0.605,1
"9381",27,"Self","Nonmatching","Friend","Friend","Close","1",615,0.615,0
"9382",27,"Stranger","Nonmatching","Friend","Friend","Close","1",479,0.479,1
"9383",27,"Self","Nonmatching","Friend","Friend","Close","1",532,0.532,0
"9384",27,"Stranger","Nonmatching","Friend","Friend","Close","1",532,0.532,1
"9385",27,"Stranger","Nonmatching","Friend","Friend","Close","1",416,0.416,1
"9386",27,"Self","Nonmatching","Friend","Friend","Close","1",545,0.545,1
"9387",27,"Self","Nonmatching","Friend","Friend","Close","1",696,0.696,1
"9388",27,"Stranger","Nonmatching","Friend","Friend","Close","1",502,0.502,1
"9389",27,"Self","Nonmatching","Friend","Friend","Close","1",475,0.475,1
"9390",27,"Stranger","Nonmatching","Friend","Friend","Close","1",628,0.628,1
"9391",27,"Self","Nonmatching","Friend","Friend","Close","1",407,0.407,1
"9392",27,"Stranger","Nonmatching","Friend","Friend","Close","1",598,0.598,0
"9393",27,"Stranger","Nonmatching","Friend","Friend","Close","1",621,0.621,1
"9394",27,"Self","Nonmatching","Friend","Friend","Close","1",554,0.554,0
"9395",27,"Stranger","Nonmatching","Friend","Friend","Close","1",760,0.76,1
"9396",27,"Self","Nonmatching","Friend","Friend","Close","1",538,0.538,1
"9397",27,"Stranger","Nonmatching","Friend","Friend","Close","1",521,0.521,1
"9398",27,"Self","Nonmatching","Friend","Friend","Close","1",553,0.553,0
"9399",27,"Stranger","Nonmatching","Friend","Friend","Close","1",529,0.529,1
"9400",27,"Self","Nonmatching","Friend","Friend","Close","1",637,0.637,1
"9401",27,"Self","Nonmatching","Friend","Friend","Close","1",747,0.747,1
"9402",27,"Stranger","Nonmatching","Friend","Friend","Close","1",449,0.449,1
"9403",27,"Stranger","Nonmatching","Friend","Friend","Close","1",587,0.587,1
"9404",27,"Self","Nonmatching","Friend","Friend","Close","1",497,0.497,1
"9405",27,"Self","Nonmatching","Friend","Friend","Close","1",955,0.955,1
"9406",27,"Stranger","Nonmatching","Friend","Friend","Close","1",649,0.649,1
"9407",27,"Stranger","Nonmatching","Friend","Friend","Close","1",810,0.81,0
"9408",27,"Self","Nonmatching","Friend","Friend","Close","1",648,0.648,1
"9409",27,"Stranger","Nonmatching","Friend","Friend","Close","1",476,0.476,1
"9410",27,"Self","Nonmatching","Friend","Friend","Close","1",783,0.783,1
"9411",27,"Stranger","Nonmatching","Friend","Friend","Close","1",541,0.541,1
"9412",27,"Self","Nonmatching","Friend","Friend","Close","1",542,0.542,0
"9413",27,"Self","Nonmatching","Friend","Friend","Close","1",809,0.809,1
"9414",27,"Stranger","Nonmatching","Friend","Friend","Close","1",533,0.533,1
"9415",27,"Stranger","Nonmatching","Friend","Friend","Close","1",480,0.48,1
"9416",27,"Self","Nonmatching","Friend","Friend","Close","1",683,0.683,0
"9417",27,"Self","Nonmatching","Friend","Friend","Close","1",704,0.704,1
"9418",27,"Stranger","Nonmatching","Friend","Friend","Close","1",504,0.504,1
"9419",27,"Self","Nonmatching","Friend","Friend","Close","1",583,0.583,1
"9420",27,"Stranger","Nonmatching","Friend","Friend","Close","1",451,0.451,1
"9421",27,"Stranger","Nonmatching","Friend","Friend","Close","1",621,0.621,1
"9422",27,"Self","Nonmatching","Friend","Friend","Close","1",678,0.678,0
"9423",27,"Stranger","Nonmatching","Friend","Friend","Close","1",463,0.463,1
"9424",27,"Self","Nonmatching","Friend","Friend","Close","1",581,0.581,0
"9425",27,"Friend","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9426",27,"Stranger","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9427",27,"Friend","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9428",27,"Stranger","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9429",27,"Stranger","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9430",27,"Friend","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9431",27,"Stranger","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9432",27,"Friend","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9433",27,"Friend","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9434",27,"Stranger","Nonmatching","Self","Self","Self","1",NA,NA,NA
"9435",27,"Stranger","Nonmatching","Self","Self","Self","1",633,0.633,1
