"","Subject","Age","Gender","Ethnicity","Handedness","Group","Shape","Label","Matching","Identity","Response","RT_ms","RT_sec","ACC"
"6766",18217,18,"Female",6,"Right",1,"line","stranger","Nonmatching","self","48",988,0.988,0
"6767",18217,18,"Female",6,"Right",1,"neutral","self","Nonmatching","stranger","47",1001,1.001,1
"6768",18217,18,"Female",6,"Right",1,"sad","stranger","Nonmatching","self","47",930,0.93,1
"6769",18217,18,"Female",6,"Right",1,"happy","stranger","Nonmatching","self","47",1154,1.154,1
"6770",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","47",1060,1.06,1
"6771",18217,18,"Female",6,"Right",1,"sad","stranger","Nonmatching","self","47",750,0.75,1
"6772",18217,18,"Female",6,"Right",1,"neutral","self","Nonmatching","stranger","47",787,0.787,1
"6773",18217,18,"Female",6,"Right",1,"line","self","Nonmatching","stranger","47",949,0.949,1
"6774",18217,18,"Female",6,"Right",1,"line","self","Nonmatching","stranger","48",820,0.82,0
"6775",18217,18,"Female",6,"Right",1,"line","stranger","Nonmatching","self","47",685,0.685,1
"6776",18217,18,"Female",6,"Right",1,"neutral","stranger","Nonmatching","self","47",950,0.95,1
"6777",18217,18,"Female",6,"Right",1,"neutral","stranger","Nonmatching","self","47",747,0.747,1
"6778",18217,18,"Female",6,"Right",1,"line","stranger","Nonmatching","self","47",709,0.709,1
"6779",18217,18,"Female",6,"Right",1,"happy","self","Nonmatching","stranger","47",733,0.733,1
"6780",18217,18,"Female",6,"Right",1,"line","self","Nonmatching","stranger","47",761,0.761,1
"6781",18217,18,"Female",6,"Right",1,"sad","stranger","Nonmatching","self","47",1083,1.083,1
"6782",18217,18,"Female",6,"Right",1,"line","self","Nonmatching","stranger","0",1500,1.5,0
"6783",18217,18,"Female",6,"Right",1,"happy","stranger","Nonmatching","self","0",1500,1.5,0
"6784",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","47",1067,1.067,1
"6785",18217,18,"Female",6,"Right",1,"line","stranger","Nonmatching","self","47",720,0.72,1
"6786",18217,18,"Female",6,"Right",1,"neutral","stranger","Nonmatching","self","47",732,0.732,1
"6787",18217,18,"Female",6,"Right",1,"line","stranger","Nonmatching","self","47",672,0.672,1
"6788",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","47",785,0.785,1
"6789",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6790",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6791",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6792",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6793",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6794",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6795",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6796",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6797",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",133569,133.569,1
"6798",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",133569,133.569,1
"6799",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6800",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6801",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6802",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6803",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6804",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6805",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",133569,133.569,1
"6806",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6807",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",133569,133.569,1
"6808",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",133569,133.569,1
"6809",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",35720,35.72,1
"6810",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",35720,35.72,1
"6811",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",35720,35.72,1
"6812",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","6",35720,35.72,1
"6813",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",35720,35.72,1
"6814",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","400",43900,43.9,1
"6815",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",100849,100.849,1
"6816",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",100849,100.849,1
"6817",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6818",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6819",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","6",100849,100.849,1
"6820",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","6",100849,100.849,1
"6821",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",100849,100.849,1
"6822",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6823",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6824",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","7",100849,100.849,1
"6825",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6826",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6827",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",100849,100.849,1
"6828",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6829",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","7",100849,100.849,1
"6830",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",100849,100.849,1
"6831",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",100849,100.849,1
"6832",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",30842,30.842,1
"6833",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",30842,30.842,1
"6834",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",30842,30.842,1
"6835",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",30842,30.842,1
"6836",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",30842,30.842,1
"6837",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",30842,30.842,1
"6838",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",30842,30.842,1
"6839",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",30842,30.842,1
"6840",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","52",30842,30.842,1
"6841",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6842",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",132931,132.931,1
"6843",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6844",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",132931,132.931,1
"6845",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6846",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6847",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6848",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6849",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",132931,132.931,1
"6850",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6851",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6852",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",132931,132.931,1
"6853",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6854",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6855",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6856",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6857",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6858",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6859",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6860",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6861",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6862",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6863",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6864",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6865",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6866",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6867",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6868",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6869",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6870",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6871",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6872",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6873",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6874",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6875",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6876",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6877",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","3",132931,132.931,1
"6878",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6879",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","5",132931,132.931,1
"6880",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6881",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",132931,132.931,1
"6882",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6883",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",132931,132.931,1
"6884",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","4",132931,132.931,1
"6885",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",55625,55.625,1
"6886",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",55625,55.625,1
"6887",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",55625,55.625,1
"6888",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",55625,55.625,1
"6889",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","2",55625,55.625,1
"6890",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",55625,55.625,1
"6891",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","1",55625,55.625,1
"6892",18217,18,"Female",6,"Right",1,"sad","self","Nonmatching","stranger","0",55625,55.625,1
"6893",18217,18,"Female",6,"Right",1,"-","-",NA,"-","18",10714,10.714,1
"6894",18217,18,"Female",6,"Right",1,"-","-",NA,"-","Female",10714,10.714,1
"6895",18217,18,"Female",6,"Right",1,"-","-",NA,"-","6",10714,10.714,1
"6896",18217,18,"Female",6,"Right",1,"-","-",NA,"-","Right",10714,10.714,1
"6897",18217,18,"Female",6,"Right",1,"-","-",NA,"-","-",4539,4.539,1
"6898",18217,18,"Female",6,"Right",1,"-","-",NA,"-","Dianna",19204,19.204,1
"6899",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",858,0.858,1
"6900",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",778,0.778,1
"6901",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",622,0.622,1
"6902",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",583,0.583,1
"6903",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",549,0.549,1
"6904",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",1037,1.037,1
"6905",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",1071,1.071,1
"6906",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",789,0.789,1
"6907",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","47",558,0.558,0
"6908",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",794,0.794,1
"6909",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",794,0.794,1
"6910",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",663,0.663,1
"6911",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",636,0.636,1
"6912",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",737,0.737,1
"6913",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",635,0.635,1
"6914",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",542,0.542,1
"6915",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","47",552,0.552,0
"6916",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",459,0.459,1
"6917",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",527,0.527,1
"6918",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",627,0.627,1
"6919",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","47",1046,1.046,0
"6920",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",617,0.617,1
"6921",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",794,0.794,1
"6922",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",488,0.488,1
"6923",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",575,0.575,1
"6924",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",963,0.963,1
"6925",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",678,0.678,1
"6926",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",1092,1.092,1
"6927",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",1004,1.004,1
"6928",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",539,0.539,1
"6929",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","47",759,0.759,0
"6930",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",709,0.709,1
"6931",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",523,0.523,1
"6932",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",605,0.605,1
"6933",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",583,0.583,1
"6934",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",719,0.719,1
"6935",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",706,0.706,1
"6936",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","47",540,0.54,0
"6937",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",607,0.607,1
"6938",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",717,0.717,1
"6939",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",1055,1.055,1
"6940",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",346,0.346,1
"6941",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",718,0.718,1
"6942",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","47",588,0.588,0
"6943",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",406,0.406,1
"6944",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",455,0.455,1
"6945",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",387,0.387,1
"6946",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",548,0.548,1
"6947",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",649,0.649,1
"6948",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",726,0.726,1
"6949",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",513,0.513,1
"6950",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",903,0.903,1
"6951",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",777,0.777,1
"6952",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",730,0.73,1
"6953",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",596,0.596,1
"6954",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",729,0.729,1
"6955",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",533,0.533,1
"6956",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",1061,1.061,1
"6957",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",578,0.578,1
"6958",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","47",540,0.54,0
"6959",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",544,0.544,1
"6960",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",594,0.594,1
"6961",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",738,0.738,1
"6962",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",1006,1.006,1
"6963",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",858,0.858,1
"6964",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",470,0.47,1
"6965",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",722,0.722,1
"6966",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",668,0.668,1
"6967",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",553,0.553,1
"6968",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",559,0.559,1
"6969",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",749,0.749,1
"6970",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",706,0.706,1
"6971",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",763,0.763,1
"6972",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",518,0.518,1
"6973",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",446,0.446,1
"6974",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",672,0.672,1
"6975",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",793,0.793,1
"6976",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",446,0.446,1
"6977",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",624,0.624,1
"6978",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",522,0.522,1
"6979",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",836,0.836,1
"6980",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",491,0.491,1
"6981",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","47",433,0.433,0
"6982",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",372,0.372,1
"6983",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",607,0.607,1
"6984",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",436,0.436,1
"6985",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",473,0.473,1
"6986",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","47",628,0.628,0
"6987",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",529,0.529,1
"6988",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",725,0.725,1
"6989",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",437,0.437,1
"6990",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",536,0.536,1
"6991",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",623,0.623,1
"6992",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",507,0.507,1
"6993",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",382,0.382,1
"6994",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",380,0.38,1
"6995",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",586,0.586,1
"6996",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",588,0.588,1
"6997",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",514,0.514,1
"6998",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","47",554,0.554,0
"6999",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",606,0.606,1
"7000",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",606,0.606,1
"7001",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",629,0.629,1
"7002",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",542,0.542,1
"7003",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",758,0.758,1
"7004",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",530,0.53,1
"7005",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",766,0.766,1
"7006",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",655,0.655,1
"7007",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",848,0.848,1
"7008",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",784,0.784,1
"7009",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",628,0.628,1
"7010",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",835,0.835,1
"7011",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","47",507,0.507,0
"7012",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",406,0.406,1
"7013",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",416,0.416,1
"7014",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",455,0.455,1
"7015",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","47",521,0.521,0
"7016",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",528,0.528,1
"7017",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",560,0.56,1
"7018",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",662,0.662,1
"7019",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",617,0.617,1
"7020",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",547,0.547,1
"7021",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",411,0.411,1
"7022",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",599,0.599,1
"7023",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",861,0.861,1
"7024",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",554,0.554,1
"7025",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",376,0.376,1
"7026",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",476,0.476,1
"7027",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",575,0.575,1
"7028",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",672,0.672,1
"7029",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",454,0.454,1
"7030",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",772,0.772,1
"7031",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",585,0.585,1
"7032",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",607,0.607,1
"7033",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",716,0.716,1
"7034",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","47",457,0.457,0
"7035",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",575,0.575,1
"7036",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",571,0.571,1
"7037",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",571,0.571,1
"7038",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",548,0.548,1
"7039",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",597,0.597,1
"7040",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",459,0.459,1
"7041",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",547,0.547,1
"7042",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","48",382,0.382,1
"7043",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",497,0.497,1
"7044",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",580,0.58,1
"7045",18219,23,"Female",6,"Right",2,"neutral","self","Matching","self","48",439,0.439,1
"7046",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",784,0.784,1
"7047",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","47",604,0.604,0
"7048",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",624,0.624,1
"7049",18219,23,"Female",6,"Right",2,"line","self","Matching","self","48",609,0.609,1
"7050",18219,23,"Female",6,"Right",2,"happy","self","Matching","self","48",470,0.47,1
"7051",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",569,0.569,1
"7052",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",505,0.505,1
"7053",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","47",498,0.498,0
"7054",18219,23,"Female",6,"Right",2,"sad","stranger","Matching","stranger","47",541,0.541,0
"7055",18219,23,"Female",6,"Right",2,"line","stranger","Matching","stranger","48",503,0.503,1
"7056",18219,23,"Female",6,"Right",2,"happy","stranger","Matching","stranger","48",448,0.448,1
"7057",18219,23,"Female",6,"Right",2,"sad","self","Matching","self","48",499,0.499,1
"7058",18219,23,"Female",6,"Right",2,"neutral","stranger","Matching","stranger","48",790,0.79,1
"7059",18219,23,"Female",6,"Right",2,"line","self","Nonmatching","stranger","47",660,0.66,1
"7060",18219,23,"Female",6,"Right",2,"sad","stranger","Nonmatching","self","47",530,0.53,1
"7061",18219,23,"Female",6,"Right",2,"line","stranger","Nonmatching","self","47",653,0.653,1
"7062",18219,23,"Female",6,"Right",2,"happy","self","Nonmatching","stranger","47",605,0.605,1
"7063",18219,23,"Female",6,"Right",2,"sad","self","Nonmatching","stranger","47",997,0.997,1
