"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
3001,1,"test",197,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,360
3001,1,"test",198,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,1205
3001,1,"test",199,"m",7,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,743
3001,1,"test",200,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,765
3001,1,"test",201,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,1265
3001,1,"test",202,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,754
3001,1,"test",203,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,999
3001,1,"test",204,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,1210
3001,1,"test",205,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,731
3001,1,"test",206,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,608
3001,1,"test",207,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,748
3001,1,"test",208,"z",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,0,633
3001,1,"test",209,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,460
3001,1,"test",210,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,757
3001,1,"test",211,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,586
3001,1,"test",212,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,615
3001,1,"test",213,"z",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,0,602
3001,1,"test",214,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,670
3001,1,"test",215,"m",7,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,1063
3001,1,"test",216,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,719
3001,1,"test",217,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,517
3001,1,"test",218,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,932
3001,1,"test",219,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,1377
3001,1,"test",220,"m",6,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,620
3001,1,"test",221,"z",5,"shape2.jpg",1,1,"You","Julia","none","Julia",2,0,671
3001,1,"test",222,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,840
3001,1,"test",223,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,481
3001,1,"test",224,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,530
3001,1,"test",225,"m",9,"shape3.jpg",1,1,"You","Julia","none","Julia",2,1,768
3001,1,"test",226,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,733
3001,1,"test",227,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,490
3001,1,"test",228,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,572
3001,1,"test",229,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,761
3001,1,"test",230,"m",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,0,550
3001,1,"test",231,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,748
3001,1,"test",232,"z",2,"shape2.jpg",1,1,"You","Julia","none","Julia",1,1,448
3001,1,"test",233,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,490
3001,1,"test",234,"m",8,"shape2.jpg",1,1,"You","Julia","none","Julia",2,1,715
3001,1,"test",235,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,945
3001,1,"test",236,"z",1,"shape1.jpg",1,1,"You","Julia","none","Julia",1,1,695
3001,1,"test",237,"m",4,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,791
3001,1,"test",238,"m",7,"shape1.jpg",1,1,"You","Julia","none","Julia",2,1,1163
3001,1,"test",239,"z",3,"shape3.jpg",1,1,"You","Julia","none","Julia",1,1,966
