subj_idx,person,match,stim,accuracy,response,rt
11,Stranger,mismatch,0,0,1,0.783
11,Self,mismatch,0,1,0,0.818
11,Stranger,match,1,1,1,0.554
11,Self,mismatch,0,1,0,0.721
11,Self,match,1,1,1,0.403
11,Friend,mismatch,0,1,0,0.7
11,Friend,mismatch,0,1,0,0.676
11,Self,match,1,1,1,0.529
11,Friend,match,1,1,1,0.511
11,Friend,match,1,1,1,0.631
11,Self,match,1,1,1,0.534
11,Self,mismatch,0,1,0,0.852
11,Self,mismatch,0,1,0,0.848
11,Friend,match,1,1,1,0.799
11,Stranger,match,1,1,1,0.704
11,Stranger,match,1,1,1,0.799
11,Friend,mismatch,0,1,0,0.798
11,Friend,mismatch,0,1,0,0.95
11,Stranger,mismatch,0,1,0,0.754
11,Stranger,mismatch,0,1,0,0.717
11,Friend,match,1,1,1,0.718
11,Self,match,1,1,1,0.524
11,Friend,mismatch,0,1,0,0.815
11,Self,mismatch,0,1,0,0.799
11,Stranger,match,1,1,1,0.657
11,Friend,match,1,1,1,0.546
11,Self,match,1,1,1,0.484
11,Stranger,mismatch,0,1,0,0.732
11,Stranger,mismatch,0,1,0,0.691
11,Friend,mismatch,0,1,0,0.77
11,Stranger,match,1,1,1,0.642
11,Self,match,1,1,1,0.564
11,Friend,match,1,1,1,0.594
11,Self,mismatch,0,1,0,0.78
11,Self,match,1,1,1,0.54
11,Friend,match,1,1,1,0.683
11,Friend,match,1,1,1,0.566
11,Self,match,1,1,1,0.539
11,Stranger,mismatch,0,1,0,0.756
11,Stranger,match,1,1,1,0.702
11,Stranger,mismatch,0,1,0,0.648
11,Friend,mismatch,0,1,0,0.772
11,Stranger,match,1,1,1,0.674
11,Friend,mismatch,0,1,0,0.725
11,Self,mismatch,0,1,0,0.632
11,Self,mismatch,0,1,0,0.831
11,Friend,match,1,1,1,0.709
11,Self,mismatch,0,1,0,0.662
11,Stranger,mismatch,0,1,0,0.612
11,Self,match,1,1,1,0.503
11,Friend,mismatch,0,1,0,0.891
11,Self,match,1,1,1,0.668
11,Self,mismatch,0,1,0,0.748
11,Stranger,match,1,1,1,0.667
11,Stranger,match,1,1,1,0.541
11,Stranger,mismatch,0,1,0,0.698
11,Friend,match,1,1,1,0.552
11,Friend,mismatch,0,1,0,0.667
11,Self,match,1,1,1,0.571
11,Stranger,match,1,1,1,0.63
11,Friend,match,1,1,1,0.709
11,Stranger,match,1,1,1,0.646
11,Stranger,mismatch,0,1,0,0.667
11,Friend,match,1,1,1,0.629
11,Self,mismatch,0,1,0,0.635
11,Friend,mismatch,0,1,0,0.82
11,Self,match,1,1,1,0.547
11,Self,mismatch,0,1,0,0.641
11,Friend,mismatch,0,0,1,0.626
11,Stranger,mismatch,0,1,0,0.677
11,Self,mismatch,0,1,0,0.658
11,Self,match,1,1,1,0.464
11,Friend,mismatch,0,1,0,0.702
11,Friend,mismatch,0,1,0,0.671
11,Stranger,match,1,1,1,0.672
11,Self,match,1,1,1,0.609
11,Stranger,match,1,1,1,0.608
11,Stranger,mismatch,0,1,0,0.591
11,Friend,match,1,1,1,0.413
11,Friend,match,1,1,1,0.716
11,Stranger,mismatch,0,1,0,0.57
11,Self,mismatch,0,0,1,0.486
11,Stranger,match,1,1,1,0.589
11,Friend,match,1,1,1,0.619
11,Self,mismatch,0,1,0,0.588
11,Stranger,match,1,1,1,0.688
11,Stranger,mismatch,0,1,0,0.787
11,Self,mismatch,0,1,0,0.939
11,Friend,match,1,1,1,0.569
11,Stranger,mismatch,0,1,0,0.561
11,Friend,mismatch,0,1,0,0.853
11,Self,match,1,1,1,0.595
11,Friend,mismatch,0,1,0,0.592
11,Self,match,1,1,1,0.583
11,Stranger,match,1,1,1,0.79
11,Self,match,1,1,1,0.546
11,Friend,mismatch,0,1,0,0.612
11,Stranger,mismatch,0,1,0,0.776
11,Stranger,match,1,1,1,0.806
11,Self,match,1,1,1,0.561
11,Stranger,mismatch,0,1,0,0.857
11,Self,mismatch,0,0,1,0.505
11,Friend,mismatch,0,0,1,1.013
11,Self,mismatch,0,1,0,0.794
11,Friend,match,1,1,1,0.671
11,Friend,match,1,1,1,0.722
11,Friend,match,1,1,1,0.479
11,Self,match,1,1,1,0.472
11,Friend,mismatch,0,0,1,0.439
11,Friend,match,1,1,1,0.706
11,Friend,mismatch,0,1,0,0.579
11,Stranger,match,1,1,1,0.695
11,Stranger,mismatch,0,0,1,0.652
11,Stranger,mismatch,0,1,0,0.711
11,Self,mismatch,0,1,0,0.714
11,Self,mismatch,0,1,0,0.59
11,Stranger,match,1,1,1,0.572
11,Self,match,1,1,1,0.617
11,Self,mismatch,0,1,0,0.639
11,Friend,match,1,1,1,0.75
11,Self,match,1,1,1,0.582
11,Friend,mismatch,0,1,0,0.672
11,Friend,match,1,1,1,0.643
11,Stranger,mismatch,0,1,0,0.635
11,Stranger,mismatch,0,1,0,0.638
11,Self,mismatch,0,1,0,0.637
11,Self,match,1,1,1,0.611
11,Friend,mismatch,0,1,0,0.557
11,Stranger,match,1,1,1,0.44
11,Stranger,match,1,1,1,0.614
11,Friend,mismatch,0,1,0,0.674
11,Stranger,match,1,1,1,0.593
11,Stranger,match,1,1,1,0.552
11,Stranger,mismatch,0,1,0,0.601
11,Self,mismatch,0,1,0,0.693
11,Friend,mismatch,0,1,0,0.756
11,Self,match,1,1,1,0.505
11,Stranger,mismatch,0,1,0,0.629
11,Friend,match,1,1,1,0.662
11,Self,mismatch,0,1,0,0.581
11,Friend,match,1,0,0,0.69
11,Self,match,1,1,1,0.499
11,Friend,match,1,1,1,0.513
11,Self,match,1,1,1,0.527
11,Stranger,mismatch,0,1,0,0.668
11,Friend,mismatch,0,0,1,0.652
11,Friend,match,1,1,1,0.789
11,Stranger,mismatch,0,1,0,0.689
11,Self,mismatch,0,0,1,0.57
11,Self,match,1,1,1,0.475
11,Stranger,match,1,1,1,0.768
11,Self,mismatch,0,1,0,0.701
11,Stranger,match,1,1,1,0.552
11,Friend,mismatch,0,1,0,0.647
11,Stranger,match,1,1,1,0.53
11,Self,mismatch,0,1,0,0.649
11,Friend,match,1,0,0,0.996
11,Friend,match,1,1,1,0.483
11,Self,match,1,1,1,0.484
11,Self,match,1,1,1,0.514
11,Stranger,mismatch,0,1,0,0.646
11,Self,mismatch,0,1,0,0.923
11,Stranger,mismatch,0,1,0,0.647
11,Friend,mismatch,0,0,1,0.586
11,Friend,mismatch,0,1,0,0.797
11,Stranger,match,1,1,1,0.838
11,Stranger,match,1,1,1,0.614
11,Friend,mismatch,0,1,0,0.678
11,Friend,match,1,1,1,0.67
11,Self,match,1,1,1,0.616
11,Stranger,mismatch,0,1,0,0.625
11,Self,match,1,1,1,0.578
11,Self,mismatch,0,1,0,0.664
11,Self,mismatch,0,1,0,0.776
11,Stranger,mismatch,0,1,0,0.614
11,Stranger,match,1,0,0,0.466
11,Friend,mismatch,0,1,0,0.612
11,Friend,match,1,1,1,0.578
11,Stranger,match,1,1,1,0.616
11,Self,mismatch,0,1,0,0.628
11,Friend,mismatch,0,1,0,0.654
11,Friend,match,1,1,1,0.567
11,Self,mismatch,0,1,0,0.663
11,Stranger,mismatch,0,1,0,0.647
11,Friend,mismatch,0,1,0,0.748
11,Self,match,1,1,1,0.99
11,Friend,match,1,1,1,0.502
11,Stranger,match,1,1,1,0.627
11,Stranger,mismatch,0,1,0,0.649
11,Self,match,1,1,1,0.556
11,Friend,match,1,1,1,0.557
11,Friend,mismatch,0,0,1,0.749
11,Self,match,1,1,1,0.501
11,Self,mismatch,0,1,0,0.583
11,Self,mismatch,0,1,0,0.912
11,Friend,mismatch,0,1,0,0.92
11,Stranger,match,1,1,1,0.663
11,Stranger,mismatch,0,0,1,0.699
11,Self,match,1,1,1,0.563
11,Stranger,match,1,1,1,0.887
11,Friend,match,1,1,1,0.638
11,Stranger,mismatch,0,1,0,0.688
11,Friend,match,1,1,1,0.985
11,Stranger,mismatch,0,1,0,0.694
11,Stranger,mismatch,0,1,0,0.856
11,Friend,match,1,1,1,0.606
11,Self,match,1,1,1,0.599
11,Stranger,match,1,1,1,0.823
11,Friend,mismatch,0,0,1,0.647
11,Self,match,1,1,1,0.516
11,Friend,mismatch,0,1,0,0.687
11,Stranger,match,1,1,1,0.586
11,Self,mismatch,0,1,0,0.736
11,Self,mismatch,0,1,0,0.75
11,Stranger,mismatch,0,1,0,0.652
11,Friend,match,1,1,1,0.669
11,Friend,match,1,1,1,0.634
11,Self,match,1,1,1,0.652
11,Self,mismatch,0,1,0,0.615
11,Stranger,mismatch,0,1,0,0.67
11,Friend,mismatch,0,1,0,0.693
11,Self,mismatch,0,0,1,1.025
11,Friend,mismatch,0,1,0,0.796
11,Stranger,match,1,1,1,0.643
11,Self,match,1,1,1,0.536
11,Stranger,match,1,1,1,0.868
11,Stranger,match,1,1,1,0.633
11,Stranger,mismatch,0,1,0,0.74
11,Self,match,1,1,1,0.682
11,Friend,mismatch,0,1,0,0.739
11,Friend,match,1,1,1,0.626
11,Self,mismatch,0,1,0,0.673
11,Stranger,match,1,1,1,0.581
11,Stranger,mismatch,0,1,0,0.608
11,Self,match,1,1,1,0.578
11,Self,mismatch,0,1,0,0.548
11,Friend,mismatch,0,1,0,0.666
11,Friend,match,1,1,1,0.599
11,Stranger,mismatch,0,1,0,0.615
11,Stranger,match,1,1,1,0.601
11,Self,mismatch,0,1,0,0.585
11,Friend,mismatch,0,1,0,0.579
11,Stranger,mismatch,0,1,0,0.613
11,Friend,match,1,1,1,0.854
11,Friend,match,1,1,1,0.806
11,Stranger,match,1,1,1,0.617
11,Self,mismatch,0,0,1,0.489
11,Self,match,1,1,1,0.529
11,Self,match,1,1,1,0.463
11,Stranger,match,1,1,1,0.606
11,Friend,match,1,1,1,0.558
11,Friend,mismatch,0,1,0,0.796
11,Self,match,1,1,1,0.688
11,Friend,match,1,1,1,0.619
11,Self,mismatch,0,1,0,0.698
11,Stranger,match,1,1,1,0.849
11,Self,mismatch,0,1,0,0.661
11,Stranger,mismatch,0,1,0,0.548
11,Friend,mismatch,0,1,0,0.674
11,Self,match,1,0,0,0.654
11,Stranger,mismatch,0,1,0,0.864
11,Self,match,1,1,1,0.479
11,Self,mismatch,0,1,0,0.882
11,Friend,mismatch,0,1,0,0.692
11,Friend,match,1,1,1,0.681
11,Stranger,mismatch,0,1,0,0.631
11,Friend,mismatch,0,1,0,0.633
11,Self,mismatch,0,1,0,0.679
11,Stranger,match,1,1,1,0.598
11,Self,match,1,1,1,0.628
11,Friend,match,1,1,1,0.586
11,Stranger,mismatch,0,1,0,0.768
11,Stranger,match,1,1,1,0.613
11,Self,mismatch,0,0,1,0.959
11,Stranger,match,1,1,1,0.739
11,Self,match,1,1,1,0.561
11,Self,match,1,1,1,0.493
11,Stranger,mismatch,0,1,0,0.652
11,Stranger,match,1,1,1,0.556
11,Stranger,mismatch,0,1,0,0.769
11,Self,mismatch,0,1,0,0.746
11,Friend,match,1,1,1,0.747
11,Friend,mismatch,0,1,0,0.618
11,Friend,match,1,1,1,0.677
11,Friend,mismatch,0,1,0,0.716
11,Stranger,mismatch,0,1,0,0.701
11,Friend,mismatch,0,1,0,0.682
11,Stranger,match,1,1,1,0.727
11,Friend,mismatch,0,1,0,0.694
11,Friend,match,1,0,0,0.616
11,Stranger,mismatch,0,1,0,0.62
11,Stranger,match,1,1,1,0.613
11,Self,match,1,1,1,0.524
11,Self,mismatch,0,1,0,0.623
11,Self,match,1,1,1,0.595
11,Friend,match,1,1,1,0.588
11,Friend,mismatch,0,1,0,0.805
11,Friend,mismatch,0,1,0,0.623
11,Self,match,1,1,1,0.471
11,Stranger,match,1,1,1,0.683
11,Self,mismatch,0,1,0,0.609
11,Stranger,mismatch,0,1,0,0.64
11,Friend,match,1,1,1,0.671
11,Self,match,1,1,1,0.524
11,Stranger,match,1,1,1,0.555
11,Friend,match,1,1,1,0.603
11,Stranger,mismatch,0,1,0,0.585
11,Self,mismatch,0,1,0,0.645
11,Self,match,1,1,1,0.514
11,Friend,match,1,1,1,0.558
11,Self,mismatch,0,1,0,0.597
11,Stranger,mismatch,0,1,0,0.66
11,Friend,mismatch,0,1,0,0.866
11,Stranger,match,1,1,1,0.663
11,Self,match,1,1,1,0.617
11,Stranger,mismatch,0,1,0,0.613
11,Friend,match,1,1,1,0.582
11,Friend,mismatch,0,1,0,0.624
11,Stranger,match,1,1,1,0.589
11,Self,mismatch,0,1,0,0.668
11,Self,mismatch,0,1,0,0.716
11,Self,match,1,1,1,0.561
11,Friend,mismatch,0,1,0,0.762
11,Stranger,mismatch,0,1,0,0.841
11,Friend,match,1,1,1,0.699
11,Stranger,match,1,1,1,0.668
11,Friend,mismatch,0,1,0,1.017
11,Friend,match,1,1,1,0.615
11,Self,match,1,1,1,0.502
11,Stranger,match,1,1,1,0.432
11,Self,mismatch,0,1,0,0.687
11,Stranger,mismatch,0,1,0,0.582
11,Self,mismatch,0,1,0,0.755
11,Stranger,mismatch,0,1,0,0.55
11,Friend,mismatch,0,1,0,0.656
11,Friend,match,1,1,1,0.535
11,Self,match,1,1,1,0.592
11,Stranger,mismatch,0,1,0,0.598
11,Friend,mismatch,0,1,0,0.651
11,Friend,match,1,1,1,0.688
11,Self,match,1,1,1,0.487
11,Stranger,match,1,1,1,0.566
11,Self,mismatch,0,1,0,0.584
11,Stranger,match,1,0,0,0.598
11,Self,mismatch,0,1,0,1.033
11,Self,match,1,1,1,0.575
11,Stranger,match,1,1,1,0.602
11,Self,match,1,1,1,0.499
11,Friend,match,1,1,1,0.579
11,Self,mismatch,0,1,0,0.673
11,Friend,mismatch,0,1,0,0.665
11,Friend,match,1,1,1,0.573
11,Stranger,mismatch,0,1,0,0.573
11,Stranger,match,1,1,1,0.911
11,Friend,mismatch,0,1,0,0.656
11,Stranger,mismatch,0,1,0,0.784
11,Self,match,1,1,1,0.46
11,Stranger,mismatch,0,1,0,0.658
11,Stranger,match,1,1,1,0.656
11,Friend,mismatch,0,1,0,0.621
11,Self,mismatch,0,1,0,0.692
11,Self,mismatch,0,1,0,0.648
11,Friend,match,1,1,1,0.6
11,Stranger,mismatch,0,1,0,0.646
11,Friend,mismatch,0,1,0,0.696
11,Self,match,1,0,0,0.592
11,Stranger,match,1,1,1,0.643
11,Friend,match,1,1,1,0.627
11,Friend,mismatch,0,1,0,0.538
11,Self,mismatch,0,1,0,0.594
11,Stranger,match,1,1,1,0.702
11,Self,match,1,1,1,0.596
11,Friend,match,1,1,1,0.647
11,Stranger,match,1,1,1,0.519
11,Friend,match,1,1,1,0.541
11,Stranger,mismatch,0,1,0,1.057
11,Self,match,1,1,1,0.54
11,Self,mismatch,0,1,0,0.741
11,Stranger,mismatch,0,1,0,0.823
11,Friend,mismatch,0,1,0,0.952
11,Stranger,mismatch,0,1,0,0.696
11,Friend,mismatch,0,1,0,0.81
11,Friend,match,1,1,1,0.692
11,Friend,mismatch,0,1,0,0.896
11,Self,mismatch,0,1,0,0.733
11,Stranger,match,1,1,1,0.824
11,Stranger,mismatch,0,1,0,0.703
11,Stranger,match,1,1,1,0.722
11,Self,mismatch,0,1,0,0.653
11,Self,match,1,1,1,0.683
11,Friend,match,1,1,1,0.621
11,Self,match,1,1,1,0.539
11,Stranger,mismatch,0,1,0,0.565
11,Stranger,mismatch,0,1,0,0.965
11,Stranger,match,1,1,1,0.704
11,Friend,mismatch,0,1,0,0.75
11,Self,match,1,1,1,0.558
11,Self,match,1,1,1,0.53
11,Friend,match,1,1,1,0.562
11,Friend,match,1,1,1,0.64
11,Self,mismatch,0,1,0,0.831
11,Stranger,match,1,1,1,0.695
11,Self,mismatch,0,0,1,0.701
11,Friend,mismatch,0,0,1,0.732
11,Self,mismatch,0,1,0,0.627
11,Self,match,1,1,1,0.556
11,Self,mismatch,0,1,0,0.886
11,Friend,mismatch,0,1,0,0.613
11,Stranger,match,1,1,1,0.694
11,Self,match,1,1,1,0.647
11,Stranger,match,1,1,1,0.675
11,Stranger,mismatch,0,1,0,0.824
11,Stranger,mismatch,0,1,0,0.869
11,Friend,match,1,1,1,0.589
11,Friend,match,1,1,1,0.856
11,Self,mismatch,0,1,0,0.74
11,Stranger,match,1,1,1,0.846
11,Friend,match,1,1,1,0.634
11,Friend,match,1,1,1,0.504
11,Self,match,1,1,1,0.48
11,Self,mismatch,0,1,0,0.517
11,Friend,mismatch,0,1,0,0.655
11,Stranger,mismatch,0,1,0,0.641
11,Stranger,match,1,1,1,0.59
11,Stranger,mismatch,0,1,0,0.524
11,Friend,mismatch,0,1,0,0.647
11,Self,match,1,1,1,0.695
11,Stranger,mismatch,0,1,0,0.94
11,Friend,mismatch,0,1,0,0.696
11,Friend,match,1,1,1,0.734
11,Self,match,1,1,1,0.591
11,Self,mismatch,0,1,0,0.671
11,Friend,mismatch,0,1,0,0.757
11,Stranger,match,1,1,1,0.586
11,Stranger,mismatch,0,1,0,0.598
11,Self,mismatch,0,1,0,0.709
11,Friend,match,1,1,1,0.639
11,Stranger,match,1,1,1,0.649
11,Self,match,1,1,1,0.568
11,Friend,mismatch,0,1,0,0.703
11,Stranger,match,1,1,1,0.594
11,Self,match,1,1,1,0.608
11,Friend,mismatch,0,1,0,0.67
11,Friend,match,1,1,1,0.522
11,Stranger,mismatch,0,1,0,0.63
11,Stranger,match,1,0,0,0.663
11,Stranger,mismatch,0,0,1,0.671
11,Friend,match,1,1,1,0.565
11,Self,match,1,1,1,0.532
11,Self,mismatch,0,1,0,0.797
11,Self,mismatch,0,1,0,0.68
11,Friend,mismatch,0,1,0,0.636
11,Stranger,mismatch,0,1,0,0.86
11,Stranger,mismatch,0,1,0,0.681
11,Self,match,1,1,1,0.728
11,Friend,mismatch,0,1,0,0.617
11,Self,match,1,1,1,0.711
11,Stranger,match,1,1,1,0.67
11,Self,mismatch,0,1,0,0.627
11,Friend,match,1,1,1,0.549
11,Friend,match,1,1,1,0.556
11,Stranger,match,1,1,1,0.582
11,Self,mismatch,0,1,0,0.705
11,Self,mismatch,0,1,0,0.598
11,Stranger,mismatch,0,1,0,0.756
11,Friend,match,1,1,1,0.617
11,Friend,match,1,1,1,0.488
11,Self,mismatch,0,1,0,0.62
11,Stranger,match,1,1,1,0.774
11,Friend,mismatch,0,1,0,0.891
11,Self,match,1,1,1,0.603
11,Self,match,1,1,1,0.503
11,Stranger,match,1,1,1,0.606
11,Friend,mismatch,0,1,0,0.661
11,Stranger,mismatch,0,1,0,0.753
11,Friend,match,1,0,0,0.592
11,Stranger,match,1,1,1,0.723
11,Stranger,mismatch,0,1,0,0.633
11,Self,mismatch,0,1,0,0.598
11,Friend,mismatch,0,1,0,0.698
11,Self,mismatch,0,1,0,0.78
11,Friend,match,1,1,1,0.606
11,Stranger,mismatch,0,1,0,0.617
11,Self,match,1,1,1,0.566
11,Self,match,1,1,1,0.559
11,Friend,mismatch,0,1,0,0.627
11,Stranger,match,1,0,0,0.632
11,Friend,mismatch,0,1,0,0.615
11,Stranger,match,1,1,1,0.67
11,Friend,match,1,1,1,0.749
11,Self,match,1,1,1,0.614
11,Friend,match,1,1,1,0.713
11,Self,match,1,1,1,0.511
11,Stranger,match,1,1,1,0.655
11,Self,mismatch,0,1,0,0.676
11,Stranger,mismatch,0,1,0,0.628
11,Stranger,mismatch,0,1,0,0.674
11,Self,mismatch,0,1,0,0.818
11,Friend,mismatch,0,1,0,0.621
11,Self,mismatch,0,1,0,0.601
11,Stranger,mismatch,0,1,0,0.576
11,Self,mismatch,0,1,0,0.577
11,Friend,mismatch,0,1,0,0.585
11,Stranger,mismatch,0,1,0,0.567
11,Self,match,1,1,1,0.736
11,Stranger,match,1,1,1,0.639
11,Friend,match,1,1,1,0.472
11,Stranger,match,1,0,0,0.705
11,Friend,mismatch,0,1,0,0.671
11,Friend,match,1,1,1,0.606
11,Self,match,1,1,1,0.754
11,Friend,mismatch,0,1,0,0.785
11,Self,match,1,1,1,0.705
11,Friend,match,1,1,1,0.59
11,Self,match,1,1,1,0.46
11,Stranger,mismatch,0,1,0,0.706
11,Self,mismatch,0,1,0,0.885
11,Friend,match,1,1,1,0.732
11,Friend,mismatch,0,1,0,0.712
11,Stranger,match,1,1,1,0.627
11,Stranger,match,1,1,1,0.7
11,Stranger,mismatch,0,1,0,0.693
11,Self,mismatch,0,1,0,0.711
11,Stranger,match,1,1,1,0.576
11,Self,mismatch,0,0,1,0.692
11,Stranger,mismatch,0,1,0,1.005
11,Friend,mismatch,0,1,0,0.608
11,Friend,mismatch,0,1,0,0.965
11,Self,match,1,1,1,0.598
11,Self,match,1,1,1,0.612
11,Friend,match,1,1,1,0.752
11,Stranger,match,1,1,1,0.638
11,Stranger,mismatch,0,1,0,0.633
11,Self,mismatch,0,1,0,0.836
11,Friend,match,1,1,1,0.59
11,Self,match,1,1,1,0.637
11,Friend,mismatch,0,1,0,0.725
11,Self,mismatch,0,1,0,0.647
11,Stranger,mismatch,0,1,0,0.63
11,Self,mismatch,0,1,0,0.718
11,Stranger,mismatch,0,1,0,0.603
11,Self,match,1,1,1,0.574
11,Stranger,match,1,1,1,0.788
11,Friend,match,1,1,1,0.524
11,Friend,match,1,1,1,0.506
11,Friend,mismatch,0,1,0,0.663
11,Stranger,match,1,1,1,0.605
11,Friend,match,1,1,1,0.658
11,Friend,mismatch,0,1,0,0.661
11,Friend,mismatch,0,1,0,0.735
11,Stranger,match,1,1,1,0.56
11,Friend,match,1,1,1,0.701
11,Self,match,1,1,1,0.406
11,Self,match,1,1,1,0.482
11,Stranger,mismatch,0,1,0,0.609
11,Self,mismatch,0,1,0,0.653
11,Self,mismatch,0,1,0,0.606
11,Stranger,mismatch,0,1,0,0.558
11,Stranger,match,1,0,0,0.557
11,Friend,match,1,1,1,0.515
11,Stranger,match,1,1,1,0.638
11,Self,match,1,1,1,0.565
11,Stranger,mismatch,0,1,0,0.604
11,Friend,mismatch,0,1,0,0.726
11,Stranger,match,1,1,1,0.578
11,Self,mismatch,0,1,0,0.568
11,Stranger,mismatch,0,0,1,0.435
11,Self,match,1,1,1,0.679
11,Friend,mismatch,0,1,0,0.946
11,Friend,match,1,1,1,0.58
11,Self,mismatch,0,0,1,0.567
11,Friend,match,1,0,0,0.823
11,Friend,match,1,1,1,0.545
11,Friend,mismatch,0,0,1,0.534
11,Self,mismatch,0,1,0,0.82
11,Friend,mismatch,0,1,0,0.742
11,Self,mismatch,0,1,0,0.616
11,Stranger,mismatch,0,1,0,0.759
11,Stranger,match,1,1,1,0.54
11,Self,match,1,1,1,0.645
11,Stranger,mismatch,0,1,0,0.63
11,Self,match,1,1,1,0.633
11,Stranger,match,1,1,1,0.609
11,Stranger,match,1,1,1,0.581
11,Friend,match,1,1,1,0.833
11,Self,mismatch,0,0,1,0.717
11,Self,match,1,1,1,0.583
11,Friend,mismatch,0,1,0,0.637
11,Friend,mismatch,0,1,0,0.598
11,Friend,match,1,1,1,0.671
11,Self,mismatch,0,1,0,0.637
11,Stranger,mismatch,0,1,0,0.779
11,Stranger,mismatch,0,1,0,0.58
11,Stranger,match,1,1,1,0.644
11,Self,match,1,0,0,0.607
11,Friend,mismatch,0,1,0,0.614
11,Friend,match,1,1,1,0.607
11,Self,mismatch,0,1,0,0.694
11,Stranger,mismatch,0,1,0,0.546
11,Stranger,mismatch,0,1,0,0.686
11,Friend,mismatch,0,1,0,0.606
11,Self,match,1,1,1,0.53
11,Stranger,match,1,1,1,0.577
11,Friend,match,1,1,1,0.495
11,Self,mismatch,0,1,0,0.616
11,Stranger,match,1,1,1,0.522
11,Self,match,1,1,1,0.503
11,Friend,match,1,1,1,0.573
11,Stranger,match,1,1,1,0.488
11,Stranger,mismatch,0,1,0,0.632
11,Self,match,1,1,1,0.652
11,Self,mismatch,0,1,0,0.599
11,Friend,match,1,1,1,0.627
11,Friend,mismatch,0,1,0,0.536
11,Friend,mismatch,0,1,0,0.719
11,Stranger,match,1,0,0,0.53
11,Self,mismatch,0,1,0,0.67
11,Self,match,1,1,1,0.54
11,Stranger,mismatch,0,1,0,0.635
11,Self,mismatch,0,1,0,0.782
11,Stranger,mismatch,0,1,0,0.67
11,Friend,match,1,0,0,0.78
11,Self,match,1,1,1,0.571
11,Stranger,mismatch,0,1,0,0.673
11,Friend,match,1,1,1,0.638
11,Friend,mismatch,0,1,0,0.635
11,Friend,mismatch,0,1,0,0.783
11,Stranger,match,1,1,1,0.728
11,Stranger,match,1,1,1,0.47
11,Self,match,1,1,1,0.72
11,Self,match,1,1,1,0.593
11,Self,mismatch,0,1,0,0.701
11,Self,mismatch,0,1,0,0.853
11,Stranger,mismatch,0,1,0,0.684
11,Stranger,mismatch,0,0,1,0.954
11,Friend,match,1,1,1,0.481
11,Friend,mismatch,0,1,0,0.615
11,Friend,match,1,1,1,0.637
11,Stranger,match,1,1,1,0.626
11,Friend,mismatch,0,1,0,1.07
11,Stranger,match,1,1,1,0.585
11,Self,match,1,1,1,0.517
11,Stranger,mismatch,0,1,0,0.608
11,Stranger,match,1,1,1,0.639
11,Friend,match,1,1,1,0.575
11,Stranger,mismatch,0,1,0,0.653
11,Self,mismatch,0,1,0,0.769
11,Self,match,1,1,1,0.811
11,Friend,mismatch,0,1,0,0.907
11,Friend,match,1,1,1,0.584
11,Stranger,match,1,1,1,0.627
11,Self,mismatch,0,1,0,0.624
11,Self,match,1,1,1,0.547
11,Friend,mismatch,0,1,0,0.827
11,Friend,mismatch,0,1,0,0.648
11,Stranger,match,1,1,1,0.59
11,Self,mismatch,0,1,0,0.738
11,Self,match,1,1,1,0.548
11,Self,match,1,1,1,0.663
11,Self,mismatch,0,1,0,0.632
11,Stranger,mismatch,0,1,0,0.676
11,Friend,match,1,1,1,0.554
11,Stranger,mismatch,0,1,0,0.613
11,Friend,mismatch,0,1,0,0.634
11,Friend,match,1,1,1,0.634
11,Stranger,match,1,1,1,0.758
11,Stranger,match,1,1,1,0.596
11,Friend,mismatch,0,1,0,0.792
11,Friend,mismatch,0,1,0,0.869
11,Stranger,mismatch,0,1,0,0.807
11,Self,mismatch,0,1,0,0.664
11,Friend,match,1,1,1,0.561
11,Friend,match,1,1,1,0.572
11,Self,mismatch,0,1,0,0.647
11,Stranger,match,1,1,1,0.745
11,Self,match,1,1,1,0.678
11,Self,match,1,1,1,0.46
11,Stranger,mismatch,0,1,0,0.743
11,Friend,match,1,1,1,0.713
11,Stranger,match,1,1,1,0.582
11,Friend,mismatch,0,1,0,0.549
11,Self,mismatch,0,1,0,0.808
11,Friend,mismatch,0,1,0,0.775
11,Stranger,match,1,1,1,0.572
11,Stranger,mismatch,0,1,0,0.61
11,Friend,match,1,1,1,0.801
11,Self,match,1,1,1,0.721
11,Self,match,1,1,1,0.409
11,Self,mismatch,0,1,0,0.561
11,Stranger,mismatch,0,1,0,0.652
11,Friend,match,1,1,1,0.706
11,Self,match,1,1,1,0.526
11,Self,mismatch,0,0,1,0.525
11,Friend,mismatch,0,1,0,0.685
11,Self,mismatch,0,1,0,0.574
11,Stranger,match,1,1,1,0.669
11,Self,match,1,1,1,0.636
11,Friend,mismatch,0,1,0,1.012
11,Stranger,match,1,1,1,0.613
11,Stranger,mismatch,0,1,0,0.695
11,Friend,match,1,1,1,0.45
11,Friend,mismatch,0,1,0,0.708
11,Friend,mismatch,0,1,0,0.767
11,Self,mismatch,0,1,0,0.891
11,Friend,match,1,0,0,0.737
11,Self,mismatch,0,1,0,0.736
11,Self,match,1,1,1,0.49
11,Friend,match,1,1,1,0.584
11,Stranger,mismatch,0,1,0,0.654
11,Self,match,1,1,1,0.506
11,Stranger,match,1,1,1,0.821
11,Stranger,mismatch,0,1,0,0.784
11,Stranger,match,1,1,1,0.704
11,Friend,mismatch,0,1,0,0.733
11,Self,mismatch,0,1,0,0.77
11,Self,mismatch,0,1,0,0.723
11,Stranger,match,1,1,1,0.613
