ExperimentName,Subject,Session,Block,Age,Sex,Block,Friend,Self,Stranger,SubTrial,CorrectAnswer,Question,SelfRelated,Target,ACC,RT,YesNoResp
A,2801,2,Group2,20,female,1,S,C,T,9,m,Stranger,Friend,S.bmp,1,1137,No
A,2801,2,Group2,20,female,1,S,C,T,10,n,You,Self,C.bmp,1,583,Yes
A,2801,2,Group2,20,female,1,S,C,T,11,m,You,Friend,S.bmp,1,749,No
A,2801,2,Group2,20,female,1,S,C,T,12,m,You,Stranger,T.bmp,1,739,No
A,2801,2,Group2,20,female,1,S,C,T,13,m,Stranger,Self,C.bmp,1,865,No
A,2801,2,Group2,20,female,1,S,C,T,14,m,You,Stranger,T.bmp,1,631,No
A,2801,2,Group2,20,female,1,S,C,T,15,m,You,Friend,S.bmp,1,701,No
A,2801,2,Group2,20,female,1,S,C,T,16,n,Friend,Friend,S.bmp,1,635,Yes
A,2801,2,Group2,20,female,1,S,C,T,17,n,You,Self,C.bmp,1,481,Yes
A,2801,2,Group2,20,female,1,S,C,T,18,n,Friend,Friend,S.bmp,1,711,Yes
A,2801,2,Group2,20,female,1,S,C,T,19,n,Stranger,Stranger,T.bmp,1,805,Yes
A,2801,2,Group2,20,female,1,S,C,T,20,m,Friend,Self,C.bmp,1,1099,No
A,2801,2,Group2,20,female,1,S,C,T,21,m,Friend,Stranger,T.bmp,1,977,No
A,2801,2,Group2,20,female,1,S,C,T,22,n,You,Self,C.bmp,1,551,Yes
A,2801,2,Group2,20,female,1,S,C,T,23,n,Stranger,Stranger,T.bmp,0,597,Yes
A,2801,2,Group2,20,female,1,S,C,T,24,m,Stranger,Friend,S.bmp,1,1003,No
A,2801,2,Group2,20,female,1,S,C,T,25,n,Friend,Friend,S.bmp,1,537,Yes
A,2801,2,Group2,20,female,1,S,C,T,26,m,Friend,Stranger,T.bmp,1,631,No
A,2801,2,Group2,20,female,1,S,C,T,27,n,You,Self,C.bmp,1,526,Yes
A,2801,2,Group2,20,female,1,S,C,T,28,m,Stranger,Self,C.bmp,1,876,No
A,2801,2,Group2,20,female,1,S,C,T,29,m,Stranger,Friend,S.bmp,1,1162,No
A,2801,2,Group2,20,female,1,S,C,T,30,n,You,Self,C.bmp,1,616,Yes
A,2801,2,Group2,20,female,1,S,C,T,31,m,You,Friend,S.bmp,1,862,No
A,2801,2,Group2,20,female,1,S,C,T,32,n,Friend,Friend,S.bmp,1,844,Yes
A,2801,2,Group2,20,female,1,S,C,T,33,n,Stranger,Stranger,T.bmp,0,594,Yes
A,2801,2,Group2,20,female,1,S,C,T,34,n,Stranger,Stranger,T.bmp,1,727,Yes
A,2801,2,Group2,20,female,1,S,C,T,35,m,You,Stranger,T.bmp,1,653,No
A,2801,2,Group2,20,female,1,S,C,T,36,m,Friend,Self,C.bmp,1,747,No
A,2801,2,Group2,20,female,1,S,C,T,37,n,Stranger,Stranger,T.bmp,0,793,Yes
A,2801,2,Group2,20,female,1,S,C,T,38,n,Friend,Friend,S.bmp,1,695,Yes
A,2801,2,Group2,20,female,1,S,C,T,39,n,You,Self,C.bmp,1,725,Yes
A,2801,2,Group2,20,female,1,S,C,T,40,n,Friend,Friend,S.bmp,1,531,Yes
A,2801,2,Group2,20,female,1,S,C,T,41,m,Friend,Self,C.bmp,1,905,No
A,2801,2,Group2,20,female,1,S,C,T,42,n,Stranger,Stranger,T.bmp,1,871,Yes
A,2801,2,Group2,20,female,1,S,C,T,43,m,Stranger,Friend,S.bmp,1,709,No
A,2801,2,Group2,20,female,1,S,C,T,44,m,Stranger,Self,C.bmp,1,803,No
A,2801,2,Group2,20,female,1,S,C,T,45,m,You,Friend,S.bmp,1,617,No
A,2801,2,Group2,20,female,1,S,C,T,46,m,You,Stranger,T.bmp,1,720,No
A,2801,2,Group2,20,female,1,S,C,T,47,n,You,Self,C.bmp,1,518,Yes
A,2801,2,Group2,20,female,1,S,C,T,48,m,Friend,Stranger,T.bmp,1,804,No
A,2801,2,Group2,20,female,1,S,C,T,49,n,Stranger,Stranger,T.bmp,1,898,Yes
A,2801,2,Group2,20,female,1,S,C,T,50,n,You,Self,C.bmp,1,728,Yes
A,2801,2,Group2,20,female,1,S,C,T,51,m,Stranger,Self,C.bmp,0,0,No
A,2801,2,Group2,20,female,1,S,C,T,52,n,Stranger,Stranger,T.bmp,0,1068,Yes
A,2801,2,Group2,20,female,1,S,C,T,53,m,Stranger,Friend,S.bmp,1,994,No
A,2801,2,Group2,20,female,1,S,C,T,54,n,Friend,Friend,S.bmp,1,968,Yes
A,2801,2,Group2,20,female,1,S,C,T,55,n,Friend,Friend,S.bmp,1,566,Yes
A,2801,2,Group2,20,female,1,S,C,T,56,m,You,Stranger,T.bmp,1,812,No
A,2801,2,Group2,20,female,1,S,C,T,57,m,Friend,Self,C.bmp,0,522,No
A,2801,2,Group2,20,female,1,S,C,T,58,n,You,Self,C.bmp,1,472,Yes
A,2801,2,Group2,20,female,1,S,C,T,59,m,You,Friend,S.bmp,0,510,No
A,2801,2,Group2,20,female,1,S,C,T,60,m,Friend,Stranger,T.bmp,1,780,No
A,2801,3,Group2,20,female,1,S,C,T,1,m,Friend,Self,C.bmp,0,400,No
A,2801,3,Group2,20,female,1,S,C,T,2,n,You,Self,C.bmp,1,550,Yes
A,2801,3,Group2,20,female,1,S,C,T,3,m,Stranger,Self,C.bmp,1,716,No
A,2801,3,Group2,20,female,1,S,C,T,4,n,You,Self,C.bmp,1,698,Yes
A,2801,3,Group2,20,female,1,S,C,T,5,m,You,Stranger,T.bmp,1,721,No
A,2801,3,Group2,20,female,1,S,C,T,6,n,Friend,Friend,S.bmp,1,559,Yes
A,2801,3,Group2,20,female,1,S,C,T,7,n,Stranger,Stranger,T.bmp,0,581,Yes
A,2801,3,Group2,20,female,1,S,C,T,8,m,You,Friend,S.bmp,1,779,No
A,2801,3,Group2,20,female,1,S,C,T,9,m,Stranger,Friend,S.bmp,0,921,No
A,2801,3,Group2,20,female,1,S,C,T,10,n,Friend,Friend,S.bmp,1,639,Yes
A,2801,3,Group2,20,female,1,S,C,T,11,m,Friend,Stranger,T.bmp,0,836,No
A,2801,3,Group2,20,female,1,S,C,T,12,n,Stranger,Stranger,T.bmp,1,1058,Yes
A,2801,3,Group2,20,female,1,S,C,T,13,m,You,Stranger,T.bmp,1,864,No
A,2801,3,Group2,20,female,1,S,C,T,14,n,You,Self,C.bmp,1,414,Yes
A,2801,3,Group2,20,female,1,S,C,T,15,n,Stranger,Stranger,T.bmp,1,772,Yes
A,2801,3,Group2,20,female,1,S,C,T,16,m,Friend,Stranger,T.bmp,1,850,No
A,2801,3,Group2,20,female,1,S,C,T,17,m,Stranger,Self,C.bmp,0,384,No
A,2801,3,Group2,20,female,1,S,C,T,18,m,Friend,Self,C.bmp,1,1054,No
A,2801,3,Group2,20,female,1,S,C,T,19,n,You,Self,C.bmp,1,476,Yes
A,2801,3,Group2,20,female,1,S,C,T,20,n,Stranger,Stranger,T.bmp,1,970,Yes
A,2801,3,Group2,20,female,1,S,C,T,21,m,You,Friend,S.bmp,1,863,No
A,2801,3,Group2,20,female,1,S,C,T,22,n,Friend,Friend,S.bmp,1,709,Yes
A,2801,3,Group2,20,female,1,S,C,T,23,m,Stranger,Friend,S.bmp,1,739,No
A,2801,3,Group2,20,female,1,S,C,T,24,n,Friend,Friend,S.bmp,1,689,Yes
A,2801,3,Group2,20,female,1,S,C,T,25,n,Friend,Friend,S.bmp,1,551,Yes
A,2801,3,Group2,20,female,1,S,C,T,26,n,You,Self,C.bmp,1,565,Yes
A,2801,3,Group2,20,female,1,S,C,T,27,n,You,Self,C.bmp,1,523,Yes
A,2801,3,Group2,20,female,1,S,C,T,28,m,You,Friend,S.bmp,1,730,No
A,2801,3,Group2,20,female,1,S,C,T,29,n,Stranger,Stranger,T.bmp,1,736,Yes
A,2801,3,Group2,20,female,1,S,C,T,30,m,Stranger,Self,C.bmp,1,870,No
A,2801,3,Group2,20,female,1,S,C,T,31,m,Friend,Self,C.bmp,1,932,No
A,2801,3,Group2,20,female,1,S,C,T,32,m,You,Stranger,T.bmp,1,794,No
A,2801,3,Group2,20,female,1,S,C,T,33,m,Friend,Stranger,T.bmp,1,896,No
A,2801,3,Group2,20,female,1,S,C,T,34,n,Stranger,Stranger,T.bmp,1,606,Yes
A,2801,3,Group2,20,female,1,S,C,T,35,n,Friend,Friend,S.bmp,1,1004,Yes
A,2801,3,Group2,20,female,1,S,C,T,36,m,Stranger,Friend,S.bmp,1,770,No
A,2801,3,Group2,20,female,1,S,C,T,37,m,Stranger,Self,C.bmp,0,368,No
A,2801,3,Group2,20,female,1,S,C,T,38,m,You,Friend,S.bmp,1,1126,No
A,2801,3,Group2,20,female,1,S,C,T,39,n,Stranger,Stranger,T.bmp,0,732,Yes
A,2801,3,Group2,20,female,1,S,C,T,40,n,Friend,Friend,S.bmp,1,770,Yes
A,2801,3,Group2,20,female,1,S,C,T,41,m,Friend,Self,C.bmp,1,791,No
A,2801,3,Group2,20,female,1,S,C,T,42,n,You,Self,C.bmp,1,525,Yes
A,2801,3,Group2,20,female,1,S,C,T,43,m,You,Stranger,T.bmp,1,691,No
A,2801,3,Group2,20,female,1,S,C,T,44,n,Friend,Friend,S.bmp,1,586,Yes
A,2801,3,Group2,20,female,1,S,C,T,45,m,Friend,Stranger,T.bmp,1,536,No
A,2801,3,Group2,20,female,1,S,C,T,46,m,Stranger,Friend,S.bmp,0,766,No
