ExperimentName,Subject,Session,Block,Age,Sex,Block,Friend,Self,Stranger,SubTrial,CorrectAnswer,Question,SelfRelated,Target,ACC,RT,YesNoResp
A,2803,1,Group1,18,male,1,C,T,S,17,m,You,Stranger,S.bmp,1,670,No
A,2803,1,Group1,18,male,1,C,T,S,18,m,Stranger,Self,T.bmp,0,524,No
A,2803,1,Group1,18,male,1,C,T,S,19,n,Stranger,Stranger,S.bmp,0,410,Yes
A,2803,1,Group1,18,male,1,C,T,S,20,n,You,Self,T.bmp,1,801,Yes
A,2803,1,Group1,18,male,1,C,T,S,21,n,You,Self,T.bmp,1,735,Yes
A,2803,1,Group1,18,male,1,C,T,S,22,n,Friend,Friend,C.bmp,0,661,Yes
A,2803,1,Group1,18,male,1,C,T,S,23,m,Friend,Stranger,S.bmp,1,875,No
A,2803,1,Group1,18,male,1,C,T,S,24,m,Friend,Self,T.bmp,0,897,No
A,2803,1,Group1,18,male,1,C,T,S,25,m,Friend,Stranger,S.bmp,1,863,No
A,2803,1,Group1,18,male,1,C,T,S,26,m,You,Stranger,S.bmp,0,797,No
A,2803,1,Group1,18,male,1,C,T,S,27,n,Friend,Friend,C.bmp,0,0,Yes
A,2803,1,Group1,18,male,1,C,T,S,28,m,Stranger,Self,T.bmp,0,785,No
A,2803,1,Group1,18,male,1,C,T,S,29,n,You,Self,T.bmp,1,807,Yes
A,2803,1,Group1,18,male,1,C,T,S,30,m,You,Friend,C.bmp,1,844,No
A,2803,1,Group1,18,male,1,C,T,S,31,m,Friend,Self,T.bmp,1,874,No
A,2803,1,Group1,18,male,1,C,T,S,32,n,Friend,Friend,C.bmp,0,592,Yes
A,2803,1,Group1,18,male,1,C,T,S,33,n,Stranger,Stranger,S.bmp,0,823,Yes
A,2803,1,Group1,18,male,1,C,T,S,34,n,You,Self,T.bmp,1,861,Yes
A,2803,1,Group1,18,male,1,C,T,S,35,n,Stranger,Stranger,S.bmp,0,739,Yes
A,2803,1,Group1,18,male,1,C,T,S,36,m,Stranger,Friend,C.bmp,0,657,No
A,2803,1,Group1,18,male,1,C,T,S,37,n,You,Self,T.bmp,0,751,Yes
A,2803,1,Group1,18,male,1,C,T,S,38,n,You,Self,T.bmp,1,637,Yes
A,2803,1,Group1,18,male,1,C,T,S,39,n,Friend,Friend,C.bmp,0,659,Yes
A,2803,1,Group1,18,male,1,C,T,S,40,m,Stranger,Self,T.bmp,0,521,No
A,2803,1,Group1,18,male,1,C,T,S,41,n,Stranger,Stranger,S.bmp,0,1031,Yes
A,2803,1,Group1,18,male,1,C,T,S,42,n,Friend,Friend,C.bmp,0,1149,Yes
A,2803,1,Group1,18,male,1,C,T,S,43,m,You,Friend,C.bmp,0,0,No
A,2803,1,Group1,18,male,1,C,T,S,44,m,Friend,Self,T.bmp,1,1129,No
A,2803,1,Group1,18,male,1,C,T,S,45,n,Stranger,Stranger,S.bmp,1,831,Yes
A,2803,1,Group1,18,male,1,C,T,S,46,m,You,Stranger,S.bmp,1,1078,No
A,2803,1,Group1,18,male,1,C,T,S,47,m,Friend,Stranger,S.bmp,0,1139,No
A,2803,1,Group1,18,male,1,C,T,S,48,m,Stranger,Friend,C.bmp,0,0,No
A,2803,1,Group1,18,male,1,C,T,S,49,m,Stranger,Friend,C.bmp,1,863,No
A,2803,1,Group1,18,male,1,C,T,S,50,m,You,Friend,C.bmp,1,901,No
A,2803,1,Group1,18,male,1,C,T,S,51,m,You,Stranger,S.bmp,1,771,No
A,2803,1,Group1,18,male,1,C,T,S,52,n,You,Self,T.bmp,0,633,Yes
A,2803,1,Group1,18,male,1,C,T,S,53,n,Friend,Friend,C.bmp,1,807,Yes
A,2803,1,Group1,18,male,1,C,T,S,54,n,Friend,Friend,C.bmp,1,589,Yes
A,2803,1,Group1,18,male,1,C,T,S,55,n,You,Self,T.bmp,1,787,Yes
A,2803,1,Group1,18,male,1,C,T,S,56,m,Stranger,Self,T.bmp,1,921,No
A,2803,1,Group1,18,male,1,C,T,S,57,m,Friend,Self,T.bmp,1,1055,No
A,2803,1,Group1,18,male,1,C,T,S,58,m,Friend,Stranger,S.bmp,1,981,No
A,2803,1,Group1,18,male,1,C,T,S,59,n,Stranger,Stranger,S.bmp,1,1084,Yes
A,2803,1,Group1,18,male,1,C,T,S,60,n,Stranger,Stranger,S.bmp,0,1002,Yes
A,2803,1,Group1,18,male,1,C,T,S,1,m,You,Friend,C.bmp,1,1047,No
A,2803,1,Group1,18,male,1,C,T,S,2,n,You,Self,T.bmp,1,862,Yes
A,2803,1,Group1,18,male,1,C,T,S,3,n,Friend,Friend,C.bmp,0,1012,Yes
A,2803,1,Group1,18,male,1,C,T,S,4,n,Stranger,Stranger,S.bmp,0,658,Yes
A,2803,1,Group1,18,male,1,C,T,S,5,n,You,Self,T.bmp,1,464,Yes
A,2803,1,Group1,18,male,1,C,T,S,6,n,Friend,Friend,C.bmp,1,990,Yes
A,2803,1,Group1,18,male,1,C,T,S,7,n,Stranger,Stranger,S.bmp,1,548,Yes
A,2803,1,Group1,18,male,1,C,T,S,8,m,Friend,Stranger,S.bmp,1,754,No
A,2803,1,Group1,18,male,1,C,T,S,9,m,Friend,Self,T.bmp,1,776,No
A,2803,1,Group1,18,male,1,C,T,S,10,m,Stranger,Self,T.bmp,1,574,No
A,2803,1,Group1,18,male,1,C,T,S,11,m,Stranger,Friend,C.bmp,0,732,No
A,2803,1,Group1,18,male,1,C,T,S,12,m,You,Stranger,S.bmp,1,418,No
A,2803,1,Group1,18,male,1,C,T,S,13,m,You,Friend,C.bmp,1,376,No
A,2803,1,Group1,18,male,1,C,T,S,14,n,Friend,Friend,C.bmp,0,510,Yes
A,2803,1,Group1,18,male,1,C,T,S,15,n,You,Self,T.bmp,1,596,Yes
A,2803,1,Group1,18,male,1,C,T,S,16,m,Friend,Stranger,S.bmp,0,650,No
A,2803,1,Group1,18,male,1,C,T,S,17,n,Stranger,Stranger,S.bmp,0,471,Yes
A,2803,1,Group1,18,male,1,C,T,S,18,m,Stranger,Self,T.bmp,1,413,No
A,2803,1,Group1,18,male,1,C,T,S,19,n,You,Self,T.bmp,1,579,Yes
A,2803,1,Group1,18,male,1,C,T,S,20,m,Stranger,Friend,C.bmp,1,665,No
A,2803,1,Group1,18,male,1,C,T,S,21,n,Stranger,Stranger,S.bmp,0,687,Yes
A,2803,1,Group1,18,male,1,C,T,S,22,m,You,Stranger,S.bmp,0,493,No
A,2803,1,Group1,18,male,1,C,T,S,23,n,Friend,Friend,C.bmp,0,587,Yes
A,2803,1,Group1,18,male,1,C,T,S,24,m,Friend,Self,T.bmp,1,489,No
A,2803,1,Group1,18,male,1,C,T,S,25,n,Friend,Friend,C.bmp,0,511,Yes
A,2803,1,Group1,18,male,1,C,T,S,26,m,Friend,Stranger,S.bmp,1,421,No
A,2803,1,Group1,18,male,1,C,T,S,27,n,Stranger,Stranger,S.bmp,1,755,Yes
A,2803,1,Group1,18,male,1,C,T,S,28,m,Stranger,Friend,C.bmp,1,649,No
A,2803,1,Group1,18,male,1,C,T,S,29,n,Friend,Friend,C.bmp,1,503,Yes
A,2803,1,Group1,18,male,1,C,T,S,30,m,You,Friend,C.bmp,1,646,No
A,2803,1,Group1,18,male,1,C,T,S,31,m,Stranger,Self,T.bmp,0,452,No
A,2803,1,Group1,18,male,1,C,T,S,32,m,You,Stranger,S.bmp,1,482,No
A,2803,1,Group1,18,male,1,C,T,S,33,n,You,Self,T.bmp,1,648,Yes
A,2803,1,Group1,18,male,1,C,T,S,34,m,Friend,Self,T.bmp,1,726,No
A,2803,1,Group1,18,male,1,C,T,S,35,n,Stranger,Stranger,S.bmp,1,451,Yes
A,2803,1,Group1,18,male,1,C,T,S,36,n,You,Self,T.bmp,0,393,Yes
A,2803,1,Group1,18,male,1,C,T,S,37,m,You,Stranger,S.bmp,0,439,No
A,2803,1,Group1,18,male,1,C,T,S,38,m,Stranger,Self,T.bmp,1,445,No
A,2803,1,Group1,18,male,1,C,T,S,39,m,Friend,Self,T.bmp,1,491,No
A,2803,1,Group1,18,male,1,C,T,S,40,n,Friend,Friend,C.bmp,0,697,Yes
A,2803,1,Group1,18,male,1,C,T,S,41,m,You,Friend,C.bmp,0,447,No
A,2803,1,Group1,18,male,1,C,T,S,42,n,You,Self,T.bmp,0,349,Yes
A,2803,1,Group1,18,male,1,C,T,S,43,n,Stranger,Stranger,S.bmp,0,764,Yes
A,2803,1,Group1,18,male,1,C,T,S,44,m,Friend,Stranger,S.bmp,0,1042,No
A,2803,1,Group1,18,male,1,C,T,S,45,n,You,Self,T.bmp,0,0,Yes
A,2803,1,Group1,18,male,1,C,T,S,46,n,Stranger,Stranger,S.bmp,0,1046,Yes
A,2803,1,Group1,18,male,1,C,T,S,47,m,Stranger,Friend,C.bmp,1,1004,No
A,2803,1,Group1,18,male,1,C,T,S,48,n,Friend,Friend,C.bmp,1,706,Yes
A,2803,1,Group1,18,male,1,C,T,S,49,m,You,Stranger,S.bmp,1,952,No
A,2803,1,Group1,18,male,1,C,T,S,50,n,Stranger,Stranger,S.bmp,0,742,Yes
A,2803,1,Group1,18,male,1,C,T,S,51,m,You,Friend,C.bmp,0,508,No
A,2803,1,Group1,18,male,1,C,T,S,52,n,Stranger,Stranger,S.bmp,0,705,Yes
A,2803,1,Group1,18,male,1,C,T,S,53,m,Stranger,Friend,C.bmp,0,0,No
A,2803,1,Group1,18,male,1,C,T,S,54,n,You,Self,T.bmp,1,493,Yes
A,2803,1,Group1,18,male,1,C,T,S,55,n,Friend,Friend,C.bmp,1,699,Yes
A,2803,1,Group1,18,male,1,C,T,S,56,m,Friend,Stranger,S.bmp,1,674,No
A,2803,1,Group1,18,male,1,C,T,S,57,n,Friend,Friend,C.bmp,1,624,Yes
A,2803,1,Group1,18,male,1,C,T,S,58,n,You,Self,T.bmp,1,646,Yes
A,2803,1,Group1,18,male,1,C,T,S,59,m,Stranger,Self,T.bmp,1,788,No
A,2803,1,Group1,18,male,1,C,T,S,60,m,Friend,Self,T.bmp,1,730,No
A,2803,2,Group1,18,male,1,C,T,S,1,n,You,Self,T.bmp,0,0,Yes
A,2803,2,Group1,18,male,1,C,T,S,2,n,Stranger,Stranger,S.bmp,0,876,Yes
A,2803,2,Group1,18,male,1,C,T,S,3,n,Friend,Friend,C.bmp,1,874,Yes
A,2803,2,Group1,18,male,1,C,T,S,4,m,Friend,Self,T.bmp,0,848,No
A,2803,2,Group1,18,male,1,C,T,S,5,n,You,Self,T.bmp,1,630,Yes
A,2803,2,Group1,18,male,1,C,T,S,6,n,Stranger,Stranger,S.bmp,1,932,Yes
A,2803,2,Group1,18,male,1,C,T,S,7,m,Friend,Stranger,S.bmp,1,554,No
A,2803,2,Group1,18,male,1,C,T,S,8,m,You,Stranger,S.bmp,1,1040,No
A,2803,2,Group1,18,male,1,C,T,S,9,m,Stranger,Friend,C.bmp,0,838,No
A,2803,2,Group1,18,male,1,C,T,S,10,n,Friend,Friend,C.bmp,1,829,Yes
A,2803,2,Group1,18,male,1,C,T,S,11,m,You,Friend,C.bmp,1,906,No
A,2803,2,Group1,18,male,1,C,T,S,12,m,Stranger,Self,T.bmp,1,936,No
A,2803,2,Group1,18,male,1,C,T,S,13,n,Stranger,Stranger,S.bmp,1,678,Yes
A,2803,2,Group1,18,male,1,C,T,S,14,m,You,Friend,C.bmp,1,772,No
A,2803,2,Group1,18,male,1,C,T,S,15,n,Friend,Friend,C.bmp,1,818,Yes
A,2803,2,Group1,18,male,1,C,T,S,16,m,Friend,Stranger,S.bmp,1,768,No
A,2803,2,Group1,18,male,1,C,T,S,17,n,You,Self,T.bmp,1,678,Yes
A,2803,2,Group1,18,male,1,C,T,S,18,m,Stranger,Friend,C.bmp,1,627,No
A,2803,2,Group1,18,male,1,C,T,S,19,m,You,Stranger,S.bmp,1,706,No
A,2803,2,Group1,18,male,1,C,T,S,20,m,Stranger,Self,T.bmp,1,664,No
A,2803,2,Group1,18,male,1,C,T,S,21,n,You,Self,T.bmp,1,757,Yes
A,2803,2,Group1,18,male,1,C,T,S,22,n,Friend,Friend,C.bmp,0,580,Yes
A,2803,2,Group1,18,male,1,C,T,S,23,n,Stranger,Stranger,S.bmp,1,722,Yes
A,2803,2,Group1,18,male,1,C,T,S,24,m,Friend,Self,T.bmp,0,928,No
A,2803,2,Group1,18,male,1,C,T,S,25,n,You,Self,T.bmp,1,510,Yes
A,2803,2,Group1,18,male,1,C,T,S,26,m,You,Stranger,S.bmp,1,932,No
A,2803,2,Group1,18,male,1,C,T,S,27,m,Stranger,Self,T.bmp,1,794,No
A,2803,2,Group1,18,male,1,C,T,S,28,m,You,Friend,C.bmp,0,752,No
A,2803,2,Group1,18,male,1,C,T,S,29,m,Friend,Self,T.bmp,1,894,No
A,2803,2,Group1,18,male,1,C,T,S,30,n,Stranger,Stranger,S.bmp,1,876,Yes
A,2803,2,Group1,18,male,1,C,T,S,31,m,Friend,Stranger,S.bmp,1,794,No
A,2803,2,Group1,18,male,1,C,T,S,32,m,Stranger,Friend,C.bmp,1,897,No
A,2803,2,Group1,18,male,1,C,T,S,33,n,Friend,Friend,C.bmp,1,799,Yes
A,2803,2,Group1,18,male,1,C,T,S,34,n,Stranger,Stranger,S.bmp,0,677,Yes
A,2803,2,Group1,18,male,1,C,T,S,35,n,You,Self,T.bmp,1,587,Yes
A,2803,2,Group1,18,male,1,C,T,S,36,n,Friend,Friend,C.bmp,1,832,Yes
A,2803,2,Group1,18,male,1,C,T,S,37,m,Friend,Self,T.bmp,1,1038,No
A,2803,2,Group1,18,male,1,C,T,S,38,n,Friend,Friend,C.bmp,1,892,Yes
A,2803,2,Group1,18,male,1,C,T,S,39,m,You,Friend,C.bmp,1,682,No
A,2803,2,Group1,18,male,1,C,T,S,40,n,Stranger,Stranger,S.bmp,1,560,Yes
A,2803,2,Group1,18,male,1,C,T,S,41,n,You,Self,T.bmp,1,854,Yes
A,2803,2,Group1,18,male,1,C,T,S,42,m,Stranger,Friend,C.bmp,1,828,No
A,2803,2,Group1,18,male,1,C,T,S,43,m,Friend,Stranger,S.bmp,1,714,No
A,2803,2,Group1,18,male,1,C,T,S,44,n,Friend,Friend,C.bmp,1,672,Yes
A,2803,2,Group1,18,male,1,C,T,S,45,m,Stranger,Self,T.bmp,1,766,No
A,2803,2,Group1,18,male,1,C,T,S,46,n,Stranger,Stranger,S.bmp,1,765,Yes
A,2803,2,Group1,18,male,1,C,T,S,47,m,You,Stranger,S.bmp,1,651,No
A,2803,2,Group1,18,male,1,C,T,S,48,n,You,Self,T.bmp,1,713,Yes
A,2803,2,Group1,18,male,1,C,T,S,49,m,Stranger,Self,T.bmp,1,791,No
A,2803,2,Group1,18,male,1,C,T,S,50,m,Friend,Self,T.bmp,1,773,No
A,2803,2,Group1,18,male,1,C,T,S,51,m,You,Stranger,S.bmp,1,683,No
A,2803,2,Group1,18,male,1,C,T,S,52,n,Friend,Friend,C.bmp,1,721,Yes
A,2803,2,Group1,18,male,1,C,T,S,53,m,Friend,Stranger,S.bmp,1,631,No
A,2803,2,Group1,18,male,1,C,T,S,54,n,You,Self,T.bmp,1,604,Yes
A,2803,2,Group1,18,male,1,C,T,S,55,n,You,Self,T.bmp,1,602,Yes
A,2803,2,Group1,18,male,1,C,T,S,56,n,Stranger,Stranger,S.bmp,0,720,Yes
A,2803,2,Group1,18,male,1,C,T,S,57,n,Friend,Friend,C.bmp,1,718,Yes
A,2803,2,Group1,18,male,1,C,T,S,58,m,Stranger,Friend,C.bmp,1,732,No
A,2803,2,Group1,18,male,1,C,T,S,59,n,Stranger,Stranger,S.bmp,0,730,Yes
A,2803,2,Group1,18,male,1,C,T,S,60,m,You,Friend,C.bmp,0,913,No
A,2803,2,Group1,18,male,1,C,T,S,1,n,Friend,Friend,C.bmp,1,824,Yes
A,2803,2,Group1,18,male,1,C,T,S,2,m,Friend,Self,T.bmp,1,894,No
A,2803,2,Group1,18,male,1,C,T,S,3,n,Stranger,Stranger,S.bmp,1,684,Yes
A,2803,2,Group1,18,male,1,C,T,S,4,n,You,Self,T.bmp,1,826,Yes
A,2803,2,Group1,18,male,1,C,T,S,5,n,Friend,Friend,C.bmp,1,687,Yes
A,2803,2,Group1,18,male,1,C,T,S,6,n,You,Self,T.bmp,1,829,Yes
A,2803,2,Group1,18,male,1,C,T,S,7,m,You,Friend,C.bmp,0,603,No
A,2803,2,Group1,18,male,1,C,T,S,8,n,Stranger,Stranger,S.bmp,1,760,Yes
A,2803,2,Group1,18,male,1,C,T,S,9,m,Stranger,Friend,C.bmp,1,1006,No
A,2803,2,Group1,18,male,1,C,T,S,10,m,Stranger,Self,T.bmp,1,725,No
A,2803,2,Group1,18,male,1,C,T,S,11,m,Friend,Stranger,S.bmp,0,755,No
A,2803,2,Group1,18,male,1,C,T,S,12,m,You,Stranger,S.bmp,1,745,No
A,2803,2,Group1,18,male,1,C,T,S,13,n,You,Self,T.bmp,1,615,Yes
A,2803,2,Group1,18,male,1,C,T,S,14,n,You,Self,T.bmp,0,389,Yes
A,2803,2,Group1,18,male,1,C,T,S,15,n,Friend,Friend,C.bmp,1,819,Yes
A,2803,2,Group1,18,male,1,C,T,S,16,m,Friend,Self,T.bmp,1,697,No
A,2803,2,Group1,18,male,1,C,T,S,17,m,Friend,Stranger,S.bmp,0,719,No
A,2803,2,Group1,18,male,1,C,T,S,18,m,Stranger,Friend,C.bmp,1,741,No
A,2803,2,Group1,18,male,1,C,T,S,19,n,Stranger,Stranger,S.bmp,1,683,Yes
A,2803,2,Group1,18,male,1,C,T,S,20,n,Friend,Friend,C.bmp,1,769,Yes
A,2803,2,Group1,18,male,1,C,T,S,21,m,You,Stranger,S.bmp,1,567,No
A,2803,2,Group1,18,male,1,C,T,S,22,n,Stranger,Stranger,S.bmp,0,829,Yes
A,2803,2,Group1,18,male,1,C,T,S,23,m,Stranger,Self,T.bmp,1,715,No
A,2803,2,Group1,18,male,1,C,T,S,24,m,You,Friend,C.bmp,0,594,No
A,2803,2,Group1,18,male,1,C,T,S,25,m,You,Friend,C.bmp,1,519,No
A,2803,2,Group1,18,male,1,C,T,S,26,m,Stranger,Self,T.bmp,1,1093,No
A,2803,2,Group1,18,male,1,C,T,S,27,m,Stranger,Friend,C.bmp,1,739,No
A,2803,2,Group1,18,male,1,C,T,S,28,m,Friend,Self,T.bmp,1,457,No
A,2803,2,Group1,18,male,1,C,T,S,29,n,Friend,Friend,C.bmp,1,583,Yes
A,2803,2,Group1,18,male,1,C,T,S,30,n,You,Self,T.bmp,1,789,Yes
A,2803,2,Group1,18,male,1,C,T,S,31,n,You,Self,T.bmp,1,451,Yes
A,2803,2,Group1,18,male,1,C,T,S,32,m,You,Stranger,S.bmp,1,697,No
A,2803,2,Group1,18,male,1,C,T,S,33,m,Friend,Stranger,S.bmp,1,671,No
A,2803,2,Group1,18,male,1,C,T,S,34,n,Stranger,Stranger,S.bmp,1,381,Yes
A,2803,2,Group1,18,male,1,C,T,S,35,n,Friend,Friend,C.bmp,1,739,Yes
A,2803,2,Group1,18,male,1,C,T,S,36,n,Stranger,Stranger,S.bmp,1,681,Yes
A,2803,2,Group1,18,male,1,C,T,S,37,n,Friend,Friend,C.bmp,1,727,Yes
A,2803,2,Group1,18,male,1,C,T,S,38,n,You,Self,T.bmp,1,542,Yes
A,2803,2,Group1,18,male,1,C,T,S,39,n,Friend,Friend,C.bmp,1,708,Yes
A,2803,2,Group1,18,male,1,C,T,S,40,n,You,Self,T.bmp,1,706,Yes
A,2803,2,Group1,18,male,1,C,T,S,41,m,Stranger,Self,T.bmp,1,480,No
A,2803,2,Group1,18,male,1,C,T,S,42,m,Friend,Self,T.bmp,0,806,No
A,2803,2,Group1,18,male,1,C,T,S,43,m,Stranger,Friend,C.bmp,1,987,No
A,2803,2,Group1,18,male,1,C,T,S,44,m,You,Stranger,S.bmp,0,681,No
A,2803,2,Group1,18,male,1,C,T,S,45,n,Stranger,Stranger,S.bmp,0,847,Yes
A,2803,2,Group1,18,male,1,C,T,S,46,m,You,Friend,C.bmp,1,853,No
A,2803,2,Group1,18,male,1,C,T,S,47,m,Friend,Stranger,S.bmp,1,763,No
A,2803,2,Group1,18,male,1,C,T,S,48,n,Stranger,Stranger,S.bmp,1,713,Yes
A,2803,2,Group1,18,male,1,C,T,S,49,m,You,Stranger,S.bmp,1,703,No
A,2803,2,Group1,18,male,1,C,T,S,50,n,You,Self,T.bmp,1,621,Yes
A,2803,2,Group1,18,male,1,C,T,S,51,m,Friend,Self,T.bmp,1,708,No
A,2803,2,Group1,18,male,1,C,T,S,52,m,Stranger,Friend,C.bmp,0,546,No
A,2803,2,Group1,18,male,1,C,T,S,53,n,Stranger,Stranger,S.bmp,0,584,Yes
A,2803,2,Group1,18,male,1,C,T,S,54,m,You,Friend,C.bmp,1,702,No
A,2803,2,Group1,18,male,1,C,T,S,55,n,Friend,Friend,C.bmp,0,547,Yes
A,2803,2,Group1,18,male,1,C,T,S,56,m,Stranger,Self,T.bmp,1,722,No
A,2803,2,Group1,18,male,1,C,T,S,57,m,Friend,Stranger,S.bmp,1,656,No
A,2803,2,Group1,18,male,1,C,T,S,58,n,Stranger,Stranger,S.bmp,1,630,Yes
A,2803,2,Group1,18,male,1,C,T,S,59,n,You,Self,T.bmp,1,868,Yes
A,2803,2,Group1,18,male,1,C,T,S,60,n,Friend,Friend,C.bmp,0,610,Yes
A,2803,3,Group1,18,male,1,C,T,S,1,n,You,Self,T.bmp,1,992,Yes
A,2803,3,Group1,18,male,1,C,T,S,2,m,Friend,Self,T.bmp,1,806,No
A,2803,3,Group1,18,male,1,C,T,S,3,n,Stranger,Stranger,S.bmp,1,884,Yes
A,2803,3,Group1,18,male,1,C,T,S,4,n,Stranger,Stranger,S.bmp,1,769,Yes
A,2803,3,Group1,18,male,1,C,T,S,5,n,Friend,Friend,C.bmp,1,647,Yes
A,2803,3,Group1,18,male,1,C,T,S,6,n,You,Self,T.bmp,1,637,Yes
A,2803,3,Group1,18,male,1,C,T,S,7,m,Stranger,Friend,C.bmp,1,795,No
A,2803,3,Group1,18,male,1,C,T,S,8,m,You,Stranger,S.bmp,1,722,No
A,2803,3,Group1,18,male,1,C,T,S,9,m,You,Friend,C.bmp,1,808,No
A,2803,3,Group1,18,male,1,C,T,S,10,n,Friend,Friend,C.bmp,1,806,Yes
A,2803,3,Group1,18,male,1,C,T,S,11,m,Friend,Stranger,S.bmp,1,699,No
A,2803,3,Group1,18,male,1,C,T,S,12,m,Stranger,Self,T.bmp,0,841,No
A,2803,3,Group1,18,male,1,C,T,S,13,m,Stranger,Friend,C.bmp,1,775,No
A,2803,3,Group1,18,male,1,C,T,S,14,m,You,Friend,C.bmp,0,764,No
A,2803,3,Group1,18,male,1,C,T,S,15,n,You,Self,T.bmp,1,746,Yes
A,2803,3,Group1,18,male,1,C,T,S,16,m,You,Stranger,S.bmp,1,656,No
A,2803,3,Group1,18,male,1,C,T,S,17,n,Friend,Friend,C.bmp,1,503,Yes
A,2803,3,Group1,18,male,1,C,T,S,18,n,Stranger,Stranger,S.bmp,0,741,Yes
A,2803,3,Group1,18,male,1,C,T,S,19,m,Stranger,Self,T.bmp,1,787,No
A,2803,3,Group1,18,male,1,C,T,S,20,m,Friend,Self,T.bmp,0,841,No
A,2803,3,Group1,18,male,1,C,T,S,21,n,Friend,Friend,C.bmp,1,1047,Yes
A,2803,3,Group1,18,male,1,C,T,S,22,n,Stranger,Stranger,S.bmp,1,765,Yes
A,2803,3,Group1,18,male,1,C,T,S,23,m,Friend,Stranger,S.bmp,1,931,No
A,2803,3,Group1,18,male,1,C,T,S,24,n,You,Self,T.bmp,1,825,Yes
A,2803,3,Group1,18,male,1,C,T,S,25,m,You,Friend,C.bmp,1,935,No
A,2803,3,Group1,18,male,1,C,T,S,26,n,Stranger,Stranger,S.bmp,1,821,Yes
A,2803,3,Group1,18,male,1,C,T,S,27,m,Friend,Self,T.bmp,1,923,No
A,2803,3,Group1,18,male,1,C,T,S,28,m,Stranger,Self,T.bmp,1,928,No
A,2803,3,Group1,18,male,1,C,T,S,29,n,Stranger,Stranger,S.bmp,1,646,Yes
A,2803,3,Group1,18,male,1,C,T,S,30,n,You,Self,T.bmp,1,772,Yes
A,2803,3,Group1,18,male,1,C,T,S,31,n,You,Self,T.bmp,1,531,Yes
A,2803,3,Group1,18,male,1,C,T,S,32,n,Friend,Friend,C.bmp,1,665,Yes
A,2803,3,Group1,18,male,1,C,T,S,33,m,You,Stranger,S.bmp,1,711,No
A,2803,3,Group1,18,male,1,C,T,S,34,n,Friend,Friend,C.bmp,1,740,Yes
A,2803,3,Group1,18,male,1,C,T,S,35,m,Friend,Stranger,S.bmp,1,722,No
A,2803,3,Group1,18,male,1,C,T,S,36,m,Stranger,Friend,C.bmp,0,640,No
A,2803,3,Group1,18,male,1,C,T,S,37,m,You,Stranger,S.bmp,1,934,No
A,2803,3,Group1,18,male,1,C,T,S,38,n,You,Self,T.bmp,1,756,Yes
A,2803,3,Group1,18,male,1,C,T,S,39,n,You,Self,T.bmp,0,755,Yes
A,2803,3,Group1,18,male,1,C,T,S,40,m,Stranger,Friend,C.bmp,0,809,No
A,2803,3,Group1,18,male,1,C,T,S,41,n,Stranger,Stranger,S.bmp,1,639,Yes
A,2803,3,Group1,18,male,1,C,T,S,42,m,Friend,Self,T.bmp,1,1053,No
A,2803,3,Group1,18,male,1,C,T,S,43,n,Friend,Friend,C.bmp,1,555,Yes
A,2803,3,Group1,18,male,1,C,T,S,44,m,You,Friend,C.bmp,1,817,No
A,2803,3,Group1,18,male,1,C,T,S,45,m,Stranger,Self,T.bmp,1,855,No
A,2803,3,Group1,18,male,1,C,T,S,46,n,Friend,Friend,C.bmp,1,804,Yes
A,2803,3,Group1,18,male,1,C,T,S,47,m,Friend,Stranger,S.bmp,1,698,No
A,2803,3,Group1,18,male,1,C,T,S,48,n,Stranger,Stranger,S.bmp,1,632,Yes
A,2803,3,Group1,18,male,1,C,T,S,49,n,Friend,Friend,C.bmp,1,926,Yes
A,2803,3,Group1,18,male,1,C,T,S,50,m,Stranger,Self,T.bmp,1,620,No
A,2803,3,Group1,18,male,1,C,T,S,51,m,Friend,Stranger,S.bmp,1,866,No
A,2803,3,Group1,18,male,1,C,T,S,52,n,You,Self,T.bmp,1,504,Yes
A,2803,3,Group1,18,male,1,C,T,S,53,m,You,Friend,C.bmp,1,759,No
A,2803,3,Group1,18,male,1,C,T,S,54,n,You,Self,T.bmp,1,405,Yes
A,2803,3,Group1,18,male,1,C,T,S,55,m,Friend,Self,T.bmp,1,755,No
A,2803,3,Group1,18,male,1,C,T,S,56,n,Friend,Friend,C.bmp,1,625,Yes
A,2803,3,Group1,18,male,1,C,T,S,57,n,Stranger,Stranger,S.bmp,1,359,Yes
A,2803,3,Group1,18,male,1,C,T,S,58,m,Stranger,Friend,C.bmp,1,965,No
A,2803,3,Group1,18,male,1,C,T,S,59,n,Stranger,Stranger,S.bmp,1,635,Yes
A,2803,3,Group1,18,male,1,C,T,S,60,m,You,Stranger,S.bmp,1,665,No
A,2803,3,Group1,18,male,1,C,T,S,1,m,Friend,Stranger,S.bmp,0,0,No
A,2803,3,Group1,18,male,1,C,T,S,2,n,You,Self,T.bmp,1,739,Yes
A,2803,3,Group1,18,male,1,C,T,S,3,n,Friend,Friend,C.bmp,1,833,Yes
A,2803,3,Group1,18,male,1,C,T,S,4,n,You,Self,T.bmp,1,831,Yes
A,2803,3,Group1,18,male,1,C,T,S,5,m,Stranger,Self,T.bmp,1,581,No
A,2803,3,Group1,18,male,1,C,T,S,6,m,Stranger,Friend,C.bmp,0,523,No
A,2803,3,Group1,18,male,1,C,T,S,7,m,You,Friend,C.bmp,1,833,No
