Participant,Association,Scale,SelfStrongMatch,SelfWeakMatch,StrangerStrongMatch,StrangerWeakMatch,SelfStrongMismatch,SelfWeakMismatch,StrangerStrongMismatch,StrangerWeakMismatch,,,,,,,StrongMatchPrio,WeakMatchPrio,StrongMismatchPrio,WeakMismatchPrio
27,Sad,65,0.85999772,0.906869718,0.816523619,0.841854768,0.941503071,0.915430661,0.949349252,0.911898399,,,,,,,-0.0434741,-0.065014949,0.007846181,-0.003532262
28,Sad,90,0.78513812,0.819276448,0.966326341,0.912807021,0.911872924,0.908992847,0.908496529,0.876840248,,,,,,,0.181188221,0.093530573,-0.003376394,-0.032152599
31,Sad,73,1.177458761,1.144468044,1.128159224,1.207059916,0.966034655,1.14264972,0.915136324,1.053025902,,,,,,,-0.049299537,0.062591871,-0.050898331,-0.089623817
32,Sad,48,0.892553859,1.013039113,0.993789441,1.136022873,1.165529491,1.091945504,0.992869779,1.070866345,,,,,,,0.101235582,0.122983759,-0.172659712,-0.021079159
35,Sad,90,0.816910241,0.859979796,0.88770317,1.01283195,1.009314773,1.037230122,0.973882549,1.048373336,,,,,,,0.070792928,0.152852154,-0.035432224,0.011143214
36,Sad,70,0.894228316,0.834011278,0.876411122,0.93076718,0.971414234,1.008418545,0.893137899,0.933107294,,,,,,,-0.017817193,0.096755902,-0.078276335,-0.075311252
39,Sad,2,0.747500927,0.796502804,0.786514594,0.788034869,0.857613214,0.912179808,0.867941207,0.889977519,,,,,,,0.039013667,-0.008467935,0.010327993,-0.022202289
40,Sad,27,0.829093432,0.830565969,0.8221525,1.017740129,0.995465577,0.939369298,0.940688223,0.928811585,,,,,,,-0.006940932,0.18717416,-0.054777354,-0.010557713
43,Sad,50,0.89841454,0.935318428,0.870934159,0.938711733,0.929495304,0.956821486,0.869872206,0.908273218,,,,,,,-0.027480382,0.003393304,-0.059623099,-0.048548268
44,Sad,85,0.760618261,0.758128601,0.884692762,0.845226157,0.768567252,0.833454201,0.811637483,0.804740876,,,,,,,0.1240745,0.087097556,0.04307023,-0.028713324
47,Sad,86,0.918061381,0.950164876,1.087870755,1.112972298,0.994601391,1.040893823,0.968074541,1.032684684,,,,,,,0.169809374,0.162807421,-0.02652685,-0.00820914
48,Sad,88,0.8516869,0.868643946,0.953447378,0.947283673,1.008958685,0.998671755,0.898089469,0.919283006,,,,,,,0.101760477,0.078639727,-0.110869216,-0.079388749
51,Sad,50,0.83207689,0.798894583,0.847610252,0.877804489,0.825795528,0.829255849,0.760666083,0.813764892,,,,,,,0.015533362,0.078909905,-0.065129445,-0.015490957
52,Sad,96,0.935922032,0.953022581,1.043962259,1.036199333,1.069246074,1.019095491,0.850196346,1.016032432,,,,,,,0.108040227,0.083176752,-0.219049728,-0.003063059
55,Sad,81,0.923246082,1.015044026,0.795547398,0.808984355,1.002068484,0.986164483,1.0429417,1.059064346,,,,,,,-0.127698684,-0.206059672,0.040873217,0.072899863
56,Sad,20,0.692056782,0.739789283,0.76035747,0.831769622,0.852520931,0.856339697,0.799837455,0.826046146,,,,,,,0.068300688,0.091980339,-0.052683476,-0.03029355
,,,0.840640578,0.862186392,0.883641416,0.931693527,0.939497283,0.945050458,0.886464932,0.927301983,,,,,,,,,,
