"","Subject","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC","blocktype"
"2541",285704893,"Nonmatching","Friend","Friend","Close",1056,1.056,1,"mixed"
"2542",285704893,"Nonmatching","Friend","Friend","Close",640,0.64,1,"mixed"
"2543",285704893,"Nonmatching","Friend","Friend","Close",834,0.834,1,"mixed"
"2544",285704893,"Nonmatching","Friend","Friend","Close",522,0.522,1,"mixed"
"2545",285704893,"Nonmatching","Friend","Friend","Close",652,0.652,1,"mixed"
"2546",285704893,"Nonmatching","Self","Self","Self",616,0.616,1,"blocked"
"2547",285704893,"Nonmatching","Self","Self","Self",787,0.787,1,"blocked"
"2548",285704893,"Nonmatching","Self","Self","Self",669,0.669,1,"blocked"
"2549",285704893,"Nonmatching","Self","Self","Self",666,0.666,1,"blocked"
"2550",285704893,"Nonmatching","Self","Self","Self",525,0.525,1,"blocked"
"2551",285704893,"Nonmatching","Self","Self","Self",704,0.704,1,"blocked"
"2552",285704893,"Nonmatching","Self","Self","Self",613,0.613,1,"blocked"
"2553",285704893,"Nonmatching","Self","Self","Self",575,0.575,1,"blocked"
"2554",285704893,"Nonmatching","Self","Self","Self",697,0.697,1,"blocked"
"2555",285704893,"Nonmatching","Self","Self","Self",815,0.815,1,"blocked"
"2556",285704893,"Nonmatching","Self","Self","Self",691,0.691,1,"blocked"
"2557",285704893,"Nonmatching","Self","Self","Self",572,0.572,1,"blocked"
"2558",285704893,"Nonmatching","Self","Self","Self",686,0.686,1,"blocked"
"2559",285704893,"Nonmatching","Self","Self","Self",659,0.659,1,"blocked"
"2560",285704893,"Nonmatching","Self","Self","Self",574,0.574,1,"blocked"
"2561",285704893,"Nonmatching","Self","Self","Self",748,0.748,1,"blocked"
"2562",285704893,"Nonmatching","Self","Self","Self",533,0.533,1,"blocked"
"2563",285704893,"Nonmatching","Self","Self","Self",504,0.504,1,"blocked"
"2564",285704893,"Nonmatching","Self","Self","Self",572,0.572,1,"blocked"
"2565",285704893,"Nonmatching","Self","Self","Self",577,0.577,1,"blocked"
"2566",285704893,"Nonmatching","Self","Self","Self",504,0.504,1,"blocked"
"2567",285704893,"Nonmatching","Self","Self","Self",847,0.847,1,"blocked"
"2568",285704893,"Nonmatching","Self","Self","Self",486,0.486,1,"blocked"
"2569",285704893,"Nonmatching","Self","Self","Self",512,0.512,1,"blocked"
"2570",285704893,"Nonmatching","Self","Self","Self",559,0.559,1,"blocked"
"2571",285704893,"Nonmatching","Self","Self","Self",618,0.618,1,"blocked"
"2572",285704893,"Nonmatching","Self","Self","Self",465,0.465,1,"blocked"
"2573",285704893,"Nonmatching","Self","Self","Self",694,0.694,1,"blocked"
"2574",285704893,"Nonmatching","Self","Self","Self",546,0.546,1,"blocked"
"2575",285704893,"Nonmatching","Self","Self","Self",412,0.412,0,"blocked"
"2576",285704893,"Nonmatching","Self","Self","Self",637,0.637,1,"mixed"
"2577",285704893,"Nonmatching","Self","Self","Self",584,0.584,1,"mixed"
"2578",285704893,"Nonmatching","Self","Self","Self",762,0.762,1,"mixed"
"2579",285704893,"Nonmatching","Self","Self","Self",638,0.638,1,"mixed"
"2580",285704893,"Nonmatching","Self","Self","Self",781,0.781,1,"mixed"
"2581",285704893,"Nonmatching","Self","Self","Self",777,0.777,1,"mixed"
"2582",285704893,"Nonmatching","Self","Self","Self",583,0.583,1,"mixed"
"2583",285704893,"Nonmatching","Self","Self","Self",916,0.916,1,"mixed"
"2584",285704893,"Nonmatching","Self","Self","Self",711,0.711,1,"mixed"
"2585",285704893,"Nonmatching","Self","Self","Self",620,0.62,1,"mixed"
"2586",285704893,"Nonmatching","Self","Self","Self",621,0.621,1,"mixed"
"2587",285704893,"Nonmatching","Self","Self","Self",753,0.753,1,"mixed"
"2588",285704893,"Nonmatching","Self","Self","Self",456,0.456,1,"mixed"
"2589",285704893,"Nonmatching","Self","Self","Self",666,0.666,1,"mixed"
"2590",285704893,"Nonmatching","Self","Self","Self",498,0.498,0,"mixed"
"2591",285704893,"Nonmatching","Self","Self","Self",503,0.503,1,"mixed"
"2592",285704893,"Nonmatching","Self","Self","Self",638,0.638,1,"mixed"
"2593",285704893,"Nonmatching","Self","Self","Self",876,0.876,1,"mixed"
"2594",285704893,"Nonmatching","Self","Self","Self",840,0.84,1,"mixed"
"2595",285704893,"Nonmatching","Self","Self","Self",889,0.889,1,"mixed"
"2596",285704893,"Nonmatching","Self","Self","Self",559,0.559,1,"mixed"
"2597",285704893,"Nonmatching","Self","Self","Self",659,0.659,1,"mixed"
"2598",285704893,"Nonmatching","Self","Self","Self",826,0.826,1,"mixed"
"2599",285704893,"Nonmatching","Self","Self","Self",544,0.544,1,"mixed"
"2600",285704893,"Nonmatching","Self","Self","Self",517,0.517,1,"mixed"
"2601",285704893,"Nonmatching","Self","Self","Self",565,0.565,1,"mixed"
"2602",285704893,"Nonmatching","Self","Self","Self",466,0.466,1,"mixed"
"2603",285704893,"Nonmatching","Self","Self","Self",626,0.626,1,"mixed"
"2604",285704893,"Nonmatching","Self","Self","Self",523,0.523,1,"mixed"
"2605",285704893,"Nonmatching","Self","Self","Self",528,0.528,1,"mixed"
"2606",285704893,"Nonmatching","Stranger","Stranger","Stranger",1120,1.12,1,"blocked"
"2607",285704893,"Nonmatching","Stranger","Stranger","Stranger",722,0.722,1,"blocked"
"2608",285704893,"Nonmatching","Stranger","Stranger","Stranger",770,0.77,1,"blocked"
"2609",285704893,"Nonmatching","Stranger","Stranger","Stranger",627,0.627,1,"blocked"
"2610",285704893,"Nonmatching","Stranger","Stranger","Stranger",691,0.691,1,"blocked"
"2611",285704893,"Nonmatching","Stranger","Stranger","Stranger",614,0.614,1,"blocked"
"2612",285704893,"Nonmatching","Stranger","Stranger","Stranger",673,0.673,1,"blocked"
"2613",285704893,"Nonmatching","Stranger","Stranger","Stranger",713,0.713,1,"blocked"
"2614",285704893,"Nonmatching","Stranger","Stranger","Stranger",716,0.716,1,"blocked"
"2615",285704893,"Nonmatching","Stranger","Stranger","Stranger",669,0.669,1,"blocked"
"2616",285704893,"Nonmatching","Stranger","Stranger","Stranger",831,0.831,1,"blocked"
"2617",285704893,"Nonmatching","Stranger","Stranger","Stranger",789,0.789,1,"blocked"
"2618",285704893,"Nonmatching","Stranger","Stranger","Stranger",558,0.558,1,"blocked"
"2619",285704893,"Nonmatching","Stranger","Stranger","Stranger",602,0.602,1,"blocked"
"2620",285704893,"Nonmatching","Stranger","Stranger","Stranger",577,0.577,1,"blocked"
"2621",285704893,"Nonmatching","Stranger","Stranger","Stranger",569,0.569,1,"blocked"
"2622",285704893,"Nonmatching","Stranger","Stranger","Stranger",540,0.54,1,"blocked"
"2623",285704893,"Nonmatching","Stranger","Stranger","Stranger",723,0.723,1,"blocked"
"2624",285704893,"Nonmatching","Stranger","Stranger","Stranger",511,0.511,1,"blocked"
"2625",285704893,"Nonmatching","Stranger","Stranger","Stranger",554,0.554,0,"blocked"
"2626",285704893,"Nonmatching","Stranger","Stranger","Stranger",404,0.404,1,"blocked"
"2627",285704893,"Nonmatching","Stranger","Stranger","Stranger",712,0.712,1,"blocked"
"2628",285704893,"Nonmatching","Stranger","Stranger","Stranger",643,0.643,1,"blocked"
"2629",285704893,"Nonmatching","Stranger","Stranger","Stranger",500,0.5,1,"blocked"
"2630",285704893,"Nonmatching","Stranger","Stranger","Stranger",568,0.568,1,"blocked"
"2631",285704893,"Nonmatching","Stranger","Stranger","Stranger",610,0.61,1,"blocked"
"2632",285704893,"Nonmatching","Stranger","Stranger","Stranger",498,0.498,1,"blocked"
"2633",285704893,"Nonmatching","Stranger","Stranger","Stranger",642,0.642,1,"blocked"
"2634",285704893,"Nonmatching","Stranger","Stranger","Stranger",480,0.48,1,"blocked"
"2635",285704893,"Nonmatching","Stranger","Stranger","Stranger",701,0.701,1,"blocked"
"2636",285704893,"Nonmatching","Stranger","Stranger","Stranger",689,0.689,1,"mixed"
"2637",285704893,"Nonmatching","Stranger","Stranger","Stranger",800,0.8,1,"mixed"
"2638",285704893,"Nonmatching","Stranger","Stranger","Stranger",682,0.682,1,"mixed"
"2639",285704893,"Nonmatching","Stranger","Stranger","Stranger",833,0.833,1,"mixed"
"2640",285704893,"Nonmatching","Stranger","Stranger","Stranger",691,0.691,1,"mixed"
"2641",285704893,"Nonmatching","Stranger","Stranger","Stranger",675,0.675,1,"mixed"
"2642",285704893,"Nonmatching","Stranger","Stranger","Stranger",742,0.742,1,"mixed"
"2643",285704893,"Nonmatching","Stranger","Stranger","Stranger",755,0.755,1,"mixed"
"2644",285704893,"Nonmatching","Stranger","Stranger","Stranger",832,0.832,1,"mixed"
"2645",285704893,"Nonmatching","Stranger","Stranger","Stranger",571,0.571,1,"mixed"
"2646",285704893,"Nonmatching","Stranger","Stranger","Stranger",872,0.872,1,"mixed"
"2647",285704893,"Nonmatching","Stranger","Stranger","Stranger",690,0.69,1,"mixed"
"2648",285704893,"Nonmatching","Stranger","Stranger","Stranger",934,0.934,1,"mixed"
"2649",285704893,"Nonmatching","Stranger","Stranger","Stranger",564,0.564,1,"mixed"
"2650",285704893,"Nonmatching","Stranger","Stranger","Stranger",544,0.544,1,"mixed"
"2651",285704893,"Nonmatching","Stranger","Stranger","Stranger",559,0.559,1,"mixed"
"2652",285704893,"Nonmatching","Stranger","Stranger","Stranger",740,0.74,1,"mixed"
"2653",285704893,"Nonmatching","Stranger","Stranger","Stranger",951,0.951,0,"mixed"
"2654",285704893,"Nonmatching","Stranger","Stranger","Stranger",835,0.835,1,"mixed"
"2655",285704893,"Nonmatching","Stranger","Stranger","Stranger",592,0.592,1,"mixed"
"2656",285704893,"Nonmatching","Stranger","Stranger","Stranger",864,0.864,1,"mixed"
"2657",285704893,"Nonmatching","Stranger","Stranger","Stranger",566,0.566,0,"mixed"
"2658",285704893,"Nonmatching","Stranger","Stranger","Stranger",588,0.588,1,"mixed"
"2659",285704893,"Nonmatching","Stranger","Stranger","Stranger",566,0.566,1,"mixed"
"2660",285704893,"Nonmatching","Stranger","Stranger","Stranger",760,0.76,1,"mixed"
"2661",285704893,"Nonmatching","Stranger","Stranger","Stranger",692,0.692,1,"mixed"
"2662",285704893,"Nonmatching","Stranger","Stranger","Stranger",865,0.865,1,"mixed"
"2663",285704893,"Nonmatching","Stranger","Stranger","Stranger",528,0.528,1,"mixed"
"2664",285704893,"Nonmatching","Stranger","Stranger","Stranger",712,0.712,1,"mixed"
"2665",314311395,"Matching","Friend","Friend","Close",775,0.775,1,"mixed"
"2666",314311395,"Matching","Friend","Friend","Close",876,0.876,0,"mixed"
"2667",314311395,"Matching","Friend","Friend","Close",1200,1.2,1,"mixed"
"2668",314311395,"Matching","Friend","Friend","Close",1217,1.217,0,"mixed"
"2669",314311395,"Matching","Friend","Friend","Close",1257,1.257,1,"mixed"
"2670",314311395,"Matching","Friend","Friend","Close",1057,1.057,1,"mixed"
"2671",314311395,"Matching","Friend","Friend","Close",995,0.995,1,"mixed"
"2672",314311395,"Matching","Friend","Friend","Close",977,0.977,0,"mixed"
"2673",314311395,"Matching","Friend","Friend","Close",785,0.785,1,"mixed"
"2674",314311395,"Matching","Friend","Friend","Close",851,0.851,0,"mixed"
"2675",314311395,"Matching","Friend","Friend","Close",1145,1.145,1,"mixed"
"2676",314311395,"Matching","Friend","Friend","Close",794,0.794,1,"mixed"
"2677",314311395,"Matching","Friend","Friend","Close",922,0.922,0,"mixed"
"2678",314311395,"Matching","Friend","Friend","Close",908,0.908,1,"mixed"
"2679",314311395,"Matching","Friend","Friend","Close",751,0.751,1,"mixed"
"2680",314311395,"Matching","Friend","Friend","Close",845,0.845,0,"blocked"
"2681",314311395,"Matching","Friend","Friend","Close",553,0.553,1,"blocked"
"2682",314311395,"Matching","Friend","Friend","Close",585,0.585,0,"blocked"
"2683",314311395,"Matching","Friend","Friend","Close",1276,1.276,1,"blocked"
"2684",314311395,"Matching","Friend","Friend","Close",681,0.681,1,"blocked"
"2685",314311395,"Matching","Friend","Friend","Close",433,0.433,1,"blocked"
"2686",314311395,"Matching","Friend","Friend","Close",407,0.407,1,"blocked"
"2687",314311395,"Matching","Friend","Friend","Close",639,0.639,0,"blocked"
"2688",314311395,"Matching","Friend","Friend","Close",989,0.989,1,"blocked"
"2689",314311395,"Matching","Friend","Friend","Close",563,0.563,1,"blocked"
"2690",314311395,"Matching","Friend","Friend","Close",563,0.563,1,"blocked"
"2691",314311395,"Matching","Friend","Friend","Close",515,0.515,1,"blocked"
"2692",314311395,"Matching","Friend","Friend","Close",523,0.523,1,"blocked"
"2693",314311395,"Matching","Friend","Friend","Close",747,0.747,1,"blocked"
"2694",314311395,"Matching","Friend","Friend","Close",683,0.683,1,"blocked"
"2695",314311395,"Matching","Friend","Friend","Close",411,0.411,1,"blocked"
"2696",314311395,"Matching","Friend","Friend","Close",747,0.747,1,"blocked"
"2697",314311395,"Matching","Friend","Friend","Close",507,0.507,1,"blocked"
"2698",314311395,"Matching","Friend","Friend","Close",547,0.547,1,"blocked"
"2699",314311395,"Matching","Friend","Friend","Close",427,0.427,1,"blocked"
"2700",314311395,"Matching","Friend","Friend","Close",363,0.363,1,"blocked"
"2701",314311395,"Matching","Friend","Friend","Close",563,0.563,1,"blocked"
"2702",314311395,"Matching","Friend","Friend","Close",499,0.499,1,"blocked"
"2703",314311395,"Matching","Friend","Friend","Close",427,0.427,1,"blocked"
"2704",314311395,"Matching","Friend","Friend","Close",451,0.451,1,"blocked"
"2705",314311395,"Matching","Friend","Friend","Close",531,0.531,1,"blocked"
"2706",314311395,"Matching","Friend","Friend","Close",587,0.587,1,"blocked"
"2707",314311395,"Matching","Friend","Friend","Close",405,0.405,1,"blocked"
"2708",314311395,"Matching","Friend","Friend","Close",693,0.693,1,"blocked"
"2709",314311395,"Matching","Friend","Friend","Close",447,0.447,1,"blocked"
"2710",314311395,"Matching","Friend","Friend","Close",625,0.625,1,"mixed"
"2711",314311395,"Matching","Friend","Friend","Close",1050,1.05,1,"mixed"
"2712",314311395,"Matching","Friend","Friend","Close",787,0.787,1,"mixed"
"2713",314311395,"Matching","Friend","Friend","Close",955,0.955,1,"mixed"
"2714",314311395,"Matching","Friend","Friend","Close",731,0.731,1,"mixed"
"2715",314311395,"Matching","Friend","Friend","Close",778,0.778,1,"mixed"
"2716",314311395,"Matching","Friend","Friend","Close",906,0.906,1,"mixed"
"2717",314311395,"Matching","Friend","Friend","Close",863,0.863,0,"mixed"
"2718",314311395,"Matching","Friend","Friend","Close",765,0.765,1,"mixed"
"2719",314311395,"Matching","Self","Self","Self",743,0.743,1,"mixed"
"2720",314311395,"Matching","Self","Self","Self",1222,1.222,0,"mixed"
"2721",314311395,"Matching","Self","Self","Self",1188,1.188,1,"mixed"
"2722",314311395,"Matching","Self","Self","Self",956,0.956,1,"mixed"
"2723",314311395,"Matching","Self","Self","Self",701,0.701,1,"mixed"
"2724",314311395,"Matching","Self","Self","Self",1197,1.197,1,"mixed"
"2725",314311395,"Matching","Self","Self","Self",653,0.653,1,"mixed"
"2726",314311395,"Matching","Self","Self","Self",848,0.848,1,"mixed"
"2727",314311395,"Matching","Self","Self","Self",660,0.66,0,"mixed"
"2728",314311395,"Matching","Self","Self","Self",436,0.436,1,"mixed"
"2729",314311395,"Matching","Self","Self","Self",900,0.9,1,"blocked"
"2730",314311395,"Matching","Self","Self","Self",934,0.934,0,"blocked"
"2731",314311395,"Matching","Self","Self","Self",629,0.629,0,"blocked"
"2732",314311395,"Matching","Self","Self","Self",525,0.525,0,"blocked"
"2733",314311395,"Matching","Self","Self","Self",607,0.607,1,"blocked"
"2734",314311395,"Matching","Self","Self","Self",607,0.607,1,"blocked"
"2735",314311395,"Matching","Self","Self","Self",580,0.58,0,"blocked"
"2736",314311395,"Matching","Self","Self","Self",614,0.614,1,"blocked"
"2737",314311395,"Matching","Self","Self","Self",1046,1.046,1,"blocked"
"2738",314311395,"Matching","Self","Self","Self",481,0.481,1,"blocked"
"2739",314311395,"Matching","Self","Self","Self",738,0.738,1,"blocked"
"2740",314311395,"Matching","Self","Self","Self",506,0.506,1,"blocked"
"2741",314311395,"Matching","Self","Self","Self",554,0.554,1,"blocked"
"2742",314311395,"Matching","Self","Self","Self",634,0.634,1,"blocked"
"2743",314311395,"Matching","Self","Self","Self",602,0.602,1,"blocked"
"2744",314311395,"Matching","Self","Self","Self",978,0.978,1,"blocked"
"2745",314311395,"Matching","Self","Self","Self",538,0.538,1,"blocked"
"2746",314311395,"Matching","Self","Self","Self",578,0.578,1,"blocked"
"2747",314311395,"Matching","Self","Self","Self",498,0.498,1,"blocked"
"2748",314311395,"Matching","Self","Self","Self",458,0.458,1,"blocked"
"2749",314311395,"Matching","Self","Self","Self",594,0.594,1,"blocked"
"2750",314311395,"Matching","Self","Self","Self",618,0.618,1,"blocked"
"2751",314311395,"Matching","Self","Self","Self",698,0.698,1,"blocked"
"2752",314311395,"Matching","Self","Self","Self",570,0.57,1,"blocked"
"2753",314311395,"Matching","Self","Self","Self",481,0.481,1,"blocked"
"2754",314311395,"Matching","Self","Self","Self",625,0.625,1,"blocked"
"2755",314311395,"Matching","Self","Self","Self",513,0.513,1,"blocked"
"2756",314311395,"Matching","Self","Self","Self",417,0.417,0,"blocked"
"2757",314311395,"Matching","Self","Self","Self",537,0.537,1,"blocked"
"2758",314311395,"Matching","Self","Self","Self",425,0.425,1,"blocked"
"2759",314311395,"Matching","Self","Self","Self",830,0.83,1,"mixed"
"2760",314311395,"Matching","Self","Self","Self",811,0.811,1,"mixed"
"2761",314311395,"Matching","Self","Self","Self",1025,1.025,1,"mixed"
"2762",314311395,"Matching","Self","Self","Self",755,0.755,0,"mixed"
"2763",314311395,"Matching","Self","Self","Self",871,0.871,1,"mixed"
"2764",314311395,"Matching","Self","Self","Self",936,0.936,1,"mixed"
"2765",314311395,"Matching","Self","Self","Self",756,0.756,1,"mixed"
"2766",314311395,"Matching","Self","Self","Self",817,0.817,1,"mixed"
"2767",314311395,"Matching","Self","Self","Self",658,0.658,1,"mixed"
"2768",314311395,"Matching","Self","Self","Self",783,0.783,1,"mixed"
"2769",314311395,"Matching","Self","Self","Self",632,0.632,1,"mixed"
"2770",314311395,"Matching","Self","Self","Self",871,0.871,1,"mixed"
"2771",314311395,"Matching","Self","Self","Self",554,0.554,1,"mixed"
"2772",314311395,"Matching","Self","Self","Self",846,0.846,0,"mixed"
"2773",314311395,"Matching","Self","Self","Self",571,0.571,0,"mixed"
"2774",314311395,"Matching","Self","Self","Self",634,0.634,1,"mixed"
"2775",314311395,"Matching","Self","Self","Self",787,0.787,1,"mixed"
"2776",314311395,"Matching","Self","Self","Self",594,0.594,1,"mixed"
"2777",314311395,"Matching","Self","Self","Self",857,0.857,1,"mixed"
"2778",314311395,"Matching","Stranger","Stranger","Stranger",735,0.735,1,"mixed"
"2779",314311395,"Matching","Stranger","Stranger","Stranger",1046,1.046,0,"mixed"
"2780",314311395,"Matching","Stranger","Stranger","Stranger",1022,1.022,0,"mixed"
"2781",314311395,"Matching","Stranger","Stranger","Stranger",1003,1.003,1,"mixed"
"2782",314311395,"Matching","Stranger","Stranger","Stranger",1071,1.071,0,"mixed"
"2783",314311395,"Matching","Stranger","Stranger","Stranger",949,0.949,1,"mixed"
"2784",314311395,"Matching","Stranger","Stranger","Stranger",1244,1.244,0,"mixed"
"2785",314311395,"Matching","Stranger","Stranger","Stranger",669,0.669,0,"mixed"
"2786",314311395,"Matching","Stranger","Stranger","Stranger",539,0.539,0,"mixed"
"2787",314311395,"Matching","Stranger","Stranger","Stranger",510,0.51,1,"blocked"
"2788",314311395,"Matching","Stranger","Stranger","Stranger",751,0.751,0,"blocked"
"2789",314311395,"Matching","Stranger","Stranger","Stranger",521,0.521,1,"blocked"
"2790",314311395,"Matching","Stranger","Stranger","Stranger",543,0.543,1,"blocked"
"2791",314311395,"Matching","Stranger","Stranger","Stranger",535,0.535,1,"blocked"
"2792",314311395,"Matching","Stranger","Stranger","Stranger",520,0.52,1,"blocked"
"2793",314311395,"Matching","Stranger","Stranger","Stranger",503,0.503,1,"blocked"
"2794",314311395,"Matching","Stranger","Stranger","Stranger",430,0.43,1,"blocked"
"2795",314311395,"Matching","Stranger","Stranger","Stranger",566,0.566,1,"blocked"
"2796",314311395,"Matching","Stranger","Stranger","Stranger",446,0.446,1,"blocked"
"2797",314311395,"Matching","Stranger","Stranger","Stranger",510,0.51,1,"blocked"
"2798",314311395,"Matching","Stranger","Stranger","Stranger",510,0.51,1,"blocked"
"2799",314311395,"Matching","Stranger","Stranger","Stranger",502,0.502,1,"blocked"
"2800",314311395,"Matching","Stranger","Stranger","Stranger",414,0.414,1,"blocked"
"2801",314311395,"Matching","Stranger","Stranger","Stranger",478,0.478,1,"blocked"
"2802",314311395,"Matching","Stranger","Stranger","Stranger",430,0.43,1,"blocked"
"2803",314311395,"Matching","Stranger","Stranger","Stranger",574,0.574,1,"blocked"
"2804",314311395,"Matching","Stranger","Stranger","Stranger",438,0.438,1,"blocked"
"2805",314311395,"Matching","Stranger","Stranger","Stranger",574,0.574,1,"blocked"
"2806",314311395,"Matching","Stranger","Stranger","Stranger",462,0.462,1,"blocked"
"2807",314311395,"Matching","Stranger","Stranger","Stranger",422,0.422,1,"blocked"
"2808",314311395,"Matching","Stranger","Stranger","Stranger",614,0.614,1,"blocked"
"2809",314311395,"Matching","Stranger","Stranger","Stranger",414,0.414,1,"blocked"
"2810",314311395,"Matching","Stranger","Stranger","Stranger",414,0.414,1,"blocked"
"2811",314311395,"Matching","Stranger","Stranger","Stranger",470,0.47,1,"blocked"
"2812",314311395,"Matching","Stranger","Stranger","Stranger",454,0.454,1,"blocked"
"2813",314311395,"Matching","Stranger","Stranger","Stranger",645,0.645,1,"blocked"
"2814",314311395,"Matching","Stranger","Stranger","Stranger",461,0.461,1,"blocked"
"2815",314311395,"Matching","Stranger","Stranger","Stranger",477,0.477,1,"blocked"
"2816",314311395,"Matching","Stranger","Stranger","Stranger",593,0.593,0,"mixed"
"2817",314311395,"Matching","Stranger","Stranger","Stranger",1054,1.054,0,"mixed"
"2818",314311395,"Matching","Stranger","Stranger","Stranger",1177,1.177,1,"mixed"
"2819",314311395,"Matching","Stranger","Stranger","Stranger",1103,1.103,0,"mixed"
"2820",314311395,"Matching","Stranger","Stranger","Stranger",1254,1.254,1,"mixed"
"2821",314311395,"Matching","Stranger","Stranger","Stranger",765,0.765,1,"mixed"
"2822",314311395,"Matching","Stranger","Stranger","Stranger",741,0.741,1,"mixed"
"2823",314311395,"Matching","Stranger","Stranger","Stranger",1172,1.172,1,"mixed"
"2824",314311395,"Matching","Stranger","Stranger","Stranger",787,0.787,0,"mixed"
"2825",314311395,"Matching","Stranger","Stranger","Stranger",1070,1.07,1,"mixed"
"2826",314311395,"Matching","Stranger","Stranger","Stranger",817,0.817,1,"mixed"
"2827",314311395,"Matching","Stranger","Stranger","Stranger",968,0.968,0,"mixed"
"2828",314311395,"Matching","Stranger","Stranger","Stranger",846,0.846,0,"mixed"
"2829",314311395,"Matching","Stranger","Stranger","Stranger",805,0.805,1,"mixed"
"2830",314311395,"Matching","Stranger","Stranger","Stranger",987,0.987,0,"mixed"
"2831",314311395,"Matching","Stranger","Stranger","Stranger",1070,1.07,1,"mixed"
"2832",314311395,"Matching","Stranger","Stranger","Stranger",801,0.801,0,"mixed"
"2833",314311395,"Matching","Stranger","Stranger","Stranger",917,0.917,1,"mixed"
"2834",314311395,"Nonmatching","Friend","Friend","Close",919,0.919,1,"mixed"
"2835",314311395,"Nonmatching","Friend","Friend","Close",759,0.759,1,"mixed"
"2836",314311395,"Nonmatching","Friend","Friend","Close",962,0.962,1,"mixed"
"2837",314311395,"Nonmatching","Friend","Friend","Close",757,0.757,1,"mixed"
"2838",314311395,"Nonmatching","Friend","Friend","Close",1005,1.005,0,"mixed"
"2839",314311395,"Nonmatching","Friend","Friend","Close",901,0.901,1,"blocked"
"2840",314311395,"Nonmatching","Friend","Friend","Close",711,0.711,0,"blocked"
"2841",314311395,"Nonmatching","Friend","Friend","Close",639,0.639,1,"blocked"
"2842",314311395,"Nonmatching","Friend","Friend","Close",823,0.823,1,"blocked"
"2843",314311395,"Nonmatching","Friend","Friend","Close",654,0.654,1,"blocked"
"2844",314311395,"Nonmatching","Friend","Friend","Close",779,0.779,1,"blocked"
"2845",314311395,"Nonmatching","Friend","Friend","Close",698,0.698,1,"blocked"
"2846",314311395,"Nonmatching","Friend","Friend","Close",703,0.703,1,"blocked"
"2847",314311395,"Nonmatching","Friend","Friend","Close",554,0.554,1,"blocked"
"2848",314311395,"Nonmatching","Friend","Friend","Close",618,0.618,1,"blocked"
"2849",314311395,"Nonmatching","Friend","Friend","Close",625,0.625,1,"blocked"
"2850",314311395,"Nonmatching","Friend","Friend","Close",513,0.513,1,"blocked"
"2851",314311395,"Nonmatching","Friend","Friend","Close",577,0.577,1,"blocked"
"2852",314311395,"Nonmatching","Friend","Friend","Close",721,0.721,1,"blocked"
"2853",314311395,"Nonmatching","Friend","Friend","Close",561,0.561,1,"blocked"
"2854",314311395,"Nonmatching","Friend","Friend","Close",559,0.559,0,"blocked"
"2855",314311395,"Nonmatching","Friend","Friend","Close",590,0.59,0,"blocked"
"2856",314311395,"Nonmatching","Friend","Friend","Close",833,0.833,1,"blocked"
"2857",314311395,"Nonmatching","Friend","Friend","Close",838,0.838,1,"blocked"
"2858",314311395,"Nonmatching","Friend","Friend","Close",818,0.818,1,"blocked"
"2859",314311395,"Nonmatching","Friend","Friend","Close",743,0.743,1,"blocked"
"2860",314311395,"Nonmatching","Friend","Friend","Close",686,0.686,1,"blocked"
"2861",314311395,"Nonmatching","Friend","Friend","Close",598,0.598,1,"blocked"
"2862",314311395,"Nonmatching","Friend","Friend","Close",606,0.606,1,"blocked"
"2863",314311395,"Nonmatching","Friend","Friend","Close",478,0.478,1,"blocked"
"2864",314311395,"Nonmatching","Friend","Friend","Close",662,0.662,1,"blocked"
"2865",314311395,"Nonmatching","Friend","Friend","Close",557,0.557,0,"blocked"
"2866",314311395,"Nonmatching","Friend","Friend","Close",597,0.597,0,"blocked"
"2867",314311395,"Nonmatching","Friend","Friend","Close",599,0.599,0,"mixed"
"2868",314311395,"Nonmatching","Friend","Friend","Close",669,0.669,1,"mixed"
"2869",314311395,"Nonmatching","Friend","Friend","Close",993,0.993,1,"mixed"
"2870",314311395,"Nonmatching","Friend","Friend","Close",1007,1.007,1,"mixed"
"2871",314311395,"Nonmatching","Friend","Friend","Close",981,0.981,1,"mixed"
"2872",314311395,"Nonmatching","Friend","Friend","Close",872,0.872,0,"mixed"
"2873",314311395,"Nonmatching","Friend","Friend","Close",719,0.719,1,"mixed"
"2874",314311395,"Nonmatching","Friend","Friend","Close",1012,1.012,0,"mixed"
"2875",314311395,"Nonmatching","Friend","Friend","Close",874,0.874,0,"mixed"
"2876",314311395,"Nonmatching","Friend","Friend","Close",935,0.935,0,"mixed"
"2877",314311395,"Nonmatching","Friend","Friend","Close",927,0.927,0,"mixed"
"2878",314311395,"Nonmatching","Friend","Friend","Close",1166,1.166,1,"mixed"
"2879",314311395,"Nonmatching","Friend","Friend","Close",941,0.941,1,"mixed"
"2880",314311395,"Nonmatching","Friend","Friend","Close",1226,1.226,0,"mixed"
"2881",314311395,"Nonmatching","Friend","Friend","Close",884,0.884,1,"mixed"
"2882",314311395,"Nonmatching","Friend","Friend","Close",1057,1.057,0,"mixed"
"2883",314311395,"Nonmatching","Friend","Friend","Close",917,0.917,1,"mixed"
"2884",314311395,"Nonmatching","Friend","Friend","Close",1118,1.118,1,"mixed"
"2885",314311395,"Nonmatching","Friend","Friend","Close",1024,1.024,1,"mixed"
"2886",314311395,"Nonmatching","Self","Self","Self",751,0.751,0,"mixed"
