Participant.Public.ID,Trial.Number,Reaction.Time,Response,Correct,Incorrect,Label,Model,P_Group,P_Orginal,ACC_Mat
5885129a6907b40001de425a,39,550.6999998,right,1,0,Me,m33,User,NEIN,0.828125
5885129a6907b40001de425a,40,498.5,right,1,0,Stranger,m35,Other,NEIN,0.828125
5885129a6907b40001de425a,41,744.3999999,left,1,0,Stranger,f27,User,NEIN,0.828125
5885129a6907b40001de425a,42,467.6999998,right,1,0,Me,f27,User,JA,0.828125
5885129a6907b40001de425a,43,883.7,left,1,0,Stranger,m33,User,NEIN,0.828125
5885129a6907b40001de425a,44,726.1000001,right,1,0,Me,f27,User,NEIN,0.828125
5885129a6907b40001de425a,45,709.5999999,right,1,0,Me,m38,User,NEIN,0.828125
5885129a6907b40001de425a,46,681.3999999,left,1,0,Me,f15,Other,JA,0.828125
5885129a6907b40001de425a,47,1327.4,left,1,0,Me,m34,Other,JA,0.828125
5885129a6907b40001de425a,48,698.9000001,right,1,0,Stranger,m35,Other,NEIN,0.828125
5885129a6907b40001de425a,49,707.2,right,1,0,Stranger,f15,Other,JA,0.828125
5885129a6907b40001de425a,50,826.4000001,right,1,0,Stranger,m34,Other,JA,0.828125
5885129a6907b40001de425a,51,724.1000001,left,1,0,Stranger,m38,User,NEIN,0.828125
5885129a6907b40001de425a,52,790.6999998,right,1,0,Me,f4,User,NEIN,0.828125
5885129a6907b40001de425a,53,1057.6,left,1,0,Stranger,f4,User,JA,0.828125
5885129a6907b40001de425a,54,1267.7,right,1,0,Stranger,f15,Other,JA,0.828125
5885129a6907b40001de425a,55,480.3,right,1,0,Stranger,m34,Other,NEIN,0.828125
5885129a6907b40001de425a,56,633.6000001,left,1,0,Me,m34,Other,NEIN,0.828125
5885129a6907b40001de425a,57,821.2,right,1,0,Stranger,f15,Other,NEIN,0.828125
5885129a6907b40001de425a,58,421.9000001,right,1,0,Me,m38,User,JA,0.828125
5885129a6907b40001de425a,59,639.3999999,left,0,1,Stranger,f15,Other,NEIN,0.828125
5885129a6907b40001de425a,60,634.8,left,1,0,Stranger,m33,User,NEIN,0.828125
5885129a6907b40001de425a,61,520.7,right,1,0,Me,m38,User,NEIN,0.828125
5885129a6907b40001de425a,62,663.7,left,1,0,Stranger,f27,User,NEIN,0.828125
5885129a6907b40001de425a,63,874.7,left,1,0,Stranger,f4,User,NEIN,0.828125
5885129a6907b40001de425a,64,756.4000001,left,1,0,Stranger,m33,User,JA,0.828125
611e8e72d3f7c080df93392b,1,3786.9,right,0,1,Stranger,m38,User,NEIN,0.546875
611e8e72d3f7c080df93392b,2,2658.2,left,1,0,Me,f15,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,3,2504.9,left,1,0,Me,m34,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,4,2992.4,right,1,0,Stranger,f15,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,5,2714.4,left,0,1,Me,f4,User,JA,0.546875
611e8e72d3f7c080df93392b,6,1741,right,0,1,Stranger,m38,User,JA,0.546875
611e8e72d3f7c080df93392b,7,4091.5,left,1,0,Me,f15,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,8,2487.6,left,0,1,Me,f4,User,NEIN,0.546875
611e8e72d3f7c080df93392b,9,4838.7,right,1,0,Me,m38,User,JA,0.546875
611e8e72d3f7c080df93392b,10,2086.1,left,0,1,Me,m33,User,JA,0.546875
611e8e72d3f7c080df93392b,11,3587.2,left,1,0,Stranger,m33,User,JA,0.546875
611e8e72d3f7c080df93392b,12,2131,left,1,0,Me,f18,Other,JA,0.546875
611e8e72d3f7c080df93392b,13,2273.4,left,1,0,Stranger,f4,User,NEIN,0.546875
611e8e72d3f7c080df93392b,14,2912,right,0,1,Stranger,f27,User,JA,0.546875
611e8e72d3f7c080df93392b,15,2469.4,left,0,1,Stranger,f15,Other,JA,0.546875
611e8e72d3f7c080df93392b,16,5015.8,left,0,1,Stranger,f18,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,17,2640.6,left,1,0,Stranger,m33,User,JA,0.546875
611e8e72d3f7c080df93392b,18,1748.2,right,1,0,Me,m38,User,JA,0.546875
611e8e72d3f7c080df93392b,19,1679,right,1,0,Me,m33,User,NEIN,0.546875
611e8e72d3f7c080df93392b,20,4289.1,right,0,1,Stranger,f27,User,JA,0.546875
611e8e72d3f7c080df93392b,21,1616.3,right,1,0,Me,m38,User,NEIN,0.546875
611e8e72d3f7c080df93392b,22,1509.1,right,1,0,Stranger,m34,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,23,3166.9,left,0,1,Stranger,f18,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,24,2452.5,left,1,0,Me,m35,Other,JA,0.546875
611e8e72d3f7c080df93392b,25,2615.4,left,0,1,Stranger,f18,Other,JA,0.546875
611e8e72d3f7c080df93392b,26,1538.3,left,1,0,Stranger,m33,User,NEIN,0.546875
611e8e72d3f7c080df93392b,27,3132.2,left,0,1,Stranger,f15,Other,JA,0.546875
611e8e72d3f7c080df93392b,28,1178.7,right,1,0,Stranger,m34,Other,JA,0.546875
611e8e72d3f7c080df93392b,29,2760.3,right,0,1,Stranger,f27,User,NEIN,0.546875
611e8e72d3f7c080df93392b,30,1826.3,right,0,1,Stranger,m38,User,NEIN,0.546875
611e8e72d3f7c080df93392b,31,2027,right,1,0,Me,f27,User,NEIN,0.546875
611e8e72d3f7c080df93392b,32,4252.4,left,1,0,Me,m35,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,33,2199.4,left,1,0,Stranger,m33,User,NEIN,0.546875
611e8e72d3f7c080df93392b,34,3390.2,left,1,0,Me,m34,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,35,2877.3,left,0,1,Me,m38,User,NEIN,0.546875
611e8e72d3f7c080df93392b,36,1949.1,right,1,0,Me,m33,User,JA,0.546875
611e8e72d3f7c080df93392b,37,2008,left,1,0,Me,m34,Other,JA,0.546875
611e8e72d3f7c080df93392b,38,2765.8,right,0,1,Stranger,f4,User,JA,0.546875
611e8e72d3f7c080df93392b,39,1982.5,left,0,1,Me,f27,User,JA,0.546875
611e8e72d3f7c080df93392b,40,2291.3,right,1,0,Me,f4,User,NEIN,0.546875
611e8e72d3f7c080df93392b,41,2558.3,right,0,1,Me,m35,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,42,2815.3,right,0,1,Me,f18,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,43,1896.3,left,0,1,Stranger,f15,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,44,1618.6,right,1,0,Stranger,f18,Other,JA,0.546875
611e8e72d3f7c080df93392b,45,1520.8,left,0,1,Stranger,m35,Other,JA,0.546875
611e8e72d3f7c080df93392b,46,1909.4,left,1,0,Me,f15,Other,JA,0.546875
611e8e72d3f7c080df93392b,47,1972.3,right,1,0,Stranger,m35,Other,JA,0.546875
611e8e72d3f7c080df93392b,48,1691,right,0,1,Stranger,f27,User,NEIN,0.546875
611e8e72d3f7c080df93392b,49,1354.1,right,1,0,Me,m33,User,NEIN,0.546875
611e8e72d3f7c080df93392b,50,1774.1,right,0,1,Stranger,f4,User,NEIN,0.546875
611e8e72d3f7c080df93392b,51,2980.4,left,1,0,Me,f18,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,52,1781.6,right,1,0,Stranger,m34,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,53,909.7,left,0,1,Stranger,m35,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,54,724.3,right,1,0,Stranger,m34,Other,JA,0.546875
611e8e72d3f7c080df93392b,55,2718.4,left,1,0,Me,f15,Other,JA,0.546875
611e8e72d3f7c080df93392b,56,1393.8,left,0,1,Me,f4,User,JA,0.546875
611e8e72d3f7c080df93392b,57,1170.3,left,0,1,Stranger,m35,Other,NEIN,0.546875
611e8e72d3f7c080df93392b,58,973.3,right,1,0,Me,f27,User,JA,0.546875
611e8e72d3f7c080df93392b,59,1783.8,right,1,0,Me,f27,User,NEIN,0.546875
611e8e72d3f7c080df93392b,60,1531,right,0,1,Stranger,f4,User,JA,0.546875
611e8e72d3f7c080df93392b,61,2214.8,left,1,0,Me,m34,Other,JA,0.546875
611e8e72d3f7c080df93392b,62,3162.6,right,0,1,Stranger,m38,User,JA,0.546875
611e8e72d3f7c080df93392b,63,1286.9,left,1,0,Me,f18,Other,JA,0.546875
611e8e72d3f7c080df93392b,64,1449.7,right,0,1,Me,m35,Other,JA,0.546875
5e5e7da87717c1000e06d0a7,1,6058.4,left,1,0,Stranger,m38,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,2,4177.9,left,1,0,Me,m35,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,3,5455.5,right,1,0,Stranger,m35,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,4,1204.299999,left,1,0,Me,m34,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,5,1264.4,left,1,0,Me,f18,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,6,1841.599998,right,1,0,Stranger,f18,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,7,1594,right,1,0,Stranger,m34,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,8,9574.300001,right,1,0,Me,f4,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,9,2037.5,left,1,0,Me,m34,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,10,1844.4,right,1,0,Stranger,f15,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,11,2341.299999,left,1,0,Stranger,f4,User,JA,0.9375
5e5e7da87717c1000e06d0a7,12,5238.4,right,1,0,Stranger,m35,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,13,2630.1,left,1,0,Me,m35,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,14,2252.800001,left,1,0,Stranger,m38,User,JA,0.9375
5e5e7da87717c1000e06d0a7,15,1801.900002,left,1,0,Me,m34,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,16,2044.9,left,1,0,Me,f18,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,17,1867.599998,right,1,0,Stranger,m35,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,18,4556.099998,left,1,0,Stranger,f4,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,19,2984.5,left,1,0,Stranger,f4,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,20,1288.6,right,0,1,Me,f18,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,21,2696.1,left,1,0,Me,m35,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,22,1733.299999,left,0,1,Me,f27,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,23,2780.799999,right,1,0,Stranger,m34,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,24,3523.099998,left,1,0,Stranger,f27,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,25,1282.400002,right,1,0,Stranger,f15,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,26,3569.9,right,1,0,Me,m38,User,JA,0.9375
5e5e7da87717c1000e06d0a7,27,1921.1,right,1,0,Me,m38,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,28,1321.800001,right,1,0,Me,f27,User,JA,0.9375
5e5e7da87717c1000e06d0a7,29,1390.299999,left,1,0,Me,f15,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,30,3154.5,left,1,0,Stranger,m33,User,JA,0.9375
5e5e7da87717c1000e06d0a7,31,635.1000004,right,1,0,Stranger,m35,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,32,1741.4,right,1,0,Stranger,f18,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,33,1999,right,1,0,Me,m33,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,34,707.7999992,right,1,0,Me,m33,User,JA,0.9375
5e5e7da87717c1000e06d0a7,35,1296.5,right,1,0,Stranger,m34,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,36,638.9000015,left,1,0,Stranger,m33,User,JA,0.9375
5e5e7da87717c1000e06d0a7,37,546.8999996,left,1,0,Stranger,m33,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,38,489.5999985,left,1,0,Stranger,m38,User,JA,0.9375
5e5e7da87717c1000e06d0a7,39,440.9000015,right,1,0,Stranger,f15,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,40,686.5,left,1,0,Me,f15,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,41,664.3999996,right,1,0,Stranger,f18,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,42,899.2999992,left,1,0,Me,f15,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,43,1029.799999,right,1,0,Me,f27,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,44,1136.700001,right,1,0,Me,f4,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,45,738.7999992,right,1,0,Stranger,m34,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,46,546.8999996,right,1,0,Me,f4,User,JA,0.9375
5e5e7da87717c1000e06d0a7,47,1358.799999,left,1,0,Me,f15,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,48,1563.9,left,0,1,Me,m38,User,JA,0.9375
5e5e7da87717c1000e06d0a7,49,1413.199999,left,1,0,Me,m34,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,50,517.2999992,right,1,0,Me,m38,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,51,2136.5,left,1,0,Stranger,f27,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,52,664,right,1,0,Stranger,f18,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,53,632.1000004,right,1,0,Stranger,f15,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,54,1011.5,left,1,0,Stranger,m38,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,55,540.5,right,1,0,Me,f4,User,JA,0.9375
5e5e7da87717c1000e06d0a7,56,524.6000004,left,1,0,Stranger,f4,User,JA,0.9375
5e5e7da87717c1000e06d0a7,57,522.2999992,left,1,0,Me,f18,Other,NEIN,0.9375
5e5e7da87717c1000e06d0a7,58,558.2999992,left,1,0,Stranger,m33,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,59,607,right,1,0,Me,f27,User,JA,0.9375
5e5e7da87717c1000e06d0a7,60,489.6999989,right,1,0,Me,m33,User,JA,0.9375
5e5e7da87717c1000e06d0a7,61,726.2000008,left,1,0,Me,m35,Other,JA,0.9375
5e5e7da87717c1000e06d0a7,62,4941.9,right,0,1,Stranger,f27,User,JA,0.9375
5e5e7da87717c1000e06d0a7,63,4897.1,right,1,0,Me,m33,User,NEIN,0.9375
5e5e7da87717c1000e06d0a7,64,701.6000004,left,1,0,Stranger,f27,User,JA,0.9375
5ec7e258f052ac26af7aafc5,1,4778.2,right,1,0,Me,m33,User,JA,0.84375
5ec7e258f052ac26af7aafc5,2,903.3,left,0,1,Stranger,f18,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,3,867.5,right,1,0,Me,f27,User,JA,0.84375
5ec7e258f052ac26af7aafc5,4,409.3,left,0,1,Stranger,f15,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,5,1500.4,right,0,1,Stranger,m33,User,JA,0.84375
5ec7e258f052ac26af7aafc5,6,726.4,right,0,1,Me,f18,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,7,1326.3,right,1,0,Me,m38,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,8,625.3,left,1,0,Stranger,f27,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,9,824.8,left,1,0,Me,m34,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,10,1349.1,right,1,0,Me,f27,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,11,1337.9,right,1,0,Stranger,f15,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,12,1020.3,left,0,1,Stranger,m34,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,13,952.9,left,1,0,Stranger,m38,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,14,1212.4,left,0,1,Stranger,f15,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,15,740.1,right,1,0,Me,f27,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,16,931.1,left,1,0,Me,m35,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,17,1657.8,right,1,0,Stranger,m35,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,18,987.2,right,1,0,Stranger,m35,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,19,934.7,left,1,0,Me,f15,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,20,1878.7,left,1,0,Me,f18,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,21,1559.4,left,1,0,Stranger,m38,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,22,852.8,left,1,0,Me,m34,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,23,539.3,left,1,0,Stranger,f27,User,JA,0.84375
5ec7e258f052ac26af7aafc5,24,879,right,1,0,Me,m38,User,JA,0.84375
5ec7e258f052ac26af7aafc5,25,1029.7,right,1,0,Stranger,f15,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,26,1354.6,left,1,0,Me,m34,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,27,789.6,right,0,1,Stranger,m33,User,JA,0.84375
5ec7e258f052ac26af7aafc5,28,3411.3,left,0,1,Stranger,m34,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,29,713.9,left,1,0,Stranger,f4,User,JA,0.84375
5ec7e258f052ac26af7aafc5,30,2416,left,1,0,Me,f18,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,31,559.3,right,1,0,Me,f27,User,JA,0.84375
5ec7e258f052ac26af7aafc5,32,776.9,left,1,0,Me,f15,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,33,641.3,left,1,0,Stranger,m33,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,34,840.1,left,1,0,Stranger,f27,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,35,1307.9,left,1,0,Stranger,f4,User,JA,0.84375
5ec7e258f052ac26af7aafc5,36,497.2,left,1,0,Me,m35,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,37,1996,left,1,0,Me,f15,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,38,558.7,right,1,0,Me,f4,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,39,718.8,right,1,0,Me,f4,User,JA,0.84375
5ec7e258f052ac26af7aafc5,40,1825.3,left,1,0,Stranger,f4,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,41,633.1,left,1,0,Me,f18,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,42,702,right,1,0,Stranger,m35,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,43,800.9,right,1,0,Stranger,f18,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,44,587.3,right,1,0,Me,m38,User,JA,0.84375
5ec7e258f052ac26af7aafc5,45,500.3,right,1,0,Me,m33,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,46,592.9,right,1,0,Me,m33,User,JA,0.84375
5ec7e258f052ac26af7aafc5,47,519.8,right,1,0,Me,m38,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,48,304,right,0,1,Stranger,f4,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,49,738.2,left,1,0,Stranger,m33,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,50,798.7,left,1,0,Me,m35,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,51,584.7,left,1,0,Me,m34,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,52,561.7,right,1,0,Stranger,m34,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,53,779.1,right,1,0,Stranger,m35,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,54,394.7,left,0,1,Stranger,m34,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,55,890.3,right,1,0,Stranger,f18,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,56,483.9,right,1,0,Me,f4,User,JA,0.84375
5ec7e258f052ac26af7aafc5,57,513.2,left,1,0,Stranger,m38,User,JA,0.84375
5ec7e258f052ac26af7aafc5,58,654.7,left,1,0,Me,m35,Other,JA,0.84375
5ec7e258f052ac26af7aafc5,59,523.4,right,1,0,Me,m33,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,60,512,right,1,0,Me,f4,User,NEIN,0.84375
5ec7e258f052ac26af7aafc5,61,580.7,left,1,0,Me,f15,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,62,691.2,right,1,0,Stranger,f18,Other,NEIN,0.84375
5ec7e258f052ac26af7aafc5,63,567.9,left,1,0,Stranger,f27,User,JA,0.84375
5ec7e258f052ac26af7aafc5,64,1051.5,left,1,0,Stranger,m38,User,JA,0.84375
5ee27217fd7c7c72eb755cbe,1,1624,right,1,0,Stranger,f15,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,2,1578,left,1,0,Me,f15,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,3,1707,right,1,0,Me,m33,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,4,1121,left,1,0,Me,f18,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,5,972,left,0,1,Me,f4,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,6,819,left,0,1,Me,f27,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,7,1013,right,1,0,Stranger,f15,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,8,978,left,1,0,Stranger,m33,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,9,1027,left,0,1,Me,m38,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,10,1172,right,1,0,Stranger,m35,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,11,1044,left,1,0,Me,f15,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,12,1906,left,0,1,Me,f27,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,13,844,left,1,0,Stranger,f4,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,14,825,left,1,0,Stranger,f27,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,15,953,right,1,0,Me,f27,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,16,843,right,1,0,Me,f27,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,17,804,left,1,0,Me,f18,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,18,995,left,0,1,Stranger,m34,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,19,718,left,1,0,Stranger,m33,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,20,774,right,1,0,Me,m33,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,21,1291,left,0,1,Stranger,f18,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,22,850,right,0,1,Me,m34,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,23,938,right,0,1,Me,f18,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,24,829,left,0,1,Me,f4,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,25,755,right,0,1,Me,m34,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,26,890,right,1,0,Me,m33,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,27,787,left,1,0,Stranger,f4,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,28,1284,right,1,0,Stranger,m35,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,29,646,right,1,0,Me,m38,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,30,796,left,1,0,Stranger,m38,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,31,753,left,1,0,Stranger,f27,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,32,892,right,1,0,Stranger,f18,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,33,1011,left,1,0,Stranger,m38,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,34,729,right,1,0,Me,f4,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,35,1049,left,0,1,Stranger,m35,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,36,689,left,1,0,Stranger,m38,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,37,689,right,0,1,Me,m35,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,38,848,left,1,0,Stranger,m38,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,39,1088,left,1,0,Me,m35,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,40,562,left,1,0,Stranger,f27,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,41,2385,left,1,0,Me,m35,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,42,933,right,1,0,Stranger,m35,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,43,703,right,1,0,Me,m38,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,44,836,left,0,1,Stranger,f15,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,45,665,left,1,0,Stranger,f4,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,46,867,right,0,1,Me,m34,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,47,903,right,1,0,Stranger,m34,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,48,1019,right,1,0,Stranger,m34,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,49,955,right,1,0,Stranger,m34,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,50,958,right,0,1,Stranger,f27,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,51,873,right,0,1,Me,m34,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,52,1261,left,0,1,Stranger,f15,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,53,1920,right,0,1,Me,m35,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,54,884,left,1,0,Me,f18,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,55,2122,left,1,0,Me,f15,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,56,653,left,1,0,Stranger,m33,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,57,2302,left,1,0,Me,f15,Other,JA,0.6875
5ee27217fd7c7c72eb755cbe,58,823,right,0,1,Stranger,f4,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,59,914,right,1,0,Stranger,f18,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,60,741,left,1,0,Stranger,m33,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,61,960,right,1,0,Stranger,f18,Other,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,62,2588,right,1,0,Me,f4,User,NEIN,0.6875
5ee27217fd7c7c72eb755cbe,63,2351,left,0,1,Me,m38,User,JA,0.6875
5ee27217fd7c7c72eb755cbe,64,662,right,1,0,Me,m33,User,JA,0.6875
611f9ce1441528c05eba16db,1,2807.3,left,1,0,Stranger,m38,User,JA,0.890625
611f9ce1441528c05eba16db,2,1144.3,right,0,1,Me,m35,Other,NEIN,0.890625
611f9ce1441528c05eba16db,3,3345.1,right,1,0,Me,m38,User,NEIN,0.890625
611f9ce1441528c05eba16db,4,2890.5,right,1,0,Stranger,m35,Other,NEIN,0.890625
611f9ce1441528c05eba16db,5,1221,right,1,0,Stranger,f15,Other,JA,0.890625
611f9ce1441528c05eba16db,6,1544.4,left,1,0,Me,f18,Other,JA,0.890625
611f9ce1441528c05eba16db,7,1520.3,right,1,0,Me,m33,User,NEIN,0.890625
611f9ce1441528c05eba16db,8,1336,left,1,0,Stranger,f4,User,JA,0.890625
