"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
"6278",28,"Matching","Stranger","Top",783,0.783,1
"6279",28,"Matching","Stranger","Top",733,0.733,1
"6280",28,"Matching","Stranger","Top",1017,1.017,1
"6281",28,"Matching","Stranger","Top",717,0.717,1
"6282",28,"Matching","Stranger","Top",633,0.633,1
"6283",28,"Matching","Stranger","Top",767,0.767,1
"6284",28,"Matching","Stranger","Top",867,0.867,1
"6285",28,"Matching","Stranger","Top",567,0.567,1
"6286",28,"Matching","Stranger","Top",617,0.617,0
"6287",28,"Nonmatching","Self","Bottom",784,0.784,1
"6288",28,"Nonmatching","Self","Bottom",1100,1.1,1
"6289",28,"Nonmatching","Self","Bottom",784,0.784,1
"6290",28,"Nonmatching","Self","Bottom",617,0.617,1
"6291",28,"Nonmatching","Self","Bottom",634,0.634,1
"6292",28,"Nonmatching","Self","Bottom",634,0.634,1
"6293",28,"Nonmatching","Self","Bottom",934,0.934,1
"6294",28,"Nonmatching","Self","Bottom",600,0.6,1
"6295",28,"Nonmatching","Self","Bottom",617,0.617,1
"6296",28,"Nonmatching","Self","Bottom",884,0.884,1
"6297",28,"Nonmatching","Self","Bottom",767,0.767,0
"6298",28,"Nonmatching","Self","Bottom",650,0.65,1
"6299",28,"Nonmatching","Self","Bottom",967,0.967,1
"6300",28,"Nonmatching","Self","Bottom",667,0.667,1
"6301",28,"Nonmatching","Self","Bottom",467,0.467,1
"6302",28,"Nonmatching","Self","Bottom",550,0.55,1
"6303",28,"Nonmatching","Self","Bottom",600,0.6,1
"6304",28,"Nonmatching","Self","Bottom",1150,1.15,1
"6305",28,"Nonmatching","Self","Bottom",683,0.683,1
"6306",28,"Nonmatching","Self","Bottom",734,0.734,1
"6307",28,"Nonmatching","Self","Top",717,0.717,1
"6308",28,"Nonmatching","Self","Top",867,0.867,1
"6309",28,"Nonmatching","Self","Top",634,0.634,1
"6310",28,"Nonmatching","Self","Top",834,0.834,0
"6311",28,"Nonmatching","Self","Top",834,0.834,1
"6312",28,"Nonmatching","Self","Top",1017,1.017,1
"6313",28,"Nonmatching","Self","Top",600,0.6,1
"6314",28,"Nonmatching","Self","Top",1134,1.134,1
"6315",28,"Nonmatching","Self","Top",750,0.75,1
"6316",28,"Nonmatching","Self","Top",684,0.684,1
"6317",28,"Nonmatching","Self","Top",650,0.65,1
"6318",28,"Nonmatching","Self","Top",950,0.95,0
"6319",28,"Nonmatching","Self","Top",784,0.784,1
"6320",28,"Nonmatching","Self","Top",900,0.9,1
"6321",28,"Nonmatching","Self","Top",683,0.683,1
"6322",28,"Nonmatching","Self","Top",617,0.617,1
"6323",28,"Nonmatching","Self","Top",1183,1.183,1
"6324",28,"Nonmatching","Self","Top",733,0.733,1
"6325",28,"Nonmatching","Self","Top",550,0.55,1
"6326",28,"Nonmatching","Self","Top",550,0.55,1
"6327",28,"Nonmatching","Partner","Bottom",867,0.867,0
"6328",28,"Nonmatching","Partner","Bottom",717,0.717,1
"6329",28,"Nonmatching","Partner","Bottom",1100,1.1,1
"6330",28,"Nonmatching","Partner","Bottom",1184,1.184,1
"6331",28,"Nonmatching","Partner","Bottom",750,0.75,1
"6332",28,"Nonmatching","Partner","Bottom",1383,1.383,1
"6333",28,"Nonmatching","Partner","Bottom",934,0.934,1
"6334",28,"Nonmatching","Partner","Bottom",1084,1.084,0
"6335",28,"Nonmatching","Partner","Bottom",1017,1.017,1
"6336",28,"Nonmatching","Partner","Bottom",567,0.567,1
"6337",28,"Nonmatching","Partner","Bottom",833,0.833,1
"6338",28,"Nonmatching","Partner","Bottom",1383,1.383,1
"6339",28,"Nonmatching","Partner","Bottom",1217,1.217,1
"6340",28,"Nonmatching","Partner","Bottom",667,0.667,1
"6341",28,"Nonmatching","Partner","Bottom",867,0.867,1
"6342",28,"Nonmatching","Partner","Bottom",1217,1.217,1
"6343",28,"Nonmatching","Partner","Bottom",783,0.783,1
"6344",28,"Nonmatching","Partner","Bottom",750,0.75,1
"6345",28,"Nonmatching","Partner","Bottom",700,0.7,1
"6346",28,"Nonmatching","Partner","Top",734,0.734,1
"6347",28,"Nonmatching","Partner","Top",950,0.95,1
"6348",28,"Nonmatching","Partner","Top",917,0.917,1
"6349",28,"Nonmatching","Partner","Top",1367,1.367,1
"6350",28,"Nonmatching","Partner","Top",834,0.834,0
"6351",28,"Nonmatching","Partner","Top",967,0.967,1
"6352",28,"Nonmatching","Partner","Top",700,0.7,1
"6353",28,"Nonmatching","Partner","Top",884,0.884,1
"6354",28,"Nonmatching","Partner","Top",800,0.8,1
"6355",28,"Nonmatching","Partner","Top",1000,1,1
"6356",28,"Nonmatching","Partner","Top",733,0.733,1
"6357",28,"Nonmatching","Partner","Top",900,0.9,1
"6358",28,"Nonmatching","Partner","Top",833,0.833,1
"6359",28,"Nonmatching","Partner","Top",933,0.933,1
"6360",28,"Nonmatching","Partner","Top",1100,1.1,1
"6361",28,"Nonmatching","Partner","Top",1317,1.317,1
"6362",28,"Nonmatching","Partner","Top",650,0.65,1
"6363",28,"Nonmatching","Partner","Top",717,0.717,1
"6364",28,"Nonmatching","Stranger","Bottom",1150,1.15,1
"6365",28,"Nonmatching","Stranger","Bottom",767,0.767,1
"6366",28,"Nonmatching","Stranger","Bottom",734,0.734,1
"6367",28,"Nonmatching","Stranger","Bottom",767,0.767,1
"6368",28,"Nonmatching","Stranger","Bottom",1484,1.484,1
"6369",28,"Nonmatching","Stranger","Bottom",900,0.9,1
"6370",28,"Nonmatching","Stranger","Bottom",684,0.684,1
"6371",28,"Nonmatching","Stranger","Bottom",784,0.784,1
"6372",28,"Nonmatching","Stranger","Bottom",833,0.833,1
"6373",28,"Nonmatching","Stranger","Bottom",667,0.667,1
"6374",28,"Nonmatching","Stranger","Bottom",767,0.767,0
"6375",28,"Nonmatching","Stranger","Bottom",717,0.717,1
"6376",28,"Nonmatching","Stranger","Bottom",667,0.667,1
"6377",28,"Nonmatching","Stranger","Bottom",950,0.95,1
"6378",28,"Nonmatching","Stranger","Bottom",800,0.8,0
"6379",28,"Nonmatching","Stranger","Bottom",1367,1.367,1
"6380",28,"Nonmatching","Stranger","Bottom",1250,1.25,1
"6381",28,"Nonmatching","Stranger","Bottom",534,0.534,0
"6382",28,"Nonmatching","Stranger","Top",950,0.95,1
"6383",28,"Nonmatching","Stranger","Top",817,0.817,1
"6384",28,"Nonmatching","Stranger","Top",884,0.884,1
"6385",28,"Nonmatching","Stranger","Top",1067,1.067,1
"6386",28,"Nonmatching","Stranger","Top",1000,1,1
"6387",28,"Nonmatching","Stranger","Top",650,0.65,1
"6388",28,"Nonmatching","Stranger","Top",800,0.8,1
"6389",28,"Nonmatching","Stranger","Top",1367,1.367,1
"6390",28,"Nonmatching","Stranger","Top",833,0.833,1
"6391",28,"Nonmatching","Stranger","Top",933,0.933,1
"6392",28,"Nonmatching","Stranger","Top",817,0.817,1
"6393",28,"Nonmatching","Stranger","Top",633,0.633,1
"6394",28,"Nonmatching","Stranger","Top",1050,1.05,1
"6395",28,"Nonmatching","Stranger","Top",800,0.8,1
"6396",28,"Nonmatching","Stranger","Top",683,0.683,1
"6397",28,"Nonmatching","Stranger","Top",950,0.95,1
"6398",28,"Nonmatching","Stranger","Top",1067,1.067,1
"6399",28,"Nonmatching","Stranger","Top",750,0.75,1
"6400",29,"Matching","Self","Bottom",367,0.367,0
"6401",29,"Matching","Self","Bottom",334,0.334,1
"6402",29,"Matching","Self","Bottom",350,0.35,1
"6403",29,"Matching","Self","Bottom",434,0.434,0
"6404",29,"Matching","Self","Bottom",334,0.334,1
"6405",29,"Matching","Self","Bottom",700,0.7,1
"6406",29,"Matching","Self","Bottom",417,0.417,1
"6407",29,"Matching","Self","Bottom",417,0.417,1
"6408",29,"Matching","Self","Bottom",400,0.4,1
"6409",29,"Matching","Self","Bottom",500,0.5,1
"6410",29,"Matching","Self","Bottom",434,0.434,1
"6411",29,"Matching","Self","Bottom",434,0.434,1
"6412",29,"Matching","Self","Bottom",467,0.467,1
"6413",29,"Matching","Self","Bottom",334,0.334,1
"6414",29,"Matching","Self","Bottom",634,0.634,1
"6415",29,"Matching","Self","Bottom",484,0.484,0
"6416",29,"Matching","Self","Bottom",400,0.4,1
"6417",29,"Matching","Self","Bottom",550,0.55,0
"6418",29,"Matching","Self","Bottom",667,0.667,1
"6419",29,"Matching","Self","Bottom",401,0.401,1
"6420",29,"Matching","Self","Top",834,0.834,1
"6421",29,"Matching","Self","Top",584,0.584,1
"6422",29,"Matching","Self","Top",767,0.767,0
"6423",29,"Matching","Self","Top",417,0.417,1
"6424",29,"Matching","Self","Top",467,0.467,1
"6425",29,"Matching","Self","Top",384,0.384,1
"6426",29,"Matching","Self","Top",567,0.567,1
"6427",29,"Matching","Self","Top",617,0.617,1
"6428",29,"Matching","Self","Top",550,0.55,1
"6429",29,"Matching","Self","Top",334,0.334,1
"6430",29,"Matching","Self","Top",550,0.55,1
"6431",29,"Matching","Self","Top",367,0.367,1
"6432",29,"Matching","Self","Top",583,0.583,1
"6433",29,"Matching","Self","Top",467,0.467,1
"6434",29,"Matching","Self","Top",534,0.534,1
"6435",29,"Matching","Self","Top",500,0.5,0
"6436",29,"Matching","Self","Top",617,0.617,1
"6437",29,"Matching","Self","Top",484,0.484,1
"6438",29,"Matching","Self","Top",650,0.65,1
"6439",29,"Matching","Self","Top",567,0.567,1
"6440",29,"Matching","Partner","Bottom",567,0.567,1
"6441",29,"Matching","Partner","Bottom",517,0.517,1
"6442",29,"Matching","Partner","Bottom",500,0.5,0
"6443",29,"Matching","Partner","Bottom",850,0.85,1
"6444",29,"Matching","Partner","Bottom",550,0.55,0
"6445",29,"Matching","Partner","Bottom",600,0.6,1
"6446",29,"Matching","Partner","Bottom",701,0.701,1
"6447",29,"Matching","Partner","Bottom",650,0.65,0
"6448",29,"Matching","Partner","Bottom",550,0.55,1
"6449",29,"Matching","Partner","Bottom",517,0.517,1
"6450",29,"Matching","Partner","Bottom",667,0.667,1
"6451",29,"Matching","Partner","Bottom",450,0.45,0
"6452",29,"Matching","Partner","Bottom",634,0.634,1
"6453",29,"Matching","Partner","Bottom",434,0.434,0
"6454",29,"Matching","Partner","Bottom",350,0.35,1
"6455",29,"Matching","Partner","Bottom",450,0.45,0
"6456",29,"Matching","Partner","Bottom",550,0.55,1
"6457",29,"Matching","Partner","Bottom",634,0.634,1
"6458",29,"Matching","Partner","Bottom",567,0.567,0
"6459",29,"Matching","Partner","Top",500,0.5,1
"6460",29,"Matching","Partner","Top",517,0.517,1
"6461",29,"Matching","Partner","Top",484,0.484,1
"6462",29,"Matching","Partner","Top",617,0.617,0
"6463",29,"Matching","Partner","Top",634,0.634,1
"6464",29,"Matching","Partner","Top",717,0.717,1
"6465",29,"Matching","Partner","Top",617,0.617,1
"6466",29,"Matching","Partner","Top",584,0.584,1
"6467",29,"Matching","Partner","Top",434,0.434,1
"6468",29,"Matching","Partner","Top",567,0.567,0
"6469",29,"Matching","Partner","Top",400,0.4,1
"6470",29,"Matching","Partner","Top",600,0.6,1
"6471",29,"Matching","Partner","Top",617,0.617,1
"6472",29,"Matching","Partner","Top",584,0.584,0
"6473",29,"Matching","Partner","Top",1217,1.217,1
"6474",29,"Matching","Partner","Top",567,0.567,0
"6475",29,"Matching","Partner","Top",534,0.534,0
"6476",29,"Matching","Partner","Top",700,0.7,1
"6477",29,"Matching","Partner","Top",317,0.317,1
"6478",29,"Matching","Stranger","Bottom",550,0.55,0
"6479",29,"Matching","Stranger","Bottom",917,0.917,0
"6480",29,"Matching","Stranger","Bottom",434,0.434,1
"6481",29,"Matching","Stranger","Bottom",567,0.567,1
"6482",29,"Matching","Stranger","Bottom",484,0.484,0
"6483",29,"Matching","Stranger","Bottom",350,0.35,1
"6484",29,"Matching","Stranger","Bottom",483,0.483,1
"6485",29,"Matching","Stranger","Bottom",467,0.467,0
"6486",29,"Matching","Stranger","Bottom",583,0.583,1
"6487",29,"Matching","Stranger","Bottom",450,0.45,1
"6488",29,"Matching","Stranger","Bottom",517,0.517,1
"6489",29,"Matching","Stranger","Bottom",450,0.45,1
"6490",29,"Matching","Stranger","Bottom",484,0.484,1
"6491",29,"Matching","Stranger","Bottom",684,0.684,1
"6492",29,"Matching","Stranger","Bottom",334,0.334,1
"6493",29,"Matching","Stranger","Bottom",584,0.584,1
"6494",29,"Matching","Stranger","Bottom",950,0.95,0
"6495",29,"Matching","Stranger","Bottom",667,0.667,1
"6496",29,"Matching","Stranger","Bottom",334,0.334,1
"6497",29,"Matching","Stranger","Top",900,0.9,0
"6498",29,"Matching","Stranger","Top",517,0.517,1
"6499",29,"Matching","Stranger","Top",867,0.867,0
"6500",29,"Matching","Stranger","Top",650,0.65,1
"6501",29,"Matching","Stranger","Top",334,0.334,1
"6502",29,"Matching","Stranger","Top",484,0.484,1
"6503",29,"Matching","Stranger","Top",484,0.484,1
"6504",29,"Matching","Stranger","Top",584,0.584,0
"6505",29,"Matching","Stranger","Top",683,0.683,1
"6506",29,"Matching","Stranger","Top",517,0.517,0
"6507",29,"Matching","Stranger","Top",550,0.55,0
"6508",29,"Matching","Stranger","Top",550,0.55,0
"6509",29,"Matching","Stranger","Top",384,0.384,1
"6510",29,"Matching","Stranger","Top",334,0.334,1
"6511",29,"Matching","Stranger","Top",584,0.584,1
"6512",29,"Matching","Stranger","Top",700,0.7,1
"6513",29,"Matching","Stranger","Top",534,0.534,1
"6514",29,"Matching","Stranger","Top",500,0.5,1
"6515",29,"Matching","Stranger","Top",350,0.35,1
"6516",29,"Nonmatching","Self","Bottom",1317,1.317,1
"6517",29,"Nonmatching","Self","Bottom",334,0.334,0
"6518",29,"Nonmatching","Self","Bottom",434,0.434,1
"6519",29,"Nonmatching","Self","Bottom",517,0.517,0
"6520",29,"Nonmatching","Self","Bottom",567,0.567,1
"6521",29,"Nonmatching","Self","Bottom",550,0.55,1
"6522",29,"Nonmatching","Self","Bottom",717,0.717,1
"6523",29,"Nonmatching","Self","Bottom",534,0.534,0
"6524",29,"Nonmatching","Self","Bottom",950,0.95,1
"6525",29,"Nonmatching","Self","Bottom",867,0.867,1
"6526",29,"Nonmatching","Self","Bottom",533,0.533,1
"6527",29,"Nonmatching","Self","Bottom",467,0.467,0
"6528",29,"Nonmatching","Self","Bottom",467,0.467,1
"6529",29,"Nonmatching","Self","Bottom",584,0.584,1
"6530",29,"Nonmatching","Self","Bottom",600,0.6,1
"6531",29,"Nonmatching","Self","Bottom",700,0.7,1
"6532",29,"Nonmatching","Self","Bottom",534,0.534,1
"6533",29,"Nonmatching","Self","Bottom",633,0.633,1
"6534",29,"Nonmatching","Self","Bottom",534,0.534,0
"6535",29,"Nonmatching","Self","Bottom",417,0.417,0
"6536",29,"Nonmatching","Self","Top",384,0.384,0
"6537",29,"Nonmatching","Self","Top",751,0.751,1
"6538",29,"Nonmatching","Self","Top",467,0.467,1
"6539",29,"Nonmatching","Self","Top",534,0.534,1
"6540",29,"Nonmatching","Self","Top",534,0.534,0
"6541",29,"Nonmatching","Self","Top",750,0.75,0
"6542",29,"Nonmatching","Self","Top",633,0.633,1
"6543",29,"Nonmatching","Self","Top",767,0.767,1
"6544",29,"Nonmatching","Self","Top",717,0.717,1
"6545",29,"Nonmatching","Self","Top",700,0.7,1
"6546",29,"Nonmatching","Self","Top",567,0.567,1
"6547",29,"Nonmatching","Self","Top",567,0.567,1
"6548",29,"Nonmatching","Self","Top",500,0.5,1
"6549",29,"Nonmatching","Self","Top",400,0.4,0
"6550",29,"Nonmatching","Self","Top",600,0.6,1
"6551",29,"Nonmatching","Self","Top",584,0.584,1
"6552",29,"Nonmatching","Self","Top",850,0.85,1
"6553",29,"Nonmatching","Self","Top",667,0.667,1
"6554",29,"Nonmatching","Self","Top",783,0.783,1
"6555",29,"Nonmatching","Self","Top",717,0.717,1
"6556",29,"Nonmatching","Partner","Bottom",767,0.767,1
"6557",29,"Nonmatching","Partner","Bottom",634,0.634,1
"6558",29,"Nonmatching","Partner","Bottom",417,0.417,1
"6559",29,"Nonmatching","Partner","Bottom",633,0.633,1
"6560",29,"Nonmatching","Partner","Bottom",734,0.734,1
"6561",29,"Nonmatching","Partner","Bottom",684,0.684,1
"6562",29,"Nonmatching","Partner","Bottom",683,0.683,1
"6563",29,"Nonmatching","Partner","Bottom",450,0.45,0
"6564",29,"Nonmatching","Partner","Bottom",683,0.683,1
"6565",29,"Nonmatching","Partner","Bottom",717,0.717,1
"6566",29,"Nonmatching","Partner","Bottom",734,0.734,1
"6567",29,"Nonmatching","Partner","Bottom",517,0.517,0
"6568",29,"Nonmatching","Partner","Bottom",484,0.484,0
"6569",29,"Nonmatching","Partner","Bottom",484,0.484,1
"6570",29,"Nonmatching","Partner","Bottom",384,0.384,0
"6571",29,"Nonmatching","Partner","Bottom",534,0.534,1
"6572",29,"Nonmatching","Partner","Bottom",317,0.317,0
"6573",29,"Nonmatching","Partner","Bottom",600,0.6,1
"6574",29,"Nonmatching","Partner","Bottom",451,0.451,0
"6575",29,"Nonmatching","Partner","Bottom",750,0.75,1
"6576",29,"Nonmatching","Partner","Top",484,0.484,0
"6577",29,"Nonmatching","Partner","Top",750,0.75,1
"6578",29,"Nonmatching","Partner","Top",500,0.5,1
"6579",29,"Nonmatching","Partner","Top",467,0.467,1
"6580",29,"Nonmatching","Partner","Top",750,0.75,1
"6581",29,"Nonmatching","Partner","Top",617,0.617,0
"6582",29,"Nonmatching","Partner","Top",750,0.75,1
"6583",29,"Nonmatching","Partner","Top",467,0.467,1
"6584",29,"Nonmatching","Partner","Top",651,0.651,1
"6585",29,"Nonmatching","Partner","Top",650,0.65,1
"6586",29,"Nonmatching","Partner","Top",601,0.601,1
"6587",29,"Nonmatching","Partner","Top",517,0.517,1
"6588",29,"Nonmatching","Partner","Top",617,0.617,1
"6589",29,"Nonmatching","Partner","Top",550,0.55,0
"6590",29,"Nonmatching","Partner","Top",600,0.6,0
"6591",29,"Nonmatching","Partner","Top",417,0.417,0
"6592",29,"Nonmatching","Partner","Top",684,0.684,1
"6593",29,"Nonmatching","Partner","Top",334,0.334,0
"6594",29,"Nonmatching","Partner","Top",584,0.584,0
"6595",29,"Nonmatching","Partner","Top",601,0.601,1
"6596",29,"Nonmatching","Stranger","Bottom",350,0.35,1
"6597",29,"Nonmatching","Stranger","Bottom",350,0.35,0
"6598",29,"Nonmatching","Stranger","Bottom",350,0.35,1
"6599",29,"Nonmatching","Stranger","Bottom",783,0.783,1
"6600",29,"Nonmatching","Stranger","Bottom",500,0.5,1
"6601",29,"Nonmatching","Stranger","Bottom",717,0.717,1
"6602",29,"Nonmatching","Stranger","Bottom",500,0.5,0
"6603",29,"Nonmatching","Stranger","Bottom",550,0.55,1
"6604",29,"Nonmatching","Stranger","Bottom",500,0.5,0
"6605",29,"Nonmatching","Stranger","Bottom",584,0.584,0
"6606",29,"Nonmatching","Stranger","Bottom",434,0.434,0
"6607",29,"Nonmatching","Stranger","Bottom",584,0.584,1
"6608",29,"Nonmatching","Stranger","Bottom",767,0.767,1
"6609",29,"Nonmatching","Stranger","Bottom",733,0.733,1
"6610",29,"Nonmatching","Stranger","Bottom",400,0.4,1
"6611",29,"Nonmatching","Stranger","Bottom",500,0.5,0
"6612",29,"Nonmatching","Stranger","Bottom",317,0.317,0
"6613",29,"Nonmatching","Stranger","Bottom",584,0.584,1
"6614",29,"Nonmatching","Stranger","Bottom",650,0.65,1
"6615",29,"Nonmatching","Stranger","Bottom",400,0.4,0
"6616",29,"Nonmatching","Stranger","Top",533,0.533,0
"6617",29,"Nonmatching","Stranger","Top",933,0.933,1
"6618",29,"Nonmatching","Stranger","Top",800,0.8,1
"6619",29,"Nonmatching","Stranger","Top",684,0.684,1
"6620",29,"Nonmatching","Stranger","Top",450,0.45,0
"6621",29,"Nonmatching","Stranger","Top",367,0.367,0
"6622",29,"Nonmatching","Stranger","Top",650,0.65,1
"6623",29,"Nonmatching","Stranger","Top",634,0.634,1
"6624",29,"Nonmatching","Stranger","Top",584,0.584,0
"6625",29,"Nonmatching","Stranger","Top",567,0.567,1
"6626",29,"Nonmatching","Stranger","Top",434,0.434,0
"6627",29,"Nonmatching","Stranger","Top",450,0.45,0
"6628",29,"Nonmatching","Stranger","Top",700,0.7,1
"6629",29,"Nonmatching","Stranger","Top",600,0.6,0
"6630",29,"Nonmatching","Stranger","Top",817,0.817,1
"6631",29,"Nonmatching","Stranger","Top",400,0.4,0
"6632",29,"Nonmatching","Stranger","Top",367,0.367,0
"6633",29,"Nonmatching","Stranger","Top",551,0.551,0
"6634",29,"Nonmatching","Stranger","Top",600,0.6,1
"6635",29,"Nonmatching","Stranger","Top",584,0.584,1
"6636",30,"Matching","Self","Bottom",900,0.9,1
"6637",30,"Matching","Self","Bottom",600,0.6,0
"6638",30,"Matching","Self","Bottom",584,0.584,1
"6639",30,"Matching","Self","Bottom",467,0.467,1
"6640",30,"Matching","Self","Bottom",450,0.45,1
"6641",30,"Matching","Self","Bottom",417,0.417,1
"6642",30,"Matching","Self","Bottom",917,0.917,1
"6643",30,"Matching","Self","Bottom",1033,1.033,1
"6644",30,"Matching","Self","Bottom",567,0.567,1
"6645",30,"Matching","Self","Bottom",583,0.583,1
"6646",30,"Matching","Self","Bottom",417,0.417,1
"6647",30,"Matching","Self","Bottom",450,0.45,1
"6648",30,"Matching","Self","Bottom",400,0.4,1
"6649",30,"Matching","Self","Bottom",467,0.467,1
"6650",30,"Matching","Self","Bottom",767,0.767,1
"6651",30,"Matching","Self","Bottom",433,0.433,1
"6652",30,"Matching","Self","Bottom",534,0.534,1
"6653",30,"Matching","Self","Bottom",367,0.367,1
"6654",30,"Matching","Self","Bottom",517,0.517,1
"6655",30,"Matching","Self","Bottom",350,0.35,1
"6656",30,"Matching","Self","Top",584,0.584,1
"6657",30,"Matching","Self","Top",384,0.384,1
"6658",30,"Matching","Self","Top",500,0.5,1
"6659",30,"Matching","Self","Top",534,0.534,0
"6660",30,"Matching","Self","Top",500,0.5,1
"6661",30,"Matching","Self","Top",434,0.434,1
"6662",30,"Matching","Self","Top",600,0.6,1
"6663",30,"Matching","Self","Top",500,0.5,1
"6664",30,"Matching","Self","Top",584,0.584,1
"6665",30,"Matching","Self","Top",500,0.5,1
"6666",30,"Matching","Self","Top",850,0.85,1
"6667",30,"Matching","Self","Top",700,0.7,1
"6668",30,"Matching","Self","Top",534,0.534,1
"6669",30,"Matching","Self","Top",600,0.6,1
"6670",30,"Matching","Self","Top",467,0.467,1
"6671",30,"Matching","Self","Top",517,0.517,1
"6672",30,"Matching","Self","Top",500,0.5,1
"6673",30,"Matching","Self","Top",484,0.484,1
"6674",30,"Matching","Self","Top",484,0.484,1
"6675",30,"Matching","Self","Top",467,0.467,1
"6676",30,"Matching","Partner","Bottom",717,0.717,1
"6677",30,"Matching","Partner","Bottom",800,0.8,1
"6678",30,"Matching","Partner","Bottom",417,0.417,1
"6679",30,"Matching","Partner","Bottom",750,0.75,1
"6680",30,"Matching","Partner","Bottom",817,0.817,1
"6681",30,"Matching","Partner","Bottom",1167,1.167,1
"6682",30,"Matching","Partner","Bottom",567,0.567,0
"6683",30,"Matching","Partner","Bottom",550,0.55,0
"6684",30,"Matching","Partner","Bottom",800,0.8,1
"6685",30,"Matching","Partner","Bottom",650,0.65,1
"6686",30,"Matching","Partner","Bottom",550,0.55,0
"6687",30,"Matching","Partner","Bottom",717,0.717,1
"6688",30,"Matching","Partner","Bottom",634,0.634,1
"6689",30,"Matching","Partner","Bottom",600,0.6,1
"6690",30,"Matching","Partner","Bottom",617,0.617,1
"6691",30,"Matching","Partner","Bottom",534,0.534,1
"6692",30,"Matching","Partner","Bottom",700,0.7,1
"6693",30,"Matching","Partner","Bottom",517,0.517,0
"6694",30,"Matching","Partner","Top",917,0.917,1
"6695",30,"Matching","Partner","Top",584,0.584,1
"6696",30,"Matching","Partner","Top",650,0.65,1
"6697",30,"Matching","Partner","Top",1184,1.184,1
"6698",30,"Matching","Partner","Top",484,0.484,1
"6699",30,"Matching","Partner","Top",717,0.717,1
"6700",30,"Matching","Partner","Top",734,0.734,0
"6701",30,"Matching","Partner","Top",617,0.617,0
"6702",30,"Matching","Partner","Top",450,0.45,1
"6703",30,"Matching","Partner","Top",517,0.517,0
"6704",30,"Matching","Partner","Top",534,0.534,0
"6705",30,"Matching","Partner","Top",550,0.55,0
"6706",30,"Matching","Partner","Top",834,0.834,1
"6707",30,"Matching","Partner","Top",517,0.517,0
"6708",30,"Matching","Partner","Top",1017,1.017,1
"6709",30,"Matching","Partner","Top",917,0.917,1
"6710",30,"Matching","Partner","Top",800,0.8,1
"6711",30,"Matching","Partner","Top",767,0.767,1
"6712",30,"Matching","Partner","Top",784,0.784,1
"6713",30,"Matching","Partner","Top",534,0.534,0
"6714",30,"Matching","Stranger","Bottom",500,0.5,1
"6715",30,"Matching","Stranger","Bottom",600,0.6,0
"6716",30,"Matching","Stranger","Bottom",567,0.567,0
"6717",30,"Matching","Stranger","Bottom",367,0.367,1
"6718",30,"Matching","Stranger","Bottom",784,0.784,1
"6719",30,"Matching","Stranger","Bottom",750,0.75,0
"6720",30,"Matching","Stranger","Bottom",784,0.784,1
"6721",30,"Matching","Stranger","Bottom",400,0.4,1
"6722",30,"Matching","Stranger","Bottom",867,0.867,1
"6723",30,"Matching","Stranger","Bottom",733,0.733,1
"6724",30,"Matching","Stranger","Bottom",667,0.667,0
"6725",30,"Matching","Stranger","Bottom",550,0.55,0
"6726",30,"Matching","Stranger","Bottom",600,0.6,1
"6727",30,"Matching","Stranger","Bottom",667,0.667,0
"6728",30,"Matching","Stranger","Bottom",534,0.534,0
"6729",30,"Matching","Stranger","Bottom",467,0.467,1
"6730",30,"Matching","Stranger","Bottom",500,0.5,1
"6731",30,"Matching","Stranger","Bottom",617,0.617,0
"6732",30,"Matching","Stranger","Bottom",417,0.417,1
"6733",30,"Matching","Stranger","Bottom",584,0.584,0
"6734",30,"Matching","Stranger","Top",650,0.65,0
"6735",30,"Matching","Stranger","Top",934,0.934,1
"6736",30,"Matching","Stranger","Top",584,0.584,1
"6737",30,"Matching","Stranger","Top",534,0.534,1
"6738",30,"Matching","Stranger","Top",600,0.6,0
"6739",30,"Matching","Stranger","Top",567,0.567,0
"6740",30,"Matching","Stranger","Top",1434,1.434,1
"6741",30,"Matching","Stranger","Top",550,0.55,0
"6742",30,"Matching","Stranger","Top",484,0.484,1
"6743",30,"Matching","Stranger","Top",600,0.6,0
"6744",30,"Matching","Stranger","Top",534,0.534,0
"6745",30,"Matching","Stranger","Top",933,0.933,1
"6746",30,"Matching","Stranger","Top",550,0.55,0
"6747",30,"Matching","Stranger","Top",684,0.684,1
"6748",30,"Matching","Stranger","Top",584,0.584,0
"6749",30,"Matching","Stranger","Top",384,0.384,1
"6750",30,"Matching","Stranger","Top",467,0.467,1
"6751",30,"Matching","Stranger","Top",650,0.65,0
"6752",30,"Matching","Stranger","Top",584,0.584,1
"6753",30,"Matching","Stranger","Top",517,0.517,1
"6754",30,"Nonmatching","Self","Bottom",650,0.65,1
"6755",30,"Nonmatching","Self","Bottom",717,0.717,1
"6756",30,"Nonmatching","Self","Bottom",700,0.7,1
"6757",30,"Nonmatching","Self","Bottom",567,0.567,1
"6758",30,"Nonmatching","Self","Bottom",500,0.5,1
"6759",30,"Nonmatching","Self","Bottom",500,0.5,1
"6760",30,"Nonmatching","Self","Bottom",700,0.7,1
"6761",30,"Nonmatching","Self","Bottom",584,0.584,0
"6762",30,"Nonmatching","Self","Bottom",851,0.851,1
"6763",30,"Nonmatching","Self","Bottom",834,0.834,1
"6764",30,"Nonmatching","Self","Bottom",700,0.7,1
"6765",30,"Nonmatching","Self","Bottom",650,0.65,1
