"","Subject","Identity","Matching","Mood","Arouse","Valence","Session","RT_ms","RT_sec","ACC"
"1",17,"Self","Matching","happy",5,5,"S1",358,0.358,1
"2",17,"Self","Matching","happy",5,5,"S1",435,0.435,1
"3",17,"Self","Matching","happy",5,5,"S1",402,0.402,1
"4",17,"Self","Matching","happy",5,5,"S1",396,0.396,1
"5",17,"Self","Matching","happy",5,5,"S1",371,0.371,1
"6",17,"Self","Matching","happy",5,5,"S1",268,0.268,1
"7",17,"Self","Matching","happy",5,5,"S1",354,0.354,1
"8",17,"Self","Matching","happy",5,5,"S1",415,0.415,0
"9",17,"Self","Matching","happy",5,5,"S1",296,0.296,1
"10",17,"Self","Matching","happy",5,5,"S1",390,0.39,1
"11",17,"Self","Matching","happy",5,5,"S1",319,0.319,1
"12",17,"Self","Matching","happy",5,5,"S1",381,0.381,1
"13",17,"Self","Matching","happy",5,5,"S1",410,0.41,1
"14",17,"Self","Matching","happy",5,5,"S1",319,0.319,1
"15",17,"Self","Matching","happy",5,5,"S1",332,0.332,1
"16",17,"Self","Matching","happy",5,5,"S1",393,0.393,1
"17",17,"Self","Matching","happy",5,5,"S1",320,0.32,0
"18",17,"Self","Matching","happy",5,5,"S1",292,0.292,1
"19",17,"Self","Matching","happy",5,5,"S1",386,0.386,1
"20",17,"Self","Matching","happy",5,5,"S1",382,0.382,1
"21",17,"Self","Matching","happy",5,5,"S1",327,0.327,0
"22",17,"Self","Matching","happy",5,5,"S1",319,0.319,1
"23",17,"Self","Matching","happy",5,5,"S1",429,0.429,1
"24",17,"Self","Matching","happy",5,5,"S1",239,0.239,1
"25",17,"Self","Matching","anxious",7,3,"S2",452,0.452,1
"26",17,"Self","Matching","anxious",7,3,"S2",433,0.433,1
"27",17,"Self","Matching","anxious",7,3,"S2",279,0.279,1
"28",17,"Self","Matching","anxious",7,3,"S2",366,0.366,1
"29",17,"Self","Matching","anxious",7,3,"S2",361,0.361,1
"30",17,"Self","Matching","anxious",7,3,"S2",305,0.305,1
"31",17,"Self","Matching","anxious",7,3,"S2",409,0.409,1
"32",17,"Self","Matching","anxious",7,3,"S2",222,0.222,1
"33",17,"Self","Matching","anxious",7,3,"S2",255,0.255,1
"34",17,"Self","Matching","anxious",7,3,"S2",229,0.229,1
"35",17,"Self","Matching","anxious",7,3,"S2",225,0.225,1
"36",17,"Self","Matching","anxious",7,3,"S2",379,0.379,1
"37",17,"Self","Matching","anxious",7,3,"S2",332,0.332,1
"38",17,"Self","Matching","anxious",7,3,"S2",359,0.359,1
"39",17,"Self","Matching","anxious",7,3,"S2",400,0.4,1
"40",17,"Self","Matching","anxious",7,3,"S2",349,0.349,1
"41",17,"Self","Matching","anxious",7,3,"S2",301,0.301,1
"42",17,"Self","Matching","anxious",7,3,"S2",464,0.464,1
"43",17,"Self","Matching","anxious",7,3,"S2",376,0.376,1
"44",17,"Self","Matching","anxious",7,3,"S2",230,0.23,1
"45",17,"Self","Matching","anxious",7,3,"S2",327,0.327,1
"46",17,"Self","Matching","anxious",7,3,"S2",357,0.357,1
"47",17,"Self","Matching","anxious",7,3,"S2",434,0.434,1
"48",17,"Self","Matching","anxious",7,3,"S2",389,0.389,0
"49",17,"Self","Matching","serenity",4,8,"S3",428,0.428,1
"50",17,"Self","Matching","serenity",4,8,"S3",420,0.42,1
"51",17,"Self","Matching","serenity",4,8,"S3",308,0.308,1
"52",17,"Self","Matching","serenity",4,8,"S3",390,0.39,1
"53",17,"Self","Matching","serenity",4,8,"S3",268,0.268,1
"54",17,"Self","Matching","serenity",4,8,"S3",483,0.483,1
"55",17,"Self","Matching","serenity",4,8,"S3",398,0.398,1
"56",17,"Self","Matching","serenity",4,8,"S3",407,0.407,1
"57",17,"Self","Matching","serenity",4,8,"S3",419,0.419,1
"58",17,"Self","Matching","serenity",4,8,"S3",333,0.333,1
"59",17,"Self","Matching","serenity",4,8,"S3",433,0.433,1
"60",17,"Self","Matching","serenity",4,8,"S3",327,0.327,1
"61",17,"Self","Matching","serenity",4,8,"S3",362,0.362,1
"62",17,"Self","Matching","serenity",4,8,"S3",339,0.339,1
"63",17,"Self","Matching","serenity",4,8,"S3",422,0.422,1
"64",17,"Self","Matching","serenity",4,8,"S3",300,0.3,0
"65",17,"Self","Matching","serenity",4,8,"S3",351,0.351,1
"66",17,"Self","Matching","serenity",4,8,"S3",359,0.359,1
"67",17,"Self","Matching","serenity",4,8,"S3",374,0.374,1
"68",17,"Self","Matching","serenity",4,8,"S3",242,0.242,1
"69",17,"Self","Matching","serenity",4,8,"S3",379,0.379,1
"70",17,"Self","Matching","serenity",4,8,"S3",402,0.402,1
"71",17,"Self","Matching","serenity",4,8,"S3",400,0.4,1
"72",17,"Self","Matching","serenity",4,8,"S3",313,0.313,0
"73",17,"Self","Matching","depression",2,2,"S4",427,0.427,1
"74",17,"Self","Matching","depression",2,2,"S4",366,0.366,1
"75",17,"Self","Matching","depression",2,2,"S4",378,0.378,1
"76",17,"Self","Matching","depression",2,2,"S4",384,0.384,1
"77",17,"Self","Matching","depression",2,2,"S4",332,0.332,1
"78",17,"Self","Matching","depression",2,2,"S4",414,0.414,1
"79",17,"Self","Matching","depression",2,2,"S4",436,0.436,1
"80",17,"Self","Matching","depression",2,2,"S4",437,0.437,1
"81",17,"Self","Matching","depression",2,2,"S4",267,0.267,1
"82",17,"Self","Matching","depression",2,2,"S4",447,0.447,1
"83",17,"Self","Matching","depression",2,2,"S4",369,0.369,1
"84",17,"Self","Matching","depression",2,2,"S4",365,0.365,1
"85",17,"Self","Matching","depression",2,2,"S4",408,0.408,1
"86",17,"Self","Matching","depression",2,2,"S4",412,0.412,1
"87",17,"Self","Matching","depression",2,2,"S4",378,0.378,1
"88",17,"Self","Matching","depression",2,2,"S4",437,0.437,1
"89",17,"Self","Matching","depression",2,2,"S4",263,0.263,1
"90",17,"Self","Matching","depression",2,2,"S4",368,0.368,1
"91",17,"Self","Matching","depression",2,2,"S4",377,0.377,1
"92",17,"Self","Matching","depression",2,2,"S4",380,0.38,1
"93",17,"Self","Matching","depression",2,2,"S4",376,0.376,1
"94",17,"Self","Matching","depression",2,2,"S4",365,0.365,1
"95",17,"Self","Matching","depression",2,2,"S4",343,0.343,1
"96",17,"Self","Matching","depression",2,2,"S4",360,0.36,1
"97",17,"Stranger","Matching","happy",5,5,"S1",343,0.343,0
"98",17,"Stranger","Matching","happy",5,5,"S1",371,0.371,0
"99",17,"Stranger","Matching","happy",5,5,"S1",549,0.549,1
"100",17,"Stranger","Matching","happy",5,5,"S1",907,0.907,1
"101",17,"Stranger","Matching","happy",5,5,"S1",373,0.373,0
"102",17,"Stranger","Matching","happy",5,5,"S1",394,0.394,1
"103",17,"Stranger","Matching","happy",5,5,"S1",297,0.297,0
"104",17,"Stranger","Matching","happy",5,5,"S1",344,0.344,0
"105",17,"Stranger","Matching","happy",5,5,"S1",475,0.475,0
"106",17,"Stranger","Matching","happy",5,5,"S1",527,0.527,1
"107",17,"Stranger","Matching","happy",5,5,"S1",370,0.37,0
"108",17,"Stranger","Matching","happy",5,5,"S1",473,0.473,1
"109",17,"Stranger","Matching","happy",5,5,"S1",428,0.428,1
"110",17,"Stranger","Matching","happy",5,5,"S1",534,0.534,1
"111",17,"Stranger","Matching","happy",5,5,"S1",535,0.535,1
"112",17,"Stranger","Matching","happy",5,5,"S1",539,0.539,1
"113",17,"Stranger","Matching","happy",5,5,"S1",347,0.347,1
"114",17,"Stranger","Matching","happy",5,5,"S1",464,0.464,1
"115",17,"Stranger","Matching","happy",5,5,"S1",418,0.418,1
"116",17,"Stranger","Matching","happy",5,5,"S1",470,0.47,1
"117",17,"Stranger","Matching","happy",5,5,"S1",385,0.385,0
"118",17,"Stranger","Matching","happy",5,5,"S1",314,0.314,0
"119",17,"Stranger","Matching","happy",5,5,"S1",448,0.448,1
"120",17,"Stranger","Matching","happy",5,5,"S1",443,0.443,1
"121",17,"Stranger","Matching","anxious",7,3,"S2",520,0.52,0
"122",17,"Stranger","Matching","anxious",7,3,"S2",551,0.551,1
"123",17,"Stranger","Matching","anxious",7,3,"S2",464,0.464,1
"124",17,"Stranger","Matching","anxious",7,3,"S2",420,0.42,0
"125",17,"Stranger","Matching","anxious",7,3,"S2",411,0.411,1
"126",17,"Stranger","Matching","anxious",7,3,"S2",256,0.256,0
"127",17,"Stranger","Matching","anxious",7,3,"S2",460,0.46,1
"128",17,"Stranger","Matching","anxious",7,3,"S2",275,0.275,1
"129",17,"Stranger","Matching","anxious",7,3,"S2",387,0.387,0
"130",17,"Stranger","Matching","anxious",7,3,"S2",431,0.431,0
"131",17,"Stranger","Matching","anxious",7,3,"S2",495,0.495,1
"132",17,"Stranger","Matching","anxious",7,3,"S2",360,0.36,1
"133",17,"Stranger","Matching","anxious",7,3,"S2",464,0.464,1
"134",17,"Stranger","Matching","anxious",7,3,"S2",382,0.382,0
"135",17,"Stranger","Matching","anxious",7,3,"S2",296,0.296,0
"136",17,"Stranger","Matching","anxious",7,3,"S2",673,0.673,1
"137",17,"Stranger","Matching","anxious",7,3,"S2",417,0.417,1
"138",17,"Stranger","Matching","anxious",7,3,"S2",540,0.54,0
"139",17,"Stranger","Matching","anxious",7,3,"S2",434,0.434,1
"140",17,"Stranger","Matching","anxious",7,3,"S2",450,0.45,0
"141",17,"Stranger","Matching","anxious",7,3,"S2",469,0.469,1
"142",17,"Stranger","Matching","anxious",7,3,"S2",380,0.38,0
"143",17,"Stranger","Matching","anxious",7,3,"S2",383,0.383,1
"144",17,"Stranger","Matching","anxious",7,3,"S2",313,0.313,0
"145",17,"Stranger","Matching","serenity",4,8,"S3",487,0.487,1
"146",17,"Stranger","Matching","serenity",4,8,"S3",259,0.259,0
"147",17,"Stranger","Matching","serenity",4,8,"S3",485,0.485,1
"148",17,"Stranger","Matching","serenity",4,8,"S3",351,0.351,1
"149",17,"Stranger","Matching","serenity",4,8,"S3",328,0.328,0
"150",17,"Stranger","Matching","serenity",4,8,"S3",355,0.355,1
"151",17,"Stranger","Matching","serenity",4,8,"S3",279,0.279,0
"152",17,"Stranger","Matching","serenity",4,8,"S3",337,0.337,1
"153",17,"Stranger","Matching","serenity",4,8,"S3",528,0.528,1
"154",17,"Stranger","Matching","serenity",4,8,"S3",558,0.558,0
"155",17,"Stranger","Matching","serenity",4,8,"S3",428,0.428,1
"156",17,"Stranger","Matching","serenity",4,8,"S3",355,0.355,1
"157",17,"Stranger","Matching","serenity",4,8,"S3",397,0.397,1
"158",17,"Stranger","Matching","serenity",4,8,"S3",429,0.429,1
"159",17,"Stranger","Matching","serenity",4,8,"S3",425,0.425,0
"160",17,"Stranger","Matching","serenity",4,8,"S3",343,0.343,0
"161",17,"Stranger","Matching","serenity",4,8,"S3",305,0.305,1
"162",17,"Stranger","Matching","serenity",4,8,"S3",427,0.427,1
"163",17,"Stranger","Matching","serenity",4,8,"S3",366,0.366,1
"164",17,"Stranger","Matching","serenity",4,8,"S3",456,0.456,1
"165",17,"Stranger","Matching","serenity",4,8,"S3",502,0.502,1
"166",17,"Stranger","Matching","serenity",4,8,"S3",408,0.408,1
"167",17,"Stranger","Matching","serenity",4,8,"S3",446,0.446,1
"168",17,"Stranger","Matching","serenity",4,8,"S3",449,0.449,1
"169",17,"Stranger","Matching","depression",2,2,"S4",602,0.602,1
"170",17,"Stranger","Matching","depression",2,2,"S4",539,0.539,1
"171",17,"Stranger","Matching","depression",2,2,"S4",478,0.478,0
"172",17,"Stranger","Matching","depression",2,2,"S4",359,0.359,1
"173",17,"Stranger","Matching","depression",2,2,"S4",265,0.265,0
"174",17,"Stranger","Matching","depression",2,2,"S4",571,0.571,1
"175",17,"Stranger","Matching","depression",2,2,"S4",544,0.544,1
"176",17,"Stranger","Matching","depression",2,2,"S4",464,0.464,1
"177",17,"Stranger","Matching","depression",2,2,"S4",439,0.439,1
"178",17,"Stranger","Matching","depression",2,2,"S4",398,0.398,1
"179",17,"Stranger","Matching","depression",2,2,"S4",275,0.275,1
"180",17,"Stranger","Matching","depression",2,2,"S4",454,0.454,1
"181",17,"Stranger","Matching","depression",2,2,"S4",558,0.558,1
"182",17,"Stranger","Matching","depression",2,2,"S4",507,0.507,1
"183",17,"Stranger","Matching","depression",2,2,"S4",468,0.468,1
"184",17,"Stranger","Matching","depression",2,2,"S4",285,0.285,1
"185",17,"Stranger","Matching","depression",2,2,"S4",763,0.763,1
"186",17,"Stranger","Matching","depression",2,2,"S4",317,0.317,1
"187",17,"Stranger","Matching","depression",2,2,"S4",461,0.461,1
"188",17,"Stranger","Matching","depression",2,2,"S4",525,0.525,1
"189",17,"Stranger","Matching","depression",2,2,"S4",525,0.525,1
"190",17,"Stranger","Matching","depression",2,2,"S4",456,0.456,1
"191",17,"Stranger","Matching","depression",2,2,"S4",250,0.25,1
"192",17,"Stranger","Matching","depression",2,2,"S4",366,0.366,1
"193",17,NA,"Matching","happy",5,5,"S1",599,0.599,1
"194",17,NA,"Matching","happy",5,5,"S1",623,0.623,1
"195",17,NA,"Matching","happy",5,5,"S1",509,0.509,1
"196",17,NA,"Matching","happy",5,5,"S1",376,0.376,1
"197",17,NA,"Matching","happy",5,5,"S1",549,0.549,1
"198",17,NA,"Matching","happy",5,5,"S1",352,0.352,1
"199",17,NA,"Matching","happy",5,5,"S1",370,0.37,0
"200",17,NA,"Matching","happy",5,5,"S1",450,0.45,1
"201",17,NA,"Matching","happy",5,5,"S1",442,0.442,1
"202",17,NA,"Matching","happy",5,5,"S1",437,0.437,1
"203",17,NA,"Matching","happy",5,5,"S1",621,0.621,1
"204",17,NA,"Matching","happy",5,5,"S1",532,0.532,1
"205",17,NA,"Matching","happy",5,5,"S1",400,0.4,1
"206",17,NA,"Matching","happy",5,5,"S1",487,0.487,1
"207",17,NA,"Matching","happy",5,5,"S1",482,0.482,1
"208",17,NA,"Matching","happy",5,5,"S1",433,0.433,0
"209",17,NA,"Matching","happy",5,5,"S1",412,0.412,1
"210",17,NA,"Matching","happy",5,5,"S1",416,0.416,1
"211",17,NA,"Matching","happy",5,5,"S1",431,0.431,1
"212",17,NA,"Matching","happy",5,5,"S1",812,0.812,1
"213",17,NA,"Matching","happy",5,5,"S1",514,0.514,1
"214",17,NA,"Matching","happy",5,5,"S1",335,0.335,0
"215",17,NA,"Matching","happy",5,5,"S1",461,0.461,1
"216",17,NA,"Matching","anxious",7,3,"S2",233,0.233,0
"217",17,NA,"Matching","anxious",7,3,"S2",522,0.522,1
"218",17,NA,"Matching","anxious",7,3,"S2",527,0.527,1
"219",17,NA,"Matching","anxious",7,3,"S2",426,0.426,0
"220",17,NA,"Matching","anxious",7,3,"S2",355,0.355,0
"221",17,NA,"Matching","anxious",7,3,"S2",548,0.548,1
"222",17,NA,"Matching","anxious",7,3,"S2",566,0.566,1
"223",17,NA,"Matching","anxious",7,3,"S2",411,0.411,1
"224",17,NA,"Matching","anxious",7,3,"S2",464,0.464,1
"225",17,NA,"Matching","anxious",7,3,"S2",444,0.444,1
"226",17,NA,"Matching","anxious",7,3,"S2",480,0.48,0
"227",17,NA,"Matching","anxious",7,3,"S2",409,0.409,1
"228",17,NA,"Matching","anxious",7,3,"S2",488,0.488,1
"229",17,NA,"Matching","anxious",7,3,"S2",461,0.461,1
"230",17,NA,"Matching","anxious",7,3,"S2",461,0.461,1
"231",17,NA,"Matching","anxious",7,3,"S2",421,0.421,1
"232",17,NA,"Matching","anxious",7,3,"S2",544,0.544,1
"233",17,NA,"Matching","anxious",7,3,"S2",440,0.44,1
"234",17,NA,"Matching","anxious",7,3,"S2",397,0.397,1
"235",17,NA,"Matching","anxious",7,3,"S2",430,0.43,1
"236",17,NA,"Matching","anxious",7,3,"S2",503,0.503,1
"237",17,NA,"Matching","anxious",7,3,"S2",342,0.342,1
"238",17,NA,"Matching","anxious",7,3,"S2",453,0.453,1
"239",17,NA,"Matching","anxious",7,3,"S2",430,0.43,1
"240",17,NA,"Matching","serenity",4,8,"S3",401,0.401,1
"241",17,NA,"Matching","serenity",4,8,"S3",424,0.424,1
"242",17,NA,"Matching","serenity",4,8,"S3",577,0.577,1
"243",17,NA,"Matching","serenity",4,8,"S3",583,0.583,0
"244",17,NA,"Matching","serenity",4,8,"S3",509,0.509,1
"245",17,NA,"Matching","serenity",4,8,"S3",592,0.592,1
"246",17,NA,"Matching","serenity",4,8,"S3",475,0.475,1
"247",17,NA,"Matching","serenity",4,8,"S3",407,0.407,1
"248",17,NA,"Matching","serenity",4,8,"S3",684,0.684,1
"249",17,NA,"Matching","serenity",4,8,"S3",521,0.521,1
"250",17,NA,"Matching","serenity",4,8,"S3",477,0.477,1
"251",17,NA,"Matching","serenity",4,8,"S3",343,0.343,1
"252",17,NA,"Matching","serenity",4,8,"S3",589,0.589,1
"253",17,NA,"Matching","serenity",4,8,"S3",357,0.357,1
"254",17,NA,"Matching","serenity",4,8,"S3",565,0.565,1
"255",17,NA,"Matching","serenity",4,8,"S3",405,0.405,1
"256",17,NA,"Matching","serenity",4,8,"S3",408,0.408,0
"257",17,NA,"Matching","serenity",4,8,"S3",411,0.411,1
"258",17,NA,"Matching","serenity",4,8,"S3",489,0.489,1
"259",17,NA,"Matching","serenity",4,8,"S3",362,0.362,1
"260",17,NA,"Matching","serenity",4,8,"S3",580,0.58,1
"261",17,NA,"Matching","serenity",4,8,"S3",269,0.269,1
"262",17,NA,"Matching","serenity",4,8,"S3",435,0.435,1
"263",17,NA,"Matching","serenity",4,8,"S3",489,0.489,1
"264",17,NA,"Matching","depression",2,2,"S4",382,0.382,0
"265",17,NA,"Matching","depression",2,2,"S4",380,0.38,0
"266",17,NA,"Matching","depression",2,2,"S4",398,0.398,0
"267",17,NA,"Matching","depression",2,2,"S4",476,0.476,1
"268",17,NA,"Matching","depression",2,2,"S4",548,0.548,1
"269",17,NA,"Matching","depression",2,2,"S4",373,0.373,1
"270",17,NA,"Matching","depression",2,2,"S4",514,0.514,0
"271",17,NA,"Matching","depression",2,2,"S4",605,0.605,1
"272",17,NA,"Matching","depression",2,2,"S4",431,0.431,0
"273",17,NA,"Matching","depression",2,2,"S4",390,0.39,1
"274",17,NA,"Matching","depression",2,2,"S4",337,0.337,0
"275",17,NA,"Matching","depression",2,2,"S4",371,0.371,0
"276",17,NA,"Matching","depression",2,2,"S4",455,0.455,0
"277",17,NA,"Matching","depression",2,2,"S4",595,0.595,0
"278",17,NA,"Matching","depression",2,2,"S4",521,0.521,1
"279",17,NA,"Matching","depression",2,2,"S4",465,0.465,1
"280",17,NA,"Matching","depression",2,2,"S4",390,0.39,1
"281",17,NA,"Matching","depression",2,2,"S4",436,0.436,1
"282",17,NA,"Matching","depression",2,2,"S4",457,0.457,1
"283",17,NA,"Matching","depression",2,2,"S4",320,0.32,1
"284",17,NA,"Matching","depression",2,2,"S4",581,0.581,1
"285",17,NA,"Matching","depression",2,2,"S4",435,0.435,0
"286",17,NA,"Matching","depression",2,2,"S4",480,0.48,1
"287",17,NA,"Matching","depression",2,2,"S4",550,0.55,1
"288",17,"Self","Nonmatching","happy",5,5,"S1",392,0.392,1
"289",17,"Self","Nonmatching","happy",5,5,"S1",493,0.493,1
"290",17,"Self","Nonmatching","happy",5,5,"S1",330,0.33,1
"291",17,"Self","Nonmatching","happy",5,5,"S1",405,0.405,0
"292",17,"Self","Nonmatching","happy",5,5,"S1",590,0.59,1
"293",17,"Self","Nonmatching","happy",5,5,"S1",363,0.363,1
"294",17,"Self","Nonmatching","happy",5,5,"S1",395,0.395,1
"295",17,"Self","Nonmatching","happy",5,5,"S1",499,0.499,1
"296",17,"Self","Nonmatching","happy",5,5,"S1",471,0.471,1
"297",17,"Self","Nonmatching","happy",5,5,"S1",283,0.283,1
"298",17,"Self","Nonmatching","happy",5,5,"S1",406,0.406,1
"299",17,"Self","Nonmatching","happy",5,5,"S1",347,0.347,1
"300",17,"Self","Nonmatching","happy",5,5,"S1",379,0.379,1
"301",17,"Self","Nonmatching","happy",5,5,"S1",323,0.323,1
"302",17,"Self","Nonmatching","happy",5,5,"S1",371,0.371,1
"303",17,"Self","Nonmatching","happy",5,5,"S1",452,0.452,1
"304",17,"Self","Nonmatching","happy",5,5,"S1",383,0.383,1
"305",17,"Self","Nonmatching","happy",5,5,"S1",384,0.384,1
"306",17,"Self","Nonmatching","happy",5,5,"S1",312,0.312,1
"307",17,"Self","Nonmatching","happy",5,5,"S1",619,0.619,1
"308",17,"Self","Nonmatching","happy",5,5,"S1",326,0.326,1
"309",17,"Self","Nonmatching","happy",5,5,"S1",459,0.459,1
"310",17,"Self","Nonmatching","happy",5,5,"S1",430,0.43,1
"311",17,"Self","Nonmatching","happy",5,5,"S1",481,0.481,1
"312",17,"Self","Nonmatching","anxious",7,3,"S2",408,0.408,1
"313",17,"Self","Nonmatching","anxious",7,3,"S2",741,0.741,1
"314",17,"Self","Nonmatching","anxious",7,3,"S2",644,0.644,1
"315",17,"Self","Nonmatching","anxious",7,3,"S2",471,0.471,1
"316",17,"Self","Nonmatching","anxious",7,3,"S2",339,0.339,1
"317",17,"Self","Nonmatching","anxious",7,3,"S2",557,0.557,1
"318",17,"Self","Nonmatching","anxious",7,3,"S2",471,0.471,1
"319",17,"Self","Nonmatching","anxious",7,3,"S2",471,0.471,1
"320",17,"Self","Nonmatching","anxious",7,3,"S2",387,0.387,0
"321",17,"Self","Nonmatching","anxious",7,3,"S2",444,0.444,1
"322",17,"Self","Nonmatching","anxious",7,3,"S2",419,0.419,1
"323",17,"Self","Nonmatching","anxious",7,3,"S2",502,0.502,1
"324",17,"Self","Nonmatching","anxious",7,3,"S2",477,0.477,1
"325",17,"Self","Nonmatching","anxious",7,3,"S2",464,0.464,1
"326",17,"Self","Nonmatching","anxious",7,3,"S2",492,0.492,1
"327",17,"Self","Nonmatching","anxious",7,3,"S2",356,0.356,1
"328",17,"Self","Nonmatching","anxious",7,3,"S2",499,0.499,1
"329",17,"Self","Nonmatching","anxious",7,3,"S2",403,0.403,1
"330",17,"Self","Nonmatching","anxious",7,3,"S2",429,0.429,1
"331",17,"Self","Nonmatching","anxious",7,3,"S2",413,0.413,0
"332",17,"Self","Nonmatching","anxious",7,3,"S2",438,0.438,1
"333",17,"Self","Nonmatching","anxious",7,3,"S2",598,0.598,1
"334",17,"Self","Nonmatching","anxious",7,3,"S2",482,0.482,1
"335",17,"Self","Nonmatching","anxious",7,3,"S2",387,0.387,1
"336",17,"Self","Nonmatching","serenity",4,8,"S3",398,0.398,1
"337",17,"Self","Nonmatching","serenity",4,8,"S3",407,0.407,1
"338",17,"Self","Nonmatching","serenity",4,8,"S3",549,0.549,1
"339",17,"Self","Nonmatching","serenity",4,8,"S3",441,0.441,1
"340",17,"Self","Nonmatching","serenity",4,8,"S3",692,0.692,1
"341",17,"Self","Nonmatching","serenity",4,8,"S3",467,0.467,1
"342",17,"Self","Nonmatching","serenity",4,8,"S3",391,0.391,1
"343",17,"Self","Nonmatching","serenity",4,8,"S3",396,0.396,1
"344",17,"Self","Nonmatching","serenity",4,8,"S3",463,0.463,1
"345",17,"Self","Nonmatching","serenity",4,8,"S3",539,0.539,1
"346",17,"Self","Nonmatching","serenity",4,8,"S3",523,0.523,1
"347",17,"Self","Nonmatching","serenity",4,8,"S3",530,0.53,1
"348",17,"Self","Nonmatching","serenity",4,8,"S3",425,0.425,1
"349",17,"Self","Nonmatching","serenity",4,8,"S3",439,0.439,1
"350",17,"Self","Nonmatching","serenity",4,8,"S3",518,0.518,1
"351",17,"Self","Nonmatching","serenity",4,8,"S3",310,0.31,1
"352",17,"Self","Nonmatching","serenity",4,8,"S3",370,0.37,1
"353",17,"Self","Nonmatching","serenity",4,8,"S3",394,0.394,1
"354",17,"Self","Nonmatching","serenity",4,8,"S3",377,0.377,1
"355",17,"Self","Nonmatching","serenity",4,8,"S3",464,0.464,1
"356",17,"Self","Nonmatching","serenity",4,8,"S3",420,0.42,1
"357",17,"Self","Nonmatching","serenity",4,8,"S3",650,0.65,0
"358",17,"Self","Nonmatching","serenity",4,8,"S3",533,0.533,1
"359",17,"Self","Nonmatching","serenity",4,8,"S3",385,0.385,1
"360",17,"Self","Nonmatching","depression",2,2,"S4",579,0.579,1
"361",17,"Self","Nonmatching","depression",2,2,"S4",342,0.342,1
"362",17,"Self","Nonmatching","depression",2,2,"S4",437,0.437,1
"363",17,"Self","Nonmatching","depression",2,2,"S4",598,0.598,1
"364",17,"Self","Nonmatching","depression",2,2,"S4",446,0.446,1
"365",17,"Self","Nonmatching","depression",2,2,"S4",423,0.423,0
"366",17,"Self","Nonmatching","depression",2,2,"S4",586,0.586,0
"367",17,"Self","Nonmatching","depression",2,2,"S4",519,0.519,1
"368",17,"Self","Nonmatching","depression",2,2,"S4",493,0.493,1
"369",17,"Self","Nonmatching","depression",2,2,"S4",548,0.548,0
"370",17,"Self","Nonmatching","depression",2,2,"S4",541,0.541,1
"371",17,"Self","Nonmatching","depression",2,2,"S4",501,0.501,1
"372",17,"Self","Nonmatching","depression",2,2,"S4",440,0.44,1
"373",17,"Self","Nonmatching","depression",2,2,"S4",478,0.478,1
"374",17,"Self","Nonmatching","depression",2,2,"S4",624,0.624,1
"375",17,"Self","Nonmatching","depression",2,2,"S4",490,0.49,1
"376",17,"Self","Nonmatching","depression",2,2,"S4",590,0.59,1
"377",17,"Self","Nonmatching","depression",2,2,"S4",452,0.452,1
"378",17,"Self","Nonmatching","depression",2,2,"S4",485,0.485,1
"379",17,"Self","Nonmatching","depression",2,2,"S4",334,0.334,1
"380",17,"Self","Nonmatching","depression",2,2,"S4",451,0.451,0
"381",17,"Self","Nonmatching","depression",2,2,"S4",482,0.482,0
"382",17,"Self","Nonmatching","depression",2,2,"S4",375,0.375,1
"383",17,"Self","Nonmatching","depression",2,2,"S4",313,0.313,1
"384",17,"Stranger","Nonmatching","happy",5,5,"S1",416,0.416,1
"385",17,"Stranger","Nonmatching","happy",5,5,"S1",402,0.402,1
"386",17,"Stranger","Nonmatching","happy",5,5,"S1",451,0.451,1
"387",17,"Stranger","Nonmatching","happy",5,5,"S1",988,0.988,1
"388",17,"Stranger","Nonmatching","happy",5,5,"S1",445,0.445,1
"389",17,"Stranger","Nonmatching","happy",5,5,"S1",536,0.536,1
"390",17,"Stranger","Nonmatching","happy",5,5,"S1",600,0.6,1
"391",17,"Stranger","Nonmatching","happy",5,5,"S1",325,0.325,0
"392",17,"Stranger","Nonmatching","happy",5,5,"S1",363,0.363,1
"393",17,"Stranger","Nonmatching","happy",5,5,"S1",499,0.499,1
"394",17,"Stranger","Nonmatching","happy",5,5,"S1",375,0.375,1
"395",17,"Stranger","Nonmatching","happy",5,5,"S1",315,0.315,0
"396",17,"Stranger","Nonmatching","happy",5,5,"S1",403,0.403,1
"397",17,"Stranger","Nonmatching","happy",5,5,"S1",449,0.449,1
"398",17,"Stranger","Nonmatching","happy",5,5,"S1",577,0.577,1
"399",17,"Stranger","Nonmatching","happy",5,5,"S1",415,0.415,1
"400",17,"Stranger","Nonmatching","happy",5,5,"S1",292,0.292,1
"401",17,"Stranger","Nonmatching","happy",5,5,"S1",409,0.409,1
"402",17,"Stranger","Nonmatching","happy",5,5,"S1",503,0.503,1
"403",17,"Stranger","Nonmatching","happy",5,5,"S1",439,0.439,1
"404",17,"Stranger","Nonmatching","happy",5,5,"S1",428,0.428,1
"405",17,"Stranger","Nonmatching","happy",5,5,"S1",539,0.539,1
"406",17,"Stranger","Nonmatching","happy",5,5,"S1",450,0.45,1
"407",17,"Stranger","Nonmatching","happy",5,5,"S1",607,0.607,1
"408",17,"Stranger","Nonmatching","anxious",7,3,"S2",479,0.479,1
"409",17,"Stranger","Nonmatching","anxious",7,3,"S2",437,0.437,1
"410",17,"Stranger","Nonmatching","anxious",7,3,"S2",418,0.418,1
