"Subject","Gender","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Cue","RT_ms","RT_sec","ACC"
2,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",505,0.505,1
2,"female","Nonmatching","Self","Self","Self","No cue",675,0.675,1
2,"female","Nonmatching","Self","Self","Self","No cue",593,0.593,1
2,"female","Matching","Familiar","Familiar","Celebrity","No cue",489,0.489,1
2,"female","Matching","Familiar","Familiar","Celebrity","Alter cue",498,0.498,1
2,"female","Matching","Self","Self","Self","Alter cue",607,0.607,1
2,"female","Nonmatching","Self","Self","Self","No cue",653,0.653,1
3,"male","Nonmatching","Self","Self","Self","No cue",750,0.75,1
3,"male","Matching","Self","Self","Self","No cue",518,0.518,1
3,"male","Nonmatching","Self","Self","Self","No cue",527,0.527,1
3,"male","Matching","Self","Self","Self","Alter cue",592,0.592,1
3,"male","Matching","Self","Self","Self","No cue",587,0.587,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",596,0.596,1
3,"male","Matching","Self","Self","Self","Alter cue",496,0.496,1
3,"male","Nonmatching","Self","Self","Self","No cue",557,0.557,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",300,0.3,0
3,"male","Matching","Self","Self","Self","No cue",466,0.466,1
3,"male","Nonmatching","Self","Self","Self","No cue",662,0.662,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",680,0.68,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",737,0.737,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",783,0.783,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",522,0.522,1
3,"male","Nonmatching","Self","Self","Self","No cue",731,0.731,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",605,0.605,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",683,0.683,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",456,0.456,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",712,0.712,0
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",916,0.916,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",876,0.876,1
3,"male","Matching","Self","Self","Self","Alter cue",468,0.468,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",589,0.589,1
3,"male","Matching","Self","Self","Self","No cue",550,0.55,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",703,0.703,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",761,0.761,1
3,"male","Nonmatching","Self","Self","Self","No cue",477,0.477,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",611,0.611,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",561,0.561,1
3,"male","Matching","Self","Self","Self","Alter cue",490,0.49,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",672,0.672,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",607,0.607,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",825,0.825,1
3,"male","Matching","Self","Self","Self","No cue",494,0.494,1
3,"male","Matching","Self","Self","Self","Alter cue",637,0.637,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",586,0.586,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",990,0.99,0
3,"male","Nonmatching","Self","Self","Self","Alter cue",660,0.66,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",630,0.63,1
3,"male","Nonmatching","Self","Self","Self","No cue",640,0.64,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",699,0.699,1
3,"male","Matching","Self","Self","Self","No cue",545,0.545,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",824,0.824,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",522,0.522,1
3,"male","Matching","Self","Self","Self","Alter cue",592,0.592,1
3,"male","Nonmatching","Self","Self","Self","No cue",653,0.653,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",581,0.581,1
3,"male","Matching","Self","Self","Self","No cue",517,0.517,1
3,"male","Matching","Self","Self","Self","Alter cue",483,0.483,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",475,0.475,0
3,"male","Matching","Self","Self","Self","No cue",554,0.554,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",577,0.577,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",596,0.596,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",612,0.612,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",603,0.603,1
3,"male","Matching","Self","Self","Self","No cue",565,0.565,1
3,"male","Matching","Self","Self","Self","Alter cue",349,0.349,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",478,0.478,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",692,0.692,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",637,0.637,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",596,0.596,1
3,"male","Matching","Self","Self","Self","Alter cue",411,0.411,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",618,0.618,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",688,0.688,1
3,"male","Nonmatching","Self","Self","Self","No cue",419,0.419,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",919,0.919,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",763,0.763,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",711,0.711,0
3,"male","Nonmatching","Self","Self","Self","Alter cue",367,0.367,0
3,"male","Nonmatching","Self","Self","Self","No cue",785,0.785,1
3,"male","Nonmatching","Self","Self","Self","No cue",695,0.695,1
3,"male","Nonmatching","Self","Self","Self","No cue",527,0.527,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",504,0.504,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",712,0.712,1
3,"male","Matching","Self","Self","Self","No cue",606,0.606,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",523,0.523,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",445,0.445,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",664,0.664,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",391,0.391,0
3,"male","Matching","Self","Self","Self","No cue",473,0.473,1
3,"male","Nonmatching","Self","Self","Self","No cue",915,0.915,0
3,"male","Nonmatching","Self","Self","Self","Alter cue",408,0.408,0
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",891,0.891,1
3,"male","Matching","Self","Self","Self","No cue",432,0.432,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",327,0.327,0
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",560,0.56,1
3,"male","Matching","Self","Self","Self","Alter cue",486,0.486,1
3,"male","Matching","Self","Self","Self","No cue",446,0.446,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",213,0.213,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",623,0.623,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",235,0.235,1
3,"male","Matching","Self","Self","Self","Alter cue",451,0.451,1
3,"male","Nonmatching","Self","Self","Self","No cue",473,0.473,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",445,0.445,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",345,0.345,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",309,0.309,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",617,0.617,0
3,"male","Matching","Self","Self","Self","Alter cue",371,0.371,1
3,"male","Nonmatching","Self","Self","Self","No cue",677,0.677,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",779,0.779,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",387,0.387,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",650,0.65,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",370,0.37,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",698,0.698,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",568,0.568,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",752,0.752,1
3,"male","Nonmatching","Self","Self","Self","No cue",814,0.814,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",431,0.431,1
3,"male","Matching","Self","Self","Self","Alter cue",515,0.515,1
3,"male","Matching","Self","Self","Self","Alter cue",596,0.596,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",532,0.532,0
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",409,0.409,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",473,0.473,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",477,0.477,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",383,0.383,1
3,"male","Matching","Self","Self","Self","Alter cue",389,0.389,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",497,0.497,0
3,"male","Nonmatching","Self","Self","Self","No cue",290,0.29,0
3,"male","Matching","Self","Self","Self","Alter cue",637,0.637,1
3,"male","Matching","Self","Self","Self","No cue",448,0.448,1
3,"male","Matching","Self","Self","Self","Alter cue",350,0.35,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",604,0.604,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",530,0.53,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",250,0.25,0
3,"male","Nonmatching","Self","Self","Self","No cue",604,0.604,1
3,"male","Matching","Self","Self","Self","No cue",507,0.507,1
3,"male","Matching","Self","Self","Self","No cue",366,0.366,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",470,0.47,0
3,"male","Nonmatching","Self","Self","Self","No cue",336,0.336,0
3,"male","Nonmatching","Self","Self","Self","Alter cue",784,0.784,1
3,"male","Matching","Self","Self","Self","Alter cue",356,0.356,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",407,0.407,1
3,"male","Matching","Self","Self","Self","No cue",445,0.445,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",559,0.559,1
3,"male","Matching","Self","Self","Self","No cue",342,0.342,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",553,0.553,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",472,0.472,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",835,0.835,1
3,"male","Matching","Self","Self","Self","No cue",471,0.471,1
3,"male","Matching","Self","Self","Self","Alter cue",469,0.469,1
3,"male","Matching","Self","Self","Self","Alter cue",284,0.284,1
3,"male","Matching","Self","Self","Self","Alter cue",314,0.314,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",493,0.493,1
3,"male","Matching","Self","Self","Self","Alter cue",344,0.344,1
3,"male","Nonmatching","Self","Self","Self","No cue",486,0.486,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",646,0.646,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",669,0.669,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",525,0.525,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",653,0.653,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",558,0.558,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",368,0.368,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",272,0.272,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",467,0.467,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",406,0.406,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",642,0.642,1
3,"male","Nonmatching","Self","Self","Self","No cue",687,0.687,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",609,0.609,1
3,"male","Matching","Self","Self","Self","No cue",567,0.567,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",486,0.486,1
3,"male","Nonmatching","Self","Self","Self","No cue",301,0.301,0
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",377,0.377,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",645,0.645,1
3,"male","Matching","Self","Self","Self","No cue",437,0.437,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",480,0.48,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",290,0.29,0
3,"male","Nonmatching","Self","Self","Self","No cue",648,0.648,1
3,"male","Matching","Self","Self","Self","No cue",846,0.846,0
3,"male","Matching","Self","Self","Self","Alter cue",282,0.282,1
3,"male","Matching","Familiar","Familiar","Celebrity","No cue",323,0.323,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",345,0.345,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",504,0.504,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",501,0.501,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",415,0.415,0
3,"male","Matching","Self","Self","Self","Alter cue",483,0.483,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",565,0.565,1
3,"male","Nonmatching","Self","Self","Self","Alter cue",558,0.558,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",714,0.714,1
3,"male","Matching","Self","Self","Self","No cue",355,0.355,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",335,0.335,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",474,0.474,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",314,0.314,1
3,"male","Nonmatching","Self","Self","Self","No cue",641,0.641,0
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",674,0.674,1
3,"male","Matching","Self","Self","Self","No cue",704,0.704,1
3,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",403,0.403,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",274,0.274,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",475,0.475,1
3,"male","Matching","Self","Self","Self","No cue",454,0.454,1
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",420,0.42,0
3,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",811,0.811,1
5,"male","Matching","Self","Self","Self","No cue",716,0.716,1
5,"male","Matching","Self","Self","Self","No cue",246,0.246,1
5,"male","Nonmatching","Self","Self","Self","Alter cue",394,0.394,0
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",516,0.516,0
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",713,0.713,1
5,"male","Nonmatching","Self","Self","Self","No cue",772,0.772,1
5,"male","Nonmatching","Self","Self","Self","Alter cue",695,0.695,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",948,0.948,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",567,0.567,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",637,0.637,1
5,"male","Matching","Self","Self","Self","No cue",572,0.572,1
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",910,0.91,0
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",597,0.597,1
5,"male","Nonmatching","Self","Self","Self","Alter cue",538,0.538,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",713,0.713,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",404,0.404,1
5,"male","Matching","Self","Self","Self","Alter cue",424,0.424,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",457,0.457,1
5,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",633,0.633,1
5,"male","Matching","Self","Self","Self","Alter cue",503,0.503,1
5,"male","Matching","Familiar","Familiar","Celebrity","Alter cue",455,0.455,0
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",592,0.592,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",443,0.443,1
5,"male","Nonmatching","Self","Self","Self","Alter cue",562,0.562,0
5,"male","Nonmatching","Familiar","Familiar","Celebrity","No cue",756,0.756,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",593,0.593,1
5,"male","Matching","Self","Self","Self","No cue",468,0.468,1
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",583,0.583,0
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",559,0.559,1
5,"male","Matching","Self","Self","Self","No cue",553,0.553,1
5,"male","Matching","Self","Self","Self","No cue",447,0.447,1
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",563,0.563,1
5,"male","Matching","Self","Self","Self","No cue",599,0.599,1
5,"male","Matching","Familiar","Familiar","Celebrity","No cue",511,0.511,1
5,"male","Matching","Self","Self","Self","Alter cue",401,0.401,1
5,"male","Nonmatching","Familiar","Familiar","Celebrity","Alter cue",290,0.29,1
