"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC"
"221",105,"Nonmatching","Self","3",570,0.57,1
"222",105,"Nonmatching","Self","3",712,0.712,0
"223",105,"Nonmatching","Self","3",712,0.712,1
"224",105,"Nonmatching","Self","3",756,0.756,1
"225",105,"Nonmatching","Self","3",831,0.831,1
"226",105,"Nonmatching","Self","3",816,0.816,1
"227",105,"Nonmatching","Self","3",1006,1.006,1
"228",105,"Nonmatching","Self","3",776,0.776,1
"229",105,"Nonmatching","Self","3",934,0.934,1
"230",105,"Nonmatching","Friend","3",683,0.683,1
"231",105,"Nonmatching","Friend","3",560,0.56,1
"232",105,"Nonmatching","Friend","3",679,0.679,1
"233",105,"Nonmatching","Friend","3",735,0.735,1
"234",105,"Nonmatching","Friend","3",828,0.828,1
"235",105,"Nonmatching","Friend","3",674,0.674,0
"236",105,"Nonmatching","Friend","3",843,0.843,1
"237",105,"Nonmatching","Friend","3",777,0.777,1
"238",105,"Nonmatching","Friend","3",950,0.95,1
"239",105,"Nonmatching","Friend","3",621,0.621,1
"240",105,"Nonmatching","Friend","3",721,0.721,1
"241",105,"Nonmatching","Friend","3",700,0.7,1
"242",105,"Nonmatching","Friend","3",841,0.841,1
"243",105,"Nonmatching","Friend","3",727,0.727,1
"244",105,"Nonmatching","Friend","3",1047,1.047,1
"245",105,"Nonmatching","Friend","3",742,0.742,1
"246",105,"Nonmatching","Friend","3",745,0.745,1
"247",105,"Nonmatching","Friend","3",733,0.733,1
"248",105,"Nonmatching","Friend","3",604,0.604,1
"249",105,"Nonmatching","Friend","3",849,0.849,1
"250",105,"Nonmatching","Friend","3",696,0.696,1
"251",105,"Nonmatching","Friend","3",855,0.855,1
"252",105,"Nonmatching","Friend","3",627,0.627,1
"253",105,"Nonmatching","Friend","3",771,0.771,1
"254",105,"Nonmatching","Friend","3",840,0.84,1
"255",105,"Nonmatching","Friend","3",919,0.919,1
"256",105,"Nonmatching","Friend","3",956,0.956,1
"257",105,"Nonmatching","Friend","3",968,0.968,1
"258",105,"Nonmatching","Friend","3",975,0.975,1
"259",105,"Nonmatching","Friend","3",627,0.627,0
"260",105,"Nonmatching","Friend","3",740,0.74,1
"261",105,"Nonmatching","Friend","3",737,0.737,1
"262",105,"Nonmatching","Friend","3",755,0.755,0
"263",105,"Nonmatching","Friend","3",1046,1.046,1
"264",105,"Nonmatching","Friend","3",769,0.769,1
"265",105,"Nonmatching","Friend","3",772,0.772,0
"266",105,"Nonmatching","Friend","3",837,0.837,1
"267",105,"Nonmatching","Friend","3",827,0.827,1
"268",105,"Nonmatching","Friend","3",780,0.78,1
"269",105,"Nonmatching","Friend","3",979,0.979,1
"270",105,"Nonmatching","Friend","3",738,0.738,1
"271",105,"Nonmatching","Friend","3",742,0.742,1
"272",105,"Nonmatching","Friend","3",751,0.751,1
"273",105,"Nonmatching","Friend","3",782,0.782,1
"274",105,"Nonmatching","Friend","3",1038,1.038,1
"275",105,"Nonmatching","Friend","3",739,0.739,1
"276",105,"Nonmatching","Friend","3",632,0.632,0
"277",105,"Nonmatching","Friend","3",778,0.778,1
"278",105,"Nonmatching","Friend","3",763,0.763,1
"279",105,"Nonmatching","Friend","3",698,0.698,1
"280",105,"Nonmatching","Friend","3",871,0.871,1
"281",105,"Nonmatching","Friend","3",852,0.852,1
"282",105,"Nonmatching","Friend","3",675,0.675,1
"283",105,"Nonmatching","Friend","3",1094,1.094,1
"284",105,"Nonmatching","Friend","3",637,0.637,1
"285",105,"Nonmatching","Stranger","3",451,0.451,0
"286",105,"Nonmatching","Stranger","3",940,0.94,1
"287",105,"Nonmatching","Stranger","3",708,0.708,0
"288",105,"Nonmatching","Stranger","3",564,0.564,1
"289",105,"Nonmatching","Stranger","3",875,0.875,1
"290",105,"Nonmatching","Stranger","3",823,0.823,1
"291",105,"Nonmatching","Stranger","3",916,0.916,1
"292",105,"Nonmatching","Stranger","3",824,0.824,1
"293",105,"Nonmatching","Stranger","3",1049,1.049,1
"294",105,"Nonmatching","Stranger","3",915,0.915,1
"295",105,"Nonmatching","Stranger","3",955,0.955,1
"296",105,"Nonmatching","Stranger","3",630,0.63,1
"297",105,"Nonmatching","Stranger","3",692,0.692,1
"298",105,"Nonmatching","Stranger","3",753,0.753,1
"299",105,"Nonmatching","Stranger","3",746,0.746,1
"300",105,"Nonmatching","Stranger","3",870,0.87,1
"301",105,"Nonmatching","Stranger","3",845,0.845,1
"302",105,"Nonmatching","Stranger","3",692,0.692,1
"303",105,"Nonmatching","Stranger","3",812,0.812,1
"304",105,"Nonmatching","Stranger","3",703,0.703,1
"305",105,"Nonmatching","Stranger","3",739,0.739,1
"306",105,"Nonmatching","Stranger","3",717,0.717,1
"307",105,"Nonmatching","Stranger","3",979,0.979,1
"308",105,"Nonmatching","Stranger","3",919,0.919,1
"309",105,"Nonmatching","Stranger","3",709,0.709,1
"310",105,"Nonmatching","Stranger","3",764,0.764,1
"311",105,"Nonmatching","Stranger","3",880,0.88,1
"312",105,"Nonmatching","Stranger","3",697,0.697,1
"313",105,"Nonmatching","Stranger","3",836,0.836,1
"314",105,"Nonmatching","Stranger","3",778,0.778,1
"315",105,"Nonmatching","Stranger","3",816,0.816,1
"316",105,"Nonmatching","Stranger","3",946,0.946,1
"317",105,"Nonmatching","Stranger","3",697,0.697,1
"318",105,"Nonmatching","Stranger","3",843,0.843,1
"319",105,"Nonmatching","Stranger","3",991,0.991,1
"320",105,"Nonmatching","Stranger","3",891,0.891,1
"321",105,"Nonmatching","Stranger","3",922,0.922,1
"322",105,"Nonmatching","Stranger","3",669,0.669,1
"323",105,"Nonmatching","Stranger","3",804,0.804,1
"324",105,"Nonmatching","Stranger","3",787,0.787,1
"325",105,"Nonmatching","Stranger","3",969,0.969,1
"326",105,"Nonmatching","Stranger","3",702,0.702,1
"327",105,"Nonmatching","Stranger","3",981,0.981,1
"328",105,"Nonmatching","Stranger","3",614,0.614,1
"329",105,"Nonmatching","Stranger","3",841,0.841,1
"330",105,"Nonmatching","Stranger","3",658,0.658,1
"331",105,"Nonmatching","Stranger","3",699,0.699,1
"332",105,"Nonmatching","Stranger","3",862,0.862,1
"333",105,"Nonmatching","Stranger","3",986,0.986,1
"334",105,"Nonmatching","Stranger","3",794,0.794,1
"335",105,"Nonmatching","Stranger","3",625,0.625,1
"336",105,"Nonmatching","Stranger","3",721,0.721,1
"337",105,"Nonmatching","Stranger","3",882,0.882,0
"338",105,"Nonmatching","Stranger","3",829,0.829,1
"339",105,"Nonmatching","Stranger","3",596,0.596,1
"340",105,"Nonmatching","Stranger","3",454,0.454,0
"341",105,"Nonmatching","Stranger","3",735,0.735,1
"342",106,"Matching","Self","3",602,0.602,1
"343",106,"Matching","Self","3",713,0.713,1
"344",106,"Matching","Self","3",866,0.866,1
"345",106,"Matching","Self","3",862,0.862,1
"346",106,"Matching","Self","3",548,0.548,1
"347",106,"Matching","Self","3",583,0.583,1
"348",106,"Matching","Self","3",657,0.657,1
"349",106,"Matching","Self","3",625,0.625,1
"350",106,"Matching","Self","3",432,0.432,1
"351",106,"Matching","Self","3",725,0.725,1
"352",106,"Matching","Self","3",771,0.771,1
"353",106,"Matching","Self","3",736,0.736,1
"354",106,"Matching","Self","3",611,0.611,1
"355",106,"Matching","Self","3",735,0.735,1
"356",106,"Matching","Self","3",835,0.835,1
"357",106,"Matching","Self","3",572,0.572,1
"358",106,"Matching","Self","3",428,0.428,1
"359",106,"Matching","Self","3",681,0.681,1
"360",106,"Matching","Self","3",886,0.886,1
"361",106,"Matching","Self","3",698,0.698,1
"362",106,"Matching","Self","3",389,0.389,1
"363",106,"Matching","Self","3",920,0.92,1
"364",106,"Matching","Self","3",627,0.627,1
"365",106,"Matching","Self","3",849,0.849,1
"366",106,"Matching","Self","3",536,0.536,1
"367",106,"Matching","Self","3",735,0.735,1
"368",106,"Matching","Self","3",640,0.64,1
"369",106,"Matching","Self","3",583,0.583,1
"370",106,"Matching","Self","3",626,0.626,1
"371",106,"Matching","Self","3",758,0.758,0
"372",106,"Matching","Self","3",712,0.712,1
"373",106,"Matching","Self","3",702,0.702,0
"374",106,"Matching","Self","3",801,0.801,1
"375",106,"Matching","Self","3",733,0.733,1
"376",106,"Matching","Self","3",560,0.56,1
"377",106,"Matching","Self","3",761,0.761,1
"378",106,"Matching","Self","3",795,0.795,1
"379",106,"Matching","Self","3",487,0.487,1
"380",106,"Matching","Self","3",803,0.803,1
"381",106,"Matching","Self","3",553,0.553,1
"382",106,"Matching","Self","3",545,0.545,1
"383",106,"Matching","Self","3",579,0.579,0
"384",106,"Matching","Self","3",749,0.749,1
"385",106,"Matching","Self","3",631,0.631,1
"386",106,"Matching","Self","3",721,0.721,1
"387",106,"Matching","Self","3",655,0.655,1
"388",106,"Matching","Self","3",664,0.664,1
"389",106,"Matching","Self","3",568,0.568,1
"390",106,"Matching","Self","3",824,0.824,1
"391",106,"Matching","Self","3",432,0.432,1
"392",106,"Matching","Self","3",868,0.868,1
"393",106,"Matching","Self","3",646,0.646,1
"394",106,"Matching","Self","3",684,0.684,1
"395",106,"Matching","Self","3",611,0.611,1
"396",106,"Matching","Self","3",973,0.973,1
"397",106,"Matching","Self","3",904,0.904,1
"398",106,"Matching","Self","3",777,0.777,1
"399",106,"Matching","Self","3",850,0.85,1
"400",106,"Matching","Friend","3",765,0.765,0
"401",106,"Matching","Friend","3",752,0.752,0
"402",106,"Matching","Friend","3",729,0.729,0
"403",106,"Matching","Friend","3",997,0.997,1
"404",106,"Matching","Friend","3",878,0.878,1
"405",106,"Matching","Friend","3",531,0.531,1
"406",106,"Matching","Friend","3",688,0.688,1
"407",106,"Matching","Friend","3",625,0.625,1
"408",106,"Matching","Friend","3",610,0.61,1
"409",106,"Matching","Friend","3",649,0.649,1
"410",106,"Matching","Friend","3",887,0.887,0
"411",106,"Matching","Friend","3",518,0.518,1
"412",106,"Matching","Friend","3",705,0.705,0
"413",106,"Matching","Friend","3",479,0.479,1
"414",106,"Matching","Friend","3",666,0.666,0
"415",106,"Matching","Friend","3",1065,1.065,0
"416",106,"Matching","Friend","3",619,0.619,1
"417",106,"Matching","Friend","3",673,0.673,0
"418",106,"Matching","Friend","3",778,0.778,1
"419",106,"Matching","Friend","3",739,0.739,1
"420",106,"Matching","Friend","3",727,0.727,1
"421",106,"Matching","Friend","3",854,0.854,1
"422",106,"Matching","Friend","3",573,0.573,1
"423",106,"Matching","Friend","3",905,0.905,1
"424",106,"Matching","Friend","3",508,0.508,1
"425",106,"Matching","Friend","3",500,0.5,1
"426",106,"Matching","Friend","3",854,0.854,1
"427",106,"Matching","Friend","3",609,0.609,1
"428",106,"Matching","Friend","3",702,0.702,1
"429",106,"Matching","Friend","3",548,0.548,1
"430",106,"Matching","Friend","3",785,0.785,1
"431",106,"Matching","Friend","3",595,0.595,0
"432",106,"Matching","Friend","3",773,0.773,1
"433",106,"Matching","Friend","3",696,0.696,1
"434",106,"Matching","Friend","3",746,0.746,1
"435",106,"Matching","Friend","3",715,0.715,1
"436",106,"Matching","Friend","3",628,0.628,1
"437",106,"Matching","Friend","3",642,0.642,1
"438",106,"Matching","Friend","3",750,0.75,1
"439",106,"Matching","Friend","3",612,0.612,1
"440",106,"Matching","Friend","3",942,0.942,1
"441",106,"Matching","Friend","3",560,0.56,0
"442",106,"Matching","Friend","3",619,0.619,0
"443",106,"Matching","Friend","3",649,0.649,1
"444",106,"Matching","Friend","3",633,0.633,1
"445",106,"Matching","Friend","3",700,0.7,1
"446",106,"Matching","Friend","3",705,0.705,1
"447",106,"Matching","Friend","3",714,0.714,1
"448",106,"Matching","Friend","3",729,0.729,0
"449",106,"Matching","Friend","3",764,0.764,1
"450",106,"Matching","Friend","3",814,0.814,1
"451",106,"Matching","Friend","3",909,0.909,1
"452",106,"Matching","Friend","3",820,0.82,1
"453",106,"Matching","Friend","3",658,0.658,0
"454",106,"Matching","Friend","3",604,0.604,1
"455",106,"Matching","Friend","3",932,0.932,1
"456",106,"Matching","Stranger","3",543,0.543,0
"457",106,"Matching","Stranger","3",566,0.566,0
"458",106,"Matching","Stranger","3",695,0.695,0
"459",106,"Matching","Stranger","3",963,0.963,0
"460",106,"Matching","Stranger","3",812,0.812,0
"461",106,"Matching","Stranger","3",806,0.806,1
"462",106,"Matching","Stranger","3",588,0.588,0
"463",106,"Matching","Stranger","3",902,0.902,0
"464",106,"Matching","Stranger","3",748,0.748,0
"465",106,"Matching","Stranger","3",908,0.908,0
"466",106,"Matching","Stranger","3",776,0.776,0
"467",106,"Matching","Stranger","3",737,0.737,0
"468",106,"Matching","Stranger","3",597,0.597,0
"469",106,"Matching","Stranger","3",740,0.74,1
"470",106,"Matching","Stranger","3",558,0.558,0
"471",106,"Matching","Stranger","3",662,0.662,0
"472",106,"Matching","Stranger","3",579,0.579,0
"473",106,"Matching","Stranger","3",1025,1.025,0
"474",106,"Matching","Stranger","3",566,0.566,1
"475",106,"Matching","Stranger","3",631,0.631,1
"476",106,"Matching","Stranger","3",579,0.579,0
"477",106,"Matching","Stranger","3",621,0.621,0
"478",106,"Matching","Stranger","3",615,0.615,1
"479",106,"Matching","Stranger","3",521,0.521,1
"480",106,"Matching","Stranger","3",693,0.693,1
"481",106,"Matching","Stranger","3",622,0.622,1
"482",106,"Matching","Stranger","3",818,0.818,1
"483",106,"Matching","Stranger","3",858,0.858,0
"484",106,"Matching","Stranger","3",828,0.828,1
"485",106,"Matching","Stranger","3",575,0.575,1
"486",106,"Matching","Stranger","3",693,0.693,1
"487",106,"Matching","Stranger","3",659,0.659,0
"488",106,"Matching","Stranger","3",1000,1,1
"489",106,"Matching","Stranger","3",662,0.662,0
"490",106,"Matching","Stranger","3",725,0.725,1
"491",106,"Matching","Stranger","3",953,0.953,1
"492",106,"Matching","Stranger","3",631,0.631,0
"493",106,"Matching","Stranger","3",888,0.888,1
"494",106,"Matching","Stranger","3",776,0.776,1
"495",106,"Matching","Stranger","3",662,0.662,0
"496",106,"Matching","Stranger","3",1093,1.093,0
"497",106,"Matching","Stranger","3",714,0.714,0
"498",106,"Matching","Stranger","3",628,0.628,0
"499",106,"Matching","Stranger","3",847,0.847,1
"500",106,"Matching","Stranger","3",741,0.741,1
"501",106,"Matching","Stranger","3",686,0.686,1
"502",106,"Matching","Stranger","3",736,0.736,0
"503",106,"Matching","Stranger","3",907,0.907,1
"504",106,"Matching","Stranger","3",649,0.649,0
"505",106,"Matching","Stranger","3",861,0.861,1
"506",106,"Matching","Stranger","3",789,0.789,1
"507",106,"Matching","Stranger","3",567,0.567,1
"508",106,"Matching","Stranger","3",697,0.697,1
"509",106,"Matching","Stranger","3",774,0.774,0
"510",106,"Nonmatching","Self","3",1085,1.085,0
"511",106,"Nonmatching","Self","3",785,0.785,1
"512",106,"Nonmatching","Self","3",444,0.444,0
"513",106,"Nonmatching","Self","3",705,0.705,1
"514",106,"Nonmatching","Self","3",898,0.898,1
"515",106,"Nonmatching","Self","3",909,0.909,1
"516",106,"Nonmatching","Self","3",894,0.894,1
"517",106,"Nonmatching","Self","3",884,0.884,1
"518",106,"Nonmatching","Self","3",970,0.97,1
"519",106,"Nonmatching","Self","3",673,0.673,1
"520",106,"Nonmatching","Self","3",665,0.665,1
"521",106,"Nonmatching","Self","3",640,0.64,1
"522",106,"Nonmatching","Self","3",630,0.63,1
"523",106,"Nonmatching","Self","3",674,0.674,1
"524",106,"Nonmatching","Self","3",813,0.813,1
"525",106,"Nonmatching","Self","3",892,0.892,1
"526",106,"Nonmatching","Self","3",844,0.844,1
"527",106,"Nonmatching","Self","3",785,0.785,1
"528",106,"Nonmatching","Self","3",615,0.615,1
"529",106,"Nonmatching","Self","3",1090,1.09,1
"530",106,"Nonmatching","Self","3",1008,1.008,1
"531",106,"Nonmatching","Self","3",877,0.877,1
"532",106,"Nonmatching","Self","3",687,0.687,1
"533",106,"Nonmatching","Self","3",716,0.716,1
"534",106,"Nonmatching","Self","3",660,0.66,1
"535",106,"Nonmatching","Self","3",774,0.774,1
"536",106,"Nonmatching","Self","3",961,0.961,1
"537",106,"Nonmatching","Self","3",718,0.718,1
"538",106,"Nonmatching","Self","3",832,0.832,1
"539",106,"Nonmatching","Self","3",839,0.839,1
"540",106,"Nonmatching","Self","3",596,0.596,1
"541",106,"Nonmatching","Self","3",713,0.713,1
"542",106,"Nonmatching","Self","3",587,0.587,0
"543",106,"Nonmatching","Self","3",836,0.836,1
"544",106,"Nonmatching","Self","3",778,0.778,1
"545",106,"Nonmatching","Self","3",805,0.805,1
"546",106,"Nonmatching","Self","3",854,0.854,1
"547",106,"Nonmatching","Self","3",555,0.555,1
"548",106,"Nonmatching","Self","3",708,0.708,1
"549",106,"Nonmatching","Self","3",808,0.808,1
"550",106,"Nonmatching","Self","3",739,0.739,1
"551",106,"Nonmatching","Self","3",774,0.774,1
"552",106,"Nonmatching","Self","3",851,0.851,1
"553",106,"Nonmatching","Self","3",1059,1.059,1
