"Subject","Block","Trial","Trial_type","Age","Gender","Handedness","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
101,1,1,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",NA,0,0,0
101,1,2,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",NA,0,0,0
101,1,3,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,351,0.351,1
101,1,4,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,677,0.677,1
101,1,5,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,415,0.415,1
101,1,6,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,412,0.412,0
101,1,7,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,819,0.819,0
101,1,8,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,663,0.663,1
101,1,9,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,911,0.911,1
101,1,10,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,614,0.614,1
101,1,11,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,675,0.675,1
101,1,12,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,709,0.709,1
101,1,13,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,448,0.448,1
101,1,14,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,580,0.58,1
101,1,15,"TrainList1",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,793,0.793,1
101,1,16,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,585,0.585,1
101,1,17,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,840,0.84,1
101,1,18,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,798,0.798,1
101,1,19,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,611,0.611,1
101,1,20,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,446,0.446,1
101,1,21,"TrainList1",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,691,0.691,1
101,1,22,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,1077,1.077,0
101,1,23,"TrainList1",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,518,0.518,1
101,1,24,"TrainList1",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,538,0.538,1
101,2,1,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,499,0.499,1
101,2,2,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,644,0.644,0
101,2,3,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,425,0.425,1
101,2,4,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,603,0.603,1
101,2,5,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,636,0.636,1
101,2,6,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,662,0.662,1
101,2,7,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,450,0.45,1
101,2,8,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,527,0.527,1
101,2,9,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",1,499,0.499,0
101,2,10,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,433,0.433,1
101,2,11,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,580,0.58,1
101,2,12,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,617,0.617,1
101,2,13,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,505,0.505,1
101,2,14,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,641,0.641,1
101,2,15,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,431,0.431,1
101,2,16,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,706,0.706,1
101,2,17,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,552,0.552,1
101,2,18,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,1161,1.161,1
101,2,19,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,540,0.54,1
101,2,20,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,695,0.695,1
101,2,21,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,478,0.478,1
101,2,22,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,429,0.429,1
101,2,23,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,711,0.711,1
101,2,24,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,654,0.654,1
101,2,25,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,362,0.362,1
101,2,26,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",1,696,0.696,0
101,2,27,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,918,0.918,1
101,2,28,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,623,0.623,1
101,2,29,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,435,0.435,1
101,2,30,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,448,0.448,1
101,2,31,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,547,0.547,1
101,2,32,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,531,0.531,1
101,2,33,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,572,0.572,1
101,2,34,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,482,0.482,1
101,2,35,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,435,0.435,1
101,2,36,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,528,0.528,1
101,2,37,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,554,0.554,1
101,2,38,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,624,0.624,1
101,2,39,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,601,0.601,1
101,2,40,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,587,0.587,1
101,2,41,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,678,0.678,1
101,2,42,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,521,0.521,1
101,2,43,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,492,0.492,1
101,2,44,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,835,0.835,1
101,2,45,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,629,0.629,1
101,2,46,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,790,0.79,1
101,2,47,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,621,0.621,1
101,2,48,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,626,0.626,1
101,2,49,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,475,0.475,1
101,2,50,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,372,0.372,1
101,2,51,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,422,0.422,1
101,2,52,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,452,0.452,1
101,2,53,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,469,0.469,1
101,2,54,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,727,0.727,1
101,2,55,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,624,0.624,1
101,2,56,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,551,0.551,1
101,2,57,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,431,0.431,1
101,2,58,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,537,0.537,1
101,2,59,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,513,0.513,1
101,2,60,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,950,0.95,1
101,3,1,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,406,0.406,1
101,3,2,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,373,0.373,1
101,3,3,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,388,0.388,0
101,3,4,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,658,0.658,1
101,3,5,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,707,0.707,1
101,3,6,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,391,0.391,1
101,3,7,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,560,0.56,1
101,3,8,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,600,0.6,1
101,3,9,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,466,0.466,1
101,3,10,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,575,0.575,1
101,3,11,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,520,0.52,1
101,3,12,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,424,0.424,1
101,3,13,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,474,0.474,1
101,3,14,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,582,0.582,1
101,3,15,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,587,0.587,1
101,3,16,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,552,0.552,1
101,3,17,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,650,0.65,1
101,3,18,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,376,0.376,1
101,3,19,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,640,0.64,1
101,3,20,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,408,0.408,1
101,3,21,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,488,0.488,1
101,3,22,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",5,311,0.311,0
101,3,23,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,437,0.437,1
101,3,24,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,439,0.439,1
101,3,25,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,489,0.489,1
101,3,26,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,554,0.554,1
101,3,27,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,466,0.466,1
101,3,28,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,706,0.706,1
101,3,29,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,400,0.4,1
101,3,30,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,500,0.5,1
101,3,31,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,553,0.553,1
101,3,32,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,830,0.83,0
101,3,33,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,573,0.573,1
101,3,34,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",1,443,0.443,0
101,3,35,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,567,0.567,1
101,3,36,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,425,0.425,1
101,3,37,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,502,0.502,0
101,3,38,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,812,0.812,1
101,3,39,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,588,0.588,1
101,3,40,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,445,0.445,1
101,3,41,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,650,0.65,1
101,3,42,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,523,0.523,1
101,3,43,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,515,0.515,1
101,3,44,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,416,0.416,1
101,3,45,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,547,0.547,1
101,3,46,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,700,0.7,1
101,3,47,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,335,0.335,1
101,3,48,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,500,0.5,1
101,3,49,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,701,0.701,1
101,3,50,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,445,0.445,1
101,3,51,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,814,0.814,1
101,3,52,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,782,0.782,1
101,3,53,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,374,0.374,1
101,3,54,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,674,0.674,1
101,3,55,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,687,0.687,1
101,3,56,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,503,0.503,1
101,3,57,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,862,0.862,1
101,3,58,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,457,0.457,1
101,3,59,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,604,0.604,0
101,3,60,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,413,0.413,1
101,4,1,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,645,0.645,1
101,4,2,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,564,0.564,1
101,4,3,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,515,0.515,1
101,4,4,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,485,0.485,1
101,4,5,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,473,0.473,1
101,4,6,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,493,0.493,1
101,4,7,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,487,0.487,1
101,4,8,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,345,0.345,1
101,4,9,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,423,0.423,1
101,4,10,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,489,0.489,1
101,4,11,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,605,0.605,1
101,4,12,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,543,0.543,1
101,4,13,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,466,0.466,1
101,4,14,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,457,0.457,1
101,4,15,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,596,0.596,1
101,4,16,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,650,0.65,1
101,4,17,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,341,0.341,1
101,4,18,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,488,0.488,1
101,4,19,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,594,0.594,1
101,4,20,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,655,0.655,1
101,4,21,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,533,0.533,1
101,4,22,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,717,0.717,1
101,4,23,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,484,0.484,1
101,4,24,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,606,0.606,1
101,4,25,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,512,0.512,1
101,4,26,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,526,0.526,1
101,4,27,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,426,0.426,1
101,4,28,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,577,0.577,1
101,4,29,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,782,0.782,1
101,4,30,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,543,0.543,1
101,4,31,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,458,0.458,1
101,4,32,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,791,0.791,1
101,4,33,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,468,0.468,1
101,4,34,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,788,0.788,1
101,4,35,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,513,0.513,1
101,4,36,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,556,0.556,1
101,4,37,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,548,0.548,1
101,4,38,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,554,0.554,1
101,4,39,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,612,0.612,1
101,4,40,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,583,0.583,1
101,4,41,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,474,0.474,1
101,4,42,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,752,0.752,1
101,4,43,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,668,0.668,1
101,4,44,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,837,0.837,1
101,4,45,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,435,0.435,1
101,4,46,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,481,0.481,1
101,4,47,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,570,0.57,1
101,4,48,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,645,0.645,1
101,4,49,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,428,0.428,1
101,4,50,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,825,0.825,1
101,4,51,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,497,0.497,1
101,4,52,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,558,0.558,1
101,4,53,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,559,0.559,1
101,4,54,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,719,0.719,1
101,4,55,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,696,0.696,1
101,4,56,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,918,0.918,1
101,4,57,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,712,0.712,1
101,4,58,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,810,0.81,1
101,4,59,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,435,0.435,1
101,4,60,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,495,0.495,1
101,5,1,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,1348,1.348,1
101,5,2,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,509,0.509,1
101,5,3,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,527,0.527,1
101,5,4,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,542,0.542,1
101,5,5,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,552,0.552,1
101,5,6,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,486,0.486,1
101,5,7,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,637,0.637,1
101,5,8,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",1,435,0.435,0
101,5,9,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,802,0.802,1
101,5,10,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,570,0.57,1
101,5,11,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,433,0.433,1
101,5,12,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,399,0.399,1
101,5,13,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,583,0.583,1
101,5,14,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,568,0.568,1
101,5,15,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,566,0.566,1
101,5,16,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,915,0.915,1
101,5,17,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,830,0.83,1
101,5,18,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,482,0.482,1
101,5,19,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,821,0.821,1
101,5,20,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,543,0.543,1
101,5,21,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,428,0.428,1
101,5,22,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,403,0.403,1
101,5,23,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,478,0.478,1
101,5,24,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,492,0.492,1
101,5,25,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",1,805,0.805,1
101,5,26,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",5,511,0.511,0
101,5,27,"ExpList",23,"Mann","links","circle.png","Ich","Matching","Self","Self","Self",1,369,0.369,1
101,5,28,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,727,0.727,1
101,5,29,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",1,599,0.599,0
101,5,30,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,593,0.593,1
101,5,31,"ExpList",23,"Mann","links","triangle.png","Fremder","Matching","Stranger","Stranger","Stranger",5,683,0.683,0
101,5,32,"ExpList",23,"Mann","links","circle.png","Fremder","Nonmatching","Self","Self","Self",5,520,0.52,1
101,5,33,"ExpList",23,"Mann","links","triangle.png","Ich","Nonmatching","Stranger","Stranger","Stranger",5,587,0.587,1
