"","Subject","Matching","Identity","RT_ms","RT_sec","ACC","Face_Gender"
"122",1001,"Matching","Friend",494,0.494,1,"2"
"123",1001,"Matching","Friend",435,0.435,1,"2"
"124",1001,"Matching","Friend",403,0.403,1,"2"
"125",1001,"Matching","Friend",445,0.445,1,"2"
"126",1001,"Matching","Friend",393,0.393,1,"2"
"127",1001,"Matching","Friend",461,0.461,1,"2"
"128",1001,"Matching","Friend",449,0.449,1,"2"
"129",1001,"Matching","Friend",479,0.479,1,"2"
"130",1001,"Matching","Friend",412,0.412,1,"2"
"131",1001,"Matching","Friend",648,0.648,1,"2"
"132",1001,"Matching","Friend",584,0.584,1,"2"
"133",1001,"Matching","Friend",512,0.512,1,"2"
"134",1001,"Matching","Friend",447,0.447,1,"2"
"135",1001,"Matching","Friend",376,0.376,1,"2"
"136",1001,"Matching","Friend",499,0.499,1,"2"
"137",1001,"Matching","Friend",976,0.976,1,"2"
"138",1001,"Matching","Friend",491,0.491,1,"2"
"139",1001,"Matching","Friend",613,0.613,1,"2"
"140",1001,"Matching","Friend",318,0.318,1,"2"
"141",1001,"Matching","Friend",524,0.524,1,"2"
"142",1001,"Matching","Friend",628,0.628,1,"2"
"143",1001,"Matching","Friend",466,0.466,1,"2"
"144",1001,"Matching","Friend",513,0.513,1,"2"
"145",1001,"Matching","Friend",679,0.679,1,"2"
"146",1001,"Matching","Friend",527,0.527,1,"2"
"147",1001,"Matching","Friend",529,0.529,1,"2"
"148",1001,"Matching","Friend",452,0.452,1,"2"
"149",1001,"Matching","Friend",498,0.498,1,"2"
"150",1001,"Matching","Friend",463,0.463,1,"2"
"151",1001,"Matching","Friend",693,0.693,1,"2"
"152",1001,"Matching","Friend",477,0.477,1,"2"
"153",1001,"Matching","Friend",457,0.457,1,"2"
"154",1001,"Matching","Friend",449,0.449,1,"2"
"155",1001,"Matching","Friend",430,0.43,1,"2"
"156",1001,"Matching","Friend",525,0.525,1,"2"
"157",1001,"Matching","Friend",614,0.614,1,"2"
"158",1001,"Matching","Friend",459,0.459,1,"2"
"159",1001,"Matching","Friend",534,0.534,1,"2"
"160",1001,"Matching","Friend",463,0.463,1,"2"
"161",1001,"Matching","Friend",500,0.5,1,"2"
"162",1001,"Matching","Friend",732,0.732,1,"2"
"163",1001,"Matching","Friend",399,0.399,1,"2"
"164",1001,"Matching","Friend",400,0.4,1,"2"
"165",1001,"Matching","Friend",537,0.537,1,"2"
"166",1001,"Matching","Friend",392,0.392,1,"2"
"167",1001,"Matching","Friend",711,0.711,1,"2"
"168",1001,"Matching","Friend",471,0.471,1,"1"
"169",1001,"Matching","Friend",516,0.516,1,"1"
"170",1001,"Matching","Friend",552,0.552,1,"1"
"171",1001,"Matching","Friend",557,0.557,1,"1"
"172",1001,"Matching","Friend",796,0.796,1,"1"
"173",1001,"Matching","Friend",522,0.522,1,"1"
"174",1001,"Matching","Friend",1001,1.001,1,"1"
"175",1001,"Matching","Friend",580,0.58,1,"1"
"176",1001,"Matching","Friend",605,0.605,1,"1"
"177",1001,"Matching","Friend",616,0.616,1,"1"
"178",1001,"Matching","Friend",421,0.421,1,"1"
"179",1001,"Matching","Friend",497,0.497,1,"1"
"180",1001,"Matching","Friend",426,0.426,1,"1"
"181",1001,"Matching","Friend",410,0.41,1,"1"
"182",1001,"Matching","Friend",584,0.584,1,"1"
"183",1001,"Matching","Friend",572,0.572,1,"1"
"184",1001,"Matching","Friend",608,0.608,1,"1"
"185",1001,"Matching","Friend",521,0.521,1,"1"
"186",1001,"Matching","Friend",545,0.545,1,"1"
"187",1001,"Matching","Friend",474,0.474,1,"1"
"188",1001,"Matching","Friend",502,0.502,1,"1"
"189",1001,"Matching","Friend",511,0.511,1,"1"
"190",1001,"Matching","Friend",473,0.473,1,"1"
"191",1001,"Matching","Friend",407,0.407,1,"1"
"192",1001,"Matching","Friend",515,0.515,1,"1"
"193",1001,"Matching","Friend",497,0.497,1,"1"
"194",1001,"Matching","Friend",494,0.494,1,"1"
"195",1001,"Matching","Friend",526,0.526,1,"1"
"196",1001,"Matching","Friend",418,0.418,1,"1"
"197",1001,"Matching","Friend",444,0.444,1,"1"
"198",1001,"Matching","Friend",538,0.538,1,"1"
"199",1001,"Matching","Friend",499,0.499,1,"1"
"200",1001,"Matching","Friend",456,0.456,1,"1"
"201",1001,"Matching","Friend",562,0.562,1,"1"
"202",1001,"Matching","Friend",363,0.363,1,"1"
"203",1001,"Matching","Friend",427,0.427,1,"1"
"204",1001,"Matching","Friend",370,0.37,1,"1"
"205",1001,"Matching","Friend",489,0.489,1,"1"
"206",1001,"Matching","Friend",516,0.516,1,"1"
"207",1001,"Matching","Friend",411,0.411,1,"1"
"208",1001,"Matching","Friend",399,0.399,1,"1"
"209",1001,"Matching","Friend",485,0.485,1,"1"
"210",1001,"Matching","Friend",395,0.395,1,"1"
"211",1001,"Matching","Friend",467,0.467,1,"1"
"212",1001,"Matching","Friend",765,0.765,1,"1"
"213",1001,"Matching","Friend",511,0.511,1,"1"
"214",1001,"Matching","Friend",822,0.822,1,"1"
"215",1001,"Matching","Friend",601,0.601,1,"1"
"216",1001,"Matching","Friend",536,0.536,1,"1"
"217",1001,"Matching","Friend",499,0.499,1,"1"
"218",1001,"Matching","Friend",663,0.663,1,"1"
"219",1001,"Matching","Friend",625,0.625,1,"1"
"220",1001,"Matching","Friend",501,0.501,1,"1"
"221",1001,"Matching","Friend",529,0.529,1,"1"
"222",1001,"Matching","Friend",479,0.479,1,"1"
"223",1001,"Matching","Friend",523,0.523,1,"1"
"224",1001,"Matching","Stranger",567,0.567,1,"2"
"225",1001,"Matching","Stranger",496,0.496,1,"2"
"226",1001,"Matching","Stranger",434,0.434,1,"2"
"227",1001,"Matching","Stranger",566,0.566,1,"2"
"228",1001,"Matching","Stranger",567,0.567,1,"2"
"229",1001,"Matching","Stranger",471,0.471,1,"2"
"230",1001,"Matching","Stranger",842,0.842,1,"2"
"231",1001,"Matching","Stranger",592,0.592,1,"2"
"232",1001,"Matching","Stranger",374,0.374,1,"2"
"233",1001,"Matching","Stranger",643,0.643,1,"2"
"234",1001,"Matching","Stranger",475,0.475,1,"2"
"235",1001,"Matching","Stranger",483,0.483,1,"2"
"236",1001,"Matching","Stranger",629,0.629,1,"2"
"237",1001,"Matching","Stranger",459,0.459,1,"2"
"238",1001,"Matching","Stranger",551,0.551,1,"2"
"239",1001,"Matching","Stranger",652,0.652,1,"2"
"240",1001,"Matching","Stranger",535,0.535,1,"2"
"241",1001,"Matching","Stranger",494,0.494,1,"2"
"242",1001,"Matching","Stranger",358,0.358,1,"2"
"243",1001,"Matching","Stranger",511,0.511,1,"2"
"244",1001,"Matching","Stranger",479,0.479,1,"2"
"245",1001,"Matching","Stranger",645,0.645,1,"2"
"246",1001,"Matching","Stranger",523,0.523,1,"2"
"247",1001,"Matching","Stranger",501,0.501,1,"2"
"248",1001,"Matching","Stranger",478,0.478,1,"2"
"249",1001,"Matching","Stranger",573,0.573,1,"2"
"250",1001,"Matching","Stranger",622,0.622,1,"2"
"251",1001,"Matching","Stranger",402,0.402,1,"2"
"252",1001,"Matching","Stranger",442,0.442,1,"2"
"253",1001,"Matching","Stranger",519,0.519,1,"2"
"254",1001,"Matching","Stranger",695,0.695,1,"2"
"255",1001,"Matching","Stranger",420,0.42,1,"2"
"256",1001,"Matching","Stranger",1153,1.153,1,"2"
"257",1001,"Matching","Stranger",458,0.458,1,"2"
"258",1001,"Matching","Stranger",574,0.574,1,"2"
"259",1001,"Matching","Stranger",648,0.648,1,"2"
"260",1001,"Matching","Stranger",544,0.544,1,"2"
"261",1001,"Matching","Stranger",516,0.516,1,"2"
"262",1001,"Matching","Stranger",410,0.41,1,"2"
"263",1001,"Matching","Stranger",536,0.536,1,"2"
"264",1001,"Matching","Stranger",795,0.795,1,"2"
"265",1001,"Matching","Stranger",439,0.439,1,"2"
"266",1001,"Matching","Stranger",401,0.401,1,"2"
"267",1001,"Matching","Stranger",406,0.406,1,"2"
"268",1001,"Matching","Stranger",371,0.371,1,"2"
"269",1001,"Matching","Stranger",484,0.484,1,"2"
"270",1001,"Matching","Stranger",464,0.464,1,"2"
"271",1001,"Matching","Stranger",821,0.821,1,"2"
"272",1001,"Matching","Stranger",494,0.494,1,"2"
"273",1001,"Matching","Stranger",704,0.704,1,"2"
"274",1001,"Matching","Stranger",543,0.543,1,"2"
"275",1001,"Matching","Stranger",364,0.364,1,"2"
"276",1001,"Matching","Stranger",514,0.514,1,"2"
"277",1001,"Matching","Stranger",384,0.384,1,"2"
"278",1001,"Matching","Stranger",583,0.583,1,"2"
"279",1001,"Matching","Stranger",371,0.371,1,"2"
"280",1001,"Matching","Stranger",686,0.686,1,"1"
"281",1001,"Matching","Stranger",976,0.976,1,"1"
"282",1001,"Matching","Stranger",655,0.655,1,"1"
"283",1001,"Matching","Stranger",553,0.553,1,"1"
"284",1001,"Matching","Stranger",513,0.513,1,"1"
"285",1001,"Matching","Stranger",557,0.557,1,"1"
"286",1001,"Matching","Stranger",975,0.975,1,"1"
"287",1001,"Matching","Stranger",379,0.379,1,"1"
"288",1001,"Matching","Stranger",458,0.458,1,"1"
"289",1001,"Matching","Stranger",885,0.885,1,"1"
"290",1001,"Matching","Stranger",486,0.486,0,"1"
"291",1001,"Matching","Stranger",725,0.725,1,"1"
"292",1001,"Matching","Stranger",462,0.462,1,"1"
"293",1001,"Matching","Stranger",493,0.493,1,"1"
"294",1001,"Matching","Stranger",440,0.44,1,"1"
"295",1001,"Matching","Stranger",550,0.55,1,"1"
"296",1001,"Matching","Stranger",686,0.686,1,"1"
"297",1001,"Matching","Stranger",443,0.443,1,"1"
"298",1001,"Matching","Stranger",647,0.647,1,"1"
"299",1001,"Matching","Stranger",542,0.542,1,"1"
"300",1001,"Matching","Stranger",584,0.584,0,"1"
"301",1001,"Matching","Stranger",506,0.506,1,"1"
"302",1001,"Matching","Stranger",1144,1.144,1,"1"
"303",1001,"Matching","Stranger",722,0.722,1,"1"
"304",1001,"Matching","Stranger",522,0.522,1,"1"
"305",1001,"Matching","Stranger",440,0.44,1,"1"
"306",1001,"Matching","Stranger",821,0.821,1,"1"
"307",1001,"Matching","Stranger",554,0.554,1,"1"
"308",1001,"Matching","Stranger",599,0.599,1,"1"
"309",1001,"Matching","Stranger",479,0.479,1,"1"
"310",1001,"Matching","Stranger",432,0.432,1,"1"
"311",1001,"Matching","Stranger",558,0.558,1,"1"
"312",1001,"Matching","Stranger",488,0.488,1,"1"
"313",1001,"Matching","Stranger",449,0.449,1,"1"
"314",1001,"Matching","Stranger",550,0.55,1,"1"
"315",1001,"Matching","Stranger",426,0.426,1,"1"
"316",1001,"Matching","Stranger",488,0.488,1,"1"
"317",1001,"Matching","Stranger",442,0.442,1,"1"
"318",1001,"Matching","Stranger",489,0.489,1,"1"
"319",1001,"Matching","Stranger",663,0.663,1,"1"
"320",1001,"Matching","Stranger",725,0.725,1,"1"
"321",1001,"Matching","Stranger",520,0.52,1,"1"
"322",1001,"Matching","Stranger",524,0.524,1,"1"
"323",1001,"Matching","Stranger",659,0.659,1,"1"
"324",1001,"Matching","Stranger",423,0.423,1,"1"
"325",1001,"Matching","Stranger",380,0.38,1,"1"
"326",1001,"Matching","Stranger",474,0.474,1,"1"
"327",1001,"Matching","Stranger",668,0.668,1,"1"
"328",1001,"Matching","Stranger",512,0.512,1,"1"
"329",1001,"Matching","Stranger",426,0.426,1,"1"
"330",1001,"Matching","Stranger",574,0.574,1,"1"
"331",1001,"Matching","Stranger",560,0.56,1,"1"
"332",1001,"Matching","Stranger",827,0.827,1,"1"
"333",1001,"Matching","Stranger",403,0.403,1,"1"
"334",1001,"Matching","Stranger",457,0.457,1,"1"
"335",1001,"Matching","Stranger",446,0.446,1,"1"
"336",1001,"Nonmatching","Self",430,0.43,1,"2"
"337",1001,"Nonmatching","Self",613,0.613,1,"2"
"338",1001,"Nonmatching","Self",388,0.388,1,"2"
"339",1001,"Nonmatching","Self",356,0.356,1,"2"
"340",1001,"Nonmatching","Self",347,0.347,1,"2"
"341",1001,"Nonmatching","Self",499,0.499,1,"2"
"342",1001,"Nonmatching","Self",358,0.358,1,"2"
"343",1001,"Nonmatching","Self",380,0.38,1,"2"
"344",1001,"Nonmatching","Self",432,0.432,1,"2"
"345",1001,"Nonmatching","Self",423,0.423,1,"2"
"346",1001,"Nonmatching","Self",345,0.345,1,"2"
"347",1001,"Nonmatching","Self",503,0.503,1,"2"
"348",1001,"Nonmatching","Self",364,0.364,1,"2"
"349",1001,"Nonmatching","Self",426,0.426,1,"2"
"350",1001,"Nonmatching","Self",411,0.411,1,"2"
"351",1001,"Nonmatching","Self",553,0.553,1,"2"
"352",1001,"Nonmatching","Self",501,0.501,1,"2"
"353",1001,"Nonmatching","Self",426,0.426,1,"2"
"354",1001,"Nonmatching","Self",547,0.547,1,"2"
"355",1001,"Nonmatching","Self",388,0.388,1,"2"
"356",1001,"Nonmatching","Self",426,0.426,1,"2"
"357",1001,"Nonmatching","Self",437,0.437,1,"2"
"358",1001,"Nonmatching","Self",525,0.525,1,"2"
"359",1001,"Nonmatching","Self",391,0.391,1,"2"
"360",1001,"Nonmatching","Self",1021,1.021,1,"2"
"361",1001,"Nonmatching","Self",388,0.388,1,"2"
"362",1001,"Nonmatching","Self",362,0.362,1,"2"
"363",1001,"Nonmatching","Self",419,0.419,1,"2"
"364",1001,"Nonmatching","Self",905,0.905,1,"2"
"365",1001,"Nonmatching","Self",494,0.494,1,"2"
"366",1001,"Nonmatching","Self",405,0.405,1,"2"
"367",1001,"Nonmatching","Self",542,0.542,1,"2"
"368",1001,"Nonmatching","Self",366,0.366,1,"2"
"369",1001,"Nonmatching","Self",587,0.587,1,"2"
"370",1001,"Nonmatching","Self",393,0.393,1,"2"
"371",1001,"Nonmatching","Self",377,0.377,1,"2"
"372",1001,"Nonmatching","Self",482,0.482,1,"2"
"373",1001,"Nonmatching","Self",430,0.43,1,"2"
"374",1001,"Nonmatching","Self",396,0.396,1,"2"
"375",1001,"Nonmatching","Self",723,0.723,1,"2"
"376",1001,"Nonmatching","Self",441,0.441,1,"2"
"377",1001,"Nonmatching","Self",463,0.463,1,"2"
"378",1001,"Nonmatching","Self",552,0.552,1,"2"
"379",1001,"Nonmatching","Self",514,0.514,1,"2"
"380",1001,"Nonmatching","Self",461,0.461,1,"2"
"381",1001,"Nonmatching","Self",655,0.655,1,"2"
"382",1001,"Nonmatching","Self",370,0.37,1,"2"
"383",1001,"Nonmatching","Self",417,0.417,1,"2"
"384",1001,"Nonmatching","Self",469,0.469,1,"2"
"385",1001,"Nonmatching","Self",377,0.377,1,"2"
"386",1001,"Nonmatching","Self",413,0.413,1,"2"
"387",1001,"Nonmatching","Self",450,0.45,1,"2"
"388",1001,"Nonmatching","Self",419,0.419,1,"2"
"389",1001,"Nonmatching","Self",385,0.385,1,"2"
"390",1001,"Nonmatching","Self",484,0.484,1,"2"
"391",1001,"Nonmatching","Self",436,0.436,1,"2"
"392",1001,"Nonmatching","Self",1049,1.049,1,"1"
"393",1001,"Nonmatching","Self",541,0.541,1,"1"
"394",1001,"Nonmatching","Self",485,0.485,1,"1"
"395",1001,"Nonmatching","Self",875,0.875,1,"1"
"396",1001,"Nonmatching","Self",424,0.424,1,"1"
"397",1001,"Nonmatching","Self",490,0.49,1,"1"
"398",1001,"Nonmatching","Self",514,0.514,1,"1"
"399",1001,"Nonmatching","Self",556,0.556,1,"1"
"400",1001,"Nonmatching","Self",529,0.529,1,"1"
"401",1001,"Nonmatching","Self",681,0.681,1,"1"
"402",1001,"Nonmatching","Self",876,0.876,1,"1"
"403",1001,"Nonmatching","Self",932,0.932,1,"1"
"404",1001,"Nonmatching","Self",837,0.837,1,"1"
"405",1001,"Nonmatching","Self",415,0.415,1,"1"
"406",1001,"Nonmatching","Self",651,0.651,1,"1"
"407",1001,"Nonmatching","Self",438,0.438,1,"1"
"408",1001,"Nonmatching","Self",426,0.426,1,"1"
"409",1001,"Nonmatching","Self",488,0.488,1,"1"
"410",1001,"Nonmatching","Self",400,0.4,1,"1"
"411",1001,"Nonmatching","Self",455,0.455,1,"1"
"412",1001,"Nonmatching","Self",1011,1.011,1,"1"
"413",1001,"Nonmatching","Self",730,0.73,1,"1"
"414",1001,"Nonmatching","Self",417,0.417,1,"1"
"415",1001,"Nonmatching","Self",624,0.624,1,"1"
"416",1001,"Nonmatching","Self",454,0.454,1,"1"
"417",1001,"Nonmatching","Self",378,0.378,1,"1"
"418",1001,"Nonmatching","Self",385,0.385,1,"1"
"419",1001,"Nonmatching","Self",425,0.425,1,"1"
"420",1001,"Nonmatching","Self",392,0.392,1,"1"
"421",1001,"Nonmatching","Self",431,0.431,1,"1"
"422",1001,"Nonmatching","Self",470,0.47,1,"1"
"423",1001,"Nonmatching","Self",441,0.441,1,"1"
"424",1001,"Nonmatching","Self",496,0.496,1,"1"
"425",1001,"Nonmatching","Self",385,0.385,1,"1"
"426",1001,"Nonmatching","Self",425,0.425,1,"1"
"427",1001,"Nonmatching","Self",359,0.359,1,"1"
"428",1001,"Nonmatching","Self",664,0.664,1,"1"
"429",1001,"Nonmatching","Self",525,0.525,1,"1"
"430",1001,"Nonmatching","Self",520,0.52,1,"1"
"431",1001,"Nonmatching","Self",439,0.439,1,"1"
"432",1001,"Nonmatching","Self",409,0.409,1,"1"
"433",1001,"Nonmatching","Self",477,0.477,1,"1"
"434",1001,"Nonmatching","Self",720,0.72,1,"1"
"435",1001,"Nonmatching","Self",499,0.499,1,"1"
"436",1001,"Nonmatching","Self",430,0.43,1,"1"
"437",1001,"Nonmatching","Self",402,0.402,1,"1"
"438",1001,"Nonmatching","Self",376,0.376,1,"1"
"439",1001,"Nonmatching","Self",576,0.576,1,"1"
"440",1001,"Nonmatching","Self",397,0.397,1,"1"
"441",1001,"Nonmatching","Self",380,0.38,1,"1"
"442",1001,"Nonmatching","Self",429,0.429,1,"1"
"443",1001,"Nonmatching","Self",384,0.384,1,"1"
"444",1001,"Nonmatching","Self",569,0.569,1,"1"
"445",1001,"Nonmatching","Self",511,0.511,1,"1"
"446",1001,"Nonmatching","Self",437,0.437,1,"1"
"447",1001,"Nonmatching","Self",395,0.395,1,"1"
"448",1001,"Nonmatching","Friend",376,0.376,1,"2"
"449",1001,"Nonmatching","Friend",382,0.382,1,"2"
"450",1001,"Nonmatching","Friend",380,0.38,1,"2"
"451",1001,"Nonmatching","Friend",380,0.38,1,"2"
"452",1001,"Nonmatching","Friend",408,0.408,1,"2"
"453",1001,"Nonmatching","Friend",421,0.421,1,"2"
"454",1001,"Nonmatching","Friend",379,0.379,1,"2"
"455",1001,"Nonmatching","Friend",416,0.416,1,"2"
"456",1001,"Nonmatching","Friend",427,0.427,1,"2"
"457",1001,"Nonmatching","Friend",504,0.504,1,"2"
"458",1001,"Nonmatching","Friend",548,0.548,1,"2"
"459",1001,"Nonmatching","Friend",682,0.682,1,"2"
"460",1001,"Nonmatching","Friend",377,0.377,1,"2"
"461",1001,"Nonmatching","Friend",443,0.443,1,"2"
"462",1001,"Nonmatching","Friend",584,0.584,1,"2"
"463",1001,"Nonmatching","Friend",576,0.576,1,"2"
"464",1001,"Nonmatching","Friend",496,0.496,1,"2"
"465",1001,"Nonmatching","Friend",584,0.584,1,"2"
"466",1001,"Nonmatching","Friend",474,0.474,1,"2"
"467",1001,"Nonmatching","Friend",454,0.454,1,"2"
"468",1001,"Nonmatching","Friend",575,0.575,1,"2"
"469",1001,"Nonmatching","Friend",801,0.801,1,"2"
"470",1001,"Nonmatching","Friend",446,0.446,1,"2"
"471",1001,"Nonmatching","Friend",657,0.657,1,"2"
"472",1001,"Nonmatching","Friend",557,0.557,1,"2"
"473",1001,"Nonmatching","Friend",545,0.545,1,"2"
"474",1001,"Nonmatching","Friend",435,0.435,1,"2"
"475",1001,"Nonmatching","Friend",385,0.385,1,"2"
"476",1001,"Nonmatching","Friend",414,0.414,1,"2"
"477",1001,"Nonmatching","Friend",390,0.39,1,"2"
"478",1001,"Nonmatching","Friend",498,0.498,1,"2"
"479",1001,"Nonmatching","Friend",432,0.432,1,"2"
"480",1001,"Nonmatching","Friend",551,0.551,1,"2"
"481",1001,"Nonmatching","Friend",1069,1.069,1,"2"
"482",1001,"Nonmatching","Friend",475,0.475,1,"2"
"483",1001,"Nonmatching","Friend",557,0.557,1,"2"
"484",1001,"Nonmatching","Friend",585,0.585,1,"2"
"485",1001,"Nonmatching","Friend",393,0.393,1,"2"
"486",1001,"Nonmatching","Friend",459,0.459,1,"2"
"487",1001,"Nonmatching","Friend",492,0.492,1,"2"
"488",1001,"Nonmatching","Friend",733,0.733,1,"2"
"489",1001,"Nonmatching","Friend",504,0.504,1,"2"
"490",1001,"Nonmatching","Friend",408,0.408,1,"2"
"491",1001,"Nonmatching","Friend",429,0.429,1,"2"
"492",1001,"Nonmatching","Friend",480,0.48,1,"2"
"493",1001,"Nonmatching","Friend",671,0.671,1,"2"
"494",1001,"Nonmatching","Friend",446,0.446,1,"2"
"495",1001,"Nonmatching","Friend",468,0.468,1,"2"
"496",1001,"Nonmatching","Friend",500,0.5,1,"2"
"497",1001,"Nonmatching","Friend",433,0.433,1,"2"
"498",1001,"Nonmatching","Friend",415,0.415,1,"2"
"499",1001,"Nonmatching","Friend",541,0.541,1,"2"
