"","Subject","Trial","Matching","Face","Label","Response","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"12244",192,20,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",957.6999989,0.9576999989,1
"12245",192,21,"Matching","f4","Me","right","Me","User","Self","Self",974.5,0.9745,1
"12246",192,22,"Matching","f4","Me","right","Me","User","Self","Self",656.3000011,0.6563000011,1
"12247",192,23,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1152.699999,1.152699999,1
"12248",192,24,"Nonmatching","f15","Stranger","left","Stranger","Other","Stranger","Stranger",1283.199999,1.283199999,0
"12249",192,25,"Nonmatching","m38","Me","left","Me","User","Self","Self",1160.9,1.1609,0
"12250",192,26,"Matching","f27","Me","right","Me","User","Self","Self",129097.8,129.0978,1
"12251",192,27,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1116.199999,1.116199999,1
"12252",192,28,"Matching","m33","Stranger","left","Stranger","User","Self","Self",994.7000008,0.9947000008,1
"12253",192,29,"Nonmatching","m33","Me","right","Me","User","Self","Self",356.5,0.3565,1
"12254",192,30,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",1533,1.533,1
"12255",192,31,"Matching","f15","Stranger","left","Stranger","Other","Stranger","Stranger",535,0.535,0
"12256",192,32,"Nonmatching","f18","Stranger","left","Stranger","Other","Stranger","Stranger",1693.6,1.6936,0
"12257",192,33,"Matching","m33","Me","right","Me","User","Self","Self",680.5,0.6805,1
"12258",192,34,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",2125.9,2.1259,1
"12259",192,35,"Nonmatching","m38","Stranger","right","Stranger","User","Self","Self",1083,1.083,0
"12260",192,36,"Matching","m38","Stranger","right","Stranger","User","Self","Self",2548.5,2.5485,0
"12261",192,37,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",982.5,0.9825,1
"12262",192,38,"Matching","m38","Me","right","Me","User","Self","Self",605.1999989,0.6051999989,1
"12263",192,39,"Nonmatching","f18","Me","right","Me","Other","Stranger","Stranger",469.8000011,0.4698000011,0
"12264",192,40,"Nonmatching","m33","Me","right","Me","User","Self","Self",901.8999996,0.9018999996,1
"12265",192,41,"Matching","f27","Stranger","right","Stranger","User","Self","Self",875.1000004,0.8751000004,0
"12266",192,42,"Matching","f27","Me","right","Me","User","Self","Self",515.2000008,0.5152000008,1
"12267",192,43,"Nonmatching","f4","Me","right","Me","User","Self","Self",1892.199999,1.892199999,1
"12268",192,44,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",2234.6,2.2346,1
"12269",192,45,"Nonmatching","f18","Me","right","Me","Other","Stranger","Stranger",3682.799999,3.682799999,0
"12270",192,46,"Nonmatching","f27","Me","right","Me","User","Self","Self",1273,1.273,1
"12271",192,47,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1548.900002,1.548900002,1
"12272",192,48,"Nonmatching","m34","Me","right","Me","Other","Stranger","Stranger",2240.1,2.2401,0
"12273",192,49,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",702.2000008,0.7022000008,1
"12274",192,50,"Matching","f27","Stranger","right","Stranger","User","Self","Self",2215,2.215,0
"12275",192,51,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1371.200001,1.371200001,1
"12276",192,52,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",916.6000004,0.9166000004,1
"12277",192,53,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1056.6,1.0566,1
"12278",192,54,"Nonmatching","f27","Me","left","Me","User","Self","Self",894.8000011,0.8948000011,0
"12279",192,55,"Nonmatching","f27","Stranger","right","Stranger","User","Self","Self",982.5,0.9825,0
"12280",192,56,"Matching","f4","Stranger","left","Stranger","User","Self","Self",1495.700001,1.495700001,1
"12281",192,57,"Matching","f4","Stranger","right","Stranger","User","Self","Self",1323.9,1.3239,0
"12282",192,58,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",5234.099998,5.234099998,1
"12283",192,59,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",933.3000011,0.9333000011,1
"12284",192,60,"Matching","f18","Me","right","Me","Other","Stranger","Stranger",1338,1.338,0
"12285",192,61,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",971.2999992,0.9712999992,1
"12286",192,62,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1185.300001,1.185300001,1
"12287",192,63,"Matching","m33","Me","right","Me","User","Self","Self",459.3000011,0.4593000011,1
"12288",192,64,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",964.8000011,0.9648000011,1
"12289",193,1,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",4789.4,4.7894,1
"12290",193,2,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1246.3,1.2463,1
"12291",193,3,"Matching","f4","Me","left","Me","User","Self","Self",2782.6,2.7826,0
"12292",193,4,"Matching","m38","Stranger","left","Stranger","User","Self","Self",7057.1,7.0571,1
"12293",193,5,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",2715.8,2.7158,1
"12294",193,6,"Matching","m34","Me","right","Me","Other","Stranger","Stranger",2955.7,2.9557,0
"12295",193,7,"Matching","f4","Me","left","Me","User","Self","Self",2104.8,2.1048,0
"12296",193,8,"Matching","f27","Me","left","Me","User","Self","Self",850,0.85,0
"12297",193,9,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1073,1.073,1
"12298",193,10,"Nonmatching","m38","Me","right","Me","User","Self","Self",1490.4,1.4904,1
"12299",193,11,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1372.8,1.3728,1
"12300",193,12,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",945.9,0.9459,1
"12301",193,13,"Matching","f18","Stranger","left","Stranger","Other","Stranger","Stranger",1334.4,1.3344,0
"12302",193,14,"Matching","f27","Stranger","right","Stranger","User","Self","Self",1605.8,1.6058,0
"12303",193,15,"Nonmatching","f18","Me","right","Me","Other","Stranger","Stranger",1878.2,1.8782,0
"12304",193,16,"Matching","m33","Me","left","Me","User","Self","Self",2225.3,2.2253,0
"12305",193,17,"Nonmatching","f27","Me","left","Me","User","Self","Self",2320.6,2.3206,0
"12306",193,18,"Nonmatching","f4","Me","left","Me","User","Self","Self",1741.4,1.7414,0
"12307",193,19,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1277.7,1.2777,1
"12308",193,20,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",2470.4,2.4704,1
"12309",193,21,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",1692.3,1.6923,1
"12310",193,22,"Matching","m33","Me","right","Me","User","Self","Self",1365.9,1.3659,1
"12311",193,23,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1850,1.85,1
"12312",193,24,"Matching","m38","Me","right","Me","User","Self","Self",823.1,0.8231,1
"12313",193,25,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",1977.3,1.9773,1
"12314",193,26,"Matching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",1617.4,1.6174,0
"12315",193,27,"Nonmatching","m34","Stranger","left","Stranger","Other","Stranger","Stranger",1820.5,1.8205,0
"12316",193,28,"Nonmatching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",1762.4,1.7624,0
"12317",193,29,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",972.2,0.9722,1
"12318",193,30,"Nonmatching","f27","Stranger","right","Stranger","User","Self","Self",571.6,0.5716,0
"12319",193,31,"Matching","m38","Me","right","Me","User","Self","Self",935.1,0.9351,1
"12320",193,32,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",1709.6,1.7096,1
"12321",193,33,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1502.7,1.5027,1
"12322",193,34,"Nonmatching","m33","Me","right","Me","User","Self","Self",1946.5,1.9465,1
"12323",193,35,"Nonmatching","m38","Me","right","Me","User","Self","Self",1541.8,1.5418,1
"12324",193,36,"Nonmatching","m34","Me","right","Me","Other","Stranger","Stranger",936.7,0.9367,0
"12325",193,37,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",731.4,0.7314,1
"12326",193,38,"Nonmatching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",1080.9,1.0809,0
"12327",193,39,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1718.4,1.7184,1
"12328",193,40,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1258.9,1.2589,1
"12329",193,41,"Nonmatching","f15","Stranger","left","Stranger","Other","Stranger","Stranger",2169.4,2.1694,0
"12330",193,42,"Matching","f27","Me","left","Me","User","Self","Self",2271.7,2.2717,0
"12331",193,43,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",3489.9,3.4899,1
"12332",193,44,"Matching","f4","Stranger","left","Stranger","User","Self","Self",1914.2,1.9142,1
"12333",193,45,"Nonmatching","m34","Me","right","Me","Other","Stranger","Stranger",1556.1,1.5561,0
"12334",193,46,"Matching","m38","Stranger","left","Stranger","User","Self","Self",3628.1,3.6281,1
"12335",193,47,"Matching","m33","Stranger","left","Stranger","User","Self","Self",1749.6,1.7496,1
"12336",193,48,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1359.2,1.3592,1
"12337",193,49,"Matching","m33","Stranger","left","Stranger","User","Self","Self",2253.7,2.2537,1
"12338",193,50,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",2197.6,2.1976,1
"12339",193,51,"Matching","f27","Stranger","left","Stranger","User","Self","Self",981.7,0.9817,1
"12340",193,52,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1526.3,1.5263,1
"12341",193,53,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1556.5,1.5565,1
"12342",193,54,"Nonmatching","f27","Me","right","Me","User","Self","Self",3020.7,3.0207,1
"12343",193,55,"Nonmatching","m33","Me","right","Me","User","Self","Self",764.4,0.7644,1
"12344",193,56,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",775.6,0.7756,1
"12345",193,57,"Matching","f4","Stranger","right","Stranger","User","Self","Self",1092.4,1.0924,0
"12346",193,58,"Matching","m35","Me","right","Me","Other","Stranger","Stranger",935.5,0.9355,0
"12347",193,59,"Nonmatching","f27","Stranger","right","Stranger","User","Self","Self",2829.3,2.8293,0
"12348",193,60,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1179.4,1.1794,1
"12349",193,61,"Nonmatching","f4","Me","right","Me","User","Self","Self",2414.7,2.4147,1
"12350",193,62,"Matching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",2484.3,2.4843,0
"12351",193,63,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1375.9,1.3759,1
"12352",193,64,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",967.4,0.9674,1
"12353",194,1,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",4226,4.226,1
"12354",194,2,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",6040,6.04,1
"12355",194,3,"Nonmatching","f4","Me","right","Me","User","Self","Self",1339,1.339,1
"12356",194,4,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1486,1.486,1
"12357",194,5,"Nonmatching","m33","Me","left","Me","User","Self","Self",1264,1.264,0
"12358",194,6,"Nonmatching","f4","Me","right","Me","User","Self","Self",922,0.922,1
"12359",194,7,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",981,0.981,1
"12360",194,8,"Matching","m38","Stranger","left","Stranger","User","Self","Self",1281,1.281,1
"12361",194,9,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",2762,2.762,1
"12362",194,10,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",2319,2.319,1
"12363",194,11,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",1934,1.934,1
"12364",194,12,"Matching","m33","Me","right","Me","User","Self","Self",1262,1.262,1
"12365",194,13,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",956,0.956,1
"12366",194,14,"Matching","f27","Me","right","Me","User","Self","Self",940,0.94,1
"12367",194,15,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1204,1.204,1
"12368",194,16,"Matching","m33","Stranger","left","Stranger","User","Self","Self",925,0.925,1
"12369",194,17,"Matching","f27","Stranger","left","Stranger","User","Self","Self",922,0.922,1
"12370",194,18,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1245,1.245,1
"12371",194,19,"Nonmatching","f18","Me","right","Me","Other","Stranger","Stranger",849,0.849,0
"12372",194,20,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",935,0.935,1
"12373",194,21,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",833,0.833,1
"12374",194,22,"Nonmatching","m38","Me","right","Me","User","Self","Self",810,0.81,1
"12375",194,23,"Matching","m38","Me","right","Me","User","Self","Self",830,0.83,1
"12376",194,24,"Matching","m38","Me","right","Me","User","Self","Self",714,0.714,1
"12377",194,25,"Matching","m33","Stranger","left","Stranger","User","Self","Self",836,0.836,1
"12378",194,26,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1403,1.403,1
"12379",194,27,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",990,0.99,1
"12380",194,28,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",718,0.718,1
"12381",194,29,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1171,1.171,1
"12382",194,30,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",824,0.824,1
"12383",194,31,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",1696,1.696,1
"12384",194,32,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",931,0.931,1
"12385",194,33,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",1262,1.262,1
"12386",194,34,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",1633,1.633,1
"12387",194,35,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1525,1.525,1
"12388",194,36,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",856,0.856,1
"12389",194,37,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",1536,1.536,1
"12390",194,38,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",870,0.87,1
"12391",194,39,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",1481,1.481,1
"12392",194,40,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",1807,1.807,1
"12393",194,41,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1022,1.022,1
"12394",194,42,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",818,0.818,1
"12395",194,43,"Matching","f27","Me","right","Me","User","Self","Self",986,0.986,1
"12396",194,44,"Matching","m38","Stranger","right","Stranger","User","Self","Self",1368,1.368,0
"12397",194,45,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1184,1.184,1
"12398",194,46,"Matching","m33","Me","right","Me","User","Self","Self",850,0.85,1
"12399",194,47,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",991,0.991,1
"12400",194,48,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",1429,1.429,1
"12401",194,49,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",993,0.993,1
"12402",194,50,"Nonmatching","m38","Me","right","Me","User","Self","Self",1170,1.17,1
"12403",194,51,"Matching","f4","Stranger","left","Stranger","User","Self","Self",818,0.818,1
"12404",194,52,"Nonmatching","f27","Me","right","Me","User","Self","Self",1187,1.187,1
"12405",194,53,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",820,0.82,1
"12406",194,54,"Matching","f27","Stranger","left","Stranger","User","Self","Self",1001,1.001,1
"12407",194,55,"Matching","f4","Stranger","left","Stranger","User","Self","Self",2303,2.303,1
"12408",194,56,"Nonmatching","m34","Stranger","left","Stranger","Other","Stranger","Stranger",3596,3.596,0
"12409",194,57,"Matching","f4","Me","right","Me","User","Self","Self",834,0.834,1
"12410",194,58,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1839,1.839,1
"12411",194,59,"Matching","f4","Me","right","Me","User","Self","Self",910,0.91,1
"12412",194,60,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1312,1.312,1
"12413",194,61,"Nonmatching","f27","Me","right","Me","User","Self","Self",813,0.813,1
"12414",194,62,"Nonmatching","m33","Me","right","Me","User","Self","Self",1582,1.582,1
"12415",194,63,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",2384,2.384,1
"12416",194,64,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1647,1.647,1
"12417",195,1,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",5853,5.853,1
"12418",195,2,"Matching","m38","Stranger","left","Stranger","User","Self","Self",1527,1.527,1
"12419",195,3,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1422,1.422,1
"12420",195,4,"Matching","m34","Me","right","Me","Other","Stranger","Stranger",1209,1.209,0
"12421",195,5,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",2132,2.132,1
"12422",195,6,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",1474,1.474,1
"12423",195,7,"Matching","m38","Me","right","Me","User","Self","Self",1357,1.357,1
"12424",195,8,"Nonmatching","f27","Me","right","Me","User","Self","Self",4066,4.066,1
"12425",195,9,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",1169,1.169,1
"12426",195,10,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",3159,3.159,1
"12427",195,11,"Nonmatching","f18","Stranger","left","Stranger","Other","Stranger","Stranger",3956,3.956,0
"12428",195,12,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",1164,1.164,1
"12429",195,13,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",1215,1.215,1
"12430",195,14,"Matching","m38","Me","right","Me","User","Self","Self",1056,1.056,1
"12431",195,15,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",948,0.948,1
"12432",195,16,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",921,0.921,1
"12433",195,17,"Nonmatching","f4","Stranger","right","Stranger","User","Self","Self",2330,2.33,0
"12434",195,18,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",1292,1.292,1
"12435",195,19,"Nonmatching","f4","Stranger","right","Stranger","User","Self","Self",825,0.825,0
"12436",195,20,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1190,1.19,1
"12437",195,21,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",8350,8.35,1
"12438",195,22,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",901,0.901,1
"12439",195,23,"Matching","m33","Stranger","left","Stranger","User","Self","Self",1495,1.495,1
"12440",195,24,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1731,1.731,1
"12441",195,25,"Matching","f4","Stranger","left","Stranger","User","Self","Self",4050,4.05,1
"12442",195,26,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1022,1.022,1
"12443",195,27,"Matching","f18","Me","right","Me","Other","Stranger","Stranger",1239,1.239,0
"12444",195,28,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",928,0.928,1
"12445",195,29,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",941,0.941,1
"12446",195,30,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",1045,1.045,1
"12447",195,31,"Matching","f27","Stranger","left","Stranger","User","Self","Self",1080,1.08,1
"12448",195,32,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",857,0.857,1
"12449",195,33,"Matching","m33","Me","right","Me","User","Self","Self",2014,2.014,1
"12450",195,34,"Nonmatching","f4","Me","left","Me","User","Self","Self",1796,1.796,0
"12451",195,35,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1661,1.661,1
"12452",195,36,"Nonmatching","m33","Me","right","Me","User","Self","Self",1356,1.356,1
"12453",195,37,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",2371,2.371,1
"12454",195,38,"Matching","f4","Me","right","Me","User","Self","Self",781,0.781,1
"12455",195,39,"Matching","f4","Stranger","left","Stranger","User","Self","Self",1630,1.63,1
"12456",195,40,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",830,0.83,1
"12457",195,41,"Matching","f27","Me","right","Me","User","Self","Self",892,0.892,1
"12458",195,42,"Matching","f4","Me","right","Me","User","Self","Self",565,0.565,1
"12459",195,43,"Matching","m38","Stranger","left","Stranger","User","Self","Self",482,0.482,1
"12460",195,44,"Nonmatching","f4","Me","right","Me","User","Self","Self",449,0.449,1
"12461",195,45,"Matching","m33","Me","right","Me","User","Self","Self",847,0.847,1
"12462",195,46,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",684,0.684,1
"12463",195,47,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",885,0.885,1
"12464",195,48,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1365,1.365,1
"12465",195,49,"Nonmatching","m38","Me","right","Me","User","Self","Self",509,0.509,1
"12466",195,50,"Nonmatching","f27","Me","right","Me","User","Self","Self",900,0.9,1
"12467",195,51,"Matching","f27","Me","right","Me","User","Self","Self",697,0.697,1
"12468",195,52,"Matching","f27","Stranger","left","Stranger","User","Self","Self",901,0.901,1
"12469",195,53,"Nonmatching","m38","Me","right","Me","User","Self","Self",695,0.695,1
"12470",195,54,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",713,0.713,1
"12471",195,55,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",658,0.658,1
"12472",195,56,"Nonmatching","m33","Me","right","Me","User","Self","Self",556,0.556,1
"12473",195,57,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1180,1.18,1
"12474",195,58,"Matching","m33","Stranger","left","Stranger","User","Self","Self",1066,1.066,1
"12475",195,59,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",861,0.861,1
"12476",195,60,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1407,1.407,1
"12477",195,61,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",792,0.792,1
"12478",195,62,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",746,0.746,1
"12479",195,63,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1129,1.129,1
"12480",195,64,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",612,0.612,1
"12481",196,1,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",9170.1,9.1701,1
"12482",196,2,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",4609.8,4.6098,1
"12483",196,3,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",2312.3,2.3123,1
"12484",196,4,"Nonmatching","m38","Stranger","right","Stranger","User","Self","Self",5195.9,5.1959,0
"12485",196,5,"Matching","f27","Stranger","left","Stranger","User","Self","Self",1790.4,1.7904,1
"12486",196,6,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1404.8,1.4048,1
"12487",196,7,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",1177.3,1.1773,1
"12488",196,8,"Matching","m38","Stranger","left","Stranger","User","Self","Self",1744.3,1.7443,1
"12489",196,9,"Nonmatching","m33","Stranger","right","Stranger","User","Self","Self",5564.5,5.5645,0
"12490",196,10,"Nonmatching","m38","Me","right","Me","User","Self","Self",1577,1.577,1
"12491",196,11,"Nonmatching","f15","Stranger","left","Stranger","Other","Stranger","Stranger",3483.3,3.4833,0
"12492",196,12,"Nonmatching","m33","Me","left","Me","User","Self","Self",1561.2,1.5612,0
"12493",196,13,"Nonmatching","f27","Me","right","Me","User","Self","Self",894.6,0.8946,1
"12494",196,14,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1124.3,1.1243,1
"12495",196,15,"Matching","f27","Me","right","Me","User","Self","Self",884,0.884,1
"12496",196,16,"Matching","f18","Me","right","Me","Other","Stranger","Stranger",1848.1,1.8481,0
"12497",196,17,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",961,0.961,1
"12498",196,18,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1061.4,1.0614,1
"12499",196,19,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",683,0.683,1
"12500",196,20,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",1154.8,1.1548,1
"12501",196,21,"Matching","f27","Me","right","Me","User","Self","Self",869.4,0.8694,1
"12502",196,22,"Matching","f4","Stranger","left","Stranger","User","Self","Self",948.1,0.9481,1
"12503",196,23,"Nonmatching","m38","Me","right","Me","User","Self","Self",705,0.705,1
"12504",196,24,"Matching","m33","Me","right","Me","User","Self","Self",579.9,0.5799,1
"12505",196,25,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",938.7,0.9387,1
"12506",196,26,"Matching","m38","Me","right","Me","User","Self","Self",658.2,0.6582,1
"12507",196,27,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",777.6999999,0.7776999999,1
"12508",196,28,"Matching","f4","Stranger","left","Stranger","User","Self","Self",960.3000001,0.9603000001,1
"12509",196,29,"Nonmatching","f27","Me","right","Me","User","Self","Self",713,0.713,1
"12510",196,30,"Matching","m33","Stranger","left","Stranger","User","Self","Self",855.5999999,0.8555999999,1
"12511",196,31,"Matching","m33","Stranger","left","Stranger","User","Self","Self",896.3000001,0.8963000001,1
"12512",196,32,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",826,0.826,1
"12513",196,33,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",651.2,0.6512,1
"12514",196,34,"Matching","m38","Stranger","left","Stranger","User","Self","Self",1026,1.026,1
"12515",196,35,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",2219.6,2.2196,1
"12516",196,36,"Nonmatching","m33","Me","right","Me","User","Self","Self",755.4,0.7554,1
"12517",196,37,"Nonmatching","f4","Me","right","Me","User","Self","Self",1238.7,1.2387,1
"12518",196,38,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1022.8,1.0228,1
"12519",196,39,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",707.1,0.7071,1
"12520",196,40,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",881.7,0.8817,1
"12521",196,41,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1251.5,1.2515,1
"12522",196,42,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1560.9,1.5609,1
"12523",196,43,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",756.9,0.7569,1
"12524",196,44,"Nonmatching","f4","Me","right","Me","User","Self","Self",742.6,0.7426,1
"12525",196,45,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",2981.8,2.9818,1
"12526",196,46,"Matching","m33","Me","right","Me","User","Self","Self",803.8,0.8038,1
"12527",196,47,"Matching","f27","Stranger","left","Stranger","User","Self","Self",848.1,0.8481,1
"12528",196,48,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1471.4,1.4714,1
"12529",196,49,"Matching","f4","Me","right","Me","User","Self","Self",2851.1,2.8511,1
"12530",196,50,"Matching","m35","Stranger","left","Stranger","Other","Stranger","Stranger",3987.7,3.9877,0
