"","Subject","Trial","Matching","Face","Label","Response","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"4338",68,50,"Matching","f27","Stranger","right","Stranger","User","Self","Self",678.1000001,0.6781000001,0
"4339",68,51,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",3392,3.392,1
"4340",68,52,"Nonmatching","m34","Stranger","left","Stranger","Other","Stranger","Stranger",1065.4,1.0654,0
"4341",68,53,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1152.5,1.1525,1
"4342",68,54,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",877.0999999,0.8770999999,1
"4343",68,55,"Nonmatching","f4","Me","right","Me","User","Self","Self",1370.9,1.3709,1
"4344",68,56,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1157.2,1.1572,1
"4345",68,57,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1545.1,1.5451,1
"4346",68,58,"Matching","f4","Me","right","Me","User","Self","Self",1114,1.114,1
"4347",68,59,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1135.3,1.1353,1
"4348",68,60,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1152.9,1.1529,1
"4349",68,61,"Matching","f4","Me","right","Me","User","Self","Self",966.9000001,0.9669000001,1
"4350",68,62,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",961.9000001,0.9619000001,1
"4351",68,63,"Matching","m34","Me","right","Me","Other","Stranger","Stranger",958.6000001,0.9586000001,0
"4352",68,64,"Nonmatching","f27","Me","right","Me","User","Self","Self",1024,1.024,1
"4353",69,1,"Matching","f18","Stranger","left","Stranger","User","Self","Self",8246,8.246,1
"4354",69,2,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",2479.2,2.4792,1
"4355",69,3,"Matching","m35","Me","right","Me","User","Self","Self",2751.9,2.7519,1
"4356",69,4,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1237.7,1.2377,1
"4357",69,5,"Matching","m35","Me","right","Me","User","Self","Self",1057.8,1.0578,1
"4358",69,6,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",3068.6,3.0686,1
"4359",69,7,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",2489.9,2.4899,1
"4360",69,8,"Matching","m34","Stranger","left","Stranger","User","Self","Self",5844.5,5.8445,1
"4361",69,9,"Nonmatching","m33","Me","right","Me","Other","Stranger","Stranger",1023,1.023,0
"4362",69,10,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",2206.7,2.2067,1
"4363",69,11,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",1999.6,1.9996,1
"4364",69,12,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",3047.8,3.0478,1
"4365",69,13,"Matching","f15","Stranger","right","Stranger","User","Self","Self",3442.2,3.4422,0
"4366",69,14,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",9969.5,9.9695,0
"4367",69,15,"Matching","m34","Me","right","Me","User","Self","Self",2767.8,2.7678,1
"4368",69,16,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1388.3,1.3883,1
"4369",69,17,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1126.5,1.1265,1
"4370",69,18,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",4174.1,4.1741,1
"4371",69,19,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",1012.1,1.0121,1
"4372",69,20,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",1426.5,1.4265,1
"4373",69,21,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",1590.3,1.5903,1
"4374",69,22,"Matching","f15","Me","right","Me","User","Self","Self",1924.4,1.9244,1
"4375",69,23,"Matching","f15","Me","right","Me","User","Self","Self",996.2,0.9962,1
"4376",69,24,"Nonmatching","m35","Me","right","Me","User","Self","Self",730.9,0.7309,1
"4377",69,25,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",3273.1,3.2731,0
"4378",69,26,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",5572.8,5.5728,0
"4379",69,27,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",2262.2,2.2622,1
"4380",69,28,"Nonmatching","f15","Me","right","Me","User","Self","Self",1459.5,1.4595,1
"4381",69,29,"Nonmatching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",3337.4,3.3374,0
"4382",69,30,"Nonmatching","m34","Me","right","Me","User","Self","Self",908.4,0.9084,1
"4383",69,31,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1204.5,1.2045,1
"4384",69,32,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",8201.9,8.2019,1
"4385",69,33,"Matching","f18","Me","right","Me","User","Self","Self",1257.4,1.2574,1
"4386",69,34,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",1091.7,1.0917,1
"4387",69,35,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",959.7,0.9597,1
"4388",69,36,"Nonmatching","f18","Me","right","Me","User","Self","Self",850.6,0.8506,1
"4389",69,37,"Matching","m34","Stranger","left","Stranger","User","Self","Self",1306,1.306,1
"4390",69,38,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",13482.2,13.4822,1
"4391",69,39,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1184.3,1.1843,1
"4392",69,40,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",1141.7,1.1417,1
"4393",69,41,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1228.5,1.2285,1
"4394",69,42,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",1012.8,1.0128,1
"4395",69,43,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",1019.8,1.0198,1
"4396",69,44,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1793.2,1.7932,1
"4397",69,45,"Nonmatching","m34","Me","right","Me","User","Self","Self",928.7,0.9287,1
"4398",69,46,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1108.6,1.1086,1
"4399",69,47,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",1038.5,1.0385,1
"4400",69,48,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",999,0.999,1
"4401",69,49,"Nonmatching","f15","Me","right","Me","User","Self","Self",1503.2,1.5032,1
"4402",69,50,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",1658.3,1.6583,1
"4403",69,51,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",2003,2.003,1
"4404",69,52,"Nonmatching","f18","Me","right","Me","User","Self","Self",934.7,0.9347,1
"4405",69,53,"Matching","m35","Stranger","left","Stranger","User","Self","Self",1349.5,1.3495,1
"4406",69,54,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",984.6,0.9846,1
"4407",69,55,"Nonmatching","m35","Me","right","Me","User","Self","Self",2064.4,2.0644,1
"4408",69,56,"Matching","f18","Stranger","left","Stranger","User","Self","Self",2662.3,2.6623,1
"4409",69,57,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",984.3,0.9843,1
"4410",69,58,"Matching","f18","Me","right","Me","User","Self","Self",1460.9,1.4609,1
"4411",69,59,"Matching","m34","Me","right","Me","User","Self","Self",1416.2,1.4162,1
"4412",69,60,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",1564,1.564,1
"4413",69,61,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",1769.8,1.7698,1
"4414",69,62,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",1040.2,1.0402,1
"4415",69,63,"Matching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",1552.6,1.5526,0
"4416",69,64,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",7899.4,7.8994,1
"4417",70,1,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",2192.4,2.1924,0
"4418",70,2,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1255.7,1.2557,0
"4419",70,3,"Matching","f15","Me","left","Me","User","Self","Self",700,0.7,0
"4420",70,4,"Nonmatching","m34","Me","left","Me","User","Self","Self",382.1,0.3821,0
"4421",70,5,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",648.7,0.6487,0
"4422",70,6,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",491.1,0.4911,0
"4423",70,7,"Matching","f18","Me","right","Me","User","Self","Self",524.5,0.5245,1
"4424",70,8,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",365.6,0.3656,1
"4425",70,9,"Nonmatching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",380,0.38,0
"4426",70,10,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",714.7,0.7147,0
"4427",70,11,"Nonmatching","m35","Me","right","Me","User","Self","Self",470,0.47,1
"4428",70,12,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",394.1,0.3941,0
"4429",70,13,"Nonmatching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",555,0.555,0
"4430",70,14,"Nonmatching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",689.5,0.6895,0
"4431",70,15,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",949.4,0.9494,1
"4432",70,16,"Nonmatching","m33","Me","right","Me","Other","Stranger","Stranger",491.3,0.4913,0
"4433",70,17,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",761.2,0.7612,1
"4434",70,18,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",329.8,0.3298,1
"4435",70,19,"Matching","m35","Stranger","left","Stranger","User","Self","Self",399.1,0.3991,1
"4436",70,20,"Matching","f27","Stranger","left","Stranger","Other","Stranger","Stranger",425.5,0.4255,0
"4437",70,21,"Matching","f18","Me","left","Me","User","Self","Self",806.3,0.8063,0
"4438",70,22,"Matching","m33","Me","right","Me","Other","Stranger","Stranger",465.1,0.4651,0
"4439",70,23,"Matching","m35","Stranger","left","Stranger","User","Self","Self",120.7,0.1207,1
"4440",70,24,"Matching","f4","Me","right","Me","Other","Stranger","Stranger",642.6,0.6426,0
"4441",70,25,"Matching","m34","Me","right","Me","User","Self","Self",582.8,0.5828,1
"4442",70,26,"Nonmatching","f15","Me","left","Me","User","Self","Self",1166.4,1.1664,0
"4443",70,27,"Nonmatching","m33","Me","right","Me","Other","Stranger","Stranger",1011.5,1.0115,0
"4444",70,28,"Matching","f4","Stranger","left","Stranger","Other","Stranger","Stranger",970.6,0.9706,0
"4445",70,29,"Nonmatching","m35","Me","right","Me","User","Self","Self",699.9,0.6999,1
"4446",70,30,"Matching","f18","Stranger","right","Stranger","User","Self","Self",897.8,0.8978,0
"4447",70,31,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",897.1,0.8971,1
"4448",70,32,"Nonmatching","f15","Me","right","Me","User","Self","Self",1232.5,1.2325,1
"4449",70,33,"Nonmatching","m34","Me","right","Me","User","Self","Self",536.8,0.5368,1
"4450",70,34,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",362.1,0.3621,0
"4451",70,35,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",827,0.827,0
"4452",70,36,"Matching","f15","Me","right","Me","User","Self","Self",772.8,0.7728,1
"4453",70,37,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",409,0.409,1
"4454",70,38,"Nonmatching","f27","Me","right","Me","Other","Stranger","Stranger",704.3,0.7043,0
"4455",70,39,"Matching","m33","Me","right","Me","Other","Stranger","Stranger",453,0.453,0
"4456",70,40,"Nonmatching","m35","Stranger","left","Stranger","User","Self","Self",766,0.766,1
"4457",70,41,"Nonmatching","f18","Me","left","Me","User","Self","Self",943.2,0.9432,0
"4458",70,42,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1762.4,1.7624,1
"4459",70,43,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",668.8,0.6688,1
"4460",70,44,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",2092.6,2.0926,1
"4461",70,45,"Nonmatching","f18","Me","right","Me","User","Self","Self",457.2,0.4572,1
"4462",70,46,"Matching","m34","Stranger","left","Stranger","User","Self","Self",534.4,0.5344,1
"4463",70,47,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",686.1,0.6861,1
"4464",70,48,"Matching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",832.5,0.8325,0
"4465",70,49,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",773.5,0.7735,1
"4466",70,50,"Matching","f15","Stranger","right","Stranger","User","Self","Self",1062.7,1.0627,0
"4467",70,51,"Matching","m34","Me","right","Me","User","Self","Self",376.5,0.3765,1
"4468",70,52,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1044.4,1.0444,1
"4469",70,53,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1003.9,1.0039,1
"4470",70,54,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1723.5,1.7235,1
"4471",70,55,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1466.6,1.4666,1
"4472",70,56,"Matching","m35","Me","right","Me","User","Self","Self",548.4,0.5484,1
"4473",70,57,"Matching","m34","Stranger","left","Stranger","User","Self","Self",739.8,0.7398,1
"4474",70,58,"Matching","f27","Me","left","Me","Other","Stranger","Stranger",1152.6,1.1526,1
"4475",70,59,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",845.5,0.8455,1
"4476",70,60,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",1420.2,1.4202,0
"4477",70,61,"Matching","m35","Me","right","Me","User","Self","Self",903.2,0.9032,1
"4478",70,62,"Matching","f15","Stranger","right","Stranger","User","Self","Self",1204.9,1.2049,0
"4479",70,63,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",891.1,0.8911,0
"4480",70,64,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",715.6,0.7156,0
"4481",71,1,"Nonmatching","f18","Me","right","Me","User","Self","Self",501,0.501,1
"4482",71,2,"Matching","f15","Me","right","Me","User","Self","Self",497,0.497,1
"4483",71,3,"Matching","f15","Stranger","left","Stranger","User","Self","Self",1056,1.056,1
"4484",71,4,"Matching","m33","Me","right","Me","Other","Stranger","Stranger",677,0.677,0
"4485",71,5,"Matching","m38","Me","right","Me","Other","Stranger","Stranger",715,0.715,0
"4486",71,6,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",628,0.628,0
"4487",71,7,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",892,0.892,1
"4488",71,8,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",802,0.802,1
"4489",71,9,"Matching","m34","Me","right","Me","User","Self","Self",548,0.548,1
"4490",71,10,"Matching","m33","Stranger","left","Stranger","Other","Stranger","Stranger",645,0.645,0
"4491",71,11,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",945,0.945,1
"4492",71,12,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1096,1.096,1
"4493",71,13,"Nonmatching","f15","Me","right","Me","User","Self","Self",1017,1.017,1
"4494",71,14,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1130,1.13,1
"4495",71,15,"Nonmatching","f18","Me","left","Me","User","Self","Self",1104,1.104,0
"4496",71,16,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",1140,1.14,1
"4497",71,17,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",1066,1.066,1
"4498",71,18,"Matching","m34","Me","right","Me","User","Self","Self",882,0.882,1
"4499",71,19,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",887,0.887,1
"4500",71,20,"Matching","m35","Stranger","left","Stranger","User","Self","Self",982,0.982,1
"4501",71,21,"Nonmatching","f18","Stranger","right","Stranger","User","Self","Self",911,0.911,0
"4502",71,22,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",977,0.977,1
"4503",71,23,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",856,0.856,0
"4504",71,24,"Nonmatching","m34","Stranger","left","Stranger","User","Self","Self",880,0.88,1
"4505",71,25,"Matching","m38","Stranger","left","Stranger","Other","Stranger","Stranger",956,0.956,0
"4506",71,26,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",702,0.702,1
"4507",71,27,"Matching","f15","Stranger","left","Stranger","User","Self","Self",947,0.947,1
"4508",71,28,"Matching","m35","Me","right","Me","User","Self","Self",940,0.94,1
"4509",71,29,"Matching","m38","Me","left","Me","Other","Stranger","Stranger",1028,1.028,1
"4510",71,30,"Nonmatching","f15","Me","right","Me","User","Self","Self",644,0.644,1
"4511",71,31,"Nonmatching","m35","Stranger","right","Stranger","User","Self","Self",2206,2.206,0
"4512",71,32,"Matching","f18","Stranger","right","Stranger","User","Self","Self",1141,1.141,0
"4513",71,33,"Nonmatching","m35","Me","right","Me","User","Self","Self",837,0.837,1
"4514",71,34,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",923,0.923,1
"4515",71,35,"Matching","f15","Me","right","Me","User","Self","Self",606,0.606,1
"4516",71,36,"Matching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",926,0.926,1
"4517",71,37,"Matching","f27","Me","right","Me","Other","Stranger","Stranger",563,0.563,0
"4518",71,38,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",1297,1.297,1
"4519",71,39,"Nonmatching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",860,0.86,1
"4520",71,40,"Nonmatching","m38","Me","left","Me","Other","Stranger","Stranger",897,0.897,1
"4521",71,41,"Nonmatching","m38","Stranger","right","Stranger","Other","Stranger","Stranger",712,0.712,1
"4522",71,42,"Nonmatching","m34","Me","right","Me","User","Self","Self",721,0.721,1
"4523",71,43,"Matching","f4","Me","left","Me","Other","Stranger","Stranger",774,0.774,1
"4524",71,44,"Nonmatching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",787,0.787,1
"4525",71,45,"Matching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",731,0.731,1
"4526",71,46,"Matching","f18","Me","left","Me","User","Self","Self",1757,1.757,0
"4527",71,47,"Nonmatching","f4","Me","left","Me","Other","Stranger","Stranger",1027,1.027,1
"4528",71,48,"Matching","m34","Stranger","left","Stranger","User","Self","Self",988,0.988,1
"4529",71,49,"Matching","f4","Stranger","right","Stranger","Other","Stranger","Stranger",643,0.643,1
"4530",71,50,"Matching","m34","Stranger","left","Stranger","User","Self","Self",759,0.759,1
"4531",71,51,"Nonmatching","m34","Me","right","Me","User","Self","Self",521,0.521,1
"4532",71,52,"Matching","f27","Stranger","right","Stranger","Other","Stranger","Stranger",917,0.917,1
"4533",71,53,"Matching","m33","Me","left","Me","Other","Stranger","Stranger",779,0.779,1
"4534",71,54,"Nonmatching","f27","Me","left","Me","Other","Stranger","Stranger",864,0.864,1
"4535",71,55,"Matching","m35","Me","right","Me","User","Self","Self",579,0.579,1
"4536",71,56,"Matching","m35","Stranger","left","Stranger","User","Self","Self",498,0.498,1
"4537",71,57,"Nonmatching","m33","Me","left","Me","Other","Stranger","Stranger",455,0.455,1
"4538",71,58,"Matching","f18","Me","right","Me","User","Self","Self",584,0.584,1
"4539",71,59,"Nonmatching","m38","Me","right","Me","Other","Stranger","Stranger",370,0.37,0
"4540",71,60,"Matching","f18","Stranger","left","Stranger","User","Self","Self",645,0.645,1
"4541",71,61,"Nonmatching","f15","Stranger","left","Stranger","User","Self","Self",541,0.541,1
"4542",71,62,"Nonmatching","f18","Stranger","left","Stranger","User","Self","Self",1023,1.023,1
"4543",71,63,"Nonmatching","m35","Me","right","Me","User","Self","Self",598,0.598,1
"4544",71,64,"Nonmatching","m33","Stranger","right","Stranger","Other","Stranger","Stranger",646,0.646,1
"4545",72,1,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",6058.4,6.0584,1
"4546",72,2,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",4177.9,4.1779,1
"4547",72,3,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",5455.5,5.4555,1
"4548",72,4,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1204.299999,1.204299999,1
"4549",72,5,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",1264.4,1.2644,1
"4550",72,6,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1841.599998,1.841599998,1
"4551",72,7,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1594,1.594,1
"4552",72,8,"Nonmatching","f4","Me","right","Me","User","Self","Self",9574.300001,9.574300001,1
"4553",72,9,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",2037.5,2.0375,1
"4554",72,10,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1844.4,1.8444,1
"4555",72,11,"Matching","f4","Stranger","left","Stranger","User","Self","Self",2341.299999,2.341299999,1
"4556",72,12,"Nonmatching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",5238.4,5.2384,1
"4557",72,13,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",2630.1,2.6301,1
"4558",72,14,"Matching","m38","Stranger","left","Stranger","User","Self","Self",2252.800001,2.252800001,1
"4559",72,15,"Nonmatching","m34","Me","left","Me","Other","Stranger","Stranger",1801.900002,1.801900002,1
"4560",72,16,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",2044.9,2.0449,1
"4561",72,17,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",1867.599998,1.867599998,1
"4562",72,18,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",4556.099998,4.556099998,1
"4563",72,19,"Nonmatching","f4","Stranger","left","Stranger","User","Self","Self",2984.5,2.9845,1
"4564",72,20,"Nonmatching","f18","Me","right","Me","Other","Stranger","Stranger",1288.6,1.2886,0
"4565",72,21,"Nonmatching","m35","Me","left","Me","Other","Stranger","Stranger",2696.1,2.6961,1
"4566",72,22,"Nonmatching","f27","Me","left","Me","User","Self","Self",1733.299999,1.733299999,0
"4567",72,23,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",2780.799999,2.780799999,1
"4568",72,24,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",3523.099998,3.523099998,1
"4569",72,25,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",1282.400002,1.282400002,1
"4570",72,26,"Matching","m38","Me","right","Me","User","Self","Self",3569.9,3.5699,1
"4571",72,27,"Nonmatching","m38","Me","right","Me","User","Self","Self",1921.1,1.9211,1
"4572",72,28,"Matching","f27","Me","right","Me","User","Self","Self",1321.800001,1.321800001,1
"4573",72,29,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",1390.299999,1.390299999,1
"4574",72,30,"Matching","m33","Stranger","left","Stranger","User","Self","Self",3154.5,3.1545,1
"4575",72,31,"Matching","m35","Stranger","right","Stranger","Other","Stranger","Stranger",635.1000004,0.6351000004,1
"4576",72,32,"Matching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",1741.4,1.7414,1
"4577",72,33,"Nonmatching","m33","Me","right","Me","User","Self","Self",1999,1.999,1
"4578",72,34,"Matching","m33","Me","right","Me","User","Self","Self",707.7999992,0.7077999992,1
"4579",72,35,"Matching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",1296.5,1.2965,1
"4580",72,36,"Matching","m33","Stranger","left","Stranger","User","Self","Self",638.9000015,0.6389000015,1
"4581",72,37,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",546.8999996,0.5468999996,1
"4582",72,38,"Matching","m38","Stranger","left","Stranger","User","Self","Self",489.5999985,0.4895999985,1
"4583",72,39,"Matching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",440.9000015,0.4409000015,1
"4584",72,40,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",686.5,0.6865,1
"4585",72,41,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",664.3999996,0.6643999996,1
"4586",72,42,"Matching","f15","Me","left","Me","Other","Stranger","Stranger",899.2999992,0.8992999992,1
"4587",72,43,"Nonmatching","f27","Me","right","Me","User","Self","Self",1029.799999,1.029799999,1
"4588",72,44,"Nonmatching","f4","Me","right","Me","User","Self","Self",1136.700001,1.136700001,1
"4589",72,45,"Nonmatching","m34","Stranger","right","Stranger","Other","Stranger","Stranger",738.7999992,0.7387999992,1
"4590",72,46,"Matching","f4","Me","right","Me","User","Self","Self",546.8999996,0.5468999996,1
"4591",72,47,"Nonmatching","f15","Me","left","Me","Other","Stranger","Stranger",1358.799999,1.358799999,1
"4592",72,48,"Matching","m38","Me","left","Me","User","Self","Self",1563.9,1.5639,0
"4593",72,49,"Matching","m34","Me","left","Me","Other","Stranger","Stranger",1413.199999,1.413199999,1
"4594",72,50,"Nonmatching","m38","Me","right","Me","User","Self","Self",517.2999992,0.5172999992,1
"4595",72,51,"Nonmatching","f27","Stranger","left","Stranger","User","Self","Self",2136.5,2.1365,1
"4596",72,52,"Nonmatching","f18","Stranger","right","Stranger","Other","Stranger","Stranger",664,0.664,1
"4597",72,53,"Nonmatching","f15","Stranger","right","Stranger","Other","Stranger","Stranger",632.1000004,0.6321000004,1
"4598",72,54,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1011.5,1.0115,1
"4599",72,55,"Matching","f4","Me","right","Me","User","Self","Self",540.5,0.5405,1
"4600",72,56,"Matching","f4","Stranger","left","Stranger","User","Self","Self",524.6000004,0.5246000004,1
"4601",72,57,"Nonmatching","f18","Me","left","Me","Other","Stranger","Stranger",522.2999992,0.5222999992,1
"4602",72,58,"Nonmatching","m33","Stranger","left","Stranger","User","Self","Self",558.2999992,0.5582999992,1
"4603",72,59,"Matching","f27","Me","right","Me","User","Self","Self",607,0.607,1
"4604",72,60,"Matching","m33","Me","right","Me","User","Self","Self",489.6999989,0.4896999989,1
"4605",72,61,"Matching","m35","Me","left","Me","Other","Stranger","Stranger",726.2000008,0.7262000008,1
"4606",72,62,"Matching","f27","Stranger","right","Stranger","User","Self","Self",4941.9,4.9419,0
"4607",72,63,"Nonmatching","m33","Me","right","Me","User","Self","Self",4897.1,4.8971,1
"4608",72,64,"Matching","f27","Stranger","left","Stranger","User","Self","Self",701.6000004,0.7016000004,1
"4609",73,1,"Matching","f27","Stranger","right","Stranger","User","Self","Self",4047.5,4.0475,0
"4610",73,2,"Nonmatching","f15","Me","right","Me","Other","Stranger","Stranger",2401.4,2.4014,0
"4611",73,3,"Matching","m34","Stranger","left","Stranger","Other","Stranger","Stranger",1930.1,1.9301,0
"4612",73,4,"Nonmatching","m33","Me","left","Me","User","Self","Self",2021.1,2.0211,0
"4613",73,5,"Matching","m34","Me","right","Me","Other","Stranger","Stranger",1251.8,1.2518,0
"4614",73,6,"Nonmatching","f4","Stranger","right","Stranger","User","Self","Self",1497.5,1.4975,0
"4615",73,7,"Matching","m33","Me","left","Me","User","Self","Self",3094.6,3.0946,0
"4616",73,8,"Matching","f4","Stranger","right","Stranger","User","Self","Self",1730.4,1.7304,0
"4617",73,9,"Matching","m38","Stranger","left","Stranger","User","Self","Self",1287.6,1.2876,1
"4618",73,10,"Matching","f27","Me","left","Me","User","Self","Self",5539.6,5.5396,0
"4619",73,11,"Nonmatching","f15","Me","right","Me","Other","Stranger","Stranger",6509.4,6.5094,0
"4620",73,12,"Nonmatching","m38","Stranger","left","Stranger","User","Self","Self",1746.9,1.7469,1
"4621",73,13,"Matching","f18","Me","left","Me","Other","Stranger","Stranger",2714.3,2.7143,1
