"Subject","Cohens_d_RT","deta_RT","Cohens_d_ACC","deta_ACC","Matching","Condition"
31,-0.0644733213069772,-16.0284280936453,0.0635647156314824,0.0236502627806976,"Matching","Self-Stranger"
31,-0.179389808902742,-48.1536123451017,-0.0223597969662249,-0.00713116670563474,"Nonmatching","Self-Stranger"
32,-0.481774965176654,-122.91209406495,0.263118857285622,0.0750279955207166,"Matching","Self-Stranger"
32,-0.275649019083088,-68.7998188405797,0.215588895135572,0.0819746376811594,"Nonmatching","Self-Stranger"
33,-0.847398034247383,-191.263157894737,0.305167060779043,0.0842105263157894,"Matching","Self-Stranger"
33,-0.0501588216607641,-10.595744680851,0.236806210849957,0.0744680851063829,"Nonmatching","Self-Stranger"
34,-0.182312543452557,-17.8924731182796,0.129885171794593,0.0645161290322581,"Matching","Self-Stranger"
34,-0.0554897571954067,-5.89944464138011,-0.0413382737113104,-0.0206782464846981,"Nonmatching","Self-Stranger"
35,-0.483765987131696,-99.84375,0.524017113298416,0.177083333333333,"Matching","Self-Stranger"
35,-0.154569045315459,-35.2506648936171,-0.389581368970388,-0.14383865248227,"Nonmatching","Self-Stranger"
36,-0.160507476317098,-29.4479166666666,0.298538286568619,0.114583333333333,"Matching","Self-Stranger"
36,-0.503880761537557,-89.8974780701755,-0.0256743201618495,-0.00899122807017549,"Nonmatching","Self-Stranger"
37,-0.193123358083728,-39.9317876344086,-0.0383102352411235,-0.0151209677419355,"Matching","Self-Stranger"
37,0.0410795687714704,9.4072082379862,0.111850557497368,0.0464530892448513,"Nonmatching","Self-Stranger"
38,-0.344206428790874,-66.1041666666667,0.0711463796101268,0.0208333333333333,"Matching","Self-Stranger"
38,0.0297951764543975,5.85416666666674,0.238133661224991,0.09375,"Nonmatching","Self-Stranger"
39,-0.0630809131989939,-11.1778508771929,0.439313089175672,0.116008771929825,"Matching","Self-Stranger"
39,0.0146078417896114,2.48421052631579,0.0349079310544979,0.0105263157894737,"Nonmatching","Self-Stranger"
40,-0.378305241833145,-83.8864501679731,0.405874144780242,0.128219484882419,"Matching","Self-Stranger"
40,-0.0956397075650782,-20.1942934782609,0.0582029404366902,0.0172101449275361,"Nonmatching","Self-Stranger"
41,-0.392867562240908,-107.519364092756,0.846173028202134,0.31759502749223,"Matching","Self-Stranger"
41,-0.219057959061169,-63.420819490587,0.242956717301368,0.0991140642303433,"Nonmatching","Self-Stranger"
