"","Subject","Matching","Identity","RT_ms","RT_sec","ACC"
"186",2,"Matching","none",435,0.435,1
"187",2,"Matching","none",425,0.425,0
"188",2,"Matching","none",403,0.403,1
"189",2,"Matching","none",533,0.533,1
"190",2,"Matching","none",471,0.471,1
"191",2,"Matching","none",416,0.416,1
"192",2,"Matching","none",356,0.356,1
"193",2,"Matching","none",543,0.543,1
"194",2,"Matching","none",476,0.476,1
"195",2,"Matching","none",432,0.432,1
"196",2,"Matching","none",491,0.491,1
"197",2,"Matching","Acquaintance",459,0.459,0
"198",2,"Matching","Acquaintance",653,0.653,1
"199",2,"Matching","Acquaintance",789,0.789,1
"200",2,"Matching","Acquaintance",324,0.324,1
"201",2,"Matching","Acquaintance",724,0.724,1
"202",2,"Matching","Acquaintance",399,0.399,1
"203",2,"Matching","Acquaintance",476,0.476,0
"204",2,"Matching","Acquaintance",506,0.506,1
"205",2,"Matching","Acquaintance",443,0.443,1
"206",2,"Matching","Acquaintance",510,0.51,1
"207",2,"Matching","Acquaintance",618,0.618,1
"208",2,"Matching","Acquaintance",428,0.428,1
"209",2,"Matching","Acquaintance",666,0.666,1
"210",2,"Matching","Acquaintance",353,0.353,1
"211",2,"Matching","Acquaintance",564,0.564,1
"212",2,"Matching","Acquaintance",660,0.66,1
"213",2,"Matching","Acquaintance",500,0.5,1
"214",2,"Nonmatching","Self",501,0.501,1
"215",2,"Nonmatching","Self",378,0.378,1
"216",2,"Nonmatching","Self",446,0.446,1
"217",2,"Nonmatching","Self",406,0.406,1
"218",2,"Nonmatching","Self",409,0.409,1
"219",2,"Nonmatching","Self",744,0.744,1
"220",2,"Nonmatching","Self",509,0.509,1
"221",2,"Nonmatching","Self",451,0.451,1
"222",2,"Nonmatching","Self",397,0.397,1
"223",2,"Nonmatching","Self",616,0.616,1
"224",2,"Nonmatching","Self",600,0.6,1
"225",2,"Nonmatching","Self",482,0.482,1
"226",2,"Nonmatching","Self",370,0.37,1
"227",2,"Nonmatching","Self",486,0.486,1
"228",2,"Nonmatching","Self",404,0.404,1
"229",2,"Nonmatching","Self",576,0.576,1
"230",2,"Nonmatching","Self",424,0.424,1
"231",2,"Nonmatching","Self",482,0.482,1
"232",2,"Nonmatching","Mother",784,0.784,1
"233",2,"Nonmatching","Mother",426,0.426,1
"234",2,"Nonmatching","Mother",543,0.543,1
"235",2,"Nonmatching","Mother",439,0.439,1
"236",2,"Nonmatching","Mother",434,0.434,1
"237",2,"Nonmatching","Mother",579,0.579,1
"238",2,"Nonmatching","Mother",568,0.568,1
"239",2,"Nonmatching","Mother",429,0.429,1
"240",2,"Nonmatching","Mother",441,0.441,1
"241",2,"Nonmatching","Mother",389,0.389,0
"242",2,"Nonmatching","Mother",413,0.413,1
"243",2,"Nonmatching","Mother",486,0.486,1
"244",2,"Nonmatching","Mother",591,0.591,1
"245",2,"Nonmatching","Mother",469,0.469,1
"246",2,"Nonmatching","Mother",469,0.469,0
"247",2,"Nonmatching","Mother",696,0.696,1
"248",2,"Nonmatching","Mother",426,0.426,1
"249",2,"Nonmatching","Mother",482,0.482,1
"250",2,"Nonmatching","none",435,0.435,1
"251",2,"Nonmatching","none",524,0.524,1
"252",2,"Nonmatching","none",536,0.536,1
"253",2,"Nonmatching","none",413,0.413,1
"254",2,"Nonmatching","none",618,0.618,1
"255",2,"Nonmatching","none",474,0.474,1
"256",2,"Nonmatching","none",523,0.523,1
"257",2,"Nonmatching","none",441,0.441,1
"258",2,"Nonmatching","none",357,0.357,1
"259",2,"Nonmatching","none",441,0.441,1
"260",2,"Nonmatching","none",450,0.45,1
"261",2,"Nonmatching","none",545,0.545,1
"262",2,"Nonmatching","none",564,0.564,1
"263",2,"Nonmatching","none",558,0.558,1
"264",2,"Nonmatching","none",526,0.526,1
"265",2,"Nonmatching","none",485,0.485,1
"266",2,"Nonmatching","none",554,0.554,1
"267",2,"Nonmatching","none",475,0.475,1
"268",2,"Nonmatching","Acquaintance",440,0.44,1
"269",2,"Nonmatching","Acquaintance",373,0.373,0
"270",2,"Nonmatching","Acquaintance",389,0.389,1
"271",2,"Nonmatching","Acquaintance",412,0.412,1
"272",2,"Nonmatching","Acquaintance",360,0.36,1
"273",2,"Nonmatching","Acquaintance",499,0.499,1
"274",2,"Nonmatching","Acquaintance",620,0.62,1
"275",2,"Nonmatching","Acquaintance",372,0.372,1
"276",2,"Nonmatching","Acquaintance",392,0.392,1
"277",2,"Nonmatching","Acquaintance",371,0.371,1
"278",2,"Nonmatching","Acquaintance",566,0.566,1
"279",2,"Nonmatching","Acquaintance",443,0.443,1
"280",2,"Nonmatching","Acquaintance",348,0.348,1
"281",2,"Nonmatching","Acquaintance",322,0.322,1
"282",2,"Nonmatching","Acquaintance",387,0.387,1
"283",2,"Nonmatching","Acquaintance",358,0.358,1
"284",2,"Nonmatching","Acquaintance",410,0.41,1
"285",2,"Nonmatching","Acquaintance",349,0.349,0
"286",3,"Matching","Self",791,0.791,1
"287",3,"Matching","Self",665,0.665,1
"288",3,"Matching","Self",493,0.493,1
"289",3,"Matching","Self",544,0.544,1
"290",3,"Matching","Self",591,0.591,1
"291",3,"Matching","Self",415,0.415,1
"292",3,"Matching","Self",398,0.398,1
"293",3,"Matching","Self",417,0.417,0
"294",3,"Matching","Self",433,0.433,1
"295",3,"Matching","Self",514,0.514,1
"296",3,"Matching","Self",536,0.536,1
"297",3,"Matching","Self",489,0.489,1
"298",3,"Matching","Self",652,0.652,1
"299",3,"Matching","Self",574,0.574,1
"300",3,"Matching","Self",504,0.504,1
"301",3,"Matching","Self",356,0.356,1
"302",3,"Matching","Self",361,0.361,1
"303",3,"Matching","Self",419,0.419,1
"304",3,"Matching","Mother",929,0.929,1
"305",3,"Matching","Mother",718,0.718,1
"306",3,"Matching","Mother",575,0.575,1
"307",3,"Matching","Mother",647,0.647,1
"308",3,"Matching","Mother",434,0.434,1
"309",3,"Matching","Mother",398,0.398,0
"310",3,"Matching","Mother",640,0.64,1
"311",3,"Matching","Mother",595,0.595,1
"312",3,"Matching","Mother",388,0.388,1
"313",3,"Matching","Mother",431,0.431,0
"314",3,"Matching","Mother",591,0.591,1
"315",3,"Matching","Mother",476,0.476,1
"316",3,"Matching","Mother",814,0.814,1
"317",3,"Matching","Mother",759,0.759,1
"318",3,"Matching","Mother",606,0.606,1
"319",3,"Matching","Mother",363,0.363,1
"320",3,"Matching","Mother",402,0.402,1
"321",3,"Matching","Mother",515,0.515,1
"322",3,"Matching","none",633,0.633,1
"323",3,"Matching","none",1253,1.253,1
"324",3,"Matching","none",837,0.837,1
"325",3,"Matching","none",732,0.732,1
"326",3,"Matching","none",667,0.667,1
"327",3,"Matching","none",517,0.517,1
"328",3,"Matching","none",768,0.768,1
"329",3,"Matching","none",418,0.418,1
"330",3,"Matching","none",526,0.526,1
"331",3,"Matching","none",488,0.488,1
"332",3,"Matching","none",526,0.526,1
"333",3,"Matching","none",506,0.506,1
"334",3,"Matching","none",1202,1.202,1
"335",3,"Matching","none",553,0.553,1
"336",3,"Matching","none",464,0.464,1
"337",3,"Matching","none",1056,1.056,1
"338",3,"Matching","none",383,0.383,0
"339",3,"Matching","none",455,0.455,1
"340",3,"Matching","Acquaintance",1324,1.324,1
"341",3,"Matching","Acquaintance",720,0.72,1
"342",3,"Matching","Acquaintance",395,0.395,1
"343",3,"Matching","Acquaintance",407,0.407,1
"344",3,"Matching","Acquaintance",712,0.712,1
"345",3,"Matching","Acquaintance",443,0.443,1
"346",3,"Matching","Acquaintance",370,0.37,1
"347",3,"Matching","Acquaintance",413,0.413,1
"348",3,"Matching","Acquaintance",368,0.368,1
"349",3,"Matching","Acquaintance",481,0.481,1
"350",3,"Matching","Acquaintance",514,0.514,1
"351",3,"Matching","Acquaintance",427,0.427,1
"352",3,"Matching","Acquaintance",564,0.564,1
"353",3,"Matching","Acquaintance",457,0.457,1
"354",3,"Matching","Acquaintance",544,0.544,1
"355",3,"Matching","Acquaintance",538,0.538,1
"356",3,"Matching","Acquaintance",467,0.467,1
"357",3,"Matching","Acquaintance",563,0.563,1
"358",3,"Nonmatching","Self",899,0.899,1
"359",3,"Nonmatching","Self",488,0.488,1
"360",3,"Nonmatching","Self",557,0.557,1
"361",3,"Nonmatching","Self",673,0.673,1
"362",3,"Nonmatching","Self",673,0.673,1
"363",3,"Nonmatching","Self",949,0.949,1
"364",3,"Nonmatching","Self",413,0.413,1
"365",3,"Nonmatching","Self",600,0.6,1
"366",3,"Nonmatching","Self",893,0.893,1
"367",3,"Nonmatching","Self",437,0.437,1
"368",3,"Nonmatching","Self",501,0.501,1
"369",3,"Nonmatching","Self",394,0.394,0
"370",3,"Nonmatching","Self",517,0.517,1
"371",3,"Nonmatching","Self",447,0.447,1
"372",3,"Nonmatching","Self",425,0.425,1
"373",3,"Nonmatching","Self",302,0.302,1
"374",3,"Nonmatching","Self",400,0.4,1
"375",3,"Nonmatching","Mother",632,0.632,1
"376",3,"Nonmatching","Mother",1289,1.289,1
"377",3,"Nonmatching","Mother",493,0.493,1
"378",3,"Nonmatching","Mother",428,0.428,1
"379",3,"Nonmatching","Mother",529,0.529,1
"380",3,"Nonmatching","Mother",446,0.446,1
"381",3,"Nonmatching","Mother",624,0.624,1
"382",3,"Nonmatching","Mother",477,0.477,1
"383",3,"Nonmatching","Mother",515,0.515,1
"384",3,"Nonmatching","Mother",458,0.458,1
"385",3,"Nonmatching","Mother",600,0.6,1
"386",3,"Nonmatching","Mother",390,0.39,1
"387",3,"Nonmatching","Mother",918,0.918,1
"388",3,"Nonmatching","Mother",369,0.369,1
"389",3,"Nonmatching","Mother",549,0.549,1
"390",3,"Nonmatching","Mother",592,0.592,1
"391",3,"Nonmatching","Mother",564,0.564,1
"392",3,"Nonmatching","Mother",584,0.584,1
"393",3,"Nonmatching","none",531,0.531,1
"394",3,"Nonmatching","none",1038,1.038,1
"395",3,"Nonmatching","none",475,0.475,1
"396",3,"Nonmatching","none",402,0.402,1
"397",3,"Nonmatching","none",946,0.946,1
"398",3,"Nonmatching","none",412,0.412,1
"399",3,"Nonmatching","none",485,0.485,1
"400",3,"Nonmatching","none",496,0.496,1
"401",3,"Nonmatching","none",539,0.539,1
"402",3,"Nonmatching","none",499,0.499,1
"403",3,"Nonmatching","none",495,0.495,1
"404",3,"Nonmatching","none",393,0.393,1
"405",3,"Nonmatching","none",338,0.338,1
"406",3,"Nonmatching","none",493,0.493,1
"407",3,"Nonmatching","none",531,0.531,1
"408",3,"Nonmatching","none",503,0.503,1
"409",3,"Nonmatching","none",359,0.359,1
"410",3,"Nonmatching","none",420,0.42,1
"411",3,"Nonmatching","Acquaintance",629,0.629,1
"412",3,"Nonmatching","Acquaintance",562,0.562,1
"413",3,"Nonmatching","Acquaintance",575,0.575,1
"414",3,"Nonmatching","Acquaintance",530,0.53,1
"415",3,"Nonmatching","Acquaintance",503,0.503,1
"416",3,"Nonmatching","Acquaintance",448,0.448,1
"417",3,"Nonmatching","Acquaintance",648,0.648,1
"418",3,"Nonmatching","Acquaintance",520,0.52,1
"419",3,"Nonmatching","Acquaintance",509,0.509,1
"420",3,"Nonmatching","Acquaintance",594,0.594,1
"421",3,"Nonmatching","Acquaintance",356,0.356,1
"422",3,"Nonmatching","Acquaintance",489,0.489,1
"423",3,"Nonmatching","Acquaintance",456,0.456,1
"424",3,"Nonmatching","Acquaintance",457,0.457,1
"425",3,"Nonmatching","Acquaintance",514,0.514,1
"426",3,"Nonmatching","Acquaintance",391,0.391,1
"427",3,"Nonmatching","Acquaintance",502,0.502,1
"428",3,"Nonmatching","Acquaintance",356,0.356,1
"429",4,"Matching","Self",660,0.66,1
"430",4,"Matching","Self",748,0.748,1
"431",4,"Matching","Self",581,0.581,1
"432",4,"Matching","Self",705,0.705,1
"433",4,"Matching","Self",817,0.817,1
"434",4,"Matching","Self",404,0.404,1
"435",4,"Matching","Self",843,0.843,0
"436",4,"Matching","Self",494,0.494,1
"437",4,"Matching","Self",487,0.487,1
"438",4,"Matching","Self",549,0.549,1
"439",4,"Matching","Self",688,0.688,1
"440",4,"Matching","Self",419,0.419,1
"441",4,"Matching","Self",740,0.74,1
"442",4,"Matching","Self",564,0.564,1
"443",4,"Matching","Self",599,0.599,1
"444",4,"Matching","Self",497,0.497,0
"445",4,"Matching","Self",591,0.591,1
"446",4,"Matching","Self",594,0.594,1
"447",4,"Matching","Mother",787,0.787,1
"448",4,"Matching","Mother",501,0.501,0
"449",4,"Matching","Mother",608,0.608,1
"450",4,"Matching","Mother",596,0.596,0
"451",4,"Matching","Mother",510,0.51,1
"452",4,"Matching","Mother",397,0.397,1
"453",4,"Matching","Mother",637,0.637,1
"454",4,"Matching","Mother",655,0.655,1
"455",4,"Matching","Mother",430,0.43,0
"456",4,"Matching","Mother",368,0.368,1
"457",4,"Matching","Mother",941,0.941,1
"458",4,"Matching","Mother",648,0.648,1
"459",4,"Matching","Mother",694,0.694,1
"460",4,"Matching","Mother",695,0.695,1
"461",4,"Matching","Mother",374,0.374,1
"462",4,"Matching","Mother",558,0.558,0
"463",4,"Matching","Mother",469,0.469,1
"464",4,"Matching","Mother",855,0.855,1
"465",4,"Matching","none",570,0.57,1
"466",4,"Matching","none",702,0.702,1
"467",4,"Matching","none",669,0.669,1
"468",4,"Matching","none",571,0.571,1
"469",4,"Matching","none",555,0.555,1
"470",4,"Matching","none",552,0.552,1
"471",4,"Matching","none",779,0.779,1
"472",4,"Matching","none",597,0.597,1
"473",4,"Matching","none",532,0.532,1
"474",4,"Matching","none",571,0.571,1
"475",4,"Matching","none",535,0.535,1
"476",4,"Matching","none",937,0.937,1
"477",4,"Matching","none",913,0.913,1
"478",4,"Matching","none",590,0.59,1
"479",4,"Matching","none",654,0.654,1
"480",4,"Matching","none",516,0.516,1
"481",4,"Matching","none",497,0.497,1
"482",4,"Matching","none",1312,1.312,1
"483",4,"Matching","Acquaintance",732,0.732,1
"484",4,"Matching","Acquaintance",1182,1.182,0
"485",4,"Matching","Acquaintance",733,0.733,1
"486",4,"Matching","Acquaintance",613,0.613,1
"487",4,"Matching","Acquaintance",583,0.583,1
"488",4,"Matching","Acquaintance",710,0.71,1
"489",4,"Matching","Acquaintance",619,0.619,1
"490",4,"Matching","Acquaintance",1258,1.258,1
"491",4,"Matching","Acquaintance",479,0.479,1
"492",4,"Matching","Acquaintance",611,0.611,1
"493",4,"Matching","Acquaintance",527,0.527,1
"494",4,"Matching","Acquaintance",797,0.797,1
"495",4,"Matching","Acquaintance",847,0.847,1
"496",4,"Matching","Acquaintance",528,0.528,0
"497",4,"Matching","Acquaintance",605,0.605,1
"498",4,"Matching","Acquaintance",360,0.36,1
"499",4,"Matching","Acquaintance",922,0.922,1
"500",4,"Matching","Acquaintance",453,0.453,1
"501",4,"Nonmatching","Self",872,0.872,1
"502",4,"Nonmatching","Self",1338,1.338,1
"503",4,"Nonmatching","Self",710,0.71,1
"504",4,"Nonmatching","Self",431,0.431,1
"505",4,"Nonmatching","Self",384,0.384,1
"506",4,"Nonmatching","Self",484,0.484,0
"507",4,"Nonmatching","Self",525,0.525,1
"508",4,"Nonmatching","Self",576,0.576,1
"509",4,"Nonmatching","Self",512,0.512,1
"510",4,"Nonmatching","Self",770,0.77,1
"511",4,"Nonmatching","Self",1068,1.068,1
"512",4,"Nonmatching","Self",701,0.701,1
"513",4,"Nonmatching","Self",501,0.501,1
"514",4,"Nonmatching","Self",577,0.577,1
"515",4,"Nonmatching","Self",499,0.499,1
"516",4,"Nonmatching","Self",624,0.624,0
"517",4,"Nonmatching","Self",454,0.454,1
"518",4,"Nonmatching","Mother",710,0.71,1
"519",4,"Nonmatching","Mother",709,0.709,1
"520",4,"Nonmatching","Mother",594,0.594,1
"521",4,"Nonmatching","Mother",569,0.569,1
"522",4,"Nonmatching","Mother",497,0.497,1
"523",4,"Nonmatching","Mother",455,0.455,1
"524",4,"Nonmatching","Mother",599,0.599,1
"525",4,"Nonmatching","Mother",559,0.559,1
"526",4,"Nonmatching","Mother",609,0.609,1
"527",4,"Nonmatching","Mother",505,0.505,1
"528",4,"Nonmatching","Mother",996,0.996,1
"529",4,"Nonmatching","Mother",609,0.609,1
"530",4,"Nonmatching","Mother",549,0.549,1
"531",4,"Nonmatching","Mother",468,0.468,1
"532",4,"Nonmatching","Mother",497,0.497,1
"533",4,"Nonmatching","Mother",945,0.945,1
"534",4,"Nonmatching","Mother",490,0.49,1
"535",4,"Nonmatching","Mother",533,0.533,1
"536",4,"Nonmatching","none",929,0.929,1
"537",4,"Nonmatching","none",646,0.646,1
"538",4,"Nonmatching","none",724,0.724,1
"539",4,"Nonmatching","none",552,0.552,1
"540",4,"Nonmatching","none",504,0.504,1
"541",4,"Nonmatching","none",535,0.535,1
"542",4,"Nonmatching","none",529,0.529,1
"543",4,"Nonmatching","none",568,0.568,1
"544",4,"Nonmatching","none",510,0.51,1
"545",4,"Nonmatching","none",549,0.549,1
"546",4,"Nonmatching","none",539,0.539,1
"547",4,"Nonmatching","none",752,0.752,1
"548",4,"Nonmatching","none",520,0.52,1
"549",4,"Nonmatching","none",638,0.638,1
"550",4,"Nonmatching","none",574,0.574,1
"551",4,"Nonmatching","none",472,0.472,1
"552",4,"Nonmatching","none",814,0.814,1
"553",4,"Nonmatching","Acquaintance",672,0.672,1
"554",4,"Nonmatching","Acquaintance",663,0.663,1
"555",4,"Nonmatching","Acquaintance",460,0.46,1
"556",4,"Nonmatching","Acquaintance",510,0.51,1
"557",4,"Nonmatching","Acquaintance",733,0.733,1
"558",4,"Nonmatching","Acquaintance",554,0.554,1
"559",4,"Nonmatching","Acquaintance",605,0.605,1
"560",4,"Nonmatching","Acquaintance",706,0.706,1
"561",4,"Nonmatching","Acquaintance",529,0.529,1
"562",4,"Nonmatching","Acquaintance",415,0.415,1
"563",4,"Nonmatching","Acquaintance",1395,1.395,1
"564",4,"Nonmatching","Acquaintance",446,0.446,1
"565",4,"Nonmatching","Acquaintance",891,0.891,1
"566",4,"Nonmatching","Acquaintance",664,0.664,1
"567",4,"Nonmatching","Acquaintance",625,0.625,1
"568",4,"Nonmatching","Acquaintance",594,0.594,1
"569",4,"Nonmatching","Acquaintance",497,0.497,1
"570",4,"Nonmatching","Acquaintance",1149,1.149,1
"571",5,"Matching","Self",709,0.709,1
"572",5,"Matching","Self",1211,1.211,1
"573",5,"Matching","Self",641,0.641,1
"574",5,"Matching","Self",689,0.689,1
"575",5,"Matching","Self",366,0.366,1
"576",5,"Matching","Self",477,0.477,1
"577",5,"Matching","Self",553,0.553,1
"578",5,"Matching","Self",506,0.506,1
"579",5,"Matching","Self",707,0.707,1
"580",5,"Matching","Self",391,0.391,1
"581",5,"Matching","Self",562,0.562,1
"582",5,"Matching","Self",437,0.437,1
"583",5,"Matching","Self",586,0.586,1
"584",5,"Matching","Self",672,0.672,1
"585",5,"Matching","Self",431,0.431,1
"586",5,"Matching","Self",613,0.613,1
"587",5,"Matching","Self",508,0.508,1
"588",5,"Matching","Mother",694,0.694,0
"589",5,"Matching","Mother",815,0.815,1
"590",5,"Matching","Mother",844,0.844,1
"591",5,"Matching","Mother",508,0.508,1
"592",5,"Matching","Mother",528,0.528,1
"593",5,"Matching","Mother",456,0.456,1
