Shape,resp,rt,selfkey,wekey,alonekey,theykey,WeShape,TheyShape,AloneShape,SelfShape,corr,Handedness,First Language,Participant Number,Gender,Age
You,p,5.338606999,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
You,p,0.928833939,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
Self,o,1.767610897,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
Self,o,0.716432099,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
You,p,1.307112263,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
Self,o,3.042552141,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
You,p,2.436762795,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
We,q,2.062904591,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
They,w,2.472361025,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
You,p,5.345175591,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
They,w,3.59151397,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
They,w,3.587560497,o,q,p,w,Diamond,Circle,Triangle,Star,1,r,h,5,Female,22
You,w,9.072773664,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,5.282464055,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,4.378480065,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,3.735817697,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,2.669990442,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,3.678855949,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,4.103827415,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,4.879369734,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,3.128325601,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,2.47122757,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,1.776048841,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,2.452813563,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,2.478344137,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,3.063197923,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,q,1.608771625,q,p,w,o,Diamond,Circle,Star,Triangle,0,r,h,6,Female,21
You,w,4.836235665,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,2.718449894,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,4.653317084,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,2.382894262,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,4.299108593,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,2.506692755,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,3.794143065,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,1.990385173,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,2.370481922,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,7.567373467,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,2.716441969,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,1.931255214,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,1.91345827,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.936860507,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,1.727185119,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,2.566013005,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,2.186461863,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,4.11086897,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,6.342517439,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,2.260829313,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,1.318333509,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,1.661072823,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,2.982532315,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,2.954728513,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,1.280222411,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,2.696990047,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,5.320515933,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.767511803,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,1.564333549,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,o,1.481115989,q,p,w,o,Diamond,Circle,Star,Triangle,0,r,h,6,Female,21
They,o,5.897271299,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,5.800959193,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
You,w,4.892516788,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,5.076840444,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,3.381716985,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.377991309,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,3.158882305,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,4.212399865,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.855954075,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,3.185577918,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.029764351,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,3.016605848,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
We,p,1.723464575,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,4.802237538,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
They,o,1.629522421,q,p,w,o,Diamond,Circle,Star,Triangle,1,r,h,6,Female,21
Self,q,8.381177696,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,8.170453339,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,3.439051814,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,4.705622625,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,1.585178702,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,3.229273779,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,4.680205356,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,2.408441418,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,4.179948543,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,3.352857108,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,1.006386986,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.929805528,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,2.29654085,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,4.088730471,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,1.408900959,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,1.476379244,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,1.749196889,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.730589038,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,2.584657573,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,1.452853042,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,1.582266697,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,1.066421026,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.667133709,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,2.699858229,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,1.019352434,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,1.070112749,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.686842642,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.654911264,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.912303101,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.615720403,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.618239587,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.812967264,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.520541753,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.623261374,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.417978865,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.876755405,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.741483393,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.515519571,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.586244253,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.718232757,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.685046327,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,1.341069727,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,1.363139927,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.680573305,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.824631469,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.627370396,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.56610894,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,2.794847378,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.711000121,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.614414423,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,0.633145056,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,q,1.099185026,q,o,w,p,Triangle,Diamond,Circle,Star,0,r,h,7,Female,21
Self,q,0.986579354,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
They,p,0.718694272,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
We,o,1.885361926,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.893526672,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.741607753,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.947679852,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
You,w,0.585032233,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,q,0.65311337,q,o,w,p,Triangle,Diamond,Circle,Star,1,r,h,7,Female,21
Self,w,12.70411806,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,5.984346001,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,2.604901059,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,11.18450329,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,8.493104716,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,3.013630282,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.880476738,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,3.449286468,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,4.090799984,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,5.555106411,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.456748875,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.506169257,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.233604676,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.323763118,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.026435443,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.253255969,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,1.038664994,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,2.560764212,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,2.246245997,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,0.792428867,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,2.260469261,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,0.853933516,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,4.095431319,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,1.079596899,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,1.304405552,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.119800803,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,0.958475903,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.331963396,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.146051877,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,0.84018598,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.026056046,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,0.916904432,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,0.603729703,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,0.735073509,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,1.453169667,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.230547781,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,1.096715586,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,0.840797122,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,0.914862159,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,34.50559562,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,7.489511691,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,2.625898207,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,0.884702619,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.068758604,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,3.069518189,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,4.462387725,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.175964276,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,2.324760369,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,0.835510823,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,0.525631049,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,0.724306277,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,0.787026498,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
They,o,1.039162435,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.1531945,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,0.958620793,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,p,1.284024678,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,0.972119608,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.424957254,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
Self,w,0.931510251,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
You,q,1.049477628,w,p,q,o,Circle,Star,Diamond,Triangle,1,l,h,8,Male,19
We,o,9.762535813,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.45621985,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,5.457867722,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.379561407,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.672297621,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.897072717,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.048581444,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,4.458028404,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,3.66762049,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,w,4.028559833,p,o,w,q,Diamond,Triangle,Circle,Star,0,r,h,9,Male,25
We,o,6.327470634,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,5.766523632,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,3.691501613,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,3.427718841,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,7.31865882,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,2.141796386,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,2.867866605,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.924730049,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,2.227567872,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,3.20636701,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,1.649892636,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,4.235437312,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,2.589571581,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,7.089786152,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,p,2.290190579,p,o,w,q,Diamond,Triangle,Circle,Star,0,r,h,9,Male,25
You,w,3.42634851,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,2.677188336,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,2.278002876,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.878832419,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,6.183679746,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,2.379665238,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,0.968780831,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.957563139,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,4.867026482,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,3.22799425,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,0.790829159,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.050903626,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,2.636365,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,0.622542059,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,2.145237416,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,p,0.727383306,p,o,w,q,Diamond,Triangle,Circle,Star,0,r,h,9,Male,25
They,q,3.430074186,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.57694842,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,3.8937521,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,0.645946664,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,2.504000651,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,0.671484345,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,2.336259156,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,0.63838319,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,0.816478961,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,1.083189529,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,7.019250183,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,1.182267566,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
We,o,1.050341438,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,1.563778468,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,0.633214145,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,0.555301439,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,p,1.056484441,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
They,q,3.489782519,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
You,w,0.642287708,p,o,w,q,Diamond,Triangle,Circle,Star,1,r,h,9,Male,25
Self,q,7.309796472,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,o,9.78217092,q,p,o,w,Star,Diamond,Circle,Triangle,0,l,h,10,Male,25
You,o,7.530484259,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,p,8.201347986,q,p,o,w,Star,Diamond,Circle,Triangle,0,l,h,10,Male,25
Self,q,9.213146422,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,4.376329619,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,p,4.405323726,q,p,o,w,Star,Diamond,Circle,Triangle,0,l,h,10,Male,25
You,o,3.760948739,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,3.894470626,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,2.694755904,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.862943122,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,4.568391643,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.773373318,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,2.466225128,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.802972645,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,2.494437937,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,0.934635445,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.612808399,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,0.760170204,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,1.205572288,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,2.544981905,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.079149992,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,0.631942512,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,0.42601175,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,o,2.868735153,q,p,o,w,Star,Diamond,Circle,Triangle,0,l,h,10,Male,25
You,o,1.40552586,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.489053729,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,2.369117117,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.837998029,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,3.712042774,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,7.111743835,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
They,w,1.03141854,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
You,o,1.353505756,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,3.566641518,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
We,p,1.483799408,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
Self,q,1.452038581,q,p,o,w,Star,Diamond,Circle,Triangle,1,l,h,10,Male,25
