"Subject","P1Age","P2Age","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC"
15,24,22,3,4,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",900.216585,0.900216585,1
15,24,22,3,5,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",900.215795,0.900215795,1
15,24,22,3,6,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",767.131367,0.767131367,1
15,24,22,3,7,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1216.870723,1.216870723,1
15,24,22,3,8,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",1198.339016,1.198339016,1
15,24,22,3,9,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",833.526125,0.833526125,1
15,24,22,3,10,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",916.899859,0.916899859,1
15,24,22,3,11,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",1016.883831,1.016883831,0
15,24,22,3,12,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",883.525415,0.883525415,1
15,24,22,3,13,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",783.523283,0.783523283,1
15,24,22,3,14,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",1133.788349,1.133788349,1
15,24,22,3,15,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",1085.2273,1.0852273,1
15,24,22,3,16,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",583.528889,0.583528889,0
15,24,22,3,17,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1216.928364,1.216928364,1
15,24,22,3,18,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1050.223928,1.050223928,1
15,24,22,3,19,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",1000.328865,1.000328865,1
15,24,22,3,20,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1166.855642,1.166855642,1
15,24,22,3,21,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",966.903097,0.966903097,1
15,24,22,3,22,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",883.545549,0.883545549,1
15,24,22,3,23,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",800.261434,0.800261434,1
15,24,22,3,24,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",650.198819,0.650198819,1
15,24,22,3,25,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",783.520124,0.783520124,1
15,24,22,3,26,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",583.557314,0.583557314,1
15,24,22,3,27,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",783.797666,0.783797666,0
15,24,22,3,28,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1016.880277,1.016880277,1
15,24,22,3,29,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",933.634457,0.933634457,1
15,24,22,3,30,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",633.550681,0.633550681,1
15,24,22,3,31,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",966.902307,0.966902307,1
15,24,22,3,32,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",933.711047,0.933711047,1
15,24,22,3,33,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",1000.263723,1.000263723,1
15,24,22,3,34,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1400.177105,1.400177105,1
15,24,22,3,35,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",833.583371,0.833583371,1
15,24,22,3,36,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",916.895517,0.916895517,1
15,24,22,3,37,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",850.190055,0.850190055,1
15,24,22,3,38,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",1116.880435,1.116880435,1
15,24,22,3,39,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",1367.109812,1.367109812,1
15,24,22,3,40,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",816.884699,0.816884699,1
15,24,22,3,41,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",750.236483,0.750236483,1
15,24,22,3,42,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",683.575633,0.683575633,1
15,24,22,3,43,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",761.102838,0.761102838,1
15,24,22,3,44,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",850.197556,0.850197556,1
15,24,22,3,45,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",700.252195,0.700252195,1
15,24,22,3,46,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",883.560551,0.883560551,1
15,24,22,3,47,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",850.21769,0.85021769,1
15,24,22,3,48,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1016.903965,1.016903965,1
15,24,22,3,49,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",750.285437,0.750285437,1
15,24,22,3,50,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",800.251959,0.800251959,1
15,24,22,3,51,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",800.208136,0.800208136,1
15,24,22,3,52,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",650.230798,0.650230798,1
15,24,22,3,53,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",883.557393,0.883557393,0
15,24,22,3,54,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",900.207899,0.900207899,1
15,24,22,3,55,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1000.23214,1.00023214,1
15,24,22,3,56,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",1150.226455,1.150226455,1
15,24,22,3,57,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",866.897017,0.866897017,1
15,24,22,3,58,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",1166.950393,1.166950393,1
15,24,22,3,59,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",564.994812,0.564994812,1
15,24,22,3,60,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",733.574132,0.733574132,1
15,24,22,3,61,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",1050.224718,1.050224718,0
15,24,22,3,62,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",750.227008,0.750227008,1
15,24,22,3,63,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",950.230087,0.950230087,1
15,24,22,3,64,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",783.585266,0.783585266,1
15,24,22,3,65,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",766.891726,0.766891726,1
15,24,22,3,66,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",783.569869,0.783569869,1
15,24,22,3,67,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",868.552,0.868552,1
15,24,22,3,68,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",716.909019,0.716909019,1
15,24,22,3,69,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",733.563078,0.733563078,1
15,24,22,3,70,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",666.852879,0.666852879,1
15,24,22,3,71,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1016.937918,1.016937918,1
15,24,22,3,72,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",750.231745,0.750231745,1
15,24,22,3,73,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",733.563078,0.733563078,1
15,24,22,3,74,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",766.880277,0.766880277,1
15,24,22,3,75,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",800.154049,0.800154049,1
15,24,22,3,76,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",950.275883,0.950275883,1
15,24,22,3,77,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","None",NA,NA,3
15,24,22,3,78,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",950.228508,0.950228508,0
15,24,22,3,79,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",900.261197,0.900261197,1
15,24,22,3,80,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1133.545944,1.133545944,1
15,24,22,4,1,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1050.234588,1.050234588,1
15,24,22,4,2,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",800.274462,0.800274462,1
15,24,22,4,3,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",783.516966,0.783516966,1
15,24,22,4,4,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",900.246589,0.900246589,1
15,24,22,4,5,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",950.209163,0.950209163,1
15,24,22,4,6,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",966.8877,0.9668877,1
15,24,22,4,7,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",766.897254,0.766897254,1
15,24,22,4,8,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",916.886436,0.916886436,1
15,24,22,4,9,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",600.265461,0.600265461,1
15,24,22,4,10,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",633.578317,0.633578317,1
15,24,22,4,11,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",1035.171555,1.035171555,1
15,24,22,4,12,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",883.522256,0.883522256,1
15,24,22,4,13,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1350.179,1.350179,1
15,24,22,4,14,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",800.270909,0.800270909,1
15,24,22,4,15,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",850.233877,0.850233877,0
15,24,22,4,16,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1033.559604,1.033559604,1
15,24,22,4,17,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",666.884462,0.666884462,1
15,24,22,4,18,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",1000.177263,1.000177263,1
15,24,22,4,19,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",833.516255,0.833516255,1
15,24,22,4,20,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",816.885884,0.816885884,1
15,24,22,4,21,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1066.875224,1.066875224,1
15,24,22,4,22,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",983.544917,0.983544917,1
15,24,22,4,23,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",1050.279989,1.050279989,1
15,24,22,4,24,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",766.916599,0.766916599,1
15,24,22,4,25,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",966.878619,0.966878619,1
15,24,22,4,26,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",900.209873,0.900209873,1
15,24,22,4,27,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",766.86646,0.76686646,1
15,24,22,4,28,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",950.232061,0.950232061,1
15,24,22,4,29,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",715.011236,0.715011236,1
15,24,22,4,30,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1050.215637,1.050215637,1
15,24,22,4,31,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",716.970607,0.716970607,0
15,24,22,4,32,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",616.864644,0.616864644,1
15,24,22,4,33,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",866.897412,0.866897412,1
15,24,22,4,34,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",966.883752,0.966883752,1
15,24,22,4,35,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",983.599399,0.983599399,1
15,24,22,4,36,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",800.225112,0.800225112,1
15,24,22,4,37,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",818.57324,0.81857324,1
15,24,22,4,38,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",733.566631,0.733566631,1
15,24,22,4,39,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",700.2822,0.7002822,1
15,24,22,4,40,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",983.545312,0.983545312,1
15,24,22,4,41,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",1350.270988,1.350270988,1
15,24,22,4,42,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",783.565131,0.783565131,1
15,24,22,4,43,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1000.213584,1.000213584,1
15,24,22,4,44,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",816.907202,0.816907202,1
15,24,22,4,45,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",1116.872539,1.116872539,1
15,24,22,4,46,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",1050.253933,1.050253933,1
15,24,22,4,47,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",716.909019,0.716909019,1
15,24,22,4,48,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",783.58566,0.78358566,1
15,24,22,4,49,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",766.915019,0.766915019,1
15,24,22,4,50,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",866.858722,0.866858722,1
15,24,22,4,51,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",783.515387,0.783515387,1
15,24,22,4,52,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",966.870329,0.966870329,1
15,24,22,4,53,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",933.548392,0.933548392,1
15,24,22,4,54,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",1533.579738,1.533579738,1
15,24,22,4,55,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",966.89678,0.96689678,1
15,24,22,4,56,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",800.24051,0.80024051,1
15,24,22,4,57,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",900.232771,0.900232771,1
15,24,22,4,58,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",816.890621,0.816890621,1
15,24,22,4,59,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",983.544128,0.983544128,1
15,24,22,4,60,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",650.198424,0.650198424,1
15,24,22,4,61,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",1083.780768,1.083780768,1
15,24,22,4,62,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",833.577843,0.833577843,1
15,24,22,4,63,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",750.217532,0.750217532,1
15,24,22,4,64,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",833.557314,0.833557314,0
15,24,22,4,65,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",716.907045,0.716907045,1
15,24,22,4,66,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",1133.516334,1.133516334,1
15,24,22,4,67,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1166.871434,1.166871434,1
15,24,22,4,68,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1533.601452,1.533601452,1
15,24,22,4,69,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",866.859906,0.866859906,1
15,24,22,4,70,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",966.92639,0.96692639,1
15,24,22,4,71,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",850.22756,0.85022756,1
15,24,22,4,72,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1000.229771,1.000229771,1
15,24,22,4,73,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1033.571053,1.033571053,1
15,24,22,4,74,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",750.237272,0.750237272,1
15,24,22,4,75,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",633.525809,0.633525809,1
15,24,22,4,76,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",733.555182,0.733555182,1
15,24,22,4,77,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",733.640458,0.733640458,1
15,24,22,4,78,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",700.207584,0.700207584,1
15,24,22,4,79,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",816.853905,0.816853905,1
15,24,22,4,80,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",683.558262,0.683558262,1
15,24,22,5,1,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",1000.206478,1.000206478,1
15,24,22,5,2,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",816.890226,0.816890226,0
15,24,22,5,3,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1000.2124,1.0002124,1
15,24,22,5,4,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",833.561262,0.833561262,1
15,24,22,5,5,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",716.888094,0.716888094,1
15,24,22,5,6,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",650.198819,0.650198819,1
15,24,22,5,7,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",800.23064,0.80023064,1
15,24,22,5,8,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",785.19011,0.78519011,1
15,24,22,5,9,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",950.221007,0.950221007,1
15,24,22,5,10,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",783.562367,0.783562367,1
15,24,22,5,11,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",733.591503,0.733591503,1
15,24,22,5,12,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",833.624035,0.833624035,1
15,24,22,5,13,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",816.894964,0.816894964,1
15,24,22,5,14,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",850.231903,0.850231903,1
15,24,22,5,15,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",716.901912,0.716901912,1
15,24,22,5,16,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",683.57129,0.68357129,1
15,24,22,5,17,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",866.981108,0.866981108,1
15,24,22,5,18,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",816.899307,0.816899307,1
15,24,22,5,19,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1033.526441,1.033526441,1
15,24,22,5,20,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",1016.887779,1.016887779,1
15,24,22,5,21,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",766.896859,0.766896859,1
15,24,22,5,22,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",767.120708,0.767120708,0
15,24,22,5,23,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",733.52952,0.73352952,0
15,24,22,5,24,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",783.593951,0.783593951,1
15,24,22,5,25,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","z",800.227876,0.800227876,1
15,24,22,5,26,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",783.578949,0.783578949,1
15,24,22,5,27,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",766.935944,0.766935944,1
15,24,22,5,28,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",733.563473,0.733563473,1
15,24,22,5,29,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",816.853115,0.816853115,1
15,24,22,5,30,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",733.56979,0.73356979,1
15,24,22,5,31,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",783.558419,0.783558419,1
15,24,22,5,32,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",850.220454,0.850220454,1
15,24,22,5,33,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1033.553287,1.033553287,1
15,24,22,5,34,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",1116.892674,1.116892674,1
15,24,22,5,35,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",1185.195084,1.185195084,1
15,24,22,5,36,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",850.205452,0.850205452,1
15,24,22,5,37,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",700.242326,0.700242326,1
15,24,22,5,38,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",1050.223928,1.050223928,1
15,24,22,5,39,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",866.885962,0.866885962,1
15,24,22,5,40,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",783.555656,0.783555656,1
15,24,22,5,41,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",983.561499,0.983561499,1
15,24,22,5,42,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",1000.223849,1.000223849,1
15,24,22,5,43,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","z",633.645827,0.633645827,1
15,24,22,5,44,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",816.908387,0.816908387,1
15,24,22,5,45,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1100.226771,1.100226771,1
15,24,22,5,46,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",700.190607,0.700190607,1
15,24,22,5,47,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",650.231192,0.650231192,1
15,24,22,5,48,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",683.556288,0.683556288,1
15,24,22,5,49,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",783.611322,0.783611322,1
15,24,22,5,50,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",883.58266,0.88358266,1
15,24,22,5,51,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","num_3",750.186344,0.750186344,1
15,24,22,5,52,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",916.882883,0.916882883,1
