"Subject","P1Age","P2Age","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC"
6,31,29,2,59,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",833.506056,0.833506056,1
6,31,29,2,60,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",450.218578,0.450218578,1
6,31,29,2,61,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",583.540699,0.583540699,1
6,31,29,2,62,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",1366.832836,1.366832836,1
6,31,29,2,63,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",433.546404,0.433546404,0
6,31,29,2,64,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",733.51565,0.73351565,1
6,31,29,2,65,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",700.198147,0.700198147,1
6,31,29,2,66,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",700.200911,0.700200911,0
6,31,29,2,67,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",633.532349,0.633532349,1
6,31,29,2,68,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",566.869315,0.566869315,1
6,31,29,2,69,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",583.541884,0.583541884,0
6,31,29,2,70,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1316.86132,1.31686132,1
6,31,29,2,71,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",516.86661,0.51686661,1
6,31,29,2,72,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",633.532744,0.633532744,1
6,31,29,2,73,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",450.222131,0.450222131,1
6,31,29,2,74,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",633.53985,0.63353985,1
6,31,29,2,75,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",616.871229,0.616871229,0
6,31,29,2,76,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",983.523644,0.983523644,1
6,31,29,2,77,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","z",566.879974,0.566879974,0
6,31,29,2,78,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",733.623823,0.733623823,1
6,31,29,2,79,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",566.912347,0.566912347,1
6,31,29,2,80,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",566.884712,0.566884712,0
6,31,29,3,1,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",916.852319,0.916852319,1
6,31,29,3,2,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",766.862366,0.766862366,1
6,31,29,3,3,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",900.201464,0.900201464,1
6,31,29,3,4,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",583.544252,0.583544252,0
6,31,29,3,5,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",550.27452,0.55027452,1
6,31,29,3,6,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",966.849496,0.966849496,1
6,31,29,3,7,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",866.861458,0.866861458,1
6,31,29,3,8,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",851.856107,0.851856107,1
6,31,29,3,9,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",566.85826,0.56685826,1
6,31,29,3,10,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",866.863827,0.866863827,1
6,31,29,3,11,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",1150.19643,1.15019643,1
6,31,29,3,12,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",883.567585,0.883567585,1
6,31,29,3,13,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",450.220157,0.450220157,1
6,31,29,3,14,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",750.306657,0.750306657,1
6,31,29,3,15,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",866.870539,0.866870539,0
6,31,29,3,16,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",866.864222,0.866864222,0
6,31,29,3,17,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",766.889213,0.766889213,1
6,31,29,3,18,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",733.499068,0.733499068,1
6,31,29,3,19,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1016.895628,1.016895628,1
6,31,29,3,20,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",650.20255,0.65020255,1
6,31,29,3,21,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",566.874842,0.566874842,1
6,31,29,3,22,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",716.876638,0.716876638,1
6,31,29,3,23,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",416.872651,0.416872651,1
6,31,29,3,24,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",583.533988,0.583533988,1
6,31,29,3,25,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",550.176612,0.550176612,1
6,31,29,3,26,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.20701,0.55020701,1
6,31,29,3,27,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",700.202885,0.700202885,1
6,31,29,3,28,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1314.940645,1.314940645,1
6,31,29,3,29,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",616.875178,0.616875178,1
6,31,29,3,30,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",916.880744,0.916880744,1
6,31,29,3,31,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",916.86969,0.91686969,1
6,31,29,3,32,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",733.525519,0.733525519,1
6,31,29,3,33,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",600.212873,0.600212873,1
6,31,29,3,34,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",566.910768,0.566910768,1
6,31,29,3,35,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",683.537817,0.683537817,1
6,31,29,3,36,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",550.224381,0.550224381,1
6,31,29,3,37,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",533.538784,0.533538784,1
6,31,29,3,38,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",533.541943,0.533541943,0
6,31,29,3,39,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",800.228033,0.800228033,1
6,31,29,3,40,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",900.18054,0.90018054,1
6,31,29,3,41,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",566.882343,0.566882343,1
6,31,29,3,42,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",750.159399,0.750159399,1
6,31,29,3,43,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",616.868861,0.616868861,0
6,31,29,3,44,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",783.621001,0.783621001,1
6,31,29,3,45,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",600.219585,0.600219585,1
6,31,29,3,46,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",450.210682,0.450210682,1
6,31,29,3,47,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",683.57098,0.68357098,1
6,31,29,3,48,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",916.85903,0.91685903,1
6,31,29,3,49,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",783.537698,0.783537698,1
6,31,29,3,50,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",600.212873,0.600212873,1
6,31,29,3,51,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",1816.860333,1.816860333,1
6,31,29,3,52,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",1033.528717,1.033528717,1
6,31,29,3,53,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",833.534086,0.833534086,1
6,31,29,3,54,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",733.525519,0.733525519,0
6,31,29,3,55,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",500.212202,0.500212202,0
6,31,29,3,56,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",614.963187,0.614963187,1
6,31,29,3,57,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",666.867222,0.666867222,1
6,31,29,3,58,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",683.54137,0.68354137,1
6,31,29,3,59,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",383.514485,0.383514485,1
6,31,29,3,60,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",533.533257,0.533533257,0
6,31,29,3,61,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",450.208708,0.450208708,1
6,31,29,3,62,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",1350.165794,1.350165794,1
6,31,29,3,63,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","z",733.530652,0.733530652,0
6,31,29,3,64,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",533.549049,0.533549049,1
6,31,29,3,65,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",583.546226,0.583546226,1
6,31,29,3,66,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",733.524335,0.733524335,1
6,31,29,3,67,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","z",483.55582,0.48355582,0
6,31,29,3,68,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","None",NA,NA,3
6,31,29,3,69,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",533.566815,0.533566815,0
6,31,29,3,70,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",533.632746,0.533632746,1
6,31,29,3,71,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",833.526585,0.833526585,1
6,31,29,3,72,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",666.884988,0.666884988,0
6,31,29,3,73,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.169505,0.550169505,1
6,31,29,3,74,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",816.864676,0.816864676,1
6,31,29,3,75,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",616.868861,0.616868861,1
6,31,29,3,76,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",633.528401,0.633528401,1
6,31,29,3,77,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.205431,0.550205431,1
6,31,29,3,78,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",1100.212676,1.100212676,1
6,31,29,3,79,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",916.864557,0.916864557,1
6,31,29,3,80,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",533.543127,0.533543127,1
6,31,29,4,1,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",633.52998,0.63352998,1
6,31,29,4,2,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",983.509826,0.983509826,1
6,31,29,4,3,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",716.862821,0.716862821,1
6,31,29,4,4,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",716.870321,0.716870321,1
6,31,29,4,5,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1333.537837,1.333537837,1
6,31,29,4,6,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",766.964618,0.766964618,1
6,31,29,4,7,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",917.149994,0.917149994,1
6,31,29,4,8,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",768.518135,0.768518135,1
6,31,29,4,9,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",750.192561,0.750192561,1
6,31,29,4,10,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",650.196628,0.650196628,1
6,31,29,4,11,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",733.537758,0.733537758,1
6,31,29,4,12,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",666.856563,0.666856563,1
6,31,29,4,13,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",850.187705,0.850187705,1
6,31,29,4,14,"StrangerTeam","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",600.213268,0.600213268,0
6,31,29,4,15,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",800.232376,0.800232376,1
6,31,29,4,16,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",600.236956,0.600236956,1
6,31,29,4,17,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",833.598043,0.833598043,1
6,31,29,4,18,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",950.179296,0.950179296,1
6,31,29,4,19,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",966.850285,0.966850285,1
6,31,29,4,20,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",683.562689,0.683562689,1
6,31,29,4,21,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",616.879125,0.616879125,1
6,31,29,4,22,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",583.542278,0.583542278,0
6,31,29,4,23,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",633.558011,0.633558011,1
6,31,29,4,24,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",916.883903,0.916883903,1
6,31,29,4,25,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",733.498278,0.733498278,0
6,31,29,4,26,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",700.195384,0.700195384,1
6,31,29,4,27,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",1016.849437,1.016849437,1
6,31,29,4,28,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",831.63473,0.83163473,1
6,31,29,4,29,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",733.533415,0.733533415,1
6,31,29,4,30,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.191614,0.550191614,1
6,31,29,4,31,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","num_3",700.193805,0.700193805,0
6,31,29,4,32,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",666.860116,0.666860116,1
6,31,29,4,33,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",816.863491,0.816863491,1
6,31,29,4,34,"StrangerTeam","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","None",NA,NA,3
6,31,29,4,35,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","num_3",550.234252,0.550234252,0
6,31,29,4,36,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",650.189916,0.650189916,1
6,31,29,4,37,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",583.5482,0.5835482,1
6,31,29,4,38,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",533.539969,0.533539969,1
6,31,29,4,39,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",700.201306,0.700201306,1
6,31,29,4,40,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",866.7142,0.8667142,1
6,31,29,4,41,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",550.210958,0.550210958,1
6,31,29,4,42,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","num_3",700.331193,0.700331193,0
6,31,29,4,43,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",716.87348,0.71687348,1
6,31,29,4,44,"Stranger","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",1083.507339,1.083507339,1
6,31,29,4,45,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",1233.517031,1.233517031,1
6,31,29,4,46,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",683.567427,0.683567427,1
6,31,29,4,47,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",1216.83104,1.21683104,1
6,31,29,4,48,"Stranger","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",850.374838,0.850374838,1
6,31,29,4,49,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",533.584975,0.533584975,1
6,31,29,4,50,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",533.545891,0.533545891,1
6,31,29,4,51,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",850.192048,0.850192048,1
6,31,29,4,52,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",550.213327,0.550213327,1
6,31,29,4,53,"Person1","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",1066.839903,1.066839903,1
6,31,29,4,54,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",1116.849318,1.116849318,1
6,31,29,4,55,"Team","Team","Matching",NA,"Team","Group-Self","Self","Top","z",550.209379,0.550209379,1
6,31,29,4,56,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",600.203793,0.600203793,1
6,31,29,4,57,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",766.891581,0.766891581,1
6,31,29,4,58,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","num_3",866.863432,0.866863432,1
6,31,29,4,59,"Person1","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",883.530474,0.883530474,1
6,31,29,4,60,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",1133.556234,1.133556234,1
6,31,29,4,61,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",933.775582,0.933775582,1
6,31,29,4,62,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",933.518571,0.933518571,1
6,31,29,4,63,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",833.528559,0.833528559,1
6,31,29,4,64,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",816.861123,0.816861123,1
6,31,29,4,65,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","num_3",783.529803,0.783529803,1
6,31,29,4,66,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",1250.172624,1.250172624,1
6,31,29,4,67,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",416.886468,0.416886468,1
6,31,29,4,68,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",566.870499,0.566870499,1
6,31,29,4,69,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",533.538389,0.533538389,1
6,31,29,4,70,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",633.543009,0.633543009,1
6,31,29,4,71,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",383.52396,0.38352396,1
6,31,29,4,72,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",866.855536,0.866855536,1
6,31,29,4,73,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",416.884889,0.416884889,1
6,31,29,4,74,"Stranger","Team","Nonmatching",NA,"Team","Group-Self","Self","Bottom","num_3",816.87573,0.81687573,1
6,31,29,4,75,"Team","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",600.267355,0.600267355,1
6,31,29,4,76,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",850.199944,0.850199944,1
6,31,29,4,77,"Person2","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","z",533.531283,0.533531283,0
6,31,29,4,78,"StrangerTeam","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Top","None",NA,NA,3
6,31,29,4,79,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","z",883.512708,0.883512708,1
6,31,29,4,80,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",583.540305,0.583540305,1
6,31,29,5,1,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",833.544746,0.833544746,1
6,31,29,5,2,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",883.5285,0.8835285,1
6,31,29,5,3,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",766.872631,0.766872631,1
6,31,29,5,4,"Stranger","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Bottom","num_3",950.194693,0.950194693,1
6,31,29,5,5,"Team","Team","Matching",NA,"Team","Group-Self","Self","Bottom","z",516.876875,0.516876875,1
6,31,29,5,6,"Person2","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",933.526467,0.933526467,1
6,31,29,5,7,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","num_3",817.103132,0.817103132,0
6,31,29,5,8,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",700.217098,0.700217098,1
6,31,29,5,9,"StrangerTeam","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",750.212695,0.750212695,1
6,31,29,5,10,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",700.215124,0.700215124,1
6,31,29,5,11,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","z",666.918151,0.666918151,1
6,31,29,5,12,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",600.208926,0.600208926,1
6,31,29,5,13,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",600.208531,0.600208531,1
6,31,29,5,14,"Team","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","num_3",1050.194575,1.050194575,1
6,31,29,5,15,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Bottom","z",633.528796,0.633528796,1
6,31,29,5,16,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Top","num_3",883.528895,0.883528895,0
6,31,29,5,17,"Person1","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","z",500.210228,0.500210228,0
6,31,29,5,18,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",733.519992,0.733519992,1
6,31,29,5,19,"Person2","StrangerTeam","Nonmatching",NA,"StrangerTeam","Group-Stranger","Stranger","Top","num_3",1116.857609,1.116857609,1
6,31,29,5,20,"Person2","Person2","Matching",NA,"Person2","Individual_Self","Self","Bottom","z",700.21236,0.70021236,1
6,31,29,5,21,"Person1","Person1","Matching",NA,"Person1","Individual_Self","Self","Top","z",583.554122,0.583554122,1
6,31,29,5,22,"Team","Stranger","Nonmatching",NA,"Stranger","Individual_Stranger","Stranger","Top","num_3",1166.82794,1.16682794,1
6,31,29,5,23,"Person2","Team","Nonmatching",NA,"Team","Group-Self","Self","Top","num_3",916.864952,0.916864952,1
6,31,29,5,24,"Team","Person1","Nonmatching",NA,"Person1","Individual_Self","Self","Top","num_3",733.532626,0.733532626,1
6,31,29,5,25,"Stranger","Stranger","Matching",NA,"Stranger","Individual_Stranger","Stranger","Bottom","z",683.532685,0.683532685,1
6,31,29,5,26,"StrangerTeam","StrangerTeam","Matching",NA,"StrangerTeam","Group-Stranger","Stranger","Bottom","z",733.528283,0.733528283,1
6,31,29,5,27,"Person1","Person2","Nonmatching",NA,"Person2","Individual_Self","Self","Bottom","num_3",600.227876,0.600227876,1
