"Subject","Age","Gender","Handedness","Label","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Condition","Race","RT_ms","RT_sec","ACC"
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",649.5820731,0.6495820731,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",628.5193972,0.6285193972,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",301.5136272,0.3015136272,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",366.4965183,0.3664965183,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",366.3924132,0.3663924132,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",235.111542,0.235111542,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",306.2964566,0.3062964566,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",228.2142919,0.2282142919,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",412.0895211,0.4120895211,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",289.1694959,0.2891694959,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",270.5378346,0.2705378346,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",397.2551432,0.3972551432,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",284.2758354,0.2842758354,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",339.51311,0.33951311,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",454.2881642,0.4542881642,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",300.062621,0.300062621,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",103.0369792,0.1030369792,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",344.1974241,0.3441974241,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",289.2113756,0.2892113756,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",320.4212412,0.3204212412,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",261.4952587,0.2614952587,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",310.5137404,0.3105137404,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",194.581598,0.194581598,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",345.528584,0.345528584,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",316.7842254,0.3167842254,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",190.0274754,0.1900274754,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",281.3234068,0.2813234068,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",262.1454373,0.2621454373,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",296.763381,0.296763381,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",295.0851768,0.2950851768,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",19.62048188,0.01962048188,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",241.1022633,0.2411022633,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",198.8184657,0.1988184657,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",303.8930558,0.3038930558,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",288.687313,0.288687313,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",310.2165367,0.3102165367,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",126.8009618,0.1268009618,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",210.1963293,0.2101963293,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",407.6500423,0.4076500423,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",292.5156951,0.2925156951,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",568.244677,0.568244677,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",356.649043,0.356649043,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",402.2819474,0.4022819474,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",63.35068122,0.06335068122,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",NA,NA,2
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",459.0349477,0.4590349477,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",296.3807173,0.2963807173,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",523.3538393,0.5233538393,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",378.5899468,0.3785899468,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",301.4807459,0.3014807459,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",1152.764533,1.152764533,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",279.386213,0.279386213,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",353.129277,0.353129277,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",433.2565088,0.4332565088,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",176.2571894,0.1762571894,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",541.3722359,0.5413722359,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",278.3320267,0.2783320267,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",NA,NA,2
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",292.1761759,0.2921761759,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",631.2533673,0.6312533673,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",384.3771871,0.3843771871,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",264.9742216,0.2649742216,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",412.3493209,0.4123493209,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",343.3578741,0.3433578741,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",424.4202413,0.4244202413,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",289.6808311,0.2896808311,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",694.8585734,0.6948585734,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",401.5448671,0.4015448671,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",182.5130228,0.1825130228,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",541.8677405,0.5418677405,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",312.8720168,0.3128720168,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",615.8309914,0.6158309914,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",444.6903951,0.4446903951,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",332.2601002,0.3322601002,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",342.8843711,0.3428843711,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",642.6032577,0.6426032577,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",553.238567,0.553238567,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","Asian","Asian",160.2256279,0.1602256279,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",279.7783073,0.2797783073,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",630.6027249,0.6306027249,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",421.5096496,0.4215096496,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","Asian","White",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",618.9662181,0.6189662181,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",424.3896939,0.4243896939,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",481.0382817,0.4810382817,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",486.4641633,0.4864641633,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",357.182743,0.357182743,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",228.1485852,0.2281485852,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",77.16300339,0.07716300339,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",191.1340319,0.1911340319,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",345.9773771,0.3459773771,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",307.1935624,0.3071935624,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",412.1927135,0.4121927135,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",7.127672434,0.007127672434,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",425.5535435,0.4255535435,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",340.1988186,0.3401988186,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",445.0734071,0.4450734071,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",602.5245953,0.6025245953,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",399.2102109,0.3992102109,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",342.3201423,0.3423201423,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",375.3226511,0.3753226511,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",567.2303271,0.5672303271,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",660.1850279,0.6601850279,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",783.1828464,0.7831828464,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",394.4224529,0.3944224529,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",785.2528952,0.7852528952,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",730.0026286,0.7300026286,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",494.3477195,0.4943477195,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",353.3207774,0.3533207774,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",856.8233326,0.8568233326,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",1066.794766,1.066794766,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",555.5085465,0.5555085465,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1172.908979,1.172908979,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",801.3127204,0.8013127204,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",1032.067781,1.032067781,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1120.617306,1.120617306,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",NA,NA,2
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",856.0103122,0.8560103122,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",381.2800143,0.3812800143,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",357.9039369,0.3579039369,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",943.7124766,0.9437124766,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",281.984061,0.281984061,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",638.9724929,0.6389724929,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",846.1323269,0.8461323269,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",500.737872,0.500737872,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",735.8814739,0.7358814739,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",420.703277,0.420703277,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",39.85471651,0.03985471651,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",390.86603,0.39086603,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",654.1317068,0.6541317068,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",659.0771805,0.6590771805,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",725.8337941,0.7258337941,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",596.8729407,0.5968729407,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",405.9071578,0.4059071578,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",722.5246895,0.7225246895,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",745.6838433,0.7456838433,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",1028.605759,1.028605759,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",1077.384777,1.077384777,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",531.5964483,0.5315964483,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",1081.048518,1.081048518,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",817.247605,0.817247605,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",844.598189,0.844598189,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",1019.006576,1.019006576,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",575.6230578,0.5756230578,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",660.4898553,0.6604898553,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",511.274578,0.511274578,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1146.822358,1.146822358,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",827.6799172,0.8276799172,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",NA,NA,2
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",768.8290644,0.7688290644,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",965.6225126,0.9656225126,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",764.3339504,0.7643339504,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",779.8279393,0.7798279393,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",NA,NA,2
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",362.9920688,0.3629920688,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",1008.087324,1.008087324,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",678.7601523,0.6787601523,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",719.7405882,0.7197405882,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",862.436261,0.862436261,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",879.0450972,0.8790450972,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",1101.890108,1.101890108,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",NA,NA,2
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",802.9622212,0.8029622212,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",466.2389103,0.4662389103,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",708.9255005,0.7089255005,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",789.8110151,0.7898110151,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",726.0267958,0.7260267958,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",725.4041955,0.7254041955,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",721.5898652,0.7215898652,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",894.4029976,0.8944029976,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",801.6216587,0.8016216587,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",824.0424916,0.8240424916,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",728.7107557,0.7287107557,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",759.7925682,0.7597925682,0
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",902.3901727,0.9023901727,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",913.5908652,0.9135908652,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",1026.049819,1.026049819,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",748.8191947,0.7488191947,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",999.82219,0.99982219,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",752.0319764,0.7520319764,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",745.179303,0.745179303,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",484.2949603,0.4842949603,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",856.7140289,0.8567140289,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",973.8423005,0.9738423005,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",696.1245388,0.6961245388,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",594.9743167,0.5949743167,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",1137.983268,1.137983268,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",942.7126478,0.9427126478,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",903.7133083,0.9037133083,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1026.376434,1.026376434,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",883.0737136,0.8830737136,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",794.2192554,0.7942192554,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",648.5702768,0.6485702768,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",765.8661027,0.7658661027,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",378.3366773,0.3783366773,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",581.3147705,0.5813147705,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",472.9244243,0.4729244243,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",713.6635743,0.7136635743,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",602.5522146,0.6025522146,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",751.3249516,0.7513249516,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",808.2980067,0.8082980067,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",516.9525426,0.5169525426,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",819.9989218,0.8199989218,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",670.5802456,0.6705802456,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",935.7369319,0.9357369319,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",NA,NA,2
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",748.7324588,0.7487324588,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",919.7277278,0.9197277278,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",974.6391494,0.9746391494,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",899.1515394,0.8991515394,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",743.7940575,0.7437940575,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",898.7841792,0.8987841792,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",751.5765037,0.7515765037,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",592.2706183,0.5922706183,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",521.5096213,0.5215096213,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",718.0314325,0.7180314325,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",575.2496645,0.5752496645,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",668.1549046,0.6681549046,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",711.0705432,0.7110705432,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",629.9328115,0.6299328115,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",782.5458329,0.7825458329,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",857.6005213,0.8576005213,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",643.5711943,0.6435711943,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",971.6776013,0.9716776013,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1055.899065,1.055899065,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",474.7163635,0.4747163635,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",737.6694828,0.7376694828,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",788.1064527,0.7881064527,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",671.4246459,0.6714246459,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",792.1828888,0.7921828888,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",918.7518321,0.9187518321,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",613.6057042,0.6136057042,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",570.5604721,0.5705604721,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",759.3970485,0.7593970485,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",712.6407325,0.7126407325,0
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",649.4513992,0.6494513992,0
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1056.07193,1.05607193,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",748.8272488,0.7488272488,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",623.5397253,0.6235397253,0
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",992.5554264,0.9925554264,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",966.84701,0.96684701,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1021.93705,1.02193705,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",520.3725062,0.5203725062,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",607.3629148,0.6073629148,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",780.1982202,0.7801982202,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",871.7328031,0.8717328031,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",701.7197218,0.7017197218,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",742.7049316,0.7427049316,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",703.5610527,0.7035610527,1
16,22,"male","left","Other","Stranger","self","Self","Self","Nonmatching","White","White",992.4641997,0.9924641997,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",471.172506,0.471172506,1
16,22,"male","left","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",656.1860386,0.6561860386,1
16,22,"male","left","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",842.9722525,0.8429722525,1
16,22,"male","left","Self","Self","self","Self","Self","Matching","White","White",599.786995,0.599786995,0
