"Subject","Age","Gender","Handedness","Label","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Condition","Race","RT_ms","RT_sec","ACC"
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",414.3713694,0.4143713694,0
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","Asian","White",884.6051134,0.8846051134,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",543.4638802,0.5434638802,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","Asian","Asian",664.9653129,0.6649653129,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",654.9920049,0.6549920049,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",614.4316606,0.6144316606,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1065.155346,1.065155346,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",654.1623697,0.6541623697,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",545.001816,0.545001816,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",584.4779313,0.5844779313,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",464.4048829,0.4644048829,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",504.6955477,0.5046955477,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",624.3620515,0.6243620515,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",374.4498305,0.3744498305,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",534.1857914,0.5341857914,0
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",794.7205119,0.7947205119,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",644.2959383,0.6442959383,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",1033.720767,1.033720767,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",623.9540651,0.6239540651,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",744.2933843,0.7442933843,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",543.604888,0.543604888,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",614.6052349,0.6146052349,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",654.5133889,0.6545133889,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",593.8301291,0.5938301291,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",593.0695962,0.5930695962,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",743.5507867,0.7435507867,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",785.0298956,0.7850298956,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",834.8096851,0.8348096851,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",624.70611,0.62470611,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",634.4619319,0.6344619319,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",464.5593874,0.4645593874,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",894.5693132,0.8945693132,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",534.3088396,0.5343088396,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",614.1603328,0.6141603328,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",674.5539531,0.6745539531,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",684.6677586,0.6846677586,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",584.6274998,0.5846274998,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",834.7901814,0.8347901814,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",634.961741,0.634961741,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",930.4642472,0.9304642472,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",764.2712276,0.7642712276,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",804.7821373,0.8047821373,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",573.9356559,0.5739356559,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",655.1989168,0.6551989168,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",613.9499359,0.6139499359,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",594.3121165,0.5943121165,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",644.4219463,0.6444219463,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",845.4093076,0.8454093076,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",1044.111012,1.044111012,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",764.7915538,0.7647915538,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",654.0010814,0.6540010814,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",734.6805166,0.7346805166,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",624.507945,0.624507945,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",514.7863291,0.5147863291,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",404.3392446,0.4043392446,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",804.9166184,0.8049166184,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",753.9616246,0.7539616246,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",650.0137709,0.6500137709,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",634.5203333,0.6345203333,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",779.6096914,0.7796096914,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",594.5223477,0.5945223477,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",704.3502107,0.7043502107,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",814.6947566,0.8146947566,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",674.4015012,0.6744015012,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",764.7981159,0.7647981159,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",593.5724527,0.5935724527,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",563.8475176,0.5638475176,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",514.8979556,0.5148979556,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",773.8130055,0.7738130055,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",634.4049647,0.6344049647,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",484.4085071,0.4844085071,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",574.5320208,0.5745320208,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",584.2393562,0.5842393562,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",474.1694387,0.4741694387,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",484.4773468,0.4844773468,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",484.2043594,0.4842043594,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",433.2069848,0.4332069848,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",474.6803083,0.4746803083,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",414.2220579,0.4142220579,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",644.0349892,0.6440349892,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",654.6624638,0.6546624638,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",473.9905018,0.4739905018,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",434.452191,0.434452191,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",563.5511968,0.5635511968,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",664.5628568,0.6645628568,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",775.0030365,0.7750030365,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",704.754699,0.704754699,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",684.764564,0.684764564,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",494.4776166,0.4944776166,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",673.8652401,0.6738652401,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",624.7684937,0.6247684937,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",1023.701793,1.023701793,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",654.8051834,0.6548051834,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",404.3444805,0.4043444805,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",604.8331037,0.6048331037,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",549.948819,0.549948819,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",584.2795447,0.5842795447,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",434.0484906,0.4340484906,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",594.7902128,0.5947902128,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",514.8197506,0.5148197506,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",644.5186343,0.6445186343,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",634.0941805,0.6340941805,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",845.0624868,0.8450624868,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",585.5217725,0.5855217725,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",544.9748542,0.5449748542,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",765.019102,0.765019102,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",828.8395833,0.8288395833,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",995.1641783,0.9951641783,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",904.5163207,0.9045163207,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",654.6740867,0.6546740867,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",614.1613778,0.6141613778,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",784.4094597,0.7844094597,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",954.6757322,0.9546757322,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",774.596449,0.774596449,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",744.1864349,0.7441864349,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",724.7467451,0.7247467451,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",759.6286982,0.7596286982,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",974.4730759,0.9744730759,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",633.7200049,0.6337200049,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",934.3984295,0.9343984295,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",564.6589678,0.5646589678,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",985.0132652,0.9850132652,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",624.3205909,0.6243205909,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",675.0391256,0.6750391256,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",534.3289487,0.5343289487,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",554.3024912,0.5543024912,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",593.933424,0.593933424,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",454.2436954,0.4542436954,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",353.7695855,0.3537695855,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",535.0189693,0.5350189693,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",604.4894308,0.6044894308,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",594.894981,0.594894981,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",673.9581283,0.6739581283,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",413.818568,0.413818568,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",555.8075178,0.5558075178,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",519.5238348,0.5195238348,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",543.9546239,0.5439546239,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",564.3863901,0.5643863901,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",563.5136571,0.5635136571,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",694.5144162,0.6945144162,0
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",574.0998983,0.5740998983,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",575.1341023,0.5751341023,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",451.0725699,0.4510725699,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",434.0037964,0.4340037964,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",470.3126196,0.4703126196,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",405.8479201,0.4058479201,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",603.6206987,0.6036206987,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",543.5462482,0.5435462482,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",513.9905363,0.5139905363,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",624.5594285,0.6245594285,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",673.9097424,0.6739097424,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",494.4611192,0.4944611192,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",463.8213031,0.4638213031,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",444.6283355,0.4446283355,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",604.736343,0.604736343,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",594.5603792,0.5945603792,0
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",689.8542456,0.6898542456,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",463.9387615,0.4639387615,0
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",553.6085516,0.5536085516,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",1004.231486,1.004231486,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",595.0171631,0.5950171631,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",605.268063,0.605268063,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",554.3100964,0.5543100964,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",504.3903962,0.5043903962,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",504.044503,0.504044503,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",614.1840331,0.6141840331,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",644.3489641,0.6443489641,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",534.6741304,0.5346741304,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",684.5861431,0.6845861431,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",824.557608,0.824557608,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",634.5771328,0.6345771328,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",670.4243012,0.6704243012,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",564.5709466,0.5645709466,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",584.9554297,0.5849554297,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",684.3991149,0.6843991149,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",644.6111966,0.6446111966,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",535.9779932,0.5359779932,1
2,21,"male","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",554.0657565,0.5540657565,1
2,21,"male","right","Self","Self","self","Self","Self","Matching","White","White",584.5518969,0.5845518969,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",544.5653815,0.5445653815,0
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",554.9495518,0.5549495518,1
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",574.2446147,0.5742446147,0
2,21,"male","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",494.0651171,0.4940651171,1
2,21,"male","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",524.0054075,0.5240054075,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",294.3841238,0.2943841238,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",25.87995306,0.02587995306,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",4.9112048,0.0049112048,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",74.49817657,0.07449817657,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",NA,NA,2
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",203.6848664,0.2036848664,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",169.4199909,0.1694199909,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",126.1922847,0.1261922847,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",83.31779018,0.08331779018,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",147.3373398,0.1473373398,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",260.4596,0.2604596,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",17.77644083,0.01777644083,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",110.7068826,0.1107068826,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",86.46782488,0.08646782488,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",115.1080634,0.1151080634,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",114.4533884,0.1144533884,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",121.4388516,0.1214388516,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",97.38740511,0.09738740511,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",107.4871868,0.1074871868,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",37.76042163,0.03776042163,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",142.9865081,0.1429865081,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",96.21788375,0.09621788375,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",51.28115229,0.05128115229,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",31.06677905,0.03106677905,1
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",133.9872908,0.1339872908,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",33.20861235,0.03320861235,1
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",105.2224971,0.1052224971,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",68.10909137,0.06810909137,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",55.80110289,0.05580110289,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",50.47877878,0.05047877878,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",53.84331197,0.05384331197,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",131.1486699,0.1311486699,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",80.62160574,0.08062160574,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",45.79704069,0.04579704069,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",50.93347095,0.05093347095,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",78.33888754,0.07833888754,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",96.21508606,0.09621508606,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",37.55057603,0.03755057603,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",76.26538351,0.07626538351,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",51.70663819,0.05170663819,1
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",127.7233455,0.1277233455,1
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",54.35975641,0.05435975641,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",49.82350767,0.04982350767,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",121.2597359,0.1212597359,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",232.6509301,0.2326509301,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",127.3459736,0.1273459736,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",276.5179034,0.2765179034,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",70.51059976,0.07051059976,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",151.1473749,0.1511473749,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",24.73170124,0.02473170124,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",188.0265027,0.1880265027,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",79.54785228,0.07954785228,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",272.4630609,0.2724630609,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",321.6527533,0.3216527533,1
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",158.587724,0.158587724,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",119.9519373,0.1199519373,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",57.01965094,0.05701965094,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",116.5469382,0.1165469382,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",147.6533804,0.1476533804,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",143.0538725,0.1430538725,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",138.6344042,0.1386344042,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",150.1313411,0.1501313411,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",135.4619041,0.1354619041,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",57.95514025,0.05795514025,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",183.4452413,0.1834452413,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",8.26905109,0.00826905109,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",136.2032201,0.1362032201,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",117.5438222,0.1175438222,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",108.5619871,0.1085619871,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",102.1938454,0.1021938454,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",185.3066646,0.1853066646,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",58.61212313,0.05861212313,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",53.42417024,0.05342417024,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",112.7486918,0.1127486918,0
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",40.29932991,0.04029932991,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",263.4756509,0.2634756509,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",232.8565586,0.2328565586,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",176.2746442,0.1762746442,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",67.06520915,0.06706520915,0
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",262.4465525,0.2624465525,1
3,19,"female","right","Other","Stranger","other","Stranger","Stranger","Matching","White","Asian",209.66026,0.20966026,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",238.6598047,0.2386598047,0
3,19,"female","right","Other","Stranger","self","Self","Self","Nonmatching","White","White",213.7493901,0.2137493901,1
3,19,"female","right","Self","Self","self","Self","Self","Matching","White","White",208.9538556,0.2089538556,1
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",184.5831163,0.1845831163,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",195.7706511,0.1957706511,0
3,19,"female","right","Self","Self","other","Stranger","Stranger","Nonmatching","White","Asian",324.9200396,0.3249200396,0
