"Subject","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Condition","Race","RT_ms","RT_sec","ACC"
11,"other","Stranger","Stranger","Nonmatching",NA,NA,782.5881,0.7825881,1
11,"self","Self","Self","Nonmatching",NA,NA,755.3511,0.7553511,1
11,"other","Stranger","Stranger","Matching",NA,NA,1024.4625,1.0244625,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,739.2795,0.7392795,1
11,"self","Self","Self","Nonmatching",NA,NA,865.1454,0.8651454,1
11,"self","Self","Self","Nonmatching",NA,NA,682.7224,0.6827224,1
11,"other","Stranger","Stranger","Matching",NA,NA,923.2963,0.9232963,1
11,"self","Self","Self","Matching",NA,NA,746.0175,0.7460175,1
11,"self","Self","Self","Matching",NA,NA,503.7642,0.5037642,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,767.1064,0.7671064,1
11,"self","Self","Self","Nonmatching",NA,NA,900.6689,0.9006689,1
11,"other","Stranger","Stranger","Matching",NA,NA,1036.5792,1.0365792,1
11,"self","Self","Self","Matching",NA,NA,582.5462,0.5825462,1
11,"self","Self","Self","Nonmatching",NA,NA,707.2075,0.7072075,1
11,"other","Stranger","Stranger","Matching",NA,NA,786.5536,0.7865536,0
11,"self","Self","Self","Matching",NA,NA,686.4466,0.6864466,1
11,"other","Stranger","Stranger","Matching",NA,NA,702.645,0.702645,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,742.0149,0.7420149,1
11,"self","Self","Self","Nonmatching",NA,NA,827.9767,0.8279767,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,406.4876,0.4064876,0
11,"other","Stranger","Stranger","Matching",NA,NA,745.8587,0.7458587,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,943.9696,0.9439696,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,581.8683,0.5818683,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,786.4424,0.7864424,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,670.5436,0.6705436,1
11,"self","Self","Self","Nonmatching",NA,NA,1127.1885,1.1271885,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,981.7903,0.9817903,1
11,"self","Self","Self","Nonmatching",NA,NA,698.4348,0.6984348,1
11,"self","Self","Self","Matching",NA,NA,522.5965,0.5225965,1
11,"self","Self","Self","Nonmatching",NA,NA,841.2107,0.8412107,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,795.3019,0.7953019,1
11,"self","Self","Self","Matching",NA,NA,799.0522,0.7990522,1
11,"self","Self","Self","Matching",NA,NA,667.2699,0.6672699,1
11,"self","Self","Self","Matching",NA,NA,564.3245,0.5643245,1
11,"self","Self","Self","Nonmatching",NA,NA,641.9863,0.6419863,1
11,"other","Stranger","Stranger","Matching",NA,NA,963.9325,0.9639325,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,753.187,0.753187,1
11,"self","Self","Self","Nonmatching",NA,NA,838.7945,0.8387945,1
11,"self","Self","Self","Matching",NA,NA,680.6464,0.6806464,1
11,"self","Self","Self","Matching",NA,NA,1017.178,1.017178,1
11,"other","Stranger","Stranger","Matching",NA,NA,596.5684,0.5965684,0
11,"self","Self","Self","Nonmatching",NA,NA,792.584,0.792584,1
11,"self","Self","Self","Nonmatching",NA,NA,996.526,0.996526,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,768.4193,0.7684193,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,1125.2113,1.1252113,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,739.889,0.739889,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,537.8763,0.5378763,1
11,"other","Stranger","Stranger","Matching",NA,NA,855.9858,0.8559858,1
11,"self","Self","Self","Matching",NA,NA,657.2972,0.6572972,1
11,"other","Stranger","Stranger","Matching",NA,NA,914.3204,0.9143204,0
11,"self","Self","Self","Nonmatching",NA,NA,753.9141,0.7539141,1
11,"other","Stranger","Stranger","Matching",NA,NA,839.2322,0.8392322,0
11,"self","Self","Self","Nonmatching",NA,NA,657.1746,0.6571746,1
11,"self","Self","Self","Matching",NA,NA,602.4629,0.6024629,1
11,"other","Stranger","Stranger","Matching",NA,NA,805.8888,0.8058888,0
11,"self","Self","Self","Matching",NA,NA,417.1368,0.4171368,1
11,"self","Self","Self","Nonmatching",NA,NA,652.5626,0.6525626,0
11,"self","Self","Self","Nonmatching",NA,NA,694.0802,0.6940802,1
11,"other","Stranger","Stranger","Matching",NA,NA,765.6175,0.7656175,1
11,"other","Stranger","Stranger","Matching",NA,NA,530.9393,0.5309393,1
11,"other","Stranger","Stranger","Matching",NA,NA,585.7413,0.5857413,1
11,"self","Self","Self","Matching",NA,NA,765.7068,0.7657068,1
11,"self","Self","Self","Matching",NA,NA,523.2428,0.5232428,1
11,"self","Self","Self","Nonmatching",NA,NA,377.8188,0.3778188,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,726.5075,0.7265075,1
11,"self","Self","Self","Nonmatching",NA,NA,741.2378,0.7412378,1
11,"self","Self","Self","Nonmatching",NA,NA,563.2276,0.5632276,1
11,"self","Self","Self","Matching",NA,NA,528.5563,0.5285563,1
11,"self","Self","Self","Matching",NA,NA,607.1176,0.6071176,1
11,"other","Stranger","Stranger","Matching",NA,NA,626.4929,0.6264929,0
11,"self","Self","Self","Matching",NA,NA,500.9592,0.5009592,1
11,"self","Self","Self","Nonmatching",NA,NA,684.3859,0.6843859,1
11,"self","Self","Self","Nonmatching",NA,NA,725.0496,0.7250496,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,715.694,0.715694,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,610.8872,0.6108872,1
11,"other","Stranger","Stranger","Matching",NA,NA,726.5065,0.7265065,1
11,"self","Self","Self","Nonmatching",NA,NA,645.1548,0.6451548,1
11,"self","Self","Self","Matching",NA,NA,519.0021,0.5190021,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,333.7944,0.3337944,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,572.5815,0.5725815,1
11,"self","Self","Self","Nonmatching",NA,NA,568.8353,0.5688353,1
11,"self","Self","Self","Matching",NA,NA,461.8601,0.4618601,1
11,"other","Stranger","Stranger","Matching",NA,NA,431.0141,0.4310141,1
11,"other","Stranger","Stranger","Matching",NA,NA,450.0735,0.4500735,1
11,"other","Stranger","Stranger","Matching",NA,NA,523.8205,0.5238205,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,594.5289,0.5945289,0
11,"self","Self","Self","Matching",NA,NA,830.5599,0.8305599,1
11,"self","Self","Self","Matching",NA,NA,NA,NA,2
11,"other","Stranger","Stranger","Nonmatching",NA,NA,625.7389,0.6257389,1
11,"self","Self","Self","Matching",NA,NA,692.5107,0.6925107,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,684.4294,0.6844294,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,548.4268,0.5484268,1
11,"self","Self","Self","Matching",NA,NA,546.5013,0.5465013,1
11,"self","Self","Self","Matching",NA,NA,416.3238,0.4163238,1
11,"other","Stranger","Stranger","Matching",NA,NA,659.8039,0.6598039,0
11,"self","Self","Self","Nonmatching",NA,NA,836.9262,0.8369262,1
11,"self","Self","Self","Nonmatching",NA,NA,559.1179,0.5591179,1
11,"self","Self","Self","Matching",NA,NA,524.3656,0.5243656,1
11,"self","Self","Self","Matching",NA,NA,443.2453,0.4432453,1
11,"self","Self","Self","Nonmatching",NA,NA,557.1182,0.5571182,1
11,"other","Stranger","Stranger","Matching",NA,NA,522.472,0.522472,0
11,"other","Stranger","Stranger","Matching",NA,NA,641.1209,0.6411209,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,651.2739,0.6512739,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,476.4557,0.4764557,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,421.0916,0.4210916,1
11,"other","Stranger","Stranger","Matching",NA,NA,463.8189,0.4638189,1
11,"other","Stranger","Stranger","Matching",NA,NA,481.0068,0.4810068,1
11,"other","Stranger","Stranger","Matching",NA,NA,385.735,0.385735,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,429.8046,0.4298046,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,488.3808,0.4883808,1
11,"self","Self","Self","Matching",NA,NA,520.4097,0.5204097,1
11,"other","Stranger","Stranger","Matching",NA,NA,463.1043,0.4631043,0
11,"self","Self","Self","Matching",NA,NA,424.3697,0.4243697,1
11,"self","Self","Self","Matching",NA,NA,379.0865,0.3790865,1
11,"self","Self","Self","Matching",NA,NA,423.8049,0.4238049,1
11,"other","Stranger","Stranger","Matching",NA,NA,474.3503,0.4743503,0
11,"other","Stranger","Stranger","Matching",NA,NA,411.3679,0.4113679,1
11,"self","Self","Self","Nonmatching",NA,NA,390.3556,0.3903556,0
11,"self","Self","Self","Matching",NA,NA,434.4012,0.4344012,1
11,"self","Self","Self","Nonmatching",NA,NA,452.3254,0.4523254,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,517.713,0.517713,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,404.4704,0.4044704,0
11,"other","Stranger","Stranger","Matching",NA,NA,535.6347,0.5356347,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,565.75,0.56575,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,491.0717,0.4910717,0
11,"self","Self","Self","Nonmatching",NA,NA,514.8608,0.5148608,1
11,"other","Stranger","Stranger","Matching",NA,NA,922.3644,0.9223644,0
11,"self","Self","Self","Nonmatching",NA,NA,729.1131,0.7291131,1
11,"self","Self","Self","Matching",NA,NA,535.5607,0.5355607,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,861.7528,0.8617528,1
11,"self","Self","Self","Nonmatching",NA,NA,1127.066,1.127066,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,589.736,0.589736,1
11,"self","Self","Self","Nonmatching",NA,NA,777.7584,0.7777584,1
11,"self","Self","Self","Matching",NA,NA,510.3124,0.5103124,1
11,"self","Self","Self","Nonmatching",NA,NA,557.8769,0.5578769,1
11,"self","Self","Self","Nonmatching",NA,NA,731.0333,0.7310333,1
11,"self","Self","Self","Nonmatching",NA,NA,457.4939,0.4574939,1
11,"other","Stranger","Stranger","Matching",NA,NA,530.7809,0.5307809,0
11,"self","Self","Self","Nonmatching",NA,NA,713.7761,0.7137761,1
11,"self","Self","Self","Matching",NA,NA,464.9512,0.4649512,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,1026.5751,1.0265751,1
11,"self","Self","Self","Nonmatching",NA,NA,764.8184,0.7648184,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,NA,NA,2
11,"other","Stranger","Stranger","Matching",NA,NA,798.8981,0.7988981,0
11,"self","Self","Self","Matching",NA,NA,571.2681,0.5712681,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,727.6374,0.7276374,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,718.3316,0.7183316,1
11,"self","Self","Self","Matching",NA,NA,820.9872,0.8209872,1
11,"self","Self","Self","Nonmatching",NA,NA,647.6285,0.6476285,0
11,"self","Self","Self","Nonmatching",NA,NA,729.7279,0.7297279,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,544.4014,0.5444014,0
11,"self","Self","Self","Nonmatching",NA,NA,606.3035,0.6063035,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,945.7103,0.9457103,1
11,"self","Self","Self","Matching",NA,NA,615.6182,0.6156182,1
11,"self","Self","Self","Matching",NA,NA,650.8688,0.6508688,1
11,"other","Stranger","Stranger","Matching",NA,NA,821.0201,0.8210201,0
11,"other","Stranger","Stranger","Matching",NA,NA,679.6202,0.6796202,1
11,"self","Self","Self","Matching",NA,NA,496.2375,0.4962375,1
11,"self","Self","Self","Matching",NA,NA,528.322,0.528322,1
11,"other","Stranger","Stranger","Matching",NA,NA,790.9997,0.7909997,0
11,"self","Self","Self","Matching",NA,NA,506.8486,0.5068486,1
11,"other","Stranger","Stranger","Matching",NA,NA,650.2011,0.6502011,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,748.222,0.748222,1
11,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
11,"self","Self","Self","Matching",NA,NA,454.9034,0.4549034,1
11,"other","Stranger","Stranger","Matching",NA,NA,704.2166,0.7042166,0
11,"self","Self","Self","Nonmatching",NA,NA,487.6215,0.4876215,0
11,"other","Stranger","Stranger","Matching",NA,NA,719.4602,0.7194602,0
11,"other","Stranger","Stranger","Matching",NA,NA,694.313,0.694313,1
11,"self","Self","Self","Nonmatching",NA,NA,726.2437,0.7262437,1
11,"other","Stranger","Stranger","Matching",NA,NA,813.0257,0.8130257,1
11,"other","Stranger","Stranger","Nonmatching",NA,NA,544.3309,0.5443309,0
11,"other","Stranger","Stranger","Nonmatching",NA,NA,742.2842,0.7422842,1
11,"self","Self","Self","Matching",NA,NA,644.405,0.644405,1
11,"other","Stranger","Stranger","Matching",NA,NA,566.0694,0.5660694,0
11,"other","Stranger","Stranger","Matching",NA,NA,411.6425,0.4116425,1
11,"self","Self","Self","Matching",NA,NA,558.9827,0.5589827,1
12,"self","Self","Self","Matching",NA,NA,593.3438,0.5933438,1
12,"self","Self","Self","Nonmatching",NA,NA,756.6009,0.7566009,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,865.7665,0.8657665,1
12,"self","Self","Self","Matching",NA,NA,587.0268,0.5870268,1
12,"other","Stranger","Stranger","Matching",NA,NA,807.3489,0.8073489,1
12,"other","Stranger","Stranger","Matching",NA,NA,650.549,0.650549,0
12,"other","Stranger","Stranger","Matching",NA,NA,708.6346,0.7086346,1
12,"self","Self","Self","Nonmatching",NA,NA,763.9901,0.7639901,1
12,"self","Self","Self","Matching",NA,NA,617.2382,0.6172382,1
12,"self","Self","Self","Nonmatching",NA,NA,844.6088,0.8446088,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,750.6109,0.7506109,0
12,"other","Stranger","Stranger","Nonmatching",NA,NA,932.5094,0.9325094,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,731.1777,0.7311777,1
12,"other","Stranger","Stranger","Matching",NA,NA,777.9887,0.7779887,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,902.704,0.902704,1
12,"self","Self","Self","Nonmatching",NA,NA,869.9047,0.8699047,1
12,"other","Stranger","Stranger","Matching",NA,NA,918.5205,0.9185205,1
12,"other","Stranger","Stranger","Matching",NA,NA,645.4443,0.6454443,0
12,"other","Stranger","Stranger","Matching",NA,NA,671.1969,0.6711969,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,575.9689,0.5759689,1
12,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
12,"other","Stranger","Stranger","Nonmatching",NA,NA,697.4948,0.6974948,1
12,"other","Stranger","Stranger","Matching",NA,NA,609.3052,0.6093052,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,676.6245,0.6766245,1
12,"other","Stranger","Stranger","Matching",NA,NA,781.0157,0.7810157,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,585.591,0.585591,1
12,"other","Stranger","Stranger","Matching",NA,NA,629.9752,0.6299752,1
12,"self","Self","Self","Nonmatching",NA,NA,800.6089,0.8006089,1
12,"self","Self","Self","Nonmatching",NA,NA,580.7732,0.5807732,1
12,"other","Stranger","Stranger","Matching",NA,NA,881.1571,0.8811571,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,665.7835,0.6657835,1
12,"self","Self","Self","Nonmatching",NA,NA,787.1931,0.7871931,0
12,"self","Self","Self","Matching",NA,NA,519.1235,0.5191235,1
12,"self","Self","Self","Matching",NA,NA,805.9324,0.8059324,1
12,"self","Self","Self","Matching",NA,NA,649.1903,0.6491903,1
12,"self","Self","Self","Matching",NA,NA,691.3294,0.6913294,1
12,"other","Stranger","Stranger","Matching",NA,NA,667.0895,0.6670895,1
12,"self","Self","Self","Matching",NA,NA,588.5799,0.5885799,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,720.5587,0.7205587,0
12,"self","Self","Self","Nonmatching",NA,NA,719.3437,0.7193437,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,645.9366,0.6459366,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,527.9395,0.5279395,1
12,"self","Self","Self","Matching",NA,NA,582.4057,0.5824057,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,667.313,0.667313,1
12,"self","Self","Self","Matching",NA,NA,604.5693,0.6045693,1
12,"self","Self","Self","Matching",NA,NA,647.6951,0.6476951,1
12,"other","Stranger","Stranger","Matching",NA,NA,842.1517,0.8421517,1
12,"self","Self","Self","Matching",NA,NA,747.7601,0.7477601,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,625.9261,0.6259261,1
12,"other","Stranger","Stranger","Matching",NA,NA,724.6457,0.7246457,1
12,"self","Self","Self","Nonmatching",NA,NA,723.2331,0.7232331,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,842.0175,0.8420175,1
12,"self","Self","Self","Matching",NA,NA,659.8713,0.6598713,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,781.0691,0.7810691,1
12,"self","Self","Self","Nonmatching",NA,NA,1001.8192,1.0018192,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,813.2389,0.8132389,1
12,"self","Self","Self","Matching",NA,NA,608.5364,0.6085364,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,764.0153,0.7640153,1
12,"self","Self","Self","Matching",NA,NA,841.1968,0.8411968,1
12,"self","Self","Self","Matching",NA,NA,891.0872,0.8910872,1
12,"self","Self","Self","Matching",NA,NA,675.2517,0.6752517,1
12,"self","Self","Self","Nonmatching",NA,NA,659.8763,0.6598763,1
12,"other","Stranger","Stranger","Matching",NA,NA,845.1305,0.8451305,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,767.263,0.767263,1
12,"other","Stranger","Stranger","Matching",NA,NA,628.4267,0.6284267,1
12,"other","Stranger","Stranger","Matching",NA,NA,895.238,0.895238,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,695.2405,0.6952405,1
12,"self","Self","Self","Matching",NA,NA,575.221,0.575221,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,643.7758,0.6437758,1
12,"self","Self","Self","Nonmatching",NA,NA,933.7939,0.9337939,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,NA,NA,2
12,"other","Stranger","Stranger","Nonmatching",NA,NA,761.2,0.7612,1
12,"self","Self","Self","Nonmatching",NA,NA,846.5456,0.8465456,1
12,"self","Self","Self","Matching",NA,NA,800.4676,0.8004676,1
12,"other","Stranger","Stranger","Matching",NA,NA,756.401,0.756401,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,713.7611,0.7137611,1
12,"other","Stranger","Stranger","Matching",NA,NA,961.258,0.961258,1
12,"self","Self","Self","Nonmatching",NA,NA,766.5389,0.7665389,1
12,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
12,"self","Self","Self","Matching",NA,NA,680.537,0.680537,1
12,"self","Self","Self","Nonmatching",NA,NA,697.1088,0.6971088,1
12,"other","Stranger","Stranger","Matching",NA,NA,761.2329,0.7612329,1
12,"self","Self","Self","Matching",NA,NA,614.3117,0.6143117,1
12,"self","Self","Self","Nonmatching",NA,NA,705.8443,0.7058443,1
12,"self","Self","Self","Nonmatching",NA,NA,729.1589,0.7291589,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,1119.6915,1.1196915,1
12,"self","Self","Self","Nonmatching",NA,NA,694.4729,0.6944729,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,814.2622,0.8142622,1
12,"self","Self","Self","Matching",NA,NA,625.8954,0.6258954,1
12,"other","Stranger","Stranger","Matching",NA,NA,764.29,0.76429,1
12,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
12,"self","Self","Self","Nonmatching",NA,NA,870.408,0.870408,1
12,"other","Stranger","Stranger","Matching",NA,NA,663.1174,0.6631174,1
12,"other","Stranger","Stranger","Matching",NA,NA,768.5189,0.7685189,1
12,"self","Self","Self","Nonmatching",NA,NA,621.1037,0.6211037,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,631.639,0.631639,1
12,"self","Self","Self","Nonmatching",NA,NA,770.4271,0.7704271,1
12,"other","Stranger","Stranger","Matching",NA,NA,679.1101,0.6791101,1
12,"other","Stranger","Stranger","Matching",NA,NA,719.6096,0.7196096,1
12,"self","Self","Self","Matching",NA,NA,534.3923,0.5343923,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,548.2263,0.5482263,1
12,"other","Stranger","Stranger","Matching",NA,NA,554.4178,0.5544178,1
12,"self","Self","Self","Nonmatching",NA,NA,711.7812,0.7117812,1
12,"self","Self","Self","Nonmatching",NA,NA,823.1526,0.8231526,1
12,"other","Stranger","Stranger","Matching",NA,NA,969.7825,0.9697825,1
12,"self","Self","Self","Nonmatching",NA,NA,902.263,0.902263,1
12,"self","Self","Self","Nonmatching",NA,NA,605.7654,0.6057654,1
12,"self","Self","Self","Matching",NA,NA,625.2208,0.6252208,1
12,"self","Self","Self","Matching",NA,NA,547.6764,0.5476764,1
12,"self","Self","Self","Nonmatching",NA,NA,641.8622,0.6418622,1
12,"self","Self","Self","Nonmatching",NA,NA,811.6881,0.8116881,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,663.0872,0.6630872,0
12,"self","Self","Self","Matching",NA,NA,600.3844,0.6003844,1
12,"other","Stranger","Stranger","Matching",NA,NA,532.2486,0.5322486,0
12,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
12,"self","Self","Self","Nonmatching",NA,NA,823.7072,0.8237072,1
12,"self","Self","Self","Nonmatching",NA,NA,394.3941,0.3943941,1
12,"self","Self","Self","Matching",NA,NA,470.3027,0.4703027,1
12,"self","Self","Self","Matching",NA,NA,439.0578,0.4390578,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,377.0683,0.3770683,0
12,"self","Self","Self","Matching",NA,NA,397.7274,0.3977274,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,377.7794,0.3777794,0
12,"self","Self","Self","Matching",NA,NA,382.3479,0.3823479,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,418.941,0.418941,1
12,"self","Self","Self","Nonmatching",NA,NA,533.5645,0.5335645,0
12,"other","Stranger","Stranger","Matching",NA,NA,636.166,0.636166,0
12,"self","Self","Self","Matching",NA,NA,614.3485,0.6143485,1
12,"self","Self","Self","Nonmatching",NA,NA,721.5572,0.7215572,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,632.2088,0.6322088,1
12,"other","Stranger","Stranger","Matching",NA,NA,482.9658,0.4829658,1
12,"self","Self","Self","Matching",NA,NA,587.6837,0.5876837,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,631.4888,0.6314888,1
12,"other","Stranger","Stranger","Matching",NA,NA,730.3718,0.7303718,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,681.0455,0.6810455,1
12,"self","Self","Self","Nonmatching",NA,NA,801.5068,0.8015068,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,868.9085,0.8689085,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,613.7321,0.6137321,1
12,"self","Self","Self","Matching",NA,NA,560.9487,0.5609487,1
12,"self","Self","Self","Nonmatching",NA,NA,790.4323,0.7904323,1
12,"self","Self","Self","Nonmatching",NA,NA,530.4028,0.5304028,1
12,"self","Self","Self","Nonmatching",NA,NA,448.8476,0.4488476,1
12,"other","Stranger","Stranger","Matching",NA,NA,874.8956,0.8748956,1
12,"self","Self","Self","Matching",NA,NA,499.6329,0.4996329,0
12,"self","Self","Self","Nonmatching",NA,NA,555.6976,0.5556976,1
12,"other","Stranger","Stranger","Matching",NA,NA,657.1306,0.6571306,1
12,"other","Stranger","Stranger","Matching",NA,NA,834.3188,0.8343188,1
12,"self","Self","Self","Matching",NA,NA,533.185,0.533185,1
12,"self","Self","Self","Matching",NA,NA,466.7866,0.4667866,1
12,"self","Self","Self","Matching",NA,NA,516.2565,0.5162565,1
12,"self","Self","Self","Matching",NA,NA,459.7153,0.4597153,1
12,"other","Stranger","Stranger","Matching",NA,NA,444.8841,0.4448841,0
12,"other","Stranger","Stranger","Matching",NA,NA,511.095,0.511095,1
12,"self","Self","Self","Nonmatching",NA,NA,390.3864,0.3903864,0
12,"other","Stranger","Stranger","Matching",NA,NA,602.2874,0.6022874,1
12,"other","Stranger","Stranger","Matching",NA,NA,645.7099,0.6457099,1
12,"other","Stranger","Stranger","Matching",NA,NA,583.5213,0.5835213,1
12,"self","Self","Self","Nonmatching",NA,NA,596.3786,0.5963786,1
12,"other","Stranger","Stranger","Matching",NA,NA,688.3368,0.6883368,1
12,"self","Self","Self","Matching",NA,NA,576.3344,0.5763344,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,1101.0087,1.1010087,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,932.8307,0.9328307,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,579.7019,0.5797019,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,512.344,0.512344,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,431.4313,0.4314313,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,546.281,0.546281,1
12,"self","Self","Self","Nonmatching",NA,NA,560.3896,0.5603896,0
12,"self","Self","Self","Nonmatching",NA,NA,725.6828,0.7256828,1
12,"self","Self","Self","Nonmatching",NA,NA,468.2432,0.4682432,1
12,"self","Self","Self","Matching",NA,NA,516.8023,0.5168023,1
12,"self","Self","Self","Matching",NA,NA,604.2778,0.6042778,1
12,"self","Self","Self","Matching",NA,NA,463.6807,0.4636807,1
12,"self","Self","Self","Nonmatching",NA,NA,561.1116,0.5611116,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,814.3525,0.8143525,0
12,"other","Stranger","Stranger","Matching",NA,NA,929.6529,0.9296529,1
12,"self","Self","Self","Matching",NA,NA,1128.3112,1.1283112,1
12,"other","Stranger","Stranger","Matching",NA,NA,727.0132,0.7270132,1
12,"self","Self","Self","Matching",NA,NA,749.4992,0.7494992,1
12,"self","Self","Self","Matching",NA,NA,547.6726,0.5476726,1
12,"other","Stranger","Stranger","Matching",NA,NA,761.6607,0.7616607,1
12,"self","Self","Self","Nonmatching",NA,NA,734.9737,0.7349737,1
12,"self","Self","Self","Nonmatching",NA,NA,922.269,0.922269,1
12,"self","Self","Self","Nonmatching",NA,NA,600.7183,0.6007183,1
12,"other","Stranger","Stranger","Matching",NA,NA,708.8385,0.7088385,1
12,"other","Stranger","Stranger","Matching",NA,NA,627.9659,0.6279659,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,638.7818,0.6387818,1
12,"self","Self","Self","Matching",NA,NA,544.8359,0.5448359,1
12,"other","Stranger","Stranger","Matching",NA,NA,694.8954,0.6948954,0
12,"self","Self","Self","Matching",NA,NA,1030.8227,1.0308227,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,705.5834,0.7055834,1
12,"self","Self","Self","Matching",NA,NA,584.7042,0.5847042,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,628.9667,0.6289667,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,543.5061,0.5435061,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,469.6026,0.4696026,1
12,"self","Self","Self","Nonmatching",NA,NA,758.1355,0.7581355,0
12,"other","Stranger","Stranger","Matching",NA,NA,1123.4741,1.1234741,1
12,"self","Self","Self","Nonmatching",NA,NA,826.1494,0.8261494,1
12,"other","Stranger","Stranger","Nonmatching",NA,NA,892.8144,0.8928144,0
