"Subject","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Condition","Race","RT_ms","RT_sec","ACC"
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Matching",NA,NA,408.3144,0.4083144,0
1,"self","Self","Self","Matching",NA,NA,787.5681,0.7875681,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,799.4701001,0.7994701001,1
1,"self","Self","Self","Nonmatching",NA,NA,811.5130001,0.8115130001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1046.9331,1.0469331,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,713.0307,0.7130307,1
1,"other","Stranger","Stranger","Matching",NA,NA,1024.3064,1.0243064,0
1,"self","Self","Self","Matching",NA,NA,890.9303,0.8909303,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,931.0391999,0.9310391999,1
1,"self","Self","Self","Nonmatching",NA,NA,1089.6188,1.0896188,0
1,"self","Self","Self","Matching",NA,NA,929.3935,0.9293935,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Nonmatching",NA,NA,788.9376,0.7889376,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,776.9718,0.7769718,1
1,"other","Stranger","Stranger","Matching",NA,NA,909.6011999,0.9096011999,0
1,"other","Stranger","Stranger","Matching",NA,NA,1124.7021,1.1247021,0
1,"self","Self","Self","Matching",NA,NA,819.3852999,0.8193852999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1134.2124,1.1342124,1
1,"self","Self","Self","Matching",NA,NA,868.8452,0.8688452,1
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,690.2411,0.6902411,1
1,"self","Self","Self","Matching",NA,NA,994.3582,0.9943582,1
1,"self","Self","Self","Nonmatching",NA,NA,870.3086,0.8703086,1
1,"self","Self","Self","Matching",NA,NA,718.8603,0.7188603,1
1,"self","Self","Self","Matching",NA,NA,725.4884,0.7254884,1
1,"self","Self","Self","Matching",NA,NA,756.2523,0.7562523,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,953.467,0.953467,1
1,"self","Self","Self","Nonmatching",NA,NA,1022.7316,1.0227316,1
1,"other","Stranger","Stranger","Matching",NA,NA,969.5683001,0.9695683001,0
1,"self","Self","Self","Matching",NA,NA,750.1891999,0.7501891999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1036.2182,1.0362182,1
1,"other","Stranger","Stranger","Matching",NA,NA,942.2376,0.9422376,1
1,"self","Self","Self","Matching",NA,NA,852.0190001,0.8520190001,1
1,"other","Stranger","Stranger","Matching",NA,NA,821.5458,0.8215458,0
1,"other","Stranger","Stranger","Matching",NA,NA,912.2511999,0.9122511999,0
1,"self","Self","Self","Nonmatching",NA,NA,1119.4377,1.1194377,1
1,"self","Self","Self","Matching",NA,NA,774.2501,0.7742501,1
1,"other","Stranger","Stranger","Matching",NA,NA,738.8457,0.7388457,0
1,"other","Stranger","Stranger","Matching",NA,NA,800.8449001,0.8008449001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,780.9833999,0.7809833999,0
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,730.9777,0.7309777,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,865.4510999,0.8654510999,1
1,"self","Self","Self","Nonmatching",NA,NA,786.8381999,0.7868381999,1
1,"self","Self","Self","Matching",NA,NA,806.8952,0.8068952,1
1,"self","Self","Self","Matching",NA,NA,690.3099001,0.6903099001,1
1,"self","Self","Self","Matching",NA,NA,594.2762999,0.5942762999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,734.2048,0.7342048,1
1,"self","Self","Self","Matching",NA,NA,716.6587,0.7166587,1
1,"other","Stranger","Stranger","Matching",NA,NA,740.1552,0.7401552,0
1,"self","Self","Self","Nonmatching",NA,NA,850.0335,0.8500335,0
1,"self","Self","Self","Nonmatching",NA,NA,1099.8989,1.0998989,1
1,"self","Self","Self","Nonmatching",NA,NA,772.1794,0.7721794,1
1,"self","Self","Self","Matching",NA,NA,816.6412,0.8166412,1
1,"self","Self","Self","Nonmatching",NA,NA,732.1005,0.7321005,1
1,"other","Stranger","Stranger","Matching",NA,NA,1034.8383,1.0348383,0
1,"other","Stranger","Stranger","Matching",NA,NA,756.777,0.756777,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,802.1679,0.8021679,1
1,"other","Stranger","Stranger","Matching",NA,NA,925.6031,0.9256031,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,972.1878,0.9721878,1
1,"other","Stranger","Stranger","Matching",NA,NA,728.8392,0.7288392,1
1,"self","Self","Self","Matching",NA,NA,775.5412001,0.7755412001,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,844.0978,0.8440978,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,942.2020001,0.9422020001,1
1,"self","Self","Self","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,736.6359,0.7366359,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,694.8344001,0.6948344001,1
1,"other","Stranger","Stranger","Matching",NA,NA,878.8634001,0.8788634001,0
1,"self","Self","Self","Matching",NA,NA,727.5067,0.7275067,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,766.0297001,0.7660297001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,915.3229001,0.9153229001,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1114.6818,1.1146818,1
1,"self","Self","Self","Matching",NA,NA,890.1561999,0.8901561999,1
1,"self","Self","Self","Matching",NA,NA,754.0303001,0.7540303001,1
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,940.1667,0.9401667,1
1,"self","Self","Self","Nonmatching",NA,NA,697.9157,0.6979157,1
1,"other","Stranger","Stranger","Matching",NA,NA,858.1651,0.8581651,0
1,"self","Self","Self","Matching",NA,NA,819.7062999,0.8197062999,1
1,"self","Self","Self","Nonmatching",NA,NA,965.9901001,0.9659901001,0
1,"other","Stranger","Stranger","Matching",NA,NA,851.3366,0.8513366,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,924.7616,0.9247616,1
1,"self","Self","Self","Matching",NA,NA,1067.4111,1.0674111,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1156.8279,1.1568279,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,786.0762,0.7860762,1
1,"other","Stranger","Stranger","Matching",NA,NA,901.9498,0.9019498,1
1,"self","Self","Self","Matching",NA,NA,669.7466,0.6697466,1
1,"self","Self","Self","Nonmatching",NA,NA,662.7292,0.6627292,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,672.0055001,0.6720055001,0
1,"self","Self","Self","Matching",NA,NA,688.8992999,0.6888992999,1
1,"other","Stranger","Stranger","Matching",NA,NA,856.5571001,0.8565571001,0
1,"self","Self","Self","Nonmatching",NA,NA,946.0428,0.9460428,1
1,"self","Self","Self","Matching",NA,NA,567.9867,0.5679867,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,860.7405,0.8607405,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,869.9951,0.8699951,1
1,"self","Self","Self","Matching",NA,NA,614.2765,0.6142765,1
1,"self","Self","Self","Nonmatching",NA,NA,737.9909999,0.7379909999,1
1,"self","Self","Self","Nonmatching",NA,NA,672.0504999,0.6720504999,1
1,"other","Stranger","Stranger","Matching",NA,NA,640.6415,0.6406415,1
1,"other","Stranger","Stranger","Matching",NA,NA,674.7357,0.6747357,1
1,"other","Stranger","Stranger","Matching",NA,NA,699.1829999,0.6991829999,1
1,"other","Stranger","Stranger","Matching",NA,NA,635.331,0.635331,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,749.2371999,0.7492371999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,667.2777999,0.6672777999,1
1,"self","Self","Self","Nonmatching",NA,NA,988.7531999,0.9887531999,1
1,"self","Self","Self","Matching",NA,NA,800.5868,0.8005868,1
1,"self","Self","Self","Nonmatching",NA,NA,948.4599,0.9484599,1
1,"other","Stranger","Stranger","Matching",NA,NA,802.6085,0.8026085,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1085.9322,1.0859322,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1014.138,1.014138,1
1,"self","Self","Self","Matching",NA,NA,729.392,0.729392,1
1,"other","Stranger","Stranger","Matching",NA,NA,944.0019,0.9440019,1
1,"self","Self","Self","Nonmatching",NA,NA,822.0354001,0.8220354001,1
1,"self","Self","Self","Nonmatching",NA,NA,960.6577001,0.9606577001,1
1,"other","Stranger","Stranger","Matching",NA,NA,877.7493,0.8777493,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,926.6459,0.9266459,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,877.1425,0.8771425,1
1,"self","Self","Self","Matching",NA,NA,861.9753,0.8619753,1
1,"other","Stranger","Stranger","Matching",NA,NA,695.3231,0.6953231,0
1,"self","Self","Self","Matching",NA,NA,863.2360999,0.8632360999,1
1,"self","Self","Self","Matching",NA,NA,640.653,0.640653,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,930.6593001,0.9306593001,1
1,"self","Self","Self","Matching",NA,NA,841.3361,0.8413361,1
1,"self","Self","Self","Nonmatching",NA,NA,899.1351,0.8991351,0
1,"self","Self","Self","Matching",NA,NA,611.4665,0.6114665,1
1,"other","Stranger","Stranger","Matching",NA,NA,678.7147,0.6787147,1
1,"other","Stranger","Stranger","Matching",NA,NA,839.307,0.839307,1
1,"self","Self","Self","Nonmatching",NA,NA,1017.3064,1.0173064,1
1,"self","Self","Self","Nonmatching",NA,NA,780.6834,0.7806834,1
1,"self","Self","Self","Nonmatching",NA,NA,777.3675,0.7773675,1
1,"self","Self","Self","Matching",NA,NA,773.9937,0.7739937,1
1,"self","Self","Self","Nonmatching",NA,NA,770.5655,0.7705655,1
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,1052.1036,1.0521036,1
1,"self","Self","Self","Nonmatching",NA,NA,837.2245,0.8372245,1
1,"other","Stranger","Stranger","Matching",NA,NA,719.2265,0.7192265,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,829.984,0.829984,1
1,"other","Stranger","Stranger","Matching",NA,NA,816.4656,0.8164656,1
1,"self","Self","Self","Nonmatching",NA,NA,835.7831,0.8357831,1
1,"self","Self","Self","Nonmatching",NA,NA,749.9525,0.7499525,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,828.1981,0.8281981,1
1,"self","Self","Self","Matching",NA,NA,766.5411,0.7665411,1
1,"self","Self","Self","Matching",NA,NA,659.9431001,0.6599431001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,669.1698,0.6691698,1
1,"other","Stranger","Stranger","Matching",NA,NA,1157.9276,1.1579276,1
1,"self","Self","Self","Nonmatching",NA,NA,787.0772,0.7870772,1
1,"other","Stranger","Stranger","Matching",NA,NA,655.0417,0.6550417,1
1,"self","Self","Self","Matching",NA,NA,1032.494,1.032494,1
1,"self","Self","Self","Nonmatching",NA,NA,763.2906999,0.7632906999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,641.9320999,0.6419320999,1
1,"other","Stranger","Stranger","Matching",NA,NA,811.9638,0.8119638,0
1,"other","Stranger","Stranger","Matching",NA,NA,631.0335001,0.6310335001,1
1,"self","Self","Self","Nonmatching",NA,NA,1065.8154,1.0658154,1
1,"self","Self","Self","Matching",NA,NA,675.2402,0.6752402,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,747.6869,0.7476869,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,777.8698,0.7778698,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,990.5601001,0.9905601001,0
1,"other","Stranger","Stranger","Matching",NA,NA,770.4272,0.7704272,0
1,"other","Stranger","Stranger","Matching",NA,NA,599.1468,0.5991468,1
1,"other","Stranger","Stranger","Matching",NA,NA,659.2344,0.6592344,1
1,"other","Stranger","Stranger","Matching",NA,NA,660.5181,0.6605181,1
1,"other","Stranger","Stranger","Matching",NA,NA,597.7572,0.5977572,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,689.7764001,0.6897764001,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,961.8970001,0.9618970001,0
1,"other","Stranger","Stranger","Matching",NA,NA,895.2051,0.8952051,1
1,"self","Self","Self","Matching",NA,NA,807.3257001,0.8073257001,0
1,"other","Stranger","Stranger","Matching",NA,NA,1050.5634,1.0505634,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,836.4673,0.8364673,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1022.5609,1.0225609,1
1,"self","Self","Self","Nonmatching",NA,NA,1057.081,1.057081,1
1,"self","Self","Self","Matching",NA,NA,1162.4867,1.1624867,1
1,"other","Stranger","Stranger","Matching",NA,NA,751.8321,0.7518321,0
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,665.62,0.66562,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1010.9193,1.0109193,1
1,"self","Self","Self","Matching",NA,NA,766.1365001,0.7661365001,0
1,"self","Self","Self","Nonmatching",NA,NA,1027.6016,1.0276016,1
1,"self","Self","Self","Matching",NA,NA,710.4249001,0.7104249001,1
1,"self","Self","Self","Nonmatching",NA,NA,637.4316,0.6374316,1
1,"other","Stranger","Stranger","Matching",NA,NA,887.5697999,0.8875697999,0
1,"self","Self","Self","Nonmatching",NA,NA,831.4412,0.8314412,1
1,"self","Self","Self","Nonmatching",NA,NA,914.3145001,0.9143145001,1
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,862.2799,0.8622799,1
1,"self","Self","Self","Matching",NA,NA,807.5631999,0.8075631999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,898.7734,0.8987734,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,731.0121,0.7310121,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,545.6957,0.5456957,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,511.5908,0.5115908,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,582.7559,0.5827559,1
1,"other","Stranger","Stranger","Matching",NA,NA,907.6878,0.9076878,1
1,"self","Self","Self","Nonmatching",NA,NA,1026.936,1.026936,1
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,666.0011001,0.6660011001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,939.5471,0.9395471,1
1,"other","Stranger","Stranger","Matching",NA,NA,921.4998999,0.9214998999,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Matching",NA,NA,724.9039999,0.7249039999,0
1,"self","Self","Self","Matching",NA,NA,1043.6373,1.0436373,1
1,"self","Self","Self","Nonmatching",NA,NA,757.6696001,0.7576696001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,802.7113,0.8027113,0
1,"self","Self","Self","Nonmatching",NA,NA,798.0702,0.7980702,1
1,"self","Self","Self","Nonmatching",NA,NA,746.2764999,0.7462764999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,840.2216,0.8402216,0
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,1142.7431,1.1427431,1
1,"self","Self","Self","Matching",NA,NA,988.7929,0.9887929,1
1,"self","Self","Self","Nonmatching",NA,NA,632.877,0.632877,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,867.4621,0.8674621,1
1,"self","Self","Self","Matching",NA,NA,1060.8715,1.0608715,0
1,"self","Self","Self","Matching",NA,NA,646.4178,0.6464178,1
1,"self","Self","Self","Matching",NA,NA,816.1409,0.8161409,1
1,"self","Self","Self","Matching",NA,NA,595.6219001,0.5956219001,1
1,"self","Self","Self","Matching",NA,NA,543.5342001,0.5435342001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,645.4917,0.6454917,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,639.5468001,0.6395468001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,617.4820999,0.6174820999,1
1,"self","Self","Self","Nonmatching",NA,NA,1108.7933,1.1087933,1
1,"self","Self","Self","Nonmatching",NA,NA,668.2437999,0.6682437999,1
1,"self","Self","Self","Matching",NA,NA,924.7377999,0.9247377999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,819.3216999,0.8193216999,0
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Nonmatching",NA,NA,898.6884999,0.8986884999,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,778.8431001,0.7788431001,1
1,"self","Self","Self","Nonmatching",NA,NA,839.8345,0.8398345,0
1,"self","Self","Self","Matching",NA,NA,553.4790001,0.5534790001,1
1,"other","Stranger","Stranger","Matching",NA,NA,782.8167999,0.7828167999,0
1,"self","Self","Self","Matching",NA,NA,619.2976,0.6192976,1
1,"self","Self","Self","Nonmatching",NA,NA,758.0736,0.7580736,1
1,"self","Self","Self","Matching",NA,NA,835.5076001,0.8355076001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,861.2688,0.8612688,0
1,"self","Self","Self","Matching",NA,NA,846.8347,0.8468347,1
1,"self","Self","Self","Nonmatching",NA,NA,752.6901,0.7526901,1
1,"other","Stranger","Stranger","Matching",NA,NA,1126.2552,1.1262552,0
1,"other","Stranger","Stranger","Matching",NA,NA,948.7356,0.9487356,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,970.8022999,0.9708022999,1
1,"self","Self","Self","Nonmatching",NA,NA,815.3215999,0.8153215999,0
1,"self","Self","Self","Nonmatching",NA,NA,754.9735,0.7549735,1
1,"other","Stranger","Stranger","Matching",NA,NA,1024.135,1.024135,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,834.696,0.834696,1
1,"other","Stranger","Stranger","Matching",NA,NA,796.7725999,0.7967725999,1
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,793.9980001,0.7939980001,1
1,"self","Self","Self","Matching",NA,NA,806.1587,0.8061587,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,865.3492,0.8653492,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1034.6941,1.0346941,1
1,"self","Self","Self","Nonmatching",NA,NA,932.6104999,0.9326104999,0
1,"self","Self","Self","Matching",NA,NA,867.4475,0.8674475,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,812.6981,0.8126981,1
1,"self","Self","Self","Nonmatching",NA,NA,1064.1522,1.0641522,1
1,"self","Self","Self","Matching",NA,NA,825.5102,0.8255102,1
1,"self","Self","Self","Matching",NA,NA,684.0584,0.6840584,1
1,"self","Self","Self","Nonmatching",NA,NA,1076.7561,1.0767561,0
1,"self","Self","Self","Matching",NA,NA,1005.7086,1.0057086,0
1,"other","Stranger","Stranger","Matching",NA,NA,864.7157,0.8647157,0
1,"self","Self","Self","Nonmatching",NA,NA,890.0633,0.8900633,1
1,"other","Stranger","Stranger","Matching",NA,NA,1138.0699,1.1380699,0
1,"self","Self","Self","Nonmatching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Nonmatching",NA,NA,916.8467,0.9168467,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,988.1654,0.9881654,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,552.0071,0.5520071,1
1,"self","Self","Self","Matching",NA,NA,1053.2892,1.0532892,1
1,"other","Stranger","Stranger","Matching",NA,NA,750.7936,0.7507936,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,755.0831001,0.7550831001,1
1,"self","Self","Self","Matching",NA,NA,600.5972,0.6005972,1
1,"self","Self","Self","Matching",NA,NA,500.5215,0.5005215,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,780.6211,0.7806211,1
1,"self","Self","Self","Nonmatching",NA,NA,777.3894001,0.7773894001,1
1,"other","Stranger","Stranger","Matching",NA,NA,629.9300999,0.6299300999,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,808.6297,0.8086297,0
1,"self","Self","Self","Matching",NA,NA,747.7376,0.7477376,1
1,"self","Self","Self","Matching",NA,NA,753.8856,0.7538856,1
1,"other","Stranger","Stranger","Matching",NA,NA,735.1752,0.7351752,1
1,"self","Self","Self","Matching",NA,NA,701.0348,0.7010348,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,828.6285,0.8286285,1
1,"self","Self","Self","Nonmatching",NA,NA,1039.252,1.039252,1
1,"self","Self","Self","Nonmatching",NA,NA,673.2317,0.6732317,1
1,"self","Self","Self","Matching",NA,NA,633.8630001,0.6338630001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,876.5984999,0.8765984999,1
1,"self","Self","Self","Nonmatching",NA,NA,997.3233,0.9973233,1
1,"other","Stranger","Stranger","Matching",NA,NA,1105.057,1.105057,1
1,"other","Stranger","Stranger","Matching",NA,NA,656.6014,0.6566014,1
1,"self","Self","Self","Nonmatching",NA,NA,1058.0009,1.0580009,1
1,"other","Stranger","Stranger","Matching",NA,NA,747.3386,0.7473386,1
1,"self","Self","Self","Matching",NA,NA,985.2878001,0.9852878001,1
1,"self","Self","Self","Nonmatching",NA,NA,837.1676999,0.8371676999,1
1,"other","Stranger","Stranger","Matching",NA,NA,879.3487999,0.8793487999,0
1,"other","Stranger","Stranger","Matching",NA,NA,959.8702,0.9598702,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,861.2402,0.8612402,1
1,"self","Self","Self","Matching",NA,NA,1166.5652,1.1665652,1
1,"self","Self","Self","Nonmatching",NA,NA,827.7680001,0.8277680001,1
1,"self","Self","Self","Matching",NA,NA,734.407,0.734407,1
1,"self","Self","Self","Matching",NA,NA,732.4369999,0.7324369999,1
1,"other","Stranger","Stranger","Matching",NA,NA,787.1525,0.7871525,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1063.2281,1.0632281,1
1,"self","Self","Self","Nonmatching",NA,NA,848.3768001,0.8483768001,1
1,"self","Self","Self","Matching",NA,NA,738.5120001,0.7385120001,1
1,"self","Self","Self","Matching",NA,NA,992.5479,0.9925479,1
1,"self","Self","Self","Nonmatching",NA,NA,756.5368001,0.7565368001,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,969.8679999,0.9698679999,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,718.3886,0.7183886,1
1,"self","Self","Self","Nonmatching",NA,NA,1164.9271,1.1649271,1
1,"self","Self","Self","Nonmatching",NA,NA,762.4179999,0.7624179999,1
1,"self","Self","Self","Nonmatching",NA,NA,1063.8903,1.0638903,1
1,"self","Self","Self","Nonmatching",NA,NA,704.5693999,0.7045693999,1
1,"other","Stranger","Stranger","Matching",NA,NA,888.5301,0.8885301,1
1,"self","Self","Self","Nonmatching",NA,NA,1136.3526,1.1363526,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,918.4231,0.9184231,0
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"other","Stranger","Stranger","Matching",NA,NA,1121.8406,1.1218406,1
1,"other","Stranger","Stranger","Matching",NA,NA,792.4678001,0.7924678001,1
1,"self","Self","Self","Matching",NA,NA,788.4347,0.7884347,1
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,709.1639,0.7091639,1
1,"self","Self","Self","Matching",NA,NA,636.422,0.636422,1
1,"self","Self","Self","Nonmatching",NA,NA,838.4514999,0.8384514999,1
1,"self","Self","Self","Matching",NA,NA,760.5073,0.7605073,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,885.7027,0.8857027,1
1,"self","Self","Self","Nonmatching",NA,NA,1021.8889,1.0218889,1
1,"other","Stranger","Stranger","Matching",NA,NA,864.261,0.864261,0
1,"self","Self","Self","Nonmatching",NA,NA,929.826,0.929826,0
1,"other","Stranger","Stranger","Matching",NA,NA,1024.538,1.024538,0
1,"self","Self","Self","Matching",NA,NA,818.9699,0.8189699,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,981.6487,0.9816487,0
1,"other","Stranger","Stranger","Matching",NA,NA,NA,NA,2
1,"self","Self","Self","Matching",NA,NA,815.1002,0.8151002,1
1,"other","Stranger","Stranger","Matching",NA,NA,802.2493999,0.8022493999,0
1,"other","Stranger","Stranger","Matching",NA,NA,845.9009,0.8459009,1
1,"self","Self","Self","Matching",NA,NA,1023.8393,1.0238393,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,842.2726,0.8422726,0
1,"self","Self","Self","Nonmatching",NA,NA,764.5315001,0.7645315001,1
1,"self","Self","Self","Matching",NA,NA,713.8244,0.7138244,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,937.078,0.937078,1
1,"other","Stranger","Stranger","Matching",NA,NA,895.2297,0.8952297,1
1,"other","Stranger","Stranger","Matching",NA,NA,823.0768,0.8230768,1
1,"other","Stranger","Stranger","Matching",NA,NA,929.7778,0.9297778,0
1,"other","Stranger","Stranger","Matching",NA,NA,760.4632,0.7604632,1
1,"self","Self","Self","Nonmatching",NA,NA,1037.7629,1.0377629,1
1,"other","Stranger","Stranger","Matching",NA,NA,1063.787,1.063787,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1073.1262,1.0731262,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,737.8051,0.7378051,1
1,"other","Stranger","Stranger","Matching",NA,NA,1055.822,1.055822,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,937.1004,0.9371004,1
1,"other","Stranger","Stranger","Matching",NA,NA,703.0586,0.7030586,1
1,"other","Stranger","Stranger","Matching",NA,NA,798.2317,0.7982317,0
1,"other","Stranger","Stranger","Matching",NA,NA,938.4032,0.9384032,1
1,"other","Stranger","Stranger","Matching",NA,NA,600.3537,0.6003537,1
1,"self","Self","Self","Matching",NA,NA,652.308,0.652308,1
1,"other","Stranger","Stranger","Nonmatching",NA,NA,1045.8002,1.0458002,1
1,"self","Self","Self","Nonmatching",NA,NA,919.3387,0.9193387,0
1,"other","Stranger","Stranger","Nonmatching",NA,NA,990.4047,0.9904047,0
1,"other","Stranger","Stranger","Matching",NA,NA,906.4616001,0.9064616001,0
1,"other","Stranger","Stranger","Matching",NA,NA,601.6286999,0.6016286999,1
2,"other","Stranger","Stranger","Matching",NA,NA,811.0550001,0.8110550001,0
2,"other","Stranger","Stranger","Matching",NA,NA,694.3096999,0.6943096999,1
2,"other","Stranger","Stranger","Nonmatching",NA,NA,958.3546,0.9583546,1
2,"self","Self","Self","Matching",NA,NA,707.6833,0.7076833,1
2,"self","Self","Self","Matching",NA,NA,634.8893,0.6348893,1
2,"self","Self","Self","Nonmatching",NA,NA,988.9935,0.9889935,1
2,"self","Self","Self","Nonmatching",NA,NA,696.9939,0.6969939,1
2,"self","Self","Self","Nonmatching",NA,NA,681.0613,0.6810613,1
2,"other","Stranger","Stranger","Matching",NA,NA,729.6353,0.7296353,0
