ExperimentName,Subject,Session,Age,Handedness,Sex,Identity,Shape,Target.ACC,Target.RESP,Target.RT
SelfAssociate,25,1,22,right,male,Stranger,C.bmp,1,b,1710
SelfAssociate,25,1,22,right,male,Stranger,C.bmp,1,m,730
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,m,794
SelfAssociate,25,1,22,right,male,Stranger,C.bmp,1,b,766
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,n,647
SelfAssociate,25,1,22,right,male,Stranger,C.bmp,1,b,1071
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,m,883
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,n,733
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,m,644
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,b,743
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,n,629
SelfAssociate,25,1,22,right,male,Friend,S.bmp,1,m,601
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1650
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1458
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1104
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,n,1780
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,1690
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,m,1562
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,n,2452
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1965
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1501
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,b,1259
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2217
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1055
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,b,1638
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,2344
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,n,1620
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,2994
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1839
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,1874
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,n,1516
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,2206
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1422
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1404
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2348
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2377
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1135
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1973
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1365
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1365
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,b,862
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1284
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1060
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1082
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,n,1939
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2265
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1854
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,m,1724
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1796
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1454
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1572
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,2268
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1233
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,b,1309
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1641
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2091
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1179
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,1138
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,1320
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2345
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,1165
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,2405
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,m,2213
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,b,2100
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,2594
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,1012
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1532
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1036
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1478
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,m,2609
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2337
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1599
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,921
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,1700
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2265
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,m,1125
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,m,1829
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1985
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,1533
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,m,1636
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,,0
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,,0
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,,0
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,,0
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,,0
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,,0
SelfAssociate,3,1,30,right,female,Self,S.bmp,0,,0
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,2203
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,1709
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2385
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,2221
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1172
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1620
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1218
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1824
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1484
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,1180
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,2043
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,n,1661
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,2339
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1976
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1094
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1757
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,b,1063
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2645
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,n,2493
SelfAssociate,3,1,30,right,female,Self,S.bmp,1,m,1885
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,n,2166
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,m,134
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1678
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,2064
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,2172
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,b,2021
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,2267
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1750
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,994
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1092
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,0,n,1444
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1517
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,m,1799
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,n,2137
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,n,1447
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,1359
SelfAssociate,3,1,30,right,female,Friend,T.bmp,0,m,2745
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1358
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1272
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1252
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,972
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1252
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,m,1236
SelfAssociate,3,1,30,right,female,Stranger,C.bmp,1,b,1239
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1808
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1392
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,2044
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1084
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,n,1100
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,b,1058
SelfAssociate,3,1,30,right,female,Friend,T.bmp,1,m,1201
SelfAssociate,4,1,22,right,male,Friend,C.bmp,0,n,602
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,0,m,637
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,615
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,m,557
SelfAssociate,4,1,22,right,male,Friend,C.bmp,0,n,479
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,n,674
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,0,b,758
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,n,559
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,m,673
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,1070
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,n,858
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,m,752
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,n,700
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,762
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,b,709
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,n,585
SelfAssociate,4,1,22,right,male,Self,S.bmp,1,b,669
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,b,785
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,b,534
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,909
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,697
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,b,703
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,0,n,654
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,m,702
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,n,684
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,596
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,759
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,b,777
SelfAssociate,4,1,22,right,male,Friend,C.bmp,1,m,711
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,779
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,674
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,613
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,n,725
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,b,725
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,m,822
SelfAssociate,4,1,22,right,male,Stranger,T.bmp,1,b,740
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,n,931
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,1242
SelfAssociate,5,1,29,right,female,Self,C.bmp,0,n,1284
SelfAssociate,5,1,29,right,female,Friend,T.bmp,0,,0
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,922
SelfAssociate,5,1,29,right,female,Friend,T.bmp,0,n,1124
SelfAssociate,5,1,29,right,female,Friend,T.bmp,0,b,1046
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,0,,0
SelfAssociate,5,1,29,right,female,Friend,T.bmp,0,b,875
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,967
SelfAssociate,5,1,29,right,female,Self,C.bmp,0,,0
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,956
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,0,b,1032
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,0,,0
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,992
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,957
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,m,1289
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,m,889
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,n,1089
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,b,1433
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,1493
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,n,1077
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,1222
SelfAssociate,5,1,29,right,female,Self,C.bmp,0,n,892
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,1052
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,m,1484
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,n,1383
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,m,1645
SelfAssociate,5,1,29,right,female,Friend,T.bmp,1,m,1759
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,1009
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,2025
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,1463
SelfAssociate,5,1,29,right,female,Self,C.bmp,0,m,1421
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,n,2315
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,999
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,1249
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,b,1144
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,n,1214
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,n,1311
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,1203
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,1605
SelfAssociate,5,1,29,right,female,Stranger,S.bmp,1,b,1559
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,b,1481
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,n,1147
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,b,1143
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,1749
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,b,1281
SelfAssociate,5,1,29,right,female,Self,C.bmp,1,m,1051
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,901
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,907
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,n,976
SelfAssociate,6,1,27,right,male,Friend,S.bmp,0,n,1296
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1158
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,n,1056
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,998
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,m,864
SelfAssociate,6,1,27,right,male,Friend,S.bmp,0,m,1230
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,1066
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,m,798
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,1096
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,1046
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,m,1038
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,1073
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,m,1093
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,m,1157
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,m,1407
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,n,1199
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,801
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,995
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,n,838
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,n,1032
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,n,1060
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,842
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,1212
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,n,1244
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,933
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,780
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,n,794
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,n,1300
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,b,1259
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,889
SelfAssociate,6,1,27,right,male,Friend,S.bmp,0,b,913
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,n,925
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,1021
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,b,1100
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,946
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,n,870
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,m,1098
SelfAssociate,6,1,27,right,male,Friend,S.bmp,0,b,1144
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,1428
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,944
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,998
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,752
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,748
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,937
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,1215
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,m,1077
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,895
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,1349
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,753
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,878
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,768
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,784
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,1046
SelfAssociate,6,1,27,right,male,Friend,S.bmp,1,b,1134
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,n,1060
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,946
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1094
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,b,924
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,822
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,1213
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,n,1237
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,n,815
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1189
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,1161
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,n,1332
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,1012
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,908
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,m,1072
SelfAssociate,6,1,27,right,male,Self,C.bmp,0,b,1084
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,m,1308
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,n,1423
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,900
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,1330
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,842
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,884
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,b,1183
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,1437
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,783
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,m,1221
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,0,b,1043
SelfAssociate,6,1,27,right,male,Self,C.bmp,1,m,1085
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1165
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,862
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,b,1396
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1190
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,n,1050
SelfAssociate,6,1,27,right,male,Stranger,T.bmp,1,m,1130
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,1518
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,816
SelfAssociate,7,1,29,right,female,Friend,S.bmp,0,,0
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,1187
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,n,927
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,b,1255
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,1029
SelfAssociate,7,1,29,right,female,Self,T.bmp,0,m,641
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,1044
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,m,1092
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,0,m,995
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,b,1469
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,745
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,b,813
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,m,942
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,b,876
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,1302
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,n,900
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,m,827
SelfAssociate,7,1,29,right,female,Self,T.bmp,0,n,823
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,829
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,b,825
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,n,782
SelfAssociate,7,1,29,right,female,Self,T.bmp,0,b,692
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,891
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,n,763
SelfAssociate,7,1,29,right,female,Stranger,C.bmp,1,n,902
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,676
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,1126
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,1006
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,814
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,n,909
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,993
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,1229
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,b,761
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,n,668
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,m,656
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,757
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,703
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,758
SelfAssociate,7,1,29,right,female,Self,T.bmp,1,b,832
SelfAssociate,7,1,29,right,female,Friend,S.bmp,1,m,828
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,m,839
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,m,1233
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,n,1509
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,b,1225
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,m,868
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,m,737
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,n,991
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,b,1475
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,n,1037
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,n,1231
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,n,931
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,m,876
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,n,1062
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,b,1268
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,n,1200
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,m,1010
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,b,922
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,b,965
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,n,1991
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,m,1075
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,n,1069
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,m,849
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,n,656
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,b,839
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,m,673
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,n,867
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,n,879
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,b,850
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,m,890
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,n,890
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,m,890
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,n,827
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,n,839
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,b,1016
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,n,1582
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,b,957
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,b,1487
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,n,1079
SelfAssociate,8,1,24,right,male,Self,T.bmp,0,n,961
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,n,1059
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,0,m,1049
SelfAssociate,8,1,24,right,male,Friend,C.bmp,0,n,1241
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,b,779
SelfAssociate,8,1,24,right,male,Self,T.bmp,1,n,754
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,m,854
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,b,1078
SelfAssociate,8,1,24,right,male,Stranger,S.bmp,1,n,1224
SelfAssociate,8,1,24,right,male,Friend,C.bmp,1,b,1028
