"","Subject","Age","Gender","Handedness","Shape","Identity","Matching","Response","RT_ms","ACC","RT_sec"
"1723",24408280,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,611,1,0.611
"1724",24408280,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,457,1,0.457
"1725",24408280,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,461,1,0.461
"1726",24408280,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,523,1,0.523
"1727",24408280,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,636,1,0.636
"1728",24408280,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,552,1,0.552
"1729",24408280,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,487,1,0.487
"1730",24408280,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,646,1,0.646
"1731",24408280,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,553,1,0.553
"1732",24408280,21,"Mujer","Diestro","cuadrado","amigo","Matching",5,551,1,0.551
"1733",24408280,21,"Mujer","Diestro","circulo","amigo","Nonmatching",1,741,1,0.741
