"","Subject","Age","Gender","Handedness","Shape","Identity","Matching","Response","RT_ms","ACC","RT_sec"
"3061",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,726,1,0.726
"3062",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,423,1,0.423
"3063",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,454,1,0.454
"3064",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,357,0,0.357
"3065",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,784,1,0.784
"3066",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,708,1,0.708
"3067",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",5,443,0,0.443
"3068",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,693,1,0.693
"3069",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,806,1,0.806
"3070",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,554,1,0.554
"3071",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,499,1,0.499
"3072",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,952,1,0.952
"3073",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,570,1,0.57
"3074",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,592,1,0.592
"3075",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,555,1,0.555
"3076",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,353,1,0.353
"3077",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,780,1,0.78
"3078",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,730,1,0.73
"3079",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,1054,1,1.054
"3080",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",1,519,0,0.519
"3081",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,254,1,0.254
"3082",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,714,1,0.714
"3083",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,821,1,0.821
"3084",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,551,1,0.551
"3085",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,517,1,0.517
"3086",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,536,1,0.536
"3087",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,960,1,0.96
"3088",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",5,298,0,0.298
"3089",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,400,1,0.4
"3090",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,765,1,0.765
"3091",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,493,1,0.493
"3092",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,578,1,0.578
"3093",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,732,1,0.732
"3094",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,692,1,0.692
"3095",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,522,1,0.522
"3096",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,628,1,0.628
"3097",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,646,1,0.646
"3098",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,671,1,0.671
"3099",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",1,512,0,0.512
"3100",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,465,1,0.465
"3101",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,562,1,0.562
"3102",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,462,1,0.462
"3103",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,772,1,0.772
"3104",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,652,1,0.652
"3105",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,626,1,0.626
"3106",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,638,1,0.638
"3107",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,276,1,0.276
"3108",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,408,1,0.408
"3109",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,271,1,0.271
"3110",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,782,1,0.782
"3111",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",5,569,0,0.569
"3112",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,319,1,0.319
"3113",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,542,1,0.542
"3114",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,502,1,0.502
"3115",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,830,1,0.83
"3116",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,521,1,0.521
"3117",48156899,20,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,515,1,0.515
"3118",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,873,1,0.873
"3119",48156899,20,"Mujer","Diestro","triangulo","tu","Matching",5,734,1,0.734
"3120",48156899,20,"Mujer","Diestro","circulo","tu","Nonmatching",1,824,1,0.824
"3121",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,613,1,0.613
"3122",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,506,1,0.506
"3123",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,416,1,0.416
"3124",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,438,1,0.438
"3125",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",5,509,0,0.509
"3126",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,586,1,0.586
"3127",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,824,1,0.824
"3128",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,413,1,0.413
"3129",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,460,1,0.46
"3130",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,526,1,0.526
"3131",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,483,1,0.483
"3132",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,523,1,0.523
"3133",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,554,1,0.554
"3134",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,429,1,0.429
"3135",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,453,1,0.453
"3136",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,598,1,0.598
"3137",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,707,1,0.707
"3138",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,427,1,0.427
"3139",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,583,1,0.583
"3140",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,423,1,0.423
"3141",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,395,1,0.395
"3142",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,492,1,0.492
"3143",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,452,1,0.452
"3144",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,409,1,0.409
"3145",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",5,369,0,0.369
"3146",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,603,1,0.603
"3147",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,751,1,0.751
"3148",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,449,1,0.449
"3149",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,514,1,0.514
"3150",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,368,1,0.368
"3151",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,415,1,0.415
"3152",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,366,1,0.366
"3153",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,528,1,0.528
"3154",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,463,1,0.463
"3155",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",5,627,0,0.627
"3156",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,501,1,0.501
"3157",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,460,1,0.46
"3158",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",5,492,0,0.492
"3159",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,403,1,0.403
"3160",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,431,1,0.431
"3161",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,470,1,0.47
"3162",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,397,1,0.397
"3163",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,429,1,0.429
"3164",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,368,1,0.368
"3165",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,446,1,0.446
"3166",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,514,1,0.514
"3167",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,472,1,0.472
"3168",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,551,1,0.551
"3169",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,414,1,0.414
"3170",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,591,1,0.591
"3171",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,423,1,0.423
"3172",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,478,1,0.478
"3173",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,480,1,0.48
"3174",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,338,1,0.338
"3175",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,511,1,0.511
"3176",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,706,1,0.706
"3177",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,475,1,0.475
"3178",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,395,1,0.395
"3179",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,395,1,0.395
"3180",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,290,1,0.29
"3181",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,636,1,0.636
"3182",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,548,1,0.548
"3183",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,411,1,0.411
"3184",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,459,1,0.459
"3185",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,417,1,0.417
"3186",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,408,1,0.408
"3187",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,414,1,0.414
"3188",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,263,1,0.263
"3189",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,491,1,0.491
"3190",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,552,1,0.552
"3191",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",5,253,0,0.253
"3192",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,444,1,0.444
"3193",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,674,1,0.674
"3194",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,533,1,0.533
"3195",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,354,1,0.354
"3196",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,333,1,0.333
"3197",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,434,1,0.434
"3198",48261328,21,"Mujer","Diestro","circulo","amigo","Matching",5,753,1,0.753
"3199",48261328,21,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,516,1,0.516
"3200",48261328,21,"Mujer","Diestro","triangulo","amigo","Nonmatching",1,486,1,0.486
"3201",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,428,1,0.428
"3202",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,562,1,0.562
"3203",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,552,1,0.552
"3204",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,452,1,0.452
"3205",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,404,1,0.404
"3206",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,485,1,0.485
"3207",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,556,1,0.556
"3208",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,514,1,0.514
"3209",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,488,1,0.488
"3210",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,475,1,0.475
"3211",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,438,1,0.438
"3212",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,554,1,0.554
"3213",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,379,1,0.379
"3214",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,735,1,0.735
"3215",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,445,1,0.445
"3216",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,495,1,0.495
"3217",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",5,550,0,0.55
"3218",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,493,1,0.493
"3219",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,486,1,0.486
"3220",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,501,1,0.501
"3221",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,498,1,0.498
"3222",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,573,1,0.573
"3223",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,489,1,0.489
"3224",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,433,1,0.433
"3225",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,480,1,0.48
"3226",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,494,1,0.494
"3227",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,464,1,0.464
"3228",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,513,1,0.513
"3229",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,463,1,0.463
"3230",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,468,1,0.468
"3231",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,449,1,0.449
"3232",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,578,1,0.578
"3233",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,458,1,0.458
"3234",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,475,1,0.475
"3235",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",1,434,0,0.434
"3236",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,612,1,0.612
"3237",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,456,1,0.456
"3238",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,461,1,0.461
"3239",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,527,1,0.527
"3240",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,409,1,0.409
"3241",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,485,1,0.485
"3242",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,367,1,0.367
"3243",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",5,544,0,0.544
"3244",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,597,1,0.597
"3245",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,423,1,0.423
"3246",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,500,1,0.5
"3247",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,493,1,0.493
"3248",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,656,1,0.656
"3249",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,495,1,0.495
"3250",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,512,1,0.512
"3251",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,580,1,0.58
"3252",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,408,1,0.408
"3253",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,418,1,0.418
"3254",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",5,460,0,0.46
"3255",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,226,1,0.226
"3256",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,463,1,0.463
"3257",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,365,1,0.365
"3258",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,351,1,0.351
"3259",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",1,373,0,0.373
"3260",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,579,1,0.579
"3261",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,489,1,0.489
"3262",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,614,1,0.614
"3263",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,564,1,0.564
"3264",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,503,1,0.503
"3265",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,350,1,0.35
"3266",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,324,1,0.324
"3267",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,344,1,0.344
"3268",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,322,1,0.322
"3269",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",5,481,0,0.481
"3270",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",1,321,0,0.321
"3271",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,490,1,0.49
"3272",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,720,1,0.72
"3273",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,590,1,0.59
"3274",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,405,1,0.405
"3275",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,726,1,0.726
"3276",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,472,1,0.472
"3277",48261328,21,"Mujer","Diestro","circulo","extrano","Nonmatching",1,392,1,0.392
"3278",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,457,1,0.457
"3279",48261328,21,"Mujer","Diestro","cuadrado","extrano","Matching",5,458,1,0.458
"3280",48261328,21,"Mujer","Diestro","triangulo","extrano","Nonmatching",1,531,1,0.531
"3281",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,317,1,0.317
"3282",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,478,1,0.478
"3283",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,349,1,0.349
"3284",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,555,1,0.555
"3285",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,526,1,0.526
"3286",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,564,1,0.564
"3287",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,487,1,0.487
"3288",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,365,1,0.365
"3289",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,376,1,0.376
"3290",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,419,1,0.419
"3291",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,279,1,0.279
"3292",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,499,1,0.499
"3293",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,437,1,0.437
"3294",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,459,1,0.459
"3295",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,441,1,0.441
"3296",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,244,1,0.244
"3297",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,493,1,0.493
"3298",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,571,1,0.571
"3299",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,354,1,0.354
"3300",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,343,1,0.343
"3301",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,504,1,0.504
"3302",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,456,1,0.456
"3303",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,452,1,0.452
"3304",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,266,1,0.266
"3305",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",1,307,0,0.307
"3306",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,651,1,0.651
"3307",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,375,1,0.375
"3308",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,496,1,0.496
"3309",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,479,1,0.479
"3310",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",5,282,0,0.282
"3311",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,455,1,0.455
"3312",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,332,1,0.332
"3313",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,549,1,0.549
"3314",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,357,1,0.357
"3315",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,505,1,0.505
"3316",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,350,1,0.35
"3317",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,378,1,0.378
"3318",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,334,1,0.334
"3319",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,424,1,0.424
"3320",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,287,1,0.287
"3321",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,561,1,0.561
"3322",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,462,1,0.462
"3323",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,347,1,0.347
"3324",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,391,1,0.391
"3325",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,443,1,0.443
"3326",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,386,1,0.386
"3327",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,400,1,0.4
"3328",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",1,525,0,0.525
"3329",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,388,1,0.388
"3330",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,455,1,0.455
"3331",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,327,1,0.327
"3332",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,508,1,0.508
"3333",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,470,1,0.47
"3334",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,306,1,0.306
"3335",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,376,1,0.376
"3336",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,467,1,0.467
"3337",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,350,1,0.35
"3338",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,582,1,0.582
"3339",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,438,1,0.438
"3340",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,451,1,0.451
"3341",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,248,1,0.248
"3342",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,244,1,0.244
"3343",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,513,1,0.513
"3344",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,492,1,0.492
"3345",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,538,1,0.538
"3346",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,273,1,0.273
"3347",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,251,1,0.251
"3348",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,285,1,0.285
"3349",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,347,1,0.347
"3350",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,640,1,0.64
"3351",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,427,1,0.427
"3352",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,467,1,0.467
"3353",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,389,1,0.389
"3354",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,450,1,0.45
"3355",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,671,1,0.671
"3356",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,359,1,0.359
"3357",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,560,1,0.56
"3358",48261328,21,"Mujer","Diestro","triangulo","tu","Matching",5,619,1,0.619
"3359",48261328,21,"Mujer","Diestro","circulo","tu","Nonmatching",1,429,1,0.429
"3360",48261328,21,"Mujer","Diestro","cuadrado","tu","Nonmatching",1,416,1,0.416
"3361",48699889,28,"Mujer","Diestro","circulo","amigo","Nonmatching",5,288,0,0.288
"3362",48699889,28,"Mujer","Diestro","triangulo","amigo","Matching",5,706,1,0.706
"3363",48699889,28,"Mujer","Diestro","triangulo","amigo","Matching",NA,0,0,0
"3364",48699889,28,"Mujer","Diestro","circulo","amigo","Nonmatching",1,586,1,0.586
"3365",48699889,28,"Mujer","Diestro","triangulo","amigo","Matching",5,711,1,0.711
"3366",48699889,28,"Mujer","Diestro","triangulo","amigo","Matching",1,634,0,0.634
"3367",48699889,28,"Mujer","Diestro","triangulo","amigo","Matching",5,621,1,0.621
"3368",48699889,28,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,629,1,0.629
"3369",48699889,28,"Mujer","Diestro","cuadrado","amigo","Nonmatching",1,871,1,0.871
