"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC","condition1level"
"2402",14,"Matching","Celebrity","1",575,0.575,1,2
"2403",14,"Matching","Celebrity","1",552,0.552,1,1
"2404",14,"Matching","Celebrity","1",407,0.407,1,1
"2405",14,"Matching","Celebrity","1",447,0.447,1,2
"2406",14,"Matching","Celebrity","1",874,0.874,1,1
"2407",14,"Matching","Celebrity","1",755,0.755,1,1
"2408",14,"Matching","Celebrity","1",566,0.566,1,2
"2409",14,"Matching","Celebrity","1",610,0.61,1,2
"2410",14,"Matching","Celebrity","1",487,0.487,1,1
"2411",14,"Matching","Celebrity","1",407,0.407,0,2
"2412",14,"Matching","Celebrity","1",564,0.564,1,2
"2413",14,"Matching","Celebrity","1",565,0.565,0,2
"2414",14,"Matching","Celebrity","1",672,0.672,1,2
"2415",14,"Matching","Celebrity","1",490,0.49,1,2
"2416",14,"Matching","Celebrity","1",514,0.514,1,1
"2417",14,"Matching","Celebrity","1",391,0.391,0,1
"2418",14,"Matching","Celebrity","1",613,0.613,1,1
"2419",14,"Nonmatching","Self","1",719,0.719,0,1
"2420",14,"Nonmatching","Self","1",441,0.441,1,1
"2421",14,"Nonmatching","Self","1",711,0.711,1,1
"2422",14,"Nonmatching","Self","1",873,0.873,0,1
"2423",14,"Nonmatching","Self","1",523,0.523,0,1
"2424",14,"Nonmatching","Self","1",590,0.59,1,1
"2425",14,"Nonmatching","Self","1",638,0.638,1,2
"2426",14,"Nonmatching","Self","1",689,0.689,1,1
"2427",14,"Nonmatching","Self","1",576,0.576,0,2
"2428",14,"Nonmatching","Self","1",676,0.676,1,2
"2429",14,"Nonmatching","Self","1",579,0.579,1,1
"2430",14,"Nonmatching","Self","1",388,0.388,1,1
"2431",14,"Nonmatching","Self","1",376,0.376,1,2
"2432",14,"Nonmatching","Self","1",725,0.725,0,2
"2433",14,"Nonmatching","Self","1",474,0.474,1,1
"2434",14,"Nonmatching","Self","1",364,0.364,1,1
"2435",14,"Nonmatching","Self","1",409,0.409,1,1
"2436",14,"Nonmatching","Self","1",428,0.428,1,2
"2437",14,"Nonmatching","Self","1",556,0.556,1,2
"2438",14,"Nonmatching","Self","1",823,0.823,1,2
"2439",14,"Nonmatching","Self","1",478,0.478,1,1
"2440",14,"Nonmatching","Self","1",399,0.399,1,2
"2441",14,"Nonmatching","Self","1",639,0.639,1,2
"2442",14,"Nonmatching","Self","1",635,0.635,1,1
"2443",14,"Nonmatching","Self","1",467,0.467,1,2
"2444",14,"Nonmatching","Self","1",429,0.429,1,1
"2445",14,"Nonmatching","Self","1",523,0.523,1,1
"2446",14,"Nonmatching","Self","1",432,0.432,1,2
"2447",14,"Nonmatching","Self","1",399,0.399,1,1
"2448",14,"Nonmatching","Self","1",769,0.769,1,2
"2449",14,"Nonmatching","Self","1",350,0.35,1,1
"2450",14,"Nonmatching","Self","1",597,0.597,0,1
"2451",14,"Nonmatching","Self","1",524,0.524,1,2
"2452",14,"Nonmatching","Self","1",543,0.543,1,2
"2453",14,"Nonmatching","Self","1",730,0.73,1,2
"2454",14,"Nonmatching","Self","1",804,0.804,1,2
"2455",14,"Nonmatching","Self","1",665,0.665,1,1
"2456",14,"Nonmatching","Self","1",904,0.904,1,1
"2457",14,"Nonmatching","Self","1",584,0.584,1,2
"2458",14,"Nonmatching","Self","1",473,0.473,1,2
"2459",14,"Nonmatching","Self","1",472,0.472,1,1
"2460",14,"Nonmatching","Self","1",660,0.66,1,2
"2461",14,"Nonmatching","Self","1",541,0.541,1,2
"2462",14,"Nonmatching","Self","1",430,0.43,1,2
"2463",14,"Nonmatching","Self","1",514,0.514,1,2
"2464",14,"Nonmatching","Self","1",554,0.554,0,1
"2465",14,"Nonmatching","Self","1",436,0.436,1,2
"2466",14,"Nonmatching","Self","1",628,0.628,1,1
"2467",14,"Nonmatching","Self","1",641,0.641,1,2
"2468",14,"Nonmatching","Self","1",635,0.635,1,1
"2469",14,"Nonmatching","Celebrity","1",681,0.681,1,1
"2470",14,"Nonmatching","Celebrity","1",587,0.587,1,1
"2471",14,"Nonmatching","Celebrity","1",676,0.676,1,2
"2472",14,"Nonmatching","Celebrity","1",448,0.448,0,2
"2473",14,"Nonmatching","Celebrity","1",835,0.835,1,2
"2474",14,"Nonmatching","Celebrity","1",563,0.563,1,2
"2475",14,"Nonmatching","Celebrity","1",587,0.587,1,1
"2476",14,"Nonmatching","Celebrity","1",498,0.498,1,1
"2477",14,"Nonmatching","Celebrity","1",529,0.529,1,1
"2478",14,"Nonmatching","Celebrity","1",438,0.438,1,1
"2479",14,"Nonmatching","Celebrity","1",489,0.489,1,1
"2480",14,"Nonmatching","Celebrity","1",518,0.518,1,1
"2481",14,"Nonmatching","Celebrity","1",447,0.447,1,2
"2482",14,"Nonmatching","Celebrity","1",558,0.558,1,1
"2483",14,"Nonmatching","Celebrity","1",698,0.698,1,1
"2484",14,"Nonmatching","Celebrity","1",524,0.524,1,1
"2485",14,"Nonmatching","Celebrity","1",823,0.823,1,2
"2486",14,"Nonmatching","Celebrity","1",423,0.423,1,2
"2487",14,"Nonmatching","Celebrity","1",483,0.483,1,2
"2488",14,"Nonmatching","Celebrity","1",499,0.499,1,2
"2489",14,"Nonmatching","Celebrity","1",544,0.544,1,1
"2490",14,"Nonmatching","Celebrity","1",533,0.533,1,1
"2491",14,"Nonmatching","Celebrity","1",613,0.613,1,2
"2492",14,"Nonmatching","Celebrity","1",469,0.469,1,2
"2493",14,"Nonmatching","Celebrity","1",493,0.493,1,2
"2494",14,"Nonmatching","Celebrity","1",651,0.651,1,1
"2495",14,"Nonmatching","Celebrity","1",456,0.456,1,2
"2496",14,"Nonmatching","Celebrity","1",419,0.419,1,2
"2497",14,"Nonmatching","Celebrity","1",467,0.467,1,1
"2498",14,"Nonmatching","Celebrity","1",561,0.561,1,1
"2499",14,"Nonmatching","Celebrity","1",595,0.595,1,2
"2500",14,"Nonmatching","Celebrity","1",452,0.452,1,1
"2501",14,"Nonmatching","Celebrity","1",506,0.506,1,2
"2502",14,"Nonmatching","Celebrity","1",705,0.705,1,2
"2503",14,"Nonmatching","Celebrity","1",431,0.431,1,2
"2504",14,"Nonmatching","Celebrity","1",705,0.705,1,1
"2505",14,"Nonmatching","Celebrity","1",506,0.506,1,2
"2506",14,"Nonmatching","Celebrity","1",496,0.496,1,1
"2507",14,"Nonmatching","Celebrity","1",633,0.633,1,2
"2508",14,"Nonmatching","Celebrity","1",448,0.448,1,2
"2509",14,"Nonmatching","Celebrity","1",663,0.663,1,1
"2510",14,"Nonmatching","Celebrity","1",829,0.829,1,2
"2511",14,"Nonmatching","Celebrity","1",630,0.63,1,2
"2512",14,"Nonmatching","Celebrity","1",914,0.914,1,1
"2513",14,"Nonmatching","Celebrity","1",555,0.555,1,1
"2514",14,"Nonmatching","Celebrity","1",615,0.615,1,1
"2515",14,"Nonmatching","Celebrity","1",342,0.342,1,1
"2516",14,"Nonmatching","Celebrity","1",611,0.611,1,1
"2517",14,"Nonmatching","Celebrity","1",735,0.735,1,2
"2518",14,"Nonmatching","Celebrity","1",522,0.522,1,2
"2519",15,"Matching","Self","1",618,0.618,1,2
"2520",15,"Matching","Self","1",323,0.323,1,1
"2521",15,"Matching","Self","1",530,0.53,1,1
"2522",15,"Matching","Self","1",610,0.61,1,1
"2523",15,"Matching","Self","1",749,0.749,0,1
"2524",15,"Matching","Self","1",595,0.595,1,2
"2525",15,"Matching","Self","1",461,0.461,1,1
"2526",15,"Matching","Self","1",462,0.462,1,2
"2527",15,"Matching","Self","1",432,0.432,1,1
"2528",15,"Matching","Self","1",592,0.592,1,2
"2529",15,"Matching","Self","1",350,0.35,1,1
"2530",15,"Matching","Self","1",612,0.612,1,1
"2531",15,"Matching","Self","1",593,0.593,1,2
"2532",15,"Matching","Self","1",505,0.505,1,2
"2533",15,"Matching","Self","1",656,0.656,1,1
"2534",15,"Matching","Self","1",501,0.501,1,1
"2535",15,"Matching","Self","1",455,0.455,1,2
"2536",15,"Matching","Self","1",979,0.979,1,2
"2537",15,"Matching","Self","1",548,0.548,1,1
"2538",15,"Matching","Self","1",443,0.443,1,2
"2539",15,"Matching","Self","1",565,0.565,1,2
"2540",15,"Matching","Self","1",517,0.517,1,1
"2541",15,"Matching","Self","1",490,0.49,1,1
"2542",15,"Matching","Self","1",680,0.68,1,2
"2543",15,"Matching","Self","1",489,0.489,0,2
"2544",15,"Matching","Self","1",473,0.473,0,1
"2545",15,"Matching","Self","1",458,0.458,1,2
"2546",15,"Matching","Self","1",716,0.716,0,1
"2547",15,"Matching","Self","1",588,0.588,1,2
"2548",15,"Matching","Self","1",452,0.452,1,2
"2549",15,"Matching","Self","1",715,0.715,1,1
"2550",15,"Matching","Self","1",429,0.429,1,1
"2551",15,"Matching","Self","1",497,0.497,1,1
"2552",15,"Matching","Self","1",462,0.462,1,2
"2553",15,"Matching","Self","1",419,0.419,1,2
"2554",15,"Matching","Self","1",787,0.787,1,1
"2555",15,"Matching","Self","1",798,0.798,1,1
"2556",15,"Matching","Self","1",695,0.695,1,2
"2557",15,"Matching","Self","1",646,0.646,1,2
"2558",15,"Matching","Self","1",670,0.67,1,2
"2559",15,"Matching","Self","1",598,0.598,1,1
"2560",15,"Matching","Self","1",593,0.593,1,2
"2561",15,"Matching","Self","1",577,0.577,1,2
"2562",15,"Matching","Self","1",699,0.699,1,2
"2563",15,"Matching","Self","1",543,0.543,1,1
"2564",15,"Matching","Self","1",486,0.486,1,2
"2565",15,"Matching","Celebrity","1",707,0.707,1,1
"2566",15,"Matching","Celebrity","1",802,0.802,1,2
"2567",15,"Matching","Celebrity","1",570,0.57,0,2
"2568",15,"Matching","Celebrity","1",707,0.707,1,1
"2569",15,"Matching","Celebrity","1",666,0.666,1,1
"2570",15,"Matching","Celebrity","1",820,0.82,1,2
"2571",15,"Matching","Celebrity","1",726,0.726,1,2
"2572",15,"Matching","Celebrity","1",582,0.582,1,1
"2573",15,"Matching","Celebrity","1",592,0.592,1,1
"2574",15,"Matching","Celebrity","1",645,0.645,0,1
"2575",15,"Matching","Celebrity","1",800,0.8,0,1
"2576",15,"Matching","Celebrity","1",583,0.583,0,2
"2577",15,"Matching","Celebrity","1",383,0.383,1,1
"2578",15,"Matching","Celebrity","1",557,0.557,1,2
"2579",15,"Matching","Celebrity","1",559,0.559,0,1
"2580",15,"Matching","Celebrity","1",636,0.636,1,1
"2581",15,"Matching","Celebrity","1",606,0.606,1,1
"2582",15,"Matching","Celebrity","1",570,0.57,1,2
"2583",15,"Matching","Celebrity","1",619,0.619,1,2
"2584",15,"Matching","Celebrity","1",849,0.849,0,2
"2585",15,"Matching","Celebrity","1",805,0.805,1,2
"2586",15,"Matching","Celebrity","1",724,0.724,1,1
"2587",15,"Matching","Celebrity","1",778,0.778,1,1
"2588",15,"Matching","Celebrity","1",638,0.638,1,2
"2589",15,"Matching","Celebrity","1",830,0.83,1,2
"2590",15,"Matching","Celebrity","1",616,0.616,1,2
"2591",15,"Matching","Celebrity","1",664,0.664,0,1
"2592",15,"Matching","Celebrity","1",429,0.429,0,2
"2593",15,"Matching","Celebrity","1",684,0.684,0,1
"2594",15,"Matching","Celebrity","1",458,0.458,0,2
"2595",15,"Matching","Celebrity","1",514,0.514,0,2
"2596",15,"Matching","Celebrity","1",862,0.862,1,2
"2597",15,"Matching","Celebrity","1",572,0.572,1,1
"2598",15,"Matching","Celebrity","1",948,0.948,1,2
"2599",15,"Matching","Celebrity","1",587,0.587,1,1
"2600",15,"Matching","Celebrity","1",958,0.958,1,1
"2601",15,"Matching","Celebrity","1",549,0.549,1,1
"2602",15,"Matching","Celebrity","1",401,0.401,1,2
"2603",15,"Matching","Celebrity","1",795,0.795,1,2
"2604",15,"Matching","Celebrity","1",684,0.684,1,2
"2605",15,"Matching","Celebrity","1",830,0.83,1,1
"2606",15,"Matching","Celebrity","1",770,0.77,1,1
"2607",15,"Matching","Celebrity","1",609,0.609,1,1
"2608",15,"Matching","Celebrity","1",680,0.68,0,2
"2609",15,"Matching","Celebrity","1",537,0.537,0,2
"2610",15,"Matching","Celebrity","1",800,0.8,1,1
"2611",15,"Matching","Celebrity","1",543,0.543,0,2
"2612",15,"Nonmatching","Self","1",840,0.84,1,2
"2613",15,"Nonmatching","Self","1",532,0.532,1,2
"2614",15,"Nonmatching","Self","1",362,0.362,1,1
"2615",15,"Nonmatching","Self","1",525,0.525,1,1
"2616",15,"Nonmatching","Self","1",843,0.843,1,2
"2617",15,"Nonmatching","Self","1",515,0.515,0,1
"2618",15,"Nonmatching","Self","1",545,0.545,0,2
"2619",15,"Nonmatching","Self","1",617,0.617,1,2
"2620",15,"Nonmatching","Self","1",262,0.262,0,1
"2621",15,"Nonmatching","Self","1",370,0.37,0,1
"2622",15,"Nonmatching","Self","1",671,0.671,1,1
"2623",15,"Nonmatching","Self","1",558,0.558,0,2
"2624",15,"Nonmatching","Self","1",574,0.574,1,2
"2625",15,"Nonmatching","Self","1",518,0.518,1,1
"2626",15,"Nonmatching","Self","1",620,0.62,0,1
"2627",15,"Nonmatching","Self","1",628,0.628,0,1
"2628",15,"Nonmatching","Self","1",885,0.885,1,1
"2629",15,"Nonmatching","Self","1",629,0.629,1,2
"2630",15,"Nonmatching","Self","1",655,0.655,1,1
"2631",15,"Nonmatching","Self","1",574,0.574,1,2
"2632",15,"Nonmatching","Self","1",876,0.876,1,2
"2633",15,"Nonmatching","Self","1",582,0.582,1,2
"2634",15,"Nonmatching","Self","1",776,0.776,1,2
"2635",15,"Nonmatching","Self","1",702,0.702,1,1
"2636",15,"Nonmatching","Self","1",580,0.58,1,2
"2637",15,"Nonmatching","Self","1",659,0.659,1,1
"2638",15,"Nonmatching","Self","1",525,0.525,1,1
"2639",15,"Nonmatching","Self","1",800,0.8,1,1
"2640",15,"Nonmatching","Self","1",628,0.628,1,2
"2641",15,"Nonmatching","Self","1",676,0.676,1,2
"2642",15,"Nonmatching","Self","1",589,0.589,1,1
"2643",15,"Nonmatching","Self","1",578,0.578,1,2
"2644",15,"Nonmatching","Self","1",932,0.932,1,1
"2645",15,"Nonmatching","Self","1",512,0.512,0,1
"2646",15,"Nonmatching","Self","1",665,0.665,1,2
"2647",15,"Nonmatching","Self","1",712,0.712,0,2
"2648",15,"Nonmatching","Self","1",819,0.819,1,2
"2649",15,"Nonmatching","Self","1",692,0.692,0,1
"2650",15,"Nonmatching","Self","1",541,0.541,1,2
"2651",15,"Nonmatching","Self","1",812,0.812,0,1
"2652",15,"Nonmatching","Self","1",580,0.58,1,1
"2653",15,"Nonmatching","Self","1",709,0.709,0,2
"2654",15,"Nonmatching","Self","1",645,0.645,1,2
"2655",15,"Nonmatching","Self","1",681,0.681,0,1
"2656",15,"Nonmatching","Self","1",843,0.843,1,2
"2657",15,"Nonmatching","Self","1",695,0.695,1,1
"2658",15,"Nonmatching","Self","1",832,0.832,1,1
"2659",15,"Nonmatching","Self","1",556,0.556,1,2
"2660",15,"Nonmatching","Celebrity","1",538,0.538,0,2
"2661",15,"Nonmatching","Celebrity","1",668,0.668,1,2
"2662",15,"Nonmatching","Celebrity","1",823,0.823,1,1
"2663",15,"Nonmatching","Celebrity","1",651,0.651,1,1
"2664",15,"Nonmatching","Celebrity","1",405,0.405,0,1
"2665",15,"Nonmatching","Celebrity","1",598,0.598,1,2
"2666",15,"Nonmatching","Celebrity","1",381,0.381,1,1
"2667",15,"Nonmatching","Celebrity","1",637,0.637,0,2
"2668",15,"Nonmatching","Celebrity","1",548,0.548,1,1
"2669",15,"Nonmatching","Celebrity","1",799,0.799,0,2
"2670",15,"Nonmatching","Celebrity","1",482,0.482,1,2
"2671",15,"Nonmatching","Celebrity","1",922,0.922,1,1
"2672",15,"Nonmatching","Celebrity","1",662,0.662,1,1
"2673",15,"Nonmatching","Celebrity","1",594,0.594,1,2
"2674",15,"Nonmatching","Celebrity","1",697,0.697,0,2
"2675",15,"Nonmatching","Celebrity","1",590,0.59,1,2
"2676",15,"Nonmatching","Celebrity","1",502,0.502,1,2
"2677",15,"Nonmatching","Celebrity","1",878,0.878,1,1
"2678",15,"Nonmatching","Celebrity","1",739,0.739,1,1
"2679",15,"Nonmatching","Celebrity","1",542,0.542,0,2
"2680",15,"Nonmatching","Celebrity","1",506,0.506,1,2
"2681",15,"Nonmatching","Celebrity","1",729,0.729,1,2
"2682",15,"Nonmatching","Celebrity","1",696,0.696,0,2
"2683",15,"Nonmatching","Celebrity","1",703,0.703,1,2
"2684",15,"Nonmatching","Celebrity","1",714,0.714,1,2
"2685",15,"Nonmatching","Celebrity","1",709,0.709,1,1
"2686",15,"Nonmatching","Celebrity","1",422,0.422,1,1
"2687",15,"Nonmatching","Celebrity","1",756,0.756,1,1
"2688",15,"Nonmatching","Celebrity","1",810,0.81,0,1
"2689",15,"Nonmatching","Celebrity","1",404,0.404,1,1
"2690",15,"Nonmatching","Celebrity","1",601,0.601,0,1
"2691",15,"Nonmatching","Celebrity","1",790,0.79,1,2
"2692",15,"Nonmatching","Celebrity","1",723,0.723,0,1
"2693",15,"Nonmatching","Celebrity","1",394,0.394,1,2
"2694",15,"Nonmatching","Celebrity","1",550,0.55,0,1
"2695",15,"Nonmatching","Celebrity","1",731,0.731,0,1
"2696",15,"Nonmatching","Celebrity","1",626,0.626,1,1
"2697",15,"Nonmatching","Celebrity","1",689,0.689,1,1
"2698",15,"Nonmatching","Celebrity","1",951,0.951,1,2
"2699",15,"Nonmatching","Celebrity","1",857,0.857,1,1
"2700",15,"Nonmatching","Celebrity","1",618,0.618,1,1
"2701",15,"Nonmatching","Celebrity","1",706,0.706,1,1
"2702",15,"Nonmatching","Celebrity","1",547,0.547,0,2
"2703",15,"Nonmatching","Celebrity","1",674,0.674,1,2
"2704",15,"Nonmatching","Celebrity","1",805,0.805,1,1
"2705",15,"Nonmatching","Celebrity","1",454,0.454,1,2
"2706",15,"Nonmatching","Celebrity","1",628,0.628,1,2
"2707",16,"Matching","Self","1",280,0.28,1,2
"2708",16,"Matching","Self","1",345,0.345,1,1
"2709",16,"Matching","Self","1",565,0.565,1,2
"2710",16,"Matching","Self","1",530,0.53,1,2
"2711",16,"Matching","Self","1",516,0.516,1,2
"2712",16,"Matching","Self","1",404,0.404,1,2
"2713",16,"Matching","Self","1",298,0.298,1,1
"2714",16,"Matching","Self","1",299,0.299,1,1
"2715",16,"Matching","Self","1",232,0.232,1,2
"2716",16,"Matching","Self","1",519,0.519,1,1
"2717",16,"Matching","Self","1",284,0.284,1,2
"2718",16,"Matching","Self","1",306,0.306,1,1
"2719",16,"Matching","Self","1",501,0.501,1,1
"2720",16,"Matching","Self","1",283,0.283,1,2
"2721",16,"Matching","Self","1",511,0.511,1,2
"2722",16,"Matching","Self","1",288,0.288,1,1
"2723",16,"Matching","Self","1",513,0.513,1,1
"2724",16,"Matching","Self","1",436,0.436,1,1
"2725",16,"Matching","Self","1",455,0.455,1,2
"2726",16,"Matching","Self","1",355,0.355,1,1
"2727",16,"Matching","Self","1",355,0.355,1,1
"2728",16,"Matching","Self","1",461,0.461,1,2
"2729",16,"Matching","Self","1",464,0.464,1,2
"2730",16,"Matching","Self","1",342,0.342,1,1
"2731",16,"Matching","Self","1",561,0.561,1,1
"2732",16,"Matching","Self","1",416,0.416,1,2
"2733",16,"Matching","Self","1",404,0.404,1,2
"2734",16,"Matching","Self","1",471,0.471,1,2
"2735",16,"Matching","Self","1",436,0.436,0,1
"2736",16,"Matching","Self","1",462,0.462,1,2
"2737",16,"Matching","Self","1",304,0.304,1,1
"2738",16,"Matching","Self","1",542,0.542,1,2
"2739",16,"Matching","Self","1",361,0.361,1,2
"2740",16,"Matching","Self","1",404,0.404,1,1
"2741",16,"Matching","Self","1",356,0.356,1,1
"2742",16,"Matching","Self","1",322,0.322,1,2
"2743",16,"Matching","Self","1",367,0.367,1,1
"2744",16,"Matching","Self","1",359,0.359,1,1
"2745",16,"Matching","Self","1",227,0.227,1,1
"2746",16,"Matching","Self","1",449,0.449,0,1
"2747",16,"Matching","Self","1",365,0.365,1,1
"2748",16,"Matching","Self","1",293,0.293,1,2
"2749",16,"Matching","Self","1",203,0.203,1,2
"2750",16,"Matching","Self","1",286,0.286,1,1
"2751",16,"Matching","Self","1",257,0.257,1,2
"2752",16,"Matching","Self","1",408,0.408,1,2
"2753",16,"Matching","Self","1",472,0.472,0,2
"2754",16,"Matching","Self","1",213,0.213,1,2
"2755",16,"Matching","Celebrity","1",446,0.446,0,2
"2756",16,"Matching","Celebrity","1",837,0.837,0,1
"2757",16,"Matching","Celebrity","1",564,0.564,0,2
"2758",16,"Matching","Celebrity","1",920,0.92,1,2
"2759",16,"Matching","Celebrity","1",872,0.872,1,1
"2760",16,"Matching","Celebrity","1",843,0.843,1,2
"2761",16,"Matching","Celebrity","1",796,0.796,1,1
"2762",16,"Matching","Celebrity","1",977,0.977,1,1
"2763",16,"Matching","Celebrity","1",858,0.858,1,1
"2764",16,"Matching","Celebrity","1",496,0.496,0,1
"2765",16,"Matching","Celebrity","1",655,0.655,1,1
"2766",16,"Matching","Celebrity","1",517,0.517,1,2
"2767",16,"Matching","Celebrity","1",471,0.471,0,2
"2768",16,"Matching","Celebrity","1",691,0.691,0,1
"2769",16,"Matching","Celebrity","1",709,0.709,1,2
"2770",16,"Matching","Celebrity","1",751,0.751,1,2
"2771",16,"Matching","Celebrity","1",841,0.841,1,1
"2772",16,"Matching","Celebrity","1",577,0.577,0,1
"2773",16,"Matching","Celebrity","1",741,0.741,1,1
"2774",16,"Matching","Celebrity","1",710,0.71,1,1
"2775",16,"Matching","Celebrity","1",794,0.794,1,2
"2776",16,"Matching","Celebrity","1",934,0.934,1,2
"2777",16,"Matching","Celebrity","1",665,0.665,1,1
"2778",16,"Matching","Celebrity","1",643,0.643,1,2
"2779",16,"Matching","Celebrity","1",372,0.372,0,1
"2780",16,"Matching","Celebrity","1",539,0.539,0,1
"2781",16,"Matching","Celebrity","1",466,0.466,0,1
"2782",16,"Matching","Celebrity","1",721,0.721,1,2
"2783",16,"Matching","Celebrity","1",838,0.838,1,1
"2784",16,"Matching","Celebrity","1",541,0.541,1,2
"2785",16,"Matching","Celebrity","1",474,0.474,0,2
"2786",16,"Matching","Celebrity","1",675,0.675,1,2
"2787",16,"Matching","Celebrity","1",441,0.441,0,2
"2788",16,"Matching","Celebrity","1",440,0.44,0,2
"2789",16,"Matching","Celebrity","1",630,0.63,1,1
"2790",16,"Matching","Celebrity","1",552,0.552,1,2
"2791",16,"Matching","Celebrity","1",346,0.346,0,1
"2792",16,"Matching","Celebrity","1",433,0.433,0,2
"2793",16,"Matching","Celebrity","1",676,0.676,1,1
"2794",16,"Matching","Celebrity","1",345,0.345,0,1
"2795",16,"Matching","Celebrity","1",416,0.416,0,2
"2796",16,"Matching","Celebrity","1",348,0.348,0,1
"2797",16,"Matching","Celebrity","1",346,0.346,0,1
"2798",16,"Matching","Celebrity","1",333,0.333,0,2
"2799",16,"Matching","Celebrity","1",339,0.339,0,1
"2800",16,"Matching","Celebrity","1",273,0.273,0,1
"2801",16,"Matching","Celebrity","1",633,0.633,1,2
"2802",16,"Nonmatching","Self","1",587,0.587,1,2
"2803",16,"Nonmatching","Self","1",610,0.61,1,2
"2804",16,"Nonmatching","Self","1",438,0.438,1,1
"2805",16,"Nonmatching","Self","1",536,0.536,1,1
"2806",16,"Nonmatching","Self","1",558,0.558,1,1
"2807",16,"Nonmatching","Self","1",690,0.69,1,2
"2808",16,"Nonmatching","Self","1",543,0.543,1,1
"2809",16,"Nonmatching","Self","1",481,0.481,1,1
"2810",16,"Nonmatching","Self","1",638,0.638,1,2
"2811",16,"Nonmatching","Self","1",206,0.206,0,1
"2812",16,"Nonmatching","Self","1",469,0.469,1,2
"2813",16,"Nonmatching","Self","1",557,0.557,1,2
"2814",16,"Nonmatching","Self","1",518,0.518,1,1
"2815",16,"Nonmatching","Self","1",892,0.892,1,1
"2816",16,"Nonmatching","Self","1",640,0.64,1,2
"2817",16,"Nonmatching","Self","1",663,0.663,1,1
"2818",16,"Nonmatching","Self","1",794,0.794,1,2
"2819",16,"Nonmatching","Self","1",859,0.859,1,1
"2820",16,"Nonmatching","Self","1",670,0.67,1,2
"2821",16,"Nonmatching","Self","1",469,0.469,1,2
"2822",16,"Nonmatching","Self","1",489,0.489,1,1
"2823",16,"Nonmatching","Self","1",397,0.397,1,1
"2824",16,"Nonmatching","Self","1",710,0.71,1,2
"2825",16,"Nonmatching","Self","1",548,0.548,1,1
"2826",16,"Nonmatching","Self","1",747,0.747,1,1
"2827",16,"Nonmatching","Self","1",842,0.842,1,2
"2828",16,"Nonmatching","Self","1",530,0.53,1,2
"2829",16,"Nonmatching","Self","1",565,0.565,1,2
"2830",16,"Nonmatching","Self","1",465,0.465,1,1
"2831",16,"Nonmatching","Self","1",436,0.436,1,1
"2832",16,"Nonmatching","Self","1",539,0.539,1,2
"2833",16,"Nonmatching","Self","1",360,0.36,1,2
"2834",16,"Nonmatching","Self","1",632,0.632,1,1
"2835",16,"Nonmatching","Self","1",370,0.37,0,1
"2836",16,"Nonmatching","Self","1",414,0.414,1,2
"2837",16,"Nonmatching","Self","1",498,0.498,0,2
"2838",16,"Nonmatching","Self","1",465,0.465,1,2
"2839",16,"Nonmatching","Self","1",578,0.578,1,1
"2840",16,"Nonmatching","Self","1",722,0.722,1,1
"2841",16,"Nonmatching","Self","1",611,0.611,1,1
"2842",16,"Nonmatching","Self","1",414,0.414,1,2
"2843",16,"Nonmatching","Self","1",545,0.545,1,2
"2844",16,"Nonmatching","Self","1",613,0.613,1,1
"2845",16,"Nonmatching","Self","1",593,0.593,1,2
"2846",16,"Nonmatching","Self","1",580,0.58,1,2
"2847",16,"Nonmatching","Self","1",654,0.654,1,1
"2848",16,"Nonmatching","Self","1",358,0.358,0,2
"2849",16,"Nonmatching","Self","1",398,0.398,1,1
"2850",16,"Nonmatching","Self","1",426,0.426,1,2
"2851",16,"Nonmatching","Self","1",365,0.365,1,1
"2852",16,"Nonmatching","Celebrity","1",518,0.518,1,2
"2853",16,"Nonmatching","Celebrity","1",548,0.548,1,1
"2854",16,"Nonmatching","Celebrity","1",467,0.467,1,2
"2855",16,"Nonmatching","Celebrity","1",474,0.474,1,1
"2856",16,"Nonmatching","Celebrity","1",505,0.505,1,1
"2857",16,"Nonmatching","Celebrity","1",975,0.975,1,1
"2858",16,"Nonmatching","Celebrity","1",710,0.71,1,2
"2859",16,"Nonmatching","Celebrity","1",574,0.574,1,1
"2860",16,"Nonmatching","Celebrity","1",874,0.874,1,2
"2861",16,"Nonmatching","Celebrity","1",749,0.749,1,2
"2862",16,"Nonmatching","Celebrity","1",635,0.635,1,2
"2863",16,"Nonmatching","Celebrity","1",304,0.304,0,2
"2864",16,"Nonmatching","Celebrity","1",912,0.912,1,2
"2865",16,"Nonmatching","Celebrity","1",500,0.5,1,2
"2866",16,"Nonmatching","Celebrity","1",677,0.677,1,1
"2867",16,"Nonmatching","Celebrity","1",544,0.544,1,1
"2868",16,"Nonmatching","Celebrity","1",520,0.52,1,2
"2869",16,"Nonmatching","Celebrity","1",544,0.544,1,1
"2870",16,"Nonmatching","Celebrity","1",492,0.492,1,2
"2871",16,"Nonmatching","Celebrity","1",477,0.477,1,1
"2872",16,"Nonmatching","Celebrity","1",449,0.449,1,1
"2873",16,"Nonmatching","Celebrity","1",495,0.495,1,1
"2874",16,"Nonmatching","Celebrity","1",550,0.55,1,1
"2875",16,"Nonmatching","Celebrity","1",691,0.691,1,1
"2876",16,"Nonmatching","Celebrity","1",603,0.603,1,1
"2877",16,"Nonmatching","Celebrity","1",523,0.523,1,1
"2878",16,"Nonmatching","Celebrity","1",590,0.59,1,2
"2879",16,"Nonmatching","Celebrity","1",746,0.746,1,2
