"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC","condition1level"
"964",6,"Nonmatching","Celebrity","1",540,0.54,1,1
"965",6,"Nonmatching","Celebrity","1",403,0.403,1,2
"966",6,"Nonmatching","Celebrity","1",432,0.432,1,2
"967",6,"Nonmatching","Celebrity","1",631,0.631,1,1
"968",6,"Nonmatching","Celebrity","1",365,0.365,1,1
"969",6,"Nonmatching","Celebrity","1",403,0.403,1,2
"970",6,"Nonmatching","Celebrity","1",480,0.48,1,2
"971",6,"Nonmatching","Celebrity","1",591,0.591,1,1
"972",6,"Nonmatching","Celebrity","1",631,0.631,1,1
"973",6,"Nonmatching","Celebrity","1",393,0.393,1,2
"974",6,"Nonmatching","Celebrity","1",357,0.357,1,1
"975",7,"Matching","Self","1",484,0.484,1,2
"976",7,"Matching","Self","1",611,0.611,1,1
"977",7,"Matching","Self","1",534,0.534,1,2
"978",7,"Matching","Self","1",439,0.439,1,1
"979",7,"Matching","Self","1",271,0.271,1,1
"980",7,"Matching","Self","1",427,0.427,1,1
"981",7,"Matching","Self","1",720,0.72,1,1
"982",7,"Matching","Self","1",518,0.518,1,2
"983",7,"Matching","Self","1",589,0.589,1,2
"984",7,"Matching","Self","1",443,0.443,1,2
"985",7,"Matching","Self","1",794,0.794,1,2
"986",7,"Matching","Self","1",462,0.462,1,1
"987",7,"Matching","Self","1",498,0.498,1,1
"988",7,"Matching","Self","1",520,0.52,1,2
"989",7,"Matching","Self","1",608,0.608,1,2
"990",7,"Matching","Self","1",685,0.685,1,1
"991",7,"Matching","Self","1",749,0.749,1,2
"992",7,"Matching","Self","1",670,0.67,1,2
"993",7,"Matching","Self","1",495,0.495,1,2
"994",7,"Matching","Self","1",555,0.555,1,1
"995",7,"Matching","Self","1",384,0.384,1,1
"996",7,"Matching","Self","1",481,0.481,1,2
"997",7,"Matching","Self","1",542,0.542,0,1
"998",7,"Matching","Self","1",549,0.549,1,2
"999",7,"Matching","Self","1",614,0.614,0,1
"1000",7,"Matching","Self","1",407,0.407,1,1
"1001",7,"Matching","Self","1",532,0.532,1,2
"1002",7,"Matching","Self","1",414,0.414,1,1
"1003",7,"Matching","Self","1",474,0.474,1,1
"1004",7,"Matching","Self","1",516,0.516,1,2
"1005",7,"Matching","Self","1",491,0.491,1,2
"1006",7,"Matching","Self","1",532,0.532,1,1
"1007",7,"Matching","Self","1",491,0.491,1,2
"1008",7,"Matching","Self","1",524,0.524,1,1
"1009",7,"Matching","Self","1",598,0.598,1,2
"1010",7,"Matching","Self","1",357,0.357,1,1
"1011",7,"Matching","Self","1",610,0.61,1,1
"1012",7,"Matching","Self","1",520,0.52,1,1
"1013",7,"Matching","Self","1",494,0.494,1,2
"1014",7,"Matching","Self","1",432,0.432,1,2
"1015",7,"Matching","Self","1",607,0.607,1,2
"1016",7,"Matching","Self","1",533,0.533,1,1
"1017",7,"Matching","Self","1",582,0.582,1,1
"1018",7,"Matching","Self","1",522,0.522,1,1
"1019",7,"Matching","Self","1",571,0.571,1,2
"1020",7,"Matching","Self","1",462,0.462,1,1
"1021",7,"Matching","Self","1",428,0.428,1,2
"1022",7,"Matching","Self","1",463,0.463,1,2
"1023",7,"Matching","Celebrity","1",853,0.853,1,2
"1024",7,"Matching","Celebrity","1",641,0.641,1,2
"1025",7,"Matching","Celebrity","1",752,0.752,1,1
"1026",7,"Matching","Celebrity","1",643,0.643,0,1
"1027",7,"Matching","Celebrity","1",563,0.563,1,1
"1028",7,"Matching","Celebrity","1",842,0.842,1,1
"1029",7,"Matching","Celebrity","1",639,0.639,1,1
"1030",7,"Matching","Celebrity","1",563,0.563,1,2
"1031",7,"Matching","Celebrity","1",725,0.725,1,1
"1032",7,"Matching","Celebrity","1",572,0.572,0,1
"1033",7,"Matching","Celebrity","1",567,0.567,1,1
"1034",7,"Matching","Celebrity","1",656,0.656,0,2
"1035",7,"Matching","Celebrity","1",705,0.705,0,1
"1036",7,"Matching","Celebrity","1",769,0.769,0,2
"1037",7,"Matching","Celebrity","1",882,0.882,1,1
"1038",7,"Matching","Celebrity","1",604,0.604,1,2
"1039",7,"Matching","Celebrity","1",644,0.644,1,2
"1040",7,"Matching","Celebrity","1",766,0.766,0,2
"1041",7,"Matching","Celebrity","1",620,0.62,1,2
"1042",7,"Matching","Celebrity","1",431,0.431,1,1
"1043",7,"Matching","Celebrity","1",529,0.529,1,1
"1044",7,"Matching","Celebrity","1",510,0.51,1,1
"1045",7,"Matching","Celebrity","1",848,0.848,1,2
"1046",7,"Matching","Celebrity","1",563,0.563,0,1
"1047",7,"Matching","Celebrity","1",650,0.65,1,1
"1048",7,"Matching","Celebrity","1",679,0.679,1,1
"1049",7,"Matching","Celebrity","1",540,0.54,1,2
"1050",7,"Matching","Celebrity","1",601,0.601,1,2
"1051",7,"Matching","Celebrity","1",569,0.569,1,2
"1052",7,"Matching","Celebrity","1",548,0.548,1,2
"1053",7,"Matching","Celebrity","1",581,0.581,1,2
"1054",7,"Matching","Celebrity","1",849,0.849,0,1
"1055",7,"Matching","Celebrity","1",523,0.523,1,2
"1056",7,"Matching","Celebrity","1",513,0.513,1,2
"1057",7,"Matching","Celebrity","1",512,0.512,1,1
"1058",7,"Matching","Celebrity","1",537,0.537,1,2
"1059",7,"Matching","Celebrity","1",568,0.568,0,2
"1060",7,"Matching","Celebrity","1",696,0.696,1,1
"1061",7,"Matching","Celebrity","1",507,0.507,0,1
"1062",7,"Matching","Celebrity","1",633,0.633,0,2
"1063",7,"Matching","Celebrity","1",665,0.665,0,1
"1064",7,"Matching","Celebrity","1",556,0.556,0,2
"1065",7,"Matching","Celebrity","1",626,0.626,1,1
"1066",7,"Matching","Celebrity","1",516,0.516,1,2
"1067",7,"Matching","Celebrity","1",672,0.672,0,2
"1068",7,"Matching","Celebrity","1",404,0.404,0,1
"1069",7,"Nonmatching","Self","1",817,0.817,1,1
"1070",7,"Nonmatching","Self","1",661,0.661,1,1
"1071",7,"Nonmatching","Self","1",844,0.844,1,1
"1072",7,"Nonmatching","Self","1",837,0.837,1,1
"1073",7,"Nonmatching","Self","1",583,0.583,1,1
"1074",7,"Nonmatching","Self","1",633,0.633,1,1
"1075",7,"Nonmatching","Self","1",810,0.81,1,2
"1076",7,"Nonmatching","Self","1",879,0.879,1,2
"1077",7,"Nonmatching","Self","1",475,0.475,1,2
"1078",7,"Nonmatching","Self","1",655,0.655,1,2
"1079",7,"Nonmatching","Self","1",732,0.732,1,1
"1080",7,"Nonmatching","Self","1",851,0.851,0,2
"1081",7,"Nonmatching","Self","1",656,0.656,1,2
"1082",7,"Nonmatching","Self","1",551,0.551,1,2
"1083",7,"Nonmatching","Self","1",547,0.547,1,2
"1084",7,"Nonmatching","Self","1",705,0.705,1,1
"1085",7,"Nonmatching","Self","1",704,0.704,1,1
"1086",7,"Nonmatching","Self","1",648,0.648,1,2
"1087",7,"Nonmatching","Self","1",716,0.716,1,1
"1088",7,"Nonmatching","Self","1",930,0.93,1,1
"1089",7,"Nonmatching","Self","1",597,0.597,1,2
"1090",7,"Nonmatching","Self","1",466,0.466,1,1
"1091",7,"Nonmatching","Self","1",569,0.569,1,2
"1092",7,"Nonmatching","Self","1",560,0.56,1,2
"1093",7,"Nonmatching","Self","1",658,0.658,1,1
"1094",7,"Nonmatching","Self","1",522,0.522,1,2
"1095",7,"Nonmatching","Self","1",619,0.619,1,1
"1096",7,"Nonmatching","Self","1",678,0.678,1,2
"1097",7,"Nonmatching","Self","1",589,0.589,1,2
"1098",7,"Nonmatching","Self","1",749,0.749,1,2
"1099",7,"Nonmatching","Self","1",633,0.633,1,2
"1100",7,"Nonmatching","Self","1",716,0.716,1,2
"1101",7,"Nonmatching","Self","1",574,0.574,1,1
"1102",7,"Nonmatching","Self","1",796,0.796,1,2
"1103",7,"Nonmatching","Self","1",743,0.743,0,2
"1104",7,"Nonmatching","Self","1",505,0.505,1,1
"1105",7,"Nonmatching","Self","1",595,0.595,1,2
"1106",7,"Nonmatching","Self","1",610,0.61,1,1
"1107",7,"Nonmatching","Self","1",896,0.896,1,1
"1108",7,"Nonmatching","Self","1",590,0.59,1,1
"1109",7,"Nonmatching","Self","1",628,0.628,1,1
"1110",7,"Nonmatching","Self","1",710,0.71,1,1
"1111",7,"Nonmatching","Self","1",595,0.595,1,2
"1112",7,"Nonmatching","Self","1",740,0.74,1,1
"1113",7,"Nonmatching","Self","1",610,0.61,1,1
"1114",7,"Nonmatching","Self","1",473,0.473,1,1
"1115",7,"Nonmatching","Self","1",826,0.826,0,2
"1116",7,"Nonmatching","Self","1",527,0.527,1,2
"1117",7,"Nonmatching","Self","1",481,0.481,1,1
"1118",7,"Nonmatching","Celebrity","1",728,0.728,1,1
"1119",7,"Nonmatching","Celebrity","1",536,0.536,1,2
"1120",7,"Nonmatching","Celebrity","1",698,0.698,1,1
"1121",7,"Nonmatching","Celebrity","1",526,0.526,1,2
"1122",7,"Nonmatching","Celebrity","1",433,0.433,0,2
"1123",7,"Nonmatching","Celebrity","1",629,0.629,1,1
"1124",7,"Nonmatching","Celebrity","1",465,0.465,1,2
"1125",7,"Nonmatching","Celebrity","1",880,0.88,1,1
"1126",7,"Nonmatching","Celebrity","1",618,0.618,1,1
"1127",7,"Nonmatching","Celebrity","1",588,0.588,1,1
"1128",7,"Nonmatching","Celebrity","1",571,0.571,1,1
"1129",7,"Nonmatching","Celebrity","1",615,0.615,1,1
"1130",7,"Nonmatching","Celebrity","1",648,0.648,1,2
"1131",7,"Nonmatching","Celebrity","1",635,0.635,0,2
"1132",7,"Nonmatching","Celebrity","1",474,0.474,1,2
"1133",7,"Nonmatching","Celebrity","1",709,0.709,0,2
"1134",7,"Nonmatching","Celebrity","1",650,0.65,1,1
"1135",7,"Nonmatching","Celebrity","1",657,0.657,1,2
"1136",7,"Nonmatching","Celebrity","1",574,0.574,1,2
"1137",7,"Nonmatching","Celebrity","1",621,0.621,1,1
"1138",7,"Nonmatching","Celebrity","1",614,0.614,1,1
"1139",7,"Nonmatching","Celebrity","1",482,0.482,0,2
"1140",7,"Nonmatching","Celebrity","1",502,0.502,1,1
"1141",7,"Nonmatching","Celebrity","1",501,0.501,1,1
"1142",7,"Nonmatching","Celebrity","1",597,0.597,1,2
"1143",7,"Nonmatching","Celebrity","1",494,0.494,1,1
"1144",7,"Nonmatching","Celebrity","1",585,0.585,1,2
"1145",7,"Nonmatching","Celebrity","1",666,0.666,0,2
"1146",7,"Nonmatching","Celebrity","1",651,0.651,1,1
"1147",7,"Nonmatching","Celebrity","1",447,0.447,1,1
"1148",7,"Nonmatching","Celebrity","1",812,0.812,1,2
"1149",7,"Nonmatching","Celebrity","1",607,0.607,1,1
"1150",7,"Nonmatching","Celebrity","1",576,0.576,1,1
"1151",7,"Nonmatching","Celebrity","1",616,0.616,1,1
"1152",7,"Nonmatching","Celebrity","1",560,0.56,1,1
"1153",7,"Nonmatching","Celebrity","1",680,0.68,1,2
"1154",7,"Nonmatching","Celebrity","1",603,0.603,1,2
"1155",7,"Nonmatching","Celebrity","1",638,0.638,1,2
"1156",7,"Nonmatching","Celebrity","1",580,0.58,1,2
"1157",7,"Nonmatching","Celebrity","1",710,0.71,1,2
"1158",7,"Nonmatching","Celebrity","1",661,0.661,1,2
"1159",7,"Nonmatching","Celebrity","1",534,0.534,1,2
"1160",7,"Nonmatching","Celebrity","1",700,0.7,1,1
"1161",7,"Nonmatching","Celebrity","1",653,0.653,1,2
"1162",7,"Nonmatching","Celebrity","1",607,0.607,1,2
"1163",7,"Nonmatching","Celebrity","1",568,0.568,1,2
"1164",7,"Nonmatching","Celebrity","1",602,0.602,1,1
"1165",7,"Nonmatching","Celebrity","1",643,0.643,1,1
"1166",8,"Matching","Self","1",494,0.494,1,2
"1167",8,"Matching","Self","1",960,0.96,1,1
"1168",8,"Matching","Self","1",360,0.36,1,2
"1169",8,"Matching","Self","1",822,0.822,1,1
"1170",8,"Matching","Self","1",469,0.469,1,2
"1171",8,"Matching","Self","1",433,0.433,1,1
"1172",8,"Matching","Self","1",404,0.404,1,2
"1173",8,"Matching","Self","1",402,0.402,1,1
"1174",8,"Matching","Self","1",549,0.549,1,1
"1175",8,"Matching","Self","1",304,0.304,1,1
"1176",8,"Matching","Self","1",687,0.687,1,1
"1177",8,"Matching","Self","1",587,0.587,1,2
"1178",8,"Matching","Self","1",429,0.429,1,2
"1179",8,"Matching","Self","1",757,0.757,1,2
"1180",8,"Matching","Self","1",661,0.661,1,2
"1181",8,"Matching","Self","1",561,0.561,1,2
"1182",8,"Matching","Self","1",549,0.549,1,1
"1183",8,"Matching","Self","1",556,0.556,1,2
"1184",8,"Matching","Self","1",720,0.72,1,1
"1185",8,"Matching","Self","1",767,0.767,1,2
"1186",8,"Matching","Self","1",561,0.561,1,2
"1187",8,"Matching","Self","1",328,0.328,1,1
"1188",8,"Matching","Self","1",327,0.327,1,1
"1189",8,"Matching","Self","1",707,0.707,1,1
"1190",8,"Matching","Self","1",606,0.606,1,2
"1191",8,"Matching","Self","1",515,0.515,1,1
"1192",8,"Matching","Self","1",425,0.425,1,1
"1193",8,"Matching","Self","1",477,0.477,1,1
"1194",8,"Matching","Self","1",645,0.645,1,1
"1195",8,"Matching","Self","1",504,0.504,1,1
"1196",8,"Matching","Self","1",520,0.52,1,2
"1197",8,"Matching","Self","1",577,0.577,1,1
"1198",8,"Matching","Self","1",510,0.51,1,2
"1199",8,"Matching","Self","1",738,0.738,1,2
"1200",8,"Matching","Self","1",280,0.28,1,1
"1201",8,"Matching","Self","1",401,0.401,1,1
"1202",8,"Matching","Self","1",609,0.609,1,1
"1203",8,"Matching","Self","1",482,0.482,1,2
"1204",8,"Matching","Self","1",606,0.606,1,2
"1205",8,"Matching","Self","1",492,0.492,1,2
"1206",8,"Matching","Self","1",906,0.906,1,2
"1207",8,"Matching","Self","1",605,0.605,1,2
"1208",8,"Matching","Self","1",644,0.644,1,1
"1209",8,"Matching","Self","1",764,0.764,1,2
"1210",8,"Matching","Self","1",470,0.47,1,1
"1211",8,"Matching","Self","1",541,0.541,1,2
"1212",8,"Matching","Self","1",461,0.461,1,2
"1213",8,"Matching","Self","1",504,0.504,1,1
"1214",8,"Matching","Celebrity","1",618,0.618,0,1
"1215",8,"Matching","Celebrity","1",871,0.871,1,2
"1216",8,"Matching","Celebrity","1",648,0.648,1,1
"1217",8,"Matching","Celebrity","1",733,0.733,0,1
"1218",8,"Matching","Celebrity","1",703,0.703,1,2
"1219",8,"Matching","Celebrity","1",850,0.85,1,2
"1220",8,"Matching","Celebrity","1",677,0.677,1,2
"1221",8,"Matching","Celebrity","1",352,0.352,1,2
"1222",8,"Matching","Celebrity","1",559,0.559,1,2
"1223",8,"Matching","Celebrity","1",462,0.462,1,2
"1224",8,"Matching","Celebrity","1",461,0.461,1,2
"1225",8,"Matching","Celebrity","1",990,0.99,1,1
"1226",8,"Matching","Celebrity","1",744,0.744,1,2
"1227",8,"Matching","Celebrity","1",581,0.581,1,1
"1228",8,"Matching","Celebrity","1",513,0.513,0,1
"1229",8,"Matching","Celebrity","1",986,0.986,1,2
"1230",8,"Matching","Celebrity","1",604,0.604,1,2
"1231",8,"Matching","Celebrity","1",537,0.537,1,1
"1232",8,"Matching","Celebrity","1",600,0.6,1,1
"1233",8,"Matching","Celebrity","1",912,0.912,1,1
"1234",8,"Matching","Celebrity","1",606,0.606,0,2
"1235",8,"Matching","Celebrity","1",967,0.967,1,1
"1236",8,"Matching","Celebrity","1",516,0.516,1,2
"1237",8,"Matching","Celebrity","1",567,0.567,1,1
"1238",8,"Matching","Celebrity","1",761,0.761,1,2
"1239",8,"Matching","Celebrity","1",571,0.571,1,2
"1240",8,"Matching","Celebrity","1",558,0.558,1,2
"1241",8,"Matching","Celebrity","1",585,0.585,0,1
"1242",8,"Matching","Celebrity","1",437,0.437,1,2
"1243",8,"Matching","Celebrity","1",360,0.36,1,2
"1244",8,"Matching","Celebrity","1",979,0.979,1,1
"1245",8,"Matching","Celebrity","1",480,0.48,1,2
"1246",8,"Matching","Celebrity","1",617,0.617,1,2
"1247",8,"Matching","Celebrity","1",764,0.764,1,1
"1248",8,"Matching","Celebrity","1",787,0.787,1,2
"1249",8,"Matching","Celebrity","1",423,0.423,1,1
"1250",8,"Matching","Celebrity","1",914,0.914,0,1
"1251",8,"Matching","Celebrity","1",683,0.683,1,1
"1252",8,"Matching","Celebrity","1",829,0.829,0,2
"1253",8,"Matching","Celebrity","1",756,0.756,1,1
"1254",8,"Matching","Celebrity","1",576,0.576,1,2
"1255",8,"Matching","Celebrity","1",808,0.808,1,1
"1256",8,"Nonmatching","Self","1",677,0.677,1,1
"1257",8,"Nonmatching","Self","1",589,0.589,0,2
"1258",8,"Nonmatching","Self","1",856,0.856,0,2
"1259",8,"Nonmatching","Self","1",514,0.514,0,2
"1260",8,"Nonmatching","Self","1",925,0.925,1,2
"1261",8,"Nonmatching","Self","1",727,0.727,0,1
"1262",8,"Nonmatching","Self","1",874,0.874,1,2
"1263",8,"Nonmatching","Self","1",974,0.974,1,1
"1264",8,"Nonmatching","Self","1",992,0.992,1,2
"1265",8,"Nonmatching","Self","1",590,0.59,1,1
"1266",8,"Nonmatching","Self","1",726,0.726,1,1
"1267",8,"Nonmatching","Self","1",815,0.815,1,1
"1268",8,"Nonmatching","Self","1",955,0.955,1,2
"1269",8,"Nonmatching","Self","1",807,0.807,1,2
"1270",8,"Nonmatching","Self","1",863,0.863,1,2
"1271",8,"Nonmatching","Self","1",682,0.682,1,2
"1272",8,"Nonmatching","Self","1",776,0.776,0,2
"1273",8,"Nonmatching","Self","1",610,0.61,0,1
"1274",8,"Nonmatching","Self","1",868,0.868,0,1
"1275",8,"Nonmatching","Self","1",560,0.56,1,1
"1276",8,"Nonmatching","Self","1",942,0.942,0,1
"1277",8,"Nonmatching","Self","1",667,0.667,1,2
"1278",8,"Nonmatching","Self","1",923,0.923,1,2
"1279",8,"Nonmatching","Self","1",563,0.563,1,2
"1280",8,"Nonmatching","Self","1",581,0.581,0,1
"1281",8,"Nonmatching","Self","1",854,0.854,1,1
"1282",8,"Nonmatching","Self","1",310,0.31,0,2
"1283",8,"Nonmatching","Self","1",541,0.541,0,2
"1284",8,"Nonmatching","Self","1",669,0.669,1,1
"1285",8,"Nonmatching","Self","1",753,0.753,1,1
"1286",8,"Nonmatching","Self","1",756,0.756,1,1
"1287",8,"Nonmatching","Self","1",872,0.872,1,2
"1288",8,"Nonmatching","Self","1",514,0.514,1,1
"1289",8,"Nonmatching","Self","1",678,0.678,1,2
"1290",8,"Nonmatching","Self","1",818,0.818,1,2
"1291",8,"Nonmatching","Self","1",667,0.667,0,1
"1292",8,"Nonmatching","Self","1",835,0.835,1,1
"1293",8,"Nonmatching","Self","1",637,0.637,1,1
"1294",8,"Nonmatching","Self","1",868,0.868,1,1
"1295",8,"Nonmatching","Self","1",599,0.599,1,2
"1296",8,"Nonmatching","Self","1",642,0.642,1,1
"1297",8,"Nonmatching","Celebrity","1",805,0.805,1,2
"1298",8,"Nonmatching","Celebrity","1",619,0.619,1,2
"1299",8,"Nonmatching","Celebrity","1",557,0.557,1,1
"1300",8,"Nonmatching","Celebrity","1",840,0.84,1,1
"1301",8,"Nonmatching","Celebrity","1",676,0.676,1,1
"1302",8,"Nonmatching","Celebrity","1",643,0.643,1,2
"1303",8,"Nonmatching","Celebrity","1",718,0.718,1,2
"1304",8,"Nonmatching","Celebrity","1",725,0.725,1,2
"1305",8,"Nonmatching","Celebrity","1",623,0.623,1,2
"1306",8,"Nonmatching","Celebrity","1",670,0.67,1,2
"1307",8,"Nonmatching","Celebrity","1",579,0.579,1,2
"1308",8,"Nonmatching","Celebrity","1",718,0.718,0,2
"1309",8,"Nonmatching","Celebrity","1",640,0.64,1,2
"1310",8,"Nonmatching","Celebrity","1",762,0.762,1,2
"1311",8,"Nonmatching","Celebrity","1",732,0.732,1,2
"1312",8,"Nonmatching","Celebrity","1",618,0.618,1,1
"1313",8,"Nonmatching","Celebrity","1",727,0.727,1,1
"1314",8,"Nonmatching","Celebrity","1",920,0.92,1,1
"1315",8,"Nonmatching","Celebrity","1",644,0.644,1,1
"1316",8,"Nonmatching","Celebrity","1",913,0.913,1,1
"1317",8,"Nonmatching","Celebrity","1",799,0.799,1,1
"1318",8,"Nonmatching","Celebrity","1",535,0.535,1,2
"1319",8,"Nonmatching","Celebrity","1",949,0.949,1,2
"1320",8,"Nonmatching","Celebrity","1",693,0.693,1,2
"1321",8,"Nonmatching","Celebrity","1",622,0.622,1,2
"1322",8,"Nonmatching","Celebrity","1",808,0.808,1,1
"1323",8,"Nonmatching","Celebrity","1",403,0.403,1,1
"1324",8,"Nonmatching","Celebrity","1",553,0.553,1,1
"1325",8,"Nonmatching","Celebrity","1",522,0.522,1,1
"1326",8,"Nonmatching","Celebrity","1",657,0.657,0,1
"1327",8,"Nonmatching","Celebrity","1",803,0.803,1,1
"1328",8,"Nonmatching","Celebrity","1",572,0.572,1,2
"1329",8,"Nonmatching","Celebrity","1",641,0.641,1,2
"1330",8,"Nonmatching","Celebrity","1",674,0.674,1,1
"1331",8,"Nonmatching","Celebrity","1",586,0.586,1,2
"1332",8,"Nonmatching","Celebrity","1",781,0.781,1,2
"1333",8,"Nonmatching","Celebrity","1",760,0.76,1,1
"1334",8,"Nonmatching","Celebrity","1",490,0.49,1,2
"1335",8,"Nonmatching","Celebrity","1",926,0.926,1,1
"1336",8,"Nonmatching","Celebrity","1",611,0.611,1,1
"1337",8,"Nonmatching","Celebrity","1",731,0.731,1,2
"1338",8,"Nonmatching","Celebrity","1",711,0.711,0,2
"1339",9,"Matching","Self","1",444,0.444,1,1
"1340",9,"Matching","Self","1",427,0.427,1,2
"1341",9,"Matching","Self","1",478,0.478,1,2
"1342",9,"Matching","Self","1",615,0.615,0,2
"1343",9,"Matching","Self","1",508,0.508,1,1
"1344",9,"Matching","Self","1",795,0.795,1,2
"1345",9,"Matching","Self","1",553,0.553,1,2
"1346",9,"Matching","Self","1",555,0.555,1,1
"1347",9,"Matching","Self","1",510,0.51,1,1
"1348",9,"Matching","Self","1",490,0.49,1,2
"1349",9,"Matching","Self","1",452,0.452,1,1
"1350",9,"Matching","Self","1",562,0.562,1,2
"1351",9,"Matching","Self","1",650,0.65,1,2
"1352",9,"Matching","Self","1",353,0.353,1,1
"1353",9,"Matching","Self","1",524,0.524,1,2
"1354",9,"Matching","Self","1",442,0.442,1,2
"1355",9,"Matching","Self","1",530,0.53,1,1
"1356",9,"Matching","Self","1",399,0.399,1,2
"1357",9,"Matching","Self","1",565,0.565,1,1
"1358",9,"Matching","Self","1",539,0.539,1,1
"1359",9,"Matching","Self","1",513,0.513,1,1
"1360",9,"Matching","Self","1",652,0.652,0,2
"1361",9,"Matching","Self","1",510,0.51,1,1
"1362",9,"Matching","Self","1",580,0.58,1,2
"1363",9,"Matching","Self","1",576,0.576,1,2
"1364",9,"Matching","Self","1",459,0.459,1,2
"1365",9,"Matching","Self","1",601,0.601,1,2
"1366",9,"Matching","Self","1",472,0.472,1,1
"1367",9,"Matching","Self","1",565,0.565,1,2
"1368",9,"Matching","Self","1",409,0.409,1,1
"1369",9,"Matching","Self","1",364,0.364,1,1
"1370",9,"Matching","Self","1",493,0.493,1,2
"1371",9,"Matching","Self","1",331,0.331,1,1
"1372",9,"Matching","Self","1",559,0.559,1,2
"1373",9,"Matching","Self","1",526,0.526,1,1
"1374",9,"Matching","Self","1",303,0.303,1,2
"1375",9,"Matching","Self","1",331,0.331,1,2
"1376",9,"Matching","Self","1",378,0.378,1,2
"1377",9,"Matching","Self","1",296,0.296,1,1
"1378",9,"Matching","Self","1",418,0.418,1,1
"1379",9,"Matching","Self","1",672,0.672,1,1
"1380",9,"Matching","Self","1",467,0.467,1,1
"1381",9,"Matching","Self","1",373,0.373,1,1
"1382",9,"Matching","Self","1",603,0.603,1,1
"1383",9,"Matching","Self","1",434,0.434,1,1
"1384",9,"Matching","Self","1",345,0.345,1,1
"1385",9,"Matching","Self","1",288,0.288,1,1
"1386",9,"Matching","Self","1",282,0.282,1,2
"1387",9,"Matching","Self","1",258,0.258,1,2
"1388",9,"Matching","Celebrity","1",567,0.567,1,1
"1389",9,"Matching","Celebrity","1",670,0.67,1,2
"1390",9,"Matching","Celebrity","1",651,0.651,1,2
"1391",9,"Matching","Celebrity","1",542,0.542,0,2
"1392",9,"Matching","Celebrity","1",587,0.587,1,2
"1393",9,"Matching","Celebrity","1",571,0.571,1,1
"1394",9,"Matching","Celebrity","1",725,0.725,1,2
"1395",9,"Matching","Celebrity","1",516,0.516,1,1
"1396",9,"Matching","Celebrity","1",589,0.589,1,1
"1397",9,"Matching","Celebrity","1",549,0.549,1,2
"1398",9,"Matching","Celebrity","1",451,0.451,1,1
"1399",9,"Matching","Celebrity","1",591,0.591,1,2
"1400",9,"Matching","Celebrity","1",645,0.645,1,2
"1401",9,"Matching","Celebrity","1",748,0.748,1,2
"1402",9,"Matching","Celebrity","1",460,0.46,0,2
"1403",9,"Matching","Celebrity","1",744,0.744,1,1
"1404",9,"Matching","Celebrity","1",771,0.771,1,1
"1405",9,"Matching","Celebrity","1",770,0.77,0,1
"1406",9,"Matching","Celebrity","1",664,0.664,1,1
"1407",9,"Matching","Celebrity","1",699,0.699,1,1
"1408",9,"Matching","Celebrity","1",671,0.671,1,2
"1409",9,"Matching","Celebrity","1",967,0.967,1,1
"1410",9,"Matching","Celebrity","1",614,0.614,1,2
"1411",9,"Matching","Celebrity","1",506,0.506,0,1
"1412",9,"Matching","Celebrity","1",715,0.715,1,1
"1413",9,"Matching","Celebrity","1",447,0.447,0,2
"1414",9,"Matching","Celebrity","1",559,0.559,1,1
"1415",9,"Matching","Celebrity","1",625,0.625,1,1
"1416",9,"Matching","Celebrity","1",655,0.655,1,1
"1417",9,"Matching","Celebrity","1",622,0.622,1,2
"1418",9,"Matching","Celebrity","1",563,0.563,1,2
"1419",9,"Matching","Celebrity","1",547,0.547,1,1
"1420",9,"Matching","Celebrity","1",575,0.575,1,2
"1421",9,"Matching","Celebrity","1",716,0.716,1,2
"1422",9,"Matching","Celebrity","1",623,0.623,1,1
"1423",9,"Matching","Celebrity","1",729,0.729,1,1
"1424",9,"Matching","Celebrity","1",662,0.662,1,2
"1425",9,"Matching","Celebrity","1",364,0.364,0,2
"1426",9,"Matching","Celebrity","1",505,0.505,0,2
"1427",9,"Matching","Celebrity","1",643,0.643,1,2
"1428",9,"Matching","Celebrity","1",449,0.449,0,1
"1429",9,"Matching","Celebrity","1",457,0.457,0,2
"1430",9,"Matching","Celebrity","1",728,0.728,1,1
"1431",9,"Matching","Celebrity","1",790,0.79,1,1
"1432",9,"Matching","Celebrity","1",905,0.905,1,2
"1433",9,"Matching","Celebrity","1",372,0.372,1,2
"1434",9,"Matching","Celebrity","1",345,0.345,1,2
"1435",9,"Matching","Celebrity","1",465,0.465,1,1
"1436",9,"Nonmatching","Self","1",526,0.526,1,1
"1437",9,"Nonmatching","Self","1",873,0.873,1,2
"1438",9,"Nonmatching","Self","1",801,0.801,1,2
"1439",9,"Nonmatching","Self","1",674,0.674,1,2
"1440",9,"Nonmatching","Self","1",725,0.725,1,1
"1441",9,"Nonmatching","Self","1",932,0.932,1,2
"1442",9,"Nonmatching","Self","1",606,0.606,1,2
"1443",9,"Nonmatching","Self","1",942,0.942,1,1
"1444",9,"Nonmatching","Self","1",622,0.622,0,1
"1445",9,"Nonmatching","Self","1",679,0.679,1,1
"1446",9,"Nonmatching","Self","1",706,0.706,1,2
"1447",9,"Nonmatching","Self","1",664,0.664,1,1
"1448",9,"Nonmatching","Self","1",650,0.65,1,1
"1449",9,"Nonmatching","Self","1",579,0.579,1,2
"1450",9,"Nonmatching","Self","1",985,0.985,1,2
